# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Korean (ko)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| 거짓말 (geojinmal) | 거짓말 한마디 | geojinmal hanmadi | one lie, a single lie | Expression referring to a single lie, often minimizing or acknowledging a falsehood. Common in confessions or admissions. | [CORE] |
| 진위 (jinwi) | 진위를 가리다 | jinwireul garida | to determine truth from falsehood, to distinguish true from false | Expression for determining authenticity or veracity. Common in investigative and analytical contexts. | [CORE] |
| 진위 (jinwi) | 진위를 밝히다 | jinwireul balkhida | to clarify truth or falsehood, to establish authenticity | Expression for establishing whether something is true or false. Used in investigative contexts. | [CORE] |
| 진위 (jinwi) | 진위 여부 | jinwi yeobu | whether true or false, question of authenticity | Formal expression for the question of truth status. Common in legal and investigative discourse. | [CORE] |
| 허위 (heowi) | 허위 사실 | heowi sasil | false facts, fabricated facts | Legal and formal term for fabricated or false information presented as fact. Common in legal contexts. | [CORE] |
| 허위 (heowi) | 허위 진술 | heowi jinsul | false statement, false testimony | Legal term for false statements or testimony. Common in judicial and investigative contexts. | [CORE] |
| 허위 (heowi) | 허위로 판명되다 | heowiro panmyeongdoeda | to be determined to be false, to be proven false | Formal expression for official determination of falsehood. Used in legal and investigative contexts. | [CORE] |
| 진본 (jinbon) | 진본과 모조품 | jinbongwa mojopum | original and imitation, authentic and counterfeit | Paired expression contrasting authentic items with imitations. Common in art and antiques contexts. | [CORE] |
| 진본 (jinbon) | 진본 여부 | jinbon yeobu | whether authentic or not, question of authenticity | Expression for the question of authenticity. Used in authentication and verification contexts. | [CORE] |
| 위조 (wijo) | 위조 지폐 | wijo jipye | counterfeit money, forged currency | Common collocation for counterfeit currency. Used in legal and criminal contexts. | [CORE] |
| 위조 (wijo) | 위조 문서 | wijo munseo | forged document, counterfeit document | Common collocation for forged documents. Used in legal and fraud contexts. | [CORE] |
| 위조 (wijo) | 위조로 밝혀지다 | wijoro balkhyeojida | to be revealed as forgery, to be exposed as counterfeit | Expression for discovery of forgery. Common in investigative and legal contexts. | [CORE] |
| 신빙성 (sinbingseong) | 신빙성이 있다 | sinbingseongi itda | to have credibility, to be credible | Common expression for possessing credibility. Used in evaluating reliability of sources or claims. | [CORE] |
| 신빙성 (sinbingseong) | 신빙성이 없다 | sinbingseongi eopda | to lack credibility, to be not credible | Expression for lacking credibility. Common in dismissing unreliable sources or claims. | [CORE] |
| 신빙성 (sinbingseong) | 신빙성을 의심하다 | sinbingseongeul uisimhada | to doubt credibility, to question reliability | Expression for questioning credibility. Common in critical evaluation of sources. | [CORE] |
| 타당하다 (tadanghada) | 타당한 이유 | tadanghan iyu | valid reason, reasonable grounds | Common collocation for valid or reasonable justification. Used in argumentative contexts. | [CORE] |
| 타당하다 (tadanghada) | 타당한 근거 | tadanghan geungeo | valid grounds, reasonable basis | Common collocation for valid basis or evidence. Used in logical and legal reasoning. | [CORE] |
| 타당하다 (tadanghada) | 타당하다고 보다 | tadanghadago boda | to consider valid, to regard as reasonable | Expression for judging something as valid or reasonable. Common in evaluative discourse. | [CORE] |
| 그럴듯하다 (geureoldeuthada) | 그럴듯한 이야기 | geureoldeutan iyagi | plausible story, believable tale | Common collocation for stories that seem believable. Often carries slight skepticism about actual truth. | [CORE] |
| 그럴듯하다 (geureoldeuthada) | 그럴듯하게 들리다 | geureoldeuthage deullida | to sound plausible, to seem believable | Expression for something sounding believable. Common when evaluating surface plausibility. | [CORE] |
| 그럴듯하다 (geureoldeuthada) | 그럴듯한 변명 | geureoldeutan byeonmyeong | plausible excuse, seemingly reasonable excuse | Common collocation for excuses that sound reasonable. Often implies skepticism about sincerity. | [CORE] |
| 확실하다 (hwaksilhada) | 확실히 알다 | hwaksilhi alda | to know for certain, to know for sure | Expression for having certain knowledge. Very common in epistemic contexts. | [CORE] |
| 확실하다 (hwaksilhada) | 확실한 증거 | hwaksilhan jeungeo | certain evidence, definite proof | Common collocation for definitive evidence. Used in legal and investigative contexts. | [CORE] |
| 확실하다 (hwaksilhada) | 확실하지 않다 | hwaksiljji anta | not certain, uncertain | Expression for uncertainty. Very common when expressing lack of certainty. | [CORE] |
| 확실하다 (hwaksilhada) | 확실한 것은 | hwaksilhan geoseun | what is certain is, one thing for sure is | Discourse marker introducing certain information. Common in argumentative and explanatory contexts. | [CORE] |
| 의심스럽다 (uisimseureopda) | 의심스러운 점 | uisimseureoun jeom | doubtful point, suspicious aspect | Common collocation for aspects that raise doubt. Used in critical evaluation. | [CORE] |
| 의심스럽다 (uisimseureopda) | 의심스러운 행동 | uisimseureoun haengdong | suspicious behavior, doubtful conduct | Common collocation for behavior that raises suspicion. Used in evaluating trustworthiness. | [CORE] |
| 허황되다 (heohwangdoeda) | 허황된 이야기 | heohwangdoen iyagi | absurd story, groundless tale | Common collocation for baseless or wildly unrealistic stories. Used to dismiss unfounded claims. | [CORE] |
| 허황되다 (heohwangdoeda) | 허황된 주장 | heohwangdoen jujang | absurd claim, groundless assertion | Common collocation for baseless claims. Used in critical dismissal of unfounded arguments. | [CORE] |
| 실제 (silje) | 실제로는 | siljero-neun | in reality, actually, in fact | Discourse marker contrasting reality with appearance or expectation. Very common across all registers. | [CORE] |
| 실제 (silje) | 실제와 다르다 | siljewa dareuda | to differ from reality, to be different from actuality | Expression indicating discrepancy between reality and representation. Common in corrections and clarifications. | [CORE] |
| 실제 (silje) | 실제 상황 | silje sanghwang | actual situation, real circumstances | Common collocation for actual circumstances. Used when describing factual situations. | [CORE] |
| 본질 (bonjil) | 본질을 파악하다 | bonjireul paakada | to grasp the essence, to understand the nature | Expression for understanding fundamental nature. Common in analytical and philosophical discourse. | [CORE] |
| 본질 (bonjil) | 본질적인 문제 | bonjiljeogin munje | essential problem, fundamental issue | Common collocation for fundamental problems. Used in identifying core issues. | [CORE] |
| 진의 (jinui) | 진의를 묻다 | jinuireul mutda | to ask true intention, to question real meaning | Expression for questioning genuine intention. Common in diplomatic and interpersonal contexts. | [CORE] |
| 진의 (jinui) | 진의를 파악하다 | jinuireul paakada | to grasp true intention, to understand real meaning | Expression for understanding genuine intention. Used in interpretive contexts. | [CORE] |
| 믿다 (mitda) | 믿을 수 없다 | mideul su eopda | cannot believe, unbelievable | Expression of disbelief or incredulity. Very common in expressing surprise or skepticism. | [CORE] |
| 믿다 (mitda) | 믿을 만하다 | mideul manhada | trustworthy, believable, reliable | Expression indicating something or someone is worthy of trust. Common in evaluating reliability. | [CORE] |
| 믿다 (mitda) | 믿거나 말거나 | mitgeona malgeona | believe it or not, whether you believe or not | Expression indicating indifference to whether others believe. Used when stating surprising facts. | [CORE] |
| 믿다 (mitda) | 믿고 싶다 | mitgo sipda | want to believe, wish to trust | Expression of desire to believe despite doubts. Common in contexts of hope or wishful thinking. | [CORE] |
| 속이다 (sogida) | 속아 넘어가다 | soga neomeogada | to be deceived, to fall for deception | Expression for being successfully deceived. Common in describing victims of deception. | [CORE] |
| 속이다 (sogida) | 속이려고 하다 | sogiryeogo hada | to try to deceive, to attempt to trick | Expression for attempting deception. Common in describing deceptive intentions. | [CORE] |
| 속이다 (sogida) | 눈 가리고 아웅 | nun garigo aung | to cover one's eyes and say "boo" (idiom: self-deception) | Idiomatic expression for obvious self-deception or futile attempts to hide truth. Common in criticizing transparent deception. | [CORE] |
| [idiom] | 입에 발린 소리 | ibe ballin sori | words smeared on the lips (idiom: insincere flattery) | Idiomatic expression for insincere or empty words, particularly flattery. Common in criticizing insincerity. | [CORE] |
| [idiom] | 말과 행동이 다르다 | malgwa haengdongi dareuda | words and actions differ (idiom: hypocrisy) | Expression for inconsistency between words and actions. Common in criticizing hypocrisy. | [CORE] |
| [idiom] | 겉과 속이 다르다 | geotgwa sogi dareuda | outside and inside differ (idiom: two-faced) | Expression for discrepancy between appearance and reality, particularly regarding character. Common in character criticism. | [CORE] |
| [idiom] | 빈 수레가 요란하다 | bin surega yoranhada | empty cart makes more noise (idiom: empty vessels make most noise) | Proverbial expression suggesting those with least substance make most claims. Used to criticize empty boasting. | [CORE] |
