# F2a DERIVATIONAL TABLE
# Language: Korean (ko)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| 타당 (tadang) — valid | 타당하다 | tadanghada | 타당 (appropriate-suitable) + 하다 (to be/do) | to be valid, to be reasonable | Adjectival verb indicating logical validity or reasonableness. Common in formal reasoning. | [CORE] |
| 그럴듯 (geureoldeut) — plausible-seeming | 그럴듯하다 | geureoldeuthada | 그럴듯 (seems that way) + 하다 (to be/do) | to be plausible, to seem likely | Adjectival verb describing surface plausibility. Common when something appears true but may require verification. | [CORE] |
| 허황 (heohwang) — absurd-empty | 허황되다 | heohwangdoeda | 허황 (empty-absurd) + 되다 (to become) | to be absurd, to be groundless | Adjectival verb describing baseless or wildly unrealistic claims. Used to dismiss unfounded statements. | [CORE] |
| 진실 (jinsil) — truth | 진실되다 | jinsiltoeda | 진실 (truth) + 되다 (to become) | to be truthful, to be sincere | Adjectival verb describing sincere or truthful character. Somewhat formal. | [CORE] |
| 거짓 (geojit) — false | 거짓되다 | geojitdoeda | 거짓 (false) + 되다 (to become) | to be false, to be deceitful | Adjectival verb describing false or deceptive nature. More formal than simple 거짓. | [CORE] |
| 진지 (jinji) — serious | 진지하다 | jinjihada | 진지 (serious-ground) + 하다 (to be/do) | to be serious, to be earnest | Adjectival verb describing serious attitude or earnest demeanor. Very common in evaluating commitment. | [CORE] |
| 진중 (jinjung) — prudent | 진중하다 | jinjunghada | 진중 (careful-heavy) + 하다 (to be/do) | to be prudent, to be careful | Adjectival verb describing careful, deliberate approach. Used for thoughtful and measured behavior. | [CORE] |
| 진솔 (jinsol) — frank | 진솔하다 | jinsolhada | 진솔 (true-straightforward) + 하다 (to be/do) | to be frank, to be candid | Adjectival verb describing genuinely straightforward communication. Common in describing honest narratives. | [CORE] |
| 진하 (jinha) — thick/concentrated | 진하다 | jinhada | 진하 (thick-concentrated) + 다 (to be) | to be thick, to be concentrated, to be strong | Adjectival verb describing thickness, concentration, or intensity. Common for liquids, colors, flavors. | [CORE] |
| 거짓 (geojit) — false | 거짓말 | geojinmal | 거짓 (false) + 말 (speech) | lie, falsehood | Standard term for a lie or false statement. Extremely common in everyday discourse. | [CORE] |
| 거짓말 (geojinmal) — lie | 거짓말쟁이 | geojinmaljjaengi | 거짓말 (lie) + 쟁이 (person who does) | liar, habitual liar | Refers to someone who habitually lies. Common in informal speech. | [CORE] |
| 거짓말 (geojinmal) — lie | 거짓말탐지기 | geojinmaltamjigi | 거짓말 (lie) + 탐지 (detect) + 기 (machine) | lie detector, polygraph | Technical term for polygraph machines. Used in law enforcement contexts. | [CORE] |
| 거짓 (geojit) — false | 거짓증언 | geojitjeungeon | 거짓 (false) + 증언 (testimony) | false testimony, perjury | Legal term for false testimony under oath. Used in judicial contexts. | [CORE] |
| 거짓 (geojit) — false | 거짓증거 | geojitjeungeo | 거짓 (false) + 증거 (evidence) | false evidence, fabricated evidence | Legal term for fabricated evidence. Used in criminal justice contexts. | [CORE] |
| 거짓 (geojit) — false | 거짓정보 | geojitjeongbo | 거짓 (false) + 정보 (information) | false information, misinformation | Refers to incorrect or deliberately false information. Common in media contexts. | [CORE] |
| 거짓 (geojit) — false | 거짓뉴스 | geojitnuseu | 거짓 (false) + 뉴스 (news) | fake news, false news | Contemporary term for fabricated news stories. Widely used in media criticism. | [CORE] |
| 거짓 (geojit) — false | 거짓투성이 | geojittuseongi | 거짓 (false) + 투성이 (covered with) | full of lies, riddled with falsehoods | Describes something completely filled with lies. Used for thoroughly dishonest situations. | [CORE] |
| 거짓 (geojit) — false | 거짓선지자 | geojitseonjija | 거짓 (false) + 선지자 (prophet) | false prophet | Religious term for false prophets. Used in religious discourse and extended to fraudulent leaders. | [MARGINAL] |
| 가짜 (gajja) — fake | 가짜배기 | gajjabaegi | 가짜 (fake) + 배기 (thing marker) | total fake, complete fraud | Colloquial intensified form emphasizing complete inauthenticity. Used informally. | [CORE] |
| 가짜 (gajja) — fake | 가짜뉴스 | gajjanuseu | 가짜 (fake) + 뉴스 (news) | fake news | Alternative to 거짓뉴스. Equally common in contemporary media discourse. | [CORE] |
| 가짜 (gajja) — fake | 가짜돈 | gajjadon | 가짜 (fake) + 돈 (money) | counterfeit money, fake currency | Refers to counterfeit currency. Common in discussions of counterfeiting. | [CORE] |
| 가짜 (gajja) — fake | 가짜명품 | gajjamyeongpum | 가짜 (fake) + 명품 (luxury goods) | counterfeit luxury goods, fake designer items | Refers to counterfeit designer goods. Common in consumer contexts. | [CORE] |
| 가짜 (gajja) — fake | 가짜표 | gajjapyo | 가짜 (fake) + 표 (ticket/vote) | counterfeit ticket, fake ballot | Refers to counterfeit tickets or fraudulent ballots. Used in fraud contexts. | [CORE] |
| 진짜 (jinjja) — real | 진짜배기 | jinjjabaegi | 진짜 (real) + 배기 (thing/person marker) | the real deal, genuine article | Colloquial intensified form emphasizing authenticity. Used in casual speech. | [CORE] |
| 진 (jin) — true | 진심 | jinsim | 진 (true) + 심 (heart) | sincerity, true heart | Expresses genuine emotions or intentions. Very common in everyday speech. | [CORE] |
| 진 (jin) — true | 진의 | jinui | 진 (true) + 의 (meaning/intention) | true intention, real meaning | Refers to genuine intention behind words or actions. Used in formal contexts. | [CORE] |
| 진 (jin) — true | 진가 | jinga | 진 (true) + 가 (value) | true value, real worth | Refers to genuine value often revealed over time. Common in recognition contexts. | [CORE] |
| 진 (jin) — true | 진면목 | jinmyeonmok | 진 (true) + 면목 (face/appearance) | true character, real nature | Describes authentic character when revealed. Used in character assessment. | [CORE] |
| 진 (jin) — true | 진상 | jinsang | 진 (true) + 상 (situation) | truth of the matter, real situation | Refers to actual circumstances or true facts. Common in investigative contexts. | [CORE] |
| 진 (jin) — true | 진품 | jinpum | 진 (true) + 품 (goods) | genuine article, authentic item | Distinguishes authentic items from counterfeits. Common in art and antiques. | [CORE] |
| 진 (jin) — true | 진수 | jinsu | 진 (true) + 수 (essence) | essence, quintessence | Refers to essential nature or quintessence. Used for core elements of practices or phenomena. | [CORE] |
| 실 (sil) — real | 실체 | silche | 실 (real) + 체 (body/substance) | substance, entity, reality | Philosophical term for actual substance or entity. Used in abstract discussions. | [CORE] |
| 실 (sil) — real | 실상 | silsang | 실 (real) + 상 (situation) | actual situation, real state | Refers to actual circumstances versus appearances. Common in analytical contexts. | [CORE] |
| 실 (sil) — real | 실정 | siljeong | 실 (real) + 정 (situation/condition) | actual conditions, real circumstances | Refers to actual conditions or real circumstances. Used in formal reporting. | [CORE] |
| 실 (sil) — real | 실태 | siltae | 실 (real) + 태 (state) | actual state, real conditions | Refers to actual state or real conditions. Used in investigative contexts. | [CORE] |
| 실 (sil) — real | 실질 | siljil | 실 (real) + 질 (substance/quality) | substance, essence | Refers to substantial nature versus form. Common in distinguishing substance from formality. | [CORE] |
| 실질 (siljil) — substance | 실질적 | siljiljeok | 실질 (substance) + 적 (adjectival suffix) | substantial, practical, actual | Describes something as substantial rather than merely formal. Very common in formal discourse. | [CORE] |
| 실 (sil) — real | 실용 | silyong | 실 (real/practical) + 용 (use) | practical use, utility | Refers to practical utility. Common in contrasting practice with theory. | [CORE] |
| 실용 (silyong) — practical use | 실용적 | silyongjeok | 실용 (practical use) + 적 (adjectival suffix) | practical, utilitarian, pragmatic | Describes practical or utilitarian qualities. Widely used for pragmatic solutions. | [CORE] |
| 실 (sil) — real | 실천 | silcheon | 실 (real/actual) + 천 (practice) | practice, implementation | Refers to putting ideas into practice. Common in emphasizing action over theory. | [CORE] |
| 실 (sil) — real | 실행 | silhaeng | 실 (real/actual) + 행 (carry out) | execution, implementation | Refers to executing or implementing plans. Common in administrative contexts. | [CORE] |
| 실 (sil) — real | 실현 | silhyeon | 실 (real) + 현 (appear/manifest) | realization, actualization | Refers to making something real or actualizing potential. Used for achieving goals. | [CORE] |
| 실 (sil) — real | 실력 | sillyeok | 실 (real) + 력 (power/ability) | actual ability, real skill | Refers to actual ability versus credentials. Very common in educational contexts. | [CORE] |
| 실 (sil) — real | 실적 | siljeok | 실 (real) + 적 (record/achievement) | actual results, performance record | Refers to actual results or performance. Common in business and professional contexts. | [CORE] |
| 실 (sil) — real | 실험 | silheom | 실 (real/actual) + 험 (test) | experiment, test | Scientific term for experiments or empirical tests. Widely used in research contexts. | [CORE] |
| 실 (sil) — real | 실물 | silmul | 실 (real) + 물 (thing) | actual object, real thing | Refers to actual physical objects versus representations. Common in distinguishing real items from images. | [CORE] |
| 실 (sil) — real | 실감 | silgam | 실 (real) + 감 (feeling) | real feeling, sense of reality | Refers to vivid or realistic feeling. Used when experiences feel authentic. | [CORE] |
| 실감 (silgam) — real feeling | 실감나다 | silgamnada | 실감 (real feeling) + 나다 (emerge) | to feel real, to be vivid | Describes when something feels real or vivid. Common for impactful experiences. | [CORE] |
| 실 (sil) — real | 실시 | silsi | 실 (real/actual) + 시 (implement) | implementation, enforcement | Formal term for implementing policies or programs. Common in administrative contexts. | [CORE] |
| 실효 (silhyo) — actual effect | 실효 | silhyo | 실 (real) + 효 (effect) | actual effect, real efficacy | Refers to actual effectiveness or real results. Used in evaluating practical impact. | [CORE] |
| 실 (sil) — real | 실익 | silik | 실 (real) + 익 (benefit) | actual benefit, real profit | Refers to actual benefits versus theoretical advantages. Used in practical evaluation. | [CORE] |
| 거짓 (geojit) — false | 거짓없이 | geojiseobsi | 거짓 (false) + 없이 (without) | without lies, truthfully, honestly | Adverbial expression emphasizing truthfulness. Used when making sincere statements. | [CORE] |
| 사실 (sasil) — fact | 사실무근 | sasilmugeun | 사실 (fact) + 무 (no) + 근 (basis) | groundless, baseless, unfounded | Formal expression meaning completely without factual basis. Common in official denials. | [CORE] |
| 사실 (sasil) — fact | 사실관계 | sasilgwangye | 사실 (fact) + 관계 (relation) | factual relationship, facts of the case | Legal term referring to actual facts and their relationships. Used in establishing what happened. | [CORE] |
| 사실 (sasil) — fact | 사실확인 | sasilhwagin | 사실 (fact) + 확인 (confirm) | fact-checking, verification | Refers to verifying or confirming facts. Common in journalism and investigation. | [CORE] |
| 사실 (sasil) — fact | 사실혼 | sasilhon | 사실 (fact) + 혼 (marriage) | common-law marriage, de facto marriage | Legal term for marriages existing in fact but not formally registered. Used in family law. | [CORE] |
| 사실 (sasil) — fact | 사실적 | sasiljeok | 사실 (fact) + 적 (adjectival suffix) | realistic, factual, true-to-life | Describes representations that accurately reflect reality. Common in artistic criticism. | [CORE] |
| 사실 (sasil) — fact | 사실주의 | sasiljuui | 사실 (fact) + 주의 (principle/ism) | realism (artistic/literary movement) | Refers to realism as artistic movement. Used in art history and literary criticism. | [CORE] |
| 진실 (jinsil) — truth | 진실게임 | jinsilgeim | 진실 (truth) + 게임 (game) | truth game, truth or dare | Refers to games requiring truth-telling. Used in social contexts and metaphorically. | [CORE] |
| 거짓말 (geojinmal) — lie | 새빨간 거짓말 | saeppalgan geojinmal | 새빨간 (bright red) + 거짓말 (lie) | blatant lie, outright lie | Intensified expression for obvious or shameless lies. Common in expressing indignation. | [CORE] |
