# F5 Opposition Table — Korean (ko)

| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| 타당하다 (tadanghada) | 부당하다 (budanghada) | tadanghada vs. budanghada | to be valid/reasonable vs. to be invalid/unreasonable | Morphological opposition using negative prefix 부- (不). Evaluates validity or reasonableness of arguments and claims, with 부당하다 denoting invalidity or unreasonableness. | morphological | [CORE] |
| 정당하다 (jeongdanghada) | 부당하다 (budanghada) | jeongdanghada vs. budanghada | to be legitimate/justified vs. to be illegitimate/unjustified | Morphological opposition using negative prefix 부- (不). Evaluates legitimacy or justification of actions and claims, particularly in legal and moral contexts. | morphological | [CORE] |
| 진실한 (jinsilhan) | 거짓된 (geojitdoen) | jinsilhan vs. geojitdoen | truthful/sincere vs. false/deceptive | Constructional opposition in adnominal modification. Both forms modify nouns but use different morphological patterns (진실하다 + -ㄴ vs. 거짓 + -되다 + -ㄴ), reflecting the lexical opposition between truth and falsehood in attributive position. | constructional | [CORE] |
| 진실로 (jinsilro) | 거짓으로 (geojiseuro) | jinsilro vs. geojiseuro | truly/truthfully vs. falsely/deceptively | Constructional opposition in adverbial expressions using instrumental/manner postposition -(으)로. Parallel structures with opposing truth-domain nouns indicating manner of action (truthfully vs. deceptively). | constructional | [CORE] |
| 거짓없이 (geojiseobsi) | (no attested positive counterpart) | geojiseobsi vs. — | without deception vs. — | Asymmetric privative construction. 거짓없이 "without falsehood" is common for emphasizing truthfulness, but the expected positive counterpart 진실없이 "without truth" is not commonly attested, showing lexical gap. | constructional (asymmetric) | [CORE] |
| 거짓말쟁이 (geojinmaljaengi) | (no attested positive counterpart) | geojinmaljaengi vs. — | liar vs. — | Asymmetric agentive nominalization. 거짓말쟁이 "habitual liar" exists as productive agentive form, but no corresponding positive term for "truth-teller" (*진실쟁이) is attested, reflecting cultural focus on marking deviant behavior. | morphological (asymmetric) | [CORE] |
| 진실이 밝혀지다 (jinsiri balkhyeojida) | 진실이 숨겨지다 (jinsiri sumgyeojida) | jinsiri balkhyeojida vs. jinsiri sumgyeojida | the truth is revealed vs. the truth is hidden | Constructional opposition in resultative/passive constructions. Same noun (진실) with opposing passive verbs (밝혀지다 "be revealed" vs. 숨겨지다 "be hidden"), representing disclosure versus concealment of truth. | constructional | [CORE] |
| 진실이라면 (jinsiramyeon) | 거짓이라면 (geojitramyeon) | jinsiramyeon vs. geojitramyeon | if it is true vs. if it is false | Constructional opposition in conditional constructions. Parallel structures with opposing truth-domain nouns (진실 vs. 거짓) in conditional frames, used in hypothetical reasoning. | constructional | [CORE] |
| 올바르다 (olbareuda) | 그르다 (geureuda) | olbareuda vs. geureuda | to be right/correct vs. to be wrong/mistaken | Lexical opposition evaluating correctness with moral/normative implications. 올바르다 indicates rightness in both factual and ethical senses, while 그르다 (less common in modern Korean) indicates wrongness or error. | lexical | [MARGINAL] |
| 명백하다 (myeongbaekhada) | 불명확하다 (bulmyeonghwakhada) | myeongbaekhada vs. bulmyeonghwakhada | to be obvious/clear vs. to be unclear | Morphological opposition where 명백하다 indicates clarity or obviousness of truth, while 불명확하다 (using negative prefix 불-) indicates lack of clarity. Related to epistemic accessibility of truth. | morphological | [CORE] |
| 정확하다 (jeonghwakhada) | 부정확하다 (bujeonghwakhada) | jeonghwakhada vs. bujeonghwakhada | to be accurate vs. to be inaccurate | Morphological opposition using negative prefix 부- (不). Evaluates precision and correctness of statements or measurements, with 부정확하다 denoting lack of accuracy. | morphological | [CORE] |
| 실제 (silje) | 허구 (heogu) | silje vs. heogu | actual/reality vs. fiction/fabrication | Lexical opposition between actual reality and fictional or fabricated content. Used to distinguish what actually exists or happened from what is imagined or invented. | lexical | [CORE] |
| 진짜배기 (jinjjabbaegi) | 가짜배기 (gajjabaegi) | jinjjabbaegi vs. gajjabaegi | the real deal vs. total fake | Morphological opposition using emphatic suffix -배기 with opposing authenticity roots (진짜 vs. 가짜). Colloquial intensified forms emphasizing complete authenticity versus complete inauthenticity. | morphological | [CORE] |
| 거짓투성이 (geojittuseongi) | (no common positive counterpart) | geojittuseongi vs. — | full of lies vs. — | Asymmetric saturation construction. 거짓투성이 "riddled with falsehood" uses suffix -투성이 "full of/covered with" to indicate saturation with lies, but no corresponding positive form (*진실투성이) is commonly attested. | morphological (asymmetric) | [CORE] |
| 속이다 (sogida) | (no direct lexical opposite) | sogida vs. — | to deceive vs. — | Asymmetric verbal opposition. 속이다 "to deceive" is a common verb for intentional deception, but Korean lacks a single corresponding verb meaning "to undeceive" or "to reveal truth to." The semantic opposite is expressed constructionally (진실을 말하다 "tell the truth"). | lexical (asymmetric) | [CORE] |
| 진상 (jinsang) | (implied: false appearance, cover story) | jinsang vs. (거짓 상황, 위장 등) | truth of the matter/real situation vs. (false appearance, cover story) | Asymmetric opposition where 진상 explicitly marks the true state of affairs in investigative contexts, contrasting with unstated false appearances or cover stories. Common in journalistic and legal discourse (진상을 밝히다 "reveal the truth of the matter"). | constructional | [CORE] |
| 신빙성이 있다 (sinbingseong-i itda) | 신빙성이 없다 (sinbingseong-i eopda) | sinbingseong-i itda vs. sinbingseong-i eopda | has credibility vs. lacks credibility | Constructional opposition using existential verb (있다 "exist" vs. 없다 "not exist") with abstract noun 신빙성 "credibility." Evaluates presence versus absence of believability or trustworthiness. | constructional | [CORE] |
| 이론 (iron) | 실제 (silje) / 실천 (silcheon) | iron vs. silje/silcheon | theory vs. reality/practice | Lexical opposition between theoretical knowledge and actual reality or practical implementation. Common in academic and philosophical discourse contrasting abstract theory with concrete reality (이론과 실제 "theory and reality," 이론과 실천 "theory and practice"). | lexical | [CORE] |
| 진심 (jinsim) | 거짓 마음 (geojit maeum) | jinsim vs. geojit maeum | true heart/sincerity vs. false heart/insincerity | Lexical opposition between sincere feelings/intentions and insincere or deceptive feelings. 진심 is a lexicalized compound, while the opposite is typically expressed as 거짓된 마음 or 거짓 마음, showing asymmetry in lexicalization. | lexical | [CORE] |
| 솔직하다 (soljikada) | 숨기다 (sumgida) / 감추다 (gamchuda) | soljikada vs. sumgida/gamchuda | to be frank/candid vs. to hide/conceal | Asymmetric opposition where 솔직하다 (adjective) denotes openness and directness in communication, contrasted with verbs of concealment (숨기다, 감추다) rather than a direct adjectival opposite. Reflects different grammatical categories for opposing concepts. | constructional (asymmetric) | [CORE] |
| 진위를 가리다 (jinwireul garida) | (no opposing construction) | jinwireul garida vs. — | to determine authenticity vs. — | Asymmetric construction. 진위를 가리다 "to distinguish truth from falsehood" is a fixed collocation for determining authenticity, but there is no corresponding construction for "failing to distinguish" or "confusing truth and falsehood" using 진위. The opposite concept is expressed differently. | constructional (asymmetric) | [CORE] |
| 실력 (sillyeok) | (implied: claimed ability, theoretical knowledge) | sillyeok vs. (주장된 능력, 이론적 지식) | actual ability/demonstrated competence vs. (claimed ability, theoretical knowledge) | Asymmetric opposition where 실력 explicitly marks demonstrated or actual ability in contrast to unstated alternatives like mere claims or theoretical knowledge. Common in educational and professional contexts evaluating competence. | constructional | [CORE] |
| 실적 (siljeok) | (implied: plans, promises, claims) | siljeok vs. (계획, 약속, 주장) | actual results/performance vs. (plans, promises, claims) | Asymmetric opposition where 실적 explicitly marks actual achieved results in contrast to unstated alternatives like plans or promises. Common in business and administrative contexts evaluating performance. | constructional | [CORE] |
| 명목상 (myeongmoksang) | 실질적 (siljiljeok) | myeongmoksang vs. siljiljeok | nominally/in name vs. substantially/actually | Lexical opposition between nominal or formal status and actual substantial reality. Common in formal discourse distinguishing what something is called or officially designated from what it actually is (명목상으로는 "nominally" vs. 실질적으로는 "substantially"). | lexical | [CORE] |
| 겉 (geot) | 속 (sok) | geot vs. sok | outside/surface vs. inside/substance | Native Korean lexical opposition between external appearance and internal reality. Used in constructions contrasting surface appearance with actual substance (겉으로는 "on the surface" vs. 속으로는 "inside/actually"). | lexical | [CORE] |
