# CLCA Protocol v3.1 — F6 Naturalness Table
# Language: Korean (ko)

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 2.1 (example) | 진실이 거짓이 되다 | jinsiri geojisi doeda | [MARGINAL] | "Truth becomes falsehood" — rare in everyday usage; more common: 거짓으로 밝혀지다 "revealed to be false" |
| 2.2 | 틀리게 되다 | teullige doeda | [MARGINAL] | Less natural than resultative expressions; more commonly: 틀린 것으로 드러나다 "revealed to be wrong" |
| 2.2 (example) | 답이 틀리게 되다 | dabi teullige doeda | [MARGINAL] | "The answer becomes wrong" / "The answer turns out to be wrong" |
| 2.3 | 가짜가 되다 | gajjaga doeda | [MARGINAL] | Grammatically possible but semantically odd; more natural: 가짜로 판명되다 "determined to be fake" |
| 3.1 | 진실이 밝혀지다 | jinsiri balkhyeojida | [CORE] | Extremely common in investigative, journalistic, and narrative contexts; primary construction for truth revelation |
| 3.2 | 진실이 드러나다 | jinsiri deureonada | [CORE] | Very common, slightly less formal than 밝혀지다; emphasizes natural emergence rather than active revelation |
| 3.3 | 사실로 밝혀지다 | sasilro balkhyeojida | [CORE] | Very common in news and everyday narrative; used for confirming something as factual |
| 3.3 (example) | 소문이 사실로 밝혀지다 | somuni sasilro balkhyeojida | [CORE] | "The rumor is revealed to be fact" / "The rumor turns out to be true" |
| 3.4 | 진상이 드러나다 | jinsangi deureonada | [CORE] | Very common in news and investigative discourse; refers to actual circumstances being revealed |
| 3.4 (example) | 사건의 진상이 드러나다 | sageone jinsangi deureonada | [CORE] | "The truth of the incident is revealed" |
| 3.5 | 실체가 드러나다 | silchega deureonada | [CORE] | Common in contexts of exposure or unmasking; reveals true nature or character |
| 3.5 (example) | 그의 실체가 드러나다 | geuui silchega deureonada | [CORE] | "His true nature is revealed" |
| 4.1 | 진실이 숨겨지다 | jinsiri sumgyeojida | [CORE] | Common in contexts of cover-ups and concealment; passive form emphasizes state of being hidden |
| 4.2 | 사실이 가려지다 | sasiri garyeojida | [CORE] | Common in formal and investigative contexts; emphasizes obstruction of view or knowledge |
| 4.3 | 진실이 묻히다 | jinsiri muthida | [CORE] | Common in contexts of historical injustice or suppression; metaphorical "burial" of truth |
| 5.1 | 진실을 밝히다 | jinsireul balkhida | [CORE] | Extremely common in investigative and legal contexts; primary active construction for truth revelation |
| 5.1 (example) | 검사가 진실을 밝히다 | geomsaga jinsireul balkhida | [CORE] | "The prosecutor reveals the truth" |
| 5.2 | 사실을 확인하다 | sasireul hwaginhada | [CORE] | Very common in journalistic and investigative contexts; emphasizes active verification process |
| 5.2 (example) | 기자가 사실을 확인하다 | gijaga sasireul hwaginhada | [CORE] | "The reporter verifies the facts" |
| 5.3 | 진실을 숨기다 | jinsireul sumgida | [CORE] | Common in contexts of cover-ups and deception; implies deliberate concealment |
| 5.3 (example) | 정부가 진실을 숨기다 | jeongbuga jinsireul sumgida | [CORE] | "The government hides the truth" |
| 5.4 | 사실을 왜곡하다 | sasireul waegokada | [CORE] | Common in media criticism and political discourse; implies active manipulation |
| 5.4 (example) | 언론이 사실을 왜곡하다 | eoloni sasireul waegokada | [CORE] | "The media distorts the facts" |
| 5.5 | 믿게 하다 | mitge hada | [CORE] | Common in contexts of persuasion and deception; standard causative construction for belief |
| 5.5 (example) | 거짓말로 사람들을 믿게 하다 | geojinmallo saramdeureul mitge hada | [CORE] | "Make people believe through lies" / "Deceive people into believing" |
| 5.6 | 속이다 | sogida | [CORE] | Very common verb for deception; lexical causative for causing false belief |
| 5.6 (example) | 거짓말로 사람을 속이다 | geojinmallo sarameul sogida | [CORE] | "Deceive a person with lies" |
| 5.7 | 진정시키다 | jinjeongsikida | [CORE] | Common in contexts of emotional regulation; specialized meaning beyond truth-domain |
| 5.7 (example) | 흥분한 사람을 진정시키다 | heungbunhan sarameul jinjeongsikida | [CORE] | "Calm down an excited person" |
| 5.8 | 확실하게 하다 | hwaksilhage hada | [CORE] | Common in formal and planning contexts; makes something certain or definite |
| 5.8 (example) | 사실을 확실하게 하다 | sasireul hwaksilhage hada | [CORE] | "Make the facts certain" / "Establish the facts definitively" |
| 5.9 | 명백하게 하다 | myeongbaekhage hada | [CORE] | Common in formal discourse; emphasizes making truth epistemically accessible |
| 5.9 (example) | 진실을 명백하게 하다 | jinsireul myeongbaekhage hada | [CORE] | "Make the truth clear" / "Clarify the truth" |
| 6.1 | 진실을 지키다 | jinsireul jikida | [CORE] | Common in moral and institutional contexts; implies active protection of truth |
| 6.2 | 진실을 고수하다 | jinsireul gosuhada | [CORE] | Common in contexts of moral courage; emphasizes steadfast commitment |
| 6.3 | 정직을 유지하다 | jeongjireul yujihada | [CORE] | Common in moral and character contexts; emphasizes ongoing maintenance of honesty |
| 6.4 | 진실이 변하지 않다 | jinsiri byeonhaji anta | [CORE] | Common in philosophical and moral discourse; asserts stability or immutability of truth |
| 6.4 (example) | 진실은 변하지 않는다 | jinsireun byeonhaji anneunda | [CORE] | "Truth does not change" |
| 6.5 | 사실은 사실이다 | sasireun sasirida | [CORE] | Common emphatic assertion; tautological construction asserting immutability of facts |
| 7.1 | 확실성을 잃다 | hwaksilseongeul ilta | [CORE] | Common in analytical contexts; describes loss of certainty |
| 7.1 (example) | 사실이 확실성을 잃다 | sasiri hwaksilseongeul ilta | [CORE] | "The facts lose certainty" / "The facts become uncertain" |
| 7.2 | 신뢰를 잃다 | sinroereul ilta | [CORE] | Very common in institutional and interpersonal contexts; describes loss of credibility |
| 7.2 (example) | 언론이 신뢰를 잃다 | eoloni sinroereul ilta | [CORE] | "The media loses credibility" |
| 7.3 | 믿음을 잃다 | mideumeul ilta | [CORE] | Common in social and political contexts; describes loss of faith or trust |
| 7.3 (example) | 사람들이 정부에 대한 믿음을 잃다 | saramdeuri jeongbue daehan mideumeul ilta | [CORE] | "People lose faith in the government" |
| 7.4 | 신빙성을 잃다 | sinbingseongeul ilta | [CORE] | Common in legal and journalistic contexts; describes loss of believability |
| 7.4 (example) | 증언이 신빙성을 잃다 | jeungeoni sinbingseongeul ilta | [CORE] | "The testimony loses credibility" |
| 8.1 | 확실성을 얻다 | hwaksilseongeul eotda | [CORE] | Common in analytical contexts; describes gaining certainty |
| 8.1 (example) | 사실이 확실성을 얻다 | sasiri hwaksilseongeul eotda | [CORE] | "The facts gain certainty" |
| 8.2 | 신뢰를 얻다 | sinroereul eotda | [CORE] | Common in institutional and interpersonal contexts; describes gaining credibility |
| 8.2 (example) | 언론이 신뢰를 얻다 | eoloni sinroereul eotda | [CORE] | "The media gains credibility" |
| 8.3 | 믿음을 주다 | mideumeul juda | [CORE] | Common in interpersonal and institutional contexts; emphasizes inspiring trust |
| 8.3 (example) | 정직한 행동이 믿음을 주다 | jeongjikan haengdongi mideumeul juda | [CORE] | "Honest behavior inspires trust" |
| 8.4 | 신빙성을 높이다 | sinbingseongeul nopida | [CORE] | Common in argumentative and legal contexts; emphasizes active enhancement of credibility |
| 8.4 (example) | 증거를 제시하여 신빙성을 높이다 | jeunggeoreul jesihayeo sinbingseongeul nopida | [CORE] | "Increase credibility by presenting evidence" |
| 9.1 | 진위를 가리다 | jinwireul garida | [CORE] | Very common in investigative and authentication contexts; primary construction for authentication |
| 9.1 (example) | 전문가가 진위를 가리다 | jeonmungaga jinwireul garida | [CORE] | "The expert determines authenticity" |
| 9.2 | 진위를 밝히다 | jinwireul balkhida | [CORE] | Common in investigative contexts; emphasizes revelation of truth-status |
| 9.2 (example) | 조사를 통해 진위를 밝히다 | josareul tonghae jinwireul balkhida | [CORE] | "Clarify authenticity through investigation" |
| 9.3 | 사실 여부를 확인하다 | sasil yeobureul hwaginhada | [CORE] | Very common in journalistic contexts; frames verification as determining truth-status |
| 9.3 (example) | 기자가 사실 여부를 확인하다 | gijaga sasil yeobureul hwaginhada | [CORE] | "The reporter verifies the facts" |
| 9.4 | 진실성을 검증하다 | jinsilseongeul geomjeunghada | [CORE] | Common in legal and formal contexts; emphasizes systematic verification |
| 9.4 (example) | 증언의 진실성을 검증하다 | jeungeone jinsilseongeul geomjeunghada | [CORE] | "Verify the truthfulness of testimony" |
| 10.1 | 거짓말도 백번 하면 진실이 된다 | geojinmaldo baekbeon hamyeon jinsiri doenda | [CORE] | Well-known proverb about repeated falsehoods becoming accepted as truth |
| 10.2 | 시간이 지나면 진실이 밝혀진다 | sigani jinamyeon jinsiri balkhyeojinda | [CORE] | Common saying about truth being revealed through passage of time |
| 11.1 | 진실을 밝히고 있다 | jinsireul balkhigo itda | [CORE] | Common in narrative and reportage; progressive aspect marking ongoing process |
| 11.1 (example) | 검사가 진실을 밝히고 있다 | geomsaga jinsireul balkhigo itda | [CORE] | "The prosecutor is revealing the truth" |
| 11.2 | 진실이 밝혀져 가다 | jinsiri balkhyeojyeo gada | [CORE] | Common in narrative contexts; emphasizes gradual revelation over time |
| 11.2 (example) | 진실이 조금씩 밝혀져 가다 | jinsiri jogeumssik balkhyeojyeo gada | [CORE] | "The truth is gradually being revealed bit by bit" |
| 11.3 | 진실을 밝혀 내다 | jinsireul balkhyeo naeda | [CORE] | Common in narrative contexts; emphasizes successful completion despite difficulty |
| 11.3 (example) | 끝내 진실을 밝혀 내다 | kkeunnae jinsireul balkhyeo naeda | [CORE] | "Finally succeed in revealing the truth" |
| 12.1 | 진실을 밝힐 수 있다 | jinsireul balkhil su itda | [CORE] | Very common; standard ability/possibility modal |
| 12.1 (example) | 우리는 진실을 밝힐 수 있다 | urineun jinsireul balkhil su itda | [CORE] | "We can reveal the truth" |
| 12.2 | 진실을 밝혀야 한다 | jinsireul balkhyeoya handa | [CORE] | Very common; expresses moral obligation or necessity |
| 12.2 (example) | 우리는 진실을 밝혀야 한다 | urineun jinsireul balkhyeoya handa | [CORE] | "We must reveal the truth" |
| 12.3 | 진실이 밝혀질 것이다 | jinsiri balkhyeojil geosida | [CORE] | Very common; future tense or prediction |
| 12.3 (example) | 언젠가 진실이 밝혀질 것이다 | eonjenga jinsiri balkhyeojil geosida | [CORE] | "Someday the truth will be revealed" |
| 13.1 | 진실이 변하지 않다 | jinsiri byeonhaji anta | [CORE] | Common in philosophical discourse; asserts stability of truth |
| 13.1 (example) | 진실은 결코 변하지 않는다 | jinsireun gyeolko byeonhaji anneunda | [CORE] | "The truth never changes" |
| 13.2 | 사실이 바뀌지 않다 | sasiri bakkwiji anta | [CORE] | Common assertion; similar to 진실이 변하지 않다 but using different verb |
| 13.2 (example) | 사실은 바뀌지 않는다 | sasireun bakkwiji anneunda | [CORE] | "The facts do not change" |
