# CLCA Protocol v3.1 — F6 Naturalness Table
# Language: Chinese (zh)

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 3.7 | 隐瞒真相 | yǐnmán zhēnxiàng | [CORE] | Common collocation describing deliberate concealment of truth |
| 4.1 | 保持真实 | bǎochí zhēnshí | [CORE] | Common expression for maintaining authenticity or realism |
| 4.1 | 坚持真理 | jiānchí zhēnlǐ | [CORE] | Formal expression for upholding truth or principles |
| 4.2 | 保持正确 | bǎochí zhèngquè | [CORE] | Common in political and educational contexts for maintaining correct positions or methods |
| 4.3 | 保持诚实 | bǎochí chéngshí | [CORE] | Common expression for maintaining honest character or conduct |
| 5.1 | 真实起来 | zhēnshí qǐlái | [MARGINAL] | Rare but grammatically possible; describes something beginning to seem or become more authentic |
| 5.2 | 错起来 | cuò qǐlái | [MARGINAL] | Rare |
| 6.1 | 变真实了 | biàn zhēnshí le | [CORE] | Perfective marker 了 combines freely with change-of-state expressions |
| 6.1 | 改正了 | gǎizhèng le | [CORE] | Perfective marker 了 combines freely with change-of-state expressions |
| 6.1 | 落实了 | luòshí le | [CORE] | Perfective marker 了 combines freely with change-of-state expressions |
| 6.1 | 证实了 | zhèngshí le | [CORE] | Perfective marker 了 combines freely with change-of-state expressions |
| 6.2 | 保持着真实 | bǎochí zhe zhēnshí | [MARGINAL] | Durative marker 着 rarely combines with truth-domain state changes; can appear with maintenance verbs |
| 6.3 | 变过真实 | biàn guo zhēnshí | [CORE] | Experiential marker 过 combines with truth-domain change expressions |
| 6.3 | 改正过 | gǎizhèng guo | [CORE] | Experiential marker 过 combines with truth-domain change expressions |
| 6.3 | 弄错过 | nòng cuò guo | [CORE] | Experiential marker 过 combines with truth-domain change expressions |
| 7.1 | 越来越真实 | yuè lái yuè zhēnshí | [CORE] | Very common pattern for expressing gradual increase in a quality |
| 7.1 | 越来越正确 | yuè lái yuè zhèngquè | [CORE] | Very common pattern for expressing gradual increase in a quality |
| 7.1 | 越来越诚实 | yuè lái yuè chéngshí | [CORE] | Very common pattern for expressing gradual increase in a quality |
| 7.1 | 渐渐变真实 | jiànjiàn biàn zhēnshí | [CORE] | Common pattern for expressing gradual change |
| 7.1 | 渐渐变正常 | jiànjiàn biàn zhèngcháng | [CORE] | Common pattern for expressing gradual change |
| 7.2 | 突然变真实 | tūrán biàn zhēnshí | [CORE] | Common pattern for expressing sudden change |
| 7.2 | 突然变得不正常 | tūrán biàn de bù zhèngcháng | [CORE] | Common pattern for expressing sudden change |
