# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Chinese (zh)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| 实 (shí) | 脚踏实地 | jiǎo tà shí dì | down-to-earth, practical, realistic | Praises practical, realistic approach to work or life. Common in character evaluation and advice. | [CORE] |
| 实 (shí) | 实事求是 | shí shì qiú shì | seek truth from facts; be realistic and pragmatic | Important political and philosophical principle emphasizing empirical investigation and realistic assessment. Central to Chinese Communist Party ideology. | [CORE] |
| 实 (shí) | 虚虚实实 | xū xū shí shí | mix of feint and reality; deceptive mixture of true and false | Describes strategic deception mixing real and fake elements. Common in military strategy and competitive contexts. | [CORE] |
| 实 (shí) | 查无实据 | chá wú shí jù | investigation reveals no solid evidence | Legal and investigative term indicating lack of concrete evidence after investigation. Common in legal contexts. | [CORE] |
| 实 (shí) | 真凭实据 | zhēn píng shí jù | conclusive evidence, solid proof | Legal term for reliable, concrete evidence. Emphasizes both authenticity and substantiality. | [CORE] |
| 正 (zhèng) | 名正言顺 | míng zhèng yán shùn | proper and logical; justified and reasonable | Indicates that when titles/names are correct, arguments flow smoothly; i.e., when something is legitimate, it can be justified. Common in political and social contexts. | [CORE] |
| 正 (zhèng) | 正大光明 | zhèng dà guāng míng | just and honorable; fair and square | Describes conduct or methods as completely open, honest, and honorable. Common in moral evaluation. | [CORE] |
| 正 (zhèng) | 理直气壮 | lǐ zhí qì zhuàng | in the right and self-confident; justified and confident | Describes being confident because one is in the right. Common in contexts of moral or logical justification. | [CORE] |
| 正 (zhèng) | 拨乱反正 | bō luàn fǎn zhèng | bring order out of chaos; set things right | Political and administrative term for correcting errors and restoring proper order. Historically significant in post-Cultural Revolution context. | [CORE] |
| 正 (zhèng) | 正本清源 | zhèng běn qīng yuán | rectify the root cause; get to the source of the problem | Describes addressing fundamental causes rather than symptoms. Common in problem-solving and reform contexts. | [CORE] |
| 对 (duì) | 对答如流 | duì dá rú liú | answer fluently; respond readily | Describes ability to answer questions smoothly and correctly. Common in describing competent performance in interviews or examinations. | [CORE] |
| 错 (cuò) | 错综复杂 | cuò zōng fù zá | intricate and complex; tangled and complicated | Describes extremely complex, intertwined situations. Common in describing complicated problems or relationships. | [CORE] |
| 错 (cuò) | 将错就错 | jiāng cuò jiù cuò | make the best of a mistake; persist in error | Can mean either pragmatically accepting a mistake and working with it, or stubbornly persisting in error. Context determines positive or negative connotation. | [CORE] |
| 诚 (chéng) | 精诚所至，金石为开 | jīng chéng suǒ zhì, jīn shí wèi kāi | utmost sincerity can move even metal and stone; sincerity can work miracles | Proverb emphasizing the power of sincere effort and dedication. Common in motivational contexts. | [CORE] |
| 诚 (chéng) | 开诚布公 | kāi chéng bù gōng | be frank and open; speak candidly | Describes open, honest communication without hidden agendas. Common in diplomatic and business contexts. | [CORE] |
| 虚 (xū) | 虚张声势 | xū zhāng shēng shì | bluff, make an empty show of strength | Describes making exaggerated displays to intimidate when lacking real power. Common in military and competitive contexts. | [CORE] |
| 虚 (xū) | 虚怀若谷 | xū huái ruò gǔ | extremely modest and open-minded | Praises humility and receptiveness to learning. The "emptiness" here is positive, indicating openness rather than falseness. | [CORE] |
| 虚 (xū) | 虚有其表 | xū yǒu qí biǎo | impressive in appearance only; all show and no substance | Criticizes things that look good but lack real substance. Similar to 华而不实. | [CORE] |
| 真 (zhēn) | 是真的吗？ | shì zhēn de ma? | Is it true? Is it real? | Common question form for verifying truth or authenticity. Extremely frequent in everyday conversation. | [CORE] |
| 真 (zhēn) | 这是真的 | zhè shì zhēn de | This is true/real | Common assertion of truth or authenticity. Used to confirm or emphasize veracity. | [CORE] |
| 假 (jiǎ) | 这是假的 | zhè shì jiǎ de | This is fake/false | Common assertion that something is counterfeit or false. Used in authentication contexts. | [CORE] |
| 对 (duì) | 对不对？ | duì bu duì? | Right? Is that correct? | Very common tag question seeking confirmation or agreement. Used extensively in conversation. | [CORE] |
| 对 (duì) | 你说得对 | nǐ shuō de duì | You're right; What you said is correct | Common way to agree with someone's statement. Frequent in discussions and conversations. | [CORE] |
| 错 (cuò) | 你错了 | nǐ cuò le | You're wrong; You made a mistake | Direct way to indicate someone is mistaken. Common in corrections and disagreements. | [CORE] |
| 错 (cuò) | 哪里错了？ | nǎlǐ cuò le? | Where is the mistake? What's wrong? | Question asking for identification of error. Common in educational and problem-solving contexts. | [CORE] |
| 实话 (shíhuà) | 说实话 | shuō shíhuà | to tell the truth; to be honest | Very common phrase introducing honest statements, often admitting something. Frequently used as discourse marker. | [CORE] |
| 老实 (lǎoshí) | 老实说 | lǎoshí shuō | honestly speaking; to be frank | Similar to 说实话, introduces frank or honest statements. Common in conversational contexts. | [CORE] |
| 实话 (shíhuà) | 实话实说 | shíhuà shíshuō | speak the plain truth; tell it like it is | Emphasizes complete honesty without embellishment. Also title of famous Chinese TV talk show. | [CORE] |
| 谎 (huǎng) | 说谎 | shuō huǎng | to lie, to tell lies | Common verb phrase for lying. Used in moral evaluation and everyday contexts. | [CORE] |
| 谎 (huǎng) | 撒谎 | sā huǎng | to lie, to tell lies | Colloquial variant of 说谎, equally common. Same meaning and usage. | [CORE] |
| 欺骗 (qīpiàn) | 欺骗感情 | qīpiàn gǎnqíng | to deceive someone's feelings; to toy with someone's affections | Common phrase for emotional deception in relationships. Carries strong negative moral judgment. | [CORE] |
| 真假 (zhēnjiǎ) | 辨别真假 | biànbié zhēnjiǎ | to distinguish genuine from fake; to authenticate | Common phrase for authentication processes. Used in commerce, art collecting, and verification contexts. | [CORE] |
| 事实 (shìshí) | 事实上 | shìshí shàng | in fact, actually, as a matter of fact | Very common adverbial phrase introducing factual statements, often contrasting with appearance or expectation. Frequent in all registers. | [CORE] |
| 事实 (shìshí) | 面对事实 | miànduì shìshí | to face facts; to face reality | Common phrase urging acceptance of reality. Used in advice and confrontational contexts. | [CORE] |
| 事实 (shìshí) | 事实胜于雄辩 | shìshí shèng yú xióngbiàn | facts speak louder than eloquence; facts are more convincing than words | Proverb emphasizing that facts are more persuasive than rhetoric. Common in argumentative contexts. | [CORE] |
| 实际 (shíjì) | 实际上 | shíjì shàng | actually, in fact, in reality | Very common adverbial phrase similar to 事实上, introducing actual state of affairs. Used across all registers. | [CORE] |
| 实际 (shíjì) | 从实际出发 | cóng shíjì chūfā | proceed from reality; start from actual conditions | Political and planning phrase emphasizing realistic, practical approach. Common in policy discussions. | [CORE] |
| 符合 (fúhé) | 符合事实 | fúhé shìshí | conform to facts; accord with reality | Common phrase evaluating whether statements or claims match factual reality. Used in verification contexts. | [CORE] |
| 符合 (fúhé) | 符合实际 | fúhé shíjì | conform to reality; be realistic | Evaluates whether plans or ideas are realistic and practical. Common in planning and assessment contexts. | [CORE] |
| 符合 (fúhé) | 不符合事实 | bù fúhé shìshí | not conform to facts; contrary to facts | Common phrase for denying or refuting false claims. Used in rebuttals and corrections. | [CORE] |
| 真相 (zhēnxiàng) | 揭露真相 | jiēlù zhēnxiàng | to reveal the truth; to expose the facts | Common collocation in investigative and journalistic contexts. Implies uncovering hidden truth. | [CORE] |
| 真相 (zhēnxiàng) | 查明真相 | chámíng zhēnxiàng | to ascertain the truth; to get to the bottom of the matter | Legal and investigative collocation for determining facts through investigation. | [CORE] |
| 真相 (zhēnxiàng) | 隐瞒真相 | yǐnmán zhēnxiàng | to conceal the truth; to hide the facts | Common collocation describing deliberate concealment of truth. Carries negative moral judgment. | [CORE] |
| 真相 (zhēnxiàng) | 还原真相 | huányuán zhēnxiàng | to restore the truth; to reconstruct what really happened | Investigative and historical collocation for reconstructing actual events. Common in documentary and forensic contexts. | [CORE] |
| 证据 (zhèngjù) | 确凿的证据 | quèzáo de zhèngjù | conclusive evidence; solid proof | Legal collocation for irrefutable evidence. Common in legal and investigative contexts. | [CORE] |
| 证据 (zhèngjù) | 提供证据 | tígōng zhèngjù | to provide evidence; to furnish proof | Common legal and argumentative collocation for presenting evidence. | [CORE] |
| 事实 (shìshí) | 铁的事实 | tiě de shìshí | hard facts; irrefutable facts | Emphatic collocation stressing indisputable nature of facts. Common in argumentative contexts. | [CORE] |
| 事实 (shìshí) | 客观事实 | kèguān shìshí | objective facts | Common collocation emphasizing factual objectivity independent of opinion. Used in academic and analytical contexts. | [CORE] |
| 事实 (shìshí) | 既成事实 | jìchéng shìshí | accomplished fact; fait accompli | Common phrase for facts that are already established and cannot be changed. Used in political and practical contexts. | [CORE] |
| 正确 (zhèngquè) | 正确的态度 | zhèngquè de tàidù | correct attitude; proper attitude | Common collocation in political and educational contexts. Emphasizes proper mental orientation. | [CORE] |
| 正确 (zhèngquè) | 正确的方向 | zhèngquè de fāngxiàng | correct direction; right path | Political and strategic collocation for proper course of action or development. | [CORE] |
| 正确 (zhèngquè) | 正确处理 | zhèngquè chǔlǐ | to handle correctly; to deal with properly | Administrative and political collocation for proper management of issues. | [CORE] |
| 诚实 (chéngshí) | 诚实守信 | chéngshí shǒuxìn | honest and trustworthy | Common character evaluation phrase. Important virtue in Chinese business and social ethics. | [CORE] |
| 诚实 (chéngshí) | 诚实可靠 | chéngshí kěkào | honest and reliable | Character evaluation collocation emphasizing both honesty and dependability. | [CORE] |
| X 比 Y 更真实 | X 比 Y 更真实 | X bǐ Y gèng zhēnshí | X is more authentic/realistic than Y | Standard comparative construction for evaluating relative authenticity. Productive pattern. | [CORE] |
| X 和 Y 一样真 | X 和 Y 一样真 | X hé Y yīyàng zhēn | X is as genuine as Y | Equative comparison for authenticity. Productive pattern. | [CORE] |
| 把...弄假 | 把...弄假 | bǎ... nòng jiǎ | to make... fake; to falsify... | Causative construction for creating counterfeits or falsifying. Uses 把 disposal construction. | [CORE] |
| 把...改正 | 把...改正 | bǎ... gǎizhèng | to correct...; to put... right | Common construction for correcting errors. Uses 把 disposal construction. | [CORE] |
| 应该说实话 | 应该说实话 | yīnggāi shuō shíhuà | should tell the truth | Deontic modal construction expressing moral obligation to be truthful. Common in moral discourse. | [CORE] |
| 必须面对现实 | 必须面对现实 | bìxū miànduì xiànshí | must face reality | Strong deontic modal expressing necessity of confronting facts. Common in advice and admonition. | [CORE] |
| 不是真的 | 不是真的 | bù shì zhēn de | it's not true; it's not real | Standard negation of truth claims. Very common in denials and corrections. | [CORE] |
| 没有说谎 | 没有说谎 | méiyǒu shuō huǎng | didn't lie; haven't lied | Negation of lying using perfective negator 没有. Common in denials. | [CORE] |
| 说真的 | 说真的 | shuō zhēn de | seriously; to be honest; really | Very common discourse marker introducing sincere or serious statements. Functions to emphasize speaker sincerity. | [CORE] |
| 真的吗？ | 真的吗？ | zhēn de ma? | Really? Is that so? | Common response expressing surprise or seeking confirmation. Extremely frequent in conversation. | [CORE] |
| 确实如此 | 确实如此 | quèshí rúcǐ | indeed so; that's exactly right | Formal affirmation of truth. Common in written and formal spoken contexts. | [CORE] |
| 老实讲 | 老实讲 | lǎoshí jiǎng | honestly speaking; to be frank | Discourse marker introducing frank statements. Common in conversational contexts. | [CORE] |
| 坦白说 | 坦白说 | tǎnbái shuō | frankly speaking; to be candid | Discourse marker introducing candid statements. Similar to 老实讲 but slightly more formal. | [CORE] |
