# F3 — SEMANTIC GROUPS TABLE

| Group Label | Definition | Representative Expressions | Overlapping / Ambiguous Items | Boundary Notes |
| GROUP 10: NORMALITY AND REGULARITY | Terms used to evaluate whether something conforms to normal patterns, regular standards, or expected norms. These terms focus on conformity to what is standard or typical rather than correctness in an absolute sense, and commonly appear in medical, social, and administrative contexts where deviation from norms is significant. | 正常 (zhèngcháng), 正常性 (zhèngchángxìng), 不正常 (bù zhèngcháng), 正规 (zhèngguī), 正式 (zhèngshì) | 符合 (fúhé) with standards and norms also relates to this group | Typical contexts: Medical diagnosis, social evaluation, institutional assessment, quality control. Key contrasts: Normal vs. abnormal; regular vs. irregular; standard vs. non-standard |
| GROUP 11: LEGITIMACY AND PROPER AUTHORITY | Terms used to evaluate whether something has legitimate authority, proper status, or justified claim to position or action. These terms carry political and legal connotations and focus on rightful authority or justified action rather than mere factual correctness. They commonly appear in political, legal, and social contexts where questions of legitimacy and proper authority are at stake. | 正当 (zhèngdàng), 正当性 (zhèngdàngxìng), 正统 (zhèngtǒng), 正宗 (zhèngzōng), 正义 (zhèngyì), 正气 (zhèngqì), 名正言顺 (míng zhèng yán shùn), 正大光明 (zhèng dà guāng míng), 理直气壮 (lǐ zhí qì zhuàng), 拨乱反正 (bō luàn fǎn zhèng), 正本清源 (zhèng běn qīng yuán), 不正之风 (bù zhèng zhī fēng) | 正确 (zhèngquè) when used with political/moral implications; 真 (zhēn) as intensifier; 理直气壮 overlaps with Group 13 | Typical contexts: Political discourse, legal proceedings, social criticism, institutional reform. Key contrasts: Legitimate vs. illegitimate; justified vs. unjustified; rightful vs. wrongful; orthodox vs. heterodox |
| GROUP 12: CONSISTENCY BETWEEN APPEARANCE AND REALITY | Terms and expressions used to evaluate whether external appearance or claims match internal reality or actual practice. These terms focus specifically on the correspondence (or lack thereof) between what is shown/claimed and what actually is, and commonly appear in contexts of evaluating sincerity, authenticity of character, or truthfulness of representations. | 名副其实 (míng fù qí shí), 名不副实 (míng bù fù shí), 言行一致 (yán xíng yīzhì), 表里如一 (biǎo lǐ rú yī), 言行不一 (yán xíng bù yī) [implied contrast], 表里不一 (biǎo lǐ bù yī) [implied contrast] | None specifically noted | Typical contexts: Character evaluation, moral judgment, assessment of sincerity, criticism of hypocrisy. Key contrasts: Appearance matching reality vs. appearance deceiving; claims matching practice vs. claims contradicting practice |
| GROUP 13: RATIONALITY AND REASONABLENESS | Terms used to evaluate whether something accords with reason, logic, or rational principles. These terms focus on conformity to rational standards rather than factual truth or moral correctness, and commonly appear in analytical, argumentative, and evaluative contexts where the rationality or reasonableness of positions, decisions, or arrangements is at issue. | 合理 (hélǐ), 合理性 (hélǐxìng), 理直气壮 (lǐ zhí qì zhuàng) [overlaps with Group 11] | 正确 (zhèngquè) when emphasizing logical correctness; 符合 (fúhé) with 理 (reason); 理直气壮 overlaps with Group 11 | Typical contexts: Argumentation, policy evaluation, decision assessment, philosophical discourse. Key contrasts: Reasonable vs. unreasonable; rational vs. irrational; logical vs. illogical |
| GROUP 14: PRACTICAL UTILITY AND FUNCTIONALITY | Terms used to evaluate whether something is practically useful, functional, or serves real purposes. These terms focus on pragmatic value and actual usefulness rather than theoretical correctness or abstract truth, and commonly appear in contexts of product evaluation, policy assessment, and pragmatic decision-making. | 实用 (shíyòng), 实用性 (shíyòngxìng), 实惠 (shíhuì), 实效 (shíxiào) | None specifically noted | Typical contexts: Product evaluation, policy assessment, pragmatic decision-making, consumer choices. Key contrasts: Practical vs. impractical; useful vs. useless; functional vs. ornamental |
| GROUP 15: EMPIRICAL INVESTIGATION AND VERIFICATION | Terms and expressions used in contexts of empirical investigation, evidence-gathering, and verification of claims through observation or testing. These terms emphasize the process of determining truth through investigation and evidence rather than through authority or reasoning alone. | 实验 (shíyàn), 实证 (shízhèng), 实地 (shídì), 实况 (shíkuàng), 实录 (shílù), 实例 (shílì), 实事求是 (shí shì qiú shì), 查明真相 (chámíng zhēnxiàng) [overlaps with Group 2], 查无实据 (chá wú shí jù), 真凭实据 (zhēn píng shí jù) [overlaps with Group 2], 提供证据 (tígōng zhèngjù) | 查明真相 and 真凭实据 overlap with Group 2 | Typical contexts: Scientific research, legal investigation, journalism, forensic analysis. Key contrasts: Empirical vs. theoretical; evidence-based vs. speculative; verified vs. unverified |
| GROUP 16: DISCOURSE MARKERS OF SINCERITY AND EMPHASIS | Terms and expressions that function as discourse markers to signal speaker sincerity, emphasize truthfulness of statements, or introduce frank/honest remarks. These are pragmatic markers that manage interpersonal communication rather than evaluate truth content per se. | 说真的 (shuō zhēn de), 真的吗？(zhēn de ma?), 说实话 (shuō shíhuà) [overlaps with Group 5], 老实说 (lǎoshí shuō) [overlaps with Group 5], 老实讲 (lǎoshí jiǎng), 坦白说 (tǎnbái shuō) [overlaps with Group 5] | 真 (zhēn) in discourse markers; 诚实 (chéngshí) and related terms from Group 5 also function as discourse markers; 说实话, 老实说, 坦白说 overlap with Group 5 | Typical contexts: Conversational discourse, informal speech, interpersonal communication. Function: Pragmatic marking rather than truth evaluation |
| GROUP 17: SPATIAL AND TEMPORAL PRECISION | Terms using the root 正 (zhèng) to indicate spatial centrality, temporal exactness, or geometric regularity. These terms extend from normative correctness to descriptive precision in space and time, and commonly appear in contexts requiring exact specification of position or time. | 正中 (zhèngzhōng), 正午 (zhèngwǔ), 正点 (zhèngdiǎn), 正面 (zhèngmiàn), 正门 (zhèngmén), 正方形 (zhèng fāngxíng) | None specifically noted | Typical contexts: Spatial description, time specification, geometric description. Key contrasts: Center vs. periphery; exact time vs. approximate time; front vs. back; main vs. secondary |
| GROUP 18: MATHEMATICAL AND TECHNICAL TERMINOLOGY | Terms using truth-domain roots (especially 正 and 真) in specialized mathematical, scientific, or technical contexts where they have acquired specific technical meanings. These terms represent extensions of truth-domain vocabulary into formal technical systems. | 正数 (zhèngshù), 正比 (zhèngbǐ), 正负 (zhèngfù), 真分数 (zhēn fēnshù), 真命题 (zhēn mìngtí), 真空 (zhēnkōng), 真菌 (zhēnjūn), 真核 (zhēnhé), 实数 (shíshù) | None specifically noted | Typical contexts: Mathematics, physics, biology, logic, formal sciences. Note: These represent technical conventionalization rather than natural semantic extension |
| (Ungrouped Items) | Items that do not fit cleanly into the identified usage-based groups. These items either: (a) have highly specialized uses, (b) function at meta-levels (interpretation, epistemology), (c) are metaphorical extensions without clear usage patterns, or (d) represent proverbs/idioms with holistic meanings not reducible to component parts. | 真切 (zhēnqiè), 真意 (zhēnyì), 真谛 (zhēndì), 真知 (zhēnzhī), 真情 (zhēnqíng), 实力 (shílì), 实质 (shízhì), 实业 (shíyè), 实权 (shíquán), 实足 (shízú), 正路 (zhènglù), 正道 (zhèngdào), 正业 (zhèngyè), 正名 (zhèngmíng), 正身 (zhèngshēn), 正色 (zhèngsè), 正视 (zhèngshì), 端正 (duānzhèng), 公正 (gōngzhèng), 错综复杂 (cuò zōng fù zá), 将错就错 (jiāng cuò jiù cuò), 去伪存真 (qù wěi cún zhēn), 真假难辨 (zhēn jiǎ nán biàn), 半真半假 (bàn zhēn bàn jiǎ), 真刀真枪 (zhēn dāo zhēn qiāng), 真金不怕火炼 (zhēn jīn bù pà huǒ liàn), 本质 (běnzhì), 真理 (zhēnlǐ), 真传 (zhēnchuán), 真人 (zhēnrén), 认真 (rènzhēn), 当真 (dàngzhēn), 真龙天子 (zhēn lóng tiān zǐ), 真身 (zhēnshēn), 虚怀若谷 (xū huái ruò gǔ) | Multiple items have context-dependent meanings or specialized uses that prevent clear grouping | Approximately 26 items from P1/P2 do not fit cleanly into identified groups. These resist grouping due to specialized uses, meta-level functions, metaphorical extensions, or holistic idiomatic meanings. |
