# F2a Derivational Table — Tamil (ta)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| சரி (cari) "correct, right" | சரியான | cariyāṉa | cari (correct) + āṉa (adjectival suffix) | correct, right, proper, accurate | Adjectival form indicating correctness or rightness. Applied broadly to statements, actions, and objects. | [CORE] |
| மெய் (mey) "truth/body" | மெய்யான | meyyāṉa | mey (truth) + āṉa (adjectival suffix) | true, real, genuine | Adjectival form indicating genuineness or truth. Used in both everyday and formal contexts to describe authentic things or true statements. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையாக | uṇmaiyāka | uṇmai (truth) + āka (manner adverbializer) | truly, truthfully, really | Adverbial form used to modify verbs or entire clauses, indicating manner of truth. Common in both speech and writing to emphasize the truthfulness of an action or statement. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யாக | poyyāka | poy (falsehood) + āka (manner adverbializer) | falsely, untruthfully, deceptively | Adverbial form indicating manner of falsity. Used to describe actions or statements done in a false or deceptive manner. | [CORE] |
| மெய் (mey) "truth" | மெய்யாக | meyyāka | mey (truth) + āka (manner adverbializer) | truly, really, genuinely | Adverbial form emphasizing truth or genuineness. Common in both speech and writing for emphasis. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையில் | uṇmaiyil | uṇmai (truth) + il (locative case marker) | truly, really, actually, in fact | Adverbial expression used to emphasize truth or reality of a statement. Functions as discourse marker for factual assertion. Very common in spoken and written Tamil. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யன் | poyyan | poy (falsehood) + aṉ (masculine agentive suffix) | liar, false person, deceiver | Refers to a person who lies or deceives. Common in everyday speech as a character judgment. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யாள் | poyyāḷ | poy (falsehood) + āḷ (person) | liar, deceiver (gender-neutral/formal) | More formal or gender-neutral term for a person who lies. Used in moral and legal discourse. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையாளர் | uṇmaiyāḷar | uṇmai (truth) + āḷar (person who does/is) | truthful person, honest person | Refers to a person characterized by truthfulness and honesty. Used in character descriptions and moral evaluations. | [CORE] |
| மெய் (mey) "truth" | மெய்யன் | meyyan | mey (truth) + aṉ (masculine person marker) | truthful person, honest man | Refers to a truthful or honest person (male). Used in character descriptions and moral evaluations. | [CORE] |
| மெய் (mey) "truth" | மெய்யாளர் | meyyāḷar | mey (truth) + āḷar (person who does/is, honorific plural) | truthful people, honest persons | Honorific or plural form referring to truthful people. Used in formal and respectful discourse. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மைவாதி | uṇmaivāti | uṇmai (truth) + vāti (one who speaks/advocates) | truth-teller, one who speaks truth, realist | Refers to a person who consistently tells the truth or advocates for truth. Can also refer to philosophical realists. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையுணர்வு | uṇmaiyuṇarvu | uṇmai (truth) + uṇarvu (awareness, consciousness) | awareness of truth, truth-consciousness | Refers to consciousness or awareness of truth, often in philosophical or spiritual contexts. Used to describe the state of recognizing or perceiving truth. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யுணர்வு | poyyuṇarvu | poy (falsehood) + uṇarvu (awareness, perception) | false perception, mistaken awareness, illusion | Refers to false or mistaken perceptions. Used in philosophical and psychological contexts. | [CORE] |
| மெய் (mey) "truth" | மெய்யுணர்வு | meyyuṇarvu | mey (truth) + uṇarvu (awareness, consciousness, feeling) | true awareness, genuine consciousness, enlightenment | Refers to true awareness or enlightened consciousness. Used in spiritual and philosophical contexts. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையறிவு | uṇmaiyaṟivu | uṇmai (truth) + aṟivu (knowledge) | knowledge of truth, true knowledge | Philosophical and educational term for knowledge that is true or knowledge of truth itself. Used in epistemological discussions. | [CORE] |
| மெய் (mey) "truth" | மெய்யறிவு | meyyaṟivu | mey (truth) + aṟivu (knowledge, wisdom) | true knowledge, genuine understanding | Refers to genuine knowledge or true understanding. Common in philosophical and educational discourse. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மைநிலை | uṇmainilai | uṇmai (truth) + nilai (state, condition, position) | true state, actual situation, reality | Refers to the actual state of affairs or true condition of something. Common in administrative, legal, and investigative contexts when establishing facts. | [CORE] |
| பொய் (poy) "falsehood" | பொய்நிலை | poynilai | poy (falsehood) + nilai (state, condition) | false state, deceptive condition, illusory situation | Refers to situations or conditions that are false or illusory. Used in philosophical and descriptive contexts. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மைப்படுத்து | uṇmaippaṭuttu | uṇmai (truth) + paṭuttu (causative: to cause to become) | to verify, to authenticate, to make true | Verbal form meaning to verify or authenticate something. Used in administrative, legal, and technical contexts for validation processes. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மைச்சான்று | uṇmaiccāṉṟu | uṇmai (truth) + cāṉṟu (certificate, evidence) | certificate of authenticity, proof of truth | Formal term for documentary evidence or certification of authenticity. Used in legal, administrative, and commercial contexts. | [CORE] |
| பொய் (poy) "falsehood" | பொய்ச்சான்று | poyccāṉṟu | poy (falsehood) + cāṉṟu (certificate, evidence) | false certificate, forged document | Refers to forged or fraudulent documents and certificates. Common in legal and administrative contexts involving fraud. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மைக்கதை | uṇmaikkatai | uṇmai (truth) + katai (story, narrative) | true story, factual narrative | Refers to narratives based on real events. Used to distinguish factual accounts from fiction in literature and media. | [CORE] |
| பொய் (poy) "falsehood" | பொய்க்கதை | poykatai | poy (falsehood) + katai (story, narrative) | false story, fabricated tale, fiction | Refers to fabricated or fictional stories. Can be neutral (fiction) or pejorative (fabrication). | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மைப்பொருள் | uṇmaipporuḷ | uṇmai (truth) + poruḷ (meaning, substance, object) | true meaning, real substance, actual object | Can refer to the true meaning of something or to genuine/authentic objects. Used in interpretive and commercial contexts. | [CORE] |
| பொய் (poy) "falsehood" | பொய்ப்பொருள் | poypporuḷ | poy (falsehood) + poruḷ (object, substance, meaning) | fake object, counterfeit item, false meaning | Refers to counterfeit or fake objects, or to false meanings. Used in commercial and interpretive contexts. | [CORE] |
| மெய் (mey) "truth" | மெய்ப்பொருள் | meypporuḷ | mey (truth) + poruḷ (meaning, substance, reality) | true meaning, ultimate reality, essential substance | Philosophical term for ultimate reality or true meaning. Used in metaphysical and interpretive contexts. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யுரை | poyyurai | poy (falsehood) + urai (speech, statement) | false statement, lie, untruthful speech | Formal term for false statements or lies. Used in legal, literary, and formal contexts. | [CORE] |
| மெய் (mey) "truth" | மெய்யுரை | meyyurai | mey (truth) + urai (speech, statement) | true statement, truthful speech | Literary and formal term for truthful statements. Used in contexts emphasizing veracity of speech. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யாமொழி | poyyāmoḻi | poy (falsehood) + āka (becoming) + moḻi (word, speech) | false words, lying speech | Literary and formal term for false or lying speech. Often used in moral and religious contexts condemning falsehood. | [CORE] |
| பொய் (poy) "falsehood" | பொய்ம்மொழி | poymoḻi | poy (falsehood) + moḻi (word, language) | false word, lie, untruth | Literary and formal term for false words or lies. Used in elevated discourse and classical literature. | [CORE] |
| மெய் (mey) "truth" | மெய்ம்மொழி | meymoḻi | mey (truth) + moḻi (word, speech, language) | true words, truthful speech, authentic language | Literary term for truthful or authentic speech. Used in classical literature and formal discourse. | [CORE] |
| பொய் (poy) "falsehood" | பொய்ச்சாட்சி | poyccāṭci | poy (falsehood) + cāṭci (witness, testimony) | false testimony, perjury | Legal term for false testimony or perjury. Used in judicial and legal contexts. | [CORE] |
| பொய் (poy) "falsehood" | பொய்வாதம் | poyvātam | poy (falsehood) + vātam (argument, claim) | false argument, spurious claim | Refers to false or spurious arguments. Used in logical, philosophical, and legal discourse. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யாக்கு | poyyākku | poy (falsehood) + ākku (causative: to make) | to falsify, to make false, to fabricate | Verbal form meaning to falsify or fabricate. Used in contexts of document forgery, data manipulation, or creating false evidence. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யறிக்கை | poyyaṟikkai | poy (falsehood) + aṟikkai (declaration, report) | false declaration, fraudulent report | Administrative and legal term for false declarations or fraudulent reports. Used in official and legal contexts. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யாணை | poyyāṇai | poy (falsehood) + āṇai (oath, vow) | false oath, perjury | Legal and religious term for false oaths. Used in judicial contexts and moral discourse. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யெழுத்து | poyeḻuttu | poy (falsehood) + eḻuttu (writing, document) | false document, forged writing | Refers to forged or falsified documents. Used in legal and administrative contexts. | [CORE] |
| மெய் (mey) "body/consonant" | மெய்யெழுத்து | meyyeḻuttu | mey (body/consonant) + eḻuttu (letter, writing) | consonant (in grammar) | Grammatical term for consonants in Tamil phonology. This represents a shift from truth-domain to linguistic-technical domain. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யடையாளம் | poyaṭaiyāḷam | poy (falsehood) + aṭaiyāḷam (sign, mark, identity) | false identity, fake identification, counterfeit mark | Refers to false identification or counterfeit marks. Used in security, legal, and commercial contexts. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யாதாரம் | poyyātāram | poy (falsehood) + ātāram (support, basis, evidence) | false evidence, spurious support, fabricated basis | Legal and argumentative term for false or fabricated evidence. Used in judicial and logical contexts. | [CORE] |
| மெய் (mey) "truth" | மெய்ஞ்ஞானம் | meyññāṉam | mey (truth) + ñāṉam (knowledge - from Sanskrit jñāna) | true knowledge, spiritual wisdom, enlightenment | Philosophical and religious term for true knowledge or transcendent knowledge. Central in Hindu and Buddhist philosophical discourse. | [CORE] |
| மெய் (mey) "true" | மெய்யன்பு | meyyanpu | mey (true) + anpu (love, affection) | true love, genuine affection | Refers to genuine or authentic love. Used in literary, devotional, and everyday contexts to distinguish sincere from false affection. | [CORE] |
| மெய் (mey) "truth" | மெய்யடி | meyyaṭi | mey (truth) + aṭi (foundation, base, foot) | foundation of truth, true basis | Metaphorical expression for the fundamental basis of truth. Used in philosophical and religious contexts. | [MARGINAL] |
