# CLCA Protocol v3.4 — F4 Construction Table
# Language: Tamil (ta)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **8. VERBAL COLLOCATIONS — SPEAKING/TELLING** | பொய் பேசு | poy pēcu | speak lies | Standard expression for lying. பேசு (pēcu) slightly more formal than சொல்லு. Object case-marking optional in colloquial speech. | [CORE] |
| **9. VERBAL COLLOCATIONS — REVELATION/EMERGENCE** | உண்மை வெளிப்படு | uṇmai veḷippaṭu | truth comes out, is revealed | Very common in narrative contexts. Implies prior concealment or hiddenness. வெளிப்படு is core emergence verb. | [CORE] |
| **9. VERBAL COLLOCATIONS — REVELATION/EMERGENCE** | பொய் வெளிப்படு | poy veḷippaṭu | lie is exposed | Equally common with negative truth-terms. Emphasizes unmasking of deception. | [CORE] |
| **9. VERBAL COLLOCATIONS — REVELATION/EMERGENCE** | தெரிய வரு | teriya varu | come to be known | Alternative emphasizing gradual discovery process rather than sudden revelation. | [CORE] |
| **10. VERBAL COLLOCATIONS — CONCEALMENT** | உண்மையை மறை | uṇmaiyai maṟai | hide the truth | Common in contexts of deliberate deception. Accusative marking (-ஐ) obligatory in standard usage. | [CORE] |
| **10. VERBAL COLLOCATIONS — CONCEALMENT** | உண்மையை மூடி மறை | uṇmaiyai mūṭi maṟai | cover up and hide the truth | Emphatic form adding மூடி "covering" for intensification. Used for serious cover-ups or conspiracies. | [CORE] |
| **11. VERBAL COLLOCATIONS — ACCEPTANCE/ACKNOWLEDGMENT** | உண்மையை ஒப்புக்கொள் | uṇmaiyai oppukkoḷ | admit the truth | Very common, especially in contexts of confession or acknowledgment. Reflexive -கொள் marks self-benefactive. | [CORE] |
| **11. VERBAL COLLOCATIONS — ACCEPTANCE/ACKNOWLEDGMENT** | தப்பை ஒப்புக்கொள் | tappai oppukkoḷ | admit the mistake | Equally frequent with error terms. Standard expression for taking responsibility. | [CORE] |
| **11. VERBAL COLLOCATIONS — ACCEPTANCE/ACKNOWLEDGMENT** | ஏற்று | ēṟṟu | accept | Alternative verb for accepting difficult or painful truths. Less emphasis on verbal admission. | [CORE] |
| **12. VERBAL COLLOCATIONS — REALIZATION/PERCEPTION** | உண்மையை உணர் | uṇmaiyai uṇar | realize the truth | Common in narrative and philosophical contexts. உணர் emphasizes perceptual/intuitive realization. | [CORE] |
| **12. VERBAL COLLOCATIONS — REALIZATION/PERCEPTION** | மெய்யை அறி | meyyai aṟi | know the truth/reality | More common in philosophical/spiritual registers. அறி emphasizes cognitive knowledge. மெய்-based forms preferred in classical contexts. | [CORE] |
| **13. VERBAL COLLOCATIONS — VERIFICATION/PROOF** | உண்மையை காட்டு | uṇmaiyai kāṭṭu | show the truth | General demonstration verb. Common in argumentative and evidential contexts. | [CORE] |
| **13. VERBAL COLLOCATIONS — VERIFICATION/PROOF** | உண்மையை நிரூபி | uṇmaiyai nirūpi | prove the truth | Formal/academic register. நிரூபி (< Sanskrit) used in scientific and legal proof contexts. | [CORE] |
| **13. VERBAL COLLOCATIONS — VERIFICATION/PROOF** | மெய்ப்பிக்க | meypikka | to verify | Dedicated verification verb. Common in administrative and technical contexts requiring authentication. | [CORE] |
| **14. VERBAL COLLOCATIONS — CORRECTION/FIXING** | சரி செய் | cari cey | fix, correct, repair | Extremely productive and frequent. Used for both physical repairs and error correction. செய் is light verb. | [CORE] |
| **14. VERBAL COLLOCATIONS — CORRECTION/FIXING** | தப்பை சரி செய் | tappai cari cey | correct the mistake | Standard expression for error correction. Completive விடு often added for emphasis on completion. | [CORE] |
| **15. PREDICATIVE INTERROGATIVES** | இது உண்மையா | itu uṇmaiyā | is this true? | Standard yes/no question formation. -ஆ (-ā) is unmarked question particle in colloquial speech. | [CORE] |
| **15. PREDICATIVE INTERROGATIVES** | அது சரியா | atu cariyā | is that correct? | Equally common. Intonation alone can mark questions in very colloquial contexts. | [CORE] |
| **15. PREDICATIVE INTERROGATIVES** | உண்மையோ | uṇmaiyō | is it really true? | -ஓ (-ō) variant for rhetorical or skeptical questions. Implies doubt or surprise. | [CORE] |
| **16. EMPHATIC CONSTRUCTIONS** | இது உண்மைதான் | itu uṇmaitāṉ | this really is true | Extremely frequent in spoken Tamil. தான் (tāṉ) adds emphasis and certainty to assertions. | [CORE] |
| **16. EMPHATIC CONSTRUCTIONS** | அது பொய்தான் | atu poytāṉ | that really is false | Equally productive with negative terms. Can combine with other particles for nuanced emphasis. | [CORE] |
| **16. EMPHATIC CONSTRUCTIONS** | உண்மைதானே | uṉmaitāṉē | it's true, isn't it? | Confirmation-seeking variant. -ஏ (-ē) adds tag-question force. | [CORE] |
| **17. COMPARATIVE CONSTRUCTIONS** | உண்மையை விட | uṇmaiyai viṭa | more than the truth, beyond the truth | Not highly productive with truth-terms. Used in hyperbolic or emphatic comparisons. | [MARGINAL] |
| **17. COMPARATIVE CONSTRUCTIONS** | பொய்யை விட | poyyai viṭa | worse than a lie | Attested in moral evaluations but not frequent. விட comparative more common with gradable adjectives. | [MARGINAL] |
| **18. COMPOUND FORMATIONS — STATE/CONDITION** | உண்மை நிலை | uṇmai nilai | true state of affairs, actual situation | Common in formal and journalistic registers. நிலை "state" is productive compounding element. | [CORE] |
| **18. COMPOUND FORMATIONS — STATE/CONDITION** | பொய் நிலை | poy nilai | false state, deceptive condition | Equally productive. நிலவரம் (nilavaram) "situation" is formal alternative. | [CORE] |
| **19. COMPOUND FORMATIONS — KNOWLEDGE/AWARENESS** | மெய் அறிவு | mey aṟivu | true knowledge | Common in philosophical and educational contexts. மெய்-based forms preferred over உண்மை-based in this domain. | [CORE] |
| **19. COMPOUND FORMATIONS — KNOWLEDGE/AWARENESS** | மெய் ஞானம் | mey ñāṉam | true wisdom, spiritual knowledge | Spiritual/religious register. ஞானம் (< Sanskrit) marks elevated philosophical discourse. | [CORE] |
| **20. COMPOUND FORMATIONS — INFORMATION/NARRATIVE** | உண்மைத் தகவல் | uṇmait takaval | true information | Very common in media and information contexts. Highly productive pattern for distinguishing true/false information. | [CORE] |
| **20. COMPOUND FORMATIONS — INFORMATION/NARRATIVE** | பொய்க் கதை | poyk katai | false story, lie | Frequent in everyday speech. கதை "story" compounds productively with truth-terms. | [CORE] |
| **21. COMPOUND FORMATIONS — LEGAL/DOCUMENTARY** | பொய் சாட்சி | poy cāṭci | false testimony, perjury | Standard legal term. Highly productive pattern for fraud/forgery terminology in legal register. | [CORE] |
| **21. COMPOUND FORMATIONS — LEGAL/DOCUMENTARY** | பொய் சான்று | poy cāṉṟu | false certificate, forged document | Common in administrative and legal contexts. Includes extensive fraud terminology (பொய் ஆவணம், பொய் கையெழுத்து, etc.). | [CORE] |
| **22. COMPOUND FORMATIONS — COMMERCIAL FRAUD** | பொய் சாமான் | poy cāmāṉ | fake goods, counterfeit merchandise | Common in commercial and consumer contexts. Productive pattern for counterfeit terminology. | [CORE] |
| **22. COMPOUND FORMATIONS — COMMERCIAL FRAUD** | பொய் நாணயம் | poy nāṇayam | counterfeit currency | Standard term. Contrasts with அசல் "genuine" and நகல் "copy/imitation" in commercial discourse. | [CORE] |
| **23. IDIOMATIC/PROVERBIAL EXPRESSIONS** | பொய்க்கு கால் இல்லை | poykku kāl illai | lies have no legs (lies don't last) | Well-known proverb. Cultural wisdom about impermanence of falsehood. | [CORE] |
| **23. IDIOMATIC/PROVERBIAL EXPRESSIONS** | உண்மை கசக்கும் | uṇmai kaṟakkum | truth is bitter | Common proverb about unpleasant truths. கசக்கும் "is bitter/harsh" is fixed collocation. | [CORE] |
| **23. IDIOMATIC/PROVERBIAL EXPRESSIONS** | பொய் சொன்னால் கொம்பு முளைக்கும் | poy coṉṉāl kompu muḷaikkum | if you lie, horns will sprout | Traditional warning to children. Part of moral instruction repertoire. | [CORE] |
| **24. DISCOURSE MARKERS — TRUTH-FRAMING** | உண்மையில் சொல்லப்போனால் | uṇmaiyil collapōṉāl | to tell the truth, actually | Very common discourse marker introducing candid or corrective statements. Frequent in conversational Tamil. | [CORE] |
| **24. DISCOURSE MARKERS — TRUTH-FRAMING** | உண்மையைச் சொல்ல வேண்டும் என்றால் | uṇmaiyaic colla vēṇṭum eṉṟāl | if I must speak truthfully | Formal variant for hedging or introducing difficult truths. More elaborate than simple உண்மையில். | [CORE] |
| **24. DISCOURSE MARKERS — TRUTH-FRAMING** | உண்மையில் | uṇmaiyil | actually, in truth | Functions independently as adverb. Extremely frequent for corrections or clarifications. | [CORE] |
| **25. ADVERBIAL MANNER CONSTRUCTIONS** | உண்மையாக | uṇmaiyāka | truly, truthfully | Productive manner adverb formation. -ஆக (-āka) is standard adverbializer. | [CORE] |
| **25. ADVERBIAL MANNER CONSTRUCTIONS** | பொய்யாக | poyyāka | falsely, untruthfully | Equally productive. Emphatic -வே (-vē) variant (உண்மையாகவே) common for intensification. | [CORE] |
| **25. ADVERBIAL MANNER CONSTRUCTIONS** | மெய்யாக | meyyāka | truly, genuinely | More literary/formal than உண்மையாக. Preferred in classical and philosophical registers. | [CORE] |
| **26. QUOTATIVE CONSTRUCTIONS** | உண்மையென | uṇmaiyeṉa | as truth, saying it is true | Quotative என (eṉa) marks characterization. More formal than simple predication. | [CORE] |
| **26. QUOTATIVE CONSTRUCTIONS** | பொய்யென | poyyeṉa | as false, calling it a lie | Used to introduce or characterize statements. மெய்யென variant common in literary register. | [CORE] |
| **27. POSSESSIVE/GENITIVE CONSTRUCTIONS** | உண்மையின் வலிமை | uṇmaiyiṉ valimai | the power of truth | Common in abstract philosophical and moral discourse. Genitive -இன் marks possessive relationship. | [CORE] |
| **27. POSSESSIVE/GENITIVE CONSTRUCTIONS** | பொய்யின் விளைவு | poyyiṉ viḷaivu | the consequence of lies | Productive with abstract nouns: வலிமை "strength," முக்கியத்துவம் "importance," இயல்பு "nature," விளைவு "consequence." | [CORE] |
| **28. LIGHT VERB CONSTRUCTIONS — CHECKING/INSPECTION** | சரி பார் | cari pār | check, verify, inspect | Extremely common construction for verification activities. பார் "see" is light verb. | [CORE] |
| **28. LIGHT VERB CONSTRUCTIONS — CHECKING/INSPECTION** | சரி பார்த்துக்கொள் | cari pārttukkoḷ | check for oneself | Reflexive -கொள் adds benefactive meaning. Very frequent in instructional and procedural contexts. | [CORE] |
| **29. COMPLETIVE CONSTRUCTIONS** | உண்மை வெளிப்பட்டுவிட்டது | uṇmai veḷippaṭṭuviṭṭatu | the truth has come out (completely) | Very common in past tense narratives. விடு emphasizes completion/finality of revelation. | [CORE] |
| **29. COMPLETIVE CONSTRUCTIONS** | தப்பு செய்துவிட்டேன் | tappu ceytuviṭṭēṉ | I made a mistake (and it's done) | போ variant emphasizes change of state. Completive auxiliaries nearly obligatory in natural narrative past. | [CORE] |
| **30. NEGATIVE IMPERATIVE/PROHIBITIVE** | பொய் சொல்லாதே | poy collātē | don't tell lies (singular informal) | Very common in moral instruction, especially to children. -ஆதே is standard negative imperative. | [CORE] |
| **30. NEGATIVE IMPERATIVE/PROHIBITIVE** | உண்மையை மறைக்காதீர்கள் | uṇmaiyai maṟaikkātīrkaḷ | don't hide the truth (plural/formal) | -ஆதீர்கள் marks plural/formal address. Positive imperative uses bare stem or -உ suffix. | [CORE] |
| **CAUSATION (character)** | (no common expression identified) | — | — | No productive construction for "make someone truthful/honest." The language grammaticalizes factual causation (make statements true) but not character transformation. | [STRUCTURAL GAP] |
| **DISCONFIRMATION** | (no common expression identified) | — | — | No single dedicated operator for disconfirmation parallel to verification. Expressed through circumlocution (negation + verification, showing falsehood, exposure). | [CONCEPTUAL GAP] |
