# CLCA Protocol v3.2 — F1 VOCABULARY TABLE
# Language: Tamil (ta)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| துல்லியம் | tulliyam | (from Sanskrit) precision, exactness | accuracy, precision, exactness | Technical and formal term for precision and accuracy. Used in scientific, technical, and formal contexts. Emphasizes exactness and careful correctness. | [CORE] |
| நேர் | nēr | straight, direct | straight, direct, honest, upright | Root form indicating straightness, directness, and honesty. Used in various compounds and derivatives. Can refer to physical straightness or moral uprightness. | [CORE] |
| கள்ளம் | kaḷḷam | deceit, fraud | deceit, fraud, falsehood, dishonesty | Refers to deceit, fraudulence, and dishonesty. Often paired with kapam (cunning) in the expression kaḷḷa-kapam. Literary and formal term for deceptiveness. | [CORE] |
| மெய்ப்பு | meyppu | verification, proof (from mey "truth") | proof, verification, confirmation, authentication | Refers to proof, verification, or confirmation of truth. Used in contexts requiring evidence or authentication. Formal term in legal and administrative contexts. | [CORE] |
| பொய்ம்மை | poymai | falseness, falsehood (abstract noun from poy) | falseness, falsehood, untruth, deception | Abstract noun form referring to the quality or state of being false. More formal than simple poy. Used in philosophical and literary discourse. | [CORE] |
| இயல்பு | iyalpu | nature, natural state | nature, natural state, essence, inherent quality | Refers to the inherent nature or essential quality of something. Used to indicate what something fundamentally is. Common in philosophical and descriptive contexts. | [CORE] |
| உண்மையில் | uṇmaiyil | in truth, in reality (locative form) | truly, really, actually, in fact | Adverbial expression used to emphasize truth or reality of a statement. Functions as discourse marker for factual assertion. Very common in spoken and written Tamil. | [CORE] |
| அசல் | acal | (from Arabic/Urdu asl) original, genuine | original, genuine, authentic, real | Colloquial term for genuineness and originality, especially of objects. Used to distinguish authentic from counterfeit items. Borrowed but commonly used in everyday speech. | [CORE] |
| நடப்பு | naṭappu | happening, occurring (from naṭa "to happen") | actual, current, real, happening | Refers to what actually happens or exists in reality. Used to indicate actuality versus possibility or claim. Common in distinguishing real events from reported or imagined ones. | [CORE] |
| ஏற்புடைமை | ēṟpuṭaimai | acceptability, having acceptance | acceptability, validity, legitimacy | Formal term for acceptability or validity of claims, arguments, or evidence. Used in academic and formal discourse. Indicates what can be accepted as legitimate or valid. | [MARGINAL] |
| பொருந்து | poruntu | to fit, to match, to be suitable | to fit, to match, to correspond, to be appropriate | Verbal form indicating fitting, matching, or correspondence. Used to assess whether something matches or is appropriate. Common in evaluating correctness of fit or correspondence. | [CORE] |
| தகுதி | takuti | fitness, worthiness | fitness, worthiness, qualification, deservingness | Refers to fitness, qualification, or deservingness. Used in evaluating whether someone or something meets appropriate standards. Common in assessments of merit and suitability. | [CORE] |
| உண்மையாக | uṇmaiyāka | uṇmai (truth) + āka (manner adverbializer) | truly, truthfully, really | Adverbial form used to modify verbs or entire clauses, indicating manner of truth. Common in both speech and writing to emphasize the truthfulness of an action or statement. | [CORE] |
| உண்மைத்தன்மை | uṇmaittaṉmai | uṇmai (truth) + taṉmai (quality, nature) | truthfulness, the quality of being true | Abstract noun referring to the inherent quality or nature of truthfulness. Used in formal and philosophical discourse to discuss truth as an attribute. | [CORE] |
| உண்மையுணர்வு | uṇmaiyuṇarvu | uṇmai (truth) + uṇarvu (awareness, consciousness) | awareness of truth, truth-consciousness | Refers to consciousness or awareness of truth, often in philosophical or spiritual contexts. Used to describe the state of recognizing or perceiving truth. | [CORE] |
| உண்மைநிலை | uṇmainilai | uṇmai (truth) + nilai (state, condition, position) | true state, actual situation, reality | Refers to the actual state of affairs or true condition of something. Common in administrative, legal, and investigative contexts when establishing facts. | [CORE] |
| உண்மைப்படுத்து | uṇmaippaṭuttu | uṇmai (truth) + paṭuttu (causative: to cause to become) | to verify, to authenticate, to make true | Verbal form meaning to verify or authenticate something. Used in administrative, legal, and technical contexts for validation processes. | [CORE] |
| உண்மைச்சான்று | uṇmaiccāṉṟu | uṇmai (truth) + cāṉṟu (certificate, evidence) | certificate of authenticity, proof of truth | Formal term for documentary evidence or certification of authenticity. Used in legal, administrative, and commercial contexts. | [CORE] |
| உண்மைவாதி | uṇmaivāti | uṇmai (truth) + vāti (one who speaks/advocates) | truth-teller, one who speaks truth, realist | Refers to a person who consistently tells the truth or advocates for truth. Can also refer to philosophical realists. | [CORE] |
| உண்மைத்தொகை | uṇmaittokai | uṇmai (truth) + tokai (collection, aggregate) | collection of truths, body of facts | Formal term for a collection or body of true statements or facts. Used in academic and documentary contexts. | [MARGINAL] |
| உண்மைவிளக்கம் | uṇmaiviḷakkam | uṇmai (truth) + viḷakkam (explanation, clarification) | explanation of truth, clarification of facts | Refers to an explanation or clarification that reveals the truth. Common in investigative, journalistic, and legal contexts. | [CORE] |
| உண்மைக்கண் | uṇmaikkaṇ | uṇmai (truth) + kaṇ (eye) | eye of truth, insight into truth | Metaphorical expression for the ability to perceive or discern truth. Used in literary and philosophical contexts. | [MARGINAL] |
| உண்மைநெறி | uṇmainneṟi | uṇmai (truth) + neṟi (path, way, method) | path of truth, truthful way | Refers to the path or way of truth, often in moral or spiritual contexts. Used to describe ethical conduct based on truthfulness. | [CORE] |
| உண்மைப்பதிவு | uṇmaippativu | uṇmai (truth) + pativu (record, registration) | true record, authentic documentation | Administrative and legal term for authentic or verified records. Used in contexts requiring official documentation. | [CORE] |
| உண்மைத்தகவல் | uṇmaittakaval | uṇmai (truth) + takaval (information) | true information, factual information | Modern term for accurate or factual information. Common in media, journalism, and information technology contexts. | [CORE] |
| உண்மைப்பிரமாணம் | uṇmaippramāṇam | uṇmai (truth) + pramāṇam (proof, authority - from Sanskrit) | proof of truth, authoritative evidence | Formal and legal term for authoritative proof or evidence. Used in legal proceedings and formal verification processes. | [CORE] |
| உண்மையறிவு | uṇmaiyaṟivu | uṇmai (truth) + aṟivu (knowledge) | knowledge of truth, true knowledge | Philosophical and educational term for knowledge that is true or knowledge of truth itself. Used in epistemological discussions. | [CORE] |
| உண்மைச்சம்பவம் | uṇmaiccampavam | uṇmai (truth) + campavam (event, incident) | true event, actual incident, real occurrence | Refers to events that actually occurred, as opposed to fictional or imagined events. Common in historical and journalistic contexts. | [CORE] |
| உண்மைக்கதை | uṇmaikkatai | uṇmai (truth) + katai (story, narrative) | true story, factual narrative | Refers to narratives based on real events. Used to distinguish factual accounts from fiction in literature and media. | [CORE] |
| உண்மைப்பொருள் | uṇmaipporuḷ | uṇmai (truth) + poruḷ (meaning, substance, object) | true meaning, real substance, actual object | Can refer to the true meaning of something or to genuine/authentic objects. Used in interpretive and commercial contexts. | [CORE] |
| உண்மைநிலவரம் | uṇmainilavaṟam | uṇmai (truth) + nilai (state) + vaṟam (report, account) | true state of affairs, factual report, actual situation | Administrative and journalistic term for accurate reporting of actual conditions. Common in official reports and news coverage. | [CORE] |
| உண்மைச்சித்திரம் | uṇmaiccittiram | uṇmai (truth) + cittiram (picture, depiction) | true picture, accurate depiction, realistic portrayal | Refers to accurate or realistic representations. Used in artistic, journalistic, and descriptive contexts. | [CORE] |
| பொய்யாக | poyyāka | poy (falsehood) + āka (manner adverbializer) | falsely, untruthfully, deceptively | Adverbial form indicating manner of falsity. Used to describe actions or statements done in a false or deceptive manner. | [CORE] |
| பொய்த்தன்மை | poyttaṉmai | poy (falsehood) + taṉmai (quality, nature) | falseness, the quality of being false | Abstract noun referring to the inherent quality of falseness. Used in formal discourse about deception and inauthenticity. | [CORE] |
| பொய்யுரை | poyyurai | poy (falsehood) + urai (speech, statement) | false statement, lie, untruthful speech | Formal term for false statements or lies. Used in legal, literary, and formal contexts. | [CORE] |
| பொய்யாமொழி | poyyāmoḻi | poy (falsehood) + āka (becoming) + moḻi (word, speech) | false words, lying speech | Literary and formal term for false or lying speech. Often used in moral and religious contexts condemning falsehood. | [CORE] |
| பொய்யன் | poyyan | poy (falsehood) + -an (masculine agentive suffix) | liar, false person, deceiver | Refers to a person who lies or deceives. Common in everyday speech as a character judgment. | [CORE] |
| பொய்யாண்மை | poyyāṇmai | poy (falsehood) + āṇmai (quality, state of being) | falsity, state of being false | Abstract noun for the state or quality of falsity. Used in philosophical and formal discourse. | [CORE] |
| பொய்ச்சாட்சி | poyccāṭci | poy (falsehood) + cāṭci (witness, testimony) | false testimony, perjury | Legal term for false testimony or perjury. Used in judicial and legal contexts. | [CORE] |
| பொய்க்கதை | poykatai | poy (falsehood) + katai (story, narrative) | false story, fabricated tale, fiction | Refers to fabricated or fictional stories. Can be neutral (fiction) or pejorative (fabrication). | [CORE] |
| பொய்ப்பொருள் | poypporuḷ | poy (falsehood) + poruḷ (object, substance, meaning) | fake object, counterfeit item, false meaning | Refers to counterfeit or fake objects, or to false meanings. Used in commercial and interpretive contexts. | [CORE] |
| பொய்வாதம் | poyvātam | poy (falsehood) + vātam (argument, claim) | false argument, spurious claim | Refers to false or spurious arguments. Used in logical, philosophical, and legal discourse. | [CORE] |
| பொய்நிலை | poynilai | poy (falsehood) + nilai (state, condition) | false state, deceptive condition, illusory situation | Refers to situations or conditions that are false or illusory. Used in philosophical and descriptive contexts. | [CORE] |
| பொய்யாக்கு | poyyākku | poy (falsehood) + ākku (causative: to make) | to falsify, to make false, to fabricate | Verbal form meaning to falsify or fabricate. Used in contexts of document forgery, data manipulation, or creating false evidence. | [CORE] |
| பொய்யுணர்வு | poyyuṇarvu | poy (falsehood) + uṇarvu (awareness, perception) | false perception, mistaken awareness, illusion | Refers to false or mistaken perceptions. Used in philosophical and psychological contexts. | [CORE] |
| பொய்யறிக்கை | poyyaṟikkai | poy (falsehood) + aṟikkai (declaration, report) | false declaration, fraudulent report | Administrative and legal term for false declarations or fraudulent reports. Used in official and legal contexts. | [CORE] |
| பொய்யாணை | poyyāṇai | poy (falsehood) + āṇai (oath, vow) | false oath, perjury | Legal and religious term for false oaths. Used in judicial contexts and moral discourse. | [CORE] |
| பொய்யெழுத்து | poyeḻuttu | poy (falsehood) + eḻuttu (writing, document) | false document, forged writing | Refers to forged or falsified documents. Used in legal and administrative contexts. | [CORE] |
| பொய்யாட்சி | poyyāṭci | poy (falsehood) + āṭci (rule, governance) | false rule, deceptive governance, sham authority | Political term for deceptive or illegitimate governance. Used in political criticism and analysis. | [MARGINAL] |
| பொய்யோவியம் | poyyōviyam | poy (falsehood) + ōviyam (painting, picture) | false picture, deceptive image, misleading depiction | Refers to misleading or deceptive visual representations. Used in artistic and media criticism. | [MARGINAL] |
| பொய்யடையாளம் | poyaṭaiyāḷam | poy (falsehood) + aṭaiyāḷam (sign, mark, identity) | false identity, fake identification, counterfeit mark | Refers to false identification or counterfeit marks. Used in security, legal, and commercial contexts. | [CORE] |
| பொய்யாதாரம் | poyyātāram | poy (falsehood) + ātāram (support, basis, evidence) | false evidence, spurious support, fabricated basis | Legal and argumentative term for false or fabricated evidence. Used in judicial and logical contexts. | [CORE] |
| மெய்யான | meyyāṉa | mey (truth/body) + āṉa (adjectival suffix) | true, real, genuine, authentic | Adjectival form indicating truth or genuineness. Used across registers to describe true statements, genuine objects, or authentic experiences. | [CORE] |
| மெய்யாக | meyyāka | mey (truth) + āka (manner adverbializer) | truly, really, genuinely | Adverbial form emphasizing truth or reality. Common in both speech and writing to stress the truthfulness of statements. | [CORE] |
| மெய்ஞ்ஞானம் | meyññāṉam | mey (truth) + ñāṉam (knowledge - from Sanskrit jñāna) | true knowledge, spiritual wisdom, enlightenment | Philosophical and religious term for true or transcendent knowledge. Central in Hindu and Buddhist philosophical discourse. | [CORE] |
| மெய்ப்பொருள் | meypporuḷ | mey (truth) + poruḷ (meaning, substance, reality) | true meaning, ultimate reality, essential substance | Philosophical term for ultimate reality or true meaning. Used in metaphysical and interpretive contexts. | [CORE] |
| மெய்யுரை | meyyurai | mey (truth) + urai (speech, statement) | true statement, truthful speech | Literary and formal term for truthful statements. Used in contexts emphasizing veracity of speech. | [CORE] |
| மெய்யியல் | meyyiyal | mey (truth/reality) + iyal (nature, science, study) | metaphysics, ontology, study of reality | Academic and philosophical term for metaphysics or the study of reality and being. Used in philosophical discourse. | [CORE] |
| மெய்க்கண்டார் | meykkaṇṭār | mey (truth) + kaṇṭār (those who saw - past tense honorific) | those who saw the truth, enlightened ones, seers | Religious and philosophical term for enlightened beings or those who have perceived ultimate truth. Common in devotional literature. | [CORE] |
| மெய்யன்பு | meyyanpu | mey (true) + anpu (love, affection) | true love, genuine affection | Refers to genuine or authentic love. Used in literary, devotional, and everyday contexts to distinguish sincere from false affection. | [CORE] |
| மெய்யடி | meyyaṭi | mey (truth) + aṭi (foundation, base, foot) | foundation of truth, true basis | Metaphorical expression for the fundamental basis of truth. Used in philosophical and religious contexts. | [MARGINAL] |
| மெய்யறிவு | meyyaṟivu | mey (truth) + aṟivu (knowledge) | true knowledge, genuine understanding | Philosophical and educational term for true or genuine knowledge. Used in epistemological discussions. | [CORE] |
| மெய்யன் | meyyan | mey (truth) + -an (masculine agentive suffix) | truthful person, one who speaks truth | Refers to a person characterized by truthfulness. Used in character descriptions and moral discourse. | [CORE] |
| மெய்யோர் | meyyōr | mey (truth) + ōr (people, those - honorific plural) | truthful people, the wise, enlightened ones | Literary and religious term for truthful or enlightened people. Used in classical and devotional literature. | [CORE] |
| மெய்யுணர்வு | meyyuṇarvu | mey (truth) + uṇarvu (awareness, consciousness) | true awareness, genuine consciousness, enlightenment | Philosophical and spiritual term for true awareness or enlightened consciousness. Used in religious and meditative contexts. | [CORE] |
| மெய்யாண்மை | meyyāṇmai | mey (truth) + āṇmai (quality, state of being) | truthfulness, authenticity, genuineness | Abstract noun for the quality of being true or genuine. Used in formal and philosophical discourse. | [CORE] |
| மெய்ம்மொழி | meymoḻi | mey (truth) + moḻi (word, speech, language) | true words, truthful speech, authentic language | Literary term for truthful or authentic speech. Used in classical literature and formal discourse. | [CORE] |
| மெய்க்காட்சி | meykkāṭci | mey (truth) + kāṭci (vision, sight, appearance) | vision of truth, true appearance, authentic sight | Philosophical and religious term for vision or perception of truth. Used in mystical and devotional contexts. | [CORE] |
| மெய்த்தொண்டர் | meyttoṇṭar | mey (true) + toṇṭar (servants, devotees) | true devotees, genuine servants | Religious term for genuine or sincere devotees. Common in devotional literature and religious discourse. | [CORE] |
| மெய்ப்பாடு | meyppāṭu | mey (body/truth) + pāṭu (suffering, experience) | bodily experience, genuine feeling, authentic emotion | Can refer to bodily sensations or genuine emotional experiences. Used in literary and aesthetic contexts. | [MARGINAL] |
| மெய்ம்மை | meymai | mey (truth) + -mai (abstract noun suffix) | truth, reality, genuineness | Abstract noun form for truth or reality. Synonymous with உண்மை but more literary in register. | [CORE] |
| மெய்யன்பர் | meyyanpar | mey (true) + anpar (lovers, devotees - honorific plural) | true devotees, genuine lovers | Religious and literary term for genuine devotees or true lovers. Used in devotional and romantic literature. | [CORE] |
| உண்மையாளர் | uṇmaiyāḷar | uṇmai (truth) + āḷar (person who does/is) | truthful person, honest person | Refers to a person characterized by truthfulness and honesty. Used in character descriptions and moral evaluations. | [CORE] |
| உண்மைநிலையம் | uṇmainilayam | uṇmai (truth) + nilayam (station, center, place) | truth center, fact-checking center | Modern term for institutions or organizations dedicated to fact-checking and verification. Used in media and journalism contexts. | [CORE] |
| உண்மைமுகம் | uṇmaimukam | uṇmai (truth) + mukam (face, aspect) | true face, real aspect, reality | Refers to the true nature or real aspect of something, often revealed after deception. Used when discussing revelation of hidden truth. | [CORE] |
| உண்மைத்தரம் | uṇmaittaram | uṇmai (truth) + taram (quality, grade, standard) | degree of truth, level of authenticity | Refers to the degree or level of truthfulness or authenticity. Used in evaluative contexts assessing quality of truth. | [MARGINAL] |
| உண்மைவெளிப்பாடு | uṇmaiveḷippāṭu | uṇmai (truth) + veḷi (outside) + pāṭu (manifestation) | revelation of truth, disclosure of facts | Refers to the act of revealing or disclosing truth. Common in legal, journalistic, and investigative contexts. | [CORE] |
| உண்மைத்திறன் | uṇmaittiṟaṉ | uṇmai (truth) + tiṟaṉ (capacity, ability, power) | capacity for truth, truthfulness | Refers to the capacity or ability to be truthful or to recognize truth. Used in discussions of character and epistemic virtue. | [MARGINAL] |
| பொய்யாள் | poyyāḷ | poy (falsehood) + āḷ (person) | liar, deceiver (gender-neutral/formal) | More formal or gender-neutral term for a person who lies. Used in moral and legal discourse. | [CORE] |
| பொய்ப்பிரச்சாரம் | poyppiracāram | poy (falsehood) + piracāram (propaganda, publicity) | false propaganda, disinformation | Refers to deliberately false propaganda or disinformation campaigns. Used in political and media discourse. | [CORE] |
| பொய்ச்சான்று | poyccāṉṟu | poy (falsehood) + cāṉṟu (certificate, evidence) | false certificate, forged document | Refers to forged or fraudulent documents and certificates. Common in legal and administrative contexts involving fraud. | [CORE] |
| பொய்வழக்கு | poyvaḻakku | poy (falsehood) + vaḻakku (case, lawsuit) | false case, fraudulent lawsuit | Legal term for a fraudulent or baseless lawsuit. Used in legal discourse about malicious prosecution. | [CORE] |
| பொய்ம்மொழி | poymoḻi | poy (falsehood) + moḻi (word, language) | false word, lie, untruth | Literary and formal term for false words or lies. Used in elevated discourse and classical literature. | [CORE] |
| பொய்யாமை | poyyāmai | poy (falsehood) + ā (negative) + mai (abstract noun) | truthfulness, absence of falsehood | Classical and literary term for truthfulness, literally "non-falsehood." Common in Tamil ethical literature and proverbs. | [CORE] |
| பொய்க்குற்றம் | poykuṟṟam | poy (falsehood) + kuṟṟam (crime, fault, accusation) | false accusation, false charge | Legal term for false accusations or charges. Used in discussions of defamation and malicious prosecution. | [CORE] |
| பொய்யுருவம் | poyyuruvam | poy (falsehood) + uruvam (form, shape, appearance) | false form, deceptive appearance, disguise | Refers to deceptive appearances or disguises. Used in literary and everyday contexts about misleading appearances. | [CORE] |
| மெய்க்கீர்த்தி | meykkīrtti | mey (true) + kīrtti (fame, glory) | true fame, genuine glory | Refers to genuine or deserved fame, as opposed to false reputation. Used in literary and moral discourse. | [MARGINAL] |
| மெய்யாளர் | meyyāḷar | mey (truth) + āḷar (person who does/is, honorific plural) | truthful people, honest persons | Honorific or plural form referring to truthful people. Used in formal and respectful discourse. | [CORE] |
| மெய்த்தன்மை | meyttaṉmai | mey (truth) + taṉmai (quality, nature) | truthfulness, the quality of being true | Abstract noun for the quality of truth
