# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Tamil (ta)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| நிஜம் (nijam) "truth" | நிஜம்தான் | nijamtāṉ | it's really true, it's for real (emphatic) | Colloquial emphatic construction asserting truth. Very common in everyday speech to emphasize the reality or truth of a statement. | [CORE] |
| பொய் (poy) "falsehood" | பொய் போல | poy pōla | like a lie, as if false, seemingly false | Comparative construction suggesting something appears false or unbelievable. Used to express that something seems too good/bad to be true or appears deceptive. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை போல | uṇmai pōla | like truth, as if true, seemingly true | Comparative construction suggesting something appears true or believable. Used when something seems genuine or authentic. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையானால் | uṇmaiyāṉāl | if it is true, if true | Conditional construction used to introduce hypothetical scenarios based on truth-conditions. Common in logical argumentation and everyday reasoning. | [CORE] |
| பொய் (poy) "falsehood" | பொய்யானால் | poyyāṉāl | if it is false, if it's a lie | Conditional construction introducing hypothetical scenarios based on falsity. Used in reasoning about consequences of falsehood. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை சொல் | uṇmai col | tell the truth, speak the truth | Common imperative or infinitive construction commanding or requesting truth-telling. Used across all registers from casual to formal contexts. | [CORE] |
| பொய் (poy) "falsehood" | பொய் சொல் | poy col | tell a lie, lie | Common construction for the act of lying. Used as imperative (negative), infinitive, or in various conjugated forms. Very frequent in everyday speech. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையைச் சொல்லு | uṇmaiyaic collu | tell the truth (with accusative marking) | More emphatic version using accusative case marking on "truth." Common in commands and requests for truth-telling, slightly more formal than simple உண்மை சொல். | [CORE] |
| பொய் (poy) "falsehood" | பொய் சொல்லாதே | poy collātē | don't lie, don't tell lies | Negative imperative construction prohibiting lying. Very common in everyday speech, used in moral instruction and direct commands. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை பேசு | uṇmai pēcu | speak the truth, speak truthfully | Construction emphasizing the act of speaking truthfully. Slightly more formal or emphatic than உண்மை சொல், often used in contexts of testimony or serious discourse. | [CORE] |
| பொய் (poy) "falsehood" | பொய் பேசு | poy pēcu | speak falsely, tell lies | Construction for speaking falsely or lying. Similar to பொய் சொல் but slightly more formal or emphatic. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை தெரிந்து | uṇmai terintu | knowing the truth, with knowledge of the truth | Participial construction indicating knowledge or awareness of truth. Used to describe actions done with knowledge of the true situation. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை தெரியாமல் | uṇmai teriyāmal | without knowing the truth, in ignorance of the truth | Negative participial construction indicating lack of knowledge of truth. Used to describe actions done in ignorance of the true situation. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை வெளியாகு | uṇmai veḷiyāku | the truth comes out, the truth is revealed | Construction describing the revelation or exposure of truth. Common in contexts of investigation, discovery, or confession. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையை வெளிப்படுத்து | uṇmaiyai veḷippaṭuttu | reveal the truth, disclose the truth | Causative construction for actively revealing or disclosing truth. Used in formal contexts like investigations, journalism, and legal proceedings. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையை மறை | uṇmaiyai maṟai | hide the truth, conceal the truth | Construction for concealing or hiding truth. Used in contexts of deception, cover-ups, or withholding information. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையை மறைக்காதே | uṇmaiyai maṟaikkātē | don't hide the truth, don't conceal the truth | Negative imperative construction prohibiting concealment of truth. Common in interrogations, moral instruction, and appeals for honesty. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையைக் கண்டுபிடி | uṇmaiyaik kaṇṭupiṭi | find out the truth, discover the truth | Construction for discovering or finding out the truth. Common in investigative contexts and everyday situations requiring fact-finding. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை கண்டறி | uṇmai kaṇṭaṟi | ascertain the truth, determine the truth | More formal construction for ascertaining or determining truth. Used in official, legal, and investigative contexts. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை என்று நம்பு | uṇmai eṉṟu nampu | believe (it) to be true, trust (it) as truth | Construction expressing belief in the truth of something. The quotative particle eṉṟu marks the content of belief. Common in everyday speech. | [CORE] |
| பொய் (poy) "falsehood" | பொய் என்று நினை | poy eṉṟu niṉai | think (it) to be false, consider (it) a lie | Construction expressing judgment that something is false. Uses niṉai "to think" rather than nampu "to believe." Common in expressing skepticism or disbelief. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையை ஏற்று | uṇmaiyai ēṟṟu | accept the truth, acknowledge the truth | Construction for accepting or acknowledging truth. Used in contexts of admission, recognition, or coming to terms with reality. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையை ஒத்துக்கொள் | uṇmaiyai ottukkoḷ | admit the truth, confess the truth | Construction emphasizing admission or confession of truth, often after initial denial. Common in legal, interpersonal, and moral contexts. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையை மூடிமறை | uṇmaiyai mūṭimaṟai | cover up the truth, suppress the truth | Compound verbal construction emphasizing deliberate concealment or cover-up of truth. Used in contexts of conspiracy, corruption, or deliberate deception. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை அறி | uṇmai aṟi | know the truth, be aware of the truth | Construction for knowing or being aware of truth. More formal or literary than தெரி (teri), often used in philosophical or elevated discourse. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை அறியாமை | uṇmai aṟiyāmai | ignorance of truth, not knowing the truth | Nominal construction denoting ignorance or lack of knowledge of truth. Used in philosophical and formal discourse about epistemic states. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையை உணர் | uṇmaiyai uṇar | realize the truth, perceive the truth | Construction emphasizing realization or perception of truth, often with connotations of sudden insight or awakening. Common in philosophical and spiritual contexts. | [CORE] |
| மெய் (mey) "truth" | மெய் உணர் | mey uṇar | realize the truth, attain enlightenment | More elevated construction often used in spiritual and philosophical contexts. Can imply deep realization or enlightenment rather than simple knowledge. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையைத் தேடு | uṇmaiyait tēṭu | search for the truth, seek the truth | Construction for actively searching or seeking truth. Used in investigative, philosophical, and spiritual contexts. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையைக் கூறு | uṇmaiyaik kūṟu | state the truth, declare the truth | More formal construction for stating or declaring truth. Used in official, legal, and formal contexts. More elevated register than உண்மை சொல். | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மைக் கண் | uṇmaik kaṇ | eye of truth, insight into truth | Metaphorical expression for the ability to perceive or discern truth. Used in literary and philosophical contexts. Not a common everyday expression. | [MARGINAL] |
| உண்மை (uṇmai) "truth" | உண்மையை முழுவதும் சொல் | uṉmaiyai muḻuvatun col | tell the whole truth, tell the complete truth | Construction emphasizing completeness in truth-telling. The adverb muḻuvatun "completely, entirely" emphasizes full disclosure. Common in legal and investigative contexts. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை வெளிவரட்டும் | uṇmai veḷivaraṭṭum | let the truth come out, may the truth emerge | Hortative construction expressing desire or permission for truth to be revealed. Used when advocating for transparency or in contexts of investigation. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையைப் பார் | uṇmaiyaip pār | see the truth, look at the truth, face the truth | Construction commanding or requesting someone to see or face the truth. Used in contexts of confrontation, revelation, or urging someone to accept reality. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை என்ன? | uṇmai eṉṉa? | What is the truth? What's true? | Direct interrogative construction asking about the truth of a matter. Common in everyday speech when seeking clarification or facts. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையில் என்ன நடந்தது? | uṇmaiyil eṉṉa naṭantatu? | What really happened? What actually happened? | Interrogative construction using the locative form uṇmaiyil "in truth, really" to ask about actual events. Very common in everyday speech when seeking accurate information. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை இல்லை | uṇmai illai | (it's) not true, there's no truth (in it) | Negative existential construction denying truth. Common in everyday speech to refute claims or statements. | [CORE] |
| உண்மை (uṇmai) "truth" | அதில் உண்மை இல்லை | atil uṇmai illai | there's no truth in that, that's not true | Construction with locative marking (atil "in that") denying truth in a specific claim or statement. Very common in everyday discourse. | [CORE] |
| சரி (cari) "correct" | சரி இல்லை | cari illai | (it's) not correct, (it's) not right | Negative existential construction denying correctness. Very common in everyday speech to indicate disagreement or error. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை உண்டு | uṇmai uṇṭu | there is truth (in it), it's true | Positive existential construction affirming truth. Used to confirm or validate claims. Note the etymological connection between uṇmai "truth" and uṇṭu "exists." | [CORE] |
| உண்மை (uṇmai) "truth" | அதில் உண்மை உண்டு | atil uṇmai uṇṭu | there is truth in that, that's true | Construction with locative marking affirming truth in a specific claim. Common in everyday discourse when validating statements. | [CORE] |
| உண்மை (uṇmai) "truth" | கொஞ்சம் உண்மை | koñcam uṇmai | a little truth, some truth, partially true | Construction expressing partial truth or limited veracity. Used when acknowledging that something contains some truth but is not entirely accurate. | [CORE] |
| உண்மை (uṇmai) "truth" | முழு உண்மை | muḻu uṇmai | whole truth, complete truth, full truth | Construction emphasizing completeness of truth. Common in legal contexts and when emphasizing full disclosure. | [CORE] |
| நேர்மை (nērmai) "honesty" | நேர்மையாக சொல் | nērmaiyāka col | to speak honestly, to tell honestly | Formal expression emphasizing honest manner of speaking. Used when stressing moral integrity in speech rather than just factual accuracy. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை வெளிப்படு | uṇmai veḷippaṭu | the truth comes out, truth is revealed | Common expression for truth being revealed or coming to light. Used in investigative, journalistic, and everyday contexts when hidden truth becomes known. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை தெரி | uṇmai teri | the truth is known, to know the truth | Common expression for truth being known or becoming known. Can function intransitively (truth becomes known) or transitively (someone knows the truth). | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையைத் தெரிந்துகொள் | uṇmaiyait terintukoḷ | to find out the truth, to learn the truth | Expression for actively discovering or learning the truth. The auxiliary verb கொள் (koḷ) adds a sense of acquisition or taking possession of knowledge. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையை மறு | uṇmaiyai maṟu | to deny the truth, to refuse to accept the truth | Expression for denying or refusing to accept truth. Used in contexts of willful ignorance, self-deception, or deliberate denial. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையை நம்பு | uṇmaiyai nampu | to believe the truth, to trust in the truth | Expression for believing or trusting in truth. Used when someone accepts truth as genuine or reliable. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை என்ன | uṇmai eṉṉa | what is the truth?, what is true? | Common interrogative construction asking about the nature or content of truth. Used in investigations, philosophical inquiry, and everyday questioning. | [CORE] |
| நிஜம் (nijam) "truth, reality" | நிஜமாதான் | nijamātāṉ | is it really true?, is it really so? | Interrogative-emphatic construction expressing surprise or seeking confirmation. Common in colloquial speech when something seems hard to believe but appears to be true. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை என்றால் | uṇmai eṉṟāl | if it is true, if truth be told | Conditional construction introducing statements about what follows if something is true. Used to qualify statements or introduce truthful admissions. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை போல் | uṇmai pōl | like the truth, as if true, seemingly true | Construction expressing that something appears true or resembles truth without necessarily being true. Used to describe convincing falsehoods or uncertain situations. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையாகு | uṇmaiyāku | to become true, to come true, to be realized | Construction expressing that something becomes true or is realized. Used for predictions coming true, hopes being fulfilled, or false things being corrected. | [CORE] |
| கள்ளம் (kaḷḷam) "deceit" | கள்ளம் கபடம் இல்லாத | kaḷḷam kapaṭam illāta | without deceit or cunning, guileless, sincere | Fixed idiomatic expression describing persons or conduct free from deceit and cunning. The pair கள்ளம் கபடம் (kaḷḷam kapaṭam) functions as a fixed collocation. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை தெரிய வரு | uṇmai teriya varu | the truth comes to be known, truth gradually emerges | Construction expressing gradual revelation or emergence of truth over time. Used when truth becomes progressively clearer or is discovered piece by piece. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை புரி | uṇmai puri | to understand the truth, the truth is understood | Construction expressing understanding or comprehension of truth. Can be intransitive (truth becomes understood) or transitive (someone understands truth). | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையாக இரு | uṇmaiyāka iru | to be true, to be truthful, to exist as truth | Construction asserting that something is true or exists as truth. Used to confirm factuality or authenticity. | [CORE] |
| சரி (cari) "correct" | சரியாக இரு | cariyāka iru | to be correct, to be right | Construction asserting correctness. Very common in everyday speech for confirming that something is right or proper. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை என்று சொல் | uṇmai eṉṟu col | to say that it is true, to claim as truth | Quotative construction for reporting or claiming something as true. Used to introduce direct or indirect assertions of truth. | [CORE] |
| பொய் (poy) "falsehood" | பொய் என்று சொல் | poy eṉṟu col | to say that it is false, to call it a lie | Quotative construction for declaring or claiming something as false. Used to reject claims or identify lies. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையைத் தெரிவி | uṇmaiyait terivi | to inform of the truth, to make the truth known | Formal construction for communicating or informing others of truth. Used in official, administrative, and formal contexts. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையை நிரூபி | uṇmaiyai nirūpi | to prove the truth, to demonstrate the truth | Formal construction for proving or demonstrating truth through evidence or argument. Used in legal, scientific, and academic contexts. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையை உறுதிப்படுத்து | uṇmaiyai uṟutippaṭuttu | to confirm the truth, to verify the truth | Formal construction for confirming or verifying truth. Used in administrative, legal, and investigative contexts where formal verification is required. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையைச் சோதி | uṇmaiyaic cōti | to test the truth, to verify the truth | Construction for testing or verifying truth through examination. Used in investigative and evaluative contexts. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையைக் கண்டறி | uṇmaiyaik kaṇṭaṟi | to discover the truth, to ascertain the truth | Construction for discovering or ascertaining truth through investigation or inquiry. Used in formal investigative, legal, and scientific contexts. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையை விளக்கு | uṇmaiyai viḷakku | to explain the truth, to clarify the truth | Construction for explaining or clarifying truth. Used when truth needs to be made clear or understood. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மையை மூடி மறை | uṇmaiyai mūṭi maṟai | to cover up and hide the truth, to conceal the truth completely | Intensified construction expressing thorough concealment of truth. The paired verbs மூடி மறை (mūṭi maṟai) create emphasis through repetition. | [CORE] |
| உண்மை (uṇmai) "truth" | உண்மை தெரிந்தும் | uṇmai terintum | even knowing the truth, despite knowing the truth | Concessive construction expressing action taken despite knowledge of truth. Used to emphasize deliberate choice or moral culpability. | [CORE] |
