# CLCA Protocol v3.1 — F6 NATURALNESS TABLE
# Language: Tamil (ta)

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 2.3.1 | மெய்ப்படுத்து | meyppaṭuttu | [CORE] | Very natural in formal/literary registers; parallel to உண்மைப்படுத்து but more formal/literary |
| 2.3.2 | மெய்யாக்கு | meyyākku | [MARGINAL] | Grammatically possible but less common than படுத்து form; மெய்ப்படுத்து strongly preferred |
| 2.3.3 | மெய்யென காட்டு | meyyeṉa kāṭṭu | [CORE] | Natural in formal and argumentative registers; காட்டு "show" is less formal than நிரூபி "prove" |
| 2.4.1 | சரி செய் | cari cey | [CORE] | Extremely natural and frequent across all registers; THE primary expression for fixing/correcting in Tamil |
| 2.4.2 | சரி செய்துவிடு | cari ceytuviṭu | [CORE] | Extremely natural and frequent; விடு completive emphasizes finishing the repair |
| 2.4.3 | சரி செய்துகொள் | cari ceytukkoḷ | [CORE] | Very natural and common; reflexive -கொள் marks self-benefactive action |
| 2.4.4 | சரிப்படுத்து | caripaṭuttu | [CORE] | Natural in formal/technical registers; படுத்து causative is more formal than செய் light verb construction |
| 2.5.1 | தப்பு செய் | tappu cey | [CORE] | Extremely natural and frequent; used for both factual errors and moral transgressions |
| 2.5.2 | தவறு செய் | tavaṟu cey | [CORE] | Natural, more formal than தப்பு செய் |
| 2.5.3 | தப்பாக்கு | tappākku | [MARGINAL] | Grammatically possible but very rare; speakers prefer other expressions |
| 2.5.4 | தவறாக்கு | tavaṟākku | [MARGINAL] | Grammatically possible but very rare; parallel rarity to தப்பாக்கு |
| 2.6.1 | உண்மையை வெளிப்படுத்து | uṇmaiyai veḷippaṭuttu | [CORE] | Very natural and frequent; causative of intransitive வெளிப்படு |
| 2.6.2 | பொய்யை வெளிப்படுத்து | poyyai veḷippaṭuttu | [CORE] | Very natural and frequent; equally productive as positive equivalent |
| 2.6.3 | உண்மையை அம்பலப்படுத்து | uṇmaiyai ampalapaṭuttu | [CORE] | Natural in journalistic/political registers; அம்பலம் "public" emphasizes public nature of revelation |
| 2.6.4 | பொய்யை அம்பலப்படுத்து | poyyai ampalapaṭuttu | [CORE] | Natural in journalistic/political registers; equally productive as positive equivalent |
| 3.1.1 | உண்மையாக இரு | uṇmaiyāka iru | [CORE] | Natural and common; இரு "be, remain" is the standard verb for continued state |
| 3.1.2 | உண்மையாகவே இரு | uṇmaiyākavē iru | [CORE] | Natural, emphatic; -வே adds emphatic force |
| 3.1.3 | உண்மையாக நிலைத்திரு | uṇmaiyāka nilaittiru | [CORE] | Natural in formal/literary registers; நிலைத்திரு emphasizes stability and persistence |
| 3.1.4 | உண்மையாக தொடர் | uṇmaiyāka toṭar | [CORE] | Natural and common; தொடர் "continue" emphasizes temporal persistence |
| 3.2.1 | பொய்யாக இரு | poyyāka iru | [CORE] | Natural and common; parallel to உண்மையாக இரு |
| 3.2.2 | பொய்யாக நிலைத்திரு | poyyāka nilaittiru | [MARGINAL] | Grammatically possible but less natural than simple இரு; less common than உண்மையாக நிலைத்திரு |
| 3.3.1 | சரியாக இரு | cariyāka iru | [CORE] | Very natural and common; extremely common for describing continued well-being or correctness |
| 3.3.2 | சரியாகவே இரு | cariyākavē iru | [CORE] | Very natural and common; very common in health inquiries and reassurance |
| 3.3.3 | சரியாக தொடர் | cariyāka toṭar | [CORE] | Natural and common; common for describing ongoing processes going well |
| 3.4.1 | தப்பாக இரு | tappāka iru | [CORE] | Natural and common; parallel to சரியாக இரு |
| 3.4.2 | தவறாக இரு | tavaṟāka iru | [CORE] | Natural, more formal register; more formal than தப்பாக இரு |
| 4.1.1 | உண்மை ஆகிக்கொண்டிரு | uṇmai ākikkoṇṭiru | [MARGINAL] | Grammatically possible but less natural than simple ஆகு; progressive aspect less common with truth-terms than with action verbs |
| 4.1.2 | சரி செய்துகொண்டிரு | cari ceytukkoṇṭiru | [CORE] | Very natural and common; progressive aspect very natural with action verbs like செய் |
| 4.2.1 | உண்மை ஆகிவிட்டது | uṇmai ākiviṭṭatu | [CORE] | Extremely natural and frequent; விட்டது completive is nearly obligatory for natural past tense with ஆகு |
| 4.2.2 | சரி செய்துவிட்டேன் | cari ceytuviṭṭēṉ | [CORE] | Extremely natural and frequent; விட்டு completive extremely common with செய் for completed actions |
| 4.3.1 | உண்மை ஆகும் | uṇmai ākum | [CORE] | Natural and common; simple future form, very natural |
| 4.3.2 | சரி ஆகும் | cari ākum | [CORE] | Extremely natural and frequent; one of the most common reassurance expressions in Tamil |
| 4.3.3 | சரி ஆகிவிடும் | cari ākiviṭum | [CORE] | Very natural and common; விடும் completive adds emphasis and certainty to future prediction |
| 4.4.1 | மெய்ப்பிக்க முடியும் | meypikka muṭiyum | [CORE] | Very natural and frequent; முடியும் "can" is standard potential auxiliary |
| 4.4.2 | மெய்ப்பிக்க முடியாது | meypikka muṭiyātu | [CORE] | Very natural and frequent; direct negative of முடியும், equally frequent |
| 4.4.3 | சரி செய்ய முடியும் | cari ceyya muṭiyum | [CORE] | Extremely natural and frequent; very common in practical contexts about repairs and corrections |
| 4.4.4 | சரி செய்ய முடியாது | cari ceyya muṭiyātu | [CORE] | Very natural and frequent; equally common as positive equivalent |
