| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| *genuine* (via related form *ingenuous*) | *disingenuous* | N/A | *dis-* (negation) + *in-* (into, within) + Latin *genuinus* (native, natural) | not candid or sincere; giving a false impression of frankness | Applied to persons and statements to indicate a lack of candor or an appearance of openness that conceals a hidden agenda. Semantically adjacent to *genuine* but derived through *ingenuous* rather than directly from *genuine*. Common in formal, journalistic, and political discourse. | [CORE] |
| *genuine* (via *disingenuous*) | *disingenuously* | N/A | *disingenuous* + *-ly* | in a disingenuous manner; with false candor | Adverbial form of *disingenuous*, used to characterize statements or behavior as lacking genuine candor. (*disingenuously claimed*, *disingenuously presented*) | [CORE] |
| *genuine* (via *disingenuous*) | *disingenuousness* | N/A | *disingenuous* + *-ness* | the quality of being disingenuous; lack of candor | Refers to the property of appearing candid while concealing a hidden motive or agenda. Used in moral and political assessments. | [CORE] |
| *authentic* | *authentically* | N/A | *authentic* + *-ally* (adverbial suffix for *-ic* adjectives) | in an authentic manner; genuinely; originally | Adverbial form, used to indicate that something is done or presented in a manner that is genuine or true to its original character. Used in aesthetic, philosophical, and everyday contexts. (*authentically reproduced*, *authentically expressed*) "She spoke authentically about her experience." | [CORE] |
| *authentic* | *authenticity* | N/A | *authentic* + *-ity* | the quality of being authentic; genuineness; originality; the property of being true to one's own values or origins | Refers to the property of being genuine, original, or true to one's own character. Used in legal, aesthetic, philosophical, and everyday contexts. One of the most common nominalizations in this semantic domain. "The authenticity of the document was confirmed by experts." / "The authenticity of the painting." | [CORE] |
| *authentic* | *authenticate* | N/A | *authentic* + *-ate* (verbal suffix) | to establish as genuine; to verify the authenticity of; to confirm the authenticity of something | Used in legal, archival, art-historical, digital, and everyday contexts to describe the act of confirming that something is genuine or that a person is who they claim to be. (*authenticate a document*, *authenticate a user*) "The signature was authenticated by a handwriting expert." | [CORE] |
| *authentic* | *authentication* | N/A | *authenticate* + *-ion* | the process of establishing genuineness or identity; in computing, the process of verifying identity | Refers to the process or act of verifying that something is genuine or that a person or system is what it claims to be. Used in archival, legal, and computing contexts. Extremely common in digital security and legal contexts. (*two-factor authentication*, *document authentication*, *authentication of a signature*) | [CORE] |
| *authentic* | *authenticator* | N/A | *authenticate* + *-or* (agent suffix) | a person or device that authenticates; in computing, a tool or application used for authentication | Refers to a person who verifies authenticity, or more commonly in contemporary usage, a software application or hardware device used to verify identity. Used primarily in computing and security contexts; also used in archival and legal contexts for a person who certifies authenticity. (*authenticator app*) "The authenticator app generates a one-time code." | [CORE] |
| *authentic* | *inauthenticity* | N/A | *in-* + *authentic* + *-ity* | the quality of being inauthentic; lack of genuineness; lack of correspondence to one's true values | Refers to the property of being not genuine, false, or not true to one's own character. Used in philosophical (especially existentialist), psychological, and cultural criticism contexts. "Sartre's analysis of bad faith is an analysis of inauthenticity." / "The inauthenticity of the performance." | [CORE] |
| *authentic* | *inauthentic* | N/A | *in-* + *authentic* | not authentic; not genuine; false; lacking genuineness | Applied to objects, persons, and experiences to indicate that they are not genuine or not true to their claimed origin or character. Used in aesthetic, philosophical, and everyday contexts. "The performance felt inauthentic and rehearsed." / "An inauthentic reproduction." / "An inauthentic self." | [CORE] |
| *authentic* | *inauthentically* | N/A | *in-* + *authentic* + *-ally* | in an inauthentic manner | Adverbial form of *inauthentic*, used to characterize behavior or presentation as lacking genuine character. Used in philosophical and critical contexts; less frequent than *inauthenticity* but attested. | [CORE] |
| *authentic* | *unauthenticated* | N/A | *un-* + *authenticated* | not authenticated; not verified as genuine | Used in legal, archival, and computing contexts. (*an unauthenticated document*, *an unauthenticated user*) | [CORE] |
| *valid* | *validly* | N/A | *valid* + *-ly* | in a valid manner; with logical or legal force | Adverbial form, used to indicate that something is done or argued in a manner that is logically sound or legally effective. Used in formal, logical, and legal registers. Less common than *validity* or *valid*. (*validly argued*, *validly executed*) "The conclusion follows validly from the premises." | [MARGINAL] |
| *valid* | *validity* | N/A | *valid* + *-ity* | the quality of being valid; logical soundness; legal force; in logic, the property of an argument whose conclusion follows necessarily from its premises | Refers to the property of being logically sound (in argumentation) or legally binding (in legal instruments). Also used in psychometrics to refer to the degree to which a test measures what it purports to measure. Used in logical, legal, scientific, and general registers. "The validity of the argument was disputed." | [CORE] |
| *valid* | *validate* | N/A | *valid* + *-ate* (verbal suffix) | to confirm as valid; to give official approval to; to verify; to recognize or affirm the legitimacy of something | Used in legal, administrative, scientific, technical, and psychological contexts to indicate the act of confirming that something meets required standards or is logically or legally sound. Also used informally to mean to affirm someone's feelings or experiences. (*to validate someone's concerns*, *validate a claim*, *validate a parking ticket*, *validate someone's feelings*) "The results were validated by an independent team." | [CORE] |
| *valid* | *validation* | N/A | *validate* + *-ion* | the process of validating; official confirmation; verification; confirmation of validity | Refers to the process of confirming that something is valid, accurate, or meets required standards. Used in scientific, administrative, psychological, and everyday contexts. Also used in the informal psychological sense of receiving affirmation of one's feelings. (*validation of a test instrument*) "Seeking external validation is a common human tendency." | [CORE] |
| *valid* | *validator* | N/A | *validate* + *-or* | a person or tool that validates; in computing, a program that checks conformity to a standard | Refers to a person who validates, or more commonly in technical contexts, a software tool or system that checks whether data or code meets specified standards. Used primarily in computing and technical contexts. (*HTML validator*, *XML validator*, *an HTML validator*, *a ticket validator*) "Run the HTML through a validator before publishing." | [CORE] |
| *valid* | *invalid* (adjective) | N/A | *in-* (negation) + *valid* | not valid; logically unsound; legally ineffective; lacking legal force or logical soundness | Applied to arguments, legal instruments, and claims to indicate that they lack logical force or legal effect. Used in legal, logical, and general registers. Note: homophonous with *invalid* (noun/adjective meaning a person with a disability or illness), which derives from the same Latin root but through a different semantic path; the two forms have different stress patterns. "The contract was declared invalid." | [CORE] |
| *valid* | *invalidity* | N/A | *in-* + *valid* + *-ity* | the quality of being invalid; lack of legal or logical force | Refers to the property of being logically unsound or legally ineffective. Used in legal, logical, and formal contexts. (*the invalidity of the contract*, *the invalidity of the inference*) | [CORE] |
| *valid* | *invalidate* | N/A | *in-* + *valid* + *-ate* | to make invalid; to deprive of legal or logical force | Used in legal, scientific, and everyday contexts to indicate the act of rendering something without force or effect. (*invalidate a contract*, *invalidate an argument*, *invalidate a test result*, *invalidate a hypothesis*, *invalidate an election*) "New evidence invalidated the earlier findings." | [CORE] |
| *valid* | *invalidation* | N/A | *invalidate* + *-ion* | the act of invalidating; the process of rendering something without force | Refers to the process of making something legally or logically void. Also used in psychological discourse to refer to the dismissal or denial of another person's feelings or experiences. Used in legal and psychological contexts. (*invalidation of the election results*, *emotional invalidation*) "The invalidation of the election results was contested." | [CORE] |
| *correct* | *correctly* | N/A | *correct* + *-ly* | in a correct manner; accurately; properly; without error; in conformity with a standard | Adverbial form, used to indicate that something is done or stated in conformity with fact, rule, or standard. Common across all registers. (*correctly identified*, *correctly performed*, *correctly stated*) "Please answer the questions correctly." | [CORE] |
| *correct* | *correctness* | N/A | *correct* + *-ness* | the quality of being correct; accuracy; conformity with standards | Refers to the property of conforming to fact, rule, or standard. Also appears in the compound *political correctness*, where the sense shifts to conformity with social norms. Used in descriptive and normative contexts. Common across all registers. "The correctness of the calculation was verified." | [CORE] |
| *correct* | *incorrect* | N/A | *in-* + *correct* | not correct; wrong; inaccurate; not conforming to fact or standard | Applied to answers, statements, and procedures to indicate that they do not conform to fact or standard. Used in general and formal registers. (*an incorrect assumption*, *incorrect grammar*) "The answer given was incorrect." | [CORE] |
| *correct* | *incorrectly* | N/A | *in-* + *correct* + *-ly* | in an inaccurate manner; incorrectly; imprecisely; with errors | [Source text ends mid-entry; usage description not completed in source] | [CORE] |
