| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **3. ADNOMINAL MODIFICATION** Truth-domain adjective + Noun (prenominal attributive) | *a genuine mistake* | N/A | N/A | Prenominal attributive position is the standard site for adjectival modification in English noun phrases; no agreement morphology. Many collocations in this domain are strongly conventionalized and resist free substitution (*credible threat*, *false alarm*, *valid argument*). Attributive position is available to all adjectival items; dominant pattern for authenticity and precision terms. Highly productive across registers. **Attested alternates:** Postnominal relative clause (*a mistake that was genuine*) is grammatical but marked and typically used only for emphasis or contrast; postnominal participial or appositive constructions are not standard for this adjective class. | [CORE] |
| **3. ADNOMINAL MODIFICATION** Truth-domain adjective + Noun (prenominal attributive) | *a credible witness* | N/A | N/A | *Credible* in attributive position with human-referent nouns (*witness*, *source*, *candidate*) is a well-established collocation pattern. The construction is unrestricted in register. The dominant and unmarked order in English; attested across all registers and with all truth-domain adjectives documented in P2a. **Attested alternates:** As above. | [CORE] |
| **3. ADNOMINAL MODIFICATION** Attributive pre-nominal (lexicalized collocation) | *a spurious correlation* | N/A | N/A | Highly lexicalized in academic and scientific registers; *spurious correlation* is a near-fixed collocation in statistics. Domain-specific collocations (*counterfeit currency*, *false positive*, *plausible deniability*, *bona fide purchaser*, *honest broker*, *credible threat*) carry meanings not fully predictable from the adjective alone. | [CORE] |
| **3. ADNOMINAL MODIFICATION** Prenominal attributive adjective + noun (lexicalized collocation) | *fraudulent misrepresentation* | N/A | N/A | Strongly lexicalized in legal register; *fraudulent* collocates with a restricted set of nouns (*misrepresentation*, *claim*, *activity*, *intent*) more tightly than other adjectives in the domain. | [CORE] |
| **4. BECOME / INCHOATIVE** Subject + PROVE / TURN OUT TO BE + truth-domain adjective | *His prediction proved true.* | N/A | N/A | *Prove* + adjective (without *to be*) is natural and common in written and formal registers; *turn out to be* is more neutral across registers. Both express the realization of a truth-domain state over time or upon investigation. **Attested alternates:** *come true* (lexicalized, restricted to *true* with subjects denoting wishes, predictions, or fears: *Her fears came true*); *ring true/false* (restricted to *true* and *false*, expressing an impression of authenticity or inauthenticity upon hearing or reading). | [CORE] |
| **4. BECOME / INCHOATIVE** Subject + TURN OUT TO BE + truth-domain adjective | *The story turned out to be false.* | N/A | N/A | *Turn out to be* is the general periphrastic inchoative and applies across the domain without lexical restriction. It is slightly more colloquial than *prove* and is common in both spoken and written registers. **Attested alternates:** As above. | [CORE] |
| **4. BECOME / INCHOATIVE** *prove* + ADJ (evidential inchoative) | *His prediction proved correct.* | N/A | N/A | The most productive inchoative-like frame in the truth domain; covers *true*, *false*, *correct*, *genuine*, *authentic*, *valid*. Frequent in formal and written registers; slightly more formal than *turn out to be*. | [CORE] |
| **4. BECOME / INCHOATIVE** *prove* + ADJ (evidential inchoative) | *The rumor proved true.* | N/A | N/A | Common in written and formal spoken registers; encodes retrospective confirmation of a truth-domain property; most natural with *true*, *false*, *correct*, *accurate*, *valid*. | [CORE] |
| **4. BECOME / INCHOATIVE** *come true* (lexicalized) | *Her dream came true.* | N/A | N/A | Lexicalized form restricted to *true* only; carries a connotation of desired realization rather than neutral epistemic confirmation. Not interchangeable with *proved true* in this sense. Fixed idiom limited to wishes, predictions, and fears; not available as a general inchoative. | [CORE] |
| **4. BECOME / INCHOATIVE** TURN OUT + TO BE + adjective (discovery inchoative) | *The document turned out to be fraudulent.* | N/A | N/A | Neutral to informal register; encodes discovery, often with an implication of surprise; available with a wider range of truth-domain adjectives than *prove*. | [CORE] |
| **4. BECOME / INCHOATIVE** *become* + ADJ | *(pattern attested; no distinct example given)* | N/A | N/A | *Become + ADJ* (*become true*, *become valid*) is grammatically available but less frequent in this domain than *prove* or *turn out*; uncommon in natural usage. | [MARGINAL] |
| **4. BECOME / INCHOATIVE** *turn out* + ADJ / *to be* + ADJ | *(pattern attested; no distinct example given beyond the pattern description)* | N/A | N/A | *Turn out to be false / genuine* etc. is broadly applicable and register-neutral; more neutral than *prove*. | [CORE] |
| **5. CAUSATIVE** Agent + MAKE/RENDER + NP + truth-domain adjective | *(implied by pattern; no distinct example given beyond the verb examples below)* | N/A | N/A | The periphrastic *make/render* + adjective construction (*make it true*, *render invalid*) is grammatical but less frequent than dedicated derived verbs in formal registers. *Render* + adjective is more formal and somewhat restricted to written legal and academic prose. **Attested alternates:** Dedicated causative verbs (see next rows). | [MARGINAL] |
| **5. CAUSATIVE** Agent + truth-domain causative verb (*validate*, *authenticate*, *falsify*, *invalidate*) | *The new evidence invalidated the argument.* | N/A | N/A | Dedicated derived causative verbs are the preferred strategy in formal, legal, and academic registers. These verbs are morphologically transparent and semantically specific; they do not require a separate object complement. **Attested alternates:** *make* + NP + adjective (*make the argument invalid*) — grammatical but less idiomatic than the derived verb in formal contexts; *call into question* (weaker, non-causative near-synonym for *invalidate* in some contexts). | [CORE] |
| **5. CAUSATIVE** Agent + truth-domain causative verb | *They falsified the documents.* | N/A | N/A | *Falsify* is the standard verb for deliberate alteration of documents or records to misrepresent truth; it is unrestricted in formal and legal registers and is the expected term in those contexts. **Attested alternates:** *forge* (overlapping but more specific to signatures and documents); *fabricate* (overlapping but more specific to inventing rather than altering). | [CORE] |
| **5. CAUSATIVE** Dedicated causative verb: *verify* | *The laboratory verified the results.* | N/A | N/A | Fully idiomatic in scientific, legal, and administrative registers; *verify* is the most general causative verb in the domain. Not restricted to any single subject type. | [CORE] |
| **5. CAUSATIVE** Dedicated causative verb: *invalidate* | *New evidence invalidated the earlier findings.* | N/A | N/A | Fully idiomatic in academic, legal, and scientific registers; *invalidate* is the standard causative for the removal of validity. The *-ize*/*-ise* suffix (*legitimize*, *delegitimize*, *canonize*) is the most productive causative-like suffix active in this domain. | [CORE] |
| **5. CAUSATIVE** Derivational verbal causative | *The expert authenticated the painting.* | N/A | N/A | Formal and professional registers (legal, archival, scientific); the derivational causative verbs (*authenticate*, *validate*, *verify*, *legitimize*) are not available for all adjectives in the domain — lexical gaps are documented. | [CORE] |
| **5. CAUSATIVE** Periphrastic causative: *make* + NP + adjective / confirmation paraphrase | *New evidence validated the hypothesis.* | N/A | N/A | *Validate* is [CORE]; the periphrastic *make X valid* is [MARGINAL] in most registers, sounding formal or stilted; the nominalization paraphrase (*confirmed its validity*) is a common written alternative. | [CORE] |
| **5. CAUSATIVE** Periphrastic: *make* + NP + ADJ | *(pattern attested; no distinct example given beyond the pattern description)* | N/A | N/A | *Make it true / make it valid* is grammatically productive but less domain-specific than the dedicated causative verbs. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** Derived noun via suffixation (*-ty*, *-ity*, *-cy*, *-ness*, *-hood*, *-th*) | *The truth of the matter was never established.* | N/A | N/A | *Truth* is the primary abstract nominalization in this domain and is unrestricted across all registers. The archaic *-th* suffix is not productive; *truth* is a lexicalized form. Nominalizations in this domain are highly frequent in formal, academic, and legal prose. **Attested alternates:** Clausal nominalization (*the fact that it was true*) is available but structurally heavier; gerundive constructions are not standard for this adjective class. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** Derived noun via suffixation | *The validity of the argument was questioned.* | N/A | N/A | Latinate suffixes (*-ity*, *-cy*) are favored in formal registers; *-ness* forms (*falseness*, *trueness*) are available but less frequent than their Latinate competitors (*falsity*, *truth*) for most core items. Competing forms (*falseness* / *falsity*) are both attested but not fully interchangeable in all collocations. **Attested alternates:** As above. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** *-ity* / *-cy* suffix | *The validity of the argument was disputed.* | N/A | N/A | Strongly preferred for Latinate bases (*accuracy*, *credibility*, *authenticity*, *validity*, *plausibility*, *falsity*, *legitimacy*, *sincerity*); frequent in formal, academic, and legal registers. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** *-ness* suffix | *The truthfulness of the account was never questioned.* | N/A | N/A | Preferred for Germanic and mixed bases (*truthfulness*, *soundness*, *genuineness*); broadly available but carries a slightly less formal register than *-ity*/*-cy* forms where both exist. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** *-y* suffix (*honesty*) | *(pattern attested; no distinct example given)* | N/A | N/A | *Honesty* is the standard abstract nominal for *honest*; the *-y* suffix is not productive in this domain beyond this item. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** *-hood* suffix (*falsehood*) | *(pattern attested; no distinct example given)* | N/A | N/A | *Falsehood* is a fixed form with a connotation of a specific false statement rather than the abstract property; the *-hood* suffix is not productive in this domain beyond this item. | [MARGINAL] |
| **6. ABSTRACT NOMINALIZATION** Adjective + *-ity* suffix | *The authenticity of the document was disputed.* | N/A | N/A | Formal and written registers; *-ity* forms (*validity*, *credibility*, *authenticity*, *sincerity*, *plausibility*) are well-established and show no register restriction within formal usage. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** Verbal base + *-tion* suffix | *The verification of the claim took three days.* | N/A | N/A | Formal and procedural registers; *-tion* nominalizations (*verification*, *authentication*, *validation*, *correction*) denote processes or events rather than properties, distinguishing them semantically from *-ity* forms. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** Derived agent noun via *-er*/*-or* suffix on truth-domain verb | *He was exposed as a faker.* | N/A | N/A | Agent nouns for the negative pole (*faker*, *counterfeiter*, *falsifier*, *fabricator*) are formed by suffixation on the corresponding verb and are well-established. These forms are common in journalistic and informal registers as well as formal legal contexts. **Attested alternates:** Compound nouns (*con artist*, *fraud*) overlap semantically with *faker* in some contexts but are not morphologically parallel. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** Compound agent noun (*truth-teller*, *truth-seeker*) | *She was known as a truth-teller.* | N/A | N/A | Compound agent nouns for the positive pole are less frequent than the negative-pole agent nouns and tend to appear in evaluative, rhetorical, or journalistic contexts rather than neutral description. Direct suffixation on the adjective (*\*truer*, *\*truther*) is not standard. **Attested alternates:** *honest person*, *straight talker* — semantically overlapping but not morphologically parallel compounds. | [MARGINAL] |
| **7. AGENTIVE NOMINALIZATION** Compound agentive: *truth-teller* | *She was known as a truth-teller who refused to soften her assessments.* | N/A | N/A | The primary agentive nominal for the positive truth-telling role; compound form (N + V-*er*) rather than suffixation on a truth-domain adjective. Frequent in journalistic and political commentary registers. Neutral to formal register; preferred over any suffixed form for the positive honest-agent role; carries evaluative (often admiring) connotation in context. | [MARGINAL] |
| **7. AGENTIVE NOMINALIZATION** *-er* suffix: *counterfeiter* | *The counterfeiter was sentenced to five years in prison.* | N/A | N/A | Fully idiomatic in legal and journalistic registers; restricted primarily to currency and document fraud contexts. *Faker* is more colloquial and broader in application; *falsifier* is rare and technical. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** Suffixed agentive: *-er*/*-ster* on deception/fraud base | *The counterfeiter was convicted on three counts.* | N/A | N/A | Legal and journalistic registers typical; the deception/fraud cluster (*faker*, *counterfeiter*, *fraudster*, *con man*) shows richer and more productive agentive morphology than the positive cluster, consistent with the asymmetry noted across the domain. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** *authenticator*, *validator* | *(pattern attested; no distinct example given)* | N/A | N/A | Used primarily for technical devices or processes rather than persons; increasingly common in computing and security contexts. | [MARGINAL] |
| **8. DEGREE MODIFICATION** Degree adverb + truth-domain adjective | *broadly accurate* | N/A | N/A | Degree modification is productive across the domain and is particularly frequent with scalar adjectives (*accurate*, *plausible*, *credible*). Downtoners (*broadly*, *technically*, *reasonably*, *barely*) are common in academic, journalistic, and legal registers where precision of claim is important. **Attested alternates:** Hedging prepositional phrases (*accurate in most respects*, *true to a degree*) serve a similar scalar function but are structurally distinct. | [CORE] |
| **8. DEGREE MODIFICATION** Degree adverb + truth-domain adjective | *barely plausible* | N/A | N/A | *Barely* + adjective places the referent at the lower scalar limit; this construction is common in evaluative and critical discourse. Intensifiers (*dead right*, *only too true*) are more colloquial and tend to appear in spoken or informal written registers. **Attested alternates:** As above. | [CORE] |
| **9. CONCESSIVE CONSTRUCTION** Concessive frame + truth-domain expression + contrastive connector | *It is true that progress has been made, but serious problems remain.* | N/A | N/A | The *it is true that … but* frame is a well-established discourse construction in argumentative writing and speech. *True*, *admittedly*, and *granted* function as discourse operators in this construction rather than as simple predicates; they signal partial concession to an opposing position. **Attested alternates:** *I grant that … but*; *to be sure … but*; *certainly … however* — all attested concessive frames with overlapping function. | [CORE] |
| **9. CONCESSIVE CONSTRUCTION** Concessive frame + truth-domain expression + contrastive connector | *True enough, but that does not settle the question.* | N/A | N/A | *True enough* is a reduced, elliptical form of the full concessive frame; it is common in spoken argumentation and informal written registers. The contrastive connector (*but*, *however*, *nevertheless*) is obligatory for the concessive reading; without it, the utterance functions as simple assertion. **Attested alternates:** As above. | [CORE] |
| **10. PARTIAL-TRUTH CONSTRUCTION** Noun phrase denoting a portion of truth (*a grain of truth*, *a kernel of truth*, *a half-truth*) | *There is a grain of truth in what he says.* | N/A | N/A | *A grain of truth* and *a kernel of truth* are established idiomatic expressions; they are interchangeable in most contexts and occur across registers. *A half-truth* is more formal and carries a stronger implication of deliberate misleading than the grain/kernel expressions. **Attested alternates:** *a modicum of truth*; *some truth in* — semantically overlapping but less idiomatic. | [CORE] |
| **10. PARTIAL-TRUTH CONSTRUCTION** Verb phrase denoting distortion (*stretch the truth*, *bend the truth*, *be economical with the truth*) | *She was being economical with the truth.* | N/A | N/A | *Economical with the truth* is a well-known British English idiom with a specific implication of deliberate omission framed as resource management; it is common in political and journalistic discourse. *Stretch the truth* and *bend the truth* are more widely distributed across registers and imply exaggeration or distortion rather than omission. **Attested alternates:** *massage the truth*; *shade the truth* — attested but less frequent variants of the distortion verb-phrase pattern. | [CORE] |
| **11. DISCOURSE-MARKER CONSTRUCTIONS** Candor signal: *to be honest* | *To be honest, I don't think the plan will work.* | N/A | N/A | Sentence-initial or parenthetical; fully grammaticalized as a pragmatic hedge in spoken and informal written English. Does not predicate honesty of a subject; functions as a framing device signaling departure from expected or diplomatic speech. | [CORE] |
| **11. DISCOURSE-MARKER CONSTRUCTIONS** Concessive: *True enough* | *True enough, but that doesn't settle the question.* | N/A | N/A | Sentence-initial concessive; common in argumentation and debate contexts, both spoken and written. Partially grants the interlocutor's point before introducing a counter-argument; syntactically distinct from predicative use of *true*. | [CORE] |
| **11. DISCOURSE-MARKER CONSTRUCTIONS** Additional attested forms | *(let's be honest, honestly, truth be told, to tell the truth, in all sincerity, true enough, it is true that … but, correct me if I'm wrong)* | N/A | N/A | All listed forms are attested as pragmatic framing devices; none predicate a truth-domain adjective of a propositional subject. *Exactly* as a response particle is noted as a related but distinct pattern. | [CORE] |
| **11. DISCOURSE-MARKER CONSTRUCTIONS** Sentence-initial fixed phrase: *truth be told* | *Truth be told, the plan was never viable.* | N/A | N/A | Informal to neutral spoken and written register; signals departure from a polite or expected formulation; the subjunctive form (*be told* rather than *is told*) is a frozen feature of the idiom. | [CORE] |
| **12. PREPOSITIONAL-PHRASE CONSTRUCTIONS EXPRESSING CONFORMITY OR DEVIATION** ADJ + prepositional phrase (*true to*, *faithful to*, *out of true*) | *The film adaptation is remarkably faithful to the original novel.* | N/A | N/A | The *true to X* pattern (*true to one's word*, *true to form*, *true to type*, *true to life*, *true to the original*) is productive and covers a range of standards: commitments, expected behavior, biological type, reality, and source texts. *Faithful to X* is more restricted, appearing primarily in contexts of textual or artistic reproduction. *Out of true* is a fixed technical expression (carpentry, engineering) where *true* functions as a noun meaning "perfect alignment." These constructions extend the core truth-domain meaning into fidelity and conformity rather than propositional correspondence. | [CORE] |
| **12. PREPOSITIONAL-PHRASE CONSTRUCTIONS EXPRESSING CONFORMITY OR DEVIATION** ADJ + prepositional phrase (*true to*, *faithful to*, *out of true*) | *The door frame is slightly out of true.* | N/A | N/A | *Out of true* is a fixed technical expression used in carpentry, engineering, and mechanics; *true* functions as a noun meaning "perfect alignment." Applies the root to geometric alignment rather than propositional truth. | [CORE] |
| **13. VERBAL IDIOMS WITH TRUTH-DOMAIN PREDICATES** Intransitive or copular verb + truth-domain element in a fixed or semi-fixed phrase (*ring true*, *hold true*, *come true*, *stand corrected*) | *His explanation didn't quite ring true.* | N/A | N/A | English has a set of fixed verbal idioms in which a truth-domain element (*true*, *corrected*) combines with a verb to produce a meaning not fully predictable from the parts: *ring true/false*, *hold true*, *come true*, *stand corrected*, *prove true*. These are distinct from the copular attribution pattern in that the verb is not *be* and the construction is idiomatic or semi-fixed. They are concentrated around the base form *true* and have no parallel idiom set for most other truth-domain adjectives. | [CORE] |
| **13. VERBAL IDIOMS WITH TRUTH-DOMAIN PREDICATES** Intransitive or copular verb + truth-domain element in a fixed or semi-fixed phrase (*ring true*, *hold true*, *come true*, *stand corrected*) | *The same principle holds true across all cases.* | N/A | N/A | *Hold true* is common in academic, legal, and analytical writing; encodes the continued applicability of a principle or generalization. | [CORE] |
