| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 38 | *The theory gained credibility as evidence accumulated.* | N/A | [CORE] | Attested periphrastic construction using the abstract noun *credibility* rather than the adjective *credible* directly. |
| 39 | *The government lost credibility after the scandal.* | N/A | [CORE] | Change out of the credible state; uses the nominalization *credibility* rather than the adjective. |
| 40 | *The scenario became more plausible as details emerged.* | N/A | [CORE] | Grammatical and attested in analytical discourse. |
| 41 | *The business proved legitimate after investigation.* | N/A | [CORE] | Retrospective confirmation; natural in legal and investigative contexts. |
| 42 | *The practice gradually became legitimate as laws changed.* | N/A | [CORE] | *Legitimate* accepts *become* naturally in contexts of gradual legal or social change. Grammatical and attested in political and social discourse, but not a fixed or lexicalized expression. |
| 43 | *The government became illegitimate after the coup.* | N/A | [CORE] | Change into the negated state; natural in political science contexts. |
| 44 | *The campaign sought to delegitimize the opposition.* | N/A | [CORE] | The verb *delegitimize* describes the process by which something comes to lose its legitimate status. |
| 45 | *His apology proved sincere over time.* | N/A | [CORE] | Retrospective confirmation; natural when sincerity is demonstrated through subsequent behavior. |
| 46 | *Her offer turned out to be sincere.* | N/A | [CORE] | Discovery frame; natural in interpersonal contexts. |
| 47 | *His praise became insincere as the relationship deteriorated.* | N/A | [CORE] | Change into the negated state; *become insincere* is more natural than *become sincere* because sincerity is typically a baseline state that can be lost rather than acquired. |
| 48 | *The scenario became more plausible as details emerged.* | N/A | [CORE] | *Plausible* accepts *become* naturally; plausibility is a graded property that can increase or decrease as evidence accumulates. The comparative (*more plausible*) is very natural here. |
| 49 | *The alibi became increasingly implausible.* | N/A | [CORE] | Change into the negated state; equally natural with the comparative (*increasingly implausible*). |
| 50 | *The explanation seemed plausible at first.* | N/A | [CORE] | Not strictly inchoative but documents the epistemic-appearance frame central to *plausible*; *seem* is the most natural copula substitute for this adjective. |
| 51 | *The claim proved fraudulent after investigation.* | N/A | [CORE] | Retrospective confirmation; natural in legal and journalistic contexts. |
| 52 | *The painting turned out to be fake.* | N/A | [CORE] | Discovery frame; *fake* is the most natural of the deception terms in this frame due to its informal register. |
| 53 | *The attribution proved spurious on examination.* | N/A | [CORE] | Retrospective confirmation; natural in academic and archival contexts. |
| 54 | *The credentials turned out to be bogus.* | N/A | [CORE] | Discovery frame; informal register. |
| 55 | *The banknotes turned out to be counterfeit.* | N/A | [CORE] | Discovery frame; natural in legal and financial contexts. |
| 56 | *The story proved apocryphal on investigation.* | N/A | [CORE] | Retrospective confirmation; natural in historical and journalistic contexts. |
| 57 | *The anecdote turned out to be apocryphal.* | N/A | [CORE] | Discovery frame; natural in historical contexts. |
| 58 | *Over time, the story became apocryphal.* | N/A | [MARGINAL] | Grammatical but uncommon; *apocryphal* status is typically assigned retrospectively rather than acquired gradually. |
| 59 | *The reasoning proved sound under scrutiny.* | N/A | [CORE] | Retrospective confirmation; natural in logical and analytical contexts. |
| 60 | *The argument turned out to be unsound.* | N/A | [CORE] | Discovery frame; natural in logical and academic contexts. |
| 61 | *The witness proved veracious throughout the proceedings.* | N/A | [CORE] | Retrospective confirmation; formal and legal register. |
| 62 | *Her veracity was questioned after the inconsistency emerged.* | N/A | [CORE] | Not strictly inchoative but documents the dynamic of moving from an assumed state of veracity to a questioned one. |
| 63 | *The translation proved faithful to the original.* | N/A | [CORE] | Retrospective confirmation; natural in translation and reproduction contexts. |
| 64 | *She remained faithful to the original text throughout.* | N/A | [CORE] | Stability frame. |
| 65 | *The adaptation became increasingly unfaithful to the source.* | N/A | [CORE] | Change into the negated state; natural in translation and adaptation contexts. |
| 66 | *The new director quickly established her bona fides by publishing a series of well-received papers.* | N/A | [CORE] | Describes the process by which a person comes to be recognized as genuinely credentialed or acting in good faith. Specific to *bona fides*; does not generalize to other P1 items. |
| 67 | *The work has been canonized as a masterpiece of the genre.* | N/A | [CORE] | Passive inchoative: the work comes to occupy canonical status through a process of recognition. |
| 68 | *Nothing can make a false statement true.* | N/A | [CORE] | Grammatical in philosophical and logical discourse; not a common everyday construction. |
| 69 | *The auditors verified the figures.* | N/A | [CORE] | *Verify* functions as a causative-evidential verb for truth/accuracy. |
| 70 | *The results verified the hypothesis.* | N/A | [CORE] | Causative-evidential use of *verify*. |
| 71 | *Please verify your email address.* | N/A | [CORE] | Causing an address to be confirmed as genuine. |
| 72 | *Verify the figures against the original records.* | N/A | [CORE] | Causing figures to be confirmed by comparison with an authoritative source. |
| 73 | *The laboratory verified the results.* | N/A | [CORE] | The laboratory causes the results to be established as accurate. Described as "the most general causative verb in the domain." |
| 74 | *The verification of the account took three days.* | N/A | [CORE] | Nominalization of the process. |
| 75 | *They cross-verified the information against multiple sources.* | N/A | [CORE] | Expresses verification through multiple independent checks. |
| 76 | *The editor verified the accuracy of the figures.* | N/A | [CORE] | *Verify* serves as the primary causative-evidential verb for accuracy. |
| 77 | *The teacher corrected the student's answer.* | N/A | [CORE] | *Correct* as a verb is a causative that brings about the state of correctness. |
| 78 | *She corrected the manuscript.* | N/A | [CORE] | The verb *correct* is itself a causative; highly productive across registers. |
| 79 | *The editor corrected the error.* | N/A | [CORE] | The agent rectifies an inaccuracy. |
| 80 | *She corrected the false impression.* | N/A | [CORE] | The agent rectifies a false impression. |
| 81 | *The newspaper issued a correction.* | N/A | [CORE] | Nominalization. |
| 82 | *He set the record straight about what had happened.* | N/A | [CORE] | The agent corrects a false or misleading account that has been circulating. |
| 83 | *The committee validated the election results.* | N/A | [CORE] | Derivational causative; productive in legal, scientific, and administrative contexts. |
| 84 | *The results were validated by an independent team.* | N/A | [CORE] | The team causes the results to be recognized as valid. |
| 85 | *The test validated the hypothesis.* | N/A | [CORE] | The agent confirms that something meets required standards or has logical or legal force. |
| 86 | *The validation of the instrument took six months.* | N/A | [CORE] | Nominalization. |
| 87 | *The new evidence invalidated the earlier conclusion.* | N/A | [CORE] | The new evidence caused the earlier conclusion to lose its validity. |
