| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| *validate* | *invalidate* | N/A | to validate / to invalidate | *Invalidate* is the morphological negation of *validate* via *in-* on the derived verb, documented in P2a (6.3 and 6.8 and Item 7.5) and P1. *Validate* describes the act of confirming that something meets required standards or has legal or logical force; *invalidate* describes the act of rendering something without such force, denoting the reversal or cancellation of validity. Both are documented in P4a (Construction 5) as causative verbs. Both forms are productive in legal, scientific, and logical contexts. | morphological | [CORE] |
| *valid* | *sound* | N/A | valid / sound | A constructional contrast documented in P1 (items 6 and 25) and P3 (Group 8). In formal logic, *valid* describes an argument whose conclusion follows necessarily from its premises regardless of whether the premises are true; *sound* describes an argument that is both valid and has true premises. *Sound* is therefore a stronger condition than *valid* within the logical register. P3 notes that both are used with looser meanings in general registers. P2b (§6.2) notes that the technical and everyday senses of *valid argument* are distinct. | constructional | [CORE] |
| *sound* | *unsound* | N/A | sound / unsound | *Unsound* is the morphological negation of *sound* via *un-*, documented in P2a (Item 8.3). P3 Group 2 includes both as argument-evaluation terms. P2a and P3 (Group 8) note that in strict logical use, *sound* means valid with true premises, and *unsound* denotes the failure of either condition. Both forms are applied to arguments, reasoning, structures, and judgments. | morphological | [CORE] |
| *genuine* | *fake* | N/A | genuine / fake | A lexical opposition documented in P1 (items 4 and 9) and P3 (Groups 2 and 3). *Genuine* asserts that something is what it purports to be; *fake* asserts that it is not. P1 establishes *fake* as contrasting with *genuine* (and *counterfeit* and *spurious*) in the authenticity domain. P2b documents *pass off as genuine* as the standard verbal construction for the act of presenting a fake as genuine, directly linking the two terms. The data notes that *fake* implies deliberate misrepresentation and carries additional connotations of deliberate deception absent from simple negation, while *genuine* is neutral with respect to the intentions of any party. | lexical | [CORE] |
| *genuine* | *spurious* | N/A | genuine / spurious | A lexical opposition documented in P1 (items 4 and 13) and P3 (Groups 2 and 6). *Spurious* is more formal and literary than *fake* and is applied specifically to documents, arguments, and claims that present a false appearance of validity or legitimacy; it is more formal and academic than *fake* and is concentrated in contexts of false attribution and flawed argumentation rather than material forgery. | lexical | [CORE] |
| *genuine* | *counterfeit* | N/A | genuine / counterfeit | A lexical opposition documented in P1 (items 4 and 12) and P3 (Groups 2 and 3). *Counterfeit* is applied specifically to currency, documents, and goods made in fraudulent imitation; the data notes it carries strong legal connotations of fraud and is more restricted in domain than *fake*. P1 cites *counterfeit* as contrasting with *genuine*, with *counterfeit* carrying a stronger implication of deliberate deception and being more specifically associated with currency, documents, and branded goods. P2b documents *pass off as genuine* as the verbal construction linking the two. | lexical | [CORE] |
| *authentic* | *fake* | N/A | authentic / fake | A lexical opposition documented in P1 and P3 Group 3. P1 establishes *fake* as contrasting with *authentic* (alongside *genuine* and *counterfeit*). The contrast is documented in P2b through collocations such as *prove authentic* and *spot a fake*. | lexical | [CORE] |
| *authentic* | *inauthentic* | N/A | authentic / inauthentic | *Inauthentic* is the morphological negation of *authentic* via *in-*, documented in P2a (5.7 and Item 4.6). P3 Group 3 includes both as authenticity-evaluation terms. The data notes that *inauthentic* is used in aesthetic, philosophical (including existentialist), and everyday contexts to indicate that something is not genuine or not true to its claimed origin or character. P2a also documents *inauthenticity* as the corresponding abstract nominal. | morphological | [CORE] |
| *authenticity* | *inauthenticity* | N/A | authenticity / inauthenticity | The nominalized form of the *authentic* / *inauthentic* opposition; documented in P2a. P2a notes that *inauthenticity* is used in philosophical (especially Heideggerian existentialist) and everyday contexts. | morphological | [CORE] |
| *authenticated* | *unauthenticated* | N/A | authenticated / unauthenticated | A morphological negation pair at the participial/adjectival level, documented in P2a; *unauthenticated* is formed by prefixation of *un-* to the past participle *authenticated*. Used in legal, archival, and computing contexts (*an unauthenticated document*, *an unauthenticated user*). | morphological | [CORE] |
| *legitimate* | *illegitimate* | N/A | legitimate / illegitimate | *Illegitimate* is the morphological negation of *legitimate* via *il-* (the variant of *in-* before *l*), documented in P2a (19.3 and Item 14.3) and P1. Both terms operate in legal, political, and social registers; P3 Groups 3 and 5 include both. P2a also documents the full negative derivational family: *illegitimacy*, *illegitimately*. The data notes that *illegitimate* also carries the historical sense of birth outside marriage, which coexists with the procedural sense; P2a notes that *illegitimate child* is now often considered offensive in its historical sense. | morphological | [CORE] |
| *legitimate* | *fraudulent* | N/A | legitimate / fraudulent | A lexical opposition documented across P1 (items 19 and 20) and P3 (Groups 4 and 3). *Legitimate* asserts conformity with law and accepted standards; *fraudulent* asserts deliberate deception for unlawful gain. The contrast is most prominent in legal and commercial contexts. | lexical | [CORE] |
| *legitimize* | *delegitimize* | N/A | to legitimize / to delegitimize | *Delegitimize* is the morphological reversal of *legitimize* via *de-*, documented in P2a (19.6 and 19.9 and Item 14.9). *Legitimize* describes the conferral of legitimacy; *delegitimize* describes the active undermining or removal of recognized legitimacy, encoding the reversal of the causative process. This is a *de-* reversal rather than a simple negation, and it is the only attested *de-* reversal pair in the domain documented in P2a. The data notes that *delegitimize* is used in political and academic discourse. | morphological | [CORE] |
| *credible* | *incredible* | N/A | credible / incredible | *Incredible* is the morphological negation of *credible* via *in-*, documented in P2a (17.3 and Item 10.3). P3 Group 6 includes *credible* as a source-evaluation term; the epistemic negative sense of *incredible* belongs to the same group. The data notes that *incredible* has undergone semantic shift in widespread informal usage toward meaning extraordinary or amazing (positive connotation), so the epistemic negation sense and the informal intensifying sense coexist without clear separation. P2a notes that the weakened intensifier sense ("extraordinary, remarkable") is now dominant in informal speech, creating an asymmetry between the two members of the pair. | morphological | [CORE] |
| *plausible* | *implausible* | N/A | plausible / implausible | *Implausible* is the morphological negation of *plausible* via *im-* (the variant of *in-* before *p*), documented in P2a (18.3 and Item 29.3) and P1. Both terms concern the appearance of reasonableness rather than actual truth; *implausible* indicates that a claim or explanation does not appear reasonable or probable. P3 Group 8 notes *plausible* as occupying an intermediate epistemic position. Both forms are used in critical, journalistic, and analytical contexts to evaluate the apparent reasonableness of claims and explanations. | morphological | [CORE] |
| *reliable* | *unreliable* | N/A | reliable / unreliable | *Unreliable* is the morphological negation of *reliable* via *un-*, documented in P2a (16.3 and Item 9.3) and P1. The opposition is applied to persons, sources, and instruments; the data places both terms in P3 Group 7 (source and witness reliability assessments) and P3 Group 6 (source-and-evidence-evaluation terms). P3 notes the specific use of *unreliable narrator* as a literary-critical collocation. | morphological | [CORE] |
| *reliable narrator* | *unreliable narrator* | N/A | reliable narrator / unreliable narrator | A constructional opposition at the level of fixed collocations in literary criticism, documented in P2b (§11.3–11.4) and P3 (Group 4). P2b notes that *unreliable narrator* is the more widely attested term of art; *reliable narrator* exists as its logical counterpart but is less frequently used as a technical term. | constructional | [CORE] |
| *trustworthy* | *untrustworthy* | N/A | trustworthy / untrustworthy | *Untrustworthy* is the morphological negation of *trustworthy* via *un-*, noted in P1 (item 27 derivational note) and P3 (Group 7). The opposition is applied to persons, sources, and institutions assessed for honesty and reliability. | morphological | [CORE] |
| *trust* | *distrust* | N/A | trust / distrust | *Distrust* is the morphological negation of *trust* via *dis-*, documented in P1b (1.34). The data notes that *distrust* indicates a lack of confidence in reliability or honesty and is used as both noun and verb; it is distinguished from *mistrust* (see Opposition 29) by slightly different connotational weight. | morphological | [CORE] |
| *distrust* | *mistrust* | N/A | distrust / mistrust | Both are morphological negations of *trust* via different prefixes (*dis-* and *mis-*), documented in P1b (1.34 and 1.35). The data notes that *mistrust* is slightly more active in connotation than *distrust*, suggesting suspicion or active doubt rather than mere absence of confidence, though the two are not sharply differentiated in usage. | morphological | [CORE] |
| *sincere* | *insincere* | N/A | sincere / insincere | *Insincere* is the morphological negation of *sincere* via *in-*, documented in P2a (21.3 and Item 17.3) and P1. P3 Group 4 includes both as person-evaluation terms focused on the match between expressed and actual inner states. The data notes that *insincere* is applied to persons, expressions, and statements to indicate that they are not genuinely felt or meant, or that they conceal a different intention. | morphological | [CORE] |
| *sincerity* | *insincerity* | N/A | sincerity / insincerity | The nominalized form of the *sincere* / *insincere* opposition; documented in P2a. Both forms are used in moral and personal evaluation contexts. | morphological | [CORE] |
| *sincere* | *disingenuous* | N/A | sincere / disingenuous | A lexical opposition documented in P2a (4.4) and P3 (Group 3). *Sincere* asserts genuine feeling or intent; *disingenuous* describes a presentation of false candor that conceals a hidden agenda. The data notes that *disingenuous* is derived through *ingenuous* rather than directly from *genuine* or *sincere*, and that it implies strategic concealment rather than simple absence of sincerity. | lexical | [CORE] |
| *honest* | *dishonest* | N/A | honest / dishonest | *Dishonest* is the morphological negation of *honest* via *dis-*, documented in P2a (Item 18.3). P3 Group 4 includes both as person-evaluation terms. P4a notes that *dis-* is the prefix used for *honest* while *in-* and *un-* are used for Latinate and Germanic bases respectively. | morphological | [CORE] |
| *truthful* | *sincere* | N/A | truthful / sincere | P1 explicitly distinguishes these: *truthful* focuses on the match between a person's statements and external facts, while *sincere* focuses on the match between a person's expressed feelings or intentions and their actual inner states. P3 Group 4 preserves this distinction, noting that a person can be sincere but mistaken. | lexical | [CORE] |
| *truthful* (habitual disposition of persons) | *true* (property of propositions) | N/A | truthful (a person who tells the truth) / true (a statement that corresponds to fact) | A distributional contrast documented in P1 (entries 1 and 25); *true* is primarily applied to statements and propositions, while *truthful* more commonly characterizes persons and their habitual disposition toward honesty. P1 states explicitly: "*truthful* is distinguished from *true* in that it more commonly characterizes persons and their habitual disposition toward honesty." | lexical | [CORE] |
| *faithful* | *unfaithful* | N/A | faithful / unfaithful | *Unfaithful* is the morphological negation of *faithful* via *un-*, documented in P2a (Item 19.3) and P1. P3 Group 7 includes *faithful* as a precision-and-exactness term in the context of translations and reproductions. Both forms operate across personal (marital fidelity), aesthetic (translation fidelity), and religious contexts, with the personal sense now dominant in everyday use. | morphological | [CORE] |
| *fidelity* | *infidelity* | N/A | fidelity / infidelity | A morphological negation pair documented in P1b (Root 3) and P2a; *infidelity* is formed by prefixation of *in-* to *fidelity*. P1b notes that *infidelity* is used primarily in personal and moral contexts for marital unfaithfulness, and historically for religious unbelief, while *fidelity* covers both personal loyalty and accurate reproduction (*high fidelity*). | morphological | [CORE] |
| *fidelity* (personal loyalty) | *fidelity* (accuracy of reproduction: *high fidelity*) | N/A | fidelity (loyalty to a person or commitment) / fidelity (accuracy of audio or visual reproduction) | An intra-lexical contrast documented in P1b (Root 3, Peripheral Extensions) and P3 (Group 11); the same word *fidelity* operates in two distinct domains — interpersonal loyalty and technical reproduction accuracy. P1b flags *high fidelity* as a peripheral extension where the root applies to signal reproduction rather than interpersonal trust. | lexical | [CORE] |
| *perfidious* / *perfidy* | *faithful* / *fidelity* | N/A | perfidious/perfidy (treacherous breach of faith) / faithful/fidelity (loyal, trustworthy) | A lexical opposition within the *fid-* root family, documented in P1b (Root 3, items 14–15) and P3 (Groups 5 and 11); *perfidy* and *perfidious* derive from *per-* + *fid-* (faith broken through or away) and are explicitly contrasted with *faithful* and *fidelity* in the trust domain. P1b notes that *perfidy* in international law refers to acts that invite confidence and then betray it. | lexical | [CORE] |
| *exact* | *inexact* | N/A | exact / inexact | *Inexact* is the morphological negation of *exact* via *in-*, documented in P2a (Item 20.4) and P1. P3 Group 7 includes both as precision-and-exactness terms. P2a also documents the competing nominalizations *inexactness* and *inexactitude*, the latter appearing in the fixed phrase *terminological inexactitude*. P1 and P3 (Group 1) note a distinction between *exact* (no deviation from standard) and *accurate* (correct within a margin), making *inexact* a distinct negation from *inaccurate*. | morphological | [CORE] |
| *exactitude* | *inexactitude* | N/A | exactitude / inexactitude | A morphological negation pair documented in P2a; *inexactitude* is formed by prefixation of *in-* to *exactitude*. P2a and P4a document *exactness* and *exactitude* as competing nominalizations of *exact* with register differentiation: *exactness* is neutral or technical, while *exactitude* is formal or literary, often with a slightly elevated or ironic tone. P2a notes the culturally salient use of *terminological inexactitude* (attributed to Winston Churchill) as a euphemism for a lie, a pragmatic use with no parallel in *exactitude* itself. | morphological | [CORE] |
| *exactness* | *exactitude* | N/A | exactness / exactitude | P2a and P4a document these as competing nominalizations of *exact* with register differentiation: *exactness* is neutral or technical, while *exactitude* is formal or literary, often with a slightly elevated or ironic tone. P4a explicitly flags this pair as a case of register-differentiated competing nominalizations. | lexical | [CORE] |
| *accurate* (tolerates margin: *accurate to within*) | *exact* (no deviation: *exactly right*) | N/A | accurate (within a margin) / exact (without deviation) | A lexical contrast within the fact-correspondence cluster, documented in P3 (Group 1) and P2b (§3.1); *accurate* tolerates a specified margin of error (*accurate to within three percentage points*, *broadly accurate*), while *exact* implies complete correspondence with no deviation (*exact copy*, *exactly right*). The two terms are not interchangeable in precision contexts. | lexical | [CORE] |
| *accurate* | *correct* | N/A | accurate / correct | P1 and P3 (Group 1) distinguish these: *accurate* tends to appear where the question is one of degree of correspondence (measurements, descriptions, representations), while *correct* tends to appear where a definite right answer or norm exists (answers, procedures, forms). The two terms overlap substantially but are not fully interchangeable in all collocational environments. | lexical | [CORE] |
