# CLCA Protocol v3.2 — F1 VOCABULARY TABLE
# Language: Finnish (fi)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| todella | todella | really, truly (adverb from *todellinen*) | really, truly, actually | Adverbial form emphasizing reality or truth of a statement ("se tapahtui todella" = it really happened). Functions as intensifier and reality-affirming marker. | [CORE] |
| todistaa | todistaa | to prove, to testify (verb derived from *tosi*) | to prove, to demonstrate, to testify, to witness | Used in legal contexts for giving testimony and in general discourse for proving or demonstrating something to be true ("todistaa syyttömyytensä" = prove one's innocence). Central to evidential and legal discourse. | [CORE] |
| todiste | todiste | proof, evidence (noun derived from *todistaa*) | proof, evidence | Refers to evidence or proof that establishes the truth of something ("esittää todisteita" = present evidence). Used in legal, scientific, and everyday argumentative contexts. | [CORE] |
| luotettava | luotettava | reliable, trustworthy (passive participle of *luottaa* = to trust) | reliable, trustworthy, dependable | Describes persons, sources, or things that can be trusted or relied upon ("luotettava lähde" = reliable source). Important in evaluating credibility of information and character. | [CORE] |
| paikkansapitävä | paikkansapitävä | holding its place (compound: *paikkansa* = its place + *pitävä* = holding) | accurate, correct, valid | Formal term describing statements or information that are accurate and correspond to facts ("paikkansapitävä tieto" = accurate information). Common in formal, academic, and journalistic contexts. | [CORE] |
| virhe | virhe | error, mistake | error, mistake, fault | Refers to unintentional errors or mistakes in statements, calculations, or actions ("tehdä virhe" = make a mistake). Distinguished from deliberate falsehood; implies inadvertent incorrectness. | [CORE] |
| virheellinen | virheellinen | erroneous, faulty (derived from *virhe* + adjectival suffix *-llinen*) | erroneous, incorrect, faulty | Describes something containing errors or mistakes ("virheellinen tieto" = erroneous information). Used in formal contexts to characterize incorrect information or flawed reasoning. | [CORE] |
| rehellinen | rehellinen | honest (derived from *rehelä* + suffix *-inen*) | honest, truthful | Describes persons or statements characterized by honesty and truthfulness ("rehellinen ihminen" = honest person). Central moral term for evaluating character and communication. | [CORE] |
| epätosi | epätosi | untrue (prefix *epä-* = un-/non- + *tosi* = true) | untrue, false | Describes statements that are not true or do not correspond to facts ("epätosi väite" = false claim). More formal alternative to *väärä* when specifically denoting lack of truth. | [CORE] |
| vääristää | vääristää | to distort, to falsify (verb derived from *väärä*) | to distort, to falsify, to misrepresent | Describes the act of deliberately or accidentally misrepresenting facts or reality ("vääristää totuutta" = distort the truth). Used when discussing manipulation or inaccurate representation of information. | [CORE] |
| petollinen | petollinen | deceptive, deceitful (derived from *pettää* = to deceive + suffix *-llinen*) | deceptive, deceitful, fraudulent | Describes persons, actions, or appearances that are intended to deceive ("petollinen ulkonäkö" = deceptive appearance). Carries moral condemnation of intentional deception. | [CORE] |
| todenmukaisesti | todenmukaisesti | truthfully, according to truth (adverb: *toden* = truth's + *mukainen* = according to + adverbial *-sti*) | truthfully, accurately, realistically | Adverb describing manner of representation or description that corresponds to reality ("kuvata todenmukaisesti" = describe accurately). Used in contexts requiring faithful representation. | [CORE] |
| todenmukaisuus | todenmukaisuus | truthfulness, verisimilitude (from *toden* genitive of *tosi* + *mukainen* "according to" + noun suffix *-uus*) | truthfulness, verisimilitude, accuracy | Abstract noun referring to quality of conforming to truth or reality ("tarinan todenmukaisuus" = truthfulness of the story). Used in evaluating correspondence to facts or plausibility. | [CORE] |
| oikeellisuus | oikeellisuus | correctness (derived from *oikea* + abstract noun suffix *-llisuus*) | correctness, accuracy | Abstract noun referring to the quality of being correct or accurate ("tiedon oikeellisuus" = accuracy of information). Used in formal contexts evaluating conformity to standards or facts. | [CORE] |
| uskottava | uskottava | believable, credible (passive participle of *uskoa* = to believe) | believable, credible, plausible | Describes statements, persons, or accounts that can reasonably be believed ("uskottava selitys" = credible explanation). Important in evaluating testimony and claims. | [CORE] |
| vale- | vale- | false, fake (prefix) | false, fake, pseudo- | Productive prefix forming compounds indicating falseness or inauthenticity ("valepassi" = fake passport, "valenimi" = pseudonym). Used to mark something as counterfeit or not genuine. | [CORE] |
| väittää | väittää | to claim, to assert | to claim, to assert, to maintain | Verb for making claims or assertions, often with implication that the truth is uncertain or disputed ("hän väittää olevansa syytön" = he claims to be innocent). Neutral to slightly skeptical in tone. | [CORE] |
| väite | väite | claim, assertion (noun from *väittää*) | claim, assertion, statement | Refers to a claim or assertion made, particularly one requiring support or verification ("perusteeton väite" = unfounded claim). Common in argumentative and analytical discourse. | [CORE] |
| todentaa | todentaa | to verify, to authenticate (causative verb from *tosi*) | to verify, to authenticate, to confirm | Describes the act of establishing or confirming the truth or authenticity of something ("todentaa henkilöllisyys" = verify identity). Used in formal, legal, and administrative contexts. | [CORE] |
| harhaanjohtava | harhaanjohtava | misleading (compound: *harhaan* = astray + *johtava* = leading) | misleading, deceptive | Describes information, statements, or representations that lead to false conclusions ("harhaanjohtava mainos" = misleading advertisement). Used in legal and critical discourse about communication. | [CORE] |
| pitää paikkansa | pitää paikkansa | to hold its place (idiomatic expression) | to be true, to be correct, to hold true | Fixed expression meaning that something is true or accurate ("tarina pitää paikkansa" = the story is true). Common idiom for affirming the truth or accuracy of statements. | [CORE] |
| vilpitön | vilpitön | sincere, genuine (negative: *vilpi-* = deceit + *-tön* = without) | sincere, genuine, honest | Describes persons or expressions characterized by sincerity and lack of deceit ("vilpitön hymy" = genuine smile). Used in evaluating authenticity of emotions and intentions. | [CORE] |
| todenperäinen | todenperäinen | truthful, veracious (compound: *toden* = truth's + *perä* = basis + adjectival *-inen*) | truthful, veracious, true | Formal term describing accounts or statements based on truth ("todenperäinen kertomus" = truthful account). Used in formal and literary contexts to characterize veracity. | [CORE] |
| epärehellinen | epärehellinen | dishonest (prefix *epä-* + *rehellinen*) | dishonest, untruthful | Describes persons or actions lacking honesty or characterized by deception. Used in moral and legal evaluations of conduct and character. | [CORE] |
| tosiasiallinen | tosiasiallinen | actual, factual, de facto (tosiasia + -llinen) | actual, factual, de facto | Used to describe what is actually the case in practice, often contrasted with nominal or theoretical status ("tosiasiallinen tilanne" = actual situation, "tosiasiallinen valta" = de facto power). Common in legal, administrative, and analytical discourse. | [CORE] |
| tosiasia | tosiasia | fact (tosi + asia) | fact | Refers to established facts or matters of fact ("kiistaton tosiasia" = indisputable fact). Central term in argumentative, scientific, and legal discourse for distinguishing facts from opinions or interpretations. | [CORE] |
| tosiasiassa | tosiasiassa | in fact, actually, in reality (tosiasia + -ssa) | in fact, actually, in reality | Adverbial expression used to emphasize actual reality versus appearance or expectation ("tosiasiassa hän ei tullut" = in fact he didn't come). Common discourse marker for correcting or clarifying. | [CORE] |
| tosissaan | tosissaan | seriously, in earnest (tosi + -ssa + -an) | seriously, in earnest | Idiomatic expression meaning seriously or not joking ("olla tosissaan" = to be serious, "ottaa tosissaan" = to take seriously). Used to mark sincerity of intent or seriousness of situation. | [CORE] |
| todellisuus | todellisuus | reality (todellinen + -uus) | reality | Abstract noun for reality as opposed to imagination, fiction, or appearance ("palata todellisuuteen" = return to reality). Central philosophical and everyday term for actual state of affairs. | [CORE] |
| todellistaa | todellistaa | to realize, to actualize, to make real (tode- + -lli- + -staa) | to realize, to actualize, to make real | Verb meaning to make something real or actual, to bring into reality ("todellistaa unelma" = realize a dream). Used in contexts of achievement and actualization. | [CORE] |
| todellistua | todellistua | to come true, to be realized, to materialize (tode- + -lli- + -stua) | to come true, to be realized, to materialize | Intransitive verb meaning to become real or actual ("pelot todellistuivat" = fears were realized). Used when possibilities or predictions become actual. | [CORE] |
| todellistuminen | todellistuminen | realization, actualization (tode- + -lli- + -stu- + -minen) | realization, actualization | Noun referring to the process of becoming real or being realized ("unelman todellistuminen" = realization of a dream). Used in formal and philosophical contexts. | [CORE] |
| todistaja | todistaja | witness (todista- + -ja) | witness | Person who testifies or witnesses something ("silminnäkijätodistaja" = eyewitness). Central legal term for person giving testimony. | [CORE] |
| todistajanlausunto | todistajanlausunto | witness testimony, witness statement (todistaja + -n + lausunto) | witness testimony, witness statement | Legal term for formal testimony given by a witness in court or investigation. Used in judicial and investigative contexts. | [CORE] |
| todistelu | todistelu | proving, demonstration, argumentation (todiste + -lu) | proving, demonstration, argumentation | Refers to the act or process of proving or demonstrating, often with connotation of repeated or extensive proving ("turha todistelu" = pointless argumentation). Used in both formal and informal contexts. | [CORE] |
| todistustaakka | todistustaakka | burden of proof (todistus + taakka) | burden of proof | Legal term for the obligation to prove one's claims ("todistustaakka on syyttäjällä" = the burden of proof is on the prosecutor). Technical legal terminology. | [CORE] |
| todistusaineisto | todistusaineisto | evidence, body of evidence (todistus + aineisto) | evidence, body of evidence | Legal and investigative term for the collection of evidence in a case. Used in formal legal and investigative discourse. | [CORE] |
| todistuskappale | todistuskappale | piece of evidence, exhibit (todistus + kappale) | piece of evidence, exhibit | Legal term for a physical piece of evidence presented in court. Technical legal terminology. | [CORE] |
| todistus | todistus | certificate, testimony, proof (todista- + -us) | certificate, testimony, proof | Can refer to official certificates ("koulutodistus" = school certificate), testimony, or proof. Polysemous between documentary evidence and testimonial evidence. | [CORE] |
| todistaa oikeaksi | todistaa oikeaksi | to prove right, to vindicate (todistaa + oikea + -ksi) | to prove right, to vindicate | Expression meaning to demonstrate that someone or something was correct ("aika todisti hänet oikeaksi" = time proved him right). Used in contexts of vindication. | [CORE] |
| todistaa vääräksi | todistaa vääräksi | to prove wrong, to disprove (todistaa + väärä + -ksi) | to prove wrong, to disprove | Expression meaning to demonstrate that something is false or incorrect ("teoria todistettiin vääräksi" = the theory was disproved). Used in scientific and argumentative contexts. | [CORE] |
| todistettavissa | todistettavissa | provable, demonstrable (todiste- + -tta- + -vissa) | provable, demonstrable | Describes something that can be proven or demonstrated ("todistettavissa oleva väite" = provable claim). Used in logical and scientific discourse. | [CORE] |
| todistamaton | todistamaton | unproven, undemonstrated (todista- + -maton) | unproven, undemonstrated | Describes claims or theories that have not been proven ("todistamaton väite" = unproven claim). Used in scientific and critical discourse. | [CORE] |
| todentua | todentua | to be verified, to be confirmed, to prove true (tode- + -ntua) | to be verified, to be confirmed, to prove true | Intransitive verb meaning to be confirmed or verified as true ("epäilyt todentuivat" = suspicions were confirmed). Used when predictions or suspicions turn out to be accurate. | [CORE] |
| todennäköinen | todennäköinen | probable, likely (toden + näköinen) | probable, likely | Describes something that appears likely to be true or to happen ("todennäköinen selitys" = probable explanation). Central term for probability and likelihood. | [CORE] |
| todennäköisesti | todennäköisesti | probably, likely (todennäköinen + -sti) | probably, likely | Adverb expressing probability or likelihood ("hän tulee todennäköisesti huomenna" = he will probably come tomorrow). Common epistemic marker in everyday and formal discourse. | [CORE] |
| todennäköisyys | todennäköisyys | probability, likelihood (todennäköinen + -yys) | probability, likelihood | Abstract noun for probability ("suuri todennäköisyys" = high probability). Used in statistical, scientific, and everyday contexts. | [CORE] |
| toteen | toteen | true, into reality (in fixed expressions) (tote- + -en) | true, into reality (in fixed expressions) | Appears in fixed expressions like "käydä toteen" (come true, be realized) and "näyttää toteen" (demonstrate, prove). Archaic or formal register. | [CORE] |
| totinen | totinen | serious, earnest, solemn (toti- + -nen) | serious, earnest, solemn | Describes serious or solemn demeanor or situation ("totinen ilme" = serious expression). Somewhat archaic or formal, emphasizing gravity rather than truth per se. | [MARGINAL] |
| totisesti | totisesti | truly, verily, indeed (toti- + -sesti) | truly, verily, indeed | Archaic or formal adverb emphasizing truth or sincerity of statement. Used in religious, literary, or very formal contexts. Rare in contemporary everyday speech. | [MARGINAL] |
| toteutua | toteutua | to come true, to be realized, to materialize (tote- + -utua) | to come true, to be realized, to materialize | Verb meaning to become real or actual, especially of plans, predictions, or hopes ("suunnitelma toteutui" = the plan was realized). Common in planning and achievement contexts. | [CORE] |
| toteutus | toteutus | realization, implementation, execution (tote- + -utu- + -s) | realization, implementation, execution | Noun referring to the act or process of realizing or implementing something ("projektin toteutus" = implementation of the project). Common in administrative and project contexts. | [CORE] |
| toteuttaa | toteuttaa | to realize, to implement, to carry out (tote- + -uttaa) | to realize, to implement, to carry out | Transitive verb meaning to make something real or actual, to implement ("toteuttaa suunnitelma" = implement a plan). Common in planning, administrative, and achievement contexts. | [CORE] |
| toteuttaminen | toteuttaminen | realization, implementation (tote- + -utta- + -minen) | realization, implementation | Noun referring to the process of implementing or realizing ("hankkeen toteuttaminen" = implementation of the project). Used in formal and administrative contexts. | [CORE] |
| todeta | todeta | to state, to note, to observe, to ascertain (tode- + -ta) | to state, to note, to observe, to ascertain | Verb meaning to state or observe something as fact ("todeta tosiasiat" = state the facts). Common in formal discourse for making factual statements or observations. | [CORE] |
| toteamus | toteamus | statement, observation, finding (tode- + -ta- + -mus) | statement, observation, finding | Noun for a statement or observation of fact ("lääkärin toteamus" = doctor's finding). Used in formal, medical, and administrative contexts. | [CORE] |
| toteava | toteava | stating, observational, declarative (tode- + -ta- + -va) | stating, observational, declarative | Adjective describing something that states or declares ("toteava lause" = declarative sentence). Used in grammatical and descriptive contexts. | [CORE] |
| tosikko | tosikko | serious person, someone who takes things too seriously (tosi + -kko) | serious person, someone who takes things too seriously | Colloquial term, often mildly pejorative, for someone who is overly serious or literal-minded. Used in informal contexts. | [MARGINAL] |
| tosipoika | tosipoika | real boy, genuine boy (tosi + poika) | real boy, genuine boy | Colloquial expression emphasizing masculinity or boyish qualities. Can be used affectionately or to emphasize authenticity of boyhood characteristics. | [MARGINAL] |
| tositarina | tositarina | true story (tosi + tarina) | true story | Refers to a narrative based on actual events rather than fiction ("elokuva perustuu tositarinaan" = the film is based on a true story). Common in media and entertainment contexts. | [CORE] |
| tositapahtumat | tositapahtumat | real events, actual events (tosi + tapahtumat) | real events, actual events | Refers to events that actually occurred ("perustuu tositapahtumiin" = based on real events). Common in media descriptions and historical accounts. | [CORE] |
| tosielämä | tosielämä | real life (tosi + elämä) | real life | Refers to actual life as opposed to fiction, simulation, or online existence ("tosielämän tilanne" = real-life situation). Common in contemporary discourse distinguishing reality from virtual or fictional contexts. | [CORE] |
| tosiasiallisuus | tosiasiallisuus | factuality, actuality (tosiasiallinen + -uus) | factuality, actuality | Abstract noun referring to the quality of being factual or actual. Used in formal and philosophical discourse. | [CORE] |
| tosimielessä | tosimielessä | seriously, in earnest (tosi + mieli + -ssä) | seriously, in earnest | Adverbial expression meaning seriously or genuinely ("puhua tosimielessä" = speak seriously). Used to emphasize sincerity or seriousness of intent. | [CORE] |
| totuudenmukainen | totuudenmukainen | truthful, veracious, in accordance with truth (totuuden + mukainen) | truthful, veracious, in accordance with truth | Formal term describing statements or accounts that conform to truth ("totuudenmukainen selvitys" = truthful account). Used in legal, journalistic, and official contexts. | [CORE] |
| totuudenmukaisuus | totuudenmukaisuus | truthfulness, veracity (totuudenmukainen + -uus) | truthfulness, veracity | Abstract noun for the quality of conforming to truth. Used in formal evaluation of statements, accounts, or representations. | [CORE] |
| totuudellisuus | totuudellisuus | truthfulness, veracity (totuudellinen + -uus) | truthfulness, veracity | Abstract noun similar to *totuudenmukaisuus*, referring to the quality of being truthful. Somewhat less common, used in formal or philosophical discourse. | [CORE] |
| totuusarvo | totuusarvo | truth value (totuus + arvo) | truth value | Logical and philosophical term for the truth or falsity of a proposition. Technical usage in logic, philosophy, and linguistics. | [CORE] |
| totuuskomissio | totuuskomissio | truth commission (totuus + komissio) | truth commission | Refers to official bodies established to investigate historical injustices or conflicts ("totuus- ja sovintokomissio" = truth and reconciliation commission). Used in political and historical contexts. | [CORE] |
| totuudenetsintä | totuudenetsintä | search for truth, truth-seeking (totuuden + etsintä) | search for truth, truth-seeking | Refers to the process or endeavor of seeking truth, used in philosophical, investigative, and intellectual contexts. Describes both formal inquiry and personal quest for understanding. | [CORE] |
| totuudenjälkeinen | totuudenjälkeinen | post-truth (totuuden + jälkeinen) | post-truth | Recent term describing contemporary political and media discourse where emotional appeal supersedes factual truth. Used in political commentary and media analysis. | [CORE] |
| totuusväite | totuusväite | truth claim (totuus + väite) | truth claim | Philosophical and analytical term for a claim that purports to state truth. Used in academic and critical discourse analyzing assertions and their validity. | [CORE] |
| todistusvoimainen | todistusvoimainen | having evidentiary force, probative (todistus + voima + -inen) | having evidentiary force, probative | Legal term describing evidence that has legal weight or probative value. Technical usage in legal contexts. | [CORE] |
| tosiasioiden vääristäminen | tosiasioiden vääristäminen | distortion of facts (tosiasioiden + vääristäminen) | distortion of facts | Refers to the act of misrepresenting or falsifying facts. Used in legal, journalistic, and critical discourse. | [CORE] |
| tosipohjainen | tosipohjainen | based on fact, fact-based (tosi + pohja + -inen) | based on fact, fact-based | Describes narratives, accounts, or claims grounded in actual events or facts ("tosipohjainen romaani" = novel based on true events). Common in media and literary contexts. | [CORE] |
| tosi-tv | tosi-tv | reality TV (tosi + tv) | reality TV | Genre term for reality television programming. Common in media discussion and entertainment contexts. | [CORE] |
| tosirakkautta | tosirakkautta | true love (tosi + rakkaus + -ta) | true love | Refers to genuine, authentic romantic love as opposed to infatuation or false affection. Used in everyday discourse about relationships and in romantic narratives. | [CORE] |
| oikeasti | oikeasti | really, actually, truly (oikea + -sti) | really, actually, truly | Adverb emphasizing reality or truth of something ("mitä oikeasti tapahtui?" = what really happened?). Very common in spoken Finnish and informal writing. | [CORE] |
| oikeellistaa | oikeellistaa | to correct, to rectify (oikee- + -lli- + -staa) | to correct, to rectify | Verb meaning to make correct or accurate, to rectify errors. Used in editorial, administrative, and technical contexts. | [CORE] |
| oikeus | oikeus | right, justice, court (oikeu- + -s) | right, justice, court | Polysemous term meaning legal right ("ihmisoikeus" = human right), justice as concept, or court of law ("käräjäoikeus" = district court). Central legal and moral term. | [CORE] |
| oikeutettu | oikeutettu | justified, entitled, warranted (oikeu- + -tettu) | justified, entitled, warranted | Describes something that is justified or warranted ("oikeutettu vaatimus" = justified demand). Used in legal, moral, and argumentative contexts. | [CORE] |
| oikeuttaa | oikeuttaa | to justify, to entitle, to warrant (oikeu- + -ttaa) | to justify, to entitle, to warrant | Verb meaning to justify or provide grounds for something ("oikeuttaa toiminta" = justify action). Used in moral, legal, and argumentative discourse. | [CORE] |
| oikeutus | oikeutus | justification, authorization (oikeu- + -tu- + -s) | justification, authorization | Noun referring to justification or authorization for something. Used in formal, legal, and philosophical contexts. | [CORE] |
| oikeamielinen | oikeamielinen | righteous, right-minded, just (oikea + mieli + -nen) | righteous, right-minded, just | Describes person of upright character or righteous disposition. Somewhat archaic or formal, used in moral and religious contexts. | [MARGINAL] |
| oikeamielisyys | oikeamielisyys | righteousness, uprightness (oikeamielinen + -yys) | righteousness, uprightness | Abstract noun for quality of being righteous or upright. Formal or religious register. | [MARGINAL] |
| oikea-aikainen | oikea-aikainen | timely, well-timed (oikea + aika + -inen) | timely, well-timed | Describes something occurring at the right or appropriate time ("oikea-aikainen apu" = timely help). Used in contexts of timing and appropriateness. | [CORE] |
| oikeakätinen | oikeakätinen | right-handed (oikea + käti + -nen) | right-handed | Describes person who uses right hand as dominant hand. Literal directional use of *oikea*. | [MARGINAL] |
| oikeaoppinen | oikeaoppinen | orthodox (oikea + oppi + -nen) | orthodox | Describes adherence to correct or orthodox doctrine ("oikeaoppinen tulkinta" = orthodox interpretation). Used in religious and ideological contexts. | [CORE] |
| oikeaoppisuus | oikeaoppisuus | orthodoxy (oikeaoppinen + -uus) | orthodoxy | Abstract noun for orthodoxy or adherence to correct doctrine. Used in religious and ideological discourse. | [CORE] |
| oikeudenmukainen | oikeudenmukainen | just, fair (oikeuden + mukainen) | just, fair | Describes something that accords with justice or fairness ("oikeudenmukainen päätös" = just decision). Central moral and legal term. | [CORE] |
| oikeudenmukaisuus | oikeudenmukaisuus | justice, fairness (oikeudenmukainen + -uus) | justice, fairness | Abstract noun for justice or fairness as principle. Central philosophical and legal concept. | [CORE] |
| oikeusjuttu | oikeusjuttu | legal case, lawsuit (oikeus + juttu) | legal case, lawsuit | Refers to a legal case or lawsuit ("nostaa oikeusjuttu" = file a lawsuit). Common legal terminology. | [CORE] |
| oikeusistuin | oikeusistuin | court of law, tribunal (oikeus + istuin) | court of law, tribunal | Formal term for court of law. Used in legal and administrative contexts. | [CORE] |
| oikaiseminen | oikaiseminen | correction, rectification (oikai- + -se- + -minen) | correction, rectification | Noun referring to act of correcting or rectifying ("virheen oikaiseminen" = correction of error). Used in editorial and administrative contexts. | [CORE] |
| oikaista | oikaista | to correct, to rectify, to straighten (oikai- + -sta) | to correct, to rectify, to straighten | Verb meaning to correct errors or straighten something ("oikaista virhe" = correct an error). Used in both literal (physical straightening) and figurative (correction) senses. | [CORE] |
| oikaisu | oikaisu | correction, rectification (oikai- + -su) | correction, rectification | Noun for correction or rectification ("julkaista oikaisu" = publish a correction). Common in journalistic and administrative contexts. | [CORE] |
| oikea puoli | oikea puoli | right side (oikea + puoli) | right side | Refers to the right side directionally or the correct/proper side of something. Literal directional use. | [MARGINAL] |
| oikeanpuoleinen | oikeanpuoleinen | right-side, on the right (oikean + puoli + -inen) | right-side, on the right | Describes location on the right side ("oikeanpuoleinen liikenne" = right-side traffic). Directional usage, not correctness. | [CORE] |
| oikealla | oikealla | on the right (oikea + -lla) | on the right | Adverbial expression indicating location or direction to the right ("käänny oikealle" = turn right). Directional usage. | [CORE] |
| oikea käsi | oikea käsi | right hand; right-hand person (idiom) (oikea + käsi) | right hand; right-hand person (idiom) | Literal meaning is right hand (directional). Idiomatically means a trusted assistant or indispensable helper ("hän on minun oikea käteni" = he/she is my right hand). Both literal and figurative usage common. | [CORE] |
| oikeuslaitos | oikeuslaitos | judicial system, judiciary (oikeus + laitos) | judicial system, judiciary | Refers to the system of courts and legal institutions. Technical legal and administrative term. | [CORE] |
| oikeustiede | oikeustiede | jurisprudence, legal science (oikeus + tiede) | jurisprudence, legal science | Academic term for the study of law as a discipline. Used in university and scholarly contexts. | [CORE] |
| oikeusturva | oikeusturva | legal protection, legal security (oikeus + turva) | legal protection, legal security | Legal term referring to protection of legal rights and access to justice. Used in legal and constitutional discourse. | [CORE] |
| oikeusvaltioperiaate | oikeusvaltioperiaate | rule of law principle (oikeus + valtio + periaate) | rule of law principle | Constitutional and political term for the principle that state power is subject to law. Technical usage in legal and political discourse. | [CORE] |
| oikeakielisyys | oikeakielisyys | linguistic correctness, proper language use (oikea + kieli + -syys) | linguistic correctness, proper language use | Refers to conformity to standard or correct language norms. Used in linguistic prescription and language planning contexts. | [CORE] |
| oikeakielinen | oikeakielinen | linguistically correct, in proper language (oikea + kieli + -inen) | linguistically correct, in proper language | Describes language use that conforms to standard norms ("oikeakielinen ilmaus" = correct expression). Used in language teaching and editing. | [CORE] |
| oikeisto | oikeisto | the right (political), right wing (oikea + -isto) | the right (political), right wing | Political term for right-wing parties or ideology. Standard political vocabulary. | [MARGINAL] |
| oikotie | oikotie | shortcut (oiko- + tie) | shortcut | A shorter or more direct route. Used both literally for physical paths and metaphorically for quicker methods. | [MARGINAL] |
| vääryys | vääryys | injustice, wrong (väär- + -yys) | injustice, wrong | Refers to injustice or wrongdoing, particularly moral wrong ("kärsiä vääryyttä" = suffer injustice). Used in moral and legal discourse about wrongdoing. | [CORE] |
| väärentää | väärentää | to forge, to counterfeit, to falsify (väär- + -entää) | to forge, to counterfeit, to falsify | Verb meaning to create false or counterfeit versions of documents, signatures, or objects ("väärentää allekirjoitus" = forge a signature). Legal and criminal terminology. | [CORE] |
| väärennös | väärennös | forgery, counterfeit, fake (väär- + -ennö- + -s) | forgery, counterfeit, fake | Noun for forged or counterfeit object or document ("taide väärennös" = art forgery). Used in legal, art, and authentication contexts. | [CORE] |
| väärennösteko | väärennösteko | forgery (crime) (väärennös + teko) | forgery (crime) | Legal term for the crime of forgery. Technical legal terminology. | [CORE] |
| väärennösrikos | väärennösrikos | forgery (as a crime), counterfeiting offense (väärennös + rikos) | forgery (as a crime), counterfeiting offense | Legal term for the crime of forgery or counterfeiting. Technical legal usage. | [CORE] |
| väärentäjä | väärentäjä | forger, counterfeiter (väären- + -täjä) | forger, counterfeiter | Person who creates forgeries or counterfeits. Used in legal and criminal contexts. | [CORE] |
| vääristymä | vääristymä | distortion, deformation (vääri- + -sty- + -mä) | distortion, deformation | Noun for distortion or deformation, used for both physical distortions and distortions of information ("kuvan vääristymä" = image distortion). Technical and analytical term. | [CORE] |
| vääristyä | vääristyä | to become distorted, to be distorted (vääri- + -styä) | to become distorted, to be distorted | Intransitive verb meaning to become distorted or warped ("totuus vääristyy" = truth becomes distorted). Used for both physical and informational distortion. | [CORE] |
| vääristely | vääristely | distortion, misrepresentation (vääri- + -ste- + -ly) | distortion, misrepresentation | Noun for act of distorting or misrepresenting, often with connotation of repeated or systematic distortion ("tosiasioiden vääristely" = distortion of facts). Used in critical and analytical discourse. | [CORE] |
| vääristellä | vääristellä | to distort repeatedly, to misrepresent (vääris- + -tellä) | to distort repeatedly, to misrepresent | Frequentative form suggesting repeated or habitual distortion. Often carries negative connotation. | [CORE] |
| vääristynyt | vääristynyt | distorted, warped (vääri- + -sty- + -nyt) | distorted, warped | Participle describing something that has become distorted ("vääristynyt kuva" = distorted image). Used for both physical and figurative distortion. | [CORE] |
| väärin ymmärtää | väärin ymmärtää | to misunderstand (väärin + ymmärtää) | to misunderstand | Expression meaning to understand incorrectly ("väärin ymmärtää tarkoitus" = misunderstand the intention). Common in everyday discourse about communication failures. | [CORE] |
