# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 2.2 | tieto vääristyy | tieto vääristyy | [CORE] | Common in critical discourse about information quality. |
| 2.2 | kuva vääristyy | kuva vääristyy | [CORE] | Used for both abstract and concrete distortion. |
| 2.3 | valhe paljastuu | valhe paljastuu | [CORE] | Common in investigative/narrative contexts. |
| 2.3 | valhe tulee ilmi | valhe tulee ilmi | [CORE] | Formal/legal contexts. |
| 2.3 | väärennös paljastuu | väärennös paljastuu | [CORE] | Common in authentication/legal contexts. |
| 3.1 | todistaa väite todeksi | todistaa väite todeksi | [MARGINAL] | Rare construction. Todistaa oikeaksi much more common. |
| 3.1 | todistaa väite oikeaksi | todistaa väite oikeaksi | [CORE] | Common in legal/academic/argumentative contexts. |
| 3.1 | todistaa syyttömyytensä | todistaa syyttömyytensä | [CORE] | Very common in legal contexts. |
| 3.2 | todentaa henkilöllisyys | todentaa henkilöllisyys | [CORE] | Standard in administrative/official contexts. |
| 3.2 | todentaa tiedot | todentaa tiedot | [CORE] | Common in administrative/investigative contexts. |
| 3.2 | todentaa väitteet | todentaa väitteet | [CORE] | Formal/investigative contexts. |
| 3.3 | toteuttaa suunnitelma | toteuttaa suunnitelma | [CORE] | Very common in planning/administrative contexts. |
| 3.3 | toteuttaa unelma | toteuttaa unelma | [CORE] | Common in achievement/aspirational contexts. |
| 3.3 | todellistaa unelma | todellistaa unelma | [CORE] | More abstract/philosophical than toteuttaa. |
| 3.3 | todellistaa mahdollisuus | todellistaa mahdollisuus | [CORE] | Formal/philosophical contexts. |
| 3.4 | todeta tosiasiat | todeta tosiasiat | [CORE] | Formal/professional contexts. |
| 3.4 | todeta tilanne | todeta tilanne | [CORE] | Common in formal/analytical contexts. |
| 3.4 | lääkäri toteaa kuoleman | lääkäri toteaa kuoleman | [CORE] | Standard medical/official terminology. |
| 4.1 | todistaa väite vääräksi | todistaa väite vääräksi | [CORE] | Very common in scientific/argumentative contexts. |
| 4.1 | todistaa teoria vääräksi | todistaa teoria vääräksi | [CORE] | Common in scientific contexts. |
| 4.1 | todistaa epäilyt vääriksi | todistaa epäilyt vääriksi | [CORE] | Common in investigative/legal contexts. |
| 4.2 | vääristää totuutta | vääristää totuutta | [CORE] | Common in critical/moral discourse. |
| 4.2 | vääristää tosiasioita | vääristää tosiasioita | [CORE] | Common in critical/analytical discourse. |
| 4.2 | vääristää sanoja | vääristää sanoja | [CORE] | Common in critical discourse about misquotation. |
| 4.2 | vääristää kuvaa | vääristää kuvaa | [CORE] | Common in media criticism. |
| 4.3 | väärentää allekirjoitus | väärentää allekirjoitus | [CORE] | Standard legal/criminal terminology. |
| 4.3 | väärentää asiakirja | väärentää asiakirja | [CORE] | Standard legal terminology. |
| 4.3 | väärentää raha | väärentää raha | [CORE] | Standard criminal terminology. |
| 4.4 | väärentää todisteet | väärentää todisteet | [CORE] | Legal/investigative contexts. |
| 4.4 | vääristää tulokset | vääristää tulokset | [CORE] | Common in scientific/analytical contexts. |
| 5.1 | paljastaa totuus | paljastaa totuus | [CORE] | Common in journalistic/narrative contexts. |
| 5.1 | paljastaa valhe | paljastaa valhe | [CORE] | Common in investigative contexts. |
| 5.1 | selvittää totuus | selvittää totuus | [CORE] | Common in investigative contexts. |
| 5.1 | tuoda totuus ilmi | tuoda totuus ilmi | [CORE] | Formal/legal contexts. |
| 5.2 | salata totuus | salata totuus | [CORE] | Common in moral/investigative discourse. |
| 5.2 | piilottaa totuus | piilottaa totuus | [CORE] | Common across registers. |
| 5.2 | vaieta totuudesta | vaieta totuudesta | [CORE] | Formal/literary register. |
| 6.1 | korjata virhe | korjata virhe | [CORE] | Very common across all registers. |
| 6.1 | oikaista virhe | oikaista virhe | [CORE] | More formal than korjata. |
| 6.1 | korjata väärä tieto | korjata väärä tieto | [CORE] | Common in editorial/administrative contexts. |
| 6.2 | oikaista väärä käsitys | oikaista väärä käsitys | [CORE] | Common in explanatory contexts. |
| 6.2 | korjata väärinkäsitys | korjata väärinkäsitys | [CORE] | Common in interpersonal contexts. |
| 6.2 | selvittää väärinkäsitys | selvittää väärinkäsitys | [CORE] | Common in clarification contexts. |
| 7.1 | väite pitää edelleen paikkansa | väite pitää edelleen paikkansa | [CORE] | Common when emphasizing continued validity. |
| 7.1 | totuus pysyy muuttumattomana | totuus pysyy muuttumattomana | [CORE] | Formal/philosophical contexts. |
| 7.1 | tieto on edelleen paikkaansapitävä | tieto on edelleen paikkaansapitävä | [CORE] | Formal register. |
| 7.2 | lähde on edelleen luotettava | lähde on edelleen luotettava | [CORE] | Common across registers. |
| 7.2 | tieto pysyy oikeana | tieto pysyy oikeana | [CORE] | Standard across registers. |
| 7.2 | väite on yhä paikkaansapitävä | väite on yhä paikkaansapitävä | [CORE] | Formal register. |
| 7.3 | totuus kestää | totuus kestää | [CORE] | Philosophical/proverbial contexts. |
| 7.3 | totuus säilyy | totuus säilyy | [CORE] | Formal/philosophical contexts. |
| 7.3 | tosiasiat eivät muutu | tosiasiat eivät muutu | [CORE] | Philosophical/argumentative contexts. |
| 8.1 | väite ei enää pidä paikkaansa | väite ei enää pidä paikkaansa | [CORE] | Common across registers. |
| 8.1 | tieto ei ole enää paikkaansapitävä | tieto ei ole enää paikkaansapitävä | [CORE] | Formal register. |
| 8.1 | teoria menettää pätevyytensä | teoria menettää pätevyytensä | [CORE] | Formal/academic contexts. |
| 8.2 | tieto vanhenee | tieto vanhenee | [CORE] | Common in technical/analytical contexts. |
| 8.2 | väite menettää merkityksensä | väite menettää merkityksensä | [CORE] | Formal/analytical contexts. |
| 9.1 | totuus vähitellen selviää | totuus vähitellen selviää | [CORE] | Common in narrative/analytical contexts. |
| 9.1 | asia käy vähitellen selväksi | asia käy vähitellen selväksi | [CORE] | Common in explanatory contexts. |
| 9.1 | tieto vähitellen todentuu | tieto vähitellen todentuu | [CORE] | Formal/investigative contexts. |
| 9.2 | totuus vähitellen vääristyy | totuus vähitellen vääristyy | [CORE] | Analytical/critical discourse. |
| 9.2 | tieto hiljalleen muuttuu epätarkaksi | tieto hiljalleen muuttuu epätarkaksi | [CORE] | Analytical discourse. |
| 10.1 | väite on osoittautunut todeksi | väite on osoittautunut todeksi | [CORE] | Very common across all registers. |
| 10.1 | ennustus on toteutunut | ennustus on toteutunut | [CORE] | Common across registers. |
| 10.1 | totuus on paljastunut | totuus on paljastunut | [CORE] | Common in narrative/journalistic contexts. |
| 10.2 | totuus on paljastumassa | totuus on paljastumassa | [CORE] | Common in narrative/journalistic contexts. |
| 10.2 | väite on osoittautumassa todeksi | väite on osoittautumassa todeksi | [CORE] | Common for emphasizing ongoing process. |
| 11.1 | väite voi osoittautua todeksi | väite voi osoittautua todeksi | [CORE] | Common across registers. |
| 11.1 | pelko voi todellistua | pelko voi todellistua | [CORE] | Common for expressing possibility. |
| 11.1 | ennustus saattaa toteutua | ennustus saattaa toteutua | [CORE] | Common for expressing possibility. |
| 11.2 | tieto pitää todentaa | tieto pitää todentaa | [CORE] | Formal/administrative registers. |
| 11.2 | väitteet tulisi todistaa | väitteet tulisi todistaa | [CORE] | Formal/instructional contexts. |
| 12.1 | väite ei osoittaudu todeksi | väite ei osoittaudu todeksi | [CORE] | Common across registers. |
| 12.1 | ennustus ei toteudu | ennustus ei toteudu | [CORE] | Common for failed predictions. |
| 12.1 | pelko ei todellistu | pelko ei todellistu | [CORE] | Common for unrealized fears. |
| 12.2 | väitettä ei voida todistaa | väitettä ei voida todistaa | [CORE] | Formal/academic registers. |
| 12.2 | tietoa ei voi todentaa | tietoa ei voi todentaa | [CORE] | Formal/investigative contexts. |
| 12.2 | väite ei ole todistettavissa | väite ei ole todistettavissa | [CORE] | Formal/academic registers. |
| 13.1 | jos väite todistetaan, se osoittautuu todeksi | jos väite todistetaan, se osoittautuu todeksi | [CORE] | Common in logical/argumentative discourse. |
| 13.1 | jos tieto todentuu, väite pitää paikkansa | jos tieto todentuu, väite pitää paikkansa | [CORE] | Common in analytical contexts. |
| 13.2 | väite osoittautuisi todeksi | väite osoittautuisi todeksi | [CORE] | Common in speculative discourse. |
| 13.2 | tieto todentuisi | tieto todentuisi | [CORE] | Common in hypothetical contexts. |
| 14.1 | tehdä todemmaksi | tehdä todemmaksi | [MARGINAL] | Rare/unnatural. Finnish treats truth as binary. |
| 14.1 | osoittautua osittain todeksi | osoittautua osittain todeksi | [CORE] | Descriptive phrase, not dedicated construction. |
| 14.1 | ei tule todeksi | ei tule todeksi | [CORE] | Standard negation for non-realization. |
| 14.1 | pysyy vääränä | pysyy vääränä | [CORE] | Less common than negated truth-maintenance. |
