| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **3. ADNOMINAL MODIFICATION** — [Adjective stem] + -(으)ㄴ + [Noun] | 진정성 있는 사과 | jinjeonseong inneun saga | "A sincere apology / A genuine apology" | Common in evaluative discourse, media commentary, and public apology contexts. The participial 있는 is the standard attributive form of 있다 in this pattern. | [CORE] |
| **3. ADNOMINAL MODIFICATION** — Adjective stem + -(으)ㄴ + Noun (하다-adjective) | 정확한 정보 | jeonghwakan jeongbo | "accurate information" | Highly productive with Sino-Korean 하다-adjectives in the truth domain; common across journalistic, academic, and everyday registers. No postnominal alternative exists in Korean. | [CORE] |
| **3. ADNOMINAL MODIFICATION** — Adjective stem + -(으)ㄴ + Noun (native adjective) | 올바른 판단 | olbareun pandan | "correct judgment" | Native adjective stems follow standard conjugation patterns; this form is common in formal and evaluative contexts. Irregular stems (e.g., 올바르다) require attention to conjugation. No postnominal alternative exists in Korean. | [CORE] |
| **4. BECOME / INCHOATIVE** — [Noun] + (으)로 + 드러나다/밝혀지다/판명되다 | 진실이 드러나다 | jinsil-i deureonada | "The truth emerges / The truth is exposed" | Common in narrative, journalistic, and investigative contexts; 드러나다 carries a stronger sense of unwanted exposure compared to 밝혀지다. | [CORE] |
| **4. BECOME / INCHOATIVE** — [Noun] + (으)로 + 드러나다/밝혀지다/판명되다 | 가짜로 판명되다 | gajja-ro panmyeong-doeda | "To be determined to be fake / To be found counterfeit" | Frequent in formal, legal, and journalistic registers; 판명되다 carries an official or authoritative determination sense not shared by 드러나다 or 밝혀지다. The -로 resultant-state particle is obligatory in this construction. | [CORE] |
| **4. BECOME / INCHOATIVE** — Noun + (으)로 밝혀지다 | 그 주장이 허위로 밝혀졌다 | geu jujangi heowiro balkyeojyeossda | "That claim was revealed to be false." | Common in journalistic and legal reporting contexts; 밝혀지다 is the most frequent of the three inchoative verbs in the truth domain. The Noun + (이)라는 것이 밝혀지다 embedded clause variant is also attested. | [CORE] |
| **4. BECOME / INCHOATIVE** — Noun + (으)로 판명되다 | 가짜로 판명되었다 | gajjaro panmyeongdoeeossda | "It was determined to be fake." | Characteristic of formal, legal, and investigative contexts; slightly more formal in register than 밝혀지다. | [CORE] |
| **4. BECOME / INCHOATIVE** — General inchoative (되다) | 계약이 무효가 되다 | gyeyagi muhyoga doeda | "The contract becomes void." | Common in legal, administrative, and everyday contexts; 되다 is the general-purpose inchoative and is not restricted to the truth domain. | [CORE] |
| **5. CAUSATIVE** — [Agent] + 이/가 + [Truth-domain noun] + 을/를 + 밝히다/숨기다/왜곡하다 | 진실을 밝히다 | jinsil-eul balkhida | "To reveal the truth / To bring the truth to light" | Highly frequent across registers; 밝히다 is the canonical transitive verb for truth-revelation and appears in everyday speech, journalism, and formal discourse. No morphological causative suffix is available in this domain. | [CORE] |
| **5. CAUSATIVE** — [Agent] + 이/가 + [Truth-domain noun] + 을/를 + 밝히다/숨기다/왜곡하다 | 진실을 숨기다 | jinsil-eul sumgida | "To conceal the truth / To hide the truth" | Common across registers; 숨기다 is the standard transitive verb for concealment. 왜곡하다 and 외면하다 occupy more specific semantic niches (distortion and avoidance respectively) and are more restricted to formal or journalistic use. | [CORE] |
| **5. CAUSATIVE** — Noun + 하다 (transitive, act-denoting base) | 거짓말하다 | geojitmal-hada | "to lie" | Fully lexicalized and common across all registers; the standard verb for the act of lying in Korean. Restricted to nominal bases denoting deliberate acts rather than states. | [CORE] |
| **5. CAUSATIVE** — Noun + 하다 (transitive, act-denoting base) | 위조하다 | wijo-hada | "to forge / to counterfeit" | Common in legal and formal contexts; restricted to nominal bases denoting deliberate acts rather than states. | [CORE] |
| **5. CAUSATIVE** — -화하다 causative (Sino-Korean base) | 계약을 무효화하다 | gyeyageul muhyohwa hada | "To invalidate the contract / to render the contract void." | Productive and idiomatic with Sino-Korean bases in formal, legal, and policy discourse. Transitive; takes object with 을/를. Not available with native Korean bases (no *진짜화하다, *옳화하다). | [CORE] |
| **5. CAUSATIVE** — -화하다 causative (Sino-Korean base) | 마리화나를 합법화하다 | marihwanareul hapbeophwa hada | "To legalize marijuana." | Same pattern as 무효화하다; common in policy and journalistic registers. Not available with native Korean bases. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — [Sino-Korean base] + 성(性) | 진실성 | jinsilseong | "Truthfulness / The quality of being truthful" | Productive with Sino-Korean bases across academic, journalistic, and formal registers; not available for native Korean bases. The resulting nouns participate in the 있다/없다 evaluative frame (진실성이 있다/없다). | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — [Sino-Korean base] + 성(性) | 타당성 | tadangseong | "Validity / Soundness as a quality" | Frequent in academic, legal, and evaluative discourse; 타당성 is particularly common in argumentation contexts. The -음 nominalization pattern (올바름, 틀림) is the native-base counterpart and is in complementary distribution. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — [Sino-Korean base] + 성(性) | 신뢰성 | sinloeseong | "reliability / trustworthiness" | Same productivity and register distribution as 진실성; the 성 suffix is the default abstract nominalizer for this domain. Common in formal, academic, journalistic, and legal registers. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — [Sino-Korean base] + 성(性) | 정확성을 높이다 | jeonghwakseong eul nopida | "To improve accuracy / to raise the level of precision." | Highly productive with Sino-Korean bases across formal, academic, and journalistic registers. Combines readily with scalar predicates (높이다, 낮추다, 평가하다). | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — Adjective stem + -(으)ㅁ | 올바름 | olbareum | "rightness / correctness" | Restricted to native adjective stems; appears primarily in philosophical and formal written registers. Not interchangeable with 성-forms. | [MARGINAL] |
| **6. ABSTRACT NOMINALIZATION** — Adjective stem + -(으)ㅁ | 옳음 | oreum | "rightness / correctness" | More formal and philosophical in tone than 올바름; limited to written and academic contexts. | [MARGINAL] |
| **6. ABSTRACT NOMINALIZATION** — Native Korean -(으)ㅁ nominalization | 올바름의 기준 | olbareum ui gijun | "The standard of rightness/correctness." | Less common in everyday use; these forms (올바름, 옳음, 그름) tend toward philosophical or literary registers. Not restricted grammatically but restricted by register and frequency. | [MARGINAL] |
| **7. AGENTIVE NOMINALIZATION** — [거짓말] + 쟁이/꾼 | 거짓말쟁이 | geojitmal-jaengi | "Liar (habitual, pejorative)" | Common in informal and colloquial speech; carries strong pejorative and habitual-agent meaning. Restricted to informal registers; not appropriate in formal or written contexts. Applied habitually rather than to a single act of lying. No parallel truth-teller form is attested; the concept requires periphrastic expression (진실을 말하는 사람). | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — [거짓말] + 쟁이/꾼 | 위조범 | wijobom | "Forger / Counterfeiter (legal register)" | Restricted to formal, legal, and journalistic registers; the Sino-Korean -범 suffix marks criminal agency. No lexicalized agentive form for "truth-teller" is attested; the concept requires periphrastic expression. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — Formal Sino-Korean agentive (-자) | 위선자 | wiseonja | "Hypocrite (person of false virtue; formal)" | Common in written and formal spoken registers; tends toward the negative/false pole. The asymmetry is structurally significant: no common agentive nominalization for "truth-teller" exists parallel to 거짓말쟁이. | [CORE] |
| **8. LIGHT VERB CONSTRUCTION WITH 하다** — [Sino-Korean base] + 하다 | 위조하다 | wijo-hada | "To forge / To counterfeit" | The primary verbalization strategy for Sino-Korean bases; highly productive and appears across all registers. Native Korean bases (진짜, 가짜, 거짓) do not participate in this pattern. | [CORE] |
| **8. LIGHT VERB CONSTRUCTION WITH 하다** — [Sino-Korean base] + 하다 | 정직하다 | jeongjik-hada | "To be honest / To have integrity" | Common across all registers; 정직하다 functions as a stative predicate and is the base for adverbial 정직하게 and 정직히. The exception 거짓말하다 (full compound + 하다) is noted but 거짓 alone does not take 하다. | [CORE] |
| **8. VERB-OBJECT COLLOCATION (LIGHT VERB CONSTRUCTION)** — Truth-domain V-O collocation (reveal) | 진실을 밝히다 | jinsileul balkhida | "To reveal the truth." | Highly productive; the primary means of expressing truth-domain actions. The same nominal participates in multiple collocations (밝히다, 숨기다, 왜곡하다, 외면하다). | [CORE] |
| **8. VERB-OBJECT COLLOCATION (LIGHT VERB CONSTRUCTION)** — Truth-domain V-O collocation (lose) | 신뢰를 잃다 | sinloereul ilta | "To lose trust/credibility." | Common across journalistic, interpersonal, and evaluative contexts. Collocationally fixed; the verb choice is not freely substitutable. | [CORE] |
| **9. STATIVE PREDICATE WITH 되다** — [Nominal base] + 되다 | 모순되다 | mosun-doeda | "To be contradictory / To contradict" | The standard predicate for contradiction; 모순하다 is not attested, making 모순되다 the only available form for this concept. Frequent in argumentative and academic discourse. | [CORE] |
| **9. STATIVE PREDICATE WITH 되다** — [Nominal base] + 되다 | 거짓되다 | geojit-doeda | "To be false / To be deceitful" | Less frequent than 거짓이다 or 거짓말이다 in everyday speech; tends toward literary or formal written registers. Where both -하다 and -되다 forms exist, -되다 carries a stative or inherent-quality reading distinct from the more agentive -하다 form. | [MARGINAL] |
| **9. SCALAR PREDICATIVE COLLOCATION** — Abstract quality noun + 이/가 있다 | 진정성이 있다 | jinjeongseong-i itda | "to have sincerity / to be authentic" | The primary predication strategy for 성-nominalized quality nouns in the truth domain; common across spoken and written registers. Treats the property as a binary possession. This construction is restricted to nominal bases denoting assessable properties (신빙성, 타당성, 진정성, 근거, 신뢰도); not available for all truth-domain nominals. | [CORE] |
| **9. SCALAR PREDICATIVE COLLOCATION** — Abstract quality noun + 이/가 없다 | 신빙성이 없다 | sinbyeongseong-i eopda | "to lack credibility / to be implausible" | Equally productive as the affirmative form; the standard negative predication for abstract quality nouns. Highly frequent in evaluative and journalistic contexts. | [CORE] |
| **9. SCALAR PREDICATIVE COLLOCATION** — Abstract quality noun + 이/가 높다 | 신뢰성이 높다 | sinloeseong-i nopda | "credibility is high" | Common in journalistic, legal, and scientific evaluation contexts; 성-forms and 도-forms both participate in this construction. | [CORE] |
| **9. SCALAR PREDICATIVE COLLOCATION** — Abstract quality noun + 이/가 낮다 | 정확도가 낮다 | jeonghwakdoga natda | "accuracy is low" | The 도 (度) suffix is more frequent in this scalar construction than 성-forms, reflecting its association with quantifiable degree. | [CORE] |
| **9. SCALAR PREDICATIVE COLLOCATION** — Existential possession frame (있다/없다) | 신빙성이 있다 / 없다 | sinbyeongseong i itda / eopda | "To be credible / to lack credibility." | Common in evaluative, journalistic, and legal discourse; treats the property as a binary possession. Restricted to nominal bases denoting assessable properties; 사실이 있다 does not function equivalently. | [CORE] |
| **9. SCALAR PREDICATIVE COLLOCATION** — Scalar degree frame (높다) | 신뢰도가 높다 | sinloedo ga nopda | "To have high credibility/trustworthiness." | Common in evaluative and analytical contexts; treats the property as a scalar quantity. The -도 suffix on 신뢰도 (degree/level of trust) is characteristic of nominals that participate in this frame. | [CORE] |
| **10. ADVERBIAL FORMATION** — [Sino-Korean base] + 히 | 정확히 말하면 | jeonghwaki malhamyeon | "To be precise / Strictly speaking" | Common in spoken and written discourse as a precision marker; 정확히 is particularly frequent as a discourse-level adverbial. The -히 suffix is not freely productive and attaches only to a restricted subset of Sino-Korean bases. Not interchangeable with 하게 for all bases. | [CORE] |
| **10. ADVERBIAL FORMATION** — [-하다 stem] + 게 | 정직하게 | jeongjik-hage | "Honestly / In an honest manner" | The most broadly available adverbial strategy in this domain; more common in spoken registers than -히 forms. Available wherever a -하다 predicate exists; not restricted by base type within the Sino-Korean class. | [CORE] |
| **10. ADVERBIAL FORMATION** — [Nominal] + 로/으로 | 실제로 일어난 일 | siljero ileonan il | "What actually happened" | Highly frequent across registers; 실제로 and 사실상 are among the most common actuality adverbials in Korean. 진실로 and 진정으로 are more restricted to formal, literary, or emphatic contexts and are less common in everyday speech. | [CORE] |
| **10. ADVERBIAL MANNER MODIFICATION** — Adjective stem + 히 | 정확히 말하다 | jeonghwaki malhada | "to speak exactly / to state precisely" | Restricted to a limited set of Sino-Korean bases; 정확히 is the primary truth-domain example. Not interchangeable with 하게 for all bases. | [CORE] |
| **10. ADVERBIAL MANNER MODIFICATION** — Adjective stem + 하게 | 정직하게 말하다 | jeongjik-hage malhada | "to speak honestly" | Productive across all 하다-adjectives in the truth domain; common in both spoken and written registers with no observable restriction. | [CORE] |
| **10. ADVERBIAL MANNER MODIFICATION** — Noun + (으)로 | 진정으로 사과하다 | jinjeong-euro sagwa-hada | "to apologize sincerely" | Applies to nominal bases that do not form 하다-adjectives; common with 진정으로, 진심으로, 허위로, 가짜로. Particularly frequent in formal and written contexts. | [CORE] |
| **10. ADVERBIAL MANNER MODIFICATION** — Noun + (으)로 | 진심으로 감사하다 | jinsimeuro gamsahada | "to thank sincerely / from the heart" | Same pattern as 진정으로 사과하다; 진심으로 is highly conventionalized and common across registers. | [CORE] |
| **11. DISCOURSE-FRAMING CONSTRUCTION** — Noun/Adverb + (을/를) 말하자면 | 정확히 말하자면 | jeonghwaki malhajamyeon | "to be precise / strictly speaking" | Highly conventionalized pragmatic marker; common across spoken and written registers as a framing device for correction or precision. 말하다면 is attested as a variant alongside 말하자면. | [CORE] |
| **11. DISCOURSE-FRAMING CONSTRUCTION** — Noun/Adverb + (을/를) 말하자면 | 사실을 말하자면 | sasireul malhajamyeon | "to tell the truth / the fact of the matter is" | Functions as a frank-disclosure marker; common in both spoken conversation and written argumentation. No register restriction observed. | [CORE] |
| **12. POLAR OPPOSITION FRAMING** — Noun₁ + 과/와 + Noun₂ (coordinated nominal pair) | 진실과 거짓 | jinsil-gwa geojit | "truth and falsehood" | Highly conventionalized fixed collocation; common in moral, philosophical, and rhetorical contexts. Not freely productive with arbitrary truth-domain noun pairs. | [CORE] |
| **12. POLAR OPPOSITION FRAMING** — Adjective stem coordination | 옳고 그름 | olko geureum | "right and wrong" | Fixed collocation combining a verbal/adjectival coordinate with a nominalized form; common in ethical and evaluative discourse. | [CORE] |
