| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| 정확 (jeonghwak) | 정확한 | jeonghwak-an | 정확하다(to be accurate) + ㄴ/은(attributive adjectival ending) | accurate, precise, exact (attributive adjective) | Extremely common attributive form. Appears in 정확한 정보 (accurate information), 정확한 수치 (exact figure), 정확한 시간 (exact time). | [CORE] |
| 정확 (jeonghwak) | 정확성 | jeonghwakseong | 正確(accuracy) + 性(-ness, abstract quality) | accuracy, precision, exactness as a quality | Used in academic, scientific, and evaluative discourse to refer to the property of being accurate or precise. Appears in discussions of measurement, translation, and reporting. Appears in 정확성을 높이다 (to improve accuracy). | [CORE] |
| 정확 (jeonghwak) | 정확히 | jeonghwaki | 正確(accuracy) + 히(adverbial suffix) | accurately, exactly, precisely | Adverbial form used to modify verbs and adjectives, indicating that something is done or stated with precision. Extremely common in everyday speech and formal writing. Appears in 정확히 말하면 (to be precise, literally "if one speaks accurately"). | [CORE] |
| 정확 (jeonghwak) | 정확도 | jeonghwakdo | 正確(accuracy) + 度(degree/measure) | degree of accuracy, accuracy rate | Used in scientific, technical, and evaluative contexts to refer to a measurable or assessable level of accuracy. Common in statistics, testing, and quality evaluation. | [CORE] |
| 정확 (jeonghwak) | 부정확 | bujeonghwak | 不(negating prefix) + 正確(accuracy) | inaccuracy, imprecision | The negated nominal form, used to characterize a statement, measurement, or representation as lacking accuracy. Appears in 부정확한 정보 (inaccurate information). Participates in 부정확하다 (to be inaccurate), 부정확성 (inaccuracy as a quality). | [CORE] |
| 정확 (jeonghwak) | 부정확하다 | bujeonghwak-hada | 부정확(inaccurate) + 하다(verbal/adjectival copula) | to be inaccurate, to be imprecise | Predicative form of 부정확. Used to evaluate a statement or measurement as lacking precision. Common in scientific, journalistic, and everyday contexts. | [CORE] |
| 정확 (jeonghwak) | 부정확성 | bujeonghwakseong | 부정확(inaccurate) + 性(nominalizing suffix) | inaccuracy (as a quality) | Used in evaluative and critical contexts to name the property of being inaccurate. Less frequent than 정확성 but attested in academic and journalistic writing. | [CORE] |
| 올바르다 (olbareuda) | 올바른 | olbareun | 올바르-(stem: right/correct) + -ㄴ(adnominal suffix) | right, correct, proper, upright (attributive adjective) | Very common attributive form used in moral and civic discourse. Appears in 올바른 행동 (proper conduct), 올바른 판단 (correct judgment), 올바른 가치관 (proper values). | [CORE] |
| 올바르다 (olbareuda) | 올바름 | olbareum | 올바르-(stem: right/correct) + -음(nominalizing suffix) | rightness, correctness, uprightness, propriety | Nominalization of 올바르다, used to refer to the quality or state of being correct or morally upright. Appears in philosophical, educational, and ethical discourse. Appears in 올바름의 기준 (the standard of rightness). | [CORE] |
| 올바르다 (olbareuda) | 올바로 | olbaro | 올바르-(stem: right/correct) + -로(adverbial particle/suffix) | correctly, rightly, properly, uprightly | Adverbial form used to indicate that something is done in a correct or proper manner. Common in educational, moral, and instructional contexts. | [CORE] |
| 올바르다 (olbareuda) | 올바르게 | olbareuge | 올바르-(stem) + -게(adverbial verbal ending) | correctly, rightly, in a proper manner | Adverbial form produced by the verbal ending -게, used to modify verbs indicating manner. Extremely common in instructional, moral, and everyday contexts: 올바르게 행동하다 (to behave correctly), 올바르게 이해하다 (to understand correctly). | [CORE] |
| 옳다 (olta) | 옳은 | oreun | 옳-(stem) + -은(adnominal suffix) | right, correct, proper (attributive adjective) | Attributive form used to modify nouns. Appears in 옳은 일 (the right thing), 옳은 판단 (correct judgment). Common in moral and epistemic discourse. | [CORE] |
| 옳다 (olta) | 옳게 | olke | 옳-(stem) + -게(adverbializing suffix) | rightly, correctly | Adverbial form used to describe how something is done or judged. Appears in 옳게 판단하다 (to judge correctly). Less frequent than 올바르게 in everyday speech but attested in written and formal registers. | [CORE] |
| 옳다 (olta) | 옳음 | oreum | 옳-(stem) + -음(nominalizing suffix) | rightness, correctness | Nominalized form used in philosophical and ethical discourse to refer to the property of being right or correct. Appears in discussions of moral philosophy and normative theory, often in contrast with 그름 (wrongness): 옳음과 그름 (rightness and wrongness). | [CORE] |
