| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| 틀리다 | teullida | to be off, to deviate (from a standard or correct form); native Korean root | to be wrong, incorrect, mistaken; to differ | Used to evaluate statements, answers, or calculations as factually or logically incorrect. More commonly used in everyday speech than 그르다 (geureuda) for factual incorrectness. Distinct from 다르다 (to be different), though the two are sometimes conflated in colloquial speech; 틀리다 carries a normative sense of error. Participates in 틀림없다 (to be without error, certain). | [CORE] |
| 틀림없다 | teullim-eopda | 틀림 (error, deviation) + 없다 (to not exist/have) | to be certain, undoubtedly correct, without error | Fixed expression used to assert strong confidence in the accuracy or truth of a claim. Functions epistemically to mark a statement as beyond reasonable doubt. Common in both spoken and written registers. | [CORE] |
| 정직 | jeongjik | 正直 — "correct/upright" + "straight/honest" | honesty, integrity, straightforwardness | Used to evaluate persons or conduct with respect to truthfulness and the absence of deception. Appears prominently in moral, educational, legal, and professional contexts. Participates in derivation: 정직하다 (to be honest), 정직성 (honesty as a quality). | [CORE] |
| 거짓 | geojit | falsehood, lie (native Korean word; etymology debated) | falsehood, lie, untruth, falsity, falseness | Used to characterize statements or representations that are not true, both in moral condemnation of lying and neutral description of inaccuracy. Contrasts with 진실 and 사실. Appears in compounds such as 거짓말 (lie, literally "false word/speech") and 거짓말하다 (to lie). | [CORE] |
| 거짓말 | geojitmal | 거짓 (geojit, falsehood) + 말 (mal, word, speech) | lie, falsehood | A conventionalized compound specifically denoting a false utterance or deliberate deception. The standard everyday term for a spoken or communicated lie. Extremely common across all registers and contexts. Participates in further derivation: 거짓말하다 (to tell a lie/to lie), 거짓말쟁이 (liar). | [CORE] |
| 신뢰 | sinloe | 信賴 — "trust/faith" + "rely on/depend on" | trust, reliability, credibility | Used to evaluate persons, institutions, or sources with respect to whether they can be depended upon to be accurate or honest. Used in interpersonal, institutional, and legal contexts. Participates in derivation: 신뢰하다 (to trust), 신뢰성 (reliability, trustworthiness), 신뢰도 (degree of reliability), 신뢰할 수 있다 (to be trustworthy). | [CORE] |
| 신뢰성 | sinloeseong | 신뢰 (sinloe, trust/reliability) + 성 (性, -ness/-ity) | reliability, trustworthiness, credibility | A nominalized form used to evaluate whether a source, testimony, or system can be relied upon for accurate information. Prominent in legal, academic, and journalistic discourse. Closely related to but distinct from 진정성 (jinjeongseong), which emphasizes sincerity over reliability. | [CORE] |
| 신빙성 | sinbyeongseong | 信憑性 — "trust" + "evidence/basis/rely on" + "-ness/-ity" | credibility, plausibility, reliability (of a claim or source), trustworthiness (of testimony or evidence) | Used specifically to evaluate whether a claim, testimony, or account has sufficient basis to be believed. Particularly common in legal and investigative contexts. Somewhat more formal and domain-specific than 신뢰성 (sinloeseong). Often appears in 신빙성이 있다/없다 (to have/lack credibility). | [CORE] |
| 진위 | jinwi | 眞僞 — "true" + "false" | authenticity, truth or falsity, genuineness; truth or falsehood | Used to frame the question of whether something is true or false, genuine or counterfeit, particularly for documents, artworks, or claims. Typically appears in the construction 진위를 가리다 (to determine the truth or falsity/authenticity of something). Common in legal, art-historical, journalistic, and investigative contexts. Primarily nominal in use. | [CORE] |
| 진본 | jinbon | 眞本 — "true/genuine" + "original/copy" | authentic original, genuine copy, the real thing (of a document or artwork) | Used in archival, legal, and art-historical contexts to designate an item as the genuine original rather than a reproduction or forgery. Contrasts with 위본 (forged copy) and 복사본 (copy). | [MARGINAL] |
| 위조 | wijo | 僞造 — "false/fake/counterfeit" + "to make/manufacture/create" | forgery, counterfeiting, fabrication | Used in legal and criminal contexts to describe the act of producing false documents, currency, signatures, or other items intended to deceive. Participates in derivation: 위조하다 (to forge, to counterfeit), 위조품 (forged item, counterfeit goods), 위조문서 (forged document). | [CORE] |
| 허위 | heowi | 虛僞 — "empty/hollow/false" + "false/counterfeit/deceptive" | falsehood, falsity, misrepresentation | Used in formal, legal, journalistic, and administrative registers to characterize statements or representations that are false or deliberately misleading. More formal than 거짓 (geojit). Appears in legal compounds such as 허위진술 (false statement), 허위신고 (false report), 허위광고 (false advertising). | [CORE] |
| 진정 | jinjeong | 진 (眞, true/genuine) + 정 (正, correct/upright) or 정 (情, feeling/sincerity, depending on context) | genuine, true, real, sincere; (adverbially) truly, really | Used to evaluate whether something is authentic in character or feeling, often with an emphasis on sincerity rather than mere surface appearance. Appears in expressions like 진정한 사랑 (jinjeonghan sarang, true love) and 진정성 (jinjeongseong, authenticity/genuineness). Participates in productive adjectival and nominal derivation. | [CORE] |
| 진정성 | jinjeongseong | 眞正性 — "true" + "correct/proper" + "-ness/-ity" | authenticity, genuineness, sincerity | A nominalized form evaluating whether a person's actions, expressions, or works reflect genuine inner conviction or character rather than performance or pretense. Prominent in contemporary public discourse on art, politics, personal relationships, and personal integrity. Often used to question or affirm the credibility of public figures or artistic works. Participates in 진정성 있다/없다 (to have/lack authenticity). | [CORE] |
| 본질 | bonjil | 本質 — "root/origin/fundamental" + "substance/nature/quality" | essence, essential nature, substance, what something fundamentally is | Used in philosophical, analytical, and everyday contexts to refer to the fundamental nature or defining character of something, as opposed to its surface appearance or accidental properties. Participates in derivation: 본질적 (essential, fundamental), 본질적으로 (essentially, fundamentally). | [CORE] |
| 실체 | silche | 實體 — "real/actual" + "body/substance/form" | substance, true nature, real entity, actuality, reality | Refers to the actual or underlying reality of something, as opposed to appearance or representation. Used in philosophical, legal, and journalistic contexts to probe what something really is. Appears in expressions like 실체를 밝히다 (silchereul balkida, to reveal the true nature of something). Related to 실체적 (substantive, real). | [CORE] |
| 실제 | silje | 實際 — "real/actual" + "boundary/occasion" | reality, actuality; (adjectival/adverbial) actual, real, in practice | Used to contrast what is actually the case with what is apparent, claimed, or theoretical. Participates in derivation: 실제로 (actually, in reality), 실제적 (practical, actual). Common across registers. | [CORE] |
| 타당 | tadang | 妥當 — "fitting/appropriate/settled" + "proper/right/fitting" | validity, appropriateness, reasonableness, soundness; (adjectival form 타당한) valid, reasonable, sound | Used to evaluate arguments, decisions, or claims as well-founded or appropriate given relevant standards or evidence. Used in academic, legal, deliberative, and policy contexts. Participates in derivation: 타당하다 (to be valid/sound/reasonable), 타당성 (validity, soundness, reasonableness), 타당한 이유 (valid reason). | [CORE] |
| 타당성 | tadangseong | 타당 (tadang, valid/appropriate) + 성 (性, -ness/-ity) | validity, soundness, reasonableness | A nominalized form used to evaluate the logical or normative soundness of an argument, policy, or claim. Prominent in academic, legal, and policy discourse. Often appears in the construction 타당성을 검토하다 (tadangseong-eul geomto-hada, to examine the validity of something). | [CORE] |
| 근거 | geungeo | 根據 — "root/basis" + "basis/foundation/to rely on" | basis, grounds, evidence, foundation | Used to refer to the evidential or rational basis for a claim or judgment. Appears in 근거가 있다/없다 (to be grounded/ungrounded, to be well-founded/unfounded), 근거 없는 주장 (unsubstantiated claim). Central to evaluative discourse about the reliability of claims. Common across academic, legal, and everyday registers. | [CORE] |
| 공정 | gongjeon | 公正 — "public/impartial" + "correct/upright/just" | fairness, impartiality, justice | Used to evaluate procedures, judgments, processes, or persons with respect to whether they are free from bias and conform to standards of equal treatment. Used in legal, institutional, journalistic, and everyday moral contexts. Participates in derivation: 공정하다 (to be fair/impartial), 공정성 (fairness, impartiality), 공정한 평가 (fair evaluation). | [CORE] |
| 객관적 | gaekgwanjeok | 客觀的 — 객관 (gaekgwan, 客觀, objective view) + 적 (的, adjectival suffix -ic/-al) | objective, impartial, unbiased | Used to characterize evaluations, descriptions, or methods as based on external, verifiable criteria rather than personal perspective. Used in academic, journalistic, and everyday evaluative discourse. Contrasts with 주관적 (jugwanjeok, subjective). Participates in derivation: 객관성 (gaekgwanseong, objectivity). | [CORE] |
| 주관적 | jugwanjeok | 主觀的 — 주관 (jugwan, 主觀, subjective view) + 적 (的, adjectival suffix) | subjective, personal, biased (in some contexts) | Used to characterize evaluations or perceptions as dependent on individual perspective rather than external standards. Used in academic, aesthetic, and everyday contexts, sometimes neutrally and sometimes critically. Contrasts with 객관적 (gaekgwanjeok, objective). Appears in discussions of aesthetic judgment, testimony, and the reliability of personal accounts. | [CORE] |
| 모순 | mosun | 矛盾 — "spear" + "shield" (classical Chinese allusion to logical contradiction) | contradiction, inconsistency | Used to identify logical or factual inconsistency within a set of claims or between a claim and evidence. Participates in derivation: 모순되다 (to be contradictory), 모순이 있다 (to contain a contradiction). Common in argumentation and legal contexts. | [CORE] |
| 유사 | yusa | 類似 — "category/kind" + "resemble/to resemble" | similarity, resemblance, analogy, likeness | Used to evaluate the degree to which two things resemble each other, relevant in contexts of identification, classification, legal comparison, and imitation. Participates in derivation: 유사하다 (to be similar), 유사성 (similarity, resemblance). Appears in legal contexts such as 유사품 (similar/imitation product), e.g., trademark similarity. | [CORE] |
| 위증 | wijeung | 僞證 — "false" + "testimony/evidence" | perjury, false testimony | Legal term for the act of giving false testimony under oath. Participates in derivation: 위증하다 (to commit perjury), 위증죄 (the crime of perjury). Domain-specific but clearly attested and productive. | [MARGINAL] |
| 참 | cham | Native Korean word; truth, genuineness, the real | truth, the genuine/real; (adverbially) truly, really | Used as a noun meaning truth or reality (contrasting with 거짓), and as an adverb meaning truly or really. Appears in philosophical and literary registers as well as everyday speech. Participates in derivation: 참되다 (to be true, genuine), 참값 (true value, in mathematics and logic). | [CORE] |
| 모조 | mojo | 模造 — "to imitate/model" + "to make/manufacture/create" | imitation, replica, copy, counterfeit | Denotes an object made to resemble another, not necessarily with intent to deceive but lacking the authenticity of the original. Used in consumer, legal, and art contexts. Appears in compounds such as 모조품 (mojopum, imitation goods/replica). Distinct from 위조 (wijo) in that 모조 does not always imply criminal intent. | [CORE] |
| 표절 | pyojeol | 剽竊 — "to steal/plagiarize" + "to steal secretly/to pilfer" | plagiarism, copying without attribution, literary theft | Evaluates a work or act as involving the unacknowledged appropriation of another's intellectual or creative output, thereby misrepresenting its origin. Used in academic, literary, and legal contexts. Participates in derivation: 표절하다 (to plagiarize), 표절작 (plagiarized work). | [CORE] |
| 왜곡 | waegok | 歪曲 — "crooked/distorted" + "bent/curved/distorted" | distortion, misrepresentation, falsification, twisting | Evaluates a representation, account, or interpretation as having been altered or skewed away from accurate correspondence to reality. Used in journalistic, historical, legal, and political contexts. Participates in derivation: 왜곡하다 (to distort/misrepresent), 왜곡된 (distorted), 역사 왜곡 (yeoksa waegok, historical distortion). | [CORE] |
| 유효 | yuhyo | 有效 — "to have" + "effect/validity" | validity, effectiveness, being in force | Used in legal and administrative contexts to evaluate whether a document, contract, or action has legal force or is still operative. Participates in derivation: 유효하다 (to be valid), 유효성 (validity). Contrasts with 무효 (invalidity, nullity). | [CORE] |
| 무효 | muhyo | 無效 — "without" + "effect/validity" | invalidity, nullity, void | Used in legal and formal contexts to declare that something lacks legal force or effect. Directly contrasts with 유효. Appears in derivation: 무효화하다 (to invalidate, to nullify). | [CORE] |
| 정당 | jeongdang | 正當 — "correct/upright" + "proper/fitting" | legitimacy, justness, rightfulness | Used to evaluate whether an action, claim, or authority is rightful, justified, or proper. Participates in derivation: 정당하다 (to be legitimate/just), 정당성 (legitimacy, justification), 정당화하다 (to justify). Common in legal, political, and ethical discourse. | [CORE] |
| 합법 | hapbeop | 合法 — "to conform/fit" + "law" | legality, lawfulness | Used specifically to evaluate whether an action or state of affairs conforms to law. Participates in derivation: 합법적 (legal, lawful), 합법성 (legality). Contrasts with 불법 (illegality). | [CORE] |
| 오류 | oryu | 誤謬 — "mistake/error" + "error/fallacy" | error, mistake, fallacy | Used to identify mistakes in reasoning, data, or representation. Common in academic, logical, and technical contexts. Participates in derivation: 오류를 범하다 (to commit an error/fallacy). Overlaps with but is more formal than 실수 (mistake). | [CORE] |
| 진실하다 | jinsil-hada | 眞實(truth) + 하다(to do/be) | to be truthful, to be sincere, to be genuine | Predicative form used to characterize persons or their conduct as honest and without pretense. Slightly more active in connotation than 진실되다. Common in moral evaluation and interpersonal contexts. | [CORE] |
| 진실성 | jinsilseong | 眞實(truth) + 性(-ness, quality) | truthfulness, authenticity, sincerity as a quality; veracity, truth-value | Used in evaluative discourse — journalistic, legal, and academic — to assess whether a person, account, or work possesses the quality of being truthful or genuine. Appears in constructions like 진실성을 검증하다 (to verify truthfulness). | [CORE] |
| 진실되다 | jinsil-doeda | 眞實(truth) + 되다(to become/be) | to be truthful, to be genuine (slightly more stative than 진실하다) | Used to describe persons or expressions as genuinely truthful; appears in literary and formal registers slightly more than 진실하다, with a nuance of inherent rather than performed quality. Alternative predicative form to 진실하다, with a slightly more passive or resultant nuance. | [CORE] |
| 진실로 | jinsilro | 眞實(truth) + 로(adverbial particle) | truly, in truth, sincerely | Adverbial expression used to emphasize the genuine or sincere character of a statement or action. Appears in formal speech, religious texts, and literary prose. | [CORE] |
| 진실게임 | jinsil-geim | 眞實(truth) + game (loanword) | truth game, truth-or-dare (truth component) | Used colloquially to refer to a social game in which participants must answer questions truthfully, or more broadly to any situation framed as a test of honesty. | [CORE] |
| 진실의 순간 | jinsil-ui sungan | 眞實(truth) + 의(genitive) + 瞬間(moment) | moment of truth | Used to describe a decisive moment when the true nature of something or someone is revealed. Appears in journalistic, literary, and everyday speech, often as a calque of the Spanish/English expression. | [CORE] |
| 진실화해위원회 | jinsil-hwahae-wiwonhoe | 眞實(truth) + 和解(reconciliation) + 委員會(commission) | Truth and Reconciliation Commission | Institutional name used in South Korean political and historical discourse to refer to official bodies investigating past human rights abuses. Refers specifically to the Korean Truth and Reconciliation Commission (진실·화해를 위한 과거사정리위원회 in full). Appears in legal, political, and historical registers. | [CORE] |
| 진짜배기 | jinjja-baegi | 진짜(genuine) + 배기(suffix indicating the genuine article) | the real thing, the genuine article, the real deal | Emphatic colloquial form of 진짜, used to stress that something is unambiguously genuine rather than imitation. Common in everyday speech and advertising. | [CORE] |
| 진위를 가리다 | jinwi-reul garida | 眞僞(truth or falsity) + 를(object marker) + 가리다(to distinguish, to determine) | to determine the truth or falsity of something, to establish authenticity | Fixed collocation used in legal, journalistic, and investigative contexts when the task is to establish whether a claim, document, or item is genuine or false. Standard phrasing for the act of adjudicating whether something is genuine. | [CORE] |
| 진위 여부 | jinwi yeobu | 眞僞(truth or falsity) + 與否(whether or not) | whether something is true or false, the question of authenticity | Fixed nominal phrase used in formal writing and legal discourse to frame the question of whether a claim or item is genuine. Frequently appears in news reporting and official documents. Appears in constructions like 진위 여부를 확인하다 (to verify whether something is genuine). | [CORE] |
| 진본 확인 | jinbon hwagin | 眞本(authentic original) + 確認(confirmation/verification) | authentication, verification of authenticity | Used in archival, museum, and legal contexts to describe the process of confirming that a document or artwork is the genuine original. | [MARGINAL] |
| 진정성 있다 | jinjeonseong itda | 眞正性(authenticity) + 있다(to exist/have) | to be authentic, to have genuineness | Predicative collocation used to evaluate whether a person's expression, political stance, or artistic work reflects genuine inner conviction rather than performance or calculation. | [CORE] |
| 진정성 없다 | jinjeonseong eopda | 眞正性(authenticity) + 없다(to not exist/have) | to lack authenticity, to be inauthentic | Predicative collocation used critically to characterize expressions, apologies, or political gestures as hollow or performative rather than genuine. | [CORE] |
| 진정성 있는 | jinjeonseong inneun | 眞正性(authenticity) + 있는(having, present participle of 있다) | authentic, genuine, having authenticity | Used as a prenominal modifier to characterize persons, expressions, or works as possessing genuine authenticity. Common in contemporary discourse about personal integrity, artistic work, and public communication. | [CORE] |
| 진정한 | jinjeongan | 眞正(genuine/true) + 한(adjectival ending) | true, genuine, real (attributive adjective) | Attributive modifier used to characterize persons, relationships, values, or states as genuinely what they are claimed to be. Extremely common in literary, political, and everyday discourse: 진정한 친구 (a true friend), 진정한 의미 (the true meaning), 진정한 사랑 (true love). | [CORE] |
| 진정으로 | jinjeongeuro | 眞正(genuine) + 으로(adverbial particle) | truly, genuinely, sincerely | Adverbial expression used to emphasize that an action or statement reflects genuine inner conviction. Common in formal apologies, declarations, and literary prose. | [CORE] |
| 진정하다 | jinjeonghada | 眞正(genuine/true) + 하다(to be) | to be genuine, sincere, true | Predicative form used to evaluate whether a person's feelings, intentions, or expressions are authentic. Common in interpersonal and public discourse. | [CORE] |
| 진상 | jinsang | 眞(true) + 相(appearance/state/situation) | the true state of affairs, the real situation, the facts of the matter; the true facts, the real story, the actual circumstances | Used in investigative, journalistic, and legal contexts to refer to what actually happened, as opposed to what was reported or alleged, often implying that the surface account is incomplete or misleading. Appears in 진상을 밝히다 (to reveal the true facts), 진상 규명 (clarification of the true facts), 진상 조사 (investigation into the true facts). | [CORE] |
| 진상 규명 | jinsang gyumyeong | 眞相(true state of affairs) + 糾明(clarification/investigation) | clarification of the facts, establishing the truth of what happened; investigation of the true facts, fact-finding | Fixed collocation used in political, legal, and journalistic discourse when calling for or conducting an official investigation into the actual facts of an incident or event. Very common in Korean public discourse. | [CORE] |
| 진상 조사 | jinsang josa | 眞相(true state of affairs) + 調査(investigation) | fact-finding investigation, inquiry into the true facts | Used in institutional and governmental contexts to describe a formal investigation aimed at establishing what actually occurred. Common in political and legal reporting. | [CORE] |
| 진의 | jinui | 眞(true) + 意(intention/meaning) | true intention, real meaning, genuine purpose | Used to refer to what someone actually means or intends, as opposed to what they say on the surface. Appears in diplomatic, legal, literary, and interpersonal contexts: 진의를 파악하다 (to grasp the true intention). | [CORE] |
| 진가 | jinga | 眞(true) + 價(value/worth) | true value, real worth, genuine merit | Used to refer to the genuine or intrinsic worth of a person or thing, often in contexts where this worth has been underestimated or is finally recognized. Appears in literary and evaluative discourse: 진가를 발휘하다 (to show one's true worth), 진가를 알아보다 (to recognize the true value of something). | [CORE] |
| 진면목 | jinmyeonmok | 眞(true) + 面目(face/appearance) | true nature, real character, genuine face | Used to refer to the authentic character or nature of a person or thing, often revealed under pressure or over time. Common in literary and journalistic registers: 진면목을 드러내다 (to reveal one's true nature). | [CORE] |
| 진수 | jinsu | 眞(true) + 髓(marrow/essence) | the essence, the quintessence, the very best | Used to refer to the most essential or finest aspect of something — a tradition, art form, or body of knowledge. Appears in cultural, culinary, and aesthetic discourse: 한국 음식의 진수 (the essence of Korean cuisine), 한국 문화의 진수 (the essence of Korean culture). | [CORE] |
| 진품 | jinpum | 眞(genuine) + 品(article/item/quality) | genuine article, authentic item, the real thing, original | Used in commercial, legal, and art-market contexts to designate an item as authentic rather than counterfeit or imitation. Contrasts with 가품 (fake item), 위조품 (forged item), and 모조품 (imitation goods). | [CORE] |
| 진품명품 | jinpum-myeongpum | 眞品(genuine article) + 名品(famous/renowned item) | genuine masterpiece, authentic and renowned work; authentic prestigious item | Known primarily as the title of a long-running Korean television program about antique authentication. Used more broadly to refer to items that are both genuine and of high quality. The phrase combines authenticity with quality/prestige. | [CORE] |
| 진단 | jindan | 眞(true) + 斷(to judge/determine) | diagnosis, assessment | Used in medical contexts to mean diagnosis, and more broadly to mean an authoritative assessment of the true state of something. Participates in 진단하다 (to diagnose), 진단서 (medical certificate/diagnosis document). | [CORE] |
| 진단서 | jindanseo | 眞斷(diagnosis) + 書(document/writing) | medical certificate, diagnosis document | Used in medical and administrative contexts to refer to an official document issued by a physician stating a diagnosis. Standard administrative and legal terminology. | [CORE] |
| 진리 | jilli | 眞(true) + 理(principle/reason/truth) | truth (in a philosophical or universal sense), verity, principle | Used in philosophical, religious, and academic contexts to refer to fundamental or universal truth, as opposed to contingent factual accuracy. Appears in 진리를 추구하다 (to pursue truth), 영원한 진리 (eternal truth), 절대 진리 (absolute truth), 진리값 (truth value, in logic). | [CORE] |
| 진리값 | jilligap | 眞理(truth) + 값(value) | truth value | A technical term in logic and philosophy of language referring to the truth or falsity of a proposition. Used in academic and formal logical discourse. | [CORE] |
| 진심 | jinsim | 眞(true/genuine) + 心(heart/mind) | sincerity, genuine feeling, heartfelt sentiment | Used in interpersonal and moral contexts to evaluate whether a person's expressed feelings or intentions are genuine. Appears in 진심으로 (sincerely/from the heart), 진심 어린 (heartfelt). Extremely common in interpersonal and emotional discourse. | [CORE] |
| 진심으로 | jinsimeuro | 眞心(sincere heart) + 으로(instrumental/manner particle) | sincerely, genuinely, from the heart | A fixed adverbial expression used in apologies, expressions of gratitude, and declarations of feeling to assert that the sentiment is genuine. Extremely common in everyday speech and formal correspondence. | [CORE] |
| 진실 규명 | jinsil gyumyeong | 眞實(truth) + 糾明(investigation/clarification) | truth investigation, clarification of the truth, truth-finding | Used in political, legal, and historical contexts, particularly in reference to official investigations into past events such as human rights violations or historical incidents. Appears frequently in the names of government commissions. | [CORE] |
| 진실을 말하다 | jinsil-eul malhada | 眞實(truth) + 을(object particle) + 말하다(to speak) | to tell the truth, to speak truthfully | Standard collocation for the act of telling the truth. Used across all registers, from everyday conversation to legal testimony. | [CORE] |
| 진실을 밝히다 | jinsil-eul balkhida | 眞實(truth) + 을(object particle) + 밝히다(to illuminate/reveal) | to reveal the truth, to bring the truth to light | Used in journalistic, legal, and investigative contexts to describe the act of uncovering or disclosing what is actually true. A very common collocation. | [CORE] |
| 진지하다 | jinji hada | 眞摯(sincere/earnest) + 하다(to be) | to be serious, to be earnest, to be sincere | Used to characterize a person's attitude or approach as genuinely serious and committed rather than casual or superficial. Common in interpersonal and evaluative discourse: 진지한 태도 (serious/earnest attitude). | [CORE] |
| 진지하게 | jinji hage | 眞摯(sincere/earnest) + 하게(adverbial form) | seriously, earnestly, sincerely | Adverbial form of 진지하다. Used to describe the manner in which something is done or considered: 진지하게 생각하다 (to think seriously about something). | [CORE] |
| 진경 | jingyeong | 眞(true/real) + 景(scenery/view) | true scenery, real landscape; (in art history) realistic landscape painting | Used in art-historical contexts to refer to the genre of Korean landscape painting (진경산수화, jingyeong sansuhwa) that depicts actual Korean landscapes rather than idealized Chinese models. Associated with the 18th-century painter Jeong Seon. | [CORE] |
| 진화 | jinhwa | 眞(true/genuine) + 畵/畫(painting/picture) — note: also exists as 진화 (進化, evolution), a homophone with different characters | (in art) authentic painting, genuine artwork | Used in art authentication contexts to refer to a painting verified as genuine. Distinct from the more common 진화 (進化, evolution). Less frequent than other compounds on this list. | [MARGINAL] |
| 진술 | jinsul | 陳(to state/set forth — note: different character from 眞) + 述(to narrate/state) | statement, testimony, account | Used in legal and formal contexts for a formal statement or testimony. Note: the 진 here is 陳 (to state), not 眞 (true), though the compound is semantically adjacent to truth-evaluation contexts and frequently co-occurs with truth-evaluation vocabulary. | [UNCERTAIN] |
| 사실이다 | sasil-ida | 事實(fact) + 이다(to be) | to be a fact, to be true, that is the case | Predicative expression used to assert that something is factually the case. Extremely common in everyday speech and formal discourse. | [CORE] |
| 사실상 | sasilsang | 事實(fact) + 上(above/in terms of) | in effect, de facto, practically speaking, for all intents and purposes; in fact, in practice, effectively | Adverbial expression used to indicate that something is effectively the case even if not formally or officially so. Common in legal, political, and journalistic registers. Extremely common across all registers. | [CORE] |
| 사실적 | sasiljeok | 事實(fact) + 的(adjectival suffix) | realistic, factual, true-to-life | Used to evaluate representations — literary, artistic, or cinematic — as accurately reflecting reality. Appears in aesthetic and critical discourse: 사실적인 묘사 (realistic depiction). | [CORE] |
| 사실주의 | sasil-juui | 事實(fact) + 主義(doctrine/ism) | realism (as an artistic or philosophical movement) | Used in literary criticism, art history, and philosophy to refer to the movement or doctrine that art should represent reality as it actually is. Contrasts with 낭만주의 (romanticism), 이상주의 (idealism). | [CORE] |
