# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Tagalog (tl)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| tunay | tunay na kalikasan | tunay na kalikasan | true nature / real character / essence | Fixed expression referring to fundamental or true nature. Used when revealing or discussing what something really is. | [CORE] |
| tunay | hindi tunay | hindi tunay | not genuine / not authentic / fake | Standard negation indicating lack of authenticity. Common in evaluating genuineness. | [CORE] |
| tunay | tunay nga | tunay nga | genuinely / truly / authentically | Emphatic confirmation of authenticity using particle "nga." Common in strong affirmation. | [CORE] |
| tunay | tunay na dahilan | tunay na dahilan | true reason / real reason | Expression identifying authentic or underlying reason. Common in explanations and revelations. | [CORE] |
| tunay | tunay na layunin | tunay na layunin | true purpose / real intention | Expression identifying genuine purpose or intention. Common in discussing motives. | [CORE] |
| tunay | sa tunay na buhay | sa tunay na buhay | in real life / in reality | Fixed expression contrasting reality with fiction or imagination. Common in discussions about real-world situations. | [CORE] |
| tunay | ang tunay na kulay | ang tunay na kulay | the true colors / real character | Idiomatic expression revealing someone's true character. Common in contexts of revelation or unmasking. | [CORE] |
| tunay | patunayan mo | patunayan mo | prove it / verify it | Imperative construction demanding proof or verification. Very common in challenges or requests for evidence. | [CORE] |
| tunay | napatunayan na | napatunayan na | already proven / has been verified | Construction indicating completed proof or verification. Common in reporting established facts. | [CORE] |
| tunay | walang katunayan | walang katunayan | without proof / no evidence | Expression indicating lack of proof or evidence. Common in dismissing unsubstantiated claims. | [CORE] |
| tama | tama ka | tama ka | you're right / you're correct | Standard way to affirm someone's correctness. Extremely common in conversation and agreement. | [CORE] |
| tama | tama na | tama na | that's enough / stop now / enough already | Fixed expression signaling sufficiency or calling for cessation. Very common in everyday speech. **[Note: Semantic shift from correctness to sufficiency]** | [CORE] |
| tama | tama ba | tama ba | is it correct? / is it right? | Standard question form seeking confirmation of correctness. Very common in checking understanding. | [CORE] |
| tama | hindi tama | hindi tama | not correct / wrong / improper | Standard negation indicating incorrectness or impropriety. Common in evaluation and correction. | [CORE] |
| tama | tama lang | tama lang | just right / appropriate / fair enough | Indicates something is appropriately correct or fair. Common in expressing satisfaction with adequacy. | [CORE] |
| tama | tama naman | tama naman | it is correct though / you're right but | Concessive acknowledgment of correctness before introducing contrasting point. Common in discussion. | [CORE] |
| tama | kung tama | kung tama | if correct / if right | Conditional construction expressing hypothetical correctness. Common in reasoning and verification. | [CORE] |
| tama | tama rin | tama rin | also correct / right too | Acknowledges additional correctness. Common when agreeing with multiple points. | [CORE] |
| tama | tamang-tama | tamang-tama | exactly right / just perfect / spot on | Intensified form through reduplication indicating perfect correctness or timing. Very common for emphasis. | [CORE] |
| tama | tama ang sagot | tama ang sagot | the answer is correct | Construction affirming correctness of answers. Extremely common in educational contexts. | [CORE] |
| tama | tama ang palagay ko | tama ang palagay ko | my opinion is correct / I'm right in thinking | Construction affirming correctness of one's judgment or opinion. Common in validation of views. | [CORE] |
| tama | tama ang hinala ko | tama ang hinala ko | my suspicion is correct / I was right in suspecting | Expression confirming correctness of suspicion or hunch. Common in discovery or revelation contexts. | [CORE] |
| tama | tama ang daan | tama ang daan | the way is correct / on the right path | Expression indicating correct direction or approach. Used literally for directions and metaphorically for life choices. | [CORE] |
| tama | tama ang oras | tama ang oras | the time is right / correct timing | Expression indicating appropriate or opportune timing. Common in discussing timing of actions. | [CORE] |
| tama | tamang sagot | tamang sagot | correct answer / right response | Standard phrase for correct answers. Extremely common in educational contexts. | [CORE] |
| tama | tamang desisyon | tamang desisyon | correct decision / right choice | Expression describing appropriate or wise decisions. Common in evaluating choices. | [CORE] |
| tama | tamang panahon | tamang panahon | right time / proper season / appropriate moment | Fixed expression about appropriate timing. Common in discussing when to act or when things will happen. | [CORE] |
| tama | walang tama | walang tama | nothing correct / all wrong / no right answer | Indicates complete absence of correctness. Used in expressing total disagreement or error. | [CORE] |
| tama | may tama ka | may tama ka | you have a point / you're partially correct | Acknowledges partial correctness or valid point. Common in nuanced agreement. | [CORE] |
| tama | itama mo | itama mo | correct it / fix it | Imperative construction directing someone to correct errors. Very common in instructional contexts. | [CORE] |
| tama | tama na yan | tama na yan | that's enough of that / stop that now | Emphatic cessation command with demonstrative "yan." Very common in stopping unwanted behavior. | [CORE] |
| tama | tama na po | tama na po | that's enough (polite) / please stop | Polite cessation request using honorific "po." Common in respectful contexts. | [CORE] |
| mali | mali ka | mali ka | you're wrong / you're incorrect | Direct way to indicate someone is wrong. Common in disagreement or correction. | [CORE] |
| mali | mali yan | mali yan | that's wrong / that's incorrect | Construction pointing out incorrectness of something. Very common in corrections. | [CORE] |
| mali | mali ba | mali ba | is it wrong? / is it incorrect? | Question form seeking confirmation of incorrectness. Common in checking understanding. | [CORE] |
| mali | hindi mali | hindi mali | not wrong / not incorrect | Double negative construction affirming correctness. Common in defending positions. | [CORE] |
| mali | mali ang sagot | mali ang sagot | the answer is wrong | Construction indicating incorrect answer. Very common in educational contexts. | [CORE] |
| mali | mali ang akala ko | mali ang akala ko | I was wrong / my assumption was incorrect | Expression admitting error in judgment or assumption. Common in self-correction. | [CORE] |
| mali | nagkamali ako | nagkamali ako | I made a mistake / I was wrong | Standard way to admit making a mistake. Very common in acknowledging errors. | [CORE] |
| mali | pagkakamali ko | pagkakamali ko | my mistake / my error | Possessive construction acknowledging one's own mistake. Common in apologies and admissions. | [CORE] |
| mali | kung mali ako | kung mali ako | if I'm wrong | Conditional construction expressing hypothetical error. Common in hedging or expressing uncertainty. | [CORE] |
| mali | mali ang ginawa ko | mali ang ginawa ko | what I did was wrong | Construction acknowledging wrongness of one's actions. Common in admissions and apologies. | [CORE] |
| tapat | tapat na tao | tapat na tao | honest person / faithful person | Common expression describing honest or faithful individuals. Frequently used in character evaluation. | [CORE] |
| tapat | tapat sa salita | tapat sa salita | true to one's word / keeps promises | Fixed expression describing someone who honors commitments. Common in evaluating reliability. | [CORE] |
| tapat | tapat sa tungkulin | tapat sa tungkulin | faithful to duty / dutiful | Fixed expression describing dedication to responsibilities. Common in professional and civic contexts. | [CORE] |
| tapat | tapatang loob | tapatang loob | honest heart / sincere intentions | Fixed expression referring to sincere or honest intentions. Common in discussing motives or character. | [CORE] |
| tapat | hindi tapat | hindi tapat | not honest / dishonest / unfaithful | Standard negation describing dishonesty or unfaithfulness. Common in moral judgment. | [CORE] |
| tapat | magtapat ka | magtapat ka | be honest / confess / tell the truth | Imperative construction urging honesty or confession. Common in confrontations or requests for truth. | [CORE] |
| tapat | magtapat na tayo | magtapat na tayo | let's be honest with each other / let's confess | Reciprocal construction calling for mutual honesty. Common in serious discussions. | [CORE] |
| tapat | tapat na sagot | tapat na sagot | honest answer / truthful response | Common phrase requesting or describing truthful answers. Frequent in interrogative contexts. | [CORE] |
| tapat | tapat na ulat | tapat na ulat | honest report / truthful account | Describes accurate and honest reporting. Common in journalistic and administrative contexts. | [CORE] |
| tapat | walang katapatan | walang katapatan | without honesty / dishonest / disloyal | Expression indicating lack of honesty or loyalty. Strong negative moral judgment. | [CORE] |
| tapat | tapat na tapat | tapat na tapat | very honest / extremely faithful / completely sincere | Intensified form through reduplication. Emphasizes high degree of honesty or faithfulness. | [CORE] |
| tapat | magpakatapat ka | magpakatapat ka | be completely honest / be as truthful as possible | Intensified imperative urging maximum honesty. Common when demanding complete frankness. | [CORE] |
| wasto | wasto ang | wasto ang | correct is / the correct one is | Construction used to affirm correctness or identify the correct option. Common in evaluative and instructional contexts. | [CORE] |
| wasto | hindi wasto | hindi wasto | not correct / improper / inaccurate | Standard negation indicating incorrectness or impropriety. Common in formal corrections. | [CORE] |
| wasto | wastong paraan | wastong paraan | correct method / proper way | Expression describing appropriate or correct methods. Common in instructional contexts. | [CORE] |
| wasto | wastong sagot | wastong sagot | correct answer / proper response | Formal phrase for correct answers. Common in educational and formal contexts. | [CORE] |
| wasto | iwasto mo | iwasto mo | correct it / rectify it | Imperative construction directing correction. Common in formal instructional contexts. | [CORE] |
| hustó | hustó na | hustó na | that's enough / just right now | Expression indicating sufficiency or exact rightness. Common in contexts of measurement or appropriateness. | [CORE] |
| hustó | hustó lang | hustó lang | just right / just enough / fitting | Expression indicating something is exactly appropriate or sufficient. Common in everyday contexts. | [CORE] |
| hustó | hindi hustó | hindi hustó | not exact / not fitting / insufficient | Negation indicating lack of exactness or appropriateness. Common in evaluations. | [CORE] |
| hustó | hustong sukat | hustong sukat | exact measurement / right size | Expression describing precise measurements. Common in contexts requiring accuracy. | [CORE] |
| sinungaling | sinungaling ka | sinungaling ka | you're a liar / you lie | Direct accusation of lying. Strong negative moral judgment. | [CORE] |
| sinungaling | sinungaling yan | sinungaling yan | that person is a liar / he/she lies | Third-person accusation of lying. Common in reporting or discussing dishonest persons. | [CORE] |
| sinungaling | huwag kang magsinungaling | huwag kang magsinungaling | don't lie / don't tell lies | Negative imperative prohibiting lying. Very common in moral instruction and confrontations. | [CORE] |
| sinungaling | nagsinungaling ka | nagsinungaling ka | you lied / you told a lie | Accusation of past lying. Common in confrontations about dishonesty. | [CORE] |
| sinungaling | bakit ka nagsinungaling | bakit ka nagsinungaling | why did you lie? | Question demanding explanation for lying. Common in confrontations. | [CORE] |
| peke | peke yan | peke yan | that's fake / that's counterfeit | Direct identification of something as fake. Very common in everyday contexts. | [CORE] |
| peke | peke lang | peke lang | just fake / only counterfeit | Dismissive expression indicating something is merely fake. Common in exposing frauds. | [CORE] |
| peke | hindi peke | hindi peke | not fake / genuine / authentic | Negation affirming authenticity. Common in defending genuineness. | [CORE] |
| peke | peke ba yan | peke ba yan | is that fake? / is that counterfeit? | Question seeking confirmation of fakeness. Common in expressing doubt about authenticity. | [CORE] |
| peke | magpeke-peke | magpeke-peke | to pretend / to act fake | Verb with reduplication indicating pretense or insincere behavior. Common in describing fake behavior. | [CORE] |
| huwad | huwad na dokumento | huwad na dokumento | false document / counterfeit document | Expression describing fraudulent documents. Common in legal and formal contexts. | [CORE] |
| huwad | huwad na pera | huwad na pera | counterfeit money / fake money | Specific expression for counterfeit currency. Common in legal and commercial contexts. | [CORE] |
| huwad | hindi huwad | hindi huwad | not false / not counterfeit / genuine | Negation affirming authenticity. Common in formal contexts. | [CORE] |
| bulaán | bulaán yan | bulaán yan | that's false / that's a lie | Direct identification of something as false. Common in dismissing false claims. | [CORE] |
| bulaán | bulaán ang balita | bulaán ang balita | the news is false / fake news | Expression identifying false news or reports. Common in media contexts. | [CORE] |
| bulaán | hindi bulaán | hindi bulaán | not false / not a lie / true | Negation affirming truth. Common in defending truthfulness. | [CORE] |
| kathâ | kathang-isip | kathang-isip | imagination / figment of imagination / made-up | Fixed compound referring to something imagined or made up. Common in dismissing fictional or imaginary claims. | [CORE] |
| kathâ | kathang-isip lang yan | kathang-isip lang yan | that's just imagination / that's just made up | Dismissive expression indicating something is merely imaginary. Very common in rejecting false claims. | [CORE] |
| kathâ | hindi kathâ | hindi kathâ | not fiction / not made up / real | Negation affirming reality or truth. Common in defending factuality. | [CORE] |
| mapagkakatiwalaan | mapagkakatiwalaan ba siya | mapagkakatiwalaan ba siya | can he/she be trusted? / is he/she reliable? | Question form evaluating trustworthiness. Common in assessing reliability of persons. | [CORE] |
| mapagkakatiwalaan | hindi mapagkakatiwalaan | hindi mapagkakatiwalaan | not trustworthy / unreliable / untrustworthy | Negation indicating untrustworthiness. Common in negative character evaluations. | [CORE] |
| mapagkakatiwalaan (from root: tiwala) | magtiwala ka | magtiwala ka | trust / have confidence | Imperative construction urging trust. Very common in encouraging confidence. | [CORE] |
| mapagkakatiwalaan (from root: tiwala) | huwag kang magtiwala | huwag kang magtiwala | don't trust / don't have confidence | Negative imperative warning against trust. Common in cautionary contexts. | [CORE] |
| mapagkakatiwalaan (from root: tiwala) | nagtiwala ako sa kanya | nagtiwala ako sa kanya | I trusted him/her | Past tense construction expressing past trust. Common in narratives about trust relationships. | [CORE] |
| talaga | talaga ba | talaga ba | really? / is that so? / for real? | Question form expressing surprise or seeking confirmation. Extremely common in conversation. | [CORE] |
| talaga | oo talaga | oo talaga | yes really / yes indeed | Emphatic affirmation combining "yes" with "really." Very common in strong confirmation. | [CORE] |
| talaga | talaga nga | talaga nga | really indeed / truly | Double emphasis combining two emphatic particles. Common in very strong affirmation. | [CORE] |
| talaga | hindi talaga | hindi talaga | not really / really not | Emphatic negation. Very common in strong denial. | [CORE] |
| talaga | talaga lang | talaga lang | just really / simply true | Expression emphasizing simple truth or reality. Common in straightforward affirmations. | [CORE] |
| talaga | totoo ba talaga | totoo ba talaga | is it really true? / for real? | Emphatic question combining truth and reality markers. Very common in expressing surprise or seeking strong confirmation. | [CORE] |
| talaga | ganoon talaga | ganoon talaga | that's really how it is / that's just the way it is | Expression accepting reality or inevitability. Common in resigned acceptance. | [CORE] |
| sigurado | sigurado ka ba | sigurado ka ba | are you sure? / are you certain? | Question form seeking confirmation of certainty. Very common in checking confidence. | [CORE] |
| sigurado | sigurado ako | sigurado ako | I'm sure / I'm certain | Statement expressing personal certainty. Very common in expressing confidence. | [CORE] |
| sigurado | hindi sigurado | hindi sigurado | not sure / uncertain | Expression of uncertainty or lack of confidence. Common in expressing doubt. | [CORE] |
| sigurado | sigurado na | sigurado na | already sure / certain now | Expression indicating achieved certainty. Common in confirming confidence. | [CORE] |
| sigurado | magsigurado ka | magsigurado ka | make sure / be certain | Imperative construction urging verification or certainty. Common in cautionary advice. | [CORE] |
| sigurado | para sigurado | para sigurado | to be sure / just to be certain | Expression indicating precautionary action. Common in contexts of verification. | [CORE] |
| kawangis | kawangis niya | kawangis niya | resembles him/her / looks like him/her | Construction indicating resemblance to someone. Common in comparisons of appearance or character. | [CORE] |
| kawangis | walang kawangis | walang kawangis | without equal / incomparable / unique | Expression indicating uniqueness or incomparability. Common in praise or emphasis. | [CORE] |
| katulad | katulad mo | katulad mo | like you / similar to you / same as you | Very common construction for making comparisons. Extremely frequent in everyday speech. | [CORE] |
| katulad | katulad ng | katulad ng | like / similar to / same as | Construction introducing comparison object. Very common in comparative statements. | [CORE] |
| katulad | hindi katulad | hindi katulad | not like / not similar / different from | Negation indicating difference or dissimilarity. Common in contrasts. | [CORE] |
| katulad | katulad din | katulad din | also like / similar too / same as well | Expression indicating additional similarity. Common in extending comparisons. | [CORE] |
| katulad | walang katulad | walang katulad | without equal / incomparable / unique | Expression indicating uniqueness or incomparability. Common in praise or emphasis. | [CORE] |
| kamukha | kamukha mo | kamukha mo | looks like you / resembles you | Very common construction for physical resemblance. Extremely frequent when comparing appearances. | [CORE] |
| kamukha | kamukha niya | kamukha niya | looks like him/her / resembles him/her | Third-person construction for physical resemblance. Very common in comparisons. | [CORE] |
| kamukha | hindi kamukha | hindi kamukha | doesn't look like / doesn't resemble | Negation indicating lack of physical resemblance. Common in contrasts. | [CORE] |
| kamukha | kamukha ng | kamukha ng | looks like / resembles | Construction introducing comparison object. Common in describing physical similarities. | [CORE] |
| kamukha | walang kamukha | walang kamukha | has no resemblance / unique appearance | Expression indicating unique or distinctive appearance. Common in emphasizing distinctiveness. | [CORE] |
| diwa | diwa ng | diwa ng | essence of / spirit of / true meaning of | Construction introducing what is being interpreted or understood. Common in philosophical and interpretive contexts. | [CORE] |
| diwa | ang diwa | ang diwa | the essence / the spirit / the true meaning | Construction identifying or discussing essence. Common in formal and philosophical discourse. | [CORE] |
| diwa | sa diwa | sa diwa | in essence / in spirit / in true meaning | Prepositional construction indicating essential nature. Common in interpretive contexts. | [CORE] |
