| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| nagtapat | nagtapat | nag- + tapat (completed aspect) | confessed, was honest, told the truth | Past/completed form of "magtapat." Used when describing past acts of confession or honest disclosure. | [CORE] |
| magtapatan | magtapatan | mag- + tapat + -an (reciprocal verb) | to be honest with each other, to confess to one another | Reciprocal form indicating mutual honesty or confession. Used when calling for frank mutual exchange. | [CORE] |
| pagtapat | pagtapat | pag- + tapat (nominalized action) | confession, act of being honest, disclosure | Refers to the act of confessing or being honest. Common in discussing acts of truthful revelation. | [CORE] |
| tapatang | tapatang | tapat + -ang (linker) | honest (that), faithful (which) | Linker form used before modified nouns. Common in descriptive phrases ("tapatang kaibigan" = "honest friend"). | [CORE] |
| di-tapat | di-tapat | di- (not) + tapat | dishonest, unfaithful, disloyal | Negation indicating lack of honesty or faithfulness. Used in moral judgment of character. | [CORE] |
| hindi tapat | hindi tapat | hindi (not) + tapat | not honest, dishonest, unfaithful | Full negation form, more emphatic than "di-tapat." Standard way to describe dishonesty. | [CORE] |
| walang-katapatan | walang-katapatan | walang (without) + katapatan | without honesty, dishonest, unfaithful | Describes persons or actions lacking honesty or loyalty. Strong negative moral judgment. | [CORE] |
| tapat na tapat | tapat na tapat | tapat + na (linker) + tapat (reduplication) | very honest, extremely faithful, completely sincere | Intensified form through reduplication. Emphasizes high degree of honesty or faithfulness. | [CORE] |
| katapatan sa | katapatan sa | katapatan + sa (to/toward) | loyalty to, faithfulness to, honesty toward | Construction indicating object of loyalty or honesty. Common in discussing allegiance or fidelity. | [CORE] |
| magpakatapat | magpakatapat | mag- + paka- + tapat (verb with intensifier) | to be completely honest, to be as truthful as possible | Intensified verb form emphasizing maximum honesty. Used when urging complete frankness. | [CORE] |
| tapatang loob | tapatang loob | tapat + -ang + loob (heart/inner self) | honest heart, sincere intentions | Fixed expression referring to sincere or honest intentions. Common in discussing motives or character. | [CORE] |
| tapat sa salita | tapat sa salita | tapat + sa (to) + salita (word) | true to one's word, keeps promises | Fixed expression describing someone who honors commitments. Common in evaluating reliability. | [CORE] |
| tapat sa tungkulin | tapat sa tungkulin | tapat + sa (to) + tungkulin (duty) | faithful to duty, dutiful | Fixed expression describing dedication to responsibilities. Common in professional and civic contexts. | [CORE] |
| pagtitiwala sa katapatan | pagtitiwala sa katapatan | pagtitiwala (trust) + sa (in) + katapatan | trust in honesty, confidence in faithfulness | Expression about trusting someone's honesty or loyalty. Used in relationship and professional contexts. | [MARGINAL] |
| napakatapat | napakatapat | napaka- (very/extremely) + tapat | very honest, extremely faithful | Intensified form expressing high degree of honesty or faithfulness. Common in emphatic praise. | [CORE] |
| tapatang pag-amin | tapatang pag-amin | tapat + -ang + pag-amin (confession/admission) | honest confession, sincere admission | Fixed expression describing truthful confession. Used in contexts of disclosure or admission. | [CORE] |
| kawalang-katapatan | kawalang-katapatan | kawalan (lack) + ng (of) + katapatan | lack of honesty, dishonesty, disloyalty | Formal expression for absence of honesty or faithfulness. Used in formal moral or legal discourse. | [MARGINAL] |
| tapat na sagot | tapat na sagot | tapat + na (linker) + sagot (answer) | honest answer, truthful response | Common phrase requesting or describing truthful answers. Frequent in interrogative contexts. | [CORE] |
| tapat na ulat | tapat na ulat | tapat + na (linker) + ulat (report) | honest report, truthful account | Describes accurate and honest reporting. Common in journalistic and administrative contexts. | [CORE] |
| katamaan | katamaan | ka- + tama + -an (nominalizer) | correctness, rightness, accuracy | Abstract noun for the quality of being correct or right. Used in evaluative and instructional contexts. | [CORE] |
| tamaan | tamaan | tama + -an (locative/recipient verb) | to be hit, to be struck, to be affected | Verb meaning to be hit or struck by something. Also used metaphorically for being affected by circumstances. | [CORE] |
| tumama | tumama | -um- + tama (actor-focus verb) | to hit, to strike, to be correct | Verb with dual meaning: (1) to hit a target physically, (2) to guess or answer correctly. Common in both physical and evaluative contexts. | [CORE] |
| pagtama | pagtama | pag- + tama (nominalized action) | act of being correct, hitting the mark | Refers to the act of being correct or hitting a target. Used in both literal and figurative senses. | [CORE] |
| tama na | tama na | tama + na (already/now) | that's enough, stop now, enough already | Fixed expression signaling sufficiency or calling for cessation. Very common in everyday speech. | [CORE] |
| tama ka | tama ka | tama + ka (you) | you're right, you're correct | Standard way to affirm someone's correctness. Extremely common in conversation and agreement. | [CORE] |
| hindi tama | hindi tama | hindi (not) + tama | not correct, wrong, improper | Standard negation indicating incorrectness or impropriety. Common in evaluation and correction. | [CORE] |
| di-tama | di-tama | di- (not) + tama | incorrect, wrong, improper | Contracted negation form. Less formal than "hindi tama" but widely used. | [CORE] |
| tama ba | tama ba | tama + ba (question particle) | is it correct?, is it right? | Standard question form seeking confirmation of correctness. Very common in checking understanding. | [CORE] |
| tama lang | tama lang | tama + lang (only/just) | just right, appropriate, fair enough | Indicates something is appropriately correct or fair. Common in expressing satisfaction with adequacy. | [CORE] |
| tama naman | tama naman | tama + naman (concessive particle) | it is correct though, you're right but | Concessive acknowledgment of correctness before introducing contrasting point. Common in discussion. | [CORE] |
| kung tama | kung tama | kung (if) + tama | if correct, if right | Conditional construction expressing hypothetical correctness. Common in reasoning and verification. | [CORE] |
| tama rin | tama rin | tama + rin (also/too) | also correct, right too | Acknowledges additional correctness. Common when agreeing with multiple points. | [CORE] |
| napakatama | napakatama | napaka- (very/extremely) + tama | very correct, absolutely right | Intensified form expressing strong agreement or high degree of correctness. Common in emphatic agreement. | [CORE] |
| tama ang | tama ang | tama + ang (topic marker) | correct is, the right one is | Construction identifying what is correct. Common in instructional and evaluative contexts. | [CORE] |
| tamang-tama | tamang-tama | tama + -ng + tama (reduplication with linker) | exactly right, just perfect, spot on | Intensified form through reduplication indicating perfect correctness or timing. Very common for emphasis. | [CORE] |
| tama sa | tama sa | tama + sa (to/for) | right for, correct for, appropriate for | Construction indicating suitability or appropriateness for specific context. Common in recommendations. | [CORE] |
| walang tama | walang tama | walang (without/no) + tama | nothing correct, all wrong, no right answer | Indicates complete absence of correctness. Used in expressing total disagreement or error. | [CORE] |
| may tama | may tama | may (has/there is) + tama | has a point, there's something right, partially correct | Acknowledges partial correctness or valid point. Common in nuanced agreement. | [CORE] |
| tama ang aking | tama ang aking | tama + ang (marker) + aking (my) | my [statement/answer] is correct, I am right | Construction asserting one's own correctness. Common in arguments or self-affirmation. | [CORE] |
| itama | itama | i- + tama (causative verb) | to correct, to make right, to fix | Causative verb meaning to correct errors or make something right. Common in instructional and corrective contexts. | [CORE] |
| pagtitama | pagtitama | pag- + -ti- + tama (nominalized repeated action) | correction, act of correcting, making right | Refers to the act or process of correcting. Common in educational and editorial contexts. | [CORE] |
| itinatama | itinatama | i- + -in- + tama (progressive causative) | is correcting, being corrected | Progressive form indicating ongoing correction. Common in describing correction process. | [CORE] |
| tama ang palagay | tama ang palagay | tama + ang (marker) + palagay (opinion/feeling) | the opinion is correct, right in thinking | Fixed expression affirming correctness of judgment or opinion. Common in validation of views. | [CORE] |
| tama ang hinala | tama ang hinala | tama + ang (marker) + hinala (suspicion/hunch) | the suspicion is correct, right in suspecting | Fixed expression confirming correctness of suspicion or hunch. Common in discovery or revelation contexts. | [CORE] |
| tama ang daan | tama ang daan | tama + ang (marker) + daan (way/path) | the way is correct, on the right path | Expression indicating correct direction or approach. Used literally for directions and metaphorically for life choices. | [CORE] |
| tama ang oras | tama ang oras | tama + ang (marker) + oras (time) | the time is right, correct timing | Expression indicating appropriate or opportune timing. Common in discussing timing of actions. | [CORE] |
| tamang sagot | tamang sagot | tama + -ng + sagot (answer) | correct answer, right response | Standard phrase for correct answers. Extremely common in educational contexts. | [CORE] |
| tamang desisyon | tamang desisyon | tama + -ng + desisyon (decision) | correct decision, right choice | Expression describing appropriate or wise decisions. Common in evaluating choices. | [CORE] |
| tamang panahon | tamang panahon | tama + -ng + panahon (time/season) | right time, proper season, appropriate moment | Fixed expression about appropriate timing. Common in discussing when to act or when things will happen. | [CORE] |
