# CLCA Protocol v3.2 — F5 Opposition Table
# Language: Turkish (tr)

| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| hak vermek | hak vermemek | hak vermek vs. hak vermemek | to agree with/acknowledge as right vs. to not agree with | Constructional opposition using light verb *vermek* in affirmative vs. negative form. *Hak vermek* indicates siding with or acknowledging someone's rightness; negation indicates disagreement or refusal to acknowledge. | constructional | [CORE] |
| doğru bulmak | doğru bulmamak | doğru bulmak vs. doğru bulmamak | to find correct/approve vs. to not find correct/disapprove | Constructional opposition using light verb *bulmak* in affirmative vs. negative form. Indicates subjective judgment of correctness or approval versus disapproval. | constructional | [CORE] |
| gerçeği söylemek | gerçeği gizlemek | gerçeği söylemek vs. gerçeği gizlemek | to tell the truth vs. to hide the truth | Constructional opposition using different light verbs (*söylemek* "tell" vs. *gizlemek* "hide") with the same object *gerçek* "truth." Indicates opposing actions regarding truth: revelation versus concealment. | constructional | [CORE] |
| gerçeği kabul etmek | gerçeği inkâr etmek | gerçeği kabul etmek vs. gerçeği inkâr etmek | to accept the truth vs. to deny the truth | Constructional opposition using opposing light verb constructions (*kabul etmek* "accept" vs. *inkâr etmek* "deny") with the same object. Indicates opposing epistemic stances toward truth. | constructional | [CORE] |
| gerçeğe uygun | gerçeğe aykırı | gerçeğe uygun vs. gerçeğe aykırı | in accordance with reality vs. contrary to reality | Constructional opposition using dative *gerçeğe* with opposing adjectives (*uygun* "conforming" vs. *aykırı* "contrary"). Evaluates whether statements or representations conform to or contradict reality. | constructional | [CORE] |
| doğru olmak | doğru olmamak / doğru değil | doğru olmak vs. doğru olmamak / doğru değil | to be true vs. to not be true / is not true | Constructional opposition between affirmative and negative copular constructions. Affirmative asserts truth; negative denies truth. Turkish uses both verbal negation (*olmamak*) and negative copula (*değil*). | constructional | [CORE] |
| gerçek olmak | gerçek olmamak | gerçek olmak vs. gerçek olmamak | to be real vs. to not be real | Constructional opposition between affirmative and negative copular constructions evaluating reality status. Affirmative asserts reality; negative denies reality. | constructional | [CORE] |
| hakkı var | hakkı yok | hakkı var vs. hakkı yok | has a right (to) vs. has no right (to) | Constructional opposition using existential *var* "exists" vs. negative existential *yok* "doesn't exist" with possessed *hak* "right." Indicates presence versus absence of entitlement or justification. | constructional | [CORE] |
| doğru söylemek | yalan söylemek | doğru söylemek vs. yalan söylemek | to tell the truth vs. to tell a lie | Constructional opposition using light verb *söylemek* with opposing truth-value nouns. Indicates truthful versus false speech. Note morphological asymmetry: *doğruyu söylemek* (with ACC) vs. *yalan söylemek* (no ACC). | constructional | [CORE] |
| gerçekleşmek | gerçekleşmemek | gerçekleşmek vs. gerçekleşmemek | to come true/be realized vs. to not come true/fail to be realized | Constructional opposition using affirmative vs. negative form of inchoative verb. *Gerçekleşmek* indicates actualization; negation indicates failure to actualize. | constructional | [CORE] |
| kesin | belirsiz | kesin vs. belirsiz | certain/definite vs. uncertain/indefinite | Lexical opposition evaluating epistemic certainty or definiteness. *Kesin* indicates certainty or definiteness; *belirsiz* (morphologically: *belir-* "determine" + privative *-siz*) indicates uncertainty or indefiniteness. | lexical (with morphological component in *belirsiz*) | [CORE] |
| şüpheli | kesin / güvenilir | şüpheli vs. kesin / güvenilir | doubtful/suspicious vs. certain/reliable | Lexical opposition between terms indicating doubt or suspicion and terms indicating certainty or reliability. *Şüpheli* marks grounds for doubt; *kesin/güvenilir* marks certainty or trustworthiness. | lexical | [CORE] |
| kuşkulu | kesin | kuşkulu vs. kesin | doubtful/dubious vs. certain/definite | Lexical opposition evaluating epistemic status. *Kuşkulu* (from *kuşku* "doubt" + possessive *-lu*) indicates dubiousness; *kesin* indicates certainty or definiteness. | lexical | [CORE] |
| tam | eksik | tam vs. eksik | complete/exact vs. incomplete/deficient | Lexical opposition evaluating completeness or exactness. *Tam* indicates completeness or precision; *eksik* indicates incompleteness or deficiency. | lexical | [CORE] |
| katıksız | karışık | katıksız vs. karışık | pure/unadulterated vs. mixed/adulterated | Lexical opposition evaluating purity. *Katıksız* (privative *-sız* on *katık* "additive") indicates purity or lack of admixture; *karışık* indicates mixture or adulteration. | lexical | [CORE] |
| düzgün | düzensiz | düzgün vs. düzensiz | proper/orderly vs. disorderly/improper | Lexical opposition evaluating orderliness or propriety. *Düzgün* indicates proper order; *düzensiz* (from *düzen* "order" + privative *-siz*) indicates disorder or impropriety. | lexical | [CORE] |
| meşru | gayri meşru | meşru vs. gayri meşru | legitimate/lawful vs. illegitimate/unlawful | Lexical opposition (with Arabic negator *gayri* "non-") evaluating legitimacy or lawfulness. *Meşru* indicates legitimacy; *gayri meşru* indicates illegitimacy. | lexical | [CORE] |
| sağlam | zayıf / çürük | sağlam vs. zayıf / çürük | sound/solid vs. weak/rotten | Lexical opposition evaluating soundness or solidity (literal or metaphorical). *Sağlam* indicates structural soundness; *zayıf* "weak" or *çürük* "rotten" indicate lack of soundness. | lexical | [CORE] |
| gerçek ortaya çıkmak | gerçeği saklamak | gerçek ortaya çıkmak vs. gerçeği saklamak | the truth comes out vs. to hide the truth | Constructional opposition between intransitive emergence of truth (*ortaya çıkmak* "come into the open") and transitive concealment (*saklamak* "hide"). Indicates opposing processes of revelation versus concealment. | constructional | [CORE] |
| gerçek ortaya çıkarmak | gerçeği gizlemek | gerçek ortaya çıkarmak vs. gerçeği gizlemek | to reveal the truth vs. to hide the truth | Constructional opposition between causative revelation (*ortaya çıkarmak* "bring into the open") and concealment (*gizlemek* "hide"). Both are transitive but indicate opposing actions regarding truth. | constructional | [CORE] |
| hakkını almak | hakkını vermek | hakkını almak vs. hakkını vermek | to get one's due vs. to give (someone) their due | Constructional opposition using different light verbs (*almak* "take" vs. *vermek* "give") with possessed *hak* "right." Indicates opposing perspectives: claiming/obtaining versus granting/acknowledging what is due. | constructional | [CORE] |
| hak aramak | hak yemek | hak aramak vs. hak yemek | to seek one's rights vs. to usurp rights/wrong someone | Constructional opposition using different light verbs (*aramak* "seek" vs. *yemek* "eat") with *hak* "right." *Hak aramak* indicates pursuing justice; *hak yemek* (idiomatic) indicates violating someone's rights. | constructional | [CORE] |
| -sa/-se (conditional) | -saydı (counterfactual) | -sa/-se vs. -saydı | if (open condition) vs. if (contrary-to-fact) | Morphological opposition in conditional marking. Simple conditional *-sa/-se* leaves truth-value open; counterfactual *-saydı* presupposes falsity of condition (e.g., *gerçek olsaydı* "if it were real [but it's not]"). | morphological | [CORE] |
| bile | dahi | bile vs. dahi | even (colloquial) vs. even (formal) | Lexical opposition in register for concessive particles. Both mean "even" in concessive constructions (*doğru olsa bile/dahi* "even if true"), but *bile* is colloquial while *dahi* is formal/literary. | lexical | [CORE] |
| yalan | yanlış | yalan yanlış | lies and errors / nonsense | Fixed collocation pairing *yalan* "lie" with *yanlış* "wrong/false" for emphatic effect. The pair emphasizes falsity and incorrectness together, often used dismissively. This represents a cooperative rather than strictly oppositional pairing. | constructional (emphatic collocation) | [CORE] |
| doğru | düzgün | doğru düzgün | proper, decent, respectable | Fixed alliterative collocation pairing *doğru* "correct/proper" with *düzgün* "orderly/proper" for emphatic effect. Both terms reinforce propriety and adequacy. This represents a cooperative rather than strictly oppositional pairing. | constructional (emphatic collocation) | [CORE] |
| gerçekçi | gerçek dışı / gerçek üstü | gerçekçi vs. gerçek dışı / gerçeküstü | realistic vs. unreal/surreal | Morphologically related opposition between *gerçekçi* "realistic" (conforming to reality) and compounds indicating departure from reality: *gerçek dışı* "outside reality" and *gerçek üstü/gerçeküstü* "above reality, surreal." | morphological | [CORE] |
| makul | makul olmayan | makul vs. makul olmayan | reasonable vs. unreasonable | Constructional opposition using negative participle *olmayan* to negate the positive term. *Makul* indicates reasonableness; *makul olmayan* indicates unreasonableness. | constructional | [CORE] |
| akla yakın | akla uzak | akla yakın vs. akla uzak | plausible (near to reason) vs. implausible (far from reason) | Constructional opposition using spatial metaphors with *akıl* "reason/mind": *yakın* "near" vs. *uzak* "far." Evaluates plausibility through metaphorical distance from reason. | constructional | [CORE] |
| yerinde | yersiz | yerinde vs. yersiz | appropriate/apt vs. inappropriate/groundless | Morphologically related opposition (locative *yerinde* "in place" vs. privative *yersiz* "without place") evaluating appropriateness or justification. *Yerinde* indicates aptness; *yersiz* indicates lack of grounds. | morphological | [CORE] |
| -abilir/-ebilir (positive potential) | -amaz/-emez (negative potential) | -abilir/-ebilir vs. -amaz/-emez | can vs. cannot | Morphological opposition in potential mood. Positive potential indicates possibility (*doğru olabilir* "can be true"); negative potential indicates impossibility (*gerçek olamaz* "cannot be real"). Used for epistemic modality. | morphological | [CORE] |
| tam anlamıyla | kısmen | tam anlamıyla vs. kısmen | in the full sense/completely vs. partially | Lexical opposition evaluating completeness or degree. *Tam anlamıyla* (literally "with full meaning") indicates completeness; *kısmen* indicates partiality or incompleteness. | lexical | [CORE] |
