# CLCA Protocol v3.4 — F4 Construction Table
# Language: Turkish (tr)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **10. LIGHT VERB: *olmak* (Alternate)** | Zero copula in present tense | Bu doğru | This is true | Zero copula (*Bu doğru*) is more common than overt *olmak* in present tense third person. | [CORE] |
| **11. LIGHT VERB: *çıkmak*** | doğru çıkmak | doğru çıkmak | to turn out to be true, to prove correct | Very common in everyday speech. Emphasizes revelation/discovery of previously uncertain truth-value. Preferred inchoative pattern for truth-domain. | [CORE] |
| **11. LIGHT VERB: *çıkmak*** | sahte çıkmak | sahte çıkmak | to turn out to be fake, to be revealed as counterfeit | Productive with all truth-value adjectives. Common in narrative and evidential contexts. | [CORE] |
| **12. LIGHT VERB: *vermek*** | hak vermek | hak vermek | to agree with, to acknowledge someone is right | Very common idiom. Used in argumentative and interpersonal contexts. Means "to side with, to agree with." | [CORE] |
| **12. LIGHT VERB: *vermek*** | hakkını vermek | hakkını vermek | to give credit, to do justice to | Common expression. Requires possessive marking on noun. Used when acknowledging merit or giving due recognition. | [CORE] |
| **13. LIGHT VERB: *almak*** | hakkını almak | hakkını almak | to get one's due, to obtain justice | Common expression. Contrasts with *hakkını vermek* by emphasizing active claiming rather than granting. Used in justice/fairness contexts. | [CORE] |
| **14. LIGHT VERB: *söylemek*** | doğruyu söylemek | doğruyu söylemek | to tell the truth | Very common. Shows accusative marking (*-yu*). Standard expression for truthful speech. | [CORE] |
| **14. LIGHT VERB: *söylemek*** | yalan söylemek | yalan söylemek | to tell a lie | Extremely common. Notably lacks accusative marking (unlike *doğruyu söylemek*). This asymmetry is lexicalized. | [CORE] |
| **14. LIGHT VERB: *söylemek* (Alternate)** | doğrusunu söylemek | doğrusunu söylemek | to tell the truth, to be frank | Idiomatic variant with possessive + accusative. Slightly more emphatic or colloquial than *doğruyu söylemek*. | [CORE] |
| **15. LIGHT VERB: *bulmak*** | doğru bulmak | doğru bulmak | to find correct, to approve of, to consider right | Common in evaluative contexts. Expresses subjective judgment rather than objective discovery. Used across registers. | [CORE] |
| **15. LIGHT VERB: *bulmak* (Alternates)** | uygun bulmak, yerinde bulmak | uygun bulmak, yerinde bulmak | to find appropriate, to find justified | Similar evaluative constructions with other adjectives. Pattern is productive for judgment expressions. | [CORE] |
| **16. LIGHT VERB: *görmek*** | uygun görmek | uygun görmek | to deem appropriate, to consider suitable | Common in formal/official contexts. More formal register than *bulmak* equivalent. | [CORE] |
| **16. LIGHT VERB: *görmek*** | doğru görmek | doğru görmek | to consider right, to deem correct | Less common than *doğru bulmak*. Tends toward formal register. Used in official/bureaucratic contexts. | [MARGINAL] |
| **17. POSTPOSITION: *hakkında*** | bu konu hakkında | bu konu hakkında | about this subject | Fully grammaticalized postposition. No truth-evaluation function. Common across all registers for expressing "aboutness." | [CORE] |
| **17. POSTPOSITION: *hakkında*** | gerçek hakkında | gerçek hakkında | about the truth/reality | Standard postpositional use. No special truth-domain semantics. | [CORE] |
| **18. ABLATIVE ADVERBIAL** | gerçekten | gerçekten | really, truly | Extremely common adverb. Used as intensifier and manner adverb. No register restrictions. | [CORE] |
| **18. ABLATIVE ADVERBIAL** | doğrudan | doğrudan | directly | Common adverb meaning "directly, straight." Semantic shift from "true" to "direct" is complete. | [CORE] |
| **18. ABLATIVE ADVERBIAL (Alternate)** | hakikaten | hakikaten | truly, really | Synonym of *gerçekten*. Slightly more formal/literary. Both are common. | [CORE] |
| **19. INSTRUMENTAL ADVERBIAL** | hakkıyla | hakkıyla | properly, duly, as it deserves | Common manner adverb. Requires possessive marking. Used to emphasize proper or complete manner of action. | [CORE] |
| **19. INSTRUMENTAL ADVERBIAL** | tam anlamıyla | tam anlamıyla | in the full sense, completely | Common emphatic expression. Shows productive instrumental pattern with possessed abstract nouns. | [CORE] |
| **20. COMPARATIVE** | yalandan daha kötü | yalandan daha kötü | worse than a lie | Truth-value terms appear in standard of comparison but rarely as compared element. Used for rhetorical emphasis. | [MARGINAL] |
| **20. COMPARATIVE** | gerçekten daha garip | gerçekten daha garip | stranger than reality/truth | Idiomatic expression. Truth-value terms function as comparison standard, not as gradable qualities themselves. | [MARGINAL] |
| **21. EQUATIVE: *gibi*** | gerçek gibi | gerçek gibi | like real, as if real, realistic | Common simile construction. Used to evaluate verisimilitude. No register restrictions. | [CORE] |
| **21. EQUATIVE: *gibi*** | yalan gibi | yalan gibi | like a lie, unbelievable, incredible | Idiomatic expression meaning "unbelievable" (often for surprising truths). Very common in everyday speech. | [CORE] |
| **22. QUESTION PARTICLE** | Doğru mu? | doğru mu | Is it true? Is it correct? | Standard yes/no question formation. Extremely common. Used across all registers. | [CORE] |
| **22. QUESTION PARTICLE** | Gerçek mi? | gerçek mi | Is it real? Is it true? | Standard interrogative pattern. No restrictions. Common in verification contexts. | [CORE] |
| **22. QUESTION PARTICLE (Alternate)** | doğru mu yanlış mı | doğru mu yanlış mı | true or false? | Alternative question with double question particles. Common in binary choice contexts. | [CORE] |
| **23. EMPHATIC REDUPLICATION** | doğru düzgün | doğru düzgün | proper, decent | Lexicalized alliterative pair. Common in everyday speech. Second element (*düzgün* "proper") is semantically related. | [CORE] |
| **23. EMPHATIC REDUPLICATION** | yalan dolan | yalan dolan | full of lies | Lexicalized rhyming pair. Common colloquial expression. Second element (*dolan*) is phonologically motivated. | [CORE] |
| **23. EMPHATIC REDUPLICATION (Alternate)** | doğru dürüst | doğru dürüst | proper, honest | Alternative alliterative pair with *doğru*. Semantically similar to *doğru düzgün*. | [CORE] |
| **24. NEGATIVE POLARITY** | Doğru değil | doğru değil | It's not true | Standard negative copula. Extremely common. No restrictions. | [CORE] |
| **24. NEGATIVE POLARITY** | Gerçek olamaz | gerçek olamaz | It can't be real | Negative potential construction. Common for expressing impossibility or disbelief. Used in exclamatory contexts. | [CORE] |
| **24. NEGATIVE POLARITY (Alternate)** | Verbal negation with *-ma/-me* | doğrulamadı, gerçekleşmedi | didn't verify, didn't come true | Productive on all verbs: *doğrulamadı* "didn't verify," *gerçekleşmedi* "didn't come true." | [CORE] |
| **25. CONDITIONAL** | Doğruysa | doğruysa | If it's true | Standard conditional formation. Common in hypothetical reasoning. No register restrictions. | [CORE] |
| **25. CONDITIONAL** | Gerçek olsaydı | gerçek olsaydı | If it were real | Counterfactual conditional. Common for contrary-to-fact statements. Used across registers. | [CORE] |
| **26. CONCESSIVE** | Doğru olsa bile | doğru olsa bile | Even if it's true | Standard concessive construction. Common in argumentative contexts. *Bile* is colloquial variant. | [CORE] |
| **26. CONCESSIVE** | Gerçek olsa dahi | gerçek olsa dahi | Even if it were real | Formal/literary variant with *dahi*. Less common in everyday speech. Used in written/formal registers. | [MARGINAL] |
| **27. CAUSAL/REASON** | Doğru olduğu için | doğru olduğu için | Because it's true | Standard causal construction. Very common. Used across all registers for expressing reasons. | [CORE] |
| **27. CAUSAL/REASON** | Gerçek için | gerçek için | For the truth, for reality | Purpose/dedication construction. Common in ideological or motivational contexts. Different function from causal *olduğu için*. | [CORE] |
| **28. TEMPORAL: *zaman*** | Gerçeği öğrendiği zaman | gerçeği öğrendiği zaman | When he/she learned the truth | Standard temporal subordination. Very common. No register restrictions. | [CORE] |
| **28. TEMPORAL: *zaman*** | Doğru olduğu zaman | doğru olduğu zaman | When it's true | Productive temporal pattern. Common in conditional-temporal contexts. | [CORE] |
| **28. TEMPORAL: *zaman* (Alternate)** | *-dığında* suffix | öğrendiğinde | when s/he learned | Alternative temporal marker: *öğrendiğinde* "when s/he learned." Semantically equivalent to *zaman* construction. | [CORE] |
| **29. RELATIVE CLAUSE** | doğru söyleyen kişi | doğru söyleyen kişi | person who tells the truth | Standard participial relative clause. Very productive. *Kişi* often optional. Common across registers. | [CORE] |
| **29. RELATIVE CLAUSE** | gerçeği bilen | gerçeği bilen | one who knows the truth | Headless relative clause (no overt noun). Very common. Productive pattern for creating nominal expressions. | [CORE] |
| **29. RELATIVE CLAUSE (Alternate)** | Past participle *-dık/-dik* | öğrendiği gerçek | the truth that s/he learned | Alternative participle for completed action: *öğrendiği gerçek* "the truth that s/he learned." | [CORE] |
| **30. COMPLEMENT CLAUSE** | Doğru olduğunu biliyorum | doğru olduğunu biliyorum | I know that it's true | Standard complement clause construction. Extremely common with verbs of cognition and speech. No restrictions. | [CORE] |
| **30. COMPLEMENT CLAUSE** | Gerçek olduğunu söyledi | gerçek olduğunu söyledi | He/she said that it's real | Productive with all propositional attitude verbs. Common across all registers. | [CORE] |
