# CLCA Protocol v3.2 — F1 VOCABULARY TABLE
# Language: Turkish (tr)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| özgün | N/A (Latin script) | *öz* (self, essence) + *gün* (day/adjectival element) | original, authentic, genuine | Evaluates works, ideas, or objects as original and authentic rather than copied or derivative. Particularly common in academic and artistic contexts. | [CORE] |
| sağlam | N/A (Latin script) | healthy, sound, solid | sound, solid, reliable, robust | Evaluates physical objects as structurally sound, and extends to evaluating arguments, evidence, or character as solid and reliable. Used across physical and abstract domains. | [CORE] |
| inandırıcı | N/A (Latin script) | *inan-* (to believe) + *-dır* (causative) + *-ıcı* (agentive) | convincing, credible, persuasive | Evaluates statements, arguments, or performances as capable of producing belief or conviction. Focuses on persuasive power rather than objective truth. | [CORE] |
| makul | N/A (Latin script) | from Arabic *maʿqūl* (reasonable, intelligible) | reasonable, sensible, plausible | Evaluates claims, proposals, or conduct as reasonable and within acceptable bounds. Implies conformity to common sense and rational standards. | [CORE] |
| akla yakın | N/A (Latin script) | *akıl* (mind, reason) + dative + *yakın* (near, close) | plausible, reasonable, likely | Fixed expression evaluating statements or scenarios as close to reason, hence plausible or believable. Literally means "near to the mind/reason." | [CORE] |
| meşru | N/A (Latin script) | from Arabic *mašrūʿ* (lawful, legitimate) | legitimate, lawful, rightful | Evaluates actions, claims, or authority as legitimate according to law or established norms. Used in legal, political, and religious contexts. | [CORE] |
| haklı | N/A (Latin script) | *hak* (right, truth) + *-lı* (having) | right, justified, having a valid point | Evaluates persons as being in the right or having justification for their position or action. Commonly used in disputes and moral evaluations. | [CORE] |
| haksız | N/A (Latin script) | *hak* (right) + *-sız* (without) | wrong, unjust, unjustified | Evaluates persons or actions as lacking justification or being morally/legally wrong. Opposite of *haklı*, commonly used in moral and legal contexts. | [CORE] |
| yerinde | N/A (Latin script) | *yer* (place) + locative case *-de* (at, in) | appropriate, apt, well-placed, justified | Evaluates remarks, actions, or decisions as appropriate to the situation, literally "in its place." Used for contextual appropriateness and justification. | [CORE] |
| uygun | N/A (Latin script) | *uy-* (to fit, conform) + *-gun* (adjectival) | appropriate, suitable, fitting, conforming | Evaluates actions, objects, or statements as fitting or conforming to standards, rules, or circumstances. Emphasizes conformity and appropriateness. | [CORE] |
| katıksız | N/A (Latin script) | *katık* (additive, mixture) + *-sız* (without) | pure, unadulterated, absolute | Evaluates substances or abstract qualities as pure and unmixed, without adulteration. Used both literally for substances and figuratively for truth or emotions. | [CORE] |
| tam | N/A (Latin script) | complete, whole, exact | exact, complete, full, precise | Evaluates correspondence or completeness as exact and full, without deficiency. Used for precision in measurement, accuracy in representation, and completeness. | [CORE] |
| kusursuz | N/A (Latin script) | *kusur* (defect, fault) + *-suz* (without) | flawless, perfect, faultless | Evaluates objects, performances, or conduct as without defect or fault. Used for both technical perfection and moral blamelessness. | [CORE] |
| şüpheli | N/A (Latin script) | from Arabic *šubha* (doubt, suspicion) + Turkish *-li* (having) | doubtful, dubious, suspicious, suspect | Evaluates persons, claims, or situations as arousing doubt or suspicion. Used for both epistemic doubt about truth and moral suspicion about conduct. | [CORE] |
| hak etmek | N/A (Latin script) | *hak* (right, due) + *etmek* (to do/make) | to deserve, to merit, to earn | Used to evaluate whether someone merits something (reward, punishment, treatment) based on their actions or qualities. Common in moral and everyday evaluative discourse: "Bu ödülü hak etti" (He/she deserved this award). | [CORE] |
| hakça | N/A (Latin script) | *hak* (right) + *-ça* (manner suffix) | fairly, justly | Adverbial form used to describe actions or distributions carried out in a fair or just manner. Common in discussions of justice and equity: "Hakça bir karar" (a fair decision). | [CORE] |
| hakkaniyet | N/A (Latin script) | from Arabic *ḥaqqāniyya* (justice, fairness) | fairness, equity, justice | Formal/literary term for fairness and equitable treatment, particularly in legal and ethical discourse. "Hakkaniyet ilkesi" (principle of equity). | [CORE] |
| hakkında | N/A (Latin script) | *hak* (right, matter) + *-ın* (genitive) + *-da* (locative) | about, concerning, regarding | Postposition used to indicate the topic or subject matter of discussion. Extremely common in all registers: "Bu konu hakkında" (about this topic). | [CORE] |
| hakkıyla | N/A (Latin script) | *hak* (right, due) + *-ı* (possessive) + *-yla* (instrumental) | properly, duly, as it deserves | Adverbial expression meaning to do something properly or as it should be done, giving it its due. "İşini hakkıyla yapmak" (to do one's work properly). | [CORE] |
| hak vermek | N/A (Latin script) | *hak* (right) + *vermek* (to give) | to agree with, to side with, to acknowledge someone is right | Used to express agreement with someone's position or to acknowledge they are correct in a dispute. "Sana hak veriyorum" (I agree with you / You're right). | [CORE] |
| hak yemek | N/A (Latin script) | *hak* (right) + *yemek* (to eat) | to violate someone's rights, to wrong someone | Idiomatic expression for violating or usurping someone's rights or due. Strong negative moral connotation. "Kimsenin hakkını yeme" (Don't wrong anyone). | [CORE] |
| hak aramak | N/A (Latin script) | *hak* (right) + *aramak* (to seek) | to seek one's rights, to pursue justice | Used for actively pursuing one's legal or moral rights. Common in legal and activist discourse. "Hakkını aramak" (to seek one's rights). | [CORE] |
| hak sahibi | N/A (Latin script) | *hak* (right) + *sahip* (owner) + *-i* (possessive) | rightful owner, rights holder | Legal and formal term for someone who holds legitimate rights to something. "Telif hakkı sahibi" (copyright holder). | [CORE] |
| hakimiyet | N/A (Latin script) | from Arabic *ḥākimiyya* (sovereignty, dominion) | sovereignty, dominion, mastery | Formal term for sovereignty or supreme authority, used in political and legal contexts. "Milli hakimiyet" (national sovereignty). | [CORE] |
| hak gözetmek | N/A (Latin script) | *hak* (right) + *gözetmek* (to observe, watch over) | to respect rights, to be mindful of what is due | Used for showing respect for others' rights and entitlements. Formal and moral discourse. "Herkesin hakkını gözetmek" (to respect everyone's rights). | [CORE] |
| haksızlık | N/A (Latin script) | *hak* (right) + *-sız* (without) + *-lık* (noun suffix) | injustice, wrong, unfairness | Noun form denoting an unjust act or state of injustice. Very common in moral and legal discourse. "Bu bir haksızlık" (This is an injustice). | [CORE] |
| hak ettiği değer | N/A (Latin script) | *hak* (right) + *et-* (do) + *-tiği* (relative) + *değer* (value) | deserved value, due recognition | Expression for the value or recognition something/someone deserves. "Hak ettiği değeri görmek" (to receive due recognition). | [CORE] |
| hakedişlik | N/A (Latin script) | *hak* (right) + *ediş* (earning) + *-lik* (noun suffix) | progress payment, earned installment | Technical term in construction and contracting for payment earned based on work completed. "Hakedişlik raporu" (progress payment report). | [MARGINAL] |
| Hak Teala | N/A (Latin script) | *Hak* (The Truth/God) + *Teala* (Most High, from Arabic *taʿālā*) | God Almighty, The Most High Truth | Religious epithet for God in Islamic discourse, emphasizing divine truth and transcendence. Used in religious texts and formal religious speech. | [CORE] |
| hakkın rahmetine kavuşmak | N/A (Latin script) | *hak* (God/Truth) + *-ın* (genitive) + *rahmet* (mercy) + *-ine* (dative) + *kavuşmak* (to reach, attain) | to pass away, to die (euphemism) | Euphemistic religious expression for death, literally "to reach the mercy of God/Truth." Used in obituaries and respectful references to death. | [CORE] |
| doğruluk | N/A (Latin script) | *doğru* (true, correct) + *-luk* (noun suffix) | truth, correctness, honesty, integrity | Abstract noun for the quality of being true or correct, also moral honesty. "Doğruluk ve dürüstlük" (truth and honesty). | [CORE] |
| doğrulamak | N/A (Latin script) | *doğru* (true) + *-la-* (denominative verb suffix) + *-mak* (infinitive) | to verify, to confirm, to validate | To establish or confirm the truth of something. Common in technical, legal, and everyday contexts. "Bilgiyi doğrulamak" (to verify information). | [CORE] |
| doğrulama | N/A (Latin script) | *doğru* (true) + *-la-* (verb) + *-ma* (verbal noun) | verification, confirmation, validation | Noun form for the act or process of verifying. Technical and formal usage. "Kimlik doğrulama" (identity verification). | [CORE] |
| doğrultmak | N/A (Latin script) | *doğru* (straight) + *-lt-* (causative) + *-mak* (infinitive) | to straighten, to direct, to aim | To make something straight or to direct something toward a goal. Both physical and metaphorical uses. "Silahı doğrultmak" (to aim a weapon). | [CORE] |
| doğrultu | N/A (Latin script) | *doğru* (straight, direct) + *-ltu* (noun suffix) | direction, line, course | Indicates direction or alignment, particularly in spatial or purposive sense. "Aynı doğrultuda" (in the same direction). | [CORE] |
| doğrultusunda | N/A (Latin script) | *doğrultu* (direction) + *-su* (possessive) + *-nda* (locative) | in line with, in accordance with, in the direction of | Postpositional phrase indicating alignment or conformity with principles, goals, or directions. Very common in formal discourse. "Kanun doğrultusunda" (in accordance with the law). | [CORE] |
| doğru dürüst | N/A (Latin script) | *doğru* (proper, correct) + *dürüst* (honest, proper) | proper, decent, adequate, respectable | Reduplicative expression emphasizing propriety or adequacy. "Doğru dürüst bir iş" (a decent/proper job). | [CORE] |
| doğrudan | N/A (Latin script) | *doğru* (direct) + *-dan* (ablative) | directly, straight, immediate | Adverb indicating directness without intermediary. "Doğrudan iletişim" (direct communication). | [CORE] |
| doğrudan doğruya | N/A (Latin script) | *doğru* (direct) + *-dan* (ablative) + *doğru* (direct) + *-ya* (dative) | directly, straight away, immediately | Emphatic form of "doğrudan," stressing complete directness. "Doğrudan doğruya söylemek" (to say directly/frankly). | [CORE] |
| doğru söylemek | N/A (Latin script) | *doğru* (true) + *söylemek* (to say) | to tell the truth, to speak truthfully | Common expression for truthful speech. "Doğruyu söylemek" (to tell the truth). | [CORE] |
| doğrusunu söylemek | N/A (Latin script) | *doğru* (true) + *-su* (possessive) + *-nu* (accusative) + *söylemek* (to say) | to tell the truth, to be frank | Idiomatic expression often used to introduce a frank or honest statement. "Doğrusunu söylemek gerekirse" (to tell the truth / frankly speaking). | [CORE] |
| doğru bulmak | N/A (Latin script) | *doğru* (correct, right) + *bulmak* (to find) | to find correct, to approve of, to agree with | To evaluate something as correct or appropriate. "Bu yaklaşımı doğru bulmuyorum" (I don't find this approach correct). | [CORE] |
| doğruca | N/A (Latin script) | *doğru* (straight, direct) + *-ca* (manner suffix) | straight, directly, right away | Adverb indicating direct movement or action without deviation. "Doğruca eve gitti" (went straight home). | [CORE] |
| doğru orantı | N/A (Latin script) | *doğru* (direct) + *orantı* (proportion) | direct proportion | Mathematical term for direct proportional relationship. "Doğru orantılı" (directly proportional). | [MARGINAL] |
| doğru akım | N/A (Latin script) | *doğru* (direct) + *akım* (current) | direct current (DC) | Technical electrical engineering term. Abbreviated as DA. "Doğru akım motoru" (DC motor). | [MARGINAL] |
| doğru açı | N/A (Latin script) | *doğru* (right) + *açı* (angle) | right angle | Geometric term for 90-degree angle. "Doğru açılı üçgen" (right triangle). | [MARGINAL] |
| doğruluk tablosu | N/A (Latin script) | *doğruluk* (truth) + *tablo* (table) + *-su* (possessive) | truth table | Logic and computer science term for truth tables used in logical analysis. | [MARGINAL] |
| haklılık | N/A (Latin script) | *hak* (right) + *-lı* (having) + *-lık* (nominal suffix) | rightness, justification, being in the right | Abstract noun referring to the state or quality of being right or justified. Used in arguments and moral evaluations: "Haklılığını kanıtladı" (He proved he was right). | [CORE] |
| hak kazanmak | N/A (Latin script) | *hak* (right) + *kazanmak* (to win, gain) | to earn the right, to gain entitlement | Used to express earning or gaining a right or entitlement through action or merit. Common in legal and moral contexts: "Bu hakkı kazandı" (He/she earned this right). | [CORE] |
| hak getire | N/A (Latin script) | *hak* (right) + *getir-* (to bring) + *-e* (optative) | may it bring blessings, congratulations (on rightful acquisition) | Traditional expression used to congratulate someone on a new acquisition or achievement, wishing it brings them good. Used in everyday social interactions. | [CORE] |
| hak edilmek | N/A (Latin script) | *hak* (right) + *et-* (to do) + *-il* (passive) + *-mek* (infinitive) | to be deserved, to be merited | Passive form expressing that something is deserved or merited. Used in evaluations of just outcomes: "Bu ceza hak edildi" (This punishment was deserved). | [CORE] |
| hak iddia etmek | N/A (Latin script) | *hak* (right) + *iddia* (claim) + *etmek* (to do) | to claim a right, to assert entitlement | Legal and formal expression for asserting or claiming a right. Common in legal proceedings and formal disputes. | [CORE] |
| hak düşmek | N/A (Latin script) | *hak* (right) + *düşmek* (to fall) | to be owed (by someone), to have a claim on | Expression indicating that someone has a right or claim against another, often used for debts or obligations. Common in everyday and legal contexts: "Bana hakkı düştü" (He/she owes me). | [CORE] |
| hakkını vermek | N/A (Latin script) | *hak* (right) + *-ı* (accusative) + *-n* (possessive) + *vermek* (to give) | to give due credit, to do justice to | Expression meaning to give something or someone their due recognition or treatment. Used in evaluations: "Bu filmin hakkını verdi" (He/she did justice to this film / gave a worthy performance). | [CORE] |
| hakkını helal etmek | N/A (Latin script) | *hak* (right) + possessive + *helal* (lawful/permitted) + *etmek* (to make) | to forgive someone's debt/wrong, to waive one's rights | Religious and moral expression for forgiving someone who has wronged you or waiving your rights against them. Common in reconciliation contexts and before death. | [CORE] |
| hak yolu | N/A (Latin script) | *hak* (right, truth) + *yol* (way, path) + possessive | the right path, the path of truth | Religious and moral expression referring to the correct or righteous path in life. Common in religious discourse and moral exhortation. | [CORE] |
| doğrusu | N/A (Latin script) | *doğru* (true) + *-su* (possessive, "its true one") | to tell the truth, actually, frankly | Discourse marker used to introduce a frank or truthful statement. Very common in spoken language: "Doğrusu, bilmiyorum" (To tell the truth, I don't know). | [CORE] |
| doğru yol | N/A (Latin script) | *doğru* (right, correct) + *yol* (way, path) | the right path, the correct way | Expression referring to the morally or practically correct course of action. Common in moral and religious discourse: "Doğru yolu göstermek" (to show the right path). | [CORE] |
| doğru düzgün | N/A (Latin script) | *doğru* (correct, proper) + *düzgün* (proper, orderly) | proper, decent, respectable, adequate | Fixed collocation similar to "doğru dürüst," evaluating something as proper or adequate. Common in everyday speech, often used negatively: "Doğru düzgün konuşamıyor" (He/she can't even speak properly). | [CORE] |
| doğru olmak | N/A (Latin script) | *doğru* (true, correct) + *olmak* (to be) | to be true, to be correct | Basic copular construction for stating truth or correctness. Fundamental in all contexts: "Bu doğru değil" (This is not true). | [CORE] |
| doğruya doğru | N/A (Latin script) | *doğru* (straight) + dative + *doğru* (toward) | straight ahead, directly toward | Adverbial expression indicating direct movement or progression. Used in spatial and temporal contexts: "Doğruya doğru ilerledi" (He/she proceeded straight ahead). | [CORE] |
| doğru çıkmak | N/A (Latin script) | *doğru* (true, correct) + *çıkmak* (to come out, emerge) | to turn out to be true/correct, to be proven right | Expression indicating that something is proven or turns out to be true. Common in everyday and formal contexts: "Tahminim doğru çıktı" (My guess turned out to be correct). | [CORE] |
| doğru akıl | N/A (Latin script) | *doğru* (correct, right) + *akıl* (mind, reason) | sound judgment, right thinking | Expression referring to correct reasoning or sound judgment. Used in evaluations of reasoning: "Doğru akılla düşünmek" (to think with sound judgment). | [CORE] |
| doğru karar | N/A (Latin script) | *doğru* (correct, right) + *karar* (decision) | right decision, correct choice | Common collocation for evaluating decisions as correct. Used in all contexts involving decision-making: "Doğru kararı verdi" (He/she made the right decision). | [CORE] |
| doğru bilgi | N/A (Latin script) | *doğru* (correct, true) + *bilgi* (information, knowledge) | correct information, accurate knowledge | Common collocation for accurate information. Fundamental in epistemic contexts: "Doğru bilgiye ulaşmak" (to access correct information). | [CORE] |
| doğru yanlış | N/A (Latin script) | *doğru* (true, correct) + *yanlış* (false, wrong) | true or false, right or wrong | Fixed pair used in testing, evaluation, and moral contexts. Common in educational and evaluative discourse: "Doğru yanlış soruları" (true/false questions). | [CORE] |
| gerçeklik | N/A (Latin script) | *gerçek* (real, true) + *-lik* (noun suffix) | reality, realness, actuality | Abstract noun for the quality or state of being real. Common in philosophical and everyday discourse: "Gerçeklik algısı" (perception of reality). | [CORE] |
| gerçekten | N/A (Latin script) | *gerçek* (real, true) + *-ten* (ablative) | really, truly, actually, indeed | Adverb emphasizing truth or reality of a statement. Very common in all registers. "Gerçekten mi?" (Really?). | [CORE] |
| gerçekleşmek | N/A (Latin script) | *gerçek* (real) + *-leş-* (become) + *-mek* (infinitive) | to come true, to be realized, to happen, to materialize | To become real or actual, used for events, plans, or predictions coming to pass. "Hayalleri gerçekleşti" (His/her dreams came true). | [CORE] |
| gerçekleştirmek | N/A (Latin script) | *gerçek* (real) + *-leş-* (become) + *-tir-* (causative) + *-mek* (infinitive) | to realize, to accomplish, to carry out, to implement | To make something real or actual, to accomplish. "Projeyi gerçekleştirmek" (to carry out the project). | [CORE] |
| gerçekleşme | N/A (Latin script) | *gerçek* (real) + *-leş-* (become) + *-me* (verbal noun) | realization, occurrence, materialization | Noun form for the process or event of becoming real. "Planın gerçekleşmesi" (the realization of the plan). | [CORE] |
| gerçekleştirme | N/A (Latin script) | *gerçek* (real) + *-leş-* (become) + *-tir-* (causative) + *-me* (verbal noun) | realization, implementation, accomplishment | Noun for the act of realizing or implementing something. Formal and technical usage. | [CORE] |
| gerçekçi | N/A (Latin script) | *gerçek* (real) + *-çi* (agentive/adherent suffix) | realistic, realist | Describes persons or approaches as realistic, grounded in reality. Also refers to artistic realism. "Gerçekçi bir yaklaşım" (a realistic approach). | [CORE] |
| gerçekçilik | N/A (Latin script) | *gerçek* (real) + *-çi* (agentive) + *-lik* (noun suffix) | realism | Philosophical, artistic, or practical orientation toward reality. "Edebiyatta gerçekçilik" (realism in literature). | [CORE] |
| gerçek dışı | N/A (Latin script) | *gerçek* (real) + *dışı* (outside of
