# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 3.4.2 | 警察查明了真相 | jǐng chá chá míng le zhēn xiàng | [CORE] | Common in investigative contexts; ascertaining truth |
| 3.4.3 | 我们要弄清真相 | wǒ men yào nòng qīng zhēn xiàng | [CORE] | Common in investigative contexts; clarifying truth |
| 3.5.1 | 我们实现了目标 | wǒ men shí xiàn le mù biāo | [CORE] | Standard expression for achieving/realizing goals |
| 3.5.2 | 政府实施了新政策 | zhèng fǔ shí shī le xīn zhèng cè | [CORE] | Standard administrative expression for implementing policy |
| 3.5.3 | 学校实行了新制度 | xué xiào shí xíng le xīn zhì dù | [CORE] | Standard expression for implementing new system |
| 4.1.1 | 他假造了证据 | tā jiǎ zào le zhèng jù | [CORE] | Lexicalized causative of falsity; fabricating evidence |
| 4.1.2 | 罪犯伪造了文件 | zuì fàn wěi zào le wén jiàn | [CORE] | Lexicalized causative of falsity; forging documents |
| 4.1.3 | 他捏造了事实 | tā niē zào le shì shí | [CORE] | Lexicalized causative of falsity; fabricating facts |
| 4.2.1 | 他欺骗了我 | tā qī piàn le wǒ | [CORE] | Standard expression for deceiving someone |
| 4.2.2 | 他说谎了 | tā shuō huǎng le | [CORE] | Common expression for lying |
| 4.2.3 | 别撒谎！ | bié sā huǎng! | [CORE] | Common imperative; don't lie |
| 4.3.1 | 他歪曲了事实 | tā wāi qū le shì shí | [CORE] | Standard expression for distorting facts |
| 4.3.2 | 他篡改了记录 | tā cuàn gǎi le jì lù | [CORE] | Standard expression for falsifying records |
| 4.4.1 | 他隐瞒了真相 | tā yǐn mán le zhēn xiàng | [CORE] | Standard expression for concealing truth |
| 4.4.2 | 他们掩盖了真相 | tā men yǎn gài le zhēn xiàng | [CORE] | Standard expression for covering up truth |
| 4.5.1 | 我说错了 | wǒ shuō cuò le | [CORE] | Resultative complement; extremely common in everyday speech |
| 4.5.2 | 我做错了 | wǒ zuò cuò le | [CORE] | Resultative complement; very common for admitting mistakes |
| 4.5.3 | 我弄错了 | wǒ nòng cuò le | [CORE] | Resultative complement; common for getting something wrong |
| 4.5.4 | 你搞错了 | nǐ gǎo cuò le | [CORE] | Resultative complement; common for pointing out errors |
| 5.1.1 | 我们要保持真实 | wǒ men yào bǎo chí zhēn shí | [CORE] | Standard expression for maintaining authenticity |
| 5.1.2 | 他一直保持诚实 | tā yī zhí bǎo chí chéng shí | [CORE] | Standard expression for maintaining honesty |
| 5.1.3 | 维持真相 | wéi chí zhēn xiàng | [MARGINAL] | Less natural than alternatives; 保持 or other verbs preferred |
| 5.2.1 | 他坚持说真话 | tā jiān chí shuō zhēn huà | [CORE] | Standard expression for persisting in telling truth |
| 5.2.2 | 我们要坚持实事求是 | wǒ men yào jiān chí shí shì qiú shì | [CORE] | Important political/philosophical principle; very common |
| 5.3.1 | 事实保持不变 | shì shí bǎo chí bù biàn | [CORE] | Standard expression for facts remaining unchanged |
| 5.3.2 | 真相仍然是真相 | zhēn xiàng réng rán shì zhēn xiàng | [CORE] | Emphatic expression; truth remains truth |
| 5.4.1 | 真金不怕火炼 | zhēn jīn bù pà huǒ liàn | [CORE] | Well-known proverb; genuine quality withstands testing |
| 6.2.1 | 变得不可靠 | biàn de bù kě kào | [CORE] | Standard pattern for becoming unreliable |
| 6.2.2 | 变得不准确 | biàn de bù zhǔn què | [CORE] | Standard pattern for becoming inaccurate |
| 6.3.1 | 真相被掩盖 | zhēn xiàng bèi yǎn gài | [CORE] | Passive construction; truth was covered up |
| 6.3.2 | 真相被隐瞒 | zhēn xiàng bèi yǐn mán | [CORE] | Passive construction; truth was concealed |
| 7.1.1 | 我们要避免错误 | wǒ men yào bì miǎn cuò wù | [CORE] | Standard expression for avoiding errors |
| 7.1.2 | 小心避免说错 | xiǎo xīn bì miǎn shuō cuò | [CORE] | Standard expression for being careful to avoid mistakes |
| 7.2.1 | 要防止欺骗 | yào fáng zhǐ qī piàn | [CORE] | Standard expression for preventing deception |
| 7.2.2 | 加强监管防止造假 | jiā qiáng jiān guǎn fáng zhǐ zào jiǎ | [CORE] | Common in regulatory contexts; prevent counterfeiting |
| 8.1.1 | 故事变得更真实了 | gù shi biàn de gèng zhēn shí le | [CORE] | Standard pattern for gradual increase in realism |
| 8.1.2 | 数据变得越来越准确 | shù jù biàn de yuè lái yuè zhǔn què | [CORE] | Standard pattern for increasing accuracy |
| 8.1.3 | 消息变得更可靠了 | xiāo xi biàn de gèng kě kào le | [CORE] | Standard pattern for increasing reliability |
| 8.2.1 | 他的话变得越来越不可靠 | tā de huà biàn de yuè lái yuè bù kě kào | [CORE] | Standard pattern for decreasing reliability |
| 8.2.2 | 报道变得更不准确了 | bào dào biàn de gèng bù zhǔn què le | [CORE] | Standard pattern for decreasing accuracy |
| 9.1.1 | 变真了 | biàn zhēn le | [CORE] | Perfective aspect marker 了; completed change |
| 9.1.2 | 证实了 | zhèng shí le | [CORE] | Perfective aspect marker 了; completed verification |
| 9.2.1 | 情况正在变化 | qíng kuàng zhèng zài biàn huà | [CORE] | Progressive aspect; situation is changing |
| 9.2.2 | 我们正在核实消息 | wǒ men zhèng zài hé shí xiāo xi | [CORE] | Progressive aspect; we are verifying |
| 9.3.1 | 这个说法变过 | zhè ge shuō fǎ biàn guò | [CORE] | Experiential aspect; has changed at some point |
| 9.3.2 | 这个消息证实过 | zhè ge xiāo xi zhèng shí guò | [CORE] | Experiential aspect; has been verified before |
| 10.1.1 | 证据能证实这个说法 | zhèng jù néng zhèng shí zhè ge shuō fǎ | [CORE] | Modal verb expressing ability to verify |
| 10.1.2 | 我们可以核实这个消息 | wǒ men kě yǐ hé shí zhè ge xiāo xi | [CORE] | Modal verb expressing ability to verify |
| 10.2.1 | 证得实 / 证不实 | zhèng de shí / zhèng bù shí | [MARGINAL] | Less common than modal + verb for verification |
| 10.2.2 | 查得清 / 查不清 | chá de qīng / chá bù qīng | [CORE] | Potential complement; can/cannot investigate clearly |
| 11.1.1 | 如果这个变真了，我们就麻烦了 | rú guǒ zhè ge biàn zhēn le, wǒ men jiù má fan le | [CORE] | Conditional construction; if this becomes true |
| 11.1.2 | 要是能证实就好了 | yào shì néng zhèng shí jiù hǎo le | [CORE] | Conditional construction; if only we could verify |
| 11.2.1 | 如果有证据就会证实 | rú guǒ yǒu zhèng jù jiù huì zhèng shí | [CORE] | Counterfactual conditional; if there were evidence, it would be verified |
