# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Chinese (zh)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| 虚 (xū) | 徒有虚名 | tú yǒu xū míng | have an undeserved reputation, be famous in name only | Criticizes having reputation without substance. Common in critical evaluations. | CORE |
| 虚 (xū), 假 (jiǎ) | 弄虚作假 | nòng xū zuò jiǎ | practice fraud, engage in deception, falsify | Describes fraudulent or deceptive practices. Common in criticizing dishonest behavior. | CORE |
| 虚 (xū), 假 (jiǎ) | 虚情假意 | xū qíng jiǎ yì | hypocritical, insincere, false sentiments | Criticizes insincere emotions or hypocritical behavior. Common in evaluating authenticity of feelings. | CORE |
| 假 (jiǎ) | 假公济私 | jiǎ gōng jì sī | use public office for private gain, abuse public position | Criticizes abuse of public position for personal benefit. Common in political and ethical discourse. | CORE |
| 假 (jiǎ) | 假仁假义 | jiǎ rén jiǎ yì | hypocritical benevolence and righteousness, pretended virtue | Criticizes hypocritical display of virtue. Common in moral criticism. | CORE |
| 假 (jiǎ) | 不假思索 | bù jiǎ sī suǒ | without thinking, offhand, spontaneously | Describes acting or speaking without deliberation. Common in describing spontaneous responses. | CORE |
| 假 (jiǎ) | 假以时日 | jiǎ yǐ shí rì | given time, in due course, with time | Literary expression meaning "given sufficient time." Used in formal contexts. | CORE |
| 对 (duì) | 对答如流 | duì dá rú liú | answer fluently, respond readily and correctly | Praises ability to answer questions smoothly and correctly. Common in evaluating performance. | CORE |
| 对 (duì) | 对症下药 | duì zhèng xià yào | prescribe the right medicine, take appropriate measures | Metaphor for addressing problems with appropriate solutions. Very common in problem-solving contexts. | CORE |
| 错 (cuò) | 将错就错 | jiāng cuò jiù cuò | make the best of a mistake, let a mistake stand | Describes accepting or working with a mistake rather than correcting it. Common in pragmatic contexts. | CORE |
| 错 (cuò) | 错综复杂 | cuò zōng fù zá | intricate and complex, complicated | Describes highly complex situations. Very common in describing complicated circumstances. Note: 错 here means "interlaced" rather than "wrong." | CORE |
| 错 (cuò) | 阴差阳错 | yīn chā yáng cuò | due to a strange combination of circumstances, by a curious coincidence | Describes unexpected outcomes due to coincidental circumstances. Common in narrative contexts. | CORE |
| 诚 (chéng) | 诚惶诚恐 | chéng huáng chéng kǒng | with trepidation and anxiety, extremely apprehensive | Formal expression of anxiety or apprehension, often in humble contexts. Common in formal correspondence. | CORE |
| 诚 (chéng) | 精诚所至，金石为开 | jīng chéng suǒ zhì, jīn shí wèi kāi | complete sincerity can move heaven and earth, sincerity can work miracles | Proverb emphasizing power of sincerity. Common in motivational contexts. | CORE |
| 诚 (chéng) | 开诚布公 | kāi chéng bù gōng | be frank and open, speak frankly and sincerely | Describes frank, open communication. Common in diplomatic and interpersonal contexts. | CORE |
| 欺 (qī) | 欺世盗名 | qī shì dào míng | deceive the public to gain fame, win undeserved reputation | Criticizes gaining false reputation through deception. Common in moral criticism. | CORE |
| 欺 (qī) | 欺上瞒下 | qī shàng mán xià | deceive superiors and hide truth from subordinates | Criticizes dishonest behavior in hierarchical contexts. Common in organizational criticism. | CORE |
| 欺 (qī) | 自欺欺人 | zì qī qī rén | deceive oneself and others, self-deception | Criticizes self-deception and deceiving others. Very common in moral and psychological contexts. | CORE |
| 欺 (qī) | 童叟无欺 | tóng sǒu wú qī | honest dealing with all, fair to young and old alike | Commercial slogan guaranteeing honest dealing. Common in traditional business contexts. | CORE |
| 真 (zhēn) | 真金不怕火炼 | zhēn jīn bù pà huǒ liàn | real gold fears no fire, genuine quality withstands testing | Proverb expressing confidence that genuine quality will be proven under testing. Very common in various contexts. | CORE |
| 真 (zhēn), 假 (jiǎ) | 是真的假不了，是假的真不了 | shì zhēn de jiǎ bù liǎo, shì jiǎ de zhēn bù liǎo | what's true can't be made false, what's false can't be made true; truth will out | Proverb asserting that truth and falsehood will ultimately be revealed. Common in reassuring contexts. | CORE |
| 真 (zhēn) | 真人不露相 | zhēn rén bù lòu xiàng | truly capable people don't show off, real experts are modest | Proverb praising modesty and criticizing ostentation. Common in character evaluation. | CORE |
| 虚 (xū), 实 (shí) | 耳听为虚，眼见为实 | ěr tīng wéi xū, yǎn jiàn wéi shí | hearing is uncertain, seeing is believing; don't believe everything you hear | Proverb emphasizing direct observation over hearsay. Very common in epistemological contexts. | CORE |
| 实践 (shíjiàn), 真 (zhēn) | 实践出真知 | shí jiàn chū zhēn zhī | practice produces true knowledge, knowledge comes from practice | Slogan emphasizing learning through practice. Common in educational and political contexts. | CORE |
| 实践 (shíjiàn), 真理 (zhēnlǐ) | 实践是检验真理的唯一标准 | shí jiàn shì jiǎn yàn zhēn lǐ de wéi yī biāo zhǔn | practice is the sole criterion for testing truth | Important political slogan from 1978 reform era. Common in political and philosophical discourse. | CORE |
| 假 (jiǎ), 真 (zhēn) | 假的真不了，真的假不了 | jiǎ de zhēn bù liǎo, zhēn de jiǎ bù liǎo | the false cannot become true, the true cannot become false | Variant of #42, asserting ultimate revelation of truth. Common in reassuring contexts. | CORE |
| 对 (duì) | 对事不对人 | duì shì bù duì rén | address the issue, not the person; focus on the problem, not personalities | Common principle in conflict resolution and criticism. Very common in workplace and interpersonal contexts. | CORE |
| 错 (cuò) | 知错能改，善莫大焉 | zhī cuò néng gǎi, shàn mò dà yān | knowing one's mistakes and being able to correct them is the greatest virtue | Classical saying praising ability to correct mistakes. Common in moral education. | CORE |
| 过 (guò) | 人非圣贤，孰能无过 | rén fēi shèng xián, shú néng wú guò | to err is human, nobody is perfect | Classical saying acknowledging human fallibility. Very common in forgiving contexts. | CORE |
| 真 (zhēn) | 说真的 | shuō zhēn de | to tell the truth, honestly speaking, seriously | Discourse marker introducing truthful or serious statement. Very common in everyday speech. | CORE |
| 真 (zhēn) | 真的吗？ | zhēn de ma | really? is that true? are you serious? | Common question expressing surprise or seeking confirmation. Extremely common in everyday speech. | CORE |
| 真 (zhēn) | 真是的 | zhēn shì de | really! good grief! (expressing exasperation or mild complaint) | Exclamation expressing exasperation or complaint. Very common in everyday speech. | CORE |
| 真 (zhēn) | 当真 | dāng zhēn | take seriously, take as real, really mean it | Questions or affirms whether something should be taken seriously. Common in conversational contexts. | CORE |
| 认真 (rènzhēn) | 认真起来 | rèn zhēn qǐ lái | get serious, start taking it seriously | Describes becoming serious about something. Common in everyday speech. | CORE |
| 实 (shí) | 说实话 | shuō shí huà | to tell the truth, honestly speaking, frankly | Discourse marker introducing truthful statement. Very common in everyday speech. | CORE |
| 老实 (lǎoshi) | 老实说 | lǎo shí shuō | honestly speaking, to be frank | Discourse marker introducing frank statement. Common in everyday speech. | CORE |
| 实 (shí) | 实话实说 | shí huà shí shuō | speak the plain truth, tell it like it is | Emphasizes speaking truthfully and directly. Common in everyday speech and media. | CORE |
| 实在 (shízài) | 说实在的 | shuō shí zài de | to be honest, frankly speaking, actually | Discourse marker introducing honest statement. Very common in everyday speech. | CORE |
| 实际 (shíjì) | 实际上 | shí jì shàng | actually, in fact, in reality | Discourse marker introducing actual situation. Extremely common in all contexts. | CORE |
| 事实 (shìshí) | 事实上 | shì shí shàng | in fact, actually, as a matter of fact | Discourse marker introducing factual statement. Extremely common in all contexts. | CORE |
| 假如 (jiǎrú) | 假如说 | jiǎ rú shuō | suppose, if we say, supposing that | Introduces hypothetical scenario. Common in reasoning and discussion. | CORE |
| 假装 (jiǎzhuāng) | 假装不知道 | jiǎ zhuāng bù zhī dào | pretend not to know, feign ignorance | Common expression describing deliberate pretense of ignorance. Very common in everyday speech. | CORE |
| 对 (duì) | 对不对？ | duì bù duì | right? isn't it? am I right? | Tag question seeking confirmation or agreement. Extremely common in everyday speech. | CORE |
| 错 (cuò) | 没错 | méi cuò | that's right, exactly, correct | Affirmation of correctness. Very common in everyday speech. | CORE |
| 对 (duì) | 不对劲 | bù duì jìn | something's wrong, something's not right, something's fishy | Expresses sense that something is wrong or amiss. Very common in everyday speech. | CORE |
| 错 (cuò) | 大错特错 | dà cuò tè cuò | completely wrong, utterly mistaken, dead wrong | Emphatic expression of complete error. Common in strong disagreement. | CORE |
| 错 (cuò) | 错不了 | cuò bù liǎo | can't be wrong, must be right, no mistake | Expression of confidence in correctness. Common in everyday speech. | CORE |
| 诚 (chéng) | 诚心诚意 | chéng xīn chéng yì | with complete sincerity, wholeheartedly | Emphasizes complete sincerity. Common in expressing or evaluating sincerity. | CORE |
| 真 (zhēn) | 是不是真的 | shì bù shì zhēn de | whether it's true, is it true or not | Questions truth-value. Very common in everyday speech. | CORE |
| 真 (zhēn), 假 (jiǎ) | 到底是真是假 | dào dǐ shì zhēn shì jiǎ | whether it's true or false in the end, what's the real truth | Questions ultimate truth-value. Common in investigative contexts. | CORE |
| 符合 (fúhé), 事实 (shìshí) | 符合事实 | fú hé shì shí | conform to facts, accord with reality, be factual | Evaluates correspondence with facts. Common in formal and legal contexts. | CORE |
| 符合 (fúhé), 事实 (shìshí) | 不符合事实 | bù fú hé shì shí | not conform to facts, not accord with reality, be contrary to facts | Denies correspondence with facts. Common in refutations and corrections. | CORE |
| 事实 (shìshí), 符 (fú) | 与事实相符 | yǔ shì shí xiāng fú | correspond with facts, tally with reality | Formal expression of factual correspondence. Common in official and legal contexts. | CORE |
| 事实 (shìshí), 符 (fú) | 与事实不符 | yǔ shì shí bù fú | not correspond with facts, contradict reality | Formal expression denying factual correspondence. Common in official denials and corrections. | CORE |
| 真相 (zhēnxiàng) | 查明真相 | chá míng zhēn xiàng | ascertain the truth, find out the facts, get to the bottom of | Describes investigating to discover truth. Common in investigative contexts. | CORE |
| 真相 (zhēnxiàng) | 弄清真相 | nòng qīng zhēn xiàng | clarify the truth, get to the truth, find out what really happened | Describes clarifying or discovering truth. Common in investigative contexts. | CORE |
| 真相 (zhēnxiàng) | 揭露真相 | jiē lù zhēn xiàng | reveal the truth, expose the facts, uncover the truth | Describes revealing hidden truth. Common in investigative journalism and exposés. | CORE |
| 真相 (zhēnxiàng) | 隐瞒真相 | yǐn mán zhēn xiàng | conceal the truth, hide the facts, cover up the truth | Describes concealing truth. Common in criticism of cover-ups. | CORE |
| 核实 (héshí) | 核实情况 | hé shí qíng kuàng | verify the situation, check the facts, confirm the circumstances | Describes verifying facts or circumstances. Common in administrative and investigative contexts. | CORE |
| 证实 (zhèngshí) | 证实消息 | zhèng shí xiāo xi | confirm the news, verify the information | Describes confirming news or information. Common in journalistic contexts. | CORE |
| 准确 (zhǔnquè) | 准确无误 | zhǔn què wú wù | accurate and error-free, completely accurate, precise | Emphasizes complete accuracy. Common in technical and informational contexts. | CORE |
| 正确 (zhèngquè) | 完全正确 | wán quán zhèng què | completely correct, entirely right, absolutely correct | Emphasizes complete correctness. Common in affirmations and evaluations. | CORE |
| 正确 (zhèngquè) | 绝对正确 | jué duì zhèng què | absolutely correct, definitely right | Emphasizes absolute correctness. Common in strong affirmations. | CORE |
| 可靠 (kěkào) related | 值得信赖 | zhí dé xìn lài | trustworthy, reliable, worthy of trust | Evaluates trustworthiness. Common in evaluating people and sources. | CORE |
| 可靠 (kěkào) related | 可以信赖 | kě yǐ xìn lài | can be trusted, reliable, trustworthy | Affirms trustworthiness. Common in evaluations. | CORE |
| 可靠 (kěkào) related | 不可信 | bù kě xìn | untrustworthy, unreliable, not credible | Denies trustworthiness. Common in warnings and criticisms. | CORE |
| 谎言 (huǎngyán) | 说谎话 | shuō huǎng huà | tell lies, lie, speak falsely | Describes lying. Very common in everyday speech. | CORE |
| 谎 (huǎng) | 撒谎 | sā huǎng | tell lies, lie | Common verb for lying. Very common in everyday speech. | CORE |
| 真 (zhēn) | 说真话 | shuō zhēn huà | tell the truth, speak truthfully | Describes telling truth. Very common in everyday speech. | CORE |
| 真 (zhēn) | 讲真话 | jiǎng zhēn huà | tell the truth, speak truthfully | Describes telling truth. Common in everyday speech, slightly more formal than 说真话. | CORE |
| 实 (shí) | 实话实说 | shí huà shí shuō | speak the plain truth, tell it like it is | Emphasizes direct truthful speech. Common in everyday speech. | CORE |
| 欺骗 (qīpiàn) | 欺骗别人 | qī piàn bié rén | deceive others, cheat people | Describes deceiving others. Common in moral discourse. | CORE |
| 骗 (piàn) | 被骗了 | bèi piàn le | was deceived, got cheated, was fooled | Describes being deceived. Very common in everyday speech. | CORE |
| 骗 (piàn) | 上当受骗 | shàng dàng shòu piàn | be taken in, be deceived, fall for a trick | Describes being deceived or tricked. Common in everyday speech. | CORE |
| 客观 (kèguān) | 客观地看 | kè guān de kàn | objectively speaking, from an objective viewpoint | Introduces objective perspective. Common in analytical discourse. | CORE |
| 客观 (kèguān) | 客观地说 | kè guān de shuō | objectively speaking, to be objective | Introduces objective statement. Common in analytical discourse. | CORE |
| 客观 (kèguān) | 从客观角度 | cóng kè guān jiǎo dù | from an objective perspective, from an objective angle | Introduces objective viewpoint. Common in analytical discourse. | CORE |
| 主观 (zhǔguān) | 主观臆断 | zhǔ guān yì duàn | subjective conjecture, jump to conclusions, make subjective judgments | Criticizes subjective judgment without evidence. Common in critical discourse. | CORE |
| 主观 (zhǔguān) | 主观想法 | zhǔ guān xiǎng fǎ | subjective idea, personal opinion, subjective view | Refers to subjective perspective. Common in analytical discourse. | CORE |
| 真 (zhēn), 假 (jiǎ) | 这是真的还是假的？ | zhè shì zhēn de hái shì jiǎ de | is this true or false? is this real or fake? | Questions truth-value or authenticity. Very common in everyday speech. | CORE |
| 真 (zhēn) | 你说的是真的吗？ | nǐ shuō de shì zhēn de ma | is what you said true? are you telling the truth? | Questions truthfulness of statement. Very common in everyday speech. | CORE |
| 对 (duì) | 这对不对？ | zhè duì bù duì | is this right or wrong? is this correct? | Questions correctness. Extremely common in everyday speech. | CORE |
| 错 (cuò) | 有没有错？ | yǒu méi yǒu cuò | is there any mistake? is this wrong? | Questions presence of error. Common in checking and verification. | CORE |
| 证实 (zhèngshí) | 能不能证实？ | néng bù néng zhèng shí | can it be verified? can you confirm it? | Questions possibility of verification. Common in investigative contexts. | CORE |
| verification related | 怎么证明？ | zěn me zhèng míng | how to prove it? how can you prove it? | Questions method of proof. Common in argumentative contexts. | CORE |
| 真 (zhēn), 假 (jiǎ) | 真真假假，假假真真 | zhēn zhēn jiǎ jiǎ, jiǎ jiǎ zhēn zhēn | mix of truth and falsehood, hard to distinguish real from fake | Describes complex situations mixing truth and falsehood. Common in describing ambiguous situations. | CORE |
| 真 (zhēn), 假 (jiǎ) | 半真半假 | bàn zhēn bàn jiǎ | half true and half false, partly true | Describes statements mixing truth and falsehood. Common in evaluating credibility. | CORE |
| 真 (zhēn), 假 (jiǎ) | 亦真亦假 | yì zhēn yì jiǎ | both true and false, ambiguous, hard to tell | Describes ambiguous truth-value. Common in literary and analytical contexts. | CORE |
| 实 (shí) | 名实相符 | míng shí xiāng fú | name matches reality, worthy of the name | Indicates correspondence between name and reality. Common in evaluative contexts. | CORE |
| 实 (shí) | 名实不符 | míng shí bù fú | name doesn't match reality, unworthy of the name | Criticizes mismatch between name and reality. Common in critical evaluations. | CORE |
| truth/sincerity related | 表里如一 | biǎo lǐ rú yī | the same inside and out, consistent in word and deed | Praises consistency between appearance and reality. Common in character evaluation. | CORE |
| truth/sincerity related | 表里不一 | biǎo lǐ bù yī | inconsistent in word and deed, say one thing and do another | Criticizes inconsistency between appearance and reality. Common in moral criticism. | CORE |
| truth/sincerity related | 言行一致 | yán xíng yī zhì | words match deeds, practice what one preaches | Praises consistency between words and actions. Common in moral evaluation. | CORE |
| truth/sincerity related | 言行不一 | yán xíng bù yī | words don't match deeds, say one thing and do another | Criticizes inconsistency between words and actions. Common in moral criticism. | CORE |
| 客观 (kèguān), 事实 (shìshí) | 客观事实 | kè guān shì shí | objective facts, objective reality | Refers to objective factual reality. Common in analytical and argumentative discourse. | CORE |
| 主观 (zhǔguān) | 主观意见 | zhǔ guān yì jiàn | subjective opinion, personal view | Refers to subjective perspective. Common in analytical discourse. | CORE |
| 真 (zhēn), 事实 (shìshí) | 千真万确的事实 | qiān zhēn wàn què de shì shí | absolutely true facts, indisputable facts | Emphatic expression of factual truth. Common in strong assertions. | CORE |
| 事实 (shìshí) | 铁一般的事实 | tiě yī bān de shì shí | iron-clad facts, hard facts | Metaphor emphasizing irrefutable facts. Common in strong assertions. | CORE |
| 事实 (shìshí) | 不容置疑的事实 | bù róng zhì yí de shì shí | indisputable facts, facts beyond doubt | Emphasizes indisputable nature of facts. Common in strong assertions. | CORE |
| 真 (zhēn) | 不是真的 | bù shì zhēn de | not true, false, untrue | Denies truth. Very common in everyday speech. | CORE |
| 事实 (shìshí) | 不是事实 | bù shì shì shí | not factual, not true, contrary to facts | Denies factuality. Common in refutations. | CORE |
| evidence/truth related | 没有根据 | méi yǒu gēn jù | groundless, without basis, unfounded | Criticizes lack of factual basis. Common in refutations. | CORE |
| evidence/truth related | 毫无根据 | háo wú gēn jù | completely groundless, utterly unfounded | Emphatic criticism of lack of basis. Common in strong refutations. | CORE |
