# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Chinese (zh)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| 诚信 (chéngxìn) | 诚信度 | chéngxìndù | sincere-trust-DEGREE | degree of integrity, credibility level | Measurable degree of integrity or credibility. Common in business and social credit contexts. | CORE |
| 真实 (zhēnshí) | 真实化 | zhēnshíhuà | true-actual-IFY | make real, realize, authenticate | Process of making something real or authentic. Used in contexts of authentication or making representations realistic. | MARGINAL |
| 实际 (shíjì) | 实际化 | shíjìhuà | actual-boundary-IFY | actualize, make practical, implement | Process of making something practical or actual. Used in contexts of implementation or practical application. | MARGINAL |
| 实体 (shítǐ) | 实体化 | shítǐhuà | actual-body-IFY | materialize, embody, instantiate, reify | Process of making something material or concrete. Used in philosophical and technical contexts about reification or instantiation. | CORE |
| 客观 (kèguān) | 客观化 | kèguānhuà | object-observe-IFY | objectify, make objective | Process of making something objective or treating it objectively. Used in academic and analytical contexts. | CORE |
| 诚实 (chéngshí) | 诚实者 | chéngshízhě | sincere-actual-PERSON | honest person, truthful person | Person characterized by honesty. Formal or literary usage. | MARGINAL |
| 欺骗 (qīpiàn) | 欺骗者 | qīpiànzhě | deceive-cheat-PERSON | deceiver, cheater, fraud | Person who deceives or cheats. Common in formal or legal contexts. | CORE |
| 真正 (zhēnzhèng) | 真正地 | zhēnzhèng de | true-correct-ADV | genuinely, really, truly | Adverbial form emphasizing genuine manner. Common in both speech and writing. | CORE |
| 真实 (zhēnshí) | 真实地 | zhēnshí de | true-actual-ADV | truly, really, authentically | Adverbial form emphasizing authentic manner. Common in narrative and descriptive contexts. | CORE |
| 真诚 (zhēnchéng) | 真诚地 | zhēnchéng de | true-sincere-ADV | sincerely, genuinely | Adverbial form emphasizing sincere manner. Common in expressing sincere attitudes or actions. | CORE |
| 真心 (zhēnxīn) | 真心地 | zhēnxīn de | true-heart-ADV | sincerely, wholeheartedly | Adverbial form emphasizing wholehearted manner. Very common in everyday speech. | CORE |
| 实际 (shíjì) | 实际地 | shíjì de | actual-boundary-ADV | actually, practically, in practice | Adverbial form emphasizing actual or practical manner. Common in contrasting theory with practice. | CORE |
| 实在 (shízài) | 实在地 | shízài de | actual-exist-ADV | really, truly, honestly | Adverbial form emphasizing genuine or honest manner. Common in everyday speech. | CORE |
| 假装 (jiǎzhuāng) | 假装地 | jiǎzhuāng de | false-pretend-ADV | pretendingly, feignedly, in pretense | Adverbial form indicating pretense. Less common than bare 假装. | MARGINAL |
| 诚实 (chéngshí) | 诚实地 | chéngshí de | sincere-actual-ADV | honestly, truthfully | Adverbial form emphasizing honest manner. Common in both speech and writing. | CORE |
| 客观 (kèguān) | 客观地 | kèguān de | object-observe-ADV | objectively, impartially | Adverbial form emphasizing objective manner. Common in academic and analytical discourse. | CORE |
| 主观 (zhǔguān) | 主观地 | zhǔguān de | subject-observe-ADV | subjectively, from a personal perspective | Adverbial form emphasizing subjective manner. Common in academic and analytical discourse. | CORE |
| 真实 (zhēnshí) | 真真实实 | zhēnzhēn shíshí | true-true-actual-actual | very real, absolutely true, completely genuine | Intensified form emphasizing complete authenticity. Common in emphatic speech. | CORE |
| 实在 (shízài) | 实实在在 | shíshí zàizài | actual-actual-exist-exist | very real, absolutely genuine, down-to-earth | Intensified form emphasizing complete genuineness or honesty. Very common in everyday speech. | CORE |
| 老实 (lǎoshi) | 老老实实 | lǎolǎo shíshí | old-old-actual-actual | very honest, obediently, dutifully | Intensified form emphasizing complete honesty or obedience. Common in everyday speech about behavior. | CORE |
| 认真 (rènzhēn) | 认认真真 | rènrèn zhēnzhēn | recognize-recognize-true-true | very seriously, very conscientiously, meticulously | Intensified form emphasizing extreme seriousness or care. Very common in describing work attitude. | CORE |
| 踏实 (tāshi) | 踏踏实实 | tàtà shíshí | step-step-actual-actual | very steady, very dependable, down-to-earth | Intensified form emphasizing complete steadiness or reliability. Common in describing character or work style. | CORE |
| 真 (zhēn) | 不真 | bùzhēn | not-true | untrue, false, not genuine | Simple negation indicating lack of truth or genuineness. Less common than positive antonyms like 假. | MARGINAL |
| 真实 (zhēnshí) | 不真实 | bù zhēnshí | not-true-actual | unreal, untrue, inauthentic | Negation indicating lack of reality or truth. Common in evaluative contexts. | CORE |
| 实 (shí) | 不实 | bùshí | not-actual | untrue, false, inaccurate, unfounded | Indicates lack of factual basis. Common in formal contexts, especially legal and journalistic (不实报道 = false report). | CORE |
| 实际 (shíjì) | 不实际 | bù shíjì | not-actual-boundary | impractical, unrealistic | Indicates lack of practicality or realism. Common in evaluating plans or ideas. | CORE |
| 对 (duì) | 不对 | bùduì | not-correct | wrong, incorrect, amiss, something's wrong | Very common negation indicating incorrectness or that something is wrong. Used in everyday speech. | CORE |
| 准确 (zhǔnquè) | 不准确 | bù zhǔnquè | not-standard-exact | inaccurate, imprecise, inexact | Indicates lack of accuracy. Common in technical and informational contexts. | CORE |
| 可靠 (kěkào) | 不可靠 | bù kěkào | not-can-rely | unreliable, undependable, untrustworthy | Indicates lack of reliability. Common in evaluating sources, people, or information. | CORE |
| 诚实 (chéngshí) | 不诚实 | bù chéngshí | not-sincere-actual | dishonest, untruthful, insincere | Indicates lack of honesty. Common in moral evaluation. | CORE |
| 看 (kàn) + 真 (zhēn) | 看真 | kànzhēn | look-true | see clearly, look carefully, make sure | Resultative compound indicating seeing something clearly or accurately. Common in Cantonese-influenced Mandarin. | MARGINAL |
| 弄 (nòng) + 真 (zhēn) | 弄真 | nòngzhēn | make-true | make real, verify, confirm | Resultative compound indicating making something real or verifying it. Less common. | MARGINAL |
| 坐 (zuò) + 实 (shí) | 坐实 | zuòshí | sit-solid | confirm, establish as fact, substantiate | Resultative compound meaning to confirm or establish something as fact. Common in legal and investigative contexts. | CORE |
| 落 (luò) + 实 (shí) | 落实 | luòshí | fall-actual | implement, carry out, ascertain, put into practice | Very common resultative compound meaning to implement or put into practice. Extremely frequent in administrative and organizational contexts. | CORE |
| 查 (chá) + 实 (shí) | 查实 | cháshí | investigate-actual | verify, ascertain, confirm through investigation | Resultative compound meaning to verify through investigation. Common in investigative and legal contexts. | CORE |
| 核 (hé) + 实 (shí) | 核实 | héshí | check-actual | verify, check, confirm | Resultative compound meaning to verify or confirm facts. Very common in administrative and journalistic contexts. | CORE |
| 证 (zhèng) + 实 (shí) | 证实 | zhèngshí | prove-actual | confirm, verify, prove, substantiate | Resultative compound meaning to confirm or prove. Very common in all contexts requiring verification. | CORE |
| 属 (shǔ) + 实 (shí) | 属实 | shǔshí | belong-actual | be true, be factual, be the case | Resultative compound indicating that something is factually true. Common in formal verification contexts. | CORE |
| 说 (shuō) + 对 (duì) | 说对 | shuōduì | say-correct | say correctly, get it right | Resultative compound indicating saying something correctly. Common in everyday speech. | CORE |
| 做 (zuò) + 对 (duì) | 做对 | zuòduì | do-correct | do correctly, get right | Resultative compound indicating doing something correctly. Very common in everyday speech. | CORE |
| 猜 (cāi) + 对 (duì) | 猜对 | cāiduì | guess-correct | guess correctly, guess right | Resultative compound indicating guessing correctly. Common in everyday speech. | CORE |
| 说 (shuō) + 错 (cuò) | 说错 | shuōcuò | say-wrong | say wrongly, misspeak, say incorrectly | Resultative compound indicating saying something incorrectly. Very common in everyday speech. | CORE |
| 做 (zuò) + 错 (cuò) | 做错 | zuòcuò | do-wrong | do wrongly, make a mistake, do incorrectly | Resultative compound indicating doing something incorrectly. Very common in everyday speech. | CORE |
| 看 (kàn) + 错 (cuò) | 看错 | kàncuò | look-wrong | see wrongly, misread, misjudge | Resultative compound indicating seeing or judging incorrectly. Common in everyday speech. | CORE |
| 认 (rèn) + 错 (cuò) | 认错 | rèncuò | recognize-wrong | admit mistake, apologize, acknowledge error | Resultative compound meaning to admit one's mistake. Very common in everyday speech. | CORE |
| 看 (kàn) + 得 (de) + 真 (zhēn) | 看得真 | kàn de zhēn | see-can-clear | can see clearly | Potential form indicating ability to see clearly. Regional usage. | MARGINAL |
| 说 (shuō) + 得 (de) + 对 (duì) | 说得对 | shuō de duì | say-can-correct | say correctly, be right in saying | Potential form indicating correctness of what is said. Very common in everyday speech. | CORE |
| 做 (zuò) + 得 (de) + 对 (duì) | 做得对 | zuò de duì | do-can-correct | do correctly, do right | Potential form indicating correctness of action. Common in everyday speech. | CORE |
| 真实 (zhēnshí) | 更真实 | gèng zhēnshí | more-true-actual | more real, more authentic, truer | Comparative form. Common in evaluative contexts. | CORE |
| 真诚 (zhēnchéng) | 更真诚 | gèng zhēnchéng | more-true-sincere | more sincere, more genuine | Comparative form. Common in evaluative contexts. | CORE |
| 准确 (zhǔnquè) | 更准确 | gèng zhǔnquè | more-standard-exact | more accurate, more precise | Comparative form. Very common in technical and informational contexts. | CORE |
