# CLCA Protocol v3.4 — F4 Construction Table
# Language: Chinese (zh)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **11. QUESTION FORMATIONS** | 对不对？ | duì bù duì? | Right or not? Correct? | Chinese uses several question strategies: A-not-A pattern, question particles, and question words. Common question patterns include: (1) A-not-A: 对不对 (duì bù duì) "correct or not", 是不是真的 (shì bù shì zhēn de) "is or isn't true"; (2) Question particle 吗 (ma): 真的吗 (zhēn de ma) "really?"; (3) Alternative questions with 还是 (hái shì) "or": 真的还是假的 (zhēn de hái shì jiǎ de) "true or false". Multiple question strategies all highly productive. A-not-A pattern (对不对, 是不是) is extremely common in spoken Chinese. Question particle 吗 and alternative questions with 还是 are equally natural and freely used. | [CORE] |
| **11. QUESTION FORMATIONS (alternate)** | 真的吗？ | zhēn de ma? | Really? | Question particle — alternative to A-not-A pattern | [CORE] |
| **11. QUESTION FORMATIONS (alternate)** | 真的还是假的？ | zhēn de hái shì jiǎ de? | True or false? | Explicit choice question | [CORE] |
| **12. ADVERBIAL MODIFICATION** | 真诚地道歉 | zhēn chéng de dào qiàn | sincerely apologize | Adverbs derived from truth-domain adjectives use the particle 地 (de) before verbs. The particle 地 (de) marks adverbial function. Common adverbial forms: 真实地 (zhēn shí de) "truly", 诚实地 (chéng shí de) "honestly", 实际地 (shí jì de) "actually", 客观地 (kè guān de) "objectively", 主观地 (zhǔ guān de) "subjectively". Some high-frequency adverbs can omit 地: 确实 (què shí) "indeed", 的确 (dí què) "certainly". Productive pattern across registers, though some high-frequency adverbs (确实, 的确) have lexicalized without 地. The 地 particle is generally required for productive adverbial derivation from adjectives. | [CORE] |
| **12. ADVERBIAL MODIFICATION** | 客观地评价 | kè guān de píng jià | objectively evaluate | Adverbs derived from truth-domain adjectives use the particle 地 (de) before verbs. The particle 地 (de) marks adverbial function. Common adverbial forms: 真实地 (zhēn shí de) "truly", 诚实地 (chéng shí de) "honestly", 实际地 (shí jì de) "actually", 客观地 (kè guān de) "objectively", 主观地 (zhǔ guān de) "subjectively". Some high-frequency adverbs can omit 地: 确实 (què shí) "indeed", 的确 (dí què) "certainly". Productive pattern across registers, though some high-frequency adverbs (确实, 的确) have lexicalized without 地. The 地 particle is generally required for productive adverbial derivation from adjectives. | [CORE] |
| **13. REDUPLICATION PATTERNS** | 真真实实 | zhēn zhēn shí shí | very real, absolutely true | Full reduplication of two-syllable adjectives (AABB pattern) intensifies meaning and adds vividness. AABB reduplication is productive with certain truth-domain adjectives: 实实在在 (shí shí zài zài) "very real", 认认真真 (rèn rèn zhēn zhēn) "very seriously", 踏踏实实 (tà tà shí shí) "very steady". This pattern adds emphasis and often colloquial flavor. Not all adjectives allow this reduplication. Productive but restricted to certain adjectives and adds colloquial/informal flavor. Not all truth-domain adjectives permit AABB reduplication. Common with 真实, 老实, 实在, 认真, but lexically restricted overall. | [MARGINAL] |
| **13. REDUPLICATION PATTERNS** | 老老实实 | lǎo lǎo shí shí | very honest, obediently | Full reduplication of two-syllable adjectives (AABB pattern) intensifies meaning and adds vividness. AABB reduplication is productive with certain truth-domain adjectives: 实实在在 (shí shí zài zài) "very real", 认认真真 (rèn rèn zhēn zhēn) "very seriously", 踏踏实实 (tà tà shí shí) "very steady". This pattern adds emphasis and often colloquial flavor. Not all adjectives allow this reduplication. Productive but restricted to certain adjectives and adds colloquial/informal flavor. Not all truth-domain adjectives permit AABB reduplication. Common with 真实, 老实, 实在, 认真, but lexically restricted overall. | [MARGINAL] |
| **14. DISCOURSE MARKERS** | 说实话 | shuō shí huà | to tell the truth, honestly speaking | Certain truth-domain expressions have grammaticalized into discourse markers that frame utterances. Common discourse markers: 说真的 (shuō zhēn de) "to tell the truth", 老实说 (lǎo shí shuō) "honestly speaking", 事实上 (shì shí shàng) "in fact", 实际上 (shí jì shàng) "actually". These function pragmatically to signal speaker stance or frame the following utterance, often with reduced truth-evaluative force. Extremely common in spoken discourse and informal writing. These expressions have grammaticalized as pragmatic markers with reduced literal meaning. They function to frame utterances and signal speaker stance rather than make truth claims. | [CORE] |
| **14. DISCOURSE MARKERS** | 实际上 | shí jì shàng | actually, in fact | Certain truth-domain expressions have grammaticalized into discourse markers that frame utterances. Common discourse markers: 说真的 (shuō zhēn de) "to tell the truth", 老实说 (lǎo shí shuō) "honestly speaking", 事实上 (shì shí shàng) "in fact", 实际上 (shí jì shàng) "actually". These function pragmatically to signal speaker stance or frame the following utterance, often with reduced truth-evaluative force. Extremely common in spoken discourse and informal writing. These expressions have grammaticalized as pragmatic markers with reduced literal meaning. They function to frame utterances and signal speaker stance rather than make truth claims. | [CORE] |
| **15. EVIDENTIAL CONSTRUCTIONS** | 证实事实 | zhèng shí shì shí | verify the facts, confirm the truth | Verbs of verification, investigation, or confirmation take truth-domain objects. Common verification verbs include: 证实 (zhèng shí) "verify", 核实 (hé shí) "confirm", 查实 (chá shí) "ascertain", 查明 (chá míng) "investigate and clarify", 揭露 (jiē lù) "reveal, expose". These combine with truth-domain nouns like 真相 (zhēn xiàng) "truth", 事实 (shì shí) "facts", 实情 (shí qíng) "actual situation". Common in formal, journalistic, and legal contexts. The pattern combines verification verbs with truth-domain objects productively. Highly frequent in news reporting and official communications. | [CORE] |
| **15. EVIDENTIAL CONSTRUCTIONS** | 查明真相 | chá míng zhēn xiàng | ascertain the truth, investigate the facts | Verbs of verification, investigation, or confirmation take truth-domain objects. Common verification verbs include: 证实 (zhèng shí) "verify", 核实 (hé shí) "confirm", 查实 (chá shí) "ascertain", 查明 (chá míng) "investigate and clarify", 揭露 (jiē lù) "reveal, expose". These combine with truth-domain nouns like 真相 (zhēn xiàng) "truth", 事实 (shì shí) "facts", 实情 (shí qíng) "actual situation". Common in formal, journalistic, and legal contexts. The pattern combines verification verbs with truth-domain objects productively. Highly frequent in news reporting and official communications. | [CORE] |
| **16. CONFORMITY CONSTRUCTIONS** | 符合事实 | fú hé shì shí | conform to facts, accord with reality | The verb 符合 (fú hé) "conform to, accord with" expresses correspondence between claims and reality. This construction is formal and common in official, legal, and journalistic contexts. The pattern 与 X 相符/不符 (yǔ X xiāng fú / bù fú) "correspond/not correspond with X" is an alternative structure. Common objects: 事实 (shì shí) "facts", 实际 (shí jì) "reality", 真相 (zhēn xiàng) "truth". Standard in formal, legal, and journalistic registers. The 符合 pattern and its variant 与...相符/不符 are both productive and common in written Chinese. Less frequent in casual spoken language. | [CORE] |
| **16. CONFORMITY CONSTRUCTIONS** | 与事实不符 | yǔ shì shí bù fú | not correspond with facts, contradict reality | The verb 符合 (fú hé) "conform to, accord with" expresses correspondence between claims and reality. This construction is formal and common in official, legal, and journalistic contexts. The pattern 与 X 相符/不符 (yǔ X xiāng fú / bù fú) "correspond/not correspond with X" is an alternative structure. Common objects: 事实 (shì shí) "facts", 实际 (shí jì) "reality", 真相 (zhēn xiàng) "truth". Standard in formal, legal, and journalistic registers. The 符合 pattern and its variant 与...相符/不符 are both productive and common in written Chinese. Less frequent in casual spoken language. | [CORE] |
| **16. CONFORMITY CONSTRUCTIONS (alternate)** | 与事实不符 | yǔ shì shí bù fú | not correspond with facts | Variant pattern with 与...相符/不符 — alternative structure | [CORE] |
| **17. INTENSIFICATION WITH FIXED EXPRESSIONS** | 千真万确 | qiān zhēn wàn què | absolutely true, completely certain | Idiomatic expressions use hyperbole or metaphor to intensify truth claims. These expressions are conventionalized intensifiers. Other examples: 不容置疑 (bù róng zhì yí) "beyond doubt", 毫无疑问 (háo wú yí wèn) "without any doubt". They function rhetorically to strengthen assertions and remove uncertainty. These are conventionalized idioms rather than productive patterns. Each expression is lexically fixed. Common in emphatic contexts but not freely generative. Usage is restricted to specific idiomatic combinations. | [MARGINAL] |
| **17. INTENSIFICATION WITH FIXED EXPRESSIONS** | 铁一般的事实 | tiě yī bān de shì shí | iron-clad facts | Idiomatic expressions use hyperbole or metaphor to intensify truth claims. These expressions are conventionalized intensifiers. Other examples: 不容置疑 (bù róng zhì yí) "beyond doubt", 毫无疑问 (háo wú yí wèn) "without any doubt". They function rhetorically to strengthen assertions and remove uncertainty. These are conventionalized idioms rather than productive patterns. Each expression is lexically fixed. Common in emphatic contexts but not freely generative. Usage is restricted to specific idiomatic combinations. | [MARGINAL] |
| **18. NEGATION OF EVIDENCE/BASIS** | 没有根据 | méi yǒu gēn jù | groundless, without basis, unfounded | Negation of evidential basis uses 没有 (méi yǒu) "not have" or 毫无 (háo wú) "completely without". This construction criticizes claims lacking factual support. Common objects: 根据 (gēn jù) "basis, grounds", 证据 (zhèng jù) "evidence", 事实根据 (shì shí gēn jù) "factual basis". The emphatic 毫无 (háo wú) "not the slightest bit" strengthens the negation. Common pattern for criticizing unsupported claims across all registers. Both 没有 and the emphatic 毫无 are productive with evidential nouns (根据, 证据, 事实根据). Frequent in argumentative and evaluative contexts. | [CORE] |
| **18. NEGATION OF EVIDENCE/BASIS** | 毫无证据 | háo wú zhèng jù | completely without evidence | Negation of evidential basis uses 没有 (méi yǒu) "not have" or 毫无 (háo wú) "completely without". This construction criticizes claims lacking factual support. Common objects: 根据 (gēn jù) "basis, grounds", 证据 (zhèng jù) "evidence", 事实根据 (shì shí gēn jù) "factual basis". The emphatic 毫无 (háo wú) "not the slightest bit" strengthens the negation. Common pattern for criticizing unsupported claims across all registers. Both 没有 and the emphatic 毫无 are productive with evidential nouns (根据, 证据, 事实根据). Frequent in argumentative and evaluative contexts. | [CORE] |
