# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Greek (el)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| αληθινός | αληθινό όνομα | alithinó ónoma | real name, true name | Expression for actual name as opposed to pseudonym or alias. Common in administrative and everyday contexts. | [CORE] |
| αληθινός | αληθινός εαυτός | alithinós eaftós | true self | Philosophical and psychological expression for authentic identity. Common in discussions of authenticity and self-discovery. | [CORE] |
| ψέμα | λέω ψέματα | léo psémata | to tell lies | Standard expression for lying. Extremely common in everyday discourse. | [CORE] |
| ψέμα | είναι ψέμα | íne pséma | it's a lie, that's not true | Common declarative statement denying truth of something. Used in everyday discourse and arguments. | [CORE] |
| ψέμα | ψέματα! | psémata! | lies! no way! that's not true! | Exclamatory expression of disbelief or denial. Very common in colloquial speech. | [CORE] |
| ψέμα | άσπρο ψέμα | áspro pséma | white lie | Idiomatic expression for harmless or well-intentioned lie. Common in discussions of social deception. | [CORE] |
| ψέμα | μαύρο ψέμα | mávro pséma | black lie, blatant lie | Idiomatic expression for serious or malicious lie. Used in moral condemnation. | [CORE] |
| ψέμα | κόκκινο ψέμα | kókkino pséma | red lie, blatant lie | Colloquial expression for obvious or shameless lie. Common in everyday condemnation. | [CORE] |
| ψέμα | πιάνω στο ψέμα | piáno sto pséma | to catch in a lie | Common expression for discovering someone lying. Used in everyday and investigative contexts. | [CORE] |
| ψέμα | ζω στο ψέμα | zo sto pséma | to live a lie | Idiomatic expression for living inauthentically or maintaining false pretenses. Common in discussions of authenticity. | [CORE] |
| ψεύτης | είναι ψεύτης | íne pséftis | he/she is a liar | Standard accusatory statement. Common in everyday discourse and moral condemnation. | [CORE] |
| ψεύτης | μεγάλος ψεύτης | megálos pséftis | big liar, great liar | Emphatic expression for habitual or egregious liar. Common in colloquial condemnation. | [CORE] |
| σωστός | είναι σωστό | íne sostó | it's correct, it's right | Standard affirmative statement about correctness. Extremely common in everyday and educational contexts. | [CORE] |
| σωστός | κάνω σωστά | káno sostá | to do correctly, to do right | Common expression for correct action. Used in instructions and evaluations. | [CORE] |
| σωστός | το σωστό πράγμα | to sostó prágma | the right thing | Common expression for morally or practically correct action. Used in ethical discussions. | [CORE] |
| σωστός | σωστή απάντηση | sostí apántisi | correct answer | Standard educational collocation. Extremely common in academic contexts. | [CORE] |
| σωστός | σωστή λύση | sostí lýsi | correct solution | Common collocation in problem-solving contexts. Used in educational and technical discourse. | [CORE] |
| λάθος | κάνω λάθος | káno láthos | to make a mistake, to be wrong | Extremely common expression for making errors or being mistaken. Used in all contexts. | [CORE] |
| λάθος | είναι λάθος | íne láthos | it's wrong, it's a mistake | Standard statement identifying error. Very common in everyday and educational contexts. | [CORE] |
| λάθος | έχω λάθος | ého láthos | I'm wrong, I'm mistaken | Common expression admitting error. Used in everyday discourse and arguments. | [CORE] |
| λάθος | διορθώνω το λάθος | diorthóno to láthos | to correct the mistake | Standard expression for error correction. Common in educational and professional contexts. | [CORE] |
| λάθος | μεγάλο λάθος | megálo láthos | big mistake, serious error | Common expression emphasizing severity of error. Used in warnings and regrets. | [CORE] |
| λάθος | κάνω το ίδιο λάθος | káno to ídio láthos | to make the same mistake | Common expression for repeating errors. Used in warnings and observations. | [CORE] |
| λάθος | από λάθος | apó láthos | by mistake, accidentally | Common adverbial phrase indicating unintentional action. Used in explanations and apologies. | [CORE] |
| λάθος | κατά λάθος | katá láthos | by mistake, accidentally | Formal variant of "από λάθος." Common in written and formal speech. | [CORE] |
| ορθός | ορθή γωνία | orthí gonía | right angle | Standard geometric term. Common in mathematical and technical contexts. | [CORE] |
| ορθός | ορθή στάση | orthí stási | upright posture, correct stance | Common expression in physical and metaphorical contexts. Used in discussions of posture and attitude. | [CORE] |
| ορθός | ορθή λογική | orthí logikí | correct logic, sound reasoning | Common expression in intellectual discourse. Used in arguments and analysis. | [CORE] |
| γνήσιος | γνήσιο προϊόν | gnísio proïón | genuine product | Common commercial expression for authentic products. Used in marketing and consumer contexts. | [CORE] |
| γνήσιος | γνήσια υπογραφή | gnísια ypografí | genuine signature | Legal and administrative term for authentic signature. Common in document verification. | [CORE] |
| γνήσιος | γνήσιο ανταλλακτικό | gnísio andallaktikó | genuine part, original part | Commercial term for authentic replacement parts. Common in automotive and technical contexts. | [CORE] |
| πραγματικός | στην πραγματικότητα | stin pragmatikótita | in reality, actually, in fact | Very common phrase introducing factual corrections or clarifications. Used in all registers. | [CORE] |
| πραγματικός | πραγματική ιστορία | pragmatikí istoría | true story, real story | Common expression for factual narratives. Used in everyday and literary contexts. | [CORE] |
| πραγματικός | πραγματικός κόσμος | pragmatikós kósmos | real world | Common expression contrasting reality with imagination or theory. Used in everyday and philosophical discourse. | [CORE] |
| πραγματικός | πραγματική ζωή | pragmatikí zoí | real life | Common expression for actual lived experience as opposed to fiction or theory. Used in everyday discourse. | [CORE] |
| ακριβής | ακριβής αριθμός | akrivís arithmós | exact number | Common collocation in quantitative contexts. Used in technical and everyday discourse. | [CORE] |
| ακριβής | ακριβής ώρα | akrivís óra | exact time | Common expression for precise time. Used in scheduling and time-keeping contexts. | [CORE] |
| ακριβής | με ακρίβεια | me akríveia | with precision, accurately | Common adverbial phrase indicating precise manner. Used in technical and everyday contexts. | [CORE] |
| δίκαιος | δίκαιη κρίση | díkaii krísi | fair judgment | Common expression in legal and moral contexts. Used in discussions of justice. | [CORE] |
| δίκαιος | δίκαιη τιμωρία | díkaii timoría | just punishment | Common expression in legal and moral discourse. Used in discussions of justice and retribution. | [CORE] |
| δίκαιος | δίκαιη δίκη | díkaii díki | fair trial | Legal expression for impartial judicial proceedings. Common in legal and political discourse. | [CORE] |
| άδικος | άδικη μεταχείριση | ádiki metachírísi | unfair treatment | Common expression in complaints and discussions of injustice. Used in everyday and formal contexts. | [CORE] |
| άδικος | άδικη κατηγορία | ádiki katigoría | unfair accusation, unjust charge | Common expression in legal and everyday contexts. Used in defense and complaints. | [CORE] |
| πλαστός | πλαστά χρήματα | plastá chrímata | counterfeit money | Standard legal term for fake currency. Common in legal and law enforcement contexts. | [CORE] |
| πλαστός | πλαστό έγγραφο | plastó éngrafo | forged document | Legal term for falsified documents. Common in legal and administrative contexts. | [CORE] |
| πλαστός | πλαστή ταυτότητα | plastí taftótita | fake identity, forged ID | Legal term for falsified identification. Common in law enforcement contexts. | [CORE] |
| αυθεντικός | αυθεντικό έργο | afthentikó érgo | authentic work, original work | Common expression in art and literary contexts. Used in discussions of authenticity and attribution. | [CORE] |
| αυθεντικός | αυθεντικό αντίγραφο | afthentikó andígrafo | certified copy, authentic copy | Legal and administrative term for officially verified copies. Common in bureaucratic contexts. | [CORE] |
| ψευδής | ψευδής κατάθεση | psevdís katáthesi | false testimony | Legal term for perjury or false statements. Common in judicial contexts. | [CORE] |
| ψευδής | ψευδής δήλωση | psevdís dílosi | false statement, false declaration | Legal and administrative term for untrue statements. Common in official contexts. | [CORE] |
| ψευδής | ψευδής συναγερμός | psevdís synagermós | false alarm | Common expression for unfounded warnings or alerts. Used in everyday and emergency contexts. | [CORE] |
| ειλικρινής | ειλικρινά λυπάμαι | ilikriná lypáme | I'm sincerely sorry | Common expression of genuine apology. Used in everyday and formal contexts. | [CORE] |
| ειλικρινής | ειλικρινής γνώμη | ilikrinís gnómi | honest opinion, sincere opinion | Common expression for genuine views. Used when soliciting or offering frank opinions. | [CORE] |
| ειλικρινής | ειλικρινής απάντηση | ilikrinís apántisi | honest answer, sincere answer | Common expression for truthful responses. Used in discussions and interrogations. | [CORE] |
| έγκυρος | έγκυρο έγγραφο | énkyro éngrafo | valid document | Legal and administrative term for legally recognized documents. Very common in bureaucratic contexts. | [CORE] |
| έγκυρος | έγκυρη άδεια | énkyri ádeia | valid license/permit | Administrative term for current, legally valid permits. Common in regulatory contexts. | [CORE] |
| έγκυρος | έγκυρη πηγή | énkyri pigí | reliable source, authoritative source | Common expression in research and journalism. Used in evaluating information sources. | [CORE] |
| άκυρος | άκυρο έγγραφο | ákyro éngrafo | invalid document | Legal and administrative term for documents without legal force. Common in bureaucratic contexts. | [CORE] |
| άκυρος | κηρύσσω άκυρο | kirýsso ákyro | to declare invalid, to nullify | Legal expression for official invalidation. Common in judicial and administrative contexts. | [CORE] |
| απατηλός | απατηλή εμφάνιση | apatilí emfánisi | deceptive appearance | Common expression for misleading looks. Used in discussions of appearances versus reality. | [CORE] |
| απατηλός | απατηλή διαφήμιση | apatilí diafímisi | misleading advertising, deceptive advertising | Legal and commercial term for false advertising. Common in consumer protection contexts. | [CORE] |
| βέβαιος | είμαι βέβαιος | íme véveos | I'm certain, I'm sure | Very common expression of certainty. Used in everyday discourse to express confidence. | [CORE] |
| βέβαιος | βέβαιη πληροφορία | vévei pliroforía | certain information, reliable information | Common expression for confirmed information. Used in discussions of knowledge and evidence. | [CORE] |
| αμφίβολος | αμφίβολη προέλευση | amfívoli proélefsi | doubtful origin, questionable origin | Common expression for uncertain provenance. Used in discussions of authenticity and legitimacy. | [CORE] |
| αμφίβολος | αμφίβολη αξία | amfívoli axía | doubtful value, questionable value | Common expression for uncertain worth. Used in evaluations and assessments. | [CORE] |
| κατασκευασμένος | κατασκευασμένη ιστορία | kataskevazméni istoría | fabricated story, made-up story | Common expression for invented narratives. Used in accusations of dishonesty. | [CORE] |
| κατασκευασμένος | κατασκευασμένα στοιχεία | kataskevazména stichía | fabricated evidence | Legal expression for falsified evidence. Common in judicial contexts. | [CORE] |
| κατασκευασμένος | κατασκευασμένη κατηγορία | kataskevazméni katigoría | fabricated charge, trumped-up charge | Legal expression for false accusations. Common in defense arguments. | [CORE] |
| αξιόπιστος | αξιόπιστη πηγή | axiópisty pigí | reliable source | Very common expression in research and journalism. Used in evaluating information sources. | [CORE] |
| αξιόπιστος | αξιόπιστο πρόσωπο | axiópisто prósopo | trustworthy person, reliable person | Common expression for dependable individuals. Used in character assessments. | [CORE] |
| αξιόπιστος | αξιόπιστα στοιχεία | axiópista stichía | reliable data, credible evidence | Common expression in research and legal contexts. Used in evaluating evidence. | [CORE] |
