# CLCA Protocol v3.4 — F4 Construction Table
# Language: Greek (el)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| TRUTH CONCEALMENT | δεν μπορώ να κρύψω την αλήθεια | den boró na krýpso tin alítheia | I can't hide the truth | Construction expressing concealment of truth using κρύβω + την αλήθεια. The verb κρύβω "hide" combines with αλήθεια to express truth concealment. Common in accusations and discussions of deception. Contrasts with revelation constructions. | [CORE] |
| LIVING IN FALSEHOOD | ζει στο ψέμα | zi sto pséma | he/she lives a lie | Idiomatic construction expressing inauthentic living or maintained deception using ζω + στο ψέμα. Idiomatic construction using ζω "live" with prepositional phrase στο ψέμα. Expresses sustained inauthenticity or false pretenses. Common in discussions of authenticity and self-deception. | [CORE] |
| LIVING IN FALSEHOOD | ζούσαμε στο ψέμα | zoúsame sto pséma | we were living a lie | Idiomatic construction expressing inauthentic living or maintained deception using ζω + στο ψέμα. Idiomatic construction using ζω "live" with prepositional phrase στο ψέμα. Expresses sustained inauthenticity or false pretenses. Common in discussions of authenticity and self-deception. | [CORE] |
| VERIFICATION/CONFIRMATION | αληθεύτηκε η πρόβλεψη | alithéftike i próvlepsi | the prediction proved true | Middle/passive voice construction expressing verification or confirmation of truth using αληθεύομαι. The middle/passive form αληθεύομαι expresses that something is verified or proves to be true. Less common than active forms but productive for expressing confirmation of predictions or claims. | [MARGINAL] |
| VERIFICATION/CONFIRMATION | αληθεύονται οι φήμες | alithévonde i fímes | the rumors are being confirmed | Middle/passive voice construction expressing verification or confirmation of truth using αληθεύομαι. The middle/passive form αληθεύομαι expresses that something is verified or proves to be true. Less common than active forms but productive for expressing confirmation of predictions or claims. | [MARGINAL] |
| COLOR-MODIFIED LIES | άσπρο ψέμα | áspro pséma | white lie | Idiomatic construction using color adjectives to grade lie severity using COLOR-ADJ + ψέμα. Greek uses color metaphors (άσπρο "white," μαύρο "black," κόκκινο "red") to create a severity scale for lies. This pattern is productive and well-established in colloquial usage. | [CORE] |
| COLOR-MODIFIED LIES | μαύρο ψέμα | mávro pséma | black lie, blatant lie | Idiomatic construction using color adjectives to grade lie severity using COLOR-ADJ + ψέμα. Greek uses color metaphors (άσπρο "white," μαύρο "black," κόκκινο "red") to create a severity scale for lies. This pattern is productive and well-established in colloquial usage. | [CORE] |
| DIMINUTIVE MITIGATION | ψεματάκι | psematáki | little lie, fib | Diminutive formation to minimize severity of errors or lies using TRUTH-NOUN + -άκι. The diminutive suffix -άκι productively attaches to truth-domain nouns to minimize severity or express affection. Common in everyday speech for mitigating face-threatening acts. | [CORE] |
| DIMINUTIVE MITIGATION | λαθάκι | latháki | small mistake | Diminutive formation to minimize severity of errors or lies using TRUTH-NOUN + -άκι. The diminutive suffix -άκι productively attaches to truth-domain nouns to minimize severity or express affection. Common in everyday speech for mitigating face-threatening acts. | [CORE] |
| PSEUDO-COMPOUNDS | ψευδοεπιστήμη | psevdoepistími | pseudoscience | Highly productive prefix pattern creating compounds indicating falsity or resemblance using ψευδο- + NOUN. The prefix ψευδο- is exceptionally productive in Greek, creating compounds across multiple domains (scientific, legal, religious). Documented extensively in P1b. Pattern remains productive for new coinages. | [CORE] |
| PSEUDO-COMPOUNDS | ψευδομαρτυρία | psevdomartyría | false testimony, perjury | Highly productive prefix pattern creating compounds indicating falsity or resemblance using ψευδο- + NOUN. The prefix ψευδο- is exceptionally productive in Greek, creating compounds across multiple domains (scientific, legal, religious). Documented extensively in P1b. Pattern remains productive for new coinages. | [CORE] |
| ORTHO-COMPOUNDS | ορθογραφία | orthografía | orthography, correct spelling | Productive prefix pattern creating compounds indicating correctness or straightness using ορθο- + NOUN. The prefix ορθο- is highly productive, particularly in technical, religious, and educational domains. Creates compounds indicating both physical straightness and abstract correctness. Documented in P1b. | [CORE] |
| ORTHO-COMPOUNDS | ορθοδοξία | orthodoxía | orthodoxy, correct belief | Productive prefix pattern creating compounds indicating correctness or straightness using ορθο- + NOUN. The prefix ορθο- is highly productive, particularly in technical, religious, and educational domains. Creates compounds indicating both physical straightness and abstract correctness. Documented in P1b. | [CORE] |
| INVALIDATION/CANCELLATION | ακυρώνω το έγγραφο | akyróno to éngrafo | I invalidate the document | Causative verb construction expressing official invalidation or cancellation using ακυρώνω + OBJECT. The causative verb ακυρώνω (from άκυρος "invalid") is the standard construction for expressing invalidation in legal and administrative contexts. Highly productive with institutional objects. | [CORE] |
| INVALIDATION/CANCELLATION | ακυρώνω την απόφαση | akyróno tin apófasi | I cancel the decision | Causative verb construction expressing official invalidation or cancellation using ακυρώνω + OBJECT. The causative verb ακυρώνω (from άκυρος "invalid") is the standard construction for expressing invalidation in legal and administrative contexts. Highly productive with institutional objects. | [CORE] |
| CERTIFICATION/CONFIRMATION | βεβαιώνω την ταυτότητα | veveóno tin taftótita | I certify the identity | Causative verb construction expressing official certification or confirmation using βεβαιώνω + OBJECT/CLAUSE. The causative verb βεβαιώνω (from βέβαιος "certain") expresses official certification. Common in administrative and legal contexts. Can take both nominal objects and clausal complements. | [CORE] |
| CERTIFICATION/CONFIRMATION | βεβαιώνω ότι είναι αληθές | veveóno óti íne alithés | I certify that it is true | Causative verb construction expressing official certification or confirmation using βεβαιώνω + OBJECT/CLAUSE. The causative verb βεβαιώνω (from βέβαιος "certain") expresses official certification. Common in administrative and legal contexts. Can take both nominal objects and clausal complements. | [CORE] |
| ADVERBIAL AFFIRMATION | ακριβώς! | akrivós! | exactly! | Truth-domain adverbs function as complete affirmative responses using TRUTH-ADV as standalone adverb. Greek productively uses truth-domain adverbs (ακριβώς, βέβαια, σωστά) as standalone affirmative responses. These function as complete utterances expressing agreement or confirmation. | [CORE] |
| ADVERBIAL AFFIRMATION | βέβαια! | vévea! | certainly! of course! | Truth-domain adverbs function as complete affirmative responses using TRUTH-ADV as standalone adverb. Greek productively uses truth-domain adverbs (ακριβώς, βέβαια, σωστά) as standalone affirmative responses. These function as complete utterances expressing agreement or confirmation. | [CORE] |
| FABRICATION ACCUSATION | κατασκευάζει στοιχεία | kataskevázi stichía | he/she fabricates evidence | Construction expressing creation of false evidence or charges using κατασκευάζω + ACCUSATION-OBJECT. The verb κατασκευάζω "construct/fabricate" is used specifically for creating false evidence or accusations. Common in legal contexts and accusations of frame-ups. The participle κατασκευασμένος functions as adjective. | [CORE] |
| FABRICATION ACCUSATION | κατασκεύασαν κατηγορίες | kataskéfasan katigoríes | they fabricated charges | Construction expressing creation of false evidence or charges using κατασκευάζω + ACCUSATION-OBJECT. The verb κατασκευάζω "construct/fabricate" is used specifically for creating false evidence or accusations. Common in legal contexts and accusations of frame-ups. The participle κατασκευασμένος functions as adjective. | [CORE] |
| TRUTH-TELLING CONSTRUCTIONS (alternate) | ψεύδομαι | psévdome | I lie | More formal alternative to λέω ψέματα, less common in everyday speech | [CORE] |
| TRUTH-TELLING CONSTRUCTIONS (alternate) | λέω αλήθειες | léo alítheies | I tell truths | Emphasizes multiple true statements (plural form) | [CORE] |
| NEGATIVE ATTRIBUTION (alternate) | X είναι ψέμα | X íne pséma | X is a lie | Lexical negation alternative | [CORE] |
| NEGATIVE ATTRIBUTION (alternate) | X είναι λάθος | X íne láthos | X is wrong/mistaken | Error-focused alternative | [CORE] |
| NEGATIVE ATTRIBUTION (alternate) | X είναι άδικος | X íne ádikos | X is unjust | Justice-domain alternative | [CORE] |
| PREPOSITIONAL TRUTH PHRASES (alternate) | στην πραγματικότητα | stin pragmatikótita | in reality | Reality-focused alternative | [CORE] |
| PREPOSITIONAL TRUTH PHRASES (alternate) | στ' αλήθεια | st' alítheia | in truth | Contracted colloquial form | [CORE] |
| INTERROGATIVE EXPRESSIONS (alternate) | σοβαρά; | sovará? | seriously? | Seriousness-focused alternative | [CORE] |
| INTERROGATIVE EXPRESSIONS (alternate) | πραγματικά; | pragmatiká? | really? | Reality-focused alternative | [CORE] |
| EXCLAMATORY EXPRESSIONS (alternate) | αλήθεια μου! | alítheia mou! | honestly! | Possessive form emphasizing sincerity | [CORE] |
| EXCLAMATORY EXPRESSIONS (alternate) | ψέματα και τρέλα! | psémata ke tréla! | lies and madness! | Intensified denial | [CORE] |
| MULTI-WORD CONSTRUCTION | λέω την αλήθεια | léo tin alítheia | to tell the truth | Standard expression for truthful speaking. Extremely common in everyday discourse and formal contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | η αλήθεια είναι ότι | i alítheia íne óti | the truth is that | Fixed phrase introducing a frank or honest statement, often a correction or clarification. Very common in everyday discourse. | [CORE] |
| MULTI-WORD CONSTRUCTION | στην αλήθεια | stin alítheia | in truth, actually, in fact | Prepositional phrase used to introduce truthful statements or corrections. Common in both everyday and formal speech. | [CORE] |
| MULTI-WORD CONSTRUCTION | αλήθεια; | alítheia? | really? is that true? seriously? | Single-word question expressing surprise or seeking confirmation. Extremely common in everyday conversation. | [CORE] |
| MULTI-WORD CONSTRUCTION | αλήθεια μου | alítheia mou | honestly, truly | Colloquial expression used as interjection to emphasize sincerity. Functions as "honestly!" or "really!" in conversation. | [CORE] |
| MULTI-WORD CONSTRUCTION | η γυμνή αλήθεια | i gymní alítheia | the naked truth, the plain truth | Idiomatic expression for unvarnished or complete truth. Common in emphatic statements about revealing facts. | [CORE] |
| MULTI-WORD CONSTRUCTION | η πικρή αλήθεια | i pikrí alítheia | the bitter truth | Idiomatic expression for unpleasant but true facts. Common in contexts where truth is difficult to accept. | [CORE] |
| MULTI-WORD CONSTRUCTION | η σκληρή αλήθεια | i sklirí alítheia | the harsh truth, the hard truth | Idiomatic expression for difficult or unpleasant truths. Common in serious discussions and confrontations. | [CORE] |
| MULTI-WORD CONSTRUCTION | η απόλυτη αλήθεια | i apólyti alítheia | the absolute truth | Expression emphasizing complete or unqualified truth. Used in emphatic assertions and philosophical discourse. | [CORE] |
| MULTI-WORD CONSTRUCTION | η καθαρή αλήθεια | i katharí alítheia | the pure truth, the plain truth | Expression for unadorned or complete truth. Common in emphatic statements. | [CORE] |
| MULTI-WORD CONSTRUCTION | μισή αλήθεια | misí alítheia | half-truth | Expression for partially true statements that mislead by omission. Common in discussions of deception and incomplete disclosure. | [CORE] |
| MULTI-WORD CONSTRUCTION | η στιγμή της αλήθειας | i stigmí tis alítheias | the moment of truth | Idiomatic expression for critical moment when truth is revealed or tested. Common in dramatic contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | βγαίνει η αλήθεια στο φως | vgéni i alítheia sto fos | the truth comes to light | Idiomatic expression for truth being revealed or discovered. Common in discussions of investigations and revelations. | [CORE] |
| MULTI-WORD CONSTRUCTION | κρύβω την αλήθεια | krývo tin alítheia | to hide the truth | Standard expression for concealing truth. Common in accusations and discussions of deception. | [CORE] |
| MULTI-WORD CONSTRUCTION | αποκαλύπτω την αλήθεια | apokalýpto tin alítheia | to reveal the truth | Formal expression for disclosing truth. Common in investigative and dramatic contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | αληθινή ιστορία | alithiní istoría | true story | Common collocation for factual narratives as opposed to fiction. Used in everyday and literary contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | αληθινός φίλος | alithinós fílos | true friend, genuine friend | Common expression for authentic friendship. Used in discussions of relationships and character. | [CORE] |
| MULTI-WORD CONSTRUCTION | αληθινή αγάπη | alithiní agápi | true love | Common romantic expression for genuine love. Used in everyday and literary contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | αληθινό όνομα | alithinó ónoma | real name, true name | Expression for actual name as opposed to pseudonym or alias. Common in administrative and everyday contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | αληθινός εαυτός | alithinós eaftós | true self | Philosophical and psychological expression for authentic identity. Common in discussions of authenticity and self-discovery. | [CORE] |
| MULTI-WORD CONSTRUCTION | λέω ψέματα | léo psémata | to tell lies | Standard expression for lying. Extremely common in everyday discourse. | [CORE] |
| MULTI-WORD CONSTRUCTION | είναι ψέμα | íne pséma | it's a lie, that's not true | Common declarative statement denying truth of something. Used in everyday discourse and arguments. | [CORE] |
| MULTI-WORD CONSTRUCTION | ψέματα! | psémata! | lies! no way! that's not true! | Exclamatory expression of disbelief or denial. Very common in colloquial speech. | [CORE] |
| MULTI-WORD CONSTRUCTION | άσπρο ψέμα | áspro pséma | white lie | Idiomatic expression for harmless or well-intentioned lie. Common in discussions of social deception. | [CORE] |
| MULTI-WORD CONSTRUCTION | μαύρο ψέμα | mávro pséma | black lie, blatant lie | Idiomatic expression for serious or malicious lie. Used in moral condemnation. | [CORE] |
| MULTI-WORD CONSTRUCTION | κόκκινο ψέμα | kókkino pséma | red lie, blatant lie | Colloquial expression for obvious or shameless lie. Common in everyday condemnation. | [CORE] |
| MULTI-WORD CONSTRUCTION | πιάνω στο ψέμα | piáno sto pséma | to catch in a lie | Common expression for discovering someone lying. Used in everyday and investigative contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | ζω στο ψέμα | zo sto pséma | to live a lie | Idiomatic expression for living inauthentically or maintaining false pretenses. Common in discussions of authenticity. | [CORE] |
| MULTI-WORD CONSTRUCTION | είναι ψεύτης | íne pséftis | he/she is a liar | Standard accusatory statement. Common in everyday discourse and moral condemnation. | [CORE] |
| MULTI-WORD CONSTRUCTION | μεγάλος ψεύτης | megálos pséftis | big liar, great liar | Emphatic expression for habitual or egregious liar. Common in colloquial condemnation. | [CORE] |
| MULTI-WORD CONSTRUCTION | είναι σωστό | íne sostó | it's correct, it's right | Standard affirmative statement about correctness. Extremely common in everyday and educational contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | κάνω σωστά | káno sostá | to do correctly, to do right | Common expression for correct action. Used in instructions and evaluations. | [CORE] |
| MULTI-WORD CONSTRUCTION | το σωστό πράγμα | to sostó prágma | the right thing | Common expression for morally or practically correct action. Used in ethical discussions. | [CORE] |
| MULTI-WORD CONSTRUCTION | σωστή απάντηση | sostí apántisi | correct answer | Standard educational collocation. Extremely common in academic contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | σωστή λύση | sostí lýsi | correct solution | Common collocation in problem-solving contexts. Used in educational and technical discourse. | [CORE] |
| MULTI-WORD CONSTRUCTION | κάνω λάθος | káno láthos | to make a mistake, to be wrong | Extremely common expression for making errors or being mistaken. Used in all contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | είναι λάθος | íne láthos | it's wrong, it's a mistake | Standard statement identifying error. Very common in everyday and educational contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | έχω λάθος | ého láthos | I'm wrong, I'm mistaken | Common expression admitting error. Used in everyday discourse and arguments. | [CORE] |
| MULTI-WORD CONSTRUCTION | διορθώνω το λάθος | diorthóno to láthos | to correct the mistake | Standard expression for error correction. Common in educational and professional contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | μεγάλο λάθος | megálo láthos | big mistake, serious error | Common expression emphasizing severity of error. Used in warnings and regrets. | [CORE] |
| MULTI-WORD CONSTRUCTION | κάνω το ίδιο λάθος | káno to ídio láthos | to make the same mistake | Common expression for repeating errors. Used in warnings and observations. | [CORE] |
| MULTI-WORD CONSTRUCTION | από λάθος | apó láthos | by mistake, accidentally | Common adverbial phrase indicating unintentional action. Used in explanations and apologies. | [CORE] |
| MULTI-WORD CONSTRUCTION | κατά λάθος | katá láthos | by mistake, accidentally | Formal variant of "από λάθος." Common in written and formal speech. | [CORE] |
| MULTI-WORD CONSTRUCTION | ορθή γωνία | orthí gonía | right angle | Standard geometric term. Common in mathematical and technical contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | ορθή στάση | orthí stási | upright posture, correct stance | Common expression in physical and metaphorical contexts. Used in discussions of posture and attitude. | [CORE] |
| MULTI-WORD CONSTRUCTION | ορθή λογική | orthí logikí | correct logic, sound reasoning | Common expression in intellectual discourse. Used in arguments and analysis. | [CORE] |
| MULTI-WORD CONSTRUCTION | γνήσιο προϊόν | gnísio proïón | genuine product | Common commercial expression for authentic products. Used in marketing and consumer contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | γνήσια υπογραφή | gnísια ypografí | genuine signature | Legal and administrative term for authentic signature. Common in document verification. | [CORE] |
| MULTI-WORD CONSTRUCTION | γνήσιο ανταλλακτικό | gnísio andallaktikó | genuine part, original part | Commercial term for authentic replacement parts. Common in automotive and technical contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | στην πραγματικότητα | stin pragmatikótita | in reality, actually, in fact | Very common phrase introducing factual corrections or clarifications. Used in all registers. | [CORE] |
| MULTI-WORD CONSTRUCTION | πραγματική ιστορία | pragmatikí istoría | true story, real story | Common expression for factual narratives. Used in everyday and literary contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | πραγματικός κόσμος | pragmatikós kósmos | real world | Common expression contrasting reality with imagination or theory. Used in everyday and philosophical discourse. | [CORE] |
| MULTI-WORD CONSTRUCTION | πραγματική ζωή | pragmatikí zoí | real life | Common expression for actual lived experience as opposed to fiction or theory. Used in everyday discourse. | [CORE] |
| MULTI-WORD CONSTRUCTION | ακριβής αριθμός | akrivís arithmós | exact number | Common collocation in quantitative contexts. Used in technical and everyday discourse. | [CORE] |
| MULTI-WORD CONSTRUCTION | ακριβής ώρα | akrivís óra | exact time | Common expression for precise time. Used in scheduling and time-keeping contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | με ακρίβεια | me akríveia | with precision, accurately | Common adverbial phrase indicating precise manner. Used in technical and everyday contexts. | [CORE] |
| MULTI-WORD CONSTRUCTION | δίκαιη κρίση | díkaii krísi | fair judgment | Common expression in legal and moral contexts. Used in discussions of justice. | [CORE] |
| MULTI-WORD CONSTRUCTION | δίκαιη τιμωρία | díkaii timoría | just punishment | Common expression in legal and moral discourse. Used in discussions of justice and retribution. | [CORE] |
| MULTI-WORD CONSTRUCTION | δίκαιη δίκη | díkaii díki | fair trial | Legal expression for impartial judicial proceedings. Common in legal and political discourse. | [CORE] |
| MULTI-WORD CONSTRUCTION | άδικη μεταχείριση | ádiki metachírísi | unfair treatment | Common expression in complaints and discussions of injustice. Used in everyday and formal contexts. | [CORE] |
