| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| ψευδομαρτυρία | psevdomartyría | ψευδ- (false) + μαρτυρία (testimony) | false testimony, perjury | Legal term for giving false testimony under oath. Used in judicial and legal contexts, both ancient and modern. | [CORE] |
| ψευδομάρτυρας | psevdomártyras | ψευδ- (false) + μάρτυρας (witness) | false witness, perjurer | Legal term for a person who gives false testimony. Used in judicial contexts and moral condemnation of dishonest witnesses. | [CORE] |
| ψευδεπίγραφος | psevdepígrafos | ψευδ- (false) + ἐπιγραφή (inscription, title) | falsely attributed, pseudepigraphical | Technical term used in literary and biblical scholarship to describe texts falsely attributed to a particular author. Common in academic discourse. | [MARGINAL] |
| ψευδαίσθηση | psevdésthisi | ψευδ- (false) + αἴσθηση (perception, sensation) | illusion, false perception, hallucination | Used in psychological, medical, and everyday contexts to describe false perceptions or illusions. Common in discussions of sensory deception. | [CORE] |
| ψευδοεπιστήμη | psevdoepistími | ψευδ- (false) + ἐπιστήμη (science, knowledge) | pseudoscience, false science | Used in academic and critical discourse to describe practices or beliefs that falsely claim scientific status. Common in skeptical and scientific writing. | [CORE] |
| ψευδοϊστορία | psevdoïstoría | ψευδ- (false) + ἱστορία (history) | false history, pseudohistory | Used in academic and critical contexts to describe historically inaccurate or fabricated historical narratives. Common in historiographical critique. | [MARGINAL] |
| ψευδοφιλόσοφος | psevdofilósofos | ψευδ- (false) + φιλόσοφος (philosopher) | pseudo-philosopher, false philosopher | Pejorative term used to criticize someone who claims philosophical wisdom without genuine understanding. Used in intellectual and philosophical polemic. | [MARGINAL] |
| ψευδολόγος | psevdológos | ψευδ- (false) + λόγος (speech) | liar, mendacious person | Formal or literary term for a habitual liar. More elevated register than ψεύτης, used in moral condemnation and formal discourse. | [MARGINAL] |
| ψευδορκία | psevdorkía | ψευδ- (false) + ὅρκος (oath) | perjury, false oath | Legal term for swearing a false oath. Used in judicial contexts and moral discourse about oath-breaking. | [CORE] |
| ψευδόρκος | psevdórkos | ψευδ- (false) + ὅρκος (oath) | perjurer, oath-breaker | Legal and moral term for a person who breaks an oath or swears falsely. Used in judicial and ethical condemnation. | [CORE] |
| ψευδοπροφήτης | psevdoprofítis | ψευδ- (false) + προφήτης (prophet) | false prophet | Religious term used to describe someone who falsely claims prophetic authority. Common in biblical and religious discourse, also used metaphorically. | [CORE] |
| ψευδής ειδησεογραφία | psevdís eidisïografía | ψευδής (false) + ειδησεογραφία (news reporting) | false news reporting, fake news | Modern term used in media criticism and political discourse to describe deliberately false or misleading news. Increasingly common in contemporary usage. | [CORE] |
| ψευδοεντύπωση | psevdoendýposi | ψευδ- (false) + ἐντύπωση (impression) | false impression, misimpression | Used in everyday and formal contexts to describe a mistaken or false impression someone has formed. Common in explanations and clarifications. | [CORE] |
| ψευδοκυοφορία | psevdokyoforía | ψευδ- (false) + κυοφορία (pregnancy) | false pregnancy, pseudocyesis | Medical term for a condition where someone believes they are pregnant when they are not. Technical medical usage. | [MARGINAL] |
| ψευδοεπώνυμο | psevdoepónymo | ψευδ- (false) + ἐπώνυμο (surname) | false surname, assumed name | Used in legal and administrative contexts to refer to a false or assumed surname. Related to but distinct from ψευδώνυμο. | [CORE] |
| ψευδάργυρος | psevdárgyros | ψευδ- (false) + ἄργυρος (silver) | zinc (literally "false silver") | Chemical/metallurgical term for zinc, named for its silver-like appearance. Technical usage in chemistry and metallurgy. | [MARGINAL] |
| ψευδοδιάνοια | psevdodiánoia | ψευδ- (false) + διάνοια (intellect, understanding) | false understanding, misunderstanding, delusion | Formal or philosophical term for mistaken understanding or intellectual error. Used in philosophical and psychological discourse. | [MARGINAL] |
| ψευδοδοξία | psevdodoxía | ψευδ- (false) + δόξα (opinion, belief) | false belief, erroneous opinion | Philosophical and formal term for holding false beliefs or opinions. Used in epistemological and philosophical discussions. | [MARGINAL] |
| ψευδοκλασικός | psevdoklasikós | ψευδ- (false) + κλασικός (classical) | pseudo-classical, falsely classical | Used in art history and criticism to describe works that imitate classical style without authentic classical qualities. Common in aesthetic and architectural criticism. | [MARGINAL] |
| ψευδομεταμόρφωση | psevdometamórfosi | ψευδ- (false) + μεταμόρφωση (transformation) | false transformation, pseudomorphosis | Technical term in geology and mineralogy for a mineral that has the external form of another. Specialized scientific usage. | [MARGINAL] |
| ψευδοπόδιο | psevdopódio | ψευδ- (false) + πόδι (foot) | pseudopod, false foot | Biological term for temporary projections of certain cells used for movement. Technical scientific usage in biology. | [MARGINAL] |
| ψευδοσοφία | psevdosofía | ψευδ- (false) + σοφία (wisdom) | false wisdom, pseudo-wisdom | Philosophical and critical term for claims to wisdom that are actually false or superficial. Used in intellectual critique and philosophical polemic. | [MARGINAL] |
| ψευδοχρυσός | psevdochrysós | ψευδ- (false) + χρυσός (gold) | false gold, fool's gold, pyrite | Term for minerals that resemble gold but are not. Used in mineralogy and metaphorically for things that appear valuable but are not. | [MARGINAL] |
| ψευδοανάγνωση | psevdoanágnosi | ψευδ- (false) + ἀνάγνωση (reading) | misreading, false reading | Used in textual criticism and literary analysis to describe incorrect readings of texts. Also used more broadly for misinterpretations. | [MARGINAL] |
| ψευδοδιάγνωση | psevdodiágnosi | ψευδ- (false) + διάγνωση (diagnosis) | false diagnosis, misdiagnosis | Medical term for an incorrect diagnosis. Used in medical contexts and discussions of medical error. | [CORE] |
| ψευδοκύηση | psevdokýisi | ψευδ- (false) + κύηση (pregnancy) | false pregnancy, phantom pregnancy | Medical and veterinary term for false pregnancy. Used in medical and biological contexts. | [MARGINAL] |
| ορθά | orthá | ορθ- (correct) + -ά (adverbial/neuter plural) | correctly, rightly, properly | Common adverb used in everyday and formal speech to indicate that something is done correctly or properly. Used in instructions, evaluations, and confirmations. | [CORE] |
| ορθώς | orthós | ορθ- (correct) + -ώς (adverbial suffix) | correctly, rightly, properly | More formal variant of ορθά, used in elevated discourse, official documents, and formal speech. Interchangeable with ορθά in many contexts. | [CORE] |
| ορθόδοξος | orthódoxos | ορθ- (correct) + δόξα (belief, opinion) | orthodox, right-believing | Religious and ideological term indicating adherence to correct or traditional doctrine. Most commonly refers to Orthodox Christianity but used more broadly for conventional beliefs. | [CORE] |
| ορθοδοξία | orthodoxía | ορθ- (correct) + δόξα (belief) + -ία (noun suffix) | orthodoxy, correct belief | Noun referring to orthodox belief or practice, particularly in religious contexts. Also used for adherence to conventional or traditional views in any domain. | [CORE] |
| ορθογραφία | orthografía | ορθ- (correct) + γραφή (writing) | orthography, correct spelling | Standard term for correct spelling and writing conventions. Used in educational, linguistic, and editorial contexts. | [CORE] |
| ορθογραφικός | orthografikós | ορθ- (correct) + γραφ- (writing) + -ικός (adjective) | orthographic, spelling-related | Adjective describing matters related to correct spelling or orthography. Common in educational and linguistic discourse. | [CORE] |
| ορθογραφώ | orthográfo | ορθ- (correct) + γράφω (to write) | to spell correctly | Verb meaning to spell words correctly. Used in educational contexts and discussions of literacy. | [CORE] |
| ορθοπεδικός | orthopedikós | ορθ- (straight) + παιδ- (child) + -ικός (adjective) | orthopedic | Medical term relating to the correction of skeletal deformities. Standard medical terminology, originally focused on children but now general. | [CORE] |
| ορθοπεδική | orthopedikí | ορθ- (straight) + παιδ- (child) + -ική (noun suffix) | orthopedics | Medical specialty dealing with bones, joints, and skeletal system. Standard medical terminology. | [CORE] |
| ορθοπραξία | orthopraxía | ορθ- (correct) + πρᾶξις (practice, action) | correct practice, orthodoxy of practice | Religious and philosophical term for correct practice or action, as opposed to correct belief. Used in theological and ethical discourse. | [MARGINAL] |
| ορθολογισμός | orthologismós | ορθ- (correct) + λόγος (reason) + -ισμός (noun suffix) | rationalism, rational thinking | Philosophical term for rationalist approaches or rational thinking. Used in philosophical, intellectual, and sometimes economic discourse. | [CORE] |
| ορθολογικός | orthologikós | ορθ- (correct) + λογ- (reason) + -ικός (adjective) | rational, reasonable, logical | Adjective describing rational or reasonable approaches, decisions, or thinking. Common in intellectual and everyday discourse. | [CORE] |
| ορθολογιστής | orthologistís | ορθ- (correct) + λογ- (reason) + -ιστής (agent noun) | rationalist | Term for a person who advocates or practices rationalism. Used in philosophical and intellectual contexts. | [MARGINAL] |
| ορθοφωνία | orthofonía | ορθ- (correct) + φωνή (voice, sound) | correct pronunciation, speech therapy | Technical term in linguistics and speech therapy for correct pronunciation or the treatment of speech disorders. Professional and educational usage. | [MARGINAL] |
| ορθοεπεία | orthoepía | ορθ- (correct) + ἔπος (word, speech) | correct pronunciation, orthoepy | Linguistic term for correct or standard pronunciation. More technical than ορθοφωνία, used in linguistic and philological discourse. | [MARGINAL] |
| ορθοστασία | orthostasía | ορθ- (upright) + στάσις (standing) | upright posture, standing position | Medical and anatomical term for standing upright or maintaining upright posture. Used in medical and physiological contexts. | [MARGINAL] |
| ορθόπνοια | orthópnia | ορθ- (upright) + πνοή (breathing) | orthopnea (difficulty breathing except when upright) | Medical term for a condition where breathing is difficult except in upright position. Technical medical usage. | [MARGINAL] |
| ορθογώνιος | orthogónios | ορθ- (right) + γωνία (angle) | right-angled, rectangular, orthogonal | Geometric term for right angles or rectangular shapes. Used in mathematics, geometry, and technical descriptions. | [CORE] |
| ορθογώνιο | orthogónio | ορθ- (right) + γωνία (angle) + -ο (noun suffix) | rectangle | Standard geometric term for a rectangle. Used in mathematics education and technical contexts. | [CORE] |
| ορθοκανονικός | orthokanonikós | ορθ- (correct) + κανονικός (canonical, regular) | strictly canonical, rigorously correct | Religious and formal term for strict adherence to canonical rules or correct procedures. Used in ecclesiastical and formal administrative contexts. | [MARGINAL] |
| ορθοτομώ | orthotomó | ορθ- (correct) + τέμνω (to cut) | to interpret correctly, to divide rightly | Biblical and theological term for correct interpretation or handling of scripture. Specialized religious usage. | [MARGINAL] |
| ορθοφροσύνη | orthofrosýni | ορθ- (correct) + φρήν (mind) + -σύνη (noun suffix) | right-mindedness, sound judgment, sanity | Formal or literary term for sound judgment or mental soundness. Used in moral and psychological discourse, somewhat archaic. | [MARGINAL] |
| ορθόφρων | orthófron | ορθ- (correct) + φρήν (mind) | right-minded, sensible, sane | Formal or literary adjective for someone with sound judgment. Somewhat archaic, used in elevated discourse. | [MARGINAL] |
| ορθοποδώ | orthopodó | ορθ- (straight) + πούς (foot) + -ω (verb) | to walk straight, to walk uprightly | Biblical and metaphorical term for walking uprightly or behaving correctly. Used in religious and moral discourse, often metaphorically. | [MARGINAL] |
| ορθοπρόσωπος | orthoprósopos | ορθ- (upright) + πρόσωπο (face) | upright-faced, looking straight ahead | Rare term describing upright facial position or direct gaze. Limited usage, mostly technical or literary. | [UNCERTAIN] |
| ορθοδρομώ | orthodromó | ορθ- (straight) + δρόμος (course, path) + -ω (verb) | to follow a straight course, to proceed correctly | Nautical and metaphorical term for following a straight or correct course. Used in navigation and metaphorically for proper conduct. | [MARGINAL] |
| ορθοδρομία | orthodromía | ορθ- (straight) + δρόμος (course) + -ία (noun) | straight course, orthodrome | Nautical and geometric term for the shortest path between two points on a sphere. Technical usage in navigation and geometry. | [MARGINAL] |
