# CLCA Protocol v3.2 — F1 Vocabulary Table
# Language: Quechua (qu)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| ch'ulla | ch'ulla | single, odd (not paired), incomplete | single, odd, incomplete, lacking its pair | Describes something that is incomplete or lacking its proper complement. Can be used metaphorically to indicate something is not whole or genuine in its current state. | [CORE] |
| hunt'a | hunt'a | full, complete, whole | full, complete, whole, entire, genuine | Indicates completeness and wholeness. Applied to objects, statements, or situations to indicate they are complete and lack nothing essential. | [CORE] |
| k'ari | k'ari | truly, really, indeed (emphatic particle) | truly, really, indeed, certainly | Emphatic particle used to strengthen assertions and confirm truth. Functions as a discourse marker to emphasize the speaker's commitment to the veracity of a statement. | [MARGINAL] |
| qhapaq | qhapaq | rich, noble, genuine, powerful | rich, noble, genuine, authentic, powerful | Historically significant term indicating nobility and authenticity. Used to describe things of genuine quality or high status, particularly in traditional or formal contexts. | [CORE] |
| ch'usaq | ch'usaq | empty, hollow, vain | empty, hollow, vain, meaningless, false | Describes emptiness both physical and metaphorical. Applied to statements or promises that lack substance or truth, indicating they are hollow or meaningless. | [CORE] |
| kaq | kaq | being, existing, that which is (agentive/substantive suffix) | being, existing, real, actual, that which is | Substantivizing suffix that indicates existence or being. Used to mark what actually exists or is real, as opposed to what is merely imagined or false. | [CORE] |
| mana kaq | mana kaq | not being, non-existent | non-existent, unreal, false, not actual | Negated form indicating non-existence or unreality. Used to characterize things that do not actually exist or statements that have no basis in reality. | [CORE] |
| takyay | takyay | to verify, to test, to prove | to verify, to test, to prove, to examine | Indicates the action of testing or verifying something to establish its truth or quality. Used in contexts where evidence or proof is being sought or established. | [CORE] |
| yachanayay | yachanayay | to be knowable, to be able to be known | to be knowable, to be ascertainable, to be verifiable | Derived form indicating the possibility of something being known or verified. Used when discussing whether truth or knowledge about something can be established. | [MARGINAL] |
| imayna | imayna | how, what kind, what manner | how, what kind, in what way, what manner | Interrogative term used to inquire about the nature, manner, or quality of something. Essential in contexts evaluating what something fundamentally is or how it truly appears. | [CORE] |
| chiqamanta | chiqamanta | from truth, truly (ablative form) | truly, from truth, in truth, genuinely | Ablative form emphasizing origin in truth. Used to indicate that something proceeds from or is grounded in truth rather than falsehood or deception. | [CORE] |
| musyay | musyay | to perceive, to sense, to realize | to perceive, to sense, to realize, to become aware | Indicates perceptual or intuitive awareness. Used when someone comes to recognize or realize the truth of something through direct experience or insight. | [CORE] |
| riqsiy | riqsiy | to know (by acquaintance), to recognize | to know, to recognize, to be acquainted with, to identify | Indicates knowledge through direct acquaintance or recognition. Distinguished from yachay by emphasizing personal familiarity or ability to identify something as what it truly is. | [CORE] |
| chiqan kay | chiqan kay | chiqan (true) + kay (to be/being) | to be true, truth, reality | Used in philosophical and everyday discourse to refer to the state of being true or to truth as an abstract concept. Common in statements affirming the reality or truth of something. | [CORE] |
| chiqan simi | chiqan simi | chiqan (true) + simi (word/mouth) | true word, truthful speech, honest statement | Used to characterize speech that is truthful and honest. Common in contexts evaluating the reliability of what someone says or in praising honest communication. | [CORE] |
| chiqan runa | chiqan runa | chiqan (true) + runa (person) | truthful person, honest person, genuine person | Used to describe someone who habitually tells the truth and is authentic in their dealings. Common in character evaluation and moral discourse. | [CORE] |
| chiqan yachay | chiqan yachay | chiqan (true) + yachay (knowledge) | true knowledge, genuine understanding | Used in educational and philosophical contexts to distinguish genuine knowledge from mere opinion or false belief. Common in discussions of learning and wisdom. | [CORE] |
| chiqan ñan | chiqan ñan | chiqan (true) + ñan (path/way) | true path, right way, correct course | Used both literally for correct routes and metaphorically for proper conduct or correct method. Common in moral instruction and practical guidance. | [CORE] |
| chiqan sunqu | chiqan sunqu | chiqan (true) + sunqu (heart) | true heart, sincere heart, genuine feeling | Used to describe sincerity of emotion or intention. Common in contexts evaluating whether someone's feelings or motivations are genuine. | [CORE] |
| chiqan willakuy | chiqan willakuy | chiqan (true) + willakuy (to tell/narrate) | to tell the truth, truthful account, honest testimony | Used in legal, administrative, and everyday contexts when giving accurate accounts or testimony. Common in formal statements and witness testimony. | [CORE] |
| chiqan rimay | chiqan rimay | chiqan (true) + rimay (to speak) | to speak truthfully, truthful speech | Used to describe the act of speaking honestly or to characterize speech as truthful. Common in everyday conversation and formal discourse. | [CORE] |
| chiqanchay | chiqanchay | chiqan (true) + -cha- (causative) + -y (infinitive) | to verify, to authenticate, to make true, to confirm | Used when establishing the truth of something or authenticating documents, claims, or objects. Common in administrative and legal contexts. | [CORE] |
| chiqanchakuy | chiqanchakuy | chiqan (true) + -cha- (causative) + -ku- (reflexive) + -y | to verify for oneself, to confirm, to ascertain | Used when someone personally verifies or confirms something. Common in contexts where personal confirmation is emphasized. | [CORE] |
| chiqan kaq | chiqan kaq | chiqan (true) + kaq (being/existing) | that which is true, the real one, the genuine article | Used to identify something as the authentic or real version as opposed to imitations or false versions. Common in distinguishing genuine from counterfeit. | [CORE] |
| chiqanlla | chiqanlla | chiqan (true) + -lla (limitative/exclusive) | only the truth, purely true, nothing but true | Used to emphasize that something is exclusively or purely true without admixture of falsehood. Common in emphatic assertions. | [CORE] |
| chiqanta | chiqanta | chiqan (true) + -ta (accusative) | the truth (as object), truthfully | Used when truth is the direct object of a verb or adverbially to mean "truthfully." Common in statements like "tell the truth" (chiqanta willay). | [CORE] |
| chiqanpi | chiqanpi | chiqan (true) + -pi (locative) | in truth, in reality, actually | Used as an adverbial expression to emphasize that something is the case in reality. Common in correcting misunderstandings or emphasizing actual facts. | [CORE] |
| chiqanman | chiqanman | chiqan (true) + -man (directional/allative) | toward truth, to the truth | Used to indicate movement or orientation toward truth, either literally in discourse or metaphorically in seeking understanding. Common in philosophical and educational contexts. | [MARGINAL] |
| chiqanpaq | chiqanpaq | chiqan (true) + -paq (benefactive/purposive) | for truth, for the sake of truth | Used to indicate purpose or benefit related to truth. Common in contexts where actions are justified by truth-seeking or truth-telling. | [CORE] |
| chiqan kawsay | chiqan kawsay | chiqan (true) + kawsay (life/living) | true life, authentic living, genuine existence | Used in religious and philosophical discourse to describe authentic or proper way of living. Common in moral and spiritual instruction. | [CORE] |
| chiqan ruray | chiqan ruray | chiqan (true) + ruray (to do/make) | to do right, to act correctly, proper action | Used to describe actions that are correct or proper. Common in moral evaluation and practical instruction. | [CORE] |
| chiqan qillqa | chiqan qillqa | chiqan (true) + qillqa (writing/document) | true document, authentic writing, genuine text | Used to authenticate documents or distinguish genuine texts from forgeries. Common in legal and administrative contexts. | [CORE] |
| chiqan rikuy | chiqan rikuy | chiqan (true) + rikuy (to see) | to see truly, to perceive correctly, accurate vision | Used when someone perceives or understands something correctly. Common in contexts of recognition and accurate perception. | [CORE] |
| llullakuq | llullakuq | llulla (lie) + -ku- (reflexive) + -q (agentive) | liar, one who lies, deceiver | Used to characterize someone who habitually lies or deceives. Common in moral judgment and character evaluation. | [CORE] |
| llulla simi | llulla simi | llulla (lie) + simi (word/mouth) | lying words, false speech, deceitful talk | Used to characterize speech that is false or deceitful. Common in evaluating the reliability of what someone says. | [CORE] |
| llulla runa | llulla runa | llulla (lie) + runa (person) | lying person, deceiver, dishonest person | Used to describe someone who is dishonest or untrustworthy. Common in character evaluation and moral discourse. | [CORE] |
| llulla willakuy | llulla willakuy | llulla (lie) + willakuy (to tell/narrate) | to tell lies, false account, dishonest testimony | Used when someone gives false accounts or testimony. Common in legal contexts and everyday evaluation of truthfulness. | [CORE] |
| llulla rimay | llulla rimay | llulla (lie) + rimay (to speak) | to speak falsely, lying speech, to lie | Used to describe the act of speaking dishonestly. Common in everyday conversation about truthfulness. | [CORE] |
| llullayay | llullayay | llulla (lie) + -ya- (intensifier/continuative) + -y | to lie repeatedly, to be habitually deceitful | Used to describe ongoing or habitual lying behavior. Common in characterizing persistent dishonesty. | [CORE] |
| llullachiy | llullachiy | llulla (lie) + -chi- (causative) + -y | to cause to lie, to make someone lie, to deceive | Used when someone causes another to lie or when someone deceives another. Common in contexts of manipulation or coercion. | [CORE] |
| llullachakuy | llullachakuy | llulla (lie) + -cha- (causative) + -ku- (reflexive) + -y | to deceive oneself, to be self-deceived | Used when someone deceives themselves or refuses to acknowledge truth. Common in psychological and moral discourse. | [CORE] |
| llulla kay | llulla kay | llulla (lie) + kay (to be/being) | to be false, falsehood, state of being a lie | Used to describe the state of being false or to refer to falsehood as an abstract concept. Common in philosophical and everyday discourse. | [CORE] |
| llulla sunqu | llulla sunqu | llulla (lie) + sunqu (heart) | false heart, insincere heart, deceitful intention | Used to describe insincerity of emotion or intention. Common in evaluating whether someone's feelings or motivations are genuine. | [CORE] |
| llulla yachay | llulla yachay | llulla (lie) + yachay (knowledge) | false knowledge, mistaken belief, erroneous understanding | Used to describe beliefs or knowledge claims that are false. Common in educational and philosophical contexts. | [CORE] |
| llulla ñan | llulla ñan | llulla (lie) + ñan (path/way) | false path, wrong way, incorrect course | Used both literally for wrong routes and metaphorically for improper conduct or incorrect method. Common in moral instruction. | [CORE] |
| llullakuna | llullakuna | llulla (lie) + -kuna (plural) | lies, falsehoods, deceptions | Used to refer to multiple lies or instances of deception. Common in discourse about dishonesty and falsehood. | [CORE] |
| llullawan | llullawan | llulla (lie) + -wan (instrumental/comitative) | with lies, by means of lies, through deception | Used to indicate that something is accomplished through lying or deception. Common in describing dishonest methods. | [CORE] |
| llullamanta | llullamanta | llulla (lie) + -manta (ablative) | from lies, out of deception, falsely | Used to indicate origin in falsehood or to mean "falsely." Common in describing the source or basis of false claims. | [CORE] |
| llulla qillqa | llulla qillqa | llulla (lie) + qillqa (writing/document) | false document, forged writing, fraudulent text | Used to identify documents or texts that are forged or contain false information. Common in legal and administrative contexts. | [CORE] |
| llulla kaq | llulla kaq | llulla (lie) + kaq (being/existing) | that which is false, the false one, the fake | Used to identify something as false or fake as opposed to genuine. Common in distinguishing counterfeit from authentic. | [CORE] |
| llullalla | llullalla | llulla (lie) + -lla (limitative) | only lies, purely false, nothing but lies | Used to emphasize that something consists entirely of lies or is completely false. Common in emphatic denunciations. | [CORE] |
| llulla musyay | llulla musyay | llulla (lie) + musyay (to perceive/dream) | false perception, illusion, to perceive falsely | Used to describe mistaken perceptions or illusions. Common in contexts of sensory or cognitive error. | [MARGINAL] |
| llulla rikch'ay | llulla rikch'ay | llulla (lie) + rikch'ay (to appear/seem) | to appear false, to seem deceptive, false appearance | Used when something appears to be false or deceptive. Common in evaluating appearances versus reality. | [CORE] |
| allin kay | allin kay | allin (good) + kay (to be/being) | to be good, goodness, well-being | Used to describe the state of being good or to refer to goodness as an abstract concept. Common in moral, practical, and general evaluative discourse. | [CORE] |
| allin runa | allin runa | allin (good) + runa (person) | good person, virtuous person, upright person | Used to describe someone of good character or moral standing. Common in character evaluation and moral discourse. | [CORE] |
| allin simi | allin simi | allin (good) + simi (word/mouth) | good words, proper speech, kind words | Used to characterize speech that is appropriate, kind, or proper. Common in evaluating communication and social interaction. | [CORE] |
| allin sunqu | allin sunqu | allin (good) + sunqu (heart) | good heart, kind heart, good intentions | Used to describe someone with good intentions or kind disposition. Common in moral and emotional evaluation. | [CORE] |
| allin yachay | allin yachay | allin (good) + yachay (knowledge) | good knowledge, proper understanding, correct learning | Used in educational contexts to describe proper or correct knowledge. Common in discussions of learning and wisdom. | [CORE] |
| allin ruray | allin ruray | allin (good) + ruray (to do/make) | to do well, good deed, proper action | Used to describe actions that are good or proper. Common in moral evaluation and practical instruction. | [CORE] |
| allin kawsay | allin kawsay | allin (good) + kawsay (life/living) | good life, proper living, well-being | Central concept in Andean philosophy referring to living well or the good life. Common in moral, social, and philosophical discourse. | [CORE] |
| allinyay | allinyay | allin (good) + -ya- (inchoative/become) + -y | to become good, to improve, to get better | Used to describe improvement or positive change. Common in contexts of healing, moral improvement, or general betterment. | [CORE] |
| allinchay | allinchay | allin (good) + -cha- (causative) + -y | to make good, to improve, to fix, to correct | Used when making something better or correcting something. Common in practical contexts of repair and improvement. | [CORE] |
| allinchakuy | allinchakuy | allin (good) + -cha- (causative) + -ku- (reflexive) + -y | to improve oneself, to make oneself better, to prepare | Used when someone improves themselves or prepares properly. Common in contexts of self-improvement and preparation. | [CORE] |
| allin ñan | allin ñan | allin (good) + ñan (path/way) | good path, right way, proper course | Used both literally for good routes and metaphorically for proper conduct. Common in moral instruction and practical guidance. | [CORE] |
| allin rimay | allin rimay | allin (good) + rimay (to speak) | to speak well, good speech, proper speaking | Used to describe speaking appropriately or well. Common in evaluating communication and rhetoric. | [CORE] |
| allin willakuy | allin willakuy | allin (good) + willakuy (to tell/narrate) | to tell well, good account, proper testimony | Used when giving good or proper accounts. Common in narrative and testimonial contexts. | [CORE] |
| allin yuyay | allin yuyay | allin (good) + yuyay (to think/remember) | good thought, proper thinking, good memory | Used to describe proper or beneficial thinking. Common in cognitive and moral evaluation. | [CORE] |
| allinlla | allinlla | allin (good) + -lla (limitative) | just good, simply good, only good | Used to emphasize that something is purely or simply good. Common in emphatic positive evaluation. | [CORE] |
| allinpaq | allinpaq | allin (good) + -paq (benefactive/purposive) | for good, for the sake of good, beneficially | Used to indicate purpose or benefit related to goodness. Common in justifying actions or describing beneficial purposes. | [CORE] |
| allinmanta | allinmanta | allin (good) + -manta (ablative) | from good, out of goodness, well | Used to indicate origin in goodness or to mean "well" as an adverb. Common in describing the source or manner of actions. | [CORE] |
| allin qillqa | allin qillqa | allin (good) + qillqa (writing/document) | good writing, proper document, well-written text | Used to evaluate writing or documents as good or proper. Common in literary and administrative contexts. | [CORE] |
| allin rikuy | allin rikuy | allin (good) + rikuy (to see) | to see well, good vision, to look good | Used both for good eyesight and for things that look good. Common in perceptual and aesthetic evaluation. | [CORE] |
| allin musyay | allin musyay | allin (good) + musyay (to perceive/dream) | to perceive well, good dream, proper perception | Used to describe accurate perception or auspicious dreams. Common in contexts of perception and dream interpretation. | [MARGINAL] |
| allin kaq | allin kaq | allin (good) + kaq (being/existing) | that which is good, the good one, proper being | Used to identify something as good or proper. Common in distinguishing good from bad things. | [CORE] |
| allin pacha | allin pacha | allin (good) + pacha (time/world/space) | good time, proper season, favorable moment | Used to describe auspicious times or favorable conditions. Common in temporal and situational evaluation. | [CORE] |
| allin hamuy | allin hamuy | allin (good) + hamuy (to come) | welcome, good coming, to come well | Used as a greeting meaning "welcome" or to describe someone arriving appropriately. Common in social interaction. | [CORE] |
| allin puñuy | allin puñuy | allin (good) + puñuy (to sleep) | good sleep, to sleep well, restful sleep | Used to describe good or restful sleep. Common in everyday discourse about rest and health. | [CORE] |
| allin mikhuy | allin mikhuy | allin (good) + mikhuy (to eat/food) | good food, to eat well, proper eating | Used to describe good food or proper eating. Common in contexts of nutrition and dining. | [CORE] |
