| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| muteber | muteber | held in esteem, valid, credible (from Arabic *muʿtabar*, considered, respected) | credible, valid, reputable, authoritative | Used in formal, legal, and historical registers to characterize sources, persons, or documents as worthy of credence or official recognition. *Muteber kaynak* (credible/authoritative source). Largely displaced in modern colloquial Turkish by *güvenilir* and *geçerli*, but retained in formal and archaic registers. | [MARGINAL] |
| hakiki | hakiki | of or pertaining to *ḥaqīqa* (truth, essence); real, genuine (from Arabic *ḥaqīqī*) | genuine, real, true, authentic | A formal or literary adjective meaning genuine or truly what it claims to be. Used in contexts of authentication and philosophical assertion: *hakiki deri* (genuine leather), *hakiki dostluk* (true friendship), *hakiki dost* (true friend). Somewhat more formal or literary than *gerçek*. | [CORE] |
| gerçeklik | gerçeklik | *gerçek* + *-lik* — the quality or state of being real | reality, realness, authenticity, genuineness | Used in philosophical and everyday contexts to refer to the property of being real or to reality as a domain. Appears in expressions evaluating whether something has genuine existence or substance. | [CORE] |
| gerçekçi | gerçekçi | *gerçek* (real) + *-çi* (agentive/adjectival suffix) — "one who deals in the real" | realistic, realist | Describes persons, attitudes, or representations that are grounded in reality rather than idealization or fantasy. Used in aesthetic, political, and everyday evaluative contexts. Participates in *gerçekçilik* (realism). | [CORE] |
| doğrulamak | doğrulamak | *doğru* (correct/true) + causative/factitive *-la-* + infinitive *-mak* — "to make true/correct," to verify | to verify, to confirm, to validate, to authenticate | Used in contexts of checking, confirming, or establishing the truth or correctness of a statement, document, or identity. Common in administrative, journalistic, legal, scientific, and technical registers. | [CORE] |
| yanlışlamak | yanlışlamak | *yanlış* (wrong/false) + *-la-* + *-mak* — "to make wrong," to falsify | to falsify, to refute, to disprove | Used in logical, scientific, and argumentative contexts to describe the act of showing something to be false or incorrect. The term is used in Turkish translations of philosophy of science (notably in discussions of Popper's falsificationism). | [CORE] |
| kanıtlamak | kanıtlamak | *kanıt* (proof, evidence) + *-la-* + *-mak* — "to make into proof" | to prove, to demonstrate, to establish | Used in legal, scientific, and everyday contexts for the act of providing proof or demonstration. Participates in *kanıt* (evidence, proof) and *kanıtlanmış* (proven, established). | [CORE] |
| ispat | ispat | establishment, affirmation, proof (from Arabic *ithbāt*) | proof, demonstration, verification | Primarily used in legal and formal contexts for the act or result of proving something. *İspat yükü* (burden of proof) is a standard legal expression. Somewhat more formal than *kanıt*. | [CORE] |
| tasdik | tasdik | affirmation, attestation, confirmation (from Arabic *taṣdīq*) | attestation, certification, confirmation, authentication | Used in formal and legal contexts to denote official confirmation or authentication of documents, signatures, or facts. Derives *tasdik etmek* (to certify/attest); more formal than *doğrulamak*. | [CORE] |
| teyit | teyit | support, corroboration (from Arabic *taʾyīd*) | confirmation, corroboration, verification | Used to indicate that a claim or piece of information has been confirmed by an independent source or check. Common in journalistic and official language: *teyit etmek* (to confirm/corroborate). | [CORE] |
| taklit | taklit | imitation, following (from Arabic *taqlīd*) | imitation, counterfeit, copy, fake | Used to describe objects, performances, or behaviors that copy or simulate something else, often implying inauthenticity. Applied in aesthetic contexts (imitation of a style) and commercial and legal contexts (counterfeit goods): *taklit ürün* (counterfeit/imitation product); *taklit etmek* (to imitate, to counterfeit). Widely used in commercial, legal, and aesthetic contexts. | [CORE] |
| taklitçi | taklitçi | *taklit* (imitation, from Arabic *taqlīd*) + *-çi* (agentive) — "one who imitates" | imitator, counterfeiter, fake | Applied to persons who copy or imitate, often with a negative connotation of inauthenticity or deception. Used in aesthetic, commercial, and moral evaluations. | [CORE] |
| sahicilik | sahicilik | *sahici* (genuine, real, colloquial) + *-lik* — the quality of being genuine | genuineness, authenticity, realness | A colloquial and informal term for the quality of being authentic or genuine, often applied to persons, relationships, or experiences. Less formal than *özgünlük* or *gerçeklik*; carries an affective, interpersonal nuance. | [CORE] |
| özü sözü bir | özü sözü bir | *öz* (essence/inner self) + *söz* (word/speech) + *bir* (one) — "whose inner self and word are one" | sincere, authentic, a person of integrity, one who means what they say, one whose words match their character | A fixed idiomatic expression used to evaluate a person as genuine and consistent between their inner convictions and outward speech or conduct. Used in moral and character evaluation; functions as a predicate or attributive phrase. | [CORE] |
| özü | özü | *öz* (self, essence, core) + third-person possessive *-ü* — "its essence/core" | its essence, its true nature, its core | Used to refer to the fundamental or essential nature of something, often in evaluative contexts where surface appearance is contrasted with underlying reality. Participates in compounds and fixed expressions: *özünde* (at its core, essentially). | [CORE] |
| özgürlük | özgürlük | *özgür* (free) + *-lük* (abstract noun suffix) | freedom, liberty | In philosophical and political discourse, *özgürlük* is evaluated against criteria of authenticity and genuine agency, making it adjacent to authenticity vocabulary. However, its primary meaning is freedom rather than genuineness. | [UNCERTAIN] |
| kılık değiştirmiş | kılık değiştirmiş | *kılık* (appearance, guise) + *değiştirmiş* (has changed) — "having changed its guise" | disguised, in disguise, appearing in a different form | Used to evaluate something as presenting itself under a false or altered appearance; implies that the true nature is concealed. Appears in moral and critical contexts to flag misrepresentation. | [MARGINAL] |
| doğru | doğru | *doğr-* (root: straight, correct) + *-u* (adjectival/nominal ending) | straight, correct, true, right, direct | Used as adjective, adverb, and noun across all registers. *Bu doğru mu?* ("Is this correct?"); *doğru yol* ("the right path/road"). | [CORE] |
| doğruluk | doğruluk | *doğru* (correct/straight) + *-luk* (abstract noun suffix) | truthfulness, correctness, accuracy, integrity | Used in philosophical, moral, and everyday contexts to name the property of being true or correct; also used to describe personal integrity in the sense of consistency between word and deed. Used in both epistemic contexts (accuracy of a measurement or statement) and moral contexts (honesty of a person's character). *Doğruluğa bağlılık* (commitment to truth/integrity); *Doğruluk her zaman ödüllendirilmez.* ("Truthfulness is not always rewarded.") | [CORE] |
| doğrulamak | doğrulamak | *doğru* (correct) + *-la-* (factitive/verbalizer) + *-mak* (infinitive) | to verify, to confirm, to validate, to authenticate | Used in scientific, journalistic, administrative, and legal registers for the act of checking and confirming that something is accurate or true. *Bilgiyi doğrulamak* (to verify information) is a standard collocation. *Haberi doğrulamak gerekiyor.* ("The news needs to be verified.") | [CORE] |
| doğrulama | doğrulama | *doğru* + *-la-* + *-ma* (verbal noun suffix) | verification, confirmation, validation, authentication | The nominalized form of *doğrulamak*; used in technical, administrative, and journalistic contexts. *Kimlik doğrulama* (identity verification/authentication) is a standard term in digital security and administrative procedure. *Doğrulama süreci* (verification process). | [CORE] |
| doğrulanmak | doğrulanmak | *doğru* + *-la-* + *-n-* (passive) + *-mak* | to be verified, to be confirmed, to be validated | Passive form; used in scientific and journalistic registers when a claim, identity, or fact is confirmed by an external process or authority. *İddia doğrulandı* (the claim was confirmed/verified). *İddia henüz doğrulanmadı.* ("The claim has not yet been confirmed.") | [CORE] |
| doğrulatmak | doğrulatmak | *doğru* + *-la-* + *-t-* (causative) + *-mak* | to have (something) verified, to cause to be confirmed | Causative form; used when a person causes or arranges for something to be verified by another party. *Belgeyi doğrulatmak* (to have the document verified). | [CORE] |
| doğrultmak | doğrultmak | *doğru* + *-lt-* (causative/directional) + *-mak* | to straighten, to correct, to align, to aim (a weapon) | Used in physical and figurative senses: physically straightening something, correcting a course of action, or aiming a weapon or instrument. *Silahı doğrultmak* (to aim the weapon); *yanlışı doğrultmak* (to correct the error). *Silahı hedefe doğrulttular.* ("They aimed the weapon at the target.") | [CORE] |
| doğrulmak | doğrulmak | *doğru* + *-l-* (intransitive/reflexive) + *-mak* | to straighten up, to sit up straight, to rise upright | Used in physical contexts to describe a person or object becoming upright or straight. *Yataktan doğruldu.* ("He/she sat up straight in bed.") | [CORE] |
| doğrultu | doğrultu | *doğru* + *-ltu* (nominal suffix, directional; deverbal/denominal noun suffix, variant of *-ltı*) | direction, alignment, line (of direction) | Used in technical, navigational, and everyday contexts to indicate a direction or line of orientation. *Kuzey doğrultusu* (northward direction); *doğru doğrultuda ilerlemek* (to advance in the right direction). *Kuzey doğrultusunda ilerlediler.* ("They advanced in the direction of north.") | [CORE] |
| doğrudan | doğrudan | *doğru* + *-dan* (ablative/adverbial suffix, here lexicalized as adverb) — "from the straight/direct" | directly, straightforwardly, without intermediary | Used as an adverb in everyday, administrative, and journalistic registers to indicate directness or the absence of mediation. *Doğrudan iletişim* (direct communication); *doğrudan seçim* (direct election). *Doğrudan konuya gelelim.* ("Let's get straight to the point.") | [CORE] |
| doğrudan doğruya | doğrudan doğruya | *doğrudan* + *doğruya* (dative of *doğru*) — reduplicated directional/adverbial construction | directly, straight, point-blank, without any intermediary | A reinforced adverbial phrase used in everyday and formal speech to emphasize complete directness or immediacy. More emphatic than *doğrudan* alone. *Doğrudan doğruya söylemek* (to say it straight out). *Doğrudan doğruya ona söyledim.* ("I told him/her directly, straight out.") | [CORE] |
| doğru dürüst | doğru dürüst | *doğru* (correct/straight) + *dürüst* (upright, honest — from Persian *durust*, used here as a rhyming/reinforcing compound) | properly, decently, adequately; (of a person) honest and upright | A fixed collocation used in everyday speech, often with a slightly negative framing to indicate that something is not being done properly. *Doğru dürüst çalışmıyor* (it's not working properly); *doğru dürüst bir insan* (a decent, honest person). *Doğru dürüst bir iş yapamıyor.* ("He/she can't do a proper job.") | [CORE] |
| dürüst | dürüst | from Persian *dorost* / *durust* — correct, sound, honest (historically related to *doğru* through semantic convergence, now an independent lexeme; closely associated with *doğru* in the semantic field) | honest, upright, straightforward, decent | Used to characterize persons and conduct as honest and morally upright. Frequently collocates with *doğru* in the binomial *doğru dürüst*. *Dürüst bir insan* (an honest person). | [CORE] |
| dürüstlük | dürüstlük | *dürüst* + *-lük* (abstract noun suffix) | honesty, integrity, uprightness | Used in moral, professional, and everyday evaluative contexts to name the quality of being honest and straightforward. *Dürüstlük ilkesi* (the principle of honesty/integrity). *Dürüstlük en önemli erdemlerden biridir.* ("Honesty is one of the most important virtues.") | [CORE] |
| doğrulayıcı | doğrulayıcı | *doğrula-* (stem of *doğrulamak*) + *-yıcı* (agentive/adjectival suffix) | verifying, confirmatory, validator; a verifier | Used in technical and administrative contexts to describe a person, process, or mechanism that verifies or confirms. *Doğrulayıcı kanıt* (confirmatory evidence); *Doğrulayıcı kod* ("verification code") is common in digital/technical usage. | [CORE] |
| doğrulanabilir | doğrulanabilir | *doğru* + *-la-* + *-n-* + *-abil-* (potential/ability suffix) + *-ir* | verifiable, confirmable | Used in scientific and philosophical discourse, particularly in discussions of empirical methodology and the philosophy of science. *Doğrulanabilir hipotez* (verifiable hypothesis); *Doğrulanabilir iddia* (verifiable claim). Associated with positivist and empirical discourse. | [CORE] |
| doğrulanabilirlik | doğrulanabilirlik | *doğru* + *-la-* + *-n-* + *-abilir* + *-lik* (abstract noun suffix) | verifiability | A technical term in philosophy of science and epistemology, used in Turkish translations of logical positivism and related literature. *Doğrulanabilirlik ilkesi* (the principle of verifiability, associated with logical positivism). | [CORE] |
| doğrusal | doğrusal | *doğru* (straight/line) + *-sal* (adjectival suffix for scientific/technical use, "pertaining to") | linear, rectilinear | A technical term in mathematics, physics, and engineering meaning "linear" (pertaining to a straight line or linear relationship). *Doğrusal denklem* (linear equation); *doğrusal ilişki* (linear relationship); *doğrusal programlama* (linear programming). | [CORE] |
| doğrusal olmayan | doğrusal olmayan | *doğrusal* + *olmayan* (not being, negative participle of *olmak*) | nonlinear | Used in mathematics, physics, and engineering to describe systems or relationships that are not linear. *Doğrusal olmayan dinamikler* ("nonlinear dynamics"). | [CORE] |
| doğru açı | doğru açı | *doğru* (right, correct) + *açı* (angle) | right angle | A standard mathematical and geometric term for a 90-degree angle. Used in mathematics education and technical drawing. *Doğru açılı üçgen* (right-angled triangle). | [CORE] |
| doğru orantılı | doğru orantılı | *doğru* (direct/straight) + *orantılı* (proportional) | directly proportional | A standard mathematical and scientific expression indicating that two quantities increase or decrease together. *İki değişken doğru orantılıdır* (the two variables are directly proportional). *Hız ve mesafe doğru orantılıdır.* ("Speed and distance are directly proportional.") | [CORE] |
| doğru söylemek | doğru söylemek | *doğru* (true/correct) + *söylemek* (to say, to tell) | to tell the truth, to speak correctly | A standard collocation in everyday speech for the act of making a true statement. *Doğruyu söyle* (tell the truth) is a common imperative in interpersonal and legal contexts. | [CORE] |
| doğruyu söylemek | doğruyu söylemek | *doğru-yu* (accusative of *doğru*, used as noun "the truth") + *söylemek* | to tell the truth (with definite reference to "the truth") | Slightly more emphatic than *doğru söylemek*; the accusative marks *doğru* as a definite noun object ("the truth"). Used in moral exhortation and legal contexts. *Doğruyu söylemek zorundayım* (I must tell the truth). | [CORE] |
| doğru yanlış | doğru yanlış | *doğru* (correct) + *yanlış* (wrong) — coordinate pair | right and wrong, true and false, correct and incorrect | Used as a coordinate pair in educational, moral, and logical contexts to frame binary evaluation. *Doğru yanlış sorusu* (a true/false question); *doğruyu yanlıştan ayırt etmek* (to distinguish right from wrong / true from false). *Doğru yanlış ayrımı* (the distinction between right and wrong/true and false). | [CORE] |
| doğru yol | doğru yol | *doğru* (straight/correct) + *yol* (road, path, way) | the right path, the straight and narrow, the correct way | Used in moral, religious, and everyday contexts to describe the correct course of conduct or belief. *Doğru yoldan sapmak* (to deviate from the right path) is a common moral expression; also used in navigation. | [CORE] |
| doğru yolda olmak | doğru yolda olmak | *doğru yol* + *-da* (locative) + *olmak* (to be) | to be on the right track, to be on the right path | Used in moral, practical, and evaluative contexts to indicate that a person or process is proceeding correctly. *Doğru yoldasınız.* ("You are on the right track.") | [CORE] |
| doğru bilgi | doğru bilgi | *doğru* (correct/true) + *bilgi* (knowledge, information) | correct information, accurate knowledge, true knowledge | Used in educational, journalistic, and philosophical contexts to distinguish accurate information from misinformation. *Doğru bilgiye ulaşmak* (to access correct information/true knowledge). | [CORE] |
| doğru haber | doğru haber | *doğru* (correct/true) + *haber* (news, report) | accurate news, correct report, true information | Used in journalistic and everyday contexts to distinguish accurate reporting from misinformation or rumor. *Doğru haberi kaynağından almak* (to get accurate news from the source). | [CORE] |
| doğruluk payı | doğruluk payı | *doğruluk* (truth/correctness) + *pay* (share, portion) + *-ı* (possessive) | grain of truth, element of truth, degree of accuracy | Used in everyday and journalistic discourse to acknowledge that a claim, though not entirely accurate, contains some truth. *Bu iddiada bir doğruluk payı var* (there is a grain of truth in this claim). | [CORE] |
| doğruluk testi | doğruluk testi | *doğruluk* (accuracy/truthfulness) + *testi* (test) | truth test, accuracy test, fact-check | Used in journalistic fact-checking and scientific contexts to describe a procedure for evaluating the accuracy of a claim or measurement. *Doğruluk testi uygulamak* (to apply a truth/accuracy test). Associated with fact-checking practices. | [CORE] |
| doğruluk değeri | doğruluk değeri | *doğruluk* (truth/correctness) + *değer* (value) + *-i* (possessive/genitive construction) | truth value | A technical term in formal logic and philosophy of language. *Bir önermenin doğruluk değeri* (the truth value of a proposition); *Önermenin doğruluk değeri* (the truth value of the proposition). Used in Turkish logic textbooks and philosophical writing. | [CORE] |
| doğruluk koşulu | doğruluk koşulu | *doğruluk* + *koşul* (condition) + *-u* (possessive) | truth condition | A technical term in formal semantics and philosophy of language. *Doğruluk koşulları teorisi* (truth-conditional theory of meaning); *Cümlenin doğruluk koşulları* (the truth conditions of the sentence). Used in academic linguistic and philosophical writing. | [CORE] |
| doğruluk tablosu | doğruluk tablosu | *doğruluk* + *tablo* (table) + *-su* (possessive) | truth table | A standard term in formal logic and computer science. *Doğruluk tablosu oluşturmak* (to construct a truth table). Used in logic courses and digital circuit design. | [CORE] |
| doğruluk işlevi | doğruluk işlevi | *doğruluk* (truth) + *işlevi* (function of) | truth function | A technical term in logic referring to a function whose value is determined by the truth values of its arguments. Used in formal logic and philosophy. | [MARGINAL] |
