| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| tasdik etmek | teyit etmek | tasdik etmek / teyit etmek | to certify, to attest (official/notarial) / to confirm, to corroborate (journalistic/informational) | Documented as partially overlapping but register-differentiated terms for confirmation: *tasdik etmek* is more formal and notarial (official certification of documents), while *teyit etmek* is more journalistic and informational (confirmation from an independent source). This is a contrast of register and institutional context rather than of meaning, and the two terms are not antonyms. | lexical | [CORE] |
| gerçek | sahte | gerçek / sahte | real, genuine, actual / fake, counterfeit, forged, spurious | The central antonym pair in the ontological genuineness domain; *gerçek* affirms factual or ontological reality, while *sahte* denotes objects, documents, or identities presented as genuine but not. The data identifies these as the "central antonym pair" and documents the construction *gerçeği sahteden ayırt etmek* (to distinguish the genuine from the fake). Both participate in the attributive pattern ([adjective] + noun) and in the predicate outcome construction (*gerçek çıkmak* / *sahte çıkmak*). | lexical | [CORE] |
| gerçek | yalan | gerçek / yalan | real, true / lie, falsehood | *Yalan* is explicitly identified as a contrast term for *gerçek*. The opposition is between something that is genuinely the case and a statement or representation that is deliberately false. The contrast operates at the level of the truth-value of representations rather than the physical authenticity of objects. | lexical | [CORE] |
| gerçek | gerçek dışı | gerçek / gerçek dışı | real / unreal, fictitious, contrary to fact, surreal | A compositional opposition formed by the postpositional element *dışı* (outside of) attached to *gerçek*; *gerçek dışı* characterizes claims, scenarios, or representations that do not correspond to reality, asserting that something falls outside the domain of ordinary reality. The data documents this as a conventionally used expression in legal (*gerçek dışı beyan*) and philosophical contexts. | morphological | [CORE] |
| gerçek | kurgu | gerçek / kurgu | reality / fiction | A lexical opposition explicitly coordinated in the fixed phrase *gerçek ile kurgu* (reality and fiction) and *gerçek ile kurgu arasındaki sınır* (the boundary between reality and fiction); *gerçek* names what actually exists or occurred, while *kurgu* (from *kur-*, to construct) names what is invented or constructed. | lexical | [CORE] |
| gerçek | sanal | gerçek / sanal | real / virtual | The compound *sanal gerçeklik* (virtual reality) places *sanal* (virtual, from Arabic *ṣanʿa*, craft/artifice) in explicit contrast with *gerçek* (real); the compound names a technologically mediated simulation of reality, where *sanal* marks the departure from unmediated reality. The opposition is implicit in the compound rather than expressed as a coordinate pair. | lexical | [CORE] |
| gerçeğe uygun | gerçeğe aykırı | gerçeğe uygun / gerçeğe aykırı | in conformity with reality, factually accurate / contrary to fact, contrary to reality | A constructional pair sharing the same dative-marked head (*gerçeğe*, to/with reality) but with contrasting postpositional modifiers; *uygun* (conforming to) and *aykırı* (contrary to, at odds with) produce opposite evaluations of a statement's relationship to reality. The data explicitly identifies *gerçeğe uygun beyan* as "the positive counterpart of *gerçeğe aykırı*." The two constructions are explicitly documented as a contrasting pair in legal registers. | constructional | [CORE] |
| gerçeğe uygun beyan | gerçeğe aykırı beyan | gerçeğe uygun beyan / gerçeğe aykırı beyan | statement conforming to fact / statement contrary to fact | A constructional opposition in legal registers formed by substituting *uygun* (conforming to) and *aykırı* (contrary to) in the same postpositional frame *gerçeğe ___ beyan*; the two constructions are explicitly documented as a contrasting pair. The opposition is entirely constructional: the same frame with two antonymous postpositions produces the legal contrast between truthful and false declarations. | constructional | [CORE] |
| gerçekçi | gerçek dışı / gerçekçi olmayan | gerçekçi / gerçek dışı; gerçekçi olmayan | realist, realistic / unreal, fictitious; unrealistic | *Gerçekçi* (realistic, realist) is contrasted with *gerçek dışı* and the periphrastic *gerçekçi olmayan* (unrealistic); *gerçekçi olmayan* is an additional attested form in the peripheral extensions of the *gerçek-* root. | lexical and constructional | [CORE] |
| gerçekçi | hayalci | gerçekçi / hayalci | realistic, realist / idealistic, dreamer | *Gerçekçi* (from *gerçek* + *-çi*) contrasts with *hayalci* (from *hayal*, dream/illusion + *-ci*) in evaluative contexts concerning whether an approach or attitude is grounded in reality or in idealization. *Hayalci* is cited as the term used to express the concept "unrealistic" where a privative derivative of *gerçekçi* is unavailable. | lexical | [CORE] |
| gerçek anlamda | gerçek dışı | gerçek anlamda / gerçek dışı | in the true sense of the word / unreal, outside the bounds of reality | Both are postpositional constructions built on *gerçek*. *Gerçek anlamda* specifies that something is being evaluated in its full, genuine sense; *gerçek dışı* characterizes something as lying outside the domain of reality altogether. They represent contrasting orientations relative to the domain of the real: fully within it versus entirely outside it. | constructional | [CORE] |
| gerçeklikten kopuk | gerçekle yüzleşmek | gerçeklikten kopuk / gerçekle yüzleşmek | detached from reality / to confront the truth, to face reality | Both are constructions built on *gerçek-*. They represent contrasting stances toward reality: *gerçeklikten kopuk* (severed from reality, ablative construction) describes a state of disconnection, while *gerçekle yüzleşmek* (comitative construction with *yüzleşmek*) describes the act of direct confrontation with reality. The contrast is between avoidance/disconnection and engagement/acknowledgment. | constructional | [CORE] |
| gerçek kişi | tüzel kişi | gerçek kişi / tüzel kişi | natural person / legal entity | The data documents *gerçek kişi* as "a legal term distinguishing a natural human person from a legal entity (*tüzel kişi*)" and notes the standard collocation *gerçek kişi ve tüzel kişi*. This is a legal classificatory opposition rather than a truth-evaluation opposition; it is included because it is explicitly documented in the data as a contrast involving a P1 item. | lexical | [CORE] as a legal distinction; peripheral to the truth-evaluation domain |
| gerçek üstü / gerçeküstücülük | gerçek / gerçekçilik | gerçek üstü / gerçeküstücülük / gerçek / gerçekçilik | surreal, beyond reality / surrealism / real / realism | The data documents *gerçek üstü* (surreal, beyond reality) and *gerçeküstücülük* (surrealism) as defined by their relationship to and departure from *gerçek* (real) and *gerçekçilik* (realism); the opposition is between artistic/philosophical positions defined by their stance toward ordinary reality. | lexical | [CORE] as terms; peripheral to the truth-evaluation domain |
| sanal gerçeklik | gerçek (unmodified) | sanal gerçeklik / gerçek | virtual reality / reality (unmodified) | The data documents *sanal gerçeklik* (virtual reality) as a technical term in which *sanal* (virtual) modifies *gerçeklik* (reality), implicitly contrasting simulated perceptual reality with unmodified reality. The opposition is between a technologically mediated simulation and actual reality. | constructional | [CORE] as terms; peripheral to the truth-evaluation domain |
| sanal gerçeklik | artırılmış gerçeklik | sanal gerçeklik / artırılmış gerçeklik | virtual reality / augmented reality | Both compounds use *gerçeklik* (reality) as their head noun but differ in the modifier: *sanal* (virtual, simulated) versus *artırılmış* (augmented, enhanced); the opposition is between a fully simulated reality and a reality that is supplemented by digital overlay. This is a constructional contrast within a technical domain rather than a truth-domain opposition, but it is supported by the data. | constructional | [CORE] |
| haklı | haksız | haklı / haksız | right, justified, in the right / unjust, wrongful, unfair, unrightful, in the wrong | The central antonym pair in the justification and rightfulness domain; *haklı* affirms that a person's position or claim is justified, while *haksız* denotes violation of standards of justice or rightful entitlement. A morphological opposition formed by the adjectival suffix *-lı* (having) versus the privative suffix *-sız* (without) on the base *hak*. The data documents the formulaic interrogative *kim haklı, kim haksız?* and notes that both terms carry epistemic and moral senses. | morphological | [CORE] |
| haklılık | haksızlık | haklılık / haksızlık | justifiedness, rightfulness, being in the right / injustice, wrongfulness, unfairness | The nominalized property forms of the *haklı*/*haksız* pair; *haklılık* names the quality of being justified or in the right, while *haksızlık* names the quality or act of being unjust or wrongful. Abstract noun forms derived from *haklı* and *haksız* respectively by the *-lık* suffix; the opposition is fully parallel at the morphological level. | morphological | [CORE] |
| haklı çıkmak | yalancı çıkmak | haklı çıkmak / yalancı çıkmak | to be proven right, to turn out to be justified / to be proven a liar, to turn out to have lied | A constructional pair sharing the same resultative verb *çıkmak* (to come out, to emerge) but with contrasting predicative complements; the construction describes the outcome of an epistemic or moral evaluation, with *haklı çıkmak* encoding vindication and *yalancı çıkmak* encoding exposure as a liar. Both are documented as [CORE] collocations. | constructional | [CORE] |
| haklı çıkmak | haksız çıkmak | haklı çıkmak / haksız çıkmak | to be proven right, to be vindicated / to turn out to be unjustified, to be proven wrong | A constructional opposition formed by substituting *haklı* and *haksız* in the same light-verb construction with *çıkmak* (to come out, to emerge); *haklı çıkmak* is explicitly documented as a fixed collocation for vindication. *Haksız çıkmak* is the parallel negative construction. Both evaluate the retrospective outcome of a person's claim or position. | constructional | [CORE] |
| hakkını vermek | hakkını yemek | hakkını vermek / hakkını yemek | to give something its due, to do justice to something / to deprive someone of their due, to take what is not one's due | Both are instances of the Rights-Deprivation/Fulfillment Construction documented in the data. They use the same possessed-accusative frame *hakkını* with contrasting verbs (*vermek* — to give; *yemek* — to eat/take wrongfully) and represent the two contrasting outcomes of entitlement: fulfillment versus deprivation. The opposition is constructional and idiomatic rather than morphological. | constructional | [CORE] |
| hakkını teslim etmek | hak yemek | hakkını teslim etmek / hak yemek | to give someone what they are rightfully owed / to take what is not one's due, to deprive someone of their rights | Two idiomatic constructions built on *hak* that express opposite actions with respect to rightful entitlement; *hakkını teslim etmek* (to deliver what is owed) and *hak yemek* (to consume/take what is not owed). The opposition is constructional and idiomatic rather than morphological. | constructional | [CORE] |
| geçerli | geçersiz | geçerli / geçersiz | valid, legitimate, applicable, in effect / invalid, void, null, not applicable | The central antonym pair in the procedural validity domain; *geçerli* indicates that something meets required conditions for legal or institutional acceptance, while *geçersiz* indicates failure to meet those conditions. A morphological opposition formed by the adjectival suffix *-li* (having currency/acceptance) versus the privative suffix *-siz* (without currency/acceptance) on the stem *geçer-*. The data identifies these as the "central antonym pair" and documents parallel collocations (*geçerli sayılmak* / *geçersiz sayılmak*; *geçerli sözleşme* / *geçersiz sözleşme*). | morphological | [CORE] |
| geçerlilik | geçersizlik | geçerlilik / geçersizlik | validity, applicability, being in force / invalidity, nullity, voidness | The nominalized property forms of the *geçerli*/*geçersiz* pair; both are documented as [CORE] terms in legal and administrative contexts to name the contrasting conditions of being valid versus being void. | morphological | [CORE] |
| geçerli sayılmak | geçersiz sayılmak | geçerli sayılmak / geçersiz sayılmak | to be considered valid / to be considered invalid, to be declared void | A constructional pair sharing the same passive verb *sayılmak* (to be counted, to be considered) but with contrasting adjectival complements; the construction describes institutional recognition or rejection of validity. Both are documented as [CORE] constructions in electoral, legal, and administrative discourse. | constructional | [CORE] |
| meşru | gayri meşru | meşru / gayri meşru | legitimate, lawful, rightful / illegitimate, unlawful, illicit | *Gayri meşru* is formed by prefixing the Arabic element *gayri* / *ġayr* (non-, un-, other than) to *meşru*; the data documents this as the antonym of *meşru* in legal, political, and moral contexts, noting it is "more formal and archaic than *meşru olmayan*." The Turkish privative suffix *-sız* is not used to negate *meşru* in standard usage; the Arabic-pattern negation dominates. | morphological | [CORE] |
| meşru | haksız | meşru / haksız | legitimate, lawful, rightful / unjust, wrongful, unfair | Not a primary antonym pair in the data but an implicit opposition documented through shared collocational environments; both terms evaluate actions against normative standards, with *meşru* affirming conformity to law or right and *haksız* denying conformity to justice or entitlement. The data documents *haksız kazanç* (unjust enrichment) and *meşru yollarla elde etmek* (to obtain through legitimate means) as contrasting collocational patterns. | lexical | [UNCERTAIN] |
| meşruiyet | meşruiyet krizi | meşruiyet / meşruiyet krizi | legitimacy / legitimacy crisis | Not a binary lexical opposition but a constructional contrast; *meşruiyet* names the condition of being legitimate, while *meşruiyet krizi* names the condition of that legitimacy being challenged or absent. The opposition is between the presence and the breakdown of the property, expressed constructionally rather than through a single antonym. | constructional | [CORE] |
| meşrulaşmak | meşruiyet zemini kaybetmek | meşrulaşmak / meşruiyet zemini kaybetmek | to become legitimate / (to lose the ground of legitimacy) | (Entry as given in source; description truncated in source output.) | constructional | (not specified in source) |
