| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| doğru | Doğrudan doğruya ona söyledim. | doğrudan doğruya | directly, straight, without any intermediary, point-blank | Emphatic reduplicated adverbial phrase formed from the ablative *doğrudan* and the dative *doğruya*. More emphatic than *doğrudan* alone; stresses the complete absence of mediation or indirection. Used across registers. | [CORE] |
| doğru | Doğru dürüst bir iş yapamıyor. | doğru dürüst | properly, decently, adequately; (of a person) decent and honest | Fixed binomial pairing *doğru* (correct, proper) with *dürüst* (upright, honest — from Persian *durust*). Used as an adverbial or adjectival phrase to indicate that something is done in a fully proper manner or that a person is genuinely decent. Very common in colloquial speech. The negated form *doğru dürüst çalışmamak* (to not work properly) is more common than the positive. | [CORE] |
| doğru | Doğru düzgün konuşamıyor. | doğru düzgün | properly, in an orderly and correct manner | Colloquial binomial pairing *doğru* (correct) with *düzgün* (orderly, neat). Used to indicate that something is done in a fully adequate and proper manner. Interchangeable with *doğru dürüst* in many contexts but slightly more focused on orderliness. | [CORE] |
| doğru | Doğru yoldan çıkmak tehlikelidir. | doğru yol | the right path, the correct way, the straight and narrow | Fixed nominal phrase used in moral, religious, and practical contexts to refer to the correct course of action or life. Participates in further constructions: *doğru yoldan çıkmak* ("to stray from the right path"), *doğru yolda olmak* ("to be on the right track"). The construction *doğru yoldan sapmak* (to deviate from the right path) is also attested in moral and religious discourse; *sapmak* (to deviate) is the standard verbal complement. | [CORE] |
| doğru | doğru yolu bulmak | doğru yolu bulmak | to find the right path, to find the correct way | The positive counterpart to *doğru yoldan sapmak*; used in moral, religious, and practical contexts to describe finding the correct course of action or belief. Common in everyday and literary registers. | [CORE] |
| doğru | O doğruya doğru, eğriye eğri der. | doğruya doğru, eğriye eğri demek | to call a spade a spade, to call things as they are | Proverbial expression prescribing or praising honest, unvarnished evaluation. The structure pairs *doğru* (straight/right) with its antonym *eğri* (crooked/wrong), asserting that each should be named as it is. Used to commend or demand honest speech. | [CORE] |
| doğru | Bu iddiada bir doğruluk payı var. | doğruluk payı olmak / doğruluk payı var | there is a grain of truth (in something) | Existential construction using *doğruluk payı* (grain/share of truth) with *var* (there is) or *olmak* (to be). Used in evaluative discourse to acknowledge partial truth in a claim that is not entirely accurate. Common in journalistic and critical language. The full form is typically *Bu iddiada bir doğruluk payı var* (there is a grain of truth in this claim). | [CORE] |
| doğru | Doğru orantılı iki değişken. | doğru orantılı | directly proportional | Fixed adjectival phrase used in mathematical and scientific registers to describe two quantities that increase or decrease together. *Hız ve mesafe doğru orantılıdır* ("Speed and distance are directly proportional"). Domain-specific; not used outside technical contexts. | [CORE] |
| doğru | Doğru açı doksan derecedir. | doğru açı | right angle | Fixed nominal phrase used in geometry and mathematics education for a 90-degree angle. Domain-specific; the word *doğru* here contributes the geometric sense "right" rather than the epistemic sense "correct/true." | [CORE] |
| doğru | doğru bilgiye ulaşmak | doğru bilgiye ulaşmak | to access correct information, to reach accurate knowledge | Used in journalistic, educational, and philosophical contexts to describe the goal of obtaining accurate information. *Doğru bilgi* (correct information/true knowledge) is a stable nominal compound; *ulaşmak* (to reach) is the standard verbal complement in this construction. | [CORE] |
| doğru | doğruluk beyanı | doğruluk beyanı | declaration of accuracy, declaration of truthfulness | A fixed nominal phrase used in administrative and legal contexts for a formal statement attesting to the accuracy of information provided. *Beyan* (declaration, from Arabic *bayān*) is the standard noun in this administrative collocation. | [CORE] |
| doğru | doğrulama kodu | doğrulama kodu | verification code, authentication code | A fixed nominal phrase in digital security and administrative contexts for a code used to verify identity or confirm a transaction. *Doğrulama* (verification) + *kod* (code, from French/English) is a standard technical compound. | [CORE] |
| doğru | kimlik doğrulama | kimlik doğrulama | identity verification, authentication | A fixed nominal compound used in digital security, administrative, and legal contexts. *Kimlik* (identity) + *doğrulama* (verification) is the standard Turkish term for authentication procedures. | [CORE] |
| doğru | doğruluk tablosu oluşturmak | doğruluk tablosu oluşturmak | to construct a truth table | A standard collocation in formal logic and digital circuit design. *Doğruluk tablosu* (truth table) is a fixed technical compound; *oluşturmak* (to construct, to form) is the standard verbal complement. | [CORE] |
| doğru | doğruluk değeri atamak | doğruluk değeri atamak | to assign a truth value | A technical collocation in formal logic and philosophy of language. *Doğruluk değeri* (truth value) is a fixed compound; *atamak* (to assign) is the standard verbal complement in logical and computational contexts. | [CORE] |
| doğru | bu karar doğrultusunda hareket etmek | bu karar doğrultusunda hareket etmek | to act in accordance with this decision, to act in line with this decision | A standard formal and administrative construction using *doğrultusunda* (in the direction/line of) as a postpositional phrase. The construction is productive: any noun can replace *karar* (decision). | [CORE] |
| doğru | doğruya en yakın açıklama | doğruya en yakın açıklama | the explanation closest to the truth | Used in evaluative and epistemic contexts to describe the best available approximation when certainty is not achievable. The superlative construction *en yakın* (closest) with the dative *doğruya* is productive and not fixed to a single noun. | [CORE] |
| doğru | doğruluk testi uygulamak | doğruluk testi uygulamak | to apply a truth test, to fact-check | Used in journalistic fact-checking and scientific contexts. *Doğruluk testi* (truth/accuracy test) is a fixed compound; *uygulamak* (to apply) is the standard verbal complement. | [CORE] |
| doğru | doğru parçası | doğru parçası | line segment | A fixed mathematical term in which *doğru* functions in its geometric sense (straight line) rather than its epistemic sense. *Parça* (piece, segment) + possessive suffix. Used in geometry education and technical contexts. | [CORE] |
| doğru | Doğru orantılı iki değişken. | doğruluk adına | in the name of truth, for the sake of truthfulness | Postpositional construction using *adına* (in the name of, for the sake of) with *doğruluk*. Used in formal and rhetorical registers to invoke truthfulness as a justification for a statement. Less common than *gerçek adına* but attested. | [CORE] |
| yanlış | Yanlış anlaşılmasın. | Yanlış anlaşılmasın. | Don't get me wrong. / Let there be no misunderstanding. | A fixed formulaic construction using the negative optative of *yanlış anlaşılmak* (to be misunderstood). Used as a preemptive disclaimer before a potentially sensitive statement. Extremely common in spoken and written Turkish. *Yanlış anlaşılmak istemiyorum* (I don't want to be misunderstood) is a parallel form. | [CORE] |
| yanlış | yanlış anlamak | yanlış anlamak | to misunderstand, to understand incorrectly | A highly frequent collocation in everyday speech for the act of misunderstanding. *Yanlış anladım* (I misunderstood). *Yanlış* functions as an adverbial modifier of *anlamak* (to understand). | [CORE] |
| yanlış | Yanlış bir izlenim vermek | Yanlış bir izlenim vermek | To give a false impression / To create a misleading impression | A periphrastic construction describing the act of creating an inaccurate impression in another person's mind. *İzlenim vermek* (to give an impression) is the operative phrase. Used in legal, journalistic, and everyday evaluative contexts. | [CORE] |
| yanlış | yanlış bilgi | yanlış bilgi | incorrect information, misinformation | A standard nominal phrase used in journalistic, educational, and everyday contexts to describe information that is not accurate. *Yanlış bilgi yaymak* (to spread misinformation). Common across registers. | [CORE] |
| yanlış | Yanlış bilgi vermek. | yanlış bilgi vermek | to give incorrect information, to misinform | Adverbial-nominal construction in which *yanlış* modifies *bilgi* (information) and the whole phrase functions as the object of *vermek* (to give). Used in journalistic, legal, and administrative contexts to describe the provision of incorrect information. | [CORE] |
| yanlış | Yanlışta ısrar etmek | Yanlışta ısrar etmek | To persist in error / To insist on being wrong | A construction describing the refusal to correct an acknowledged error. *Israr etmek* (to insist, to persist) combined with *yanlışta* (in the wrong/error) creates a morally charged expression. Used in moral and argumentative discourse. | [CORE] |
| yanlış | Yanlışı kabul etmek | Yanlışı kabul etmek | To admit one's mistake / To acknowledge the error | A standard construction for the act of acknowledging that one was wrong. *Kabul etmek* (to accept, to acknowledge) is the operative verb. Used in moral, interpersonal, and legal contexts. | [CORE] |
| yanlış | yanlış yapmak | yanlış yapmak | to make a mistake, to do something wrong | A standard collocation in everyday speech for committing an error or doing something incorrectly. *Yanlış yaptım* (I made a mistake / I did something wrong). Extremely common. | [CORE] |
| yanlış | Yanlış yerde olmak | Yanlış yerde olmak | To be in the wrong place / To be in the wrong | Used both literally (being in the wrong physical location) and figuratively (being on the wrong side of an issue or situation). The figurative use is common in everyday and journalistic speech. *Yanlış yerde, yanlış zamanda* (in the wrong place, at the wrong time) is a common extension. | [CORE] |
| yanlış | yanlış gitmek | yanlış gitmek | to go wrong, to go awry | A collocation used in everyday speech to describe a situation or plan that develops incorrectly or unfavorably. *Her şey yanlış gitti* (everything went wrong). Common in spoken Turkish. Used in both literal (taking a wrong road) and figurative (a plan going wrong) contexts. | [CORE] |
| yanlış | yanlış hatırlamak | yanlış hatırlamak | to misremember, to remember incorrectly | A collocation used in everyday speech to describe an error in memory or recollection. *Yanlış hatırlıyor olabilirim* (I may be misremembering). Common in spoken and written Turkish. | [CORE] |
| yanlış | yanlış hesap yapmak | yanlış hesap yapmak | to miscalculate, to make a wrong calculation | Used in everyday and financial contexts to describe an error in calculation or planning. *Yanlış hesap Bağdat'tan döner* is a proverb meaning "a wrong calculation comes back from Baghdad" (i.e., miscalculations have consequences); the collocation itself is also used literally. | [CORE] |
| yanlış | Yanlış hesap Bağdat'tan döner. | Yanlış hesap Bağdat'tan döner. | A wrong calculation comes back from Baghdad. (Proverb: miscalculations have consequences; you can't escape the results of your errors.) | A well-known Turkish proverb warning that errors in planning or judgment will eventually catch up with one. Used in everyday and proverbial discourse to caution against overconfidence or poor planning. The reference to Baghdad reflects historical Ottoman trade routes. | [CORE] |
| yanlış | yanlışlama ilkesi | yanlışlama ilkesi | the principle of falsification, the falsifiability criterion | A fixed technical phrase in philosophy of science, used in Turkish discussions of Popperian falsificationism. *Yanlışlama* (falsification) + *ilke* (principle) + possessive suffix. | [CORE] |
| yanlış | yanlış kapıyı çalmak | yanlış kapıyı çalmak | to knock on the wrong door (i.e., to approach the wrong person or institution for help) | An idiomatic expression used in everyday speech to indicate that someone has sought help or information from an inappropriate source. *Yanlış kapıyı çaldınız* (you've knocked on the wrong door). | [CORE] |
| yanlış | yanlış anlaşılma payı | yanlış anlaşılma payı | margin for misunderstanding, room for misinterpretation | A nominal construction used in formal and journalistic contexts to acknowledge the possibility of misinterpretation in a statement or text. | [CORE] |
