| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 16 | doğru olmak | doğru olmak | [CORE] | Past tense of *olmak* with temporal or resultative context produces inchoative reading; subject typically a claim, prediction, or statement |
| 17 | gerçek olmak | gerçek olmak | [CORE] | Inchoative reading less common than stative reading for *gerçek olmak* |
| 18 | doğrulanmak | doğrulanmak | [CORE] | Encodes change in epistemic status of a claim from unverified to verified; common in journalistic and legal registers; temporal adverbial *sonunda* frequently co-occurs |
| 19 | teyit edilmek | teyit edilmek | [CORE] | More specifically journalistic and informational in register than *doğrulanmak*; subject typically a piece of news, a claim, or information |
| 20 | haklı çıkmak | haklı çıkmak | [CORE] | Temporal adverb *sonunda* is a natural collocate; encodes retrospective confirmation that a person's claim or judgment was warranted; distinct from stative *haklı olmak* in foregrounding the process of vindication |
| 21 | yalan çıkmak | yalan çıkmak | [CORE] | Encodes retrospective discovery that something previously accepted or uncertain was in fact false; contrasts directly with *doğru çıkmak* |
| 22 | haksız çıkmak | haksız çıkmak | [CORE] | Negative counterpart to *haklı çıkmak*; temporal frame *tartışmanın sonunda* is a characteristic co-occurrence |
| 23 | sahte çıkmak | sahte çıkmak | [CORE] | Encodes retrospective discovery that something presented as genuine is in fact fabricated; common in journalistic and legal contexts; subject typically an object, document, or identity |
| 24 | asılsız çıkmak | asılsız çıkmak | [CORE] | Parallel to *sahte çıkmak*; typical subjects are claims, accusations, and rumors |
| 25 | geçerliliğini yitirmek / geçerliliğini kaybetmek | geçerliliğini yitirmek / geçerliliğini kaybetmek | [CORE] | *Yitirmek* is slightly more formal than *kaybetmek*; subject typically a document, contract, decision, or rule |
| 26 | geçerliliği sona ermek | geçerliliği sona ermek | [CORE] | Subject of *sona ermek* is the validity itself rather than the document, distinguishing this syntactically from *geçerliliğini yitirmek* |
| 27 | meşruiyetini yitirmek / meşruiyetini kaybetmek | meşruiyetini yitirmek / meşruiyetini kaybetmek | [CORE] | Common in political and journalistic discourse; contrasts with *meşrulaşmak* and *meşrulaştırmak* |
| 28 | meşruiyet zemini kaybetmek | meşruiyet zemini kaybetmek | [CORE] | Subject typically a government, authority, or movement; negative dynamic counterpart of *meşruiyet zemini oluşturmak* |
| 29 | güvenilirliğini yitirmek / güvenilirliğini kaybetmek | güvenilirliğini yitirmek / güvenilirliğini kaybetmek | [CORE] | Parallel to *geçerliliğini yitirmek*; *yitirmek* and *kaybetmek* both used in this construction |
| 30 | güven kaybetmek / güven yitirmek | güven kaybetmek / güven yitirmek | [CORE] | Natural expression for the process that produces a crisis of trust |
| 31 | doğruluğunu yitirmek / doğruluğunu kaybetmek | doğruluğunu yitirmek / doğruluğunu kaybetmek | [CORE] | Compositionally available via the same pattern as *geçerliliğini yitirmek*; no common fixed expression is attested; the construction is compositionally available |
| 32 | doğruluktan sapmak | doğruluktan sapmak | [CORE] | Ablative marks the point of departure; *sapmak* expresses transition away from a truth-related state |
| 33 | doğru yoldan sapmak | doğru yoldan sapmak | [CORE] | Ablative *doğru yoldan* marks the state being departed from; *sapmak* encodes the transition away from it |
| 34 | gerçeği çarpıtmak | gerçeği çarpıtmak | [CORE] | *Çarpıtmak* encodes misrepresentation of what is real; the truth itself is not changed but its representation is |
| 35 | gerçeği gizlemek | gerçeği gizlemek | [CORE] | *Gizlemek* encodes suppression of truth rather than a change in its ontological status |
