# CLCA Protocol v3.4 — F4 Construction Table
# Language: Hebrew (he)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| DOMAIN-SPECIFIC COMPOUNDS | צדק חברתי | tsedek ḥevrati | justice social → social justice | Very common political/social term. This specific collocation is fixed and frequent. Pattern productive for other domain specifications. | [CORE] |
| CONSTRUCT STATE COMPOUNDS | אמת מידה | amat mida | truth-of measure → criterion, standard | Fixed lexicalized compound. Very common in evaluative contexts. First noun takes construct form (אמת → אמת, no change here). | [CORE] |
| CONSTRUCT STATE COMPOUNDS | עד שקר | ed sheker | witness-of falsehood → false witness | Fixed legal term, very common in legal and biblical contexts. Construct state creates tight compound. Formal register. | [CORE] |
| DISCOURSE MARKERS AND TAG QUESTIONS | נכון? | nakhon? | correct? → right?, isn't it? | Extremely frequent tag question in spoken Hebrew. Used to seek confirmation or agreement. Colloquial register, very high frequency. | [CORE] |
| DISCOURSE MARKERS AND TAG QUESTIONS | האמת היא ש... | ha'emet hi she... | the truth is that... | Common discourse frame for introducing honest/frank statements. Used across registers. Functions to mark speaker stance. | [CORE] |
| NEGATION OF POSSIBILITY/ABILITY | אי אפשר להאמין | i efshar leha'amin | impossible to believe → unbelievable | Very common modal construction. Used to express incredulity or impossibility. Frequent in both spoken and written Hebrew. | [CORE] |
| NEGATION OF POSSIBILITY/ABILITY | קשה להאמין | kashe leha'amin | difficult to believe → hard to believe | Common epistemic construction. Slightly weaker than אי אפשר. Used frequently in narrative and evaluative contexts. | [CORE] |
| EXISTENTIAL CONSTRUCTIONS | יש בזה אמת | yesh baze emet | there-is in-this truth → there's truth in this | Common concessive construction. Used to acknowledge partial truth in claims. Frequent in argumentative discourse. | [CORE] |
| EXISTENTIAL CONSTRUCTIONS | אין זה שקר | eyn ze sheker | there-is-not this lie → this is not a lie | Common denial pattern. אין functions as existential negator. Used across registers for emphatic negation. | [CORE] |
| BINYAN-BASED VOICE ALTERNATIONS | לזייף → מזויף | lezayef → mezuyaf | to forge → forged/fake | Productive morphological pattern (pi'el → pu'al). Passive participle functions as adjective. Common in commercial and legal contexts. | [CORE] |
| BINYAN-BASED VOICE ALTERNATIONS | להצדיק → מוצדק | lehatsдik → mutsдak | to justify → justified | Productive pattern (hif'il → huf'al). Very common in argumentative and evaluative discourse. Participle fully adjectival. | [CORE] |
| COORDINATE COMPOUNDS | אמת או שקר | emet o sheker | truth or falsehood | Common binary opposition. Used in philosophical, legal, and everyday contexts. או marks exclusive or inclusive disjunction. | [CORE] |
| COORDINATE COMPOUNDS | צדק וחסד | tsedek vaḥesed | justice and mercy | Fixed collocation in religious/ethical discourse. Common in biblical and liturgical contexts. ו- "and" creates value pairing. | [CORE] |
| EMPHATIC REDUPLICATION | אמת לאמיתה | emet la'amita | truth to-its-truth → absolute truth | Limited productivity; mainly with אמת. Colloquial and emphatic. Less common than other intensification strategies. Somewhat idiomatic. | [MARGINAL] |
| METAPHORICAL EXTENSIONS | האמת תצא לאור | ha'emet tetse la'or | the truth will-exit to-light → the truth will come to light | Common metaphorical construction. Truth conceptualized as hidden object that emerges. Frequent in narrative and investigative contexts. | [CORE] |
| METAPHORICAL EXTENSIONS | להסתיר את האמת | lehasתir et ha'emet | to hide the truth | Very common metaphorical construction. Truth as concealable object. Used across all registers. Productive with various verbs of concealment/revelation. | [CORE] |
