# CLCA Protocol v3.2 — F1 Vocabulary Table
# Language: Hebrew (he)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| אמת נצחית | emet nitsḥit | truth + eternal | eternal truth, timeless truth | Philosophical and religious term for truths that are unchanging and universal. Used in discussions of fundamental principles. | [CORE] |
| אמת סובייקטיבית | emet subiyektivit | truth + subjective | subjective truth | Philosophical term for truth relative to individual perspective or experience. Used in epistemological and psychological discussions. | [CORE] |
| להעיד עדות אמת | leha'id edut emet | to-testify + testimony-of + truth | to give true testimony, to testify truthfully | Legal expression for providing truthful testimony in court or formal proceedings. Part of oath formulas. | [CORE] |
| אמת המידה היחידה | amat hamida hayeḥida | measuring-rod-of + the-measure + the-only | the only criterion, the sole standard | Expression emphasizing that something is the exclusive or primary standard for evaluation. Used in arguments and assessments. | [CORE] |
| נאמן לעצמו | ne'eman le'atsmo | faithful + to-himself | true to oneself, authentic | Expression describing someone who acts according to their genuine nature or principles. Used in discussions of authenticity and integrity. | [CORE] |
| נאמן לדבריו | ne'eman lidvarav | faithful + to-his-words | true to one's word, keeps promises | Describes someone who fulfills their commitments and promises. Used in character assessment and ethical evaluation. | [CORE] |
| אמונה תמימה | emuna temima | faith + innocent/simple/complete | simple faith, naive trust | Describes uncomplicated, unquestioning faith or trust. Can be used positively (pure faith) or negatively (gullibility). | [CORE] |
| אמונה עיוורת | emuna iveret | faith + blind | blind faith | Pejorative term for faith or trust without evidence or critical examination. Used in critiques of uncritical acceptance. | [CORE] |
| בוחן אמת | boḥen emet | tester-of + truth | truth test, litmus test | Expression for a test or criterion that reveals truth. Used in evaluative contexts to identify decisive tests. | [CORE] |
| אמת ושלום | emet veshalom | truth + and-peace | truth and peace | Traditional Jewish pairing of values, sometimes used to discuss tension between truthfulness and social harmony. Appears in ethical discourse. | [MARGINAL] |
| להאמין או לא להאמין | leha'amin o lo leha'amin | to-believe + or + not + to-believe | believe it or not | Common expression introducing surprising or remarkable information. Used as a discourse marker in storytelling. | [CORE] |
| צדק | tsedek | ts-d-q (noun form) | justice, righteousness, rightness | Central term in moral, legal, and philosophical discourse. Denotes both moral righteousness and procedural justice. Used in discussions of ethics, law, and social justice. | [CORE] |
| צדיק | tsadik | ts-d-q + agent noun pattern | righteous person, just person | Describes someone who is morally upright and just. In religious contexts, refers to especially righteous individuals. Used in moral evaluation of character. | [CORE] |
| צדקה | tsedaka | ts-d-q + feminine noun pattern | charity, righteousness, justice | Primarily means charitable giving in modern Hebrew, but retains connotations of justice and righteousness. Central to Jewish ethical practice. | [CORE] |
| להצדיק | lehatsдik | causative verb form of ts-d-q | to justify, to vindicate, to declare right | Verb meaning to provide justification for actions or claims, or to declare someone right. Used in legal, moral, and argumentative contexts. | [CORE] |
| הצדקה | hatsдaka | causative noun form of ts-d-q | justification, vindication | Abstract noun for the act or process of justifying. Used in philosophical, legal, and everyday contexts when explaining or defending actions or beliefs. | [CORE] |
| צודק בטענתו | tsodek beta'anato | right/correct + in-his-claim | right in one's claim, correct in one's argument | Expression used to acknowledge that someone's argument or position is correct. Common in debates and discussions. | [CORE] |
| צדקת הדין | tsidkat hadin | righteousness-of + the-judgment | acceptance of divine judgment, acknowledgment of justice | Religious expression accepting that a judgment (especially divine) is just, even if painful. Used in contexts of loss or hardship. | [MARGINAL] |
| צדק חברתי | tsedek ḥevrati | justice + social | social justice | Modern political and ethical term for fair distribution of resources and opportunities in society. Central to progressive political discourse. | [CORE] |
| צדק מוחלט | tsedek muḥlat | justice + absolute | absolute justice | Philosophical and ethical term for perfect or unconditional justice. Used in discussions of ideal justice versus practical implementation. | [CORE] |
| בצדק | betsedek | in/with + justice/rightness | justly, rightly, correctly | Adverbial expression indicating that something is done justly or that a statement is correct. Used to affirm correctness or fairness. | [CORE] |
| מצדיק את המטרה | matsдik et hamatara | justifies + the + goal/purpose | justifies the end (as in "the end justifies the means") | Expression used in ethical debates about whether outcomes can justify questionable methods. Often appears in moral arguments. | [CORE] |
| צדק משפטי | tsedek mishpati | justice + legal/judicial | legal justice, judicial fairness | Term for justice as administered through legal systems. Used in discussions of law, courts, and legal procedures. | [CORE] |
| אין זה מוצדק | eyn ze mutsдak | there-is-not + this + justified | this is not justified, this is unwarranted | Expression used to reject the legitimacy or justification of an action or claim. Common in critical discourse. | [CORE] |
| הצדקה עצמית | hatsдaka atsmit | justification + self | self-justification | Psychological and ethical term for the act of justifying one's own actions, often with negative connotations of rationalization. | [CORE] |
| צדק פלילי | tsedek plili | justice + criminal | criminal justice | Legal term for the system dealing with crime and punishment. Used in discussions of law enforcement and criminal law. | [CORE] |
| צדק אלוהי | tsedek elohi | justice + divine | divine justice | Religious and philosophical term for God's justice or perfect justice. Used in theological discussions. | [MARGINAL] |
| בית משפט לצדק | beyt mishpat letsedek | house-of + judgment + for-justice | court of justice | Formal term for a court of law. Used in legal contexts and official designations. | [CORE] |
| צדק טבעי | tsedek tiv'i | justice + natural | natural justice | Legal and philosophical term for inherent fairness or justice based on natural law rather than positive law. | [CORE] |
| לעשות צדק | la'asot tsedek | to-do + justice | to do justice, to be fair | Expression for acting justly or fairly. Used in moral exhortations and descriptions of just conduct. | [CORE] |
| צדק וחסד | tsedek vaḥesed | justice + and-kindness | justice and mercy | Traditional pairing of values in Jewish ethics, representing the balance between strict justice and compassion. | [MARGINAL] |
| לשקר | leshaker | infinitive form of sh-q-r | to lie, to deceive | Standard verb for lying or telling falsehoods. Used across all registers from casual to formal discourse. | [CORE] |
| שקרן | shakran | sh-q-r + agent noun suffix -an | liar, habitual liar | Noun describing someone who lies habitually. Used as a character judgment, often with strong negative connotation. | [CORE] |
| שקרנות | shakranut | shakran + abstract noun suffix -ut | lying, mendacity, dishonesty | Abstract noun for the quality or practice of lying. Used in moral and psychological discussions of dishonesty. | [CORE] |
| שקרי | shikri | sh-q-r + adjectival suffix -i | false, lying, deceptive | Adjective describing something as false or deceptive. Used to modify nouns indicating falsity. | [CORE] |
| שקר לבן | sheker lavan | lie + white | white lie | Expression for a minor or harmless lie, often told to avoid hurting feelings. Used in discussions of social ethics and honesty. | [CORE] |
| שקר גמור | sheker gamur | lie + complete/utter | complete lie, utter falsehood | Emphatic expression for something that is entirely false. Used to strongly reject claims or statements. | [CORE] |
| שקר וכזב | sheker vakhazav | falsehood + and-lie | lies and falsehood (emphatic pairing) | Emphatic expression combining two words for falsehood. Used in formal or elevated discourse to condemn dishonesty. | [CORE] |
| דובר שקרים | dover shkarim | speaker-of + lies (plural) | liar, one who speaks lies | Formal or biblical expression for someone who lies. More elevated register than shakran. | [CORE] |
| עד שקר | ed sheker | witness + false | false witness, perjurer | Legal and biblical term for someone who gives false testimony. Used in legal contexts and moral condemnation. | [CORE] |
| עדות שקר | edut sheker | testimony + false | false testimony, perjury | Legal term for testimony known to be false. Used in court proceedings and discussions of legal ethics. | [CORE] |
| נביא שקר | navi sheker | prophet + false | false prophet | Biblical and religious term for someone who falsely claims divine inspiration. Used in religious discourse and metaphorically for fraudulent authorities. | [MARGINAL] |
| תעודה מזויפת | te'uda mezuyefet | document + forged | forged document, fake certificate | Legal term for falsified documents. Used in criminal law and discussions of fraud. | [CORE] |
| שקר בפרסום | sheker bapirsum | falsehood + in-the-advertising | false advertising | Legal and commercial term for misleading advertising. Used in consumer protection and commercial law. | [CORE] |
| להפיץ שקרים | lehafits shkarim | to-spread + lies (plural) | to spread lies, to disseminate falsehoods | Expression for deliberately spreading false information. Used in discussions of misinformation and propaganda. | [CORE] |
| שקר מוחלט | sheker muḥlat | lie + absolute | absolute lie, complete falsehood | Emphatic expression for something entirely false. Used to strongly deny or reject claims. | [CORE] |
| אמירת שקר | amirat sheker | saying-of + falsehood | telling a lie, false statement | Formal expression for the act of lying. Used in legal and ethical discourse. | [CORE] |
| חיי שקר | ḥayey sheker | life-of + falsehood | false life, life of lies | Expression describing an inauthentic or deceptive way of living. Used in moral and psychological discourse. | [CORE] |
| מסכת שקרים | masekhet shkarim | web/fabric-of + lies (plural) | web of lies, tissue of lies | Metaphorical expression for an interconnected system of falsehoods. Used in descriptions of complex deceptions. | [CORE] |
| שקר מתוחכם | sheker metuḥkam | lie + sophisticated | sophisticated lie, clever deception | Expression for a well-crafted or elaborate falsehood. Used in discussions of complex deceptions. | [CORE] |
| לחשוף שקר | laḥsof sheker | to-expose + lie | to expose a lie, to reveal falsehood | Expression for revealing or uncovering deception. Used in investigative and critical contexts. | [CORE] |
