# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Hebrew (he)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| נכון (nakhon) | זה נכון | ze nakhon | that's right, that's correct | Standard confirmation or agreement expression. Extremely common in conversational Hebrew. | [CORE] |
| נכון (nakhon) | נכון? | nakhon? | right?, correct?, isn't it? | Tag question seeking confirmation or agreement. Very frequent in spoken Hebrew. | [CORE] |
| נכון (nakhon) | לא נכון | lo nakhon | not correct, wrong | Standard negation of correctness. Common in corrections and disagreements. | [CORE] |
| נכון (nakhon) | יותר נכון | yoter nakhon | more correct, more accurate | Comparative expression for greater correctness. Used when refining or correcting statements. | [CORE] |
| נכון (nakhon) | הכי נכון | hakhi nakhon | most correct, most accurate | Superlative expression for optimal correctness. Used in evaluations and recommendations. | [CORE] |
| נכון (nakhon) | נכון לומר | nakhon lomar | it is correct to say, one might say | Hedging expression introducing qualified statements. Common in formal and academic discourse. | [CORE] |
| נכון (nakhon) | אם אני לא טועה, נכון? | im ani lo to'e, nakhon? | if I'm not mistaken, right? | Hedging expression seeking confirmation while expressing uncertainty. Common in polite or tentative speech. | [CORE] |
| אמיתי (amiti) | זה אמיתי | ze amiti | this is real, this is genuine | Assertion of genuineness or authenticity. Common when distinguishing real from fake. | [CORE] |
| אמיתי (amiti) | סיפור אמיתי | sipur amiti | true story | Expression indicating factual narrative. Common in storytelling and journalism. | [CORE] |
| אמיתי (amiti) | חבר אמיתי | ḥaver amiti | true friend, real friend | Expression for genuine friendship. Common in discussions of relationships and loyalty. | [CORE] |
| אמיתי (amiti) | אהבה אמיתית | ahava amitit | true love | Expression for genuine romantic love. Common in romantic and literary discourse. | [CORE] |
| אמיתי (amiti) | לא אמיתי | lo amiti | not real, fake, unreal | Negation of genuineness or reality. Used to identify fakes or unrealistic situations. | [CORE] |
| אמין (amin) | מקור אמין | makor amin | reliable source | Expression for trustworthy information sources. Common in journalism, research, and information evaluation. | [CORE] |
| אמין (amin) | אדם אמין | adam amin | reliable person, trustworthy person | Character assessment indicating reliability. Common in personal and professional evaluations. | [CORE] |
| אמין (amin) | לא אמין | lo amin | unreliable, not trustworthy | Negative assessment of reliability. Used in warnings and critical evaluations. | [CORE] |
| מדויק (meduyak) | זה לא מדויק | ze lo meduyak | this is not precise/accurate | Expression indicating lack of precision. Common in corrections and technical contexts. | [CORE] |
| מדויק (meduyak) | להיות מדויק | lihyot meduyak | to be precise, to be exact | Expression emphasizing precision. Often used when correcting or refining statements. | [CORE] |
| מדויק (meduyak) | יותר מדויק | yoter meduyak | more precise, more accurate | Comparative expression for greater precision. Used when refining measurements or statements. | [CORE] |
| נאמן (ne'eman) | נאמן למטרה | ne'eman lamatara | faithful to the cause | Expression of loyalty to goals or principles. Common in political and ideological discourse. | [CORE] |
| נאמן (ne'eman) | נאמן למסורת | ne'eman lamasoret | faithful to tradition | Expression of adherence to traditional practices or values. Common in religious and cultural contexts. | [CORE] |
| נאמן (ne'eman) | נאמן לעקרונותיו | ne'eman le'ikronotav | faithful to one's principles | Expression of principled consistency. Used in character assessment and ethical discourse. | [CORE] |
| כנה (kene) | להיות כנה | lihyot kene | to be honest | Expression introducing frank statements. Common discourse marker in conversational Hebrew. | [CORE] |
| כנה (kene) | בכנות | bikhnut | honestly, in honesty | Adverbial expression emphasizing sincerity. Used to frame honest statements or requests. | [CORE] |
| כנה (kene) | תשובה כנה | tshuva kena | honest answer | Expression for sincere response. Common in requests for truthful information. | [CORE] |
| צודק (tsodek) | אתה צודק | ata tsodek | you're right | Standard expression of agreement or concession. Extremely common in conversational Hebrew. | [CORE] |
| צודק (tsodek) | אני צודק | ani tsodek | I'm right | Assertion of correctness in one's position. Common in arguments and discussions. | [CORE] |
| צודק (tsodek) | לא צודק | lo tsodek | not right, wrong | Disagreement or correction expression. Common in debates and corrections. | [CORE] |
| צודק (tsodek) | הוא צודק בטענתו | hu tsodek beta'anato | he is right in his claim | Expression acknowledging correctness of specific argument. Common in formal discussions. | [CORE] |
| יושר (yosher) | ביושר | beyosher | honestly, with integrity | Adverbial expression indicating honest conduct. Common in ethical and business contexts. | [CORE] |
| יושר (yosher) | לנהוג ביושר | linhog beyosher | to act with integrity, to deal honestly | Expression for ethical conduct. Common in moral exhortations and character descriptions. | [CORE] |
| מציאותי (metsi'uti) | זה לא מציאותי | ze lo metsi'uti | this is not realistic, this is unrealistic | Expression rejecting feasibility or realism. Common in practical assessments and critiques. | [CORE] |
| מציאותי (metsi'uti) | להיות מציאותי | lihyot metsi'uti | to be realistic | Expression advocating practical thinking. Common in advice and pragmatic discourse. | [CORE] |
| מציאותי (metsi'uti) | באופן מציאותי | be'ofen metsi'uti | realistically, in a realistic manner | Adverbial expression framing realistic assessments. Common in planning and evaluation contexts. | [CORE] |
| אותנטי (otenti) | זה אותנטי | ze otenti | this is authentic | Assertion of authenticity. Common in discussions of art, culture, and genuine articles. | [CORE] |
| אותנטי (otenti) | לא אותנטי | lo otenti | not authentic, inauthentic | Rejection of authenticity. Used to identify fakes or imitations. | [CORE] |
| מהימן (meheyman) | מקור מהימן | makor meheyman | credible source, reliable source | Formal expression for trustworthy sources. Common in academic and journalistic contexts. | [CORE] |
| מהימן (meheyman) | עד מהימן | ed meheyman | credible witness | Legal term for trustworthy testimony. Used in court proceedings and legal discourse. | [CORE] |
| תקף (takef) | זה לא תקף | ze lo takef | this is not valid | Expression rejecting validity. Common in legal and logical contexts. | [CORE] |
| תקף (takef) | טיעון תקף | ti'un takef | valid argument | Logical term for sound argumentation. Common in academic and philosophical discourse. | [CORE] |
| תקף (takef) | תקף עד... | takef ad... | valid until... | Legal/administrative expression indicating expiration date. Common on documents and licenses. | [CORE] |
| מוצדק (mutsдak) | זה לא מוצדק | ze lo mutsдak | this is not justified, this is unwarranted | Expression rejecting justification. Common in moral and practical critiques. | [CORE] |
| מוצדק (mutsдak) | באופן מוצדק | be'ofen mutsдak | justifiably, in a justified manner | Adverbial expression indicating legitimate grounds. Used in moral and logical argumentation. | [CORE] |
| באמת (be'emet) | באמת? | be'emet? | really?, truly? | Question expressing surprise or seeking confirmation. Very common in conversational Hebrew. | [CORE] |
| באמת (be'emet) | באמת שכן | be'emet sheken | really yes, indeed so | Emphatic affirmation. Used to strongly confirm statements. | [CORE] |
| באמת (be'emet) | לא באמת | lo be'emet | not really | Qualified negation or expression of doubt. Common in conversational hedging. | [CORE] |
| דומה (dome) | זה דומה ל... | ze dome le... | this is similar to..., this resembles... | Standard comparison expression. Common in descriptions and analogies. | [CORE] |
| דומה (dome) | נראה דומה | nir'e dome | looks similar | Expression of visual resemblance. Common in descriptions and identifications. | [CORE] |
| מזויף (mezuyaf) | זה מזויף | ze mezuyaf | this is fake, this is forged | Accusation or identification of forgery. Common in authentication contexts. | [CORE] |
| מזויף (mezuyaf) | כסף מזויף | kesef mezuyaf | counterfeit money | Specific term for fake currency. Common in legal and commercial contexts. | [CORE] |
| ודאי (vadai) | זה ודאי | ze vadai | this is certain, this is sure | Expression of certainty. Common in confident assertions. | [CORE] |
| ודאי (vadai) | בוודאי | bevadai | certainly, surely, definitely | Adverbial expression of certainty. Very common in affirmations and agreements. | [CORE] |
| ודאי (vadai) | לא ודאי | lo vadai | not certain, uncertain | Expression of uncertainty or doubt. Common in qualified statements. | [CORE] |
| מוכח (mukhaḥ) | זה מוכח | ze mukhaḥ | this is proven | Assertion of demonstrated truth. Common in scientific and legal contexts. | [CORE] |
| מוכח (mukhaḥ) | עובדה מוכחת | uvda mukhaḥat | proven fact | Expression for established facts. Common in argumentative and evidential discourse. | [CORE] |
| מעשי (ma'asi) | באופן מעשי | be'ofen ma'asi | practically, in practical terms | Adverbial expression focusing on practical implementation. Common in planning and assessment contexts. | [CORE] |
| מעשי (ma'asi) | זה לא מעשי | ze lo ma'asi | this is not practical | Rejection of practicality. Common in feasibility assessments. | [CORE] |
| ברור (barur) | זה ברור | ze barur | this is clear, this is obvious | Assertion of clarity or obviousness. Very common in explanations and confirmations. | [CORE] |
| ברור (barur) | ברור? | barur? | clear?, understood? | Question checking comprehension. Common in instructional contexts. | [CORE] |
| ברור (barur) | לא ברור | lo barur | not clear, unclear | Expression of confusion or lack of clarity. Common in requests for clarification. | [CORE] |
| ברור (barur) | ברור לחלוטין | barur leḥalutin | completely clear, perfectly obvious | Emphatic expression of clarity. Used to stress obviousness. | [CORE] |
| להאמין (leha'amin) | קשה להאמין | kashe leha'amin | hard to believe | Expression of incredulity or amazement. Common in reactions to surprising information. | [CORE] |
| להאמין (leha'amin) | אי אפשר להאמין | i efshar leha'amin | impossible to believe, unbelievable | Strong expression of disbelief. Common in reactions to extraordinary claims or events. | [CORE] |
| להאמין (leha'amin) | להאמין או לא להאמין | leha'amin o lo leha'amin | believe it or not | Discourse marker introducing surprising information. Common in storytelling. | [CORE] |
| להאמין (leha'amin) | אני מאמין ש... | ani ma'amin she... | I believe that... | Standard expression of belief or opinion. Very common in stating positions. | [CORE] |
| לשקר (leshaker) | הוא משקר | hu meshaker | he is lying, he lies | Accusation of lying. Common in confrontations and disputes. | [CORE] |
| לשקר (leshaker) | אל תשקר | al teshaker | don't lie | Command against lying. Common in moral instruction and confrontations. | [CORE] |
| לשקר (leshaker) | למה לשקר? | lama leshaker? | why lie? | Rhetorical question challenging deception. Common in confrontations. | [CORE] |
| צדק (tsedek) | לעשות צדק | la'asot tsedek | to do justice | Expression for acting justly. Common in moral and legal discourse. | [CORE] |
| צדק (tsedek) | לדרוש צדק | lidrosh tsedek | to demand justice | Expression for seeking justice. Common in activist and legal contexts. | [CORE] |
| צדק (tsedek) | בשם הצדק | beshem hatsedek | in the name of justice | Rhetorical formula invoking justice. Common in legal and moral arguments. | [CORE] |
| אמונה (emuna) | אמונה עיוורת | emuna iveret | blind faith | Pejorative expression for uncritical belief. Common in critiques of dogmatism. | [CORE] |
| אמונה (emuna) | לאבד את האמונה | le'abed et ha'emuna | to lose faith | Expression for loss of trust or belief. Common in religious and personal contexts. | [CORE] |
| אמונה (emuna) | בתום לב ובאמונה | betom lev uve'emuna | in good faith and sincerity | Legal and ethical expression indicating honest intention. Common in contracts and ethical discourse. | [CORE] |
