# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 12.1 | הוא הבהיר את הדבר | hu hivhir et hadavar | [CORE] | Very common causative construction. הבהיר (hif'il from ברר "clear") "clarified" = "caused to be clear." Used constantly in explanatory contexts across all registers. |
| 12.2 | הוא בירר את העניין | hu birer et ha'inyan | [CORE] | Very common construction. בירר (pi'el) "clarified/investigated" = "caused to be clear through investigation." Used in investigative and explanatory contexts. |
| 12.3 | הוא הסביר את הדבר | hu hisbir et hadavar | [CORE] | Extremely common causative construction. הסביר (hif'il) "explained" = "caused to be understood/clear." Used constantly across all contexts. Primary verb for explanation. |
| 12.4 | הוא הדגיש את הנקודה | hu hidgish et hanekuda | [CORE] | Very common construction. הדגיש (hif'il) "emphasized" = "caused to be prominent/clear." Used when making specific points clear through emphasis. |
| 13.1 | הוא טשטש את העובדות | hu tishtesh et ha'uvdot | [CORE] | Common construction. טשטש (pi'el) "obscured/blurred" = "caused to be unclear." Used when facts are deliberately made unclear. Common in critical discourse. |
| 13.2 | הוא ערפל את הדברים | hu irpel et hadvarim | [MARGINAL] | Less common metaphorical construction. ערפל (pi'el from ערפל "fog") "made foggy" = "caused to be obscure." More literary than everyday usage. |
| 13.3 | הוא סיבך את העניין | hu sibekh et ha'inyan | [CORE] | Very common construction. סיבך (pi'el) "complicated" = "caused to be complex/unclear." Used when matters are made more difficult to understand. |
| 13.4 | הוא הסתיר את האמת | hu histir et ha'emet | [CORE] | Very common construction (attested in P2b). הסתיר (hif'il) "hid" = "caused to be hidden/unclear." Used when truth is deliberately concealed. Common across all registers. |
| 14.1 | הוא הוכיח את הטענה | hu hokhiaḥ et hata'ana | [CORE] | Very common causative construction (also in section 8). הוכיח (hif'il) "proved" = "caused to be proven." Used in logical, scientific, legal contexts. Standard verb for proof. |
| 14.2 | הוא ביסס את התיאוריה | hu bises et hate'oria | [CORE] | Common construction. ביסס (pi'el) "established/grounded" = "caused to be well-founded." Used in academic and scientific contexts. |
| 14.3 | הוא אישר את העובדות | hu isher et ha'uvdot | [CORE] | Very common construction. אישר (pi'el) "confirmed" = "caused to be confirmed/verified." Used across all contexts for verification. |
| 14.4 | הוא ביצר את הטענה | hu bitser et hata'ana | [MARGINAL] | Less common construction. ביצר (pi'el) "fortified" used metaphorically for strengthening arguments. More common in formal/academic registers. |
| 15.1 | הוא הפריך את הטענה | hu hifrikh et hata'ana | [CORE] | Very common causative construction (also in section 9). הפריך (hif'il) "refuted" = "caused to be disproven." Used in argumentative and scientific contexts. Standard verb for refutation. |
| 15.2 | הוא שלל את הטענה | hu shalal et hata'ana | [CORE] | Common construction. שלל (pi'el) "negated" = "caused to be rejected/nullified." Used in argumentative contexts. Slightly weaker than הפריך. |
| 15.3 | הוא דחה את הטענה | hu daḥa et hata'ana | [CORE] | Very common construction. דחה (qal) "rejected" = "caused to be rejected." Used across all contexts. Less technical than הפריך. |
| 15.4 | הוא ביטל את הטענה | hu bitel et hata'ana | [CORE] | Common construction. ביטל (pi'el) "nullified" = "caused to be void/invalid." Used in legal and formal contexts. |
| 16.1 | הוא שמר על האמת | hu shamar al ha'emet | [CORE] | Common construction. שמר על "kept/guarded" indicates preservation. Used in moral and ethical contexts. Implies active maintenance against threats. |
| 16.2 | הוא נשאר נאמן לאמת | hu nish'ar ne'eman la'emet | [CORE] | Common construction. נשאר "remained" + נאמן ל- "faithful to" indicates continued commitment. Used in character assessment and moral discourse. |
| 16.3 | הוא דבק באמת | hu davak ba'emet | [CORE] | Common construction. דבק ב- "stuck to/adhered to" indicates firm maintenance. Used in moral contexts emphasizing steadfastness. |
| 16.4 | הוא החזיק באמת | hu heḥezik ba'emet | [CORE] | Common construction. החזיק ב- "held onto" indicates maintaining grasp. Used in contexts of resisting pressure to abandon truth. |
| 17.1 | הוא איבד את האמת | hu ibed et ha'emet | [MARGINAL] | Uncommon construction. More natural to say איבד את הדרך "lost the way" or התרחק מהאמת "distanced himself from truth." Direct "losing truth" is marked. |
| 17.2 | הוא נטש את האמת | hu natash et ha'emet | [CORE] | Common construction. נטש "abandoned" indicates deliberate forsaking. Used in moral criticism and character assessment. |
| 17.3 | הוא התרחק מהאמת | hu hitraḥek meha'emet | [CORE] | Very common construction. התרחק מ- "distanced himself from" indicates gradual departure. Used in moral and epistemological contexts. |
| 17.4 | הוא סטה מהאמת | hu sata meha'emet | [CORE] | Common construction. סטה מ- "deviated from" indicates departure from correct path. Used in moral and factual contexts. |
| 18.1 | הוא גילה את האמת | hu gila et ha'emet | [CORE] | Very common construction (attested in P2b). גילה (pi'el) "revealed/discovered" used for uncovering hidden truth. Used across all contexts. |
| 18.2 | הוא חשף את האמת | hu ḥasaf et ha'emet | [CORE] | Very common construction. חשף (qal) "exposed/uncovered" emphasizes bringing hidden things to light. Used in investigative contexts. |
| 18.3 | הוא הוציא את האמת לאור | hu hotsi et ha'emet la'or | [CORE] | Common metaphorical construction. הוציא לאור "brought to light" (literally "brought out to light") is standard expression for revelation. Used in investigative and narrative contexts. |
| 18.4 | האמת יצאה לאור | ha'emet yatsa la'or | [CORE] | Very common construction (attested in P2b). Intransitive version where truth emerges on its own. Used in narrative conclusions and proverbial contexts. |
| 19.1 | הוא הסתיר את האמת | hu histir et ha'emet | [CORE] | Very common construction (attested in P2b, also in section 13). הסתיר (hif'il) "hid" is standard verb for concealment. Used across all contexts. |
| 19.2 | הוא כיסה על האמת | hu kisa al ha'emet | [CORE] | Very common construction. כיסה על "covered up" indicates deliberate concealment. Used in contexts of cover-ups and deception. |
| 19.3 | הוא העלים את האמת | hu he'elim et ha'emet | [CORE] | Common construction. העלים (hif'il) "concealed" is formal/literary term for hiding. Used in formal and literary registers. |
| 19.4 | הוא טמן את האמת | hu taman et ha'emet | [MARGINAL] | Less common metaphorical construction. טמן "buried" used metaphorically for deep concealment. More literary than everyday usage. |
| 20.1 | הוא חיפש את האמת | hu khipes et ha'emet | [CORE] | Very common construction (attested in P2b). חיפש (pi'el) "searched" is standard verb for seeking. Used across all contexts. |
| 20.2 | הוא ביקש את האמת | hu bikesh et ha'emet | [CORE] | Common construction. ביקש (pi'el) "sought" is more formal/literary than חיפש. Used in philosophical and spiritual contexts. |
| 20.3 | הוא דרש את האמת | hu darash et ha'emet | [CORE] | Common construction. דרש "demanded/sought" indicates active, insistent seeking. Used in investigative and moral contexts. |
| 20.4 | הוא רדף אחרי האמת | hu radaf aḥarey ha'emet | [CORE] | Common metaphorical construction. רדף אחרי "pursued/chased after" indicates active, determined seeking. Used in philosophical and investigative contexts. |
| 21.1 | הוא עיוות את האמת | hu ivет et ha'emet | [CORE] | Very common construction (also in section 9). עיוות (pi'el) "distorted" is standard verb for twisting truth. Used in critical discourse across all registers. |
| 21.2 | הוא סילף את האמת | hu silef et ha'emet | [CORE] | Common construction. סילף (pi'el) "falsified/adulterated" indicates deliberate misrepresentation. Used in critical and legal contexts. |
| 21.3 | הוא עקם את האמת | hu ikem et ha'emet | [CORE] | Common metaphorical construction. עקם (pi'el) "bent/twisted" indicates deliberate distortion. Used in moral criticism. |
| 21.4 | הוא הפך את האמת | hu hafakh et ha'emet | [MARGINAL] | Less common construction. הפך "turned/reversed" can indicate complete inversion of truth. More dramatic than עיוות. |
| 22.1 | הוא בנה אמון | hu bana emon | [CORE] | Very common construction. בנה "built" + אמון "trust" (noun from root א-מ-נ). Used in relationship and institutional contexts. Standard expression for trust-building. |
| 22.2 | הוא רכש אמינות | hu rakhash aminut | [CORE] | Common construction. רכש "acquired" + אמינות "reliability." Used when credibility is gained through actions. Formal register. |
| 22.3 | הוא ביסס את אמינותו | hu bises et aminuto | [CORE] | Common construction. ביסס "established/grounded" + אמינות "reliability." Used when credibility is firmly established. Formal/professional contexts. |
| 22.4 | הוא זכה לאמון | hu zakha le'emon | [CORE] | Common construction. זכה ל- "earned/merited" + אמון "trust." Used when trust is deserved through actions. Common in character assessment. |
| 23.1 | הוא איבד אמון | hu ibed emon | [CORE] | Very common construction. איבד "lost" + אמון "trust." Used when trust is forfeited. Common across all contexts. |
| 23.2 | הוא איבד את אמינותו | hu ibed et aminuto | [CORE] | Very common construction (also in section 5). איבד "lost" + אמינות "reliability." Used when credibility is forfeited. Common in professional and personal contexts. |
| 23.3 | הוא פגע באמינותו | hu paga ba'aminuto | [CORE] | Common construction. פגע ב- "damaged/harmed" + אמינות "reliability." Used when credibility is partially damaged. Common in reputation contexts. |
| 23.4 | הוא ערער את אמינותו | hu irer et aminuto | [CORE] | Common construction. ערער "undermined/shook" + אמינות "reliability." Used when credibility is weakened. Formal register. |
| 24.1 | הדבר נעשה מוצדק | hadavar na'ase mutsдak | [CORE] | Common construction. נעשה "became" + מוצדק "justified." Used when actions or claims gain justification. Formal/argumentative contexts. |
| 24.2 | הטענה התבררה כמוצדקת | hata'ana hitbarera kemutsдeket | [CORE] | Common construction. התברר כ- "turned out to be" + מוצדק "justified." Used when justification is revealed or established. |
| 24.3 | הפעולה קיבלה הצדקה | hape'ula kibla hatsдaka | [CORE] | Common construction. קיבל "received" + הצדקה "justification." Used when actions are vindicated. Formal register. |
| 25.1 | הדבר איבד את הצדקתו | hadavar ibed et hatsдakato | [CORE] | Common construction. איבד "lost" + הצדקה "justification." Used when justification is forfeited or invalidated. Formal/argumentative contexts. |
| 25.2 | הטענה נעשתה לא מוצדקת | hata'ana na'asta lo mutsдeket | [CORE] | Common construction. נעשה "became" + לא מוצדק "unjustified." Used when justification is lost or disproven. |
| 25.3 | הפעולה התבררה כלא מוצדקת | hape'ula hitbarera kelo mutsдeket | [CORE] | Common construction. התברר כ- "turned out to be" + לא מוצדק "unjustified." Used when lack of justification is revealed. |
| 26.1 | הוא אימת את הדברים | hu imet et hadvarim | [CORE] | Common construction (also in section 8). אימת (pi'el from א-מ-ת) "verified" is standard verb for confirmation. Used in verification contexts. |
| 26.2 | הוא אישר את העובדות | hu isher et ha'uvdot | [CORE] | Very common construction (also in section 14). אישר "confirmed" is standard verb for verification. Used across all contexts. |
| 26.3 | הוא בדק את האמת | hu badak et ha'emet | [CORE] | Common construction. בדק "checked/examined" used for verification process. Used in investigative contexts. |
| 26.4 | הוא וידא את הדברים | hu vide et hadvarim | [CORE] | Common construction. וידא (pi'el from ודאי "certain") "verified/made certain" is standard verification verb. Used in formal and technical contexts. |
| 27.1 | הוא ביטל את הטענה | hu bitel et hata'ana | [CORE] | Very common construction (also in section 15). ביטל "nullified/invalidated" is standard verb for invalidation. Used in legal and argumentative contexts. |
| 27.2 | הוא פסל את הטיעון | hu pasal et hati'un | [CORE] | Common construction. פסל "disqualified/invalidated" used for rejecting validity. Used in legal and logical contexts. |
| 27.3 | הוא שלל את תוקפו | hu shalal et tokfo | [CORE] | Common construction. שלל "negated" + תוקף "validity." Used in formal and legal contexts for invalidation. |
| 28.1 | הדבר נשאר נכון | hadavar nish'ar nakhon | [CORE] | Common construction. נשאר "remained" + נכון "correct." Used when truth persists despite challenges. Common across all contexts. |
| 28.2 | האמת עמדה במקומה | ha'emet amda bimkoma | [CORE] | Common metaphorical construction. עמד במקום "stood in place" indicates persistence. Used in contexts of truth enduring despite opposition. |
| 28.3 | הטענה נותרה תקפה | hata'ana notara tekefa | [CORE] | Common construction. נותר "remained" + תקף "valid." Used in legal and logical contexts for continued validity. |
| 28.4 | העובדה לא השתנתה | ha'uvda lo hishtanta | [CORE] | Very common construction. Negative of השתנה "changed" indicates persistence. Used to emphasize unchanging truth. |
| 29.1 | הדבר חדל להיות נכון | hadavar ḥadal lihyot nakhon | [CORE] | Common construction. חדל "ceased" + infinitive להיות נכון "to be correct." Used when something previously true becomes false. Formal register. |
| 29.2 | הטענה איבדה את תוקפה | hata'ana ibda et tokfa | [CORE] | Very common construction. איבד "lost" + תוקף "validity." Used in legal and logical contexts when validity expires or is lost. |
| 29.3 | העובדה השתנתה | ha'uvda hishtanta | [CORE] | Common construction. השתנה "changed" indicates alteration of factual status. Used when circumstances change. |
| 29.4 | הדבר הפסיק להיות אמיתי | hadavar hifsik lihyot amiti | [CORE] | Common construction. הפסיק "stopped" + infinitive להיות אמיתי "to be true." Used when genuineness or truth ceases. |
| 30.1 | הדבר הלך והתברר | hadavar halakh vehitbarer | [CORE] | Common construction. הלך ו- "went and" + verb indicates gradual process. Used for progressive clarification. Common in narrative contexts. |
| 30.2 | האמת התגלתה בהדרגה | ha'emet hitgalta behadraga | [CORE] | Common construction. התגלה "was revealed" + בהדרגה "gradually." Used when truth emerges slowly over time. |
| 30.3 | הדבר נעשה ברור יותר ויותר | hadavar na'ase barur yoter veyoter | [CORE] | Very common construction. נעשה "became" + comparative יותר ויותר "more and more." Used for progressive increase in clarity. |
| 30.4 | האמינות שלו הלכה ופחתה | ha'aminut shelo halkha vefaḥta | [CORE] | Common construction. הלך ו- "went and" + פחת "decreased" indicates gradual decline. Used for progressive loss of credibility. |
