| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| तथ्य | tathya | from *tathā* (thus, so, in that way) + *-ya*; "that which is as it is said to be / that which is thus" | true, factual, real, actual fact, a fact | Used to characterize statements or accounts that correspond to how things actually are. Appears in legal and narrative contexts to evaluate testimony or report, meaning "factual" or "the truth of the matter." Somewhat less philosophically loaded than *satya* and more oriented toward factual accuracy in specific cases. | [CORE] |
| मिथ्या | mithyā | from *mithā* (wrongly, alternately, mutually) + adverbial/adjectival use; "wrongly, falsely, in a contrary manner" | false, erroneous, illusory, wrong, spurious, in vain, erroneously | Applied as adverb and adjective to statements, cognitions, and objects that are false, mistaken, or illusory. In Advaita Vedānta, *mithyā* has a specific technical sense: neither absolutely real (*sat*) nor absolutely unreal (*asat*), but of indeterminate ontological status. Also used in everyday and logical contexts for "falsely," "mistaken," or "in vain." Appears in compounds: *mithyājñāna* (false knowledge), *mithyāvāda* (false doctrine). | [CORE] |
| अनृत | anṛta | *an-* (negation) + *ṛta*; "contrary to cosmic order/right" | untruth, falsehood, wrong, lie, disorder, the unreal | The negation of *ṛta* and its standard antonym in Vedic and later literature; used for falsehood or moral wrongness, especially in speech, and for cosmic disorder. In later literature used more narrowly for falsehood or lying, particularly in legal and moral contexts. Appears in Dharmaśāstra contexts as a category of wrongful speech. Contrasted with *satya* in many texts. Less common than *asatya* in post-Vedic prose but attested in verse and legal literature. | [MARGINAL] |
| असत्य | asatya | *a-* + *satya*; "non-truth" | untruth, falsehood, lie, false | The direct negation of *satya*, used widely in ethical, legal, and philosophical contexts for false statements or the quality of being untrue. Common in Dharmaśāstra as a category of wrongful speech and in philosophical debate as the opposite of truth. Appears in lists of vices and in discussions of testimony (*pramāṇa*) as a disqualifying property of a witness. More straightforwardly evaluative than *mithyā*. | [CORE] |
| वास्तव | vāstava | from *vastu* (thing, real object, substance) + *-va* (adjectival suffix); "pertaining to the real object" | real, actual, genuine, factual | Used to characterize what pertains to or corresponds with actual things or states of affairs, as opposed to what is imagined, conventional, or merely apparent. Appears in philosophical, commentarial, and literary contexts to distinguish genuine properties from attributed or conventional ones. Also used in ordinary language to mean "actual" or "real," and in later Sanskrit and Sanskrit-influenced registers of modern Indian languages. | [CORE] |
| वस्तु | vastu | from root *vas-* (to dwell, to be); "thing, real entity, substance" | real thing, object, substance, the actual matter, actual state of affairs | Denotes a real, existing thing or the actual substance of a matter, as opposed to mere appearance, name, concept, or verbal designation. In philosophical and epistemological contexts, *vastu* is what cognition must correspond to for the cognition to be valid; used to ask what something *really* is (*vastu-svarūpa*). In legal and practical contexts, it refers to the actual matter at issue or the subject matter of a dispute. | [CORE] |
| वस्तुतः | vastutaḥ | *vastu* (real thing) + ablative/adverbial suffix *-taḥ*; "from the standpoint of the real thing" | in reality, actually, truly, in fact | An adverbial expression used to signal that what follows is an assessment of how things actually are, as opposed to how they appear or are conventionally described. Common in philosophical commentary and argumentation to introduce a corrective or deeper evaluation. | [CORE] |
| आभास | ābhāsa | *ā-* (toward, resembling) + *bhāsa* (shining, appearance, from root *bhās-*, to shine); "semblance, mere appearance, apparent shining" | semblance, appearance, fallacy, pseudo-, spurious instance, apparent (but not real) | Used in epistemological and logical contexts for something that has the appearance of a thing without being that thing — a fallacious inference (*hetvābhāsa*, fallacy of the reason), a spurious instance, or an illusory appearance. Marks something as resembling the genuine article without being it; also used for *pramāṇābhāsa* (pseudo-valid means of knowledge). In Kashmiri Śaiva philosophy, *ābhāsa* has a more specific technical sense for the manifestation of appearances within consciousness. Common in Nyāya and Vedāntic literature. | [CORE] |
| हेत्वाभास | hetvābhāsa | *hetu* (reason, logical ground) + *ābhāsa* (semblance); "semblance of a reason" | fallacy, pseudo-reason, spurious logical ground | A fixed technical expression in Sanskrit logic (Nyāya and related schools) for a reason in an inference that appears valid but fails to meet the conditions for genuine probative force. Several subtypes are enumerated in logical literature (*savyabhicāra*, *viruddha*, *satpratipakṣa*, etc.). Widely attested across logical treatises. | [CORE] |
| भ्रम | bhrama | from root *bhram-* (to wander, to be confused); "wandering, confusion, error" | error, illusion, mistaken cognition, confusion | Denotes erroneous cognition in which something is apprehended as other than it is; the classic example is the rope mistaken for a snake. Central to epistemological discussions of illusion and error across Nyāya, Mīmāṃsā, and Vedānta. Contrasted with *pramā* (valid cognition). Also used in non-technical contexts for confusion or dizziness. | [CORE] |
| भ्रान्ति | bhrānti | from root *bhram-* (to wander, to be confused); "wandering, confusion, error" | error, illusion, mistaken cognition, confusion | Standard term for cognitive error or illusion in epistemological literature; the classic example is mistaking a rope for a snake (*rajju-sarpa-bhrānti*). Used to evaluate a cognition as failing to accurately represent its object. Participates in derivation: *bhrānta* (erroneous, confused). Distinguished from *viparyaya* in some technical usages. | [CORE] |
| विपर्यय | viparyaya | *vi-* (apart, wrongly) + *paryaya* (going around, reversal); "reversal, inversion" | erroneous cognition, misapprehension, wrong knowledge, inversion, contrary knowledge | Used in Sāṃkhya, Yoga, and other philosophical systems for a category of false or inverted cognition; one of the five types of mental modification (*vṛtti*) in Patañjali's Yogasūtra. Denotes cognition that takes something to be what it is not, the inversion of correct apprehension. Distinguished from *saṃśaya* (doubt) and *vikalpa* (conceptual construction), and from *bhrānti* in some technical usages. Primarily a technical philosophical term. | [MARGINAL] |
| प्रतिभास | pratibhāsa | *prati-* (against, back, in return) + *bhāsa* (shining, appearance, from root *bhās-*); "counter-appearance, mere appearance" | appearance, semblance, illusory appearance, seeming | Used in epistemological and Vedāntic literature to designate how something appears, particularly when the appearance may not correspond to reality. Contrasted with *tattva* or *vastu* to mark the distinction between how things seem and what they are. Central in discussions of perceptual error (*bhrānti*). | [CORE] |
| प्रतिरूप | pratirūpa | *prati-* (against, corresponding to) + *rūpa* (form, appearance); "corresponding form, counterpart" | resemblance, likeness, counterpart, imitation, semblance | Used to describe something that resembles or corresponds to an original form, sometimes with the implication of being a copy or imitation rather than the genuine article. Appears in philosophical and legal contexts to evaluate whether something is the real thing or merely a semblance. Can carry a slightly negative connotation of being a substitute or counterfeit. | [MARGINAL] |
| औचित्य | aucitya | from *ucita* (fitting, appropriate, from root *vac-/uc-*) + abstract suffix *-ya*; "fittingness, appropriateness" | propriety, fittingness, appropriateness, decorum | A key term in Sanskrit aesthetics (*alaṃkāraśāstra*), especially in Kṣemendra's *Aucityavicāracarcā*, where it designates the quality of being fitting or appropriate in a literary composition — the right word, image, or sentiment in the right place. Also used in ethical and social contexts for conduct that is appropriate to one's role, circumstances, or situation. Evaluates rightness as a matter of fit rather than correspondence. | [CORE] |
| धर्म | dharma | from root *dhṛ-* (to hold, to sustain) + *-ma*/*-man* suffix; "that which holds/sustains" | duty, right conduct, law, righteousness, moral order, nature/property (in logic) | One of the most semantically broad terms in Sanskrit, covering right conduct, moral and legal duty, the sustaining order of society and cosmos, and (in philosophical logic) the property or characteristic of a thing. In legal texts (*Dharmaśāstra*) it functions as the standard against which actions are judged right or wrong. In Buddhist and Jain usage, also designates the teaching or ultimate constituents of experience. Evaluations of conduct as right or wrong, and of things as having certain properties, both invoke *dharma*. | [CORE] |
| अधर्म | adharma | *a-* + *dharma*; "contrary to dharma" | unrighteousness, wrong conduct, violation of duty, moral wrong, moral disorder | The negation of *dharma* in its moral and legal senses, designating conduct that violates right order, duty, or law. Widely attested in epic, Purāṇic, and Dharmaśāstra literature as the evaluative opposite of *dharma*. Also used in Vaiśeṣika as a category of unseen moral force (*adṛṣṭa*) generated by wrong action. | [CORE] |
| न्याय | nyāya | *ni-* (down, into) + root *i-* (to go); "going into, proper procedure, rule, right method" | rule, method, right reasoning, justice, logical argument, the Nyāya philosophical school | Used in legal contexts to mean a rule or principle of justice, and in philosophical contexts as the name of the school of logic and epistemology (*Nyāya*). Evaluates whether reasoning or procedure is correct and valid. Also used in the sense of a maxim or illustrative rule (*nyāya* as a standard example). In the name of the *Nyāya* philosophical school, refers to the discipline of correct reasoning and valid inference. | [CORE] |
| युक्त | yukta | past passive participle of root *yuj-* (to join, to yoke); "joined, fitted, appropriate" | appropriate, fitting, right, proper, reasonable, correct | Used to evaluate whether an action, statement, or object is appropriate or fitting to its context, purpose, or standard. Common in philosophical, legal, and literary texts to express that something is well-reasoned or proper. Contrasted with *ayukta* (inappropriate, unfitting). | [CORE] |
| उचित | ucita | past passive participle of root *vac-/uc-* (to be accustomed, to be fit); "that which is fitting, customary" | appropriate, fitting, proper, right, suitable | Evaluates conduct, speech, or objects as fitting or appropriate to a given context, person, or standard. Frequently used in literary and ethical texts to assess whether behavior conforms to expected norms. Overlaps with *yukta* but tends more toward social and contextual appropriateness. | [CORE] |
| साधु | sādhu | from root *sādh-* (to accomplish, to go straight to a goal, to be effective); "going straight, accomplishing, effective" | correct, proper, good, virtuous, well-formed (of speech); also a noun: a holy person | Used in grammatical contexts to evaluate whether a linguistic form is correct or well-formed (*sādhu śabda*, a correct word) — in Pāṇinian grammar, *sādhu* is the standard term for a grammatically correct or well-formed expression. In ethical contexts, characterizes a person of good character or conduct, or an action as virtuous or good. Also used as an exclamation of approval. The evaluative range covers both linguistic and moral rightness. | [CORE] |
| असाधु | asādhu | *a-* (negation) + *sādhu* (correct, good) | incorrect, bad, improper; (in grammar) an ill-formed expression | Antonym of *sādhu* in both grammatical and ethical registers. In grammar, marks a form as violating Pāṇinian rules. In ethical literature, characterizes a person or act as bad or improper. The dual usage illustrates the overlap between correctness and goodness in Sanskrit evaluative vocabulary. | [CORE] |
| अपशब्द | apaśabda | *apa-* (away from, deviant) + *śabda* (word, sound); "deviant word" | incorrect word, solecism, ungrammatical form, corrupt usage, barbarism | Used in grammatical literature for a word or form that deviates from the standard of correct Sanskrit usage (*sādhu*), i.e., a form not sanctioned by grammar. Evaluates linguistic forms with respect to correctness. Contrasted with *sādhu śabda* or *śiṣṭaprayoga* (usage of the learned). The opposite of *sādhu* in the grammatical sense. | [MARGINAL] |
| सादृश्य | sādṛśya | from *sadṛśa* (similar, resembling) + *-ya*; "similarity, resemblance" | resemblance, similarity, likeness | Used in epistemological contexts as the basis of analogical cognition (*upamāna*) and in aesthetic contexts to evaluate how closely a representation or description resembles its object. In discussions of portraiture, metaphor, and analogy, *sādṛśya* is the criterion by which the accuracy of a likeness is judged. Participates in derivation: *sādṛśyavāda*, etc. | [CORE] |
| औपचारिक | aupacārika | from *upacāra* (approach, figurative use, courtesy) + *-ika*; "pertaining to figurative/secondary use" | figurative, secondary, metaphorical, conventional (as opposed to primary/literal) | Used in Mīmāṃsā and grammatical-philosophical literature to characterize a use of a term that is secondary or figurative rather than primary and literal (*mukhya*). Evaluates whether a predication or designation is genuine/direct or merely conventional/transferred. Contrasted with *mukhya* (primary, literal). | [MARGINAL] |
| मुख्य | mukhya | from *mukha* (face, front, primary) + *-ya*; "primary, foremost" | primary, literal, principal, direct | In Mīmāṃsā and philosophical grammar, *mukhya* designates the primary or literal meaning of a term, as opposed to secondary (*aupacārika*, *gauṇa*, or *lakṣaṇā*) uses. Evaluating whether a term is used in its *mukhya* sense is central to Mīmāṃsā interpretation of Vedic injunctions. Also used more broadly for what is primary or chief. | [CORE] |
| गौण | gauṇa | from *guṇa* (quality, secondary element) + *-a*; "pertaining to a secondary quality" | secondary, figurative, subordinate, non-primary | Designates a secondary or figurative use of a term, based on some quality (*guṇa*) shared between the primary referent and the secondary one. In grammatical and Mīmāṃsā analysis, *gauṇa* use is distinguished from *mukhya* (primary) use as a mode of non-literal predication. Relevant to evaluating whether a statement is literally or only figuratively true. | [CORE] |
| स्वरूप | svarūpa | *sva* (own, self) + *rūpa* (form, appearance); "own form, intrinsic nature" | own nature, intrinsic form, essential character, what something really is, true form, real nature | Used across philosophical, grammatical, and legal contexts to refer to the intrinsic or essential nature of something, as opposed to what it merely appears to be or is called by convention. Evaluating something *svarūpataḥ* (according to its own nature) is a mode of assessment that bypasses conventional or relational characterizations. In *Dharmaśāstra*, used to determine the true character of an act or object for purposes of evaluation. Widely attested and derivationally productive. | [CORE] |
| तत्त्व | tattva | *tat* (that) + *-tva* (abstract suffix); "that-ness, the being of that" | truth, reality, true nature, principle, essence, what something really is | Denotes the true or essential nature of something — what it fundamentally is. Used in philosophical inquiry (*tattvajijñāsā*, inquiry into the real nature of things) and in evaluative contexts where one asks what something truly is as opposed to how it appears. The expression *tattvataḥ* / *tattvatah* ("in truth, in reality, according to the real nature") is used to signal an assessment of what something really is. Also used as a technical term for the fundamental categories or principles of reality in Sāṃkhya, Śaiva, and other systems. | [CORE] |
| निर्णय | nirṇaya | *nis-* (out, completely) + *naya* (leading, from root *nī-*, to lead); "leading out to a conclusion, determination" | determination, ascertainment, conclusion, verdict, decision | Used in epistemological contexts for the definitive ascertainment of a matter after inquiry or deliberation, and in legal contexts for a verdict or judicial determination. In Nyāya, *nirṇaya* is the outcome of debate (*kathā*) when doubt is resolved. Evaluates the epistemic status of a conclusion as settled and determined rather than merely probable or disputed. | [CORE] |
| परमार्थ | paramārtha | *parama* (highest, ultimate) + *artha* (meaning, object, purpose); "ultimate object/meaning" | ultimate truth, highest reality, absolute sense, true meaning | Used in Buddhist and Hindu philosophical literature to distinguish the ultimate or absolute level of truth from the conventional (*saṃvṛti* or *vyavahāra*) level. Evaluates whether a statement or claim holds at the highest level of analysis. Central to Madhyamaka Buddhist epistemology and Advaita Vedānta. | [CORE] |
| व्यावहारिक | vyāvahārika | from *vyavahāra* (transaction, conventional practice, usage) + *-ika*; "pertaining to conventional practice" | conventional, practical, empirical, transactional | Denotes the level of truth or validity that holds within conventional or practical usage, as opposed to the ultimate (*pāramārthika*) level. Used in philosophical literature to evaluate claims as conventionally valid without being ultimately real. Also used in legal literature to pertain to transactions and practical affairs. | [CORE] |
| शुद्ध | śuddha | past passive participle of root *śudh-* (to be pure, to be cleansed); "purified, clean" | pure, correct, unadulterated, genuine, unmixed, clean | Used to evaluate objects, texts, persons, or substances as free from contamination, error, or admixture. In textual criticism and grammar, *śuddha pāṭha* denotes a correct or uncorrupted reading; *śuddha* can mark a form as correct or uncontaminated. In ritual and moral contexts, evaluates purity of conduct or substance. In philosophical contexts, used to characterize pure or unmixed states. | [CORE] |
| सत्यता | satyatā | *satya* + *-tā* (abstract nominal suffix); "the state of being true" | truthfulness, truth (as an abstract property) | Used in philosophical and ethical discourse to name the abstract property of being true or truthful, as distinct from particular true statements. Appears in discussions of the nature of truth and in characterizations of persons of truthful character. Also used in epistemological and ethical literature to denote the abstract property of being true or truthful, as predicated of statements, persons, or cognitions; appears in *Nyāya* commentaries and *Dharmaśāstra*. | [CORE] |
| सत्यत्व | satyatva | *satya* + *-tva* (abstract suffix); "truth-ness" | the property of being true, truthfulness | A more technical philosophical variant of *satyatā*, used in logical and epistemological discussions to refer to the property of truth as a formal category. Appears in Navya-Nyāya literature. | [MARGINAL] |
| सत्यवादिन् | satyavādin | *satya* + *vādin* (one who speaks, from root *vad-*); "one who speaks truth" | truth-speaker, one who speaks truthfully | Used in epic, Purāṇic, and legal literature to characterize a person whose speech is reliably truthful. Appears as a term of praise in *Dharmaśāstra* witness evaluation and in epic characterization of virtuous figures. A standard epithet of virtuous characters in narrative literature. | [CORE] |
| सत्यवचन | satyavacana | *satya* + *vacana* (speech, utterance, from root *vac-*); "truthful utterance" | truthful speech, speaking the truth | Used in ethical and legal contexts to designate the act or practice of speaking truthfully. Appears in Dharmaśāstra enumerations of virtuous conduct and in vow formulas. | [CORE] |
| सत्यवाक्य | satya-vākya | *satya* (truth) + *vākya* (sentence, utterance, from root *vac-*) | a true statement, a truthful utterance | Used in logical, legal, and ethical contexts to designate an utterance that corresponds to the facts. Appears in discussions of testimony (*śabda-pramāṇa*) and in legal evaluation of witness statements. | [CORE] |
| सत्यव्रत | satyavrata | *satya* + *vrata* (vow, observance); "vow of truth" | vow of truthfulness, one who has taken a vow of truth | Used in epic and Purāṇic literature both as a compound noun naming the vow of always speaking truth and as an epithet of figures who have taken such a vow. Also a proper name. | [CORE] |
| सत्यसंध | satyasaṃdha | *satya* + *saṃdha* (bound, pledged, from root *dhā-* with *sam-*); "bound to truth, true to one's word" | true to one's word, faithful to one's pledge | Used in epic literature (Mahābhārata, Rāmāyaṇa) as an epithet of heroes and kings who keep their promises. Evaluates reliability and fidelity to commitments as a form of truthfulness. | [CORE] |
| सत्यनिष्ठ | satyanistha | *satya* + *nistha* (devoted to, grounded in, from root *sthā-*); "grounded in truth" | devoted to truth, steadfast in truthfulness | Used in ethical and religious literature to characterize a person whose conduct and character are firmly grounded in truthfulness. Appears in enumerations of virtuous qualities. | [CORE] |
| सत्यापन | satyāpana | *satya* + *āpana* (causing to reach/obtain, from causative of root *āp-*); "causing truth to be established" | verification, attestation, confirmation | Used in legal and administrative contexts for the act of verifying or attesting to the truth of a statement or document. Appears in modern Sanskrit-medium legal and official usage as the standard term for verification. Also used in traditional legal literature. | [CORE] |
| सत्यापित | satyāpita | *satya* + *āpita* (past passive participle of causative of *āp-*); "caused to be verified, attested" | verified, attested, certified | Used in legal and administrative documents to indicate that a statement or copy has been officially verified. Standard in modern Sanskrit-influenced official language. Appears on official documents to indicate that a statement has been verified. | [CORE] |
| सत्यग्रह | satyagraha | *satya* + *graha* (grasping, holding, from root *grah-*); "holding to truth" | holding to truth, truth-force (Gandhian political concept) | Coined or crystallized by Gandhi as a term for nonviolent resistance grounded in truth. Widely used in political, historical, and ethical discourse in modern Indian languages and internationally. The compound is formed on classical Sanskrit morphological patterns. | [CORE] |
| सत्याग्रह | satyāgraha | *satya* + *āgraha* (firm holding, insistence, from root *grah-*); "holding firmly to truth" | insistence on truth, truth-force | Coined or systematized by Mohandas Gandhi to denote nonviolent resistance grounded in the force of truth. Used in political, ethical, and historical discourse in modern Sanskrit and in discussions of Gandhi's philosophy. | [CORE] |
| सत्यलोक | satyaloka | *satya* + *loka* (world, realm); "world of truth" | the realm of truth, the highest world | Used in Purāṇic cosmology for the highest of the cosmic realms, identified with the abode of Brahmā and associated with ultimate reality. Appears in enumerations of the cosmic worlds (lists of the seven *lokas*) and in descriptions of the afterlife destinations of virtuous souls. Used in cosmological and devotional literature. | [CORE] |
| सत्ययुग | satyayuga | *satya* + *yuga* (age, era); "the age of truth" | the age of truth, the golden age | Used in Purāṇic and epic literature for the first and most virtuous of the four cosmic ages (*yugas*), characterized by universal adherence to truth and righteousness. Widely attested in cosmological, ethical, and nostalgic literary contexts. | [CORE] |
| सत्यप्रतिज्ञ | satyapratijna | *satya* + *pratijñā* (pledge, promise, from *prati-* + root *jñā-*); "whose pledge is truth" | one whose promises are true, one who keeps his word | Used in epic and Purāṇic literature as an epithet of figures renowned for keeping their pledges. Appears in the *Mahābhārata* and *Rāmāyaṇa*. Evaluates the reliability of a person's commitments as a form of truthfulness. | [MARGINAL] |
| सत्कार | satkāra | *sat* + *kāra* (doing, making, from root *kṛ-*); "doing what is good/real" | honor, respectful treatment, hospitality | Used widely in social and religious contexts for the act of honoring or showing respect to a person, deity, or guest. The evaluative sense of *sat* (genuine, good) underlies the notion of treating someone as they deserve. Common in narrative and prescriptive literature describing social norms. | [CORE] |
| सत्पुरुष | satpuruṣa | *sat* + *puruṣa* (man, person); "a genuine/good man" | a good man, a man of genuine virtue, a worthy person | Used in ethical and social discourse to designate a person of genuine virtue and good character. The *sat* component carries both the ontological sense (genuinely what a person should be) and the evaluative sense (morally good). Appears in *Dharmaśāstra*, epic, and didactic literature. | [CORE] |
| सत्संग | satsaṅga | *sat* + *saṅga* (company, association, from root *sañj-*); "company of the good/real" | company of the good, association with virtuous or spiritually realized persons | Used in devotional and religious contexts for the practice of associating with spiritually advanced or virtuous persons, considered beneficial for one's own development. Widely attested in Bhakti literature and in modern religious usage. Also the name of many religious gatherings. | [CORE] |
| सत्कर्मन् | sat-karman | *sat* + *karman* (action, deed); "right/good action" | good deed, right action, virtuous conduct | Used in ethical and religious literature to denote actions that are morally correct and in accordance with *dharma*. Contrasted with *asat-karman* (wrong or evil action). Appears in ethical and ritual literature. | [CORE] |
| सद्गुण | sadguṇa | *sat* (sandhi form *sad-*) + *guṇa* (quality, virtue); "genuine/good quality" | good quality, genuine virtue, positive attribute | Used in ethical and aesthetic contexts to designate a genuinely good quality or virtue in a person or thing. Appears in enumerations of virtuous characteristics and in literary criticism to evaluate the positive qualities of a work. | [CORE] |
| सद्वृत्त | sadvṛtta | *sat* (sandhi *sad-*) + *vṛtta* (conduct, behavior, from root *vṛt-*); "good conduct" | good conduct, virtuous behavior, right behavior | Used in Dharmaśāstra and ethical literature to designate conduct that conforms to what is genuinely right and good. Appears in prescriptive enumerations of proper behavior. | [CORE] |
| असत्कार | asatkāra | *asat* + *kāra* (doing); "doing what is not good, disrespect" | disrespect, dishonor, discourteous treatment | Used in social and ethical contexts as the negation of *satkāra*, designating disrespectful or dishonoring treatment of a person. Appears in discussions of proper social conduct and its violations. | [CORE] |
| असत्प्रतिग्रह | asatpratigṛha | *asat* + *pratigṛha* (acceptance, receiving, from *prati-* + root *grah-*); "acceptance of what is not genuine/proper" | improper acceptance (of gifts), acceptance from unworthy sources | Used in Dharmaśāstra for the improper acceptance of gifts or donations from sources that are not legitimate or from persons whose gifts should not be received. A category of wrongful conduct. | [CORE] |
| सत्यमेव जयते | satyam eva jayate | *satyam* (truth, nominative) + *eva* (indeed, only) + *jayate* (conquers, from root *ji-*); "truth alone conquers" | Truth alone conquers / Truth alone prevails | A fixed phrase from the Muṇḍaka Upaniṣad (3.1.6), adopted as the national motto of India. Used in philosophical, political, and rhetorical contexts to assert the ultimate triumph of truth. | [CORE] |
| सत्यं वद | satyaṃ vada | *satyam* (truth, accusative) + *vada* (speak, imperative of root *vad-*); "speak truth" | Speak the truth | A fixed injunctive phrase from the Taittirīya Upaniṣad (1.11.1), widely cited in ethical and educational contexts as a foundational moral injunction. Used in discussions of the duty of truthful speech. | [CORE] |
| सत्यं ब्रूयात् | satyaṃ brūyāt | *satyam* (truth, accusative) + *brūyāt* (should speak, optative of root *brū-*); "one should speak truth" | One should speak the truth | A fixed prescriptive phrase from Manusmṛti and related Dharmaśāstra literature, used in ethical discourse to state the duty of truthful speech. Often followed by qualifications about when truth-telling may be overridden. | [CORE] |
| सत्यम् शिवम् सुन्दरम् | satyam śivam sundaram | *satyam* (truth, neuter accusative) + *śivam* (auspiciousness, goodness) + *sundaram* (beauty); "truth, goodness, beauty" | truth, goodness, beauty (a triad of ultimate values) | A well-known philosophical and aesthetic formula identifying the three highest values. Used in philosophical, devotional, and aesthetic discourse. Corresponds loosely to the Western *verum, bonum, pulchrum*. | [CORE] |
| सत्ताशास्त्र | sattāśāstra | *sattā* (being, existence, from *sat* + *-tā*) + *śāstra* (treatise, discipline); "treatise on being" | ontology (as a discipline) | Used in modern Sanskrit philosophical writing as a rendering of "ontology." Less common than *sattāmīmāṃsā* but attested in academic Sanskrit discourse. | [MARGINAL] |
| सत्ता | sattā | *sat* + *-tā* (abstract suffix); "being-ness, existence" | being, existence, ontological status | Used in Vaiśeṣika and Vedānta as a technical term for the property of existence or being, and in general philosophical discourse for the ontological status of an entity. Appears in debates about whether existence is a universal property or a specific relation. Distinguished from *sattva* in being a more abstract ontological term. | [CORE] |
| सत्त्व | sattva | *sat* + *-tva* (abstract suffix); "the state of being, being-ness" | being, existence, essence; also: the quality of goodness/clarity (in Sāṃkhya); courage, vitality | In Sāṃkhya philosophy, one of the three *guṇas* (fundamental qualities of *prakṛti*), associated with clarity, purity, lightness, and goodness. In general philosophical usage, also denotes the quality of genuine existence or substantiality. In general usage, also means courage, strength of character, or vitality. Appears across philosophical, epic, and medical literature. | [CORE] |
| असत्त्व | asattva | *a-* (negation) + *sattva* (being, the quality of goodness) | non-existence; absence of the quality of goodness | Used in philosophical contexts as the negation of *sattva* in its ontological sense, and in ethical contexts as the absence of the *sattva* quality. Less frequent than *sattva* but attested in commentarial literature. | [MARGINAL] |
