| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| सत्य (*satya*) | सत्यं हि परमो धर्मः | satyaṃ hi paramo dharmaḥ | For truth is indeed the highest dharma. | A variant of the preceding maxim with the emphatic particle *hi* (indeed, for), widely attested in the Mahābhārata and in later ethical literature. The two forms (*satyaṃ paraṃ dharmaḥ* and *satyaṃ hi paramo dharmaḥ*) circulate as near-synonymous maxims and are sometimes cited interchangeably. | [CORE] |
| सत्य (*satya*) | सत्यं नास्ति परो धर्मः | satyaṃ nāsti paro dharmaḥ | There is no higher *dharma* than truth. | A formulaic maxim attested in the Mahābhārata and widely cited in ethical literature. Functions as a fixed proverbial expression asserting the supremacy of truth among moral values. The construction *nāsti paro X* ("there is no higher X") is itself a formulaic pattern in Sanskrit ethical literature. | [CORE] |
| सत्य (*satya*) | सत्येन उत्तभिता भूमिः | satyena uttabhitā bhūmiḥ | The earth is upheld by truth. | A fixed cosmological statement attested in Vedic and epic literature, asserting that truth is the foundational support of the earth and cosmos. Used in hymnic and didactic contexts to express the ontological and cosmological primacy of *satya*. The instrumental *satyena* (by means of truth) with a passive participle is the standard construction. | [CORE] |
| सत्य (*satya*) | सत्यं न परित्यजेत् | satyaṃ na parityajet | One should not abandon truth. | A prescriptive construction using the accusative of *satya* with the negative optative of *parityaj-* (to abandon, from *pari-* + root *tyaj-*), used in Dharmaśāstra and epic literature to state the duty of maintaining truthfulness under all circumstances. The negative optative construction is a standard prescriptive form in Sanskrit ethical literature. | [CORE] |
| सत्य (*satya*) | सत्येन शपामि / सत्येन शपे | satyena śapāmi / satyena śape | I swear by truth / I take an oath by truth. | An oath formula using the instrumental *satyena* (by truth) with the verb *śap-* (to swear, to take an oath); appears in legal and epic literature as a formula for oath-taking. The instrumental marks truth as the instrument or ground of the oath. | [CORE] |
| सत्य (*satya*) | सत्यं किल / सत्यं खलु | satyaṃ kila / satyaṃ khalu | Truly indeed; it is indeed true (that...). | A discourse-marking construction in which *satyam* (neuter accusative used adverbially) combines with affirmative particles (*kila*, *khalu*) to assert the truth of a following proposition; common in narrative and philosophical prose as a marker of affirmation or concession. | [CORE] |
| सत्य (*satya*) | सत्यं तु / सत्यं तथापि | satyaṃ tu / satyaṃ tathāpi | True, but... / True, yet even so... | A concessive construction in which *satyam* (adverbially used) concedes a point before introducing a qualification or counter-consideration; common in philosophical argumentation and commentary literature as a device for acknowledging an opponent's point before responding. | [CORE] |
| सत्य (*satya*) | सत्यात् न प्रमदितव्यम् | satyāt na pramaditavyam | One must not deviate from truth. | A gerundive construction expressing prohibition, attested in the Taittirīya Upaniṣad (1.11.1) as part of the same passage as *satyaṃ vada*. The gerundive *pramaditavyam* (from root *mad-* with prefix *pra-*, "to be negligent, to deviate") with the ablative of *satya* and the negation *na* forms a fixed injunctive formula. | [CORE] |
| सत्य (*satya*) | सत्यं प्रतिजानीते | satyaṃ pratijānīte | One pledges truth; one vows truthfully. | A construction using *satya* in the accusative with the verb *pratijñā-* (to pledge, to vow); appears in legal and epic contexts to describe the act of making a truthful pledge or vow. | [MARGINAL] |
| सत्य (*satya*) | साधु इति मन्यते | sādhu iti manyate | Considers (it) to be correct / regards (it) as proper. | A periphrastic construction using *sādhu* within an *iti*-clause as the content of the verb *man-* (to think, to consider), used in philosophical and grammatical literature to describe the cognitive act of evaluating something as correct or proper. | [CORE] |
| ऋत (*ṛta*) | ऋतस्य पथा | ṛtasya pathā | By the path of cosmic order / along the way of truth. | A fixed phrase from Vedic hymns (Ṛgveda), using the genitive of *ṛta* with the instrumental of *path* (path, way), designating the way of cosmic order along which the gods and the righteous travel. Attested as a formulaic expression in ritual and cosmological contexts. Confined to Vedic poetic register. | [MARGINAL] |
| ऋत (*ṛta*) | ऋतस्य पन्थाः | ṛtasya panthāḥ | The path of *ṛta*; the way of cosmic order. | A genitive construction attested in the Ṛgveda to designate the path or way that accords with cosmic order, often in the context of ritual correctness or moral conduct. The phrase functions as a conventional expression for the right way of acting or proceeding. | [CORE] |
| ऋत (*ṛta*) | ऋतं च सत्यं च | ṛtaṃ ca satyaṃ ca | Both cosmic order and truth / ṛta and satya. | A fixed dvandva-style pairing attested in Vedic texts (e.g., Ṛgveda 10.190.1: *ṛtaṃ ca satyaṃ cābhīddhāt tapaso 'dhyajāyata*; also Taittirīya Upaniṣad 1.1.1), where *ṛta* and *satya* are enumerated together as the foundational principles arising from cosmic heat (*tapas*). The pairing functions as a formulaic expression of the two aspects of cosmic and moral truth. The coordination is not merely additive but marks a conventional pairing that appears repeatedly in Vedic literature; the two terms are treated as complementary aspects of a single domain. | [CORE] |
| ऋत (*ṛta*) | ऋतेन ऋतम् अपिहितम् | ṛtena ṛtam apihitam | Truth is covered by truth / cosmic order is veiled by cosmic order. | A fixed enigmatic phrase from the Ṛgveda (5.62.1), also attested in the Bṛhadāraṇyaka Upaniṣad (5.15.1) and Īśā Upaniṣad (15), using the instrumental of *ṛta* with the past passive participle *apihita* (covered, concealed, from *api-* + root *dhā-*), expressing the paradoxical concealment of cosmic order within itself. Cited in philosophical and exegetical literature as an example of Vedic enigmatic speech (*brahmodya*). It is a fixed liturgical and philosophical formula rather than a free compositional phrase. | [MARGINAL] |
| ऋत (*ṛta*) | ऋतस्य योनौ | ṛtasya yonau | In the womb/source of cosmic order. | A fixed locative phrase from Vedic hymns, using the genitive of *ṛta* with the locative of *yoni* (womb, source, origin), designating the primordial source from which cosmic order arises or in which it is grounded. Attested in Ṛgvedic hymns in cosmological and ritual contexts. | [CORE] |
| ऋत (*ṛta*) | ऋतस्य योनिः | ṛtasya yoniḥ | The womb/source of *ṛta*; the origin of cosmic order. | A genitive construction attested in Vedic literature to designate the source or origin of cosmic order, typically applied to a deity (especially Varuṇa or Mitra) or to the sacrificial fire. Functions as a conventional epithet-formula in Vedic hymns. | [MARGINAL] |
| यथार्थ (*yathārtha*) | यथार्थं वदति | yathārthaṃ vadati | Speaks accurately / speaks as the matter is. | A periphrastic construction using *yathārtha* as an adverb (accusative of manner) with the verb *vadati* (speaks, from root *vad-*), used in philosophical and legal contexts to characterize speech that accurately represents its object. The adverbial use of *yathārtha* with verbs of speaking and knowing is widely attested. | [CORE] |
| यथार्थ (*yathārtha*) | यथार्थं वक्ति / यथार्थं कथयति | yathārthaṃ vakti / yathārthaṃ kathayati | Speaks accurately; describes correctly; says what is true to the object. | A construction using *yathārtha* adverbially (in the accusative) with verbs of speaking (*vac-*, *kath-*) to evaluate whether a statement accurately corresponds to its referent; common in philosophical and grammatical commentary. | [CORE] |
| यथार्थ (*yathārtha*) | यथार्थं ज्ञानम् | yathārthaṃ jñānam | Knowledge that is as the object is / accurate cognition. | A nominal phrase using *yathārtha* as an adjective modifying *jñāna* (knowledge), used in epistemological literature to characterize cognition that correctly corresponds to its object. Functionally equivalent to *pramā* but emphasizing the correspondence relation explicitly. Attested across Nyāya and Mīmāṃsā epistemological literature. This is the conventional way of characterizing a cognition as veridical or accurate in the Nyāya tradition; the construction appears in definitional contexts. | [CORE] |
| यथार्थ (*yathārtha*) | यथार्थं न भवति | yathārthaṃ na bhavati | Is not as the object is / does not correspond to the object. | A periphrastic construction using *yathārtha* as an adverb with the negative copula *na bhavati* (is not), used in epistemological and aesthetic contexts to characterize a representation, description, or cognition that fails to correspond to its object. The negative form is used to identify cases of inaccuracy or misrepresentation. | [CORE] |
| यथार्थ (*yathārtha*) | यथार्थदर्शिन् | yathārthadarśin | One who sees things as they are / one who perceives accurately. | A compound adjective using *yathārtha* with *darśin* (one who sees, from root *dṛś-*), used in philosophical and epic literature to characterize a person who perceives or understands things as they actually are. While morphologically a compound, it functions as a predicate construction in context and is included here as a fixed characterizing expression. | [CORE] |
| यथार्थ (*yathārtha*) | नाम यथार्थम् अस्ति | nāma yathārtham asti | The name is accurate (to its referent); the name corresponds to the object. | A construction evaluating whether a name (*nāma*) accurately corresponds to the thing it names; appears in philosophical and grammatical literature in discussions of the relationship between words and their referents. The predicate *yathārtham asti* functions as a copular evaluation. | [CORE] |
| यथार्थ (*yathārtha*) | यथार्थज्ञानम् उत्पद्यते | yathārthajñānam utpadyate | Accurate knowledge arises; correct cognition is produced. | A construction describing the arising or production of accurate cognition; *yathārthajñāna* functions as the subject of *utpad-* (to arise, to be produced), a standard verb in epistemological descriptions of cognitive events. | [CORE] |
| यथार्थ (*yathārtha*) | यथार्थं वक्तुम् | yathārthaṃ vaktum | To speak accurately; to state things as they are. | An infinitive construction using *yathārtha* as an adverb with the infinitive of *vac-* (to speak), used in philosophical and legal contexts to characterize the obligation or intention to describe things accurately. Appears in discussions of testimony and witness obligation. | [MARGINAL] |
| प्रमाण (*pramāṇa*) | प्रमाणं किम्? | pramāṇaṃ kim? | What is the means of valid knowledge? / What is the authority? | A standard interrogative formula in Sanskrit philosophical debate, used to challenge an opponent to specify the valid means of knowledge (*pramāṇa*) by which a claim is established. Attested as a formulaic opening move in philosophical disputation across Nyāya, Mīmāṃsā, and Buddhist epistemological literature. | [CORE] |
| प्रमाण (*pramāṇa*) | किं प्रमाणम् | kiṃ pramāṇam | What is the evidence? / What is the valid means of cognition? | An interrogative construction used in philosophical debate to challenge an interlocutor to produce evidence or a valid means of cognition for their claim; a standard formula in Sanskrit philosophical dialogue. | [CORE] |
| प्रमाण (*pramāṇa*) | प्रमाणेन सिद्धम् | pramāṇena siddham | Established by a valid means of knowledge / proven by authority. | A periphrastic construction using the instrumental of *pramāṇa* with the past passive participle *siddha* (established, from root *sidh-*), used in philosophical discourse to assert that a claim has been epistemically warranted. The instrumental + *siddha* pattern is a standard formula for asserting epistemic warrant across philosophical schools. | [CORE] |
| प्रमाण (*pramāṇa*) | प्रमाणाभावात् | pramāṇābhāvāt | Due to the absence of a valid means of knowledge / for lack of evidence. | A fixed ablative phrase using the compound *pramāṇābhāva* (absence of a valid means of knowledge) in the ablative of cause, used in philosophical argument to explain why a claim cannot be established or why a position must be rejected. Widely attested as a standard dismissive formula in Sanskrit philosophical debate. | [CORE] |
| प्रमाण (*pramāṇa*) | प्रमाणं नास्ति | pramāṇaṃ nāsti | There is no valid means of knowledge / there is no authority for this. | A periphrastic construction using *pramāṇa* as subject with the negative existential *nāsti* (there is not, from *na* + *asti*), used in philosophical and legal discourse to deny that a claim has any epistemic warrant. A standard formula for rejecting an opponent's position. | [CORE] |
| प्रमाण (*pramāṇa*) | न तत्र प्रमाणम् अस्ति | na tatra pramāṇam asti | There is no valid means of cognition for that; there is no evidence for that. | The negated form of the existential construction, used in philosophical argumentation to deny that a claim has epistemic support; a standard formula for rejecting an opponent's position as lacking evidential grounding. | [CORE] |
| प्रमाण (*pramāṇa*) | प्रमाणम् अस्ति / प्रमाणं विद् | pramāṇam asti / pramāṇaṃ vid | [truncated in source] | [truncated in source] | [truncated in source] |
