| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **4. BECOME / INCHOATIVE** — *nivartate* (cessation, inverse transition) | मिथ्याज्ञानं निवर्तते | *mithyājñānaṃ nivartate* | "False knowledge ceases." | Marks the soteriological removal of *mithyājñāna* in Vedāntic literature; expresses the inverse inchoative transition (cessation rather than arising). Restricted to contexts describing removal of a negative epistemic state. | [CORE] |
| **4. BECOME / INCHOATIVE** — *utpadyate* for arising of cognitive state | प्रमा उत्पद्यते | *pramā utpadyate* | "valid cognition arises / is produced" | Standard construction for cognitive events in epistemological literature; *utpad-* and *jā-* take the arising cognition as grammatical subject. The construction is symmetric across valid and erroneous cognition. | [CORE] |
| **4. BECOME / INCHOATIVE** — *jāyate* for erroneous cognition | भ्रमः जायते | *bhramaḥ jāyate* | "error arises / mistaken cognition comes about" | Structurally parallel to *pramā utpadyate* and explicitly contrasted with it in epistemological texts; *jā-* and *utpad-* are interchangeable in this construction. No restriction to erroneous cognition specifically. | [CORE] |
| **4. BECOME / INCHOATIVE** — *bhavati* for transition into property/status | प्रमाणभूतः (भवति) | *pramāṇabhūtaḥ (bhavati)* | "He becomes / has become an authority" | *Pramāṇa-bhūta* is a lexicalized compound (past participle of *bhū-*) expressing the inchoative result; the periphrastic *bhavati* may be dropped. Compounding is the preferred strategy over periphrasis. | [CORE] |
| **5. CAUSATIVE** — Morphological causative (*-aya-* suffix) | सत्यापन | *satyāpana* | "Verification, attestation." | Attested in legal and administrative Sanskrit; not broadly productive in classical philosophical Sanskrit. Restricted to the *satyā-* + causative-of-*āp-* pattern; no parallel morphological causatives on bare *satya-*, *pramā-*, or *dharma-* roots are attested. | [MARGINAL] |
| **5. CAUSATIVE** — Periphrastic causative (noun + *karaṇa*) | प्रमाणीकरण | *pramāṇīkaraṇa* | "Validation, authentication, certification." | More common in modern Sanskrit-influenced administrative usage than in classical philosophical Sanskrit. The dominant pattern for causative meaning in this domain where morphological causative is unavailable. | [MARGINAL] |
| **5. CAUSATIVE** — Periphrastic causative with *āpādaya-* | दोषम् आपादयति | *doṣam āpādayati* | "brings about a fault / introduces a defect (in the opponent's position)" | Standard periphrastic causative strategy in debate and argumentation contexts; truth-domain nominal appears as object. Direct morphological causative of a truth-predicate adjective is not a productive pattern. | [CORE] |
| **5. CAUSATIVE** — Morphological causative (*satyāpayati*) | सत्यापयति | *satyāpayati* | "causes (something) to be verified / authenticates" | Restricted to the *satyāpana* / *satyāpita* formation; not a productive morphological pattern across the truth-domain vocabulary generally. Productive in legal and administrative contexts; not attested as a general philosophical or literary formula. Restricted to verification/authentication semantic domain. The *pramāṇīkaraṇa* periphrastic strategy represents a further alternative. | [MARGINAL] |
| **5. CAUSATIVE** — Morphological causative of *gam-* | असतो मा सद्गमय | *asato mā sad gamaya* | "Lead me from the unreal to the real" | Fixed liturgical formula from Bṛhadāraṇyaka Upaniṣad; causative imperative of *gam-*. This specific instance is formulaic and not freely productive in the same register; the morphological causative pattern itself is fully regular. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — *-tā* suffix (feminine abstract) | सत्यता | *satyatā* | "Truthfulness, the property of being true." | Fully productive across truth-domain bases in philosophical and ethical discourse. Functions as subject or object of predication, naming the property rather than an instance. More common in general philosophical prose. Both *-tā* and *-tva* suffixes are attested on the same bases, with register and context determining preference. Choice between *-tā* and *-tva* is partly stylistic and partly school-conventional; no consistent semantic distinction is supported by the data. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — *-tva* suffix (neuter abstract) | मिथ्यात्व | *mithyātva* | "The property of being *mithyā* / illusoriness / the state of being illusory." | More frequent than *-tā* in technical philosophical argument; central to Advaita Vedānta ontological debate. Fully productive on truth-domain bases. *Mithyātva* additionally carries a specific technical meaning in Advaita Vedānta (neither real nor unreal) beyond the general nominalization function; usage in Advaita contexts is therefore not freely interchangeable with *mithyātā*. More common in Navya-Nyāya technical contexts and formal definitional prose where the property is treated as a logical object of analysis. No consistent semantic distinction from *-tā* is supported by the data generally. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — *-vādin* compound (positive) | सत्यवादिन् | *satyavādin* | "One who speaks truth, a truth-teller." | The dominant pattern for truth-domain agents in ethical and epistemological literature; used as an epithet and as a category in discussions of reliable testimony. Standard in Dharmaśāstra witness-evaluation contexts; *-vādin* is the more frequent suffix in the *satya*-family specifically. Not restricted to legal prose but most formulaic there. Most productive agentive pattern in the truth-domain; both *satyavādin* and *asatyavādin* are attested as legal and ethical categories. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — *-vādin* compound (negative) | असत्यवादिन् | *asatyavādin* | "One who speaks falsely, a liar." | Used in ethical and legal literature to characterize an unreliable speaker or witness. Structurally parallel to positive form; both are well-attested. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — *-vādin* compound (negative, alternate base) | मिथ्यावादिन् | *mithyāvādin* | "One who speaks falsely." | Attested alongside *asatyavādin*; structurally parallel. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — *-tṛ* suffix (epistemic agent) | पमातृ | *pramātṛ* | "the knowing subject, one who has valid cognition" | Restricted to the epistemological technical register; *pramātṛ* is a fixed term within the standard triad *pramātṛ / pramāṇa / prameya* and is not a freely productive agentive formation across the truth-domain vocabulary generally. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — *-bhāṣin* suffix (speech agent) | अनृतभाषिन् | *anṛta-bhāṣin* | "one who speaks falsehood / a liar" | Standard in Dharmaśāstra; *-bhāṣin* is the more frequent suffix in the *anṛta*-family. Near-synonymous with *-vādin* in function; distribution across truth-domain families is observable but not absolute. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — *-jña* suffix (epistemic agent) | ऋतज्ञ | *ṛta-jña* | "knower of cosmic order" | Restricted to the epistemic domain (knowing, not speaking); less frequent than *-vādin* and *-bhāṣin* in the attested truth-domain set. Productive but occupies a distinct semantic niche. | [MARGINAL] |
| **8. PRESCRIPTIVE / INJUNCTIVE** — Accusative + optative of *brū-* / *vad-* | सत्यं ब्रूयात् | *satyaṃ brūyāt* | "One should speak the truth." | The canonical syntactic form for ethical prescriptions about speech in Dharmaśāstra; attested in Manusmṛti 4.138 and widely across the literature. Restricted to speech-evaluating and conduct-evaluating contexts; does not extend to epistemological or ontological groups. Characteristic of Dharmaśāstra and Upaniṣadic ethical instruction; optative expresses normative expectation. Accusative of *satya*/*anṛta* with verbs of speaking is a recognized formulaic type across multiple genres. | [CORE] |
| **8. PRESCRIPTIVE / INJUNCTIVE** — Negative prohibitive: *na* + optative | असत्यं न वदेत् | *asatyaṃ na vadet* | "One should not speak untruth." | Standard prohibitive formula in Dharmaśāstra; structurally parallel to the positive injunction. Restricted to the same speech-evaluating and conduct-evaluating contexts as the positive form. | [CORE] |
| **8. PRESCRIPTIVE / INJUNCTIVE** — Gerundive with negation | सत्यात् न प्रमदितव्यम् | *satyāt na pramaditavyam* | "One must not deviate from truth" | Gerundive expresses stronger obligation than optative; negated gerundive is the standard form for prohibition in this domain. Attested in Taittirīya Upaniṣad 1.11.1 and Manusmṛti 4.138 as formulaic. | [CORE] |
| **9. ABLATIVE DEVIATION** — Ablative + *na calati* / *na pracalati* (negated deviation) | सत्यात् न प्रचलति | *satyāt na pracalati* | "Does not deviate from truth." | Standard formula for expressing steadfast adherence to a normative standard by negating departure from it; attested in Epic literature. Productive across conduct-evaluating and fittingness-evaluating domains. Does not appear in epistemological groups. | [CORE] |
| **9. ABLATIVE DEVIATION** — Ablative + *cyuta* (positive deviation) | औचित्यात् च्युतम् | *aucityāt cyutam* | "Fallen from propriety / deviated from what is fitting." | Standard formula for expressing deviation from a normative standard; attested in Sanskrit aesthetic literature. Inverse of the negated-deviation construction; both patterns are productive across conduct-evaluating and fittingness-evaluating domains. | [CORE] |
| **10. DISCOURSE-MARKING ADVERBIAL** — *-taḥ* adverbial from *vastu* | वस्तुतस्तु | *vastutastu* | "but in reality / but from the standpoint of the real thing" | Pervasive in Sanskrit commentary literature; functions as a level-of-analysis marker locating the following claim within a framework of degrees of reality. Structurally distinct from simple adverbial use of the neuter accusative. Widely used in commentarial prose as a conventional formula asserting factual or essential grounding; functions as a propositional operator over the whole sentence. | [CORE] |
| **10. DISCOURSE-MARKING ADVERBIAL** — *-taḥ* adverbial from *vastu* (base form) | वस्तुतः | *vastutaḥ* | "in reality / as a matter of fact" | Widely used in commentarial prose as a conventional formula asserting factual or essential grounding; functions as a propositional operator over the whole sentence. No periphrastic equivalent (*"it is true that…"*) is reported as a common alternate. | [CORE] |
| **10. DISCOURSE-MARKING ADVERBIAL** — *-taḥ* adverbial from *paramārtha* | परमार्थतः न विद्यते | *paramārthataḥ na vidyate* | "it does not exist at the ultimate level" | Characteristic of Advaita and Buddhist philosophical prose; *paramārthataḥ* and *tattvataḥ* are the most frequent forms alongside *vastutaḥ* in this pattern. The construction is a recognizable discourse genre feature of Sanskrit commentary literature. | [CORE] |
| **10. DISCOURSE-MARKING ADVERBIAL** — *-taḥ* adverbial from *tattva* | तत्त्वतः | *tattvataḥ* | "in truth / according to the real nature" | Parallel to *vastutaḥ* in function and distribution; both are conventional formulae in commentarial prose. No observable restriction distinguishing the two beyond lexical nuance (*vastu* = thing/reality; *tattva* = real nature/essence). | [CORE] |
| **11. OATH / PERFORMATIVE** — Instrumental | सत्येन शपामि | *satyena śapāmi* | "I swear by truth" | Attested as a fixed formula in Vedic, legal, and epic literature; instrumental marks truth as the ground of the oath. Pragmatically distinct from attributive uses: truth is invoked rather than predicated. | [CORE] |
| **11. OATH / PERFORMATIVE** — Accusative imperative | सत्यं वद | *satyaṃ vada* | "speak the truth" | Attested as a fixed injunctive formula across Vedic, legal, and epic registers; accusative marks truth as the content of the commanded speech act. Occupies a different syntactic role from the instrumental oath formula but participates in the same performative pattern. Attested in Taittirīya Upaniṣad 1.11.1. | [CORE] |
| **12. CONCESSIVE CONSTRUCTION** | सत्यं तु | *satyaṃ tu* | "true, but… / granted, yet…" | Recognizable device in Sanskrit philosophical argumentation for conceding an opponent's point before responding; *satyam* functions here as a concessive discourse particle rather than predicating truth of a specific proposition. Restricted to *satyam* among truth-domain terms; no other term participates in this pattern with comparable frequency. | [CORE] |
| **12. CONCESSIVE CONSTRUCTION** | सत्यं तथापि | *satyaṃ tathāpi* | "true, yet even so…" | Variant of the concessive construction with *tathāpi* rather than *tu* as the adversative particle. | [CORE] |
