| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| सत्य (*satya*) | सत्यनिष्ठ | satyaniṣṭha | *satya* + *niṣṭha* (devoted to, grounded in, from root *sthā-*); "grounded in truth" | devoted to truth, steadfast in truthfulness | Used in ethical and religious literature to characterize a person whose conduct and character are firmly grounded in truthfulness; appears in enumerations of virtuous qualities. (Cross-referenced from P1b Root 1, item 6.) | [CORE] |
| सत्य (*satya*) | सत्यप्रतिज्ञ | satyapratijna | *satya* + *pratijñā* (pledge, promise, from *prati-* + root *jñā-*); "whose pledge is truth" | one whose promises are true, one who keeps his word | Used in epic literature as an epithet of figures renowned for keeping their pledges; evaluates the reliability of a person's commitments as a form of truthfulness. (Cross-referenced from P1b Root 1, item 12.) | [CORE] |
| सत्य (*satya*) | सत्यशोधन | satyaśodhana | *satya* + *śodhana* (purification, investigation, from root *śudh-*); "investigation of truth" | investigation of truth, truth-seeking, verification | Used in modern Sanskrit and Sanskrit-influenced discourse for the process of investigating or establishing the truth of a matter; appears in academic and journalistic contexts. Used in modern Sanskrit-influenced discourse, including Gandhi's autobiography (*Satya-śodhana* / *My Experiments with Truth*), to denote the systematic pursuit of truth. (Cross-referenced from P1b Root 1, item 30.) | [CORE] |
| सत्य (*satya*) | सत्यग्रह | satyagraha | *satya* + *graha* (grasping, holding, from root *grah-*); "holding to truth" | holding to truth, truth-force | Coined or crystallized by Gandhi as a term for nonviolent resistance grounded in truth; widely used in political, historical, and ethical discourse in modern Indian languages and internationally. (Cross-referenced from P1b Root 1, item 9.) | [CORE] |
| सत्य (*satya*) | सत्याग्रह | satyāgraha | *satya* + *āgraha* (firm holding, insistence, from *ā-* + root *grah-*); "holding firmly to truth" | insistence on truth, truth-force | Systematized by Mohandas Gandhi to denote nonviolent resistance grounded in the force of truth; used in political, ethical, and historical discourse. (Cross-referenced from P1b Root 1, item 14.) | [CORE] |
| सत्य (*satya*) | सत्यवाक्य | satya-vākya | *satya* + *vākya* (utterance, from root *vac-*) | a true statement, a truthful utterance | Used in logical, legal, and ethical contexts to designate an utterance that corresponds to the facts; appears in discussions of testimony (*śabda-pramāṇa*). (Cross-referenced from P1b Root 1, item 10.) | [CORE] |
| सत्य (*satya*) | असत्य | asatya | *a-* (negation) + *satya*; "not true" | untruth, falsehood | Used across ethical, legal, and philosophical literature as the direct negation of *satya*, denoting a false statement or the quality of being untrue. Common in moral prescriptions against lying. | [CORE] |
| ऋत (*ṛta*) | ऋतधामन् | ṛtadhāman | *ṛta* + *dhāman* (abode, seat, from root *dhā-*); "whose abode is cosmic order" | one whose dwelling is cosmic order; an epithet of Varuṇa and other Vedic deities | Used in Vedic hymns as an epithet of deities associated with cosmic order, particularly Varuṇa; evaluates divine nature in terms of conformity to *ṛta*. Appears in the *Ṛgveda*. (Cross-referenced from P1b supplementary expansion, item 1; P1b Root 3, item 1.) | [CORE] |
| ऋत (*ṛta*) | ऋतावन् | ṛtāvan | *ṛta* + *-van* (possessive suffix); "possessing ṛta, conforming to cosmic order" | one who possesses or upholds cosmic order | Used in Vedic literature as an epithet of deities and persons who uphold or embody *ṛta*; evaluates conformity to cosmic and moral order. Appears in the *Ṛgveda* and *Atharvaveda*. (Cross-referenced from P1b supplementary expansion, item 2; P1b Root 3, item 2.) | [CORE] |
| ऋत (*ṛta*) | ऋतज्ञ | ṛtajña | *ṛta* + *jña* (knowing, from root *jñā-*); "knowing cosmic order" | one who knows cosmic order, knower of the right | Used in Vedic literature for one who has knowledge of *ṛta*; evaluates knowledge in terms of conformity to the right order of things. Appears in the *Ṛgveda*. (Cross-referenced from P1b supplementary expansion, item 3; P1b Root 3, item 3.) | [MARGINAL] |
| ऋत (*ṛta*) | ऋतस्य पथा | ṛtasya pathā | *ṛtasya* (genitive of *ṛta*) + *pathā* (instrumental of *path*, path); "by the path of cosmic order" | by the path of truth or right order | A fixed phrase in Vedic hymns (Ṛgveda) designating the way of cosmic order along which the gods and the righteous travel; used in ritual and cosmological contexts. (Cross-referenced from P1b supplementary expansion, item 4.) | [CORE] |
| ऋत (*ṛta*) | ऋतचित् | ṛtacit | *ṛta* + *cit* (perceiving, knowing, from root *cit-*); "perceiving cosmic order" | one who perceives or knows cosmic order | Attested in Vedic hymns as an epithet of deities and seers who have insight into *ṛta*; the form is Vedic and does not extend into classical Sanskrit. | [MARGINAL] |
| ऋत (*ṛta*) | ऋतप्रजात | ṛtaprajāta | *ṛta* + *prajāta* (born, produced, from *pra-* + root *jan-*); "born of cosmic order" | born of right order, produced by cosmic truth | Attested in Vedic hymns as a characterization of divine beings or sacred fires understood as arising from *ṛta*; confined to Vedic usage. | [MARGINAL] |
| ऋत (*ṛta*) | ऋतवान् | ṛtavān | *ṛta* + possessive suffix *-vat* (masculine nominative *-vān*); "one who possesses cosmic order" | one who embodies right order, righteous | Appears in Vedic literature as a characterization of persons or deities who uphold or embody *ṛta*; the form is confined to archaic Vedic contexts. | [MARGINAL] |
| ऋत (*ṛta*) | ऋतधीति | ṛtadhīti | *ṛta* + *dhīti* (thought, insight, from root *dhī-*); "thought/insight in accordance with cosmic order" | right-minded thought, insight aligned with cosmic order | A Vedic compound appearing in the Ṛgveda to characterize inspired or correct thought; confined to Vedic poetic contexts. | [MARGINAL] |
| ऋत (*ṛta*) | ऋतंभरा | ṛtaṃbharā | *ṛtam* (accusative of *ṛta*) + *bharā* (bearing, from root *bhṛ-*); "truth-bearing" | truth-bearing; an epithet of a special type of wisdom in Yoga philosophy | Used in *Yogasūtra* 1.48 to designate the highest form of wisdom (*prajñā*) that directly bears or carries truth; also used as an epithet of Vedic speech. (Cross-referenced from P1b Root 3, item 11.) | [CORE] |
| अनृत (*anṛta*) | अनृतवचन | anṛtavacana | *anṛta* + *vacana* (speech, utterance, from root *vac-*); "speech contrary to cosmic order, false speech" | false speech, lying, speech contrary to right order | Used in Vedic and Dharmaśāstra literature for the category of false or wrongful speech; appears in enumerations of wrongful acts of speech alongside other violations of right conduct. Appears in *Dharmaśāstra* lists of prohibited conduct. (Cross-referenced from P1b supplementary expansion, item 5; P1b Root 3, item 10.) | [CORE] |
| अनृत (*anṛta*) | आनृत्य | ānṛtya | *anṛta* + secondary suffix *-ya* (with *vṛddhi*); "the state or quality of being *anṛta*" | falsehood, the quality of being false or contrary to order | Appears in Vedic and early post-Vedic legal literature to denote the abstract quality of falsehood or disorder; less common than *anṛta* itself and confined to archaic or formal registers. Used in contexts discussing the sin of lying. | [MARGINAL] |
| अनृत (*anṛta*) | अनृतभाषिन् | anṛta-bhāṣin | *anṛta* + *bhāṣin* (speaking, from root *bhāṣ-*) | one who speaks falsehood, a liar | Used in ethical and legal literature to characterize a person who habitually speaks falsely; appears in *Dharmaśāstra* discussions of witness disqualification. (Cross-referenced from P1b Root 3, item 9.) | [CORE] |
| असत्य (*asatya*) | असत्यता | asatyatā | *asatya* + *-tā* (abstract nominal suffix); "the state of being untrue" | untruthfulness, falseness, the property of being untrue | Used in philosophical and ethical discourse to name the abstract property of being untrue or untruthful; appears in discussions of the nature of falsehood and in characterizations of persons of untruthful character. Appears in commentarial literature on testimony and witness evaluation. | [MARGINAL] |
| असत्य (*asatya*) | असत्यवादिन् | asatyavādin | *asatya* + *vādin* (one who speaks, from root *vad-*); "one who speaks untruth" | one who speaks falsely, a liar | Used in ethical and legal literature to characterize a person whose speech is unreliable or false; appears as a category in discussions of testimony and in enumerations of wrongful conduct. | [CORE] |
| असत्य (*asatya*) | असत्यवचन | asatyavacana | *asatya* + *vacana* (speech, utterance); "false utterance" | false speech, lying, untruthful utterance | Used in Dharmaśāstra and ethical literature for the act or practice of speaking falsely; appears in enumerations of wrongful speech acts alongside other violations of right conduct. | [CORE] |
| असत्य (*asatya*) | असत्यभाषण | asatya-bhāṣaṇa | *asatya* + *bhāṣaṇa* (speaking, from root *bhāṣ-*) | speaking falsehood, false speech, lying | Used in ethical and legal literature to designate the act of uttering falsehoods; appears in *Dharmaśāstra* lists of prohibited conduct and in discussions of witness credibility. (Cross-referenced from P1b Root 1, item 18.) | [CORE] |
| प्रमाण (*pramāṇa*) | प्रामाण्य | prāmāṇya | *pramāṇa* + *-ya* (abstract adjectival suffix, with vṛddhi of initial syllable); "the property of being a valid means of knowledge" | validity, epistemic authority, the property of being a genuine means of knowledge | A central technical term in Mīmāṃsā and Nyāya epistemology for the property that makes a cognition or means of knowledge valid; debates about whether *prāmāṇya* is intrinsic (*svataḥ*) or extrinsic (*parataḥ*) are among the most important in Sanskrit epistemology. Used as the abstract noun for the property that makes something a *pramāṇa*. (Cross-referenced from P1b Root 2, item 3; P1b Root 2, item 13.) | [CORE] |
| प्रमाण (*pramāṇa*) | अप्रामाण्य | aprāmāṇya | *a-* (negation) + *prāmāṇya*; "invalidity, lack of epistemic authority" | invalidity, lack of epistemic authority | Used in epistemological literature for the property of a cognition or means of knowledge that fails to be valid; appears in discussions of how invalidity is recognized and what causes it. (Cross-referenced from P1b Root 2, item 6.) | [CORE] |
| प्रमाण (*pramāṇa*) | प्रमाणित | pramāṇita | *pramāṇa* + *-ita* (past passive participle suffix); "made authoritative, validated" | validated, authenticated, certified, proven | Used in legal and administrative contexts for something that has been officially validated or proven; appears in modern Sanskrit-influenced official language and in philosophical contexts for a claim that has been established. (Cross-referenced from P1b Root 2, item 17.) | [CORE] |
| प्रमाण (*pramāṇa*) | प्रमाणीकरण | pramāṇīkaraṇa | *pramāṇa* + *-ī-* (denominative) + *karaṇa* (making, from root *kṛ-*); "making into an authority, validating" | validation, authentication, certification | Used in modern Sanskrit-influenced administrative and legal language for the act of officially validating or authenticating a document, claim, or person. (Cross-referenced from P1b Root 2, items 16 and 21.) | [MARGINAL] |
| प्रमाण (*pramāṇa*) | प्रमाणभूत | pramāṇabhūta | *pramāṇa* + *bhūta* (become, being, past passive participle of root *bhū-*); "having become an authority" | authoritative, one who has become a valid authority | Used in Buddhist epistemology as an epithet of the Buddha, characterizing him as one whose cognitions are reliably valid; Dharmakīrti's *Pramāṇavārttika* opens with the characterization of the Buddha as *pramāṇabhūta*. Also used more broadly for any authoritative source or person. (Cross-referenced from P1b Root 2, items 3 and 10.) | [CORE] |
| प्रमाण (*pramāṇa*) | प्रमाणाभास | pramāṇābhāsa | *pramāṇa* + *ābhāsa* (semblance, appearance) | — | — | — |
