| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| हेतु / *hetu* | हेत्वाभास / *hetvābhāsa* | *hetu* / *hetvābhāsa* | genuine logical reason / semblance of a logical reason, fallacious reason, pseudo-reason | *Hetu* is a probative logical ground that meets the conditions for valid inference; *hetvābhāsa* is the primary technical application of the *ābhāsa* pattern in the logical domain, designating a reason that appears valid but fails to be genuinely probative. The contrast is stated explicitly in the fixed formula *hetvābhāsaḥ na hetuḥ* ("a pseudo-reason is not a genuine reason"), used in logical literature to mark the distinction between valid and invalid inferential grounds. | morphological (via *ābhāsa* suffix); also characterized as lexical | [CORE] |
| धर्म / *dharma* | अधर्म / *adharma* | *dharma* / *adharma* | right conduct, duty, the sustaining order / wrong conduct, violation of duty, unrighteousness | *Dharma* and *adharma* are the primary pair for evaluating conduct as conforming to or violating right order in Sanskrit ethical, legal, and epic literature. *Adharma* is the direct negation of *dharma*, formed by *a-* + *dharma*, and is a fundamental evaluative category in Sanskrit ethical literature. They are regularly contrasted in prescriptive and narrative contexts, and in Vaiśeṣika philosophy they name opposing categories of unseen moral force. The pair appears throughout *Dharmaśāstra* and epic literature. | morphological | [CORE] |
| साधु / *sādhu* (in grammatical usage) | अपशब्द / *apaśabda* | *sādhu* / *apaśabda* | correct, well-formed word / deviant, incorrect word, solecism, corrupt form | In Sanskrit grammatical literature, *sādhu* designates a word or form sanctioned by Pāṇinian grammar and the usage of the learned, while *apaśabda* designates a form that deviates from that standard. *Apaśabda* is the opposite of *sādhu* in the grammatical sense. *Sādhu* and *apaśabda* are the core terms of the grammatical correctness evaluator group, explicitly contrasted with each other in grammatical literature. | lexical | [CORE] |
| साधु / *sādhu* | असाधु / *asādhu* | *sādhu* / *asādhu* | correct (linguistic form), virtuous, good / incorrect (linguistic form), bad, improper | *Asādhu* is the negation of *sādhu*, formed by *a-* + *sādhu*. In grammatical literature it characterizes an incorrect or ill-formed linguistic expression; in ethics it marks a person or act as bad or improper. The pair is explicitly listed as a contrastive pair. The constructional contrast *sādhu iti prayujyate* / *sādhu na bhavati* is documented as a standard formula pair. The formulaic pair *sādhuḥ śabdaḥ* / *asādhuḥ śabdaḥ* is documented as the standard grammatical evaluation formula. | morphological | [CORE] |
| मुख्य / *mukhya* | गौण / *gauṇa* | *mukhya* / *gauṇa* | primary, literal, direct (use of a term) / secondary, figurative, based on a shared quality | In Mīmāṃsā and philosophical grammar, *mukhya* designates the primary or literal sense of a term, while *gauṇa* designates a secondary or figurative use licensed by a quality (*guṇa*) shared between the primary and secondary referents. The two terms are the standard contrast pair for evaluating whether a predication is literal or figurative. | lexical | [CORE] |
| मुख्य / *mukhya* | औपचारिक / *aupacārika* | *mukhya* / *aupacārika* | primary, literal / figurative, secondary, conventional | *Mukhya* and *aupacārika* are contrasted in Mīmāṃsā and philosophical grammar as the primary/literal versus the secondary/conventional mode of linguistic reference. *Aupacārika* emphasizes the conventional or courtesy dimension of secondary use, distinguishing it from *gauṇa* which emphasizes the quality-based dimension, though both contrast with *mukhya*. | lexical | [MARGINAL] |
| वस्तु / *vastu* | आभास / *ābhāsa* | *vastu* / *ābhāsa* | real thing, genuine entity / mere semblance, appearance without genuine reality | *Vastu* designates a genuinely existing thing that cognition must correspond to; *ābhāsa* designates something that merely appears to be what it is not. The contrast is stated explicitly in the formula *ābhāsamātram na vastu* ("a mere semblance is not a real thing"), attested in epistemological and Vedāntic literature as a standard ontological denial directly contrasting *ābhāsa* (something that resembles the genuine article without being it) with *vastu* (the genuine article itself). | lexical | [CORE] |
| वस्तु / *vastu* | प्रतिभास / *pratibhāsa* | *vastu* / *pratibhāsa* | real thing, actual entity / mere appearance, semblance | *Vastu* designates what something genuinely is as a real entity; *pratibhāsa* designates how something appears, particularly when the appearance may not correspond to reality. The construction *pratibhāse sati api vastu na tathā* ("even though there is an appearance, the real thing is not like that") is documented as a formulaic expression of this contrast. | lexical | [CORE] |
| सत् / *sat* | मिथ्या / *mithyā* | *sat* / *mithyā* | genuine being, the absolutely real / neither absolutely real nor absolutely unreal, illusory | In Advaita Vedānta, *mithyā* is explicitly defined as neither *sat* nor *asat* (*mithyā na sat na asat*), making it a third ontological category that stands in contrast to *sat* (absolute reality) without being its simple negation. The *sat* / *mithyā* contrast is therefore asymmetric: *mithyā* does not simply negate *sat* but occupies an intermediate position. The formula *mithyeti niścitam* is documented as the standard way of assigning this status. This contrast is specific to the Advaita framework and is not the same as the *sat/asat* binary. | lexical | [CORE] |
| सत्य / *satya* | मिथ्या / *mithyā* | *satya* / *mithyā* | truth, the real / false, illusory, of indeterminate ontological status | *Mithyā* is used in contrast to *satya* in both ethical speech contexts (false speech versus true speech) and Advaita Vedāntic ontology (where *mithyā* designates what is neither absolutely *sat* nor absolutely *asat*). The contrast is lexical rather than morphological; *mithyā* is not derived from *satya*. The dual usage of *mithyā* spans both the ethical and ontological domains. | lexical | [CORE] |
| यथार्थ / *yathārtha* | मिथ्या / *mithyā* | *yathārtha* / *mithyā* | as the object actually is, accurate / false, erroneous, illusory | *Yathārtha* evaluates a cognition or description as corresponding to its object as it actually is; *mithyā* evaluates a cognition or object as false, erroneous, or illusory. The two terms are used in overlapping epistemological contexts to evaluate the accuracy of cognition, with opposite valences. | lexical | [CORE] |
| यथार्थ / *yathārtha* | अयथार्थ / *ayathārtha* | *yathārtha* / *ayathārtha* | accurate, true to the object / inaccurate, not corresponding to reality | *Ayathārtha* is the negation of *yathārtha*, formed by *a-* + *yathārtha*, used in epistemological contexts to characterize cognitions or statements that fail to represent their objects correctly. *Ayathārtha* is less frequent than *yathārtha* but attested in commentarial literature. | morphological | [MARGINAL] |
| तथ्य / *tathya* | अतथ्य / *atathya* | *tathya* / *atathya* | true, factual / untrue, not factual, contrary to the facts | *Atathya* is the negation of *tathya*, formed by *a-* + *tathya*, characterizing a statement or account that does not correspond to how things actually are. | morphological | [CORE] |
| वास्तव / *vāstava* | अवास्तव / *avāstava* | *vāstava* / *avāstava* | real, actual, genuine / unreal, not actual, not genuine | *Avāstava* is the negation of *vāstava*, formed by *a-* + *vāstava*, characterizing something as lacking genuine correspondence to reality. | morphological | [MARGINAL] |
| युक्त / *yukta* | अयुक्त / *ayukta* | *yukta* / *ayukta* | appropriate, fitting, reasonable / inappropriate, unfitting, unreasonable | *Ayukta* is the direct negation of *yukta*, formed by *a-* + *yukta*, used in philosophical, legal, and literary texts as the contrasting evaluation. The constructional pair *yuktam etat* / *na yuktam etat* is documented as a standard evaluative formula pair and as the primary example of the attribution / negative attribution construction contrast. | morphological | [CORE] |
| उचित / *ucita* | अनुचित / *anucita* | *ucita* / *anucita* | appropriate, fitting, proper / inappropriate, improper, unsuitable | *Anucita* is the direct negation of *ucita*, formed by *an-* + *ucita*, used in ethical, literary, and social contexts. The constructional pair *ucitam etat* / *na ucitam* is documented as a standard formula pair. | morphological | [CORE] |
| औचित्य / *aucitya* | अनौचित्य / *anaucitya* | *aucitya* / *anaucitya* | propriety, fittingness / impropriety, unfittingness | *Anaucitya* is the antonym of *aucitya* in Sanskrit aesthetic literature, particularly in Kṣemendra's tradition; the pair marks literary composition or conduct as fitting or inappropriate to its context. Both are placed in the primary opposition in the domain of contextual appropriateness. | morphological | [CORE] |
| गुण / *guṇa* | दोष / *doṣa* | *guṇa* / *doṣa* | quality, merit, virtue / fault, defect, flaw | *Guṇa* and *doṣa* are contrasted with each other in evaluative contexts. The compound *guṇadoṣa* (dvandva) is documented as a standard formula for balanced evaluation (*guṇadoṣavivecanaṃ*, "discrimination of merits and faults"). The pair is explicitly listed as a contrastive pair structuring philosophical debate. | lexical | [CORE] |
| शुद्ध / *śuddha* | अशुद्ध / *aśuddha* | *śuddha* / *aśuddha* | pure, correct, unadulterated / impure, incorrect, contaminated | *Aśuddha* is the antonym of *śuddha* in ritual, grammatical, and ethical contexts; the pair marks a form, substance, or person as free from or contaminated by error, impurity, or admixture. | morphological | [CORE] |
| शुद्धि / *śuddhi* | अशुद्धि / *aśuddhi* | *śuddhi* / *aśuddhi* | purification, correctness / impurity, incorrectness, a grammatical error | This pair is the action-noun opposition corresponding to *śuddha* / *aśuddha*; in grammar, *śuddhi* designates the correction of an error and *aśuddhi* designates the error itself. The pair is operative in both ritual and grammatical domains. | morphological | [CORE] |
| सत्यवादिन् / *satyavādin* | असत्यवादिन् / *asatyavādin* | *satyavādin* / *asatyavādin* | one who speaks truth, truth-speaker / one who speaks falsely, liar | These agentive compounds characterize persons as reliable or unreliable speakers respectively. They are structurally parallel and are used in ethical and legal literature to evaluate the trustworthiness of testimony and the character of speakers. Both *satyavādin* and *asatyavādin* are attested as legal and ethical categories and are described as the most productive agentive pattern in the truth-domain. | morphological | [CORE] |
| सत्कार / *satkāra* | असत्कार / *asatkāra* | *satkāra* / *asatkāra* | honor, respectful treatment / disrespect, dishonoring treatment | *Satkāra* designates the act of treating someone as they genuinely deserve (honoring); *asatkāra* is its negation, designating disrespectful or dishonoring treatment. The contrast operates in social and ethical contexts rather than epistemological ones, with the *sat/asat* root contributing an evaluative sense of genuine worth. | morphological | [CORE] |
| सत्कार्यवाद / *satkāryavāda* | असत्कार्यवाद / *asatkāryavāda* | *satkāryavāda* / *asatkāryavāda* | the doctrine that the effect pre-exists (as real) in the cause / the doctrine that the effect does not pre-exist in the cause | These two terms name directly opposing positions in the Sanskrit philosophical debate about causation: the Sāṃkhya-Vedānta position that the effect is genuinely real in the cause prior to production (*satkāryavāda*), versus the Nyāya-Vaiśeṣika and Buddhist position that the effect is a genuinely new entity not pre-existing in the cause (*asatkāryavāda*). They are explicitly paired as contrasting doctrinal positions and are defined explicitly in contrast to each other. | morphological | [CORE] |
| परमार्थ / *paramārtha* (and पारमार्थिक / *pāramārthika*) | व्यावहारिक / *vyāvahārika* | *paramārtha* / *vyāvahārika* | ultimate truth, highest reality / conventional, practical, empirical | *Vyāvahārika* denotes the level of truth or validity that holds within conventional or practical usage, as opposed to the ultimate (*pāramārthika*) level. The paired construction *paramārthasatyam* / *saṃvṛtisatyam* (or *vyāvahārikasatyam*) constitutes the two-truths doctrine | lexical | [CORE] |
