# F4 Construction Table
# Language: English (en)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| Agentive nominal (compound) | She's a truth-teller. | /ʃiːz ə ˈtruːθˌtɛlər/ | She habitually speaks truthfully. | Compound formation fills lexical gap (*truist). Less frequent than "liar." Positive evaluation, somewhat formal/literary. | [MARGINAL] |
| Verb + truth-domain adverb (-ly) | She answered honestly. | /ʃiː ˈɑːnsərd ˈɒnɪstli/ | She answered in a truthful manner. | Regular -ly derivation. Modifies manner of action. Common across all registers. | [CORE] |
| Verb + truth-domain adverb (-ly) | He spoke truthfully. | /hiː spəʊk ˈtruːθfəli/ | He spoke in accordance with facts. | Same pattern. Some adverbs grammaticalized as discourse markers ("honestly" = frankly speaking), extending beyond pure manner. | [CORE] |
| Degree modifier + truth-domain adjective | The report is completely accurate. | /ðə rɪˈpɔːt ɪz kəmˈpliːtli ˈækjərət/ | The report is entirely precise. | Gradable adjectives accept degree modification freely. "Completely/entirely" with completive semantics. Common in formal assessment contexts. | [CORE] |
| Comparative | She's more honest than him. | /ʃiːz mɔːr ˈɒnɪst ðən hɪm/ | She has a greater degree of honesty. | Standard comparative with gradable adjectives. Common in contrastive contexts. | [CORE] |
| It + copula + truth-domain adjective + that-clause | It is true that he resigned. | /ɪt ɪz truː ðæt hiː rɪˈzaɪnd/ | The proposition of his resignation corresponds to facts. | Extraposition for propositional evaluation. Common in formal/written registers. Allows focus on proposition. | [CORE] |
| Subject + SEEM/APPEAR + truth-domain adjective | The story seems authentic. | /ðə ˈstɔːri siːmz ɔːˈθɛntɪk/ | The story appears to be genuine (based on evidence). | Evidential uncertainty marking. Common across registers. "Seem/appear" indicate inference from evidence. | [CORE] |
| Conventionalized phrases functioning as discourse markers | To be honest, I don't like it. | /tə biː ˈɒnɪst aɪ dəʊnt laɪk ɪt/ | Frankly speaking (discourse frame), I don't like it. | Grammaticalized discourse marker. Signals speaker stance (frankness), not truth-evaluation. Highly frequent in conversational discourse. | [CORE] |
| Conventionalized phrases functioning as discourse markers | To tell the truth, I forgot. | /tə tɛl ðə truːθ aɪ fəˈɡɒt/ | In truth (discourse frame), I forgot. | Same function as above. Frames utterance pragmatically. Common in informal registers. | [CORE] |
| Verb + object + truth-domain adjective (resultative) | They proved him wrong. | /ðeɪ pruːvd hɪm rɒŋ/ | They demonstrated that he was incorrect. | "Prove + object + right/wrong/false" is productive pattern. Common in argumentative contexts. | [CORE] |
| Verb + object + as + truth-domain adjective | She exposed it as fake. | /ʃiː ɪkˈspəʊzd ɪt əz feɪk/ | She revealed its counterfeit nature. | "Expose/reveal as fake/counterfeit" marks unmasking. Common in investigative/journalistic contexts. | [CORE] |
| More/less truth-domain adjective than... | This version is more accurate than the first. | /ðɪs ˈvɜːʃən ɪz mɔːr ˈækjərət ðən ðə fɜːst/ | This version has greater precision. | Standard comparative with gradable adjectives. Common in evaluative/contrastive contexts. | [CORE] |
| As truth-domain adjective as... | He's as honest as they come. | /hiːz əz ˈɒnɪst əz ðeɪ kʌm/ | He has maximal honesty (idiomatic). | Equative comparison. "As honest as they come" is fixed expression for maximal degree. Common in informal registers. | [CORE] |
| Subject + copula + not + adjective₁ + but + adjective₂ | It's not false, just incomplete. | /ɪts nɒt fɔːls dʒʌst ˌɪnkəmˈpliːt/ | The characterization as false is rejected; incomplete is more accurate. | Corrective/clarificatory function. Common in argumentative discourse. Second term typically weakens or reframes first. | [CORE] |
| Subject + copula + not + adjective₁ + but + adjective₂ | He's not dishonest, merely tactful. | /hiːz nɒt dɪsˈɒnɪst ˈmɪəli ˈtæktfəl/ | The characterization as dishonest is rejected; tactful is more accurate. | Same pattern. Rejects negative characterization in favor of neutral/positive one. Common in face-saving contexts. | [CORE] |
| Intensifier + truth-domain adjective | That's absolutely true. | /ðæts ˈæbsəluːtli truː/ | That corresponds completely to facts. | Intensifiers with absolute terms (absolutely/completely/entirely). Common in emphatic assertion. | [CORE] |
| Truth-domain adjective + intensifying phrase | He's honest to a fault. | /hiːz ˈɒnɪst tə ə fɔːlt/ | He is excessively honest. | Fixed intensifying phrase indicating excess. Less frequent, somewhat literary. Implies negative consequence of excessive quality. | [MARGINAL] |
