# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 1.6.3 | The facts came to light. | /ðə fækts keɪm tə laɪt/ | [CORE] | Fixed expression for revelation. |
| 2.1.1 | *He made the statement true. | — | [MARGINAL] | Highly marked. Implies changing reality to match statement, which is conceptually odd. "Made the statement come true" slightly better but still awkward. |
| 2.1.2 | *They made the claim false. | — | [UNATTESTED] | Ungrammatical. Cannot make a claim false through action (can only prove it false). |
| 2.1.3 | *She made the document authentic. | — | [UNATTESTED] | Ungrammatical. Authenticity is inherent, not caused. "Authenticated" required instead. |
| 2.2.1.1 | The lab verified the results. | /ðə læb ˈvɛrɪfaɪd ðə rɪˈzʌlts/ | [CORE] | Standard causative for confirming truth/accuracy. Common in technical contexts. |
| 2.2.1.2 | We verified his identity. | /wiː ˈvɛrɪfaɪd hɪz aɪˈdɛntəti/ | [CORE] | Common in security and administrative contexts. |
| 2.2.2.1 | He falsified the records. | /hiː ˈfɔːlsɪfaɪd ðə ˈrɛkɔːdz/ | [CORE] | Standard causative for making false, especially documents. Common in legal contexts. |
| 2.2.2.2 | The data was falsified. | /ðə ˈdeɪtə wəz ˈfɔːlsɪfaɪd/ | [CORE] | Common in academic misconduct contexts. |
| 2.2.3.1 | The expert authenticated the painting. | /ði ˈɛkspɜːt ɔːˈθɛntɪkeɪtɪd ðə ˈpeɪntɪŋ/ | [CORE] | Standard causative for verifying authenticity. Common in art and document contexts. |
| 2.2.3.2 | They authenticated the signature. | /ðeɪ ɔːˈθɛntɪkeɪtɪd ðə ˈsɪɡnətʃər/ | [CORE] | Common in legal and administrative contexts. |
| 2.2.4.1 | The test validated the hypothesis. | /ðə tɛst ˈvælɪdeɪtɪd ðə haɪˈpɒθəsɪs/ | [CORE] | Standard causative for confirming validity. Common in scientific contexts. |
| 2.2.4.2 | Please validate your ticket. | /pliːz ˈvælɪdeɪt jər ˈtɪkɪt/ | [CORE] | Common in transportation and administrative contexts. |
| 2.2.5.1 | This evidence invalidates the theory. | /ðɪs ˈɛvɪdəns ɪnˈvælɪdeɪts ðə ˈθɪəri/ | [CORE] | Standard causative for nullifying validity. Common in academic contexts. |
| 2.2.5.2 | The error invalidated the results. | /ði ˈɛrər ɪnˈvælɪdeɪtɪd ðə rɪˈzʌlts/ | [CORE] | Common in scientific and technical contexts. |
| 2.2.6.1 | She corrected the error. | /ʃiː kəˈrɛktɪd ði ˈɛrər/ | [CORE] | Standard causative for making correct. Very common across all contexts. |
| 2.2.6.2 | He corrected my pronunciation. | /hiː kəˈrɛktɪd maɪ prəˌnʌnsiˈeɪʃən/ | [CORE] | Common in educational contexts. |
| 2.2.7.1 | She realized her dreams. | /ʃiː ˈrɪəlaɪzd hər driːmz/ | [CORE] | Standard causative for making real. Common in aspirational contexts. Note: distinct from epistemic sense "become aware." |
| 2.2.7.2 | They realized the plan. | /ðeɪ ˈrɪəlaɪzd ðə plæn/ | [CORE] | Common in planning and project contexts. |
| 2.2.8.1 | He counterfeited the currency. | /hiː ˈkaʊntərfɪtɪd ðə ˈkʌrənsi/ | [CORE] | Standard causative for producing counterfeits. Common in legal contexts. |
| 2.2.8.2 | They counterfeited designer goods. | /ðeɪ ˈkaʊntərfɪtɪd dɪˈzaɪnər ɡʊdz/ | [CORE] | Common in commercial crime contexts. |
| 2.2.9.1 | He faked the signature. | /hiː feɪkt ðə ˈsɪɡnətʃər/ | [CORE] | Standard causative for producing fakes. Common in informal contexts. |
| 2.2.9.2 | She faked her credentials. | /ʃiː feɪkt hər krɪˈdɛnʃəlz/ | [CORE] | Common in fraud contexts. |
| 2.3.1 | They proved him wrong. | /ðeɪ pruːvd hɪm rɒŋ/ | [CORE] | Productive pattern with "prove." Common in argumentative contexts. |
| 2.3.2 | The evidence proved her right. | /ði ˈɛvɪdəns pruːvd hər raɪt/ | [CORE] | Same pattern. Common across contexts. |
| 2.3.3 | They proved the claim false. | /ðeɪ pruːvd ðə kleɪm fɔːls/ | [CORE] | Productive with "prove + false/true/correct/wrong." |
| 2.3.4 | *They made him honest. | — | [UNATTESTED] | Ungrammatical as resultative. Character traits cannot be caused this way. |
| 2.3.5 | *She painted it true. | — | [UNATTESTED] | Ungrammatical. General resultatives do not work with truth-adjectives. |
| 2.4.1 | She exposed it as fake. | /ʃiː ɪkˈspəʊzd ɪt əz feɪk/ | [CORE] | Common with "expose/reveal" for unmasking deception. |
| 2.4.2 | He revealed it as a lie. | /hiː rɪˈviːld ɪt əz ə laɪ/ | [CORE] | Common in investigative contexts. |
| 2.4.3 | They identified it as counterfeit. | /ðeɪ aɪˈdɛntɪfaɪd ɪt əz ˈkaʊntərfɪt/ | [CORE] | Common in verification contexts. |
| 2.4.4 | The test confirmed it as genuine. | /ðə tɛst kənˈfɜːmd ɪt əz ˈdʒɛnjuɪn/ | [CORE] | Common in authentication contexts. |
| 3.1.1 | The statement remains true. | /ðə ˈsteɪtmənt rɪˈmeɪnz truː/ | [CORE] | Common construction for continued truth-status. Formal register. |
| 3.1.2 | The contract remains valid. | /ðə ˈkɒntrækt rɪˈmeɪnz ˈvælɪd/ | [CORE] | Very common in legal contexts. |
| 3.1.3 | He remained honest. | /hiː rɪˈmeɪnd ˈɒnɪst/ | [CORE] | Common in character evaluation. |
| 3.1.4 | The document remained authentic. | /ðə ˈdɒkjumənt rɪˈmeɪnd ɔːˈθɛntɪk/ | [CORE] | Common in verification contexts. |
| 3.2.1 | The facts stay true. | /ðə fækts steɪ truː/ | [MARGINAL] | Less common than "remain true." More informal register. |
| 3.2.2 | He stayed honest. | /hiː steɪd ˈɒnɪst/ | [CORE] | Common in character contexts. More informal than "remained." |
| 3.2.3 | *The claim stayed false. | — | [MARGINAL] | Awkward. "Remained false" strongly preferred. |
| 3.3.1 | *The statement keeps true. | — | [UNATTESTED] | Ungrammatical. "Keep" does not work with propositional truth-adjectives. |
| 3.3.2 | *He keeps honest. | — | [UNATTESTED] | Ungrammatical. "Keep" requires different construction ("keep being honest" marginally acceptable). |
| 3.4.1 | The principle holds true. | /ðə ˈprɪnsəpəl həʊldz truː/ | [CORE] | Fixed expression for continued validity. Common in academic discourse. |
| 3.4.2 | *The claim holds false. | — | [UNATTESTED] | Ungrammatical. "Hold" only combines with "true" in this construction. |
| 3.4.3 | *The document holds authentic. | — | [UNATTESTED] | Ungrammatical. "Hold" restricted to "true" in this pattern. |
| 3.5.1 | *He kept the statement true. | — | [UNATTESTED] | Ungrammatical. Cannot causatively maintain propositional truth. |
| 3.5.2 | They maintained the validity of the contract. | /ðeɪ meɪnˈteɪnd ðə vəˈlɪdəti əv ðə ˈkɒntrækt/ | [CORE] | Requires nominalization. "Maintained valid" ungrammatical. |
| 3.5.3 | She preserved the authenticity of the text. | /ʃiː prɪˈzɜːvd ði ˌɔːθɛnˈtɪsəti əv ðə tɛkst/ | [CORE] | Requires nominalization. Common in preservation contexts. |
| 4.1.1 | The claim ceased to be true. | /ðə kleɪm siːst tə bi truː/ | [MARGINAL] | Formal/archaic. "Became false" or "was proven false" preferred. |
| 4.1.2 | The contract ceased to be valid. | /ðə ˈkɒntrækt siːst tə bi ˈvælɪd/ | [CORE] | Common in legal contexts for expiration. |
| 4.1.3 | *He ceased to be honest. | — | [MARGINAL] | Awkward for character traits. Implies sudden change, which is odd for honesty. |
| 4.2.1 | The claim lost its truth. | /ðə kleɪm lɒst ɪts truːθ/ | [MARGINAL] | Awkward. "Was proven false" strongly preferred. |
| 4.2.2 | The contract lost its validity. | /ðə ˈkɒntrækt lɒst ɪts vəˈlɪdəti/ | [CORE] | Common in legal contexts for expiration. |
| 4.2.3 | The document lost its authenticity. | /ðə ˈdɒkjumənt lɒst ɪts ˌɔːθɛnˈtɪsəti/ | [MARGINAL] | Odd phrasing. Authenticity is inherent, not lost. "Was revealed as fake" preferred. |
| 4.2.4 | He lost his honesty. | /hiː lɒst hɪz ˈɒnɪsti/ | [MARGINAL] | Awkward. "Became dishonest" or "lost his integrity" preferred. |
| 4.3.1 | The contract expired. | /ðə ˈkɒntrækt ɪkˈspaɪərd/ | [CORE] | Standard for time-limited validity. Very common. |
| 4.3.2 | The license was revoked. | /ðə ˈlaɪsəns wəz rɪˈvəʊkt/ | [CORE] | Standard for authority-based invalidation. Common in legal contexts. |
| 4.3.3 | The results were invalidated. | /ðə rɪˈzʌlts wər ɪnˈvælɪdeɪtɪd/ | [CORE] | Common in scientific and testing contexts. |
| 4.3.4 | *The truth expired. | — | [UNATTESTED] | Ungrammatical. Truth does not expire. |
| 5.1.1 | They discovered that it was true. | /ðeɪ dɪˈskʌvərd ðæt ɪt wəz truː/ | [CORE] | Standard for epistemic discovery. Very common. |
| 5.1.2 | She found out it was fake. | /ʃiː faʊnd aʊt ɪt wəz feɪk/ | [CORE] | Common in informal contexts. |
| 5.1.3 | He discovered the truth. | /hiː dɪˈskʌvərd ðə truːθ/ | [CORE] | Common with nominalized "truth." |
| 5.2.1 | She realized it was true. | /ʃiː ˈrɪəlaɪzd ɪt wəz truː/ | [CORE] | Standard for sudden awareness. Very common. |
| 5.2.2 | He realized the truth. | /hiː ˈrɪəlaɪzd ðə truːθ/ | [CORE] | Common with nominalized "truth." |
| 5.2.3 | They realized it was fake. | /ðeɪ ˈrɪəlaɪzd ɪt wəz feɪk/ | [CORE] | Common across contexts. |
| 5.3.1 | We learned that it was false. | /wiː lɜːnd ðæt ɪt wəz fɔːls/ | [CORE] | Standard for gradual or instructed knowledge acquisition. |
| 5.3.2 | She learned the truth. | /ʃiː lɜːnd ðə truːθ/ | [CORE] | Common with nominalized "truth." |
| 5.4.1 | The truth was revealed. | /ðə truːθ wəz rɪˈviːld/ | [CORE] | Standard passive for revelation. Common in narrative contexts. |
| 5.4.2 | The facts were disclosed. | /ðə fækts wər dɪsˈkləʊzd/ | [CORE] | Formal register. Common in legal/official contexts. |
| 5.4.3 | The lie was exposed. | /ðə laɪ wəz ɪkˈspəʊzd/ | [CORE] | Common for unmasking deception. |
| 5.4.4 | His dishonesty came to light. | /hɪz dɪsˈɒnɪsti keɪm tə laɪt/ | [CORE] | Fixed expression for revelation. |
| 6.1.1 | They verified the claim. | /ðeɪ ˈvɛrɪfaɪd ðə kleɪm/ | [CORE] | Standard for establishing truth. Common in technical contexts. |
| 6.1.2 | She confirmed it was authentic. | /ʃiː kənˈfɜːmd ɪt wəz ɔːˈθɛntɪk/ | [CORE] | Common in verification contexts. |
| 6.1.3 | He checked the facts. | /hiː tʃɛkt ðə fækts/ | [CORE] | Common in informal contexts. |
| 6.2.1 | They tested it for authenticity. | /ðeɪ ˈtɛstɪd ɪt fər ˌɔːθɛnˈtɪsəti/ | [CORE] | Common in verification contexts. |
| 6.2.2 | The lab examined it for accuracy. | /ðə læb ɪɡˈzæmɪnd ɪt fər ˈækjərəsi/ | [CORE] | Common in technical contexts. |
| 7.1.1 | The story is becoming true. | /ðə ˈstɔːri ɪz bɪˈkʌmɪŋ truː/ | [MARGINAL] | Awkward. "Is coming true" preferred. |
| 7.1.2 | His dreams are coming true. | /hɪz driːmz ər ˈkʌmɪŋ truː/ | [CORE] | Standard progressive with "come true." |
| 7.1.3 | They are verifying the claim. | /ðeɪ ər ˈvɛrɪfaɪɪŋ ðə kleɪm/ | [CORE] | Standard progressive with verification verbs. |
| 7.1.4 | *The statement is being true. | — | [UNATTESTED] | Ungrammatical. Stative "be true" does not take progressive. |
| 7.2.1 | The claim has proven false. | /ðə kleɪm həz ˈpruːvən fɔːls/ | [CORE] | Standard perfect with "prove." Common in formal contexts. |
| 7.2.2 | His predictions have come true. | /hɪz prɪˈdɪkʃənz həv kʌm truː/ | [CORE] | Standard perfect with "come true." |
| 7.2.3 | They have verified the results. | /ðeɪ həv ˈvɛrɪfaɪd ðə rɪˈzʌlts/ | [CORE] | Standard perfect with verification verbs. |
| 7.2.4 | *The statement has been true. | /ðə ˈsteɪtmənt həz biːn truː/ | [MARGINAL] | Awkward without temporal specification. "Has always been true" more natural. |
| 8.1.1 | The claim did not prove true. | /ðə kleɪm dɪd nɒt pruːv truː/ | [CORE] | Standard negation of "prove." Common in evaluative contexts. |
| 8.1.2 | His fears did not come true. | /hɪz fɪəz dɪd nɒt kʌm truː/ | [CORE] | Standard negation of "come true." |
| 8.1.3 | It didn't turn out to be fake. | /ɪt ˈdɪdənt tɜːn aʊt tə bi feɪk/ | [CORE] | Standard negation of "turn out." |
| 8.2.1 | The theory failed to prove true. | /ðə ˈθɪəri feɪld tə pruːv truː/ | [CORE] | Emphasizes unsuccessful outcome. Common in academic contexts. |
| 8.2.2 | His predictions failed to come true. | /hɪz prɪˈdɪkʃənz feɪld tə kʌm truː/ | [CORE] | Common in evaluative contexts. |
| 9.1.1 | If the claim proves true, we'll act. | /ɪf ðə kleɪm pruːvz truː wiːl ækt/ | [CORE] | Standard conditional with "prove." Common in planning contexts. |
| 9.1.2 | If his theory turns out to be correct, it will revolutionize the field. | /ɪf hɪz ˈθɪəri tɜːnz aʊt tə bi kəˈrɛkt ɪt wɪl ˌrɛvəˈluːʃənaɪz ðə fiːld/ | [CORE] | Standard conditional with "turn out." |
| 9.1.3 | If it becomes clear that he lied, there will be consequences. | /ɪf ɪt bɪˈkʌmz klɪər ðæt hiː laɪd ðeər wɪl biː ˈkɒnsɪkwənsɪz/ | [CORE] | Standard conditional with revelation. |
| 9.2.1 | The claim would prove false if tested. | /ðə kleɪm wʊd pruːv fɔːls ɪf ˈtɛstɪd/ | [CORE] | Standard counterfactual with "prove." |
| 9.2.2 | It would turn out to be fake if examined closely. | /ɪt wʊd tɜːn aʊt tə bi feɪk ɪf ɪɡˈzæmɪnd ˈkləʊsli/ | [CORE] | Standard counterfactual with "turn out." |
