# CLCA Protocol v3.2 — F1 VOCABULARY TABLE
# Language: English (en)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| truthiness | truthiness | truth + -i- + -ness | truthiness, feeling of truth without factual basis | Neologism (coined 2005) denoting the quality of seeming true based on intuition rather than facts. Used in media criticism and political discourse. | [CORE] |
| post-truth | post-truth | post- + truth | post-truth | Recent compound (prominent since 2016) describing circumstances where emotional appeal outweighs factual accuracy. Used in political and media analysis. | [CORE] |
| half-truth | half-truth | half + truth | half-truth, partial truth | Compound denoting a statement that is partially true but misleading through omission. Used in evaluating deceptive communication. | [CORE] |
| trust | trust | Related to true via Old English trēowe | trust | Noun/verb denoting confidence in reliability or truth of persons or things. Fundamental term in interpersonal, institutional, and epistemic contexts. | [CORE] |
| distrust | distrust | dis- + trust | distrust, mistrust | Negated form denoting lack of confidence or suspicion. Used in interpersonal and institutional evaluation. | [CORE] |
| mistrust | mistrust | mis- + trust | mistrust | Negated form similar to distrust, sometimes implying misplaced or erroneous lack of trust. Used in similar contexts. | [CORE] |
| entrust | entrust | en- + trust | entrust, commit to someone's care | Verb denoting the act of placing confidence in someone by giving them responsibility. Common in formal and institutional contexts. | [CORE] |
| trust fund | trust fund | trust + fund | trust fund | Legal/financial compound denoting assets held in trust. Used in legal, financial, and inheritance contexts. | [CORE] |
| brain trust | brain trust | brain + trust | brain trust, advisory group | Compound denoting a group of expert advisors. Used in political, business, and organizational contexts. | [CORE] |
| antitrust | antitrust | anti- + trust | antitrust, antimonopoly | Legal term denoting laws preventing monopolistic business practices. Used in legal and economic contexts. | [CORE] |
| trustee | trustee | trust + -ee | trustee | Legal term denoting a person holding property in trust for another. Used in legal, financial, and organizational contexts. | [CORE] |
| trusting | trusting | trust + -ing | trusting, credulous | Adjective denoting tendency to trust readily. Used in character evaluation, sometimes implying naivety. | [CORE] |
| trusty | trusty | trust + -y | trusty, reliable | Adjective denoting reliability, often with affectionate or archaic tone. Also noun for trusted prisoner with privileges. | [CORE] |
| falsity | falsity | false + -ity | falsity, falsehood | Abstract noun denoting the quality of being false or a false statement. More formal than "lie," used in philosophical and formal discourse. | [CORE] |
| falsely | falsely | false + -ly | falsely | Adverb marking manner of false representation or accusation. Common in legal contexts ("falsely accused") and general evaluation. | [CORE] |
| falsehood | falsehood | false + -hood | falsehood, lie | Noun denoting an untrue statement or the condition of being false. Somewhat formal alternative to "lie." | [CORE] |
| falsify | falsify | false + -ify | falsify, forge | Verb denoting the act of making something false, especially documents or records. Common in legal and academic contexts (data falsification). | [CORE] |
| falsification | falsification | false + -ify + -ation | falsification | Noun denoting the act or result of falsifying. Used in legal contexts (document falsification) and philosophy of science (Popperian falsification). | [CORE] |
| falsifiable | falsifiable | false + -ify + -able | falsifiable | Adjective denoting capability of being proven false. Technical term in philosophy of science (Popper's criterion for scientific theories). | [CORE] |
| unfalsifiable | unfalsifiable | un- + false + -ify + -able | unfalsifiable | Negated form denoting impossibility of being proven false. Used in philosophy of science to critique non-scientific claims. | [CORE] |
| falsetto | falsetto | Italian diminutive of falso "false" | falsetto | Musical term denoting artificially high vocal register. Used in music theory and vocal description. | [CORE] |
| false positive | false positive | false + positive | false positive | Technical term denoting an erroneous positive result in testing. Common in medical, statistical, and diagnostic contexts. | [CORE] |
| false negative | false negative | false + negative | false negative | Technical term denoting an erroneous negative result in testing. Used in same contexts as false positive. | [CORE] |
| false alarm | false alarm | false + alarm | false alarm | Fixed expression denoting a warning that proves unfounded. Used literally (security systems) and metaphorically (premature concerns). | [CORE] |
| false start | false start | false + start | false start | Fixed expression denoting a premature or invalid beginning, especially in racing. Used literally in sports and metaphorically for failed attempts. | [CORE] |
| false friend | false friend | false + friend | false friend, false cognate | Technical term in linguistics denoting words in different languages that appear similar but differ in meaning. Also used for deceptive acquaintances. | [CORE] |
| false bottom | false bottom | false + bottom | false bottom, hidden compartment | Compound denoting a concealed compartment in containers. Used in descriptions of smuggling, magic tricks, and furniture. | [CORE] |
| false flag | false flag | false + flag | false flag operation | Military/political term denoting operations disguised to appear conducted by another party. Common in political and conspiracy discourse. | [CORE] |
| false imprisonment | false imprisonment | false + imprisonment | false imprisonment, unlawful detention | Legal term denoting unlawful restraint of a person. Used in legal and criminal justice contexts. | [CORE] |
| false pretenses | false pretenses | false + pretense + -s | false pretenses, fraud | Legal term denoting fraudulent misrepresentation. Common in legal contexts, especially "obtaining under false pretenses." | [CORE] |
| false witness | false witness | false + witness | false witness, perjury | Legal/religious term denoting lying testimony. Biblical origin (Ninth Commandment), used in legal contexts. | [CORE] |
| false consciousness | false consciousness | false + consciousness | false consciousness | Marxist term denoting misperception of one's social position or interests. Used in political theory and social criticism. | [CORE] |
| false economy | false economy | false + economy | false economy, penny-wise and pound-foolish | Fixed expression denoting apparent savings that lead to greater costs. Common in financial and practical advice. | [CORE] |
| false move | false move | false + move | false move, wrong action | Fixed expression denoting a mistaken or dangerous action. Often in warnings ("one false move and..."). | [CORE] |
| false step | false step | false + step | false step, misstep | Fixed expression denoting an error or stumble, literal or metaphorical. Used in descriptions of mistakes or accidents. | [CORE] |
| false dawn | false dawn | false + dawn | false dawn, premature hope | Fixed expression denoting misleading signs of improvement or success. Used metaphorically for dashed hopes; also astronomical term. | [CORE] |
| false modesty | false modesty | false + modesty | false modesty, affected humility | Fixed expression denoting insincere or affected humility. Used in character evaluation and social criticism. | [CORE] |
| false teeth | false teeth | false + teeth | false teeth, dentures | Common compound denoting artificial dental prosthetics. Everyday term, somewhat dated in favor of "dentures." | [CORE] |
| fallacy | fallacy | From Latin fallacia "deception" | fallacy, logical error | Technical term in logic denoting flawed reasoning. Common in academic discourse and argument analysis. | [CORE] |
| fallible | fallible | From Latin fallere "to deceive" + -ible | fallible, capable of error | Adjective denoting susceptibility to error or deception. Used in epistemological and general contexts about human limitation. | [CORE] |
| infallible | infallible | in- + fallible | infallible, incapable of error | Negated form denoting immunity from error. Used in religious contexts (papal infallibility) and general evaluation of reliability. | [CORE] |
| infallibility | infallibility | in- + fallible + -ity | infallibility | Abstract noun denoting the quality of being infallible. Prominent in religious doctrine and epistemological discussion. | [CORE] |
| fail | fail | From Latin fallere "to deceive, disappoint" | fail | Common verb denoting lack of success or breakdown. Extremely broad usage across all domains; etymologically related to false through Latin fallere. | [CORE] |
| reality | reality | real + -ity | reality | Abstract noun denoting actual existence or the totality of what exists. Fundamental term in philosophy, everyday discourse, and media (reality TV). | [CORE] |
| really | really | real + -ly | really | Adverb used for emphasis ("really important"), verification ("did it really happen?"), or surprise. Extremely common across all registers. | [CORE] |
| unreal | unreal | un- + real | unreal, surreal | Negated form denoting lack of reality or dreamlike quality. Used for fantastical situations or as slang intensifier ("unreal skills"). | [CORE] |
| unreality | unreality | un- + real + -ity | unreality | Abstract noun denoting the quality of being unreal or dreamlike. Used in literary, psychological, and philosophical contexts. | [CORE] |
| realism | realism | real + -ism | realism | Philosophical doctrine or artistic movement emphasizing accurate representation of reality. Used in philosophy, art history, and political theory. | [CORE] |
| realist | realist | real + -ist | realist | Noun denoting adherent of realism or person with practical outlook. Used in philosophical, artistic, and everyday character description. | [CORE] |
| realistic | realistic | real + -ist + -ic | realistic | Adjective denoting accurate representation or practical feasibility. Common in evaluation of depictions, plans, and expectations. | [CORE] |
| realistically | realistically | real + -ist + -ic + -ly | realistically | Adverb marking practical or feasible manner. Common in planning and expectation-setting discourse. | [CORE] |
| unrealistic | unrealistic | un- + real + -ist + -ic | unrealistic | Negated form denoting impracticality or inaccuracy. Common in criticism of plans, expectations, or representations. | [CORE] |
| realize | realize | real + -ize | realize, become aware / make real | Verb with two main senses: (1) become aware of truth, (2) make actual or achieve. Common across all registers. | [CORE] |
| realization | realization | real + -ize + -ation | realization, awareness / actualization | Noun denoting moment of awareness or act of making real. Used in psychological and practical contexts. | [CORE] |
| real estate | real estate | real + estate | real estate, property | Legal/commercial term denoting land and buildings. Common in business, legal, and everyday property contexts. | [CORE] |
| real time | real time | real + time | real time | Technical term denoting immediate processing or occurrence. Common in computing, broadcasting, and communication contexts. | [CORE] |
| real world | real world | real + world | real world | Fixed expression contrasting actual conditions with theoretical, academic, or sheltered environments. Common in practical and educational discourse. | [CORE] |
| real life | real life | real + life | real life | Fixed expression contrasting actual experience with fiction, simulation, or online existence. Common in media and everyday discourse. | [CORE] |
| real deal | real deal | real + deal | real deal, genuine article | Informal fixed expression emphasizing authenticity or quality. Common in colloquial speech for emphasis. | [CORE] |
| real McCoy | real McCoy | real + McCoy (proper name) | real McCoy, genuine article | Idiomatic expression emphasizing authenticity. Origin disputed; used in informal contexts. | [CORE] |
| for real | for real | for + real | for real, seriously | Informal fixed phrase questioning or affirming seriousness or genuineness. Common in colloquial speech. | [CORE] |
| get real | get real | get + real | get real, be realistic | Imperative expression urging practical thinking or rejecting fantasy. Informal register. | [CORE] |
| keep it real | keep it real | keep + it + real | keep it real, stay authentic | Informal expression urging authenticity or honesty. Common in youth and hip-hop culture. | [CORE] |
| reality check | reality check | reality + check | reality check | Fixed expression denoting confrontation with actual conditions. Common in informal and business contexts. | [CORE] |
| reality TV | reality TV | reality + TV | reality TV, reality television | Media term denoting unscripted television programming. Common in media criticism and popular culture. | [CORE] |
| virtual reality | virtual reality | virtual + reality | virtual reality, VR | Technical term denoting computer-simulated environment. Common in technology and gaming contexts. | [CORE] |
| augmented reality | augmented reality | augmented + reality | augmented reality, AR | Technical term denoting overlay of digital information on physical world. Used in technology contexts. | [CORE] |
| surreal | surreal | sur- (over) + real | surreal, dreamlike | Adjective denoting bizarre or dreamlike quality. Originally artistic movement (Surrealism), now common for strange experiences. | [CORE] |
| surrealism | surrealism | sur- + real + -ism | surrealism | Artistic and literary movement emphasizing unconscious and dreamlike imagery. Used in art history and cultural criticism. | [CORE] |
| hyperrealism | hyperrealism | hyper- + real + -ism | hyperrealism | Artistic term denoting extremely detailed realistic representation. Used in art criticism and description. | [MARGINAL] |
| irrealis | irrealis | ir- + real + -is | irrealis mood | Linguistic term denoting grammatical marking of hypothetical or counterfactual situations. Technical usage in linguistics. | [MARGINAL] |
| realia | realia | Latin neuter plural of realis | realia, real-world objects | Technical term in education and translation denoting concrete objects or cultural items. Used in pedagogy and translation studies. | [MARGINAL] |
| realpolitik | realpolitik | German real + Politik "politics" | realpolitik, pragmatic politics | Borrowed term denoting politics based on practical rather than ideological considerations. Common in political analysis. | [CORE] |
