| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| मृषा | मृषा भाषते | mṛṣā bhāṣate | he/she speaks untruly | A natural literary variant with *bhāṣate*. It is especially at home in kāvya and elevated prose. | [MARGINAL] |
| असत्य | असत्यं वदति | asatyaṃ vadati | he/she speaks falsehood | A direct and natural construction for false speech. It is common in ethical and juridical contexts. | [CORE] |
| असत्य | असत्यं ब्रूते | asatyaṃ brūte | he/she says what is false | A standard variant with a verb of saying. It is natural in narrative and evaluative prose. | [CORE] |
| असत्य | असत्यात् न वदेत् | asatyāt na vadet | one should not speak falsehood | A normative construction of prohibition in ethical discourse. It is less formulaic than *satyaṃ vada* but fully natural. | [MARGINAL] |
| अनृत | अनृतं वदति | anṛtaṃ vadati | he/she speaks falsehood | A standard older and classical moral-religious construction. It often carries stronger ethical weight than a merely factual “being wrong.” | [CORE] |
| अनृत | अनृतं मा वद | anṛtaṃ mā vada | Do not speak falsehood. | A natural prohibitive expression in ethical and didactic contexts. It is especially at home in elevated or traditional diction. | [CORE] |
| अनृत | अनृतेन | anṛtena | falsely; by falsehood | Instrumental adverbial use occurs in moral and religious discourse. It is less fixed as an idiom than the verbal constructions with *vadati*. | [MARGINAL] |
| सदृश | तस्य सदृशम् | tasya sadṛśam | similar to that / like him/it | A very common syntactic construction of resemblance with genitive or dative-like relational use depending on context. It concerns likeness, not truth directly. | [CORE] |
| सदृश | सदृशं भवति | sadṛśaṃ bhavati | it is similar / corresponding | A standard predicative construction for resemblance or correspondence. It is common in descriptive and comparative contexts. | [CORE] |
| तादृश | तादृशं न दृश्यते | tādṛśaṃ na dṛśyate | such a thing is not seen | This is a natural descriptive use of the adjective/pronominal form, but not a specialized truth-related construction. Its constructional profile is weakly distinctive. | [MARGINAL] |
| तादृश | (no common expression identified) |  | No clearly fixed multi-word construction identified beyond ordinary demonstrative-adjectival use. |  |  |
| स्वरूप | स्वरूपं ज्ञातुम् | svarūpaṃ jñātum | to know the true nature | A common infinitival construction in philosophical and theological discourse. It is used when inquiry concerns the essential nature of a thing. | [CORE] |
| स्वरूप | स्वरूपेण | svarūpeṇa | in its own nature; essentially | A common instrumental adverbial expression in philosophical prose. It marks essential nature as opposed to appearance or accidental characterization. | [CORE] |
| स्वरूप | स्वरूपतः | svarūpataḥ | essentially; by its very nature | A standard adverbial expression in scholastic and philosophical Sanskrit. It is especially common in definitional and ontological discussion. | [CORE] |
| तत्त्व | तत्त्वं ज्ञातुम् | tattvaṃ jñātum | to know the truth / reality / principle | A common construction in philosophical and religious discourse. It is used for inquiry into the real nature or fundamental principle of something. | [CORE] |
| तत्त्व | तत्त्वतः | tattvataḥ | truly; in reality; in principle | A very common adverbial expression in philosophical and analytical prose. It marks the standpoint of real or essential truth. | [CORE] |
| तत्त्व | तत्त्वेन | tattvena | truly; in accordance with reality | Instrumental adverbial use is common in learned prose. It is close in function to *tattvataḥ*, though somewhat more context-dependent. | [MARGINAL] |
| भूतार्थ | भूतार्थं वदति | bhūtārthaṃ vadati | he/she states the actual fact | A natural learned construction for stating what is really the case. It is especially suitable where fact is contrasted with embellishment or fiction. | [CORE] |
| भूतार्थ | भूतार्थेन | bhūtārthena | in accordance with the actual facts | An instrumental adverbial expression used in scholastic, exegetical, and descriptive prose. It marks factual rather than figurative or mistaken interpretation. | [MARGINAL] |
| भूतार्थ | भूतार्थं निरूपयति | bhūtārthaṃ nirūpayati | he/she determines the actual state of affairs | A natural scholastic construction for establishing factual purport or real circumstances. It is especially at home in commentary and analysis. | [CORE] |
