# CLCA Protocol v3.2 — F3 Semantic Groups Table
# Language: Tamil (ta)

| Group Label | Definition | Representative Expressions | Overlapping / Ambiguous Items | Boundary Notes |
| GROUP 10: Misinformation and False Beliefs | This group includes expressions related to false information, rumors, unfounded beliefs, and broken promises. These terms are used in contexts of information quality, media criticism, and interpersonal trust, focusing on the content of what is communicated or believed rather than the act of lying. | பொய் செய்தி (poy ceyti) "false news, fake news"; பொய் வதந்தி (poy vatanti) "false rumor"; பொய் நம்பிக்கை (poy nampikkai) "false belief"; பொய் வாக்குறுதி (poy vākkuṟuti) "false promise" | சந்தேகம் (cantēkam) "doubt" - relates to uncertainty about beliefs but not necessarily false beliefs | Focuses on content of what is communicated or believed rather than the act of lying |
| GROUP 11: Epistemic Certainty and Doubt | This group comprises expressions relating to degrees of certainty, doubt, and clarity in knowledge or belief. These terms are used in epistemic evaluations and discussions of confidence in knowledge claims. | உறுதி (uṟuti) "certainty, confirmation"; உறுதியான (uṟutiyāṉa) "certain, confirmed"; உறுதியாக (uṟutiyāka) "certainly, firmly"; உறுதியாக சொல்ல முடியும் (uṟutiyāka colla muṭiyum) "can say with certainty"; சந்தேகம் (cantēkam) "doubt, suspicion"; சந்தேகமான (cantēkamāṉa) "doubtful, suspicious"; சந்தேகமற்ற (cantēkamaṟṟa) "without doubt"; சந்தேகம் இல்லை (cantēkam illai) "no doubt"; தெளிவு (teḷivu) "clarity, clearness"; தெளிவான (teḷivāṉa) "clear, lucid"; தெளிவாக (teḷivāka) "clearly"; தெளிவற்ற (teḷivaṟṟa) "unclear, ambiguous"; தெளிவாக தெரியவில்லை (teḷivāka teriyavillai) "not clear" | நம்பிக்கை (nampikkai) "trust, belief" - involves epistemic stance but also faith and hope | Used in epistemic evaluations and discussions of confidence in knowledge claims |
| GROUP 12: Trust and Reliability | This group includes expressions related to trustworthiness, reliability, and credibility of persons, sources, and information. These terms are used in evaluations of whether someone or something can be trusted or relied upon. | நம்பிக்கை (nampikkai) "trust, belief, faith"; நம்பிக்கையான (nampikkaiyāṉa) "trustful, believing"; நம்பிக்கையற்ற (nampikkaiyaṟṟa) "without trust, faithless"; நம்பகம் (nampakam) "reliability, trustworthiness"; நம்பகமான (nampakamāṉa) "reliable, trustworthy"; நம்பகமாக (nampakamāka) "reliably" | (none listed) | Used in evaluations of whether someone or something can be trusted or relied upon |
| GROUP 13: Possibility and Feasibility | This group comprises expressions evaluating whether something is possible, feasible, or can occur. These terms are used in assessments of what can or cannot happen, distinct from evaluations of truth or correctness. | சாத்தியம் (cāttiyam) "possibility, feasibility"; சாத்தியமான (cāttiyamāṉa) "possible, feasible"; சாத்தியமற்ற (cāttiyamaṟṟa) "impossible, not feasible"; சாத்தியம் இல்லை (cāttiyam illai) "not possible" | (none listed) | Distinct from evaluations of truth or correctness |
| GROUP 14: Appropriateness and Suitability | This group includes expressions evaluating whether something is suitable, appropriate, or fits properly in a given context. These terms focus on contextual fit and compatibility rather than truth or correctness per se. | பொருத்தம் (poruttam) "suitability, appropriateness, compatibility"; பொருத்தமான (poruttamāṉa) "suitable, appropriate"; பொருத்தமாக (poruttamāka) "suitably, appropriately"; பொருத்தமற்ற (poruttamaṟṟa) "unsuitable, inappropriate"; பொருத்தம் இல்லை (poruttam illai) "not suitable" | (none listed) | Focus on contextual fit and compatibility rather than truth or correctness per se |
| GROUP 15: Natural State and Essence | This group comprises expressions relating to the natural state, inherent qualities, or essential nature of things. These terms are used in philosophical and descriptive contexts to discuss what something fundamentally is or its true nature. | இயல்பு (iyalpu) "nature, natural state, essence"; இயல்பான (iyalpāṉa) "natural, inherent"; இயல்பாக (iyalpāka) "naturally"; மெய் நிலை (mey nilai) "true state, ultimate reality"; மெய்ப்பொருள் (meypporuḷ) "true meaning, ultimate reality"; மெய் தன்மை (mey taṉmai) "true nature, essential quality" | உண்மை நிலை (uṉmai nilai) "true state" - can refer to actual situation rather than essential nature | Used in philosophical and descriptive contexts |
| GROUP 16: Actual Events and Real Life | This group includes expressions distinguishing real events, actual occurrences, and real life from fictional, imagined, or idealized versions. These terms are commonly used in narrative, historical, and journalistic contexts. | உண்மை நிகழ்வு (uṇmai nikaḻvu) "true event, actual occurrence"; உண்மை கதை (uṇmai katai) "true story"; உண்மை சம்பவம் (uṇmai campavam) "true incident"; உண்மை வாழ்க்கை (uṇmai vāḻkkai) "real life"; மெய் வரலாறு (mey varalāṟu) "true history"; மெய் கதை (mey katai) "true story" | (none listed) | Commonly used in narrative, historical, and journalistic contexts |
| GROUP 17: True Character and Hidden Nature | This group comprises metaphorical expressions referring to someone's true character, real nature, or hidden aspects that may be revealed. These terms use body/face imagery to discuss authenticity of character. | உண்மை முகம் (uṇmai mukam) "true face, true nature"; பொய் முகம் (poy mukam) "false face, pretense" | (none listed) | Uses body/face imagery to discuss authenticity of character |
| GROUP 18: Spiritual and Philosophical Truth | This group includes expressions with strong spiritual, devotional, or philosophical connotations, particularly those using the classical மெய் (mey) root. These terms are characteristic of religious and philosophical discourse and often relate to ultimate reality, enlightenment, or spiritual authenticity. | மெய்ஞ்ஞானம் (meyññāṉam) "true knowledge, enlightenment"; மெய் உணர்வு (mey uṇarvu) "true awareness, realization"; மெய்யன்பு (meyyanpu) "true love"; மெய் தெய்வம் (mey teyvam) "true god"; மெய் பக்தி (mey pakti) "true devotion"; மெய் குரு (mey kuru) "true teacher/guru"; மெய் வழி (mey vaḻi) "true path"; மெய் நூல் (mey nūl) "true text, authentic scripture"; மெய்யுரை (meyyurai) "true speech, authentic discourse"; மெய்ம்மொழி (meymoḻi) "true word" | (none listed) | This group shows clear register distinction, with மெய் (mey) compounds clustering in literary, classical, and religious registers, while உண்மை (uṇmai) compounds span all registers |
| GROUP 19: Confirmation and Verification Questions | This group comprises interrogative constructions used to seek confirmation, verification, or clarification of truth, correctness, or reality. These are extremely common in everyday conversational Tamil. | உண்மையா? (uṇmaiyā?) "Is it true? Really?"; நிஜமா? (nijamā?) "Is it true? Really?"; சரியா? (cariyā?) "Is it correct? Right? Okay?" | (none listed) | Extremely common in everyday conversational Tamil |
| (Ungrouped Items) | Items not clearly fitting established groups | ஒப்பு (oppu) "similarity, resemblance, comparison" - Does not fit clearly into any identified group; Functions more in comparative/analogical domain than truth evaluation; உண்மை விளக்கம் (uṇmai viḷakkam) "true explanation" - Could relate to GROUP 3 (Epistemic) or GROUP 16 (Actual Events); Primarily informational/explanatory rather than evaluative; உண்மை நிலவரம் (uṇmai nilavaram) "actual state of affairs" - Overlaps between GROUP 15 (Natural State) and GROUP 16 (Actual Events); More administrative/reportorial than philosophical; மெய்ப்பாடு (meyppāṭu) "bodily experience, genuine emotion" - Ambiguous between physical sensation and emotional authenticity; Does not fit cleanly into truth-evaluation groups | (as noted in representative expressions column) | These items show ambiguous or multiple potential group memberships, or do not fit clearly into the identified semantic groups |
