# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 2.2 | பொய் பிடிபட்டது | poy piṭipaṭṭatu | NATURAL | Past tense "lie was caught." Very common. |
| 2.3 | பொய் வெளியாகு | poy veḷiyāku | NATURAL | Common in formal and narrative registers. Emphasizes exposure from concealment. |
| 2.3 | பொய் வெளியானது | poy veḷiyāṉatu | NATURAL | Past tense "lie was exposed." Common in investigative contexts. |
| 2.4 | தப்பாகு | tappāku | NATURAL | Common in everyday speech. Expresses something becoming incorrect or going wrong. |
| 2.4 | தவறாகு | tavaṟāku | NATURAL | Slightly more formal alternative. Both common. |
| 2.5 | தெளிவற்றதாகு | teḷivaṟṟatāku | MARGINAL | Less common than positive "become clear" construction. Grammatically correct but infrequent. |
| 2.5 | தெளிவு இழ | teḷivu iḻa | NATURAL | Alternative construction "lose clarity." More common than தெளிவற்றதாகு. |
| 3.1 | உண்மையை வெளிப்படுத்து | uṇmaiyai veḷippaṭuttu | NATURAL | Very common in investigative and argumentative contexts. Standard causative formation. |
| 3.1 | உண்மையை நிரூபி | uṇmaiyai nirūpi | NATURAL | Common in formal contexts. Used for establishing truth through evidence. |
| 3.2 | தெளிவுபடுத்து | teḷivupaṭuttu | NATURAL | Extremely frequent across all registers. Very common for causing clarity. |
| 3.2 | விஷயத்தை தெளிவுபடுத்து | viṣayattai teḷivupaṭuttu | NATURAL | "Clarify the matter." Very frequent in explanatory contexts. |
| 3.3 | உறுதிபடுத்து | uṟutipaṭuttu | NATURAL | Very common in formal, legal, and administrative contexts for verification. |
| 3.3 | உண்மையை உறுதிபடுத்து | uṇmaiyai uṟutipaṭuttu | NATURAL | "Confirm the truth." Common in formal discourse. |
| 3.4 | சரி செய் | cari cey | NATURAL | Extremely common for fixing errors or correcting mistakes. |
| 3.4 | திருத்து | tiruttu | NATURAL | Dedicated verb for correction. Both very frequent in everyday speech. |
| 3.5 | உண்மையை நிரூபி | uṇmaiyai nirūpi | NATURAL | Common in argumentative, legal, and scientific contexts. |
| 3.5 | உண்மையை நிறுவு | uṇmaiyai niṟuvu | NATURAL | Alternative verb for establishing truth. Both common in formal discourse. |
| 3.6 | உண்மையை வெளிச்சத்திற்கு கொண்டு வரு | uṇmaiyai veḷiccattiṟku koṇṭu varu | NATURAL | Metaphorical causative "bring truth to light." Common in journalistic contexts. |
| 4.1 | பொய்யை அம்பலப்படுத்து | poyyai ampalapaṭuttu | NATURAL | Common in investigative and confrontational contexts. Causative of "expose." |
| 4.1 | பொய்யை வெளிப்படுத்து | poyyai veḷippaṭuttu | NATURAL | Alternative "reveal the lie." Both common. |
| 4.2 | பொய்யை பிடி | poyyai piṭi | NATURAL | Common in everyday speech about discovering deception. |
| 4.2 | பொய் பிடித்தேன் | poy piṭittēṉ | NATURAL | "I caught the lie." Very common. |
| 4.3 | பொய் உருவாக்கு | poy uruvākku | NATURAL | Formal term for creating/fabricating lies. |
| 4.3 | பொய் கட்டு | poy kaṭṭu | NATURAL | Colloquial "fabricate lies" (lit. "tie/construct lies"). Both common. |
| 4.4 | தப்பாக்கு | tappākku | MARGINAL | Less common than positive "make correct" construction. Grammatically correct but infrequent. |
| 4.4 | கணக்கை தப்பாக்கு | kaṇakkai tappākku | MARGINAL | "Make the calculation wrong." Possible but less frequent. |
| 4.5 | குழப்பு | kuḻappu | NATURAL | Very common for causing confusion or making things unclear. |
| 4.5 | விஷயத்தை குழப்பு | viṣayattai kuḻappu | NATURAL | "Confuse the matter." Very frequent in everyday speech. |
| 5.1 | உண்மையை காத்து | uṇmaiyai kāttu | NATURAL | Common in moral and protective contexts. "Protect/maintain truth." |
| 5.1 | உண்மையை காப்பாற்று | uṇmaiyai kāppāṟṟu | NATURAL | "Preserve the truth." Both common. |
| 5.2 | நேர்மையை காத்து | nērmaiyai kāttu | NATURAL | Very common in moral discourse. "Maintain honesty." |
| 5.2 | நேர்மையை கடைப்பிடி | nērmaiyai kaṭaipiṭi | NATURAL | "Practice honesty." Very common in moral instruction. |
| 5.3 | உண்மையில் இரு | uṇmaiyil iru | NATURAL | Common in moral and spiritual discourse. "Remain in truth." |
| 5.3 | உண்மையாக இரு | uṇmaiyāka iru | NATURAL | "Be truthful." Both common. |
| 5.4 | உண்மையை ஆதரி | uṇmaiyai ātari | NATURAL | Common in argumentative and moral contexts. "Support the truth." |
| 5.4 | உண்மையை தாங்கு | uṇmaiyai tāṅku | NATURAL | "Uphold the truth." Both common. |
| 6.1 | பொய்யை தொடர் | poyyai toṭar | MARGINAL | Less common than truth-maintenance constructions. Grammatically correct but infrequent. |
| 6.1 | பொய்யில் தொடர் | poyyil toṭar | MARGINAL | "Continue in lies." Possible but less frequent. |
| 6.2 | உண்மையை மறை | uṇmaiyai maṟai | NATURAL | Very common in investigative and moral contexts. "Hide the truth." |
| 6.2 | உண்மையை மறைத்து வை | uṇmaiyai maṟaittu vai | NATURAL | "Keep the truth hidden." Emphasizes ongoing concealment. |
| 6.3 | உண்மையை மூடி மறை | uṇmaiyai mūṭi maṟai | NATURAL | Common in investigative and political contexts. "Cover up the truth." |
| 6.3 | உண்மையை அடக்கு | uṇmaiyai aṭakku | NATURAL | "Suppress the truth." Both common. |
| 7.1 | உண்மை இழ | uṇmai iḻa | MARGINAL | Less common than positive acquisition constructions. Grammatically correct but infrequent. |
| 7.1 | உண்மைத்தன்மை இழ | uṇmaittaṉmai iḻa | MARGINAL | "Lose truthfulness." Possible but less frequent. |
| 7.2 | சந்தேகம் வரு | cantēkam varu | NATURAL | Common in epistemic contexts. "Doubt arises." |
| 7.2 | சந்தேகம் ஏற்படு | cantēkam ēṟpaṭu | NATURAL | "Doubt occurs." Both very common. |
| 7.3 | தெளிவு இழ | teḷivu iḻa | NATURAL | Common in everyday speech. "Lose clarity." |
| 7.3 | தெளிவு போ | teḷivu pō | NATURAL | Colloquial "clarity is lost." Both common. |
| 8.1 | உண்மை நிலைக்கு | uṇmai nilaikkum | NATURAL | Common in philosophical and proverbial discourse. "Truth will remain." |
| 8.1 | உண்மை நிலைத்து நிற்கு | uṇmai nilaitttu niṟku | NATURAL | "Truth stands firm." Emphasizes endurance. |
| 8.2 | உண்மை வெல்லும் | uṇmai vellum | NATURAL | Common in proverbial and moral discourse. "Truth will triumph." |
| 8.2 | உண்மை இறுதியில் வெல்லும் | uṇmai iṟutiyil vellum | NATURAL | Proverbial expression "truth will triumph in the end." |
| 8.3 | மாறாத உண்மை | māṟāta uṇmai | NATURAL | Common in philosophical contexts. "Unchanging truth." |
| 8.3 | நிலையான உண்மை | nilaiyāṉa uṇmai | NATURAL | "Stable/permanent truth." Both common in philosophical discourse. |
| 9.1 | உண்மை வெளிப்பட விடமாட்டேன் | uṇmai veḷippaṭa viṭamāṭṭēṉ | NATURAL | Common in contexts of suppression. "I won't let the truth emerge." |
| 9.1 | உண்மை தெரிய விடாதே | uṇmai teriya viṭātē | NATURAL | Negative imperative "don't let the truth be known." |
| 9.2 | பொய் வெளியாக விடமாட்டேன் | poy veḷiyāka viṭamāṭṭēṉ | NATURAL | Common in narrative contexts. "I won't let the lie be exposed." |
| 9.2 | பொய் பிடிபட விடாதே | poy piṭipaṭa viṭātē | NATURAL | "Don't let the lie be caught." Common in contexts of maintaining deception. |
| 9.3 | தெளிவுபட விடமாட்டேன் | teḷivupaṭa viṭamāṭṭēṉ | MARGINAL | Less common than truth/lie prevention constructions. Grammatically correct but less frequent. |
| 9.3 | தெளிவாக விடாதே | teḷivāka viṭātē | MARGINAL | "Don't let it be clear." Possible but infrequent. |
| 10.1 | உண்மை கசந்து வரு | uṇmai kacantu varu | NATURAL | Common in narrative contexts. "Truth leaks out" (gradual emergence). |
| 10.1 | உண்மை மெதுவாக வெளிப்படு | uṇmai metuvāka veḷippaṭu | NATURAL | "Truth emerges slowly." Explicitly marks gradual process. |
| 10.2 | உண்மை திடீரென்று வெளிப்படு | uṇmai tiṭīreṉṟu veḷippaṭu | NATURAL | Common in narrative contexts. "Truth suddenly emerges." |
| 10.2 | உண்மை ஒரே நேரத்தில் தெரிந்தது | uṇmai orē nērattil terintatu | NATURAL | "Truth became known all at once." Common for dramatic revelation. |
| 10.3 | படிப்படியாக தெளிவாகு | paṭippaṭiyāka teḷivāku | NATURAL | Common in explanatory contexts. "Gradually become clear." |
| 10.3 | மெதுவாக தெளிவு வரு | metuvāka teḷivu varu | NATURAL | "Clarity comes slowly." Both common. |
| 11.1 | உண்மை வெளிப்பட்டது | uṇmai veḷippaṭṭatu | NATURAL | Very common in narrative and reportage. "Truth has emerged" (perfective). |
| 11.1 | உண்மை தெரிந்து விட்டது | uṇmai terintu viṭṭatu | NATURAL | "Truth has become known (completely)." Completive aspect. |
| 11.2 | உண்மை வெளிப்படுகிறது | uṇmai veḷippaṭukiṟatu | NATURAL | Common in progressive contexts. "Truth is emerging" (present progressive). |
| 11.2 | உண்மை தெரிய வருகிறது | uṇmai teriya varukiṟatu | NATURAL | "Truth is coming to be known." Both common. |
| 11.3 | உண்மை எப்போதும் வெல்லும் | uṇmai eppōtum vellum | NATURAL | Common in proverbial contexts. "Truth always triumphs" (habitual). |
| 11.3 | பொய் இறுதியில் பிடிபடும் | poy iṟutiyil piṭipaṭum | NATURAL | "Lies are eventually caught." Proverbial expression. |
| 12.1 | *பகுதியாக உண்மையாகு | *pakutiyāka uṇmaiyāku | UNCERTAIN | No common fixed expression identified. Grammatically possible but not attested. |
| 12.2 | *"make X more true" | — | UNCERTAIN | No evidence for comparative causative constructions. Truth resists degree modification in causatives. |
| 12.3 | *உண்மையை சொல்லிக்கொள் | *uṇmaiyai collikkoḷ | UNCERTAIN | No fixed reciprocal expression identified. Grammatically possible but not attested idiomatically. |
| 12.4 | *"reveal truth for someone's sake" | — | UNCERTAIN | No fixed benefactive causative expressions identified. Grammatically possible but no attested idioms. |
