# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Tamil (ta)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| மெய் (mey) | மெய்யான (meyyāṉa) | meyyāṉa | mey (truth) + āṉa (adjectival suffix) | true, real, genuine | Adjectival form used in literary and formal registers. Less common in colloquial speech than uṇmaiyāṉa. | [CORE] |
| மெய் (mey) | மெய்யாக (meyyāka) | meyyāka | mey (truth) + āka (adverbial suffix) | truly, really, genuinely | Adverbial form primarily in literary and formal registers. Indicates genuine manner or state. | [CORE] |
| மெய் (mey) | மெய்மை (meymai) | meymai | mey (truth) + mai (abstract noun suffix) | truth, reality, genuineness | Classical Tamil abstract noun for truth. Highly productive in classical and literary Tamil. | [CORE] |
| மெய் (mey) | மெய்த்தன்மை (meyttaṉmai) | meyttaṉmai | mey (truth) + taṉmai (quality/nature) | true nature, essential quality, reality | Formal abstract noun for the quality or nature of truth. Used in philosophical and analytical discourse. | [CORE] |
| நிஜம் (nijam) | நிஜமான (nijamāṉa) | nijamāṉa | nijam (truth) + āṉa (adjectival suffix) | true, real, actual | Adjectival form common in colloquial speech. Fully integrated despite Sanskrit origin. | [CORE] |
| நிஜம் (nijam) | நிஜமாக (nijamāka) | nijamāka | nijam (truth) + āka (adverbial suffix) | truly, really, actually | Adverbial form very common in everyday speech. Often used as intensifier. | [CORE] |
| சரி (cari) | சரியான (cariyāṉa) | cariyāṉa | cari (correct) + āṉa (adjectival suffix) | correct, right, proper | Extremely common adjectival form in all registers. Used for both factual correctness and moral rightness. | [CORE] |
| சரி (cari) | சரியாக (cariyāka) | cariyāka | cari (correct) + āka (adverbial suffix) | correctly, rightly, properly | Very common adverbial form indicating correct manner or proper execution. | [CORE] |
| சரி (cari) | சரியில்லை (cariyillai) | cariyillai | cari (correct) + illai (not/negative copula) | not correct, wrong, incorrect | Common negative construction functioning as single lexical unit. Used in everyday speech. | [CORE] |
| தப்பு (tappu) | தப்பான (tappāṉa) | tappāṉa | tappu (wrong) + āṉa (adjectival suffix) | wrong, incorrect, mistaken | Common adjectival form in everyday speech. Used for both factual errors and moral wrongs. | [CORE] |
| தப்பு (tappu) | தப்பாக (tappāka) | tappāka | tappu (wrong) + āka (adverbial suffix) | wrongly, incorrectly, mistakenly | Adverbial form indicating incorrect manner or mistaken action. | [CORE] |
| நேர்மை (nērmai) | நேர்மையான (nērmaiyāṉa) | nērmaiyāṉa | nērmai (honesty) + āṉa (adjectival suffix) | honest, upright, having integrity | Adjectival form used to describe honest persons and conduct. Common in moral discourse. | [CORE] |
| நேர்மை (nērmai) | நேர்மையாக (nērmaiyāka) | nērmaiyāka | nērmai (honesty) + āka (adverbial suffix) | honestly, with integrity, uprightly | Adverbial form indicating honest manner of action or speech. | [CORE] |
| நேர்மை (nērmai) | நேர்மையற்ற (nērmaiyaṟṟa) | nērmaiyaṟṟa | nērmai (honesty) + aṟṟa (without - negative adjectival) | dishonest, without integrity | Negative adjectival form describing lack of honesty. Used in character judgments. | [CORE] |
| நியாயம் (niyāyam) | நியாயமான (niyāyamāṉa) | niyāyamāṉa | niyāyam (justice) + āṉa (adjectival suffix) | just, fair, right, legitimate | Common adjectival form in everyday speech and formal discourse. Used for moral and legal evaluation. | [CORE] |
| நியாயம் (niyāyam) | நியாயமாக (niyāyamāka) | niyāyamāka | niyāyam (justice) + āka (adverbial suffix) | justly, fairly, rightly | Adverbial form indicating just or fair manner of action. | [CORE] |
| நியாயம் (niyāyam) | நியாயமற்ற (niyāyamaṟṟa) | niyāyamaṟṟa | niyāyam (justice) + aṟṟa (without - negative adjectival) | unjust, unfair, illegitimate | Negative adjectival form describing lack of justice or fairness. | [CORE] |
| பொருத்தம் (poruttam) | பொருத்தமான (poruttamāṉa) | poruttamāṉa | poruttam (suitability) + āṉa (adjectival suffix) | suitable, appropriate, fitting | Common adjectival form for evaluating appropriateness and fit. Used in everyday speech. | [CORE] |
| பொருத்தம் (poruttam) | பொருத்தமாக (poruttamāka) | poruttamāka | poruttam (suitability) + āka (adverbial suffix) | suitably, appropriately, fittingly | Adverbial form indicating appropriate manner or suitable execution. | [CORE] |
| பொருத்தம் (poruttam) | பொருத்தமற்ற (poruttamaṟṟa) | poruttamaṟṟa | poruttam (suitability) + aṟṟa (without - negative adjectival) | unsuitable, inappropriate, unfitting | Negative adjectival form describing lack of suitability or appropriateness. | [CORE] |
| தவறு (tavaṟu) | தவறான (tavaṟāṉa) | tavaṟāṉa | tavaṟu (mistake) + āṉa (adjectival suffix) | wrong, mistaken, erroneous | Adjectival form more formal than tappāṉa. Used in written and formal spoken contexts. | [CORE] |
| தவறு (tavaṟu) | தவறாக (tavaṟāka) | tavaṟāka | tavaṟu (mistake) + āka (adverbial suffix) | wrongly, mistakenly, erroneously | Adverbial form indicating mistaken manner. More formal than tappāka. | [CORE] |
| போலி (pōli) | போலியான (pōliyāṉa) | pōliyāṉa | pōli (fake) + āṉa (adjectival suffix) | fake, counterfeit, false, imitation | Adjectival form used to modify nouns. Common in commercial and legal contexts. | [CORE] |
| போலி (pōli) | போலியாக (pōliyāka) | pōliyāka | pōli (fake) + āka (adverbial suffix) | fakely, as a counterfeit, in imitation | Adverbial form indicating manner of imitation or counterfeit nature. | [CORE] |
| அசல் (acal) | அசலான (acalāṉa) | acalāṉa | acal (original) + āṉa (adjectival suffix) | original, genuine, authentic | Adjectival form common in commercial and legal contexts. Fully integrated despite foreign origin. | [CORE] |
| நம்பகம் (nampakam) | நம்பகமான (nampakamāṉa) | nampakamāṉa | nampakam (reliability) + āṉa (adjectival suffix) | reliable, trustworthy, credible | Adjectival form used to describe reliable persons and sources. Common in formal discourse. | [CORE] |
| நம்பகம் (nampakam) | நம்பகமாக (nampakamāka) | nampakamāka | nampakam (reliability) + āka (adverbial suffix) | reliably, trustworthily, credibly | Adverbial form indicating reliable manner or trustworthy execution. | [CORE] |
| சாத்தியம் (cāttiyam) | சாத்தியமான (cāttiyamāṉa) | cāttiyamāṉa | cāttiyam (possibility) + āṉa (adjectival suffix) | possible, feasible, potential | Adjectival form common in evaluations of possibility. Used in all registers. | [CORE] |
| சாத்தியம் (cāttiyam) | சாத்தியமற்ற (cāttiyamaṟṟa) | cāttiyamaṟṟa | cāttiyam (possibility) + aṟṟa (without - negative adjectival) | impossible, not feasible, not possible | Negative adjectival form describing impossibility. Very common in everyday speech. | [CORE] |
| சந்தேகம் (cantēkam) | சந்தேகமான (cantēkamāṉa) | cantēkamāṉa | cantēkam (doubt) + āṉa (adjectival suffix) | doubtful, suspicious, uncertain | Adjectival form describing doubtful situations or suspicious circumstances. | [CORE] |
| சந்தேகம் (cantēkam) | சந்தேகமற்ற (cantēkamaṟṟa) | cantēkamaṟṟa | cantēkam (doubt) + aṟṟa (without - negative adjectival) | without doubt, certain, undoubted | Negative adjectival form indicating certainty or absence of doubt. | [CORE] |
| நம்பிக்கை (nampikkai) | நம்பிக்கையான (nampikkaiyāṉa) | nampikkaiyāṉa | nampikkai (trust) + āṉa (adjectival suffix) | trustful, believing, faithful | Adjectival form describing persons or attitudes characterized by trust or belief. | [CORE] |
| நம்பிக்கை (nampikkai) | நம்பிக்கையற்ற (nampikkaiyaṟṟa) | nampikkaiyaṟṟa | nampikkai (trust) + aṟṟa (without - negative adjectival) | without trust, faithless, hopeless | Negative adjectival form describing lack of trust or absence of hope. | [CORE] |
| உறுதி (uṟuti) | உறுதியான (uṟutiyāṉa) | uṟutiyāṉa | uṟuti (certainty) + āṉa (adjectival suffix) | certain, confirmed, assured, firm | Adjectival form describing certainty or confirmed status. Common in formal and legal contexts. | [CORE] |
| உறுதி (uṟuti) | உறுதியாக (uṟutiyāka) | uṟutiyāka | uṟuti (certainty) + āka (adverbial suffix) | certainly, firmly, assuredly | Adverbial form indicating certain manner or firm execution. | [CORE] |
| தெளிவு (teḷivu) | தெளிவான (teḷivāṉa) | teḷivāṉa | teḷivu (clarity) + āṉa (adjectival suffix) | clear, lucid, evident | Very common adjectival form describing clarity of understanding, expression, or perception. | [CORE] |
| தெளிவு (teḷivu) | தெளிவாக (teḷivāka) | teḷivāka | teḷivu (clarity) + āka (adverbial suffix) | clearly, lucidly, evidently | Very common adverbial form indicating clear manner of expression or understanding. | [CORE] |
| தெளிவு (teḷivu) | தெளிவற்ற (teḷivaṟṟa) | teḷivaṟṟa | teḷivu (clarity) + aṟṟa (without - negative adjectival) | unclear, obscure, ambiguous | Negative adjectival form describing lack of clarity or ambiguous nature. | [CORE] |
| குற்றம் (kuṟṟam) | குற்றமான (kuṟṟamāṉa) | kuṟṟamāṉa | kuṟṟam (fault) + āṉa (adjectival suffix) | faulty, criminal, blameworthy | Adjectival form describing faulty or criminal nature. Used in legal and moral contexts. | [CORE] |
| குற்றம் (kuṟṟam) | குற்றமற்ற (kuṟṟamaṟṟa) | kuṟṟamaṟṟa | kuṟṟam (fault) + aṟṟa (without - negative adjectival) | faultless, blameless, innocent | Negative adjectival form describing absence of fault or blame. Common in moral and legal discourse. | [CORE] |
| அறம் (aṟam) | அறமான (aṟamāṉa) | aṟamāṉa | aṟam (virtue) + āṉa (adjectival suffix) | virtuous, righteous, moral | Adjectival form used in classical and formal contexts to describe virtuous conduct or righteous persons. | [CORE] |
| நீதி (nīti) | நீதியான (nītiyāṉa) | nītiyāṉa | nīti (justice) + āṉa (adjectival suffix) | just, righteous, moral | Adjectival form used in legal and moral discourse to describe just actions or righteous persons. | [CORE] |
| இயல்பு (iyalpu) | இயல்பான (iyalpāṉa) | iyalpāṉa | iyalpu (nature) + āṉa (adjectival suffix) | natural, inherent, normal | Common adjectival form describing natural or inherent qualities. Used across all registers. | [CORE] |
| இயல்பு (iyalpu) | இயல்பாக (iyalpāka) | iyalpāka | iyalpu (nature) + āka (adverbial suffix) | naturally, inherently, normally | Adverbial form indicating natural manner or inherent state. | [CORE] |
| மாயை (māyai) | மாயையான (māyaiyāṉa) | māyaiyāṉa | māyai (illusion) + āṉa (adjectival suffix) | illusory, deceptive, magical | Adjectival form describing illusory or deceptive nature. Used in philosophical and everyday contexts. | [CORE] |
| ஏமாற்று (ēmāṟṟu) | ஏமாற்றும் (ēmāṟṟum) | ēmāṟṟum | ēmāṟṟu (deception) + um (present participle/adjectival) | deceptive, cheating, fraudulent | Participial form functioning as adjective. Common in descriptions of deceptive practices. | [CORE] |
| சாட்சி (cāṭci) | சாட்சியான (cāṭciyāṉa) | cāṭciyāṉa | cāṭci (witness) + āṉa (adjectival suffix) | witnessed, testified, evidenced | Adjectival form describing something that has been witnessed or evidenced. Used in legal contexts. | [CORE] |
