# CLCA Protocol v3.2 — F1 Vocabulary Table
# Language: Tamil (ta)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| இயல்பு | iyalpu | nature, natural state, essence | nature, natural, essence, inherent quality | Refers to the natural state, essence, or inherent quality of things. Used to indicate what something fundamentally is or its true nature. Common in philosophical and descriptive contexts. | [CORE] |
| மாயை | māyai | illusion, delusion, magic | illusion, delusion, deception, maya | Refers to illusion, deception, and false appearances. Used in philosophical contexts (particularly Vedantic) and everyday speech for deceptive appearances. Indicates something that appears real but is not. | [CORE] |
| ஏமாற்று | ēmāṟṟu | deception, cheating, fraud | deception, cheating, fraud, trick | Refers to active deception, cheating, and fraudulent behavior. Used when someone deliberately misleads or tricks others. Common in contexts of dishonesty and fraud. | [CORE] |
| சாட்சி | cāṭci | (from Sanskrit) witness, testimony, evidence | witness, testimony, evidence, proof | Refers to witness, testimony, and evidence in legal and factual contexts. Used to indicate proof or attestation of truth. Common in legal discourse and verification contexts. | [CORE] |
| உண்மையாக | uṇmaiyāka | uṇmai (truth) + āka (as/in the manner of) | truly, truthfully, really | Adverbial form used to modify verbs or entire statements, indicating that something is done truthfully or is genuinely the case. Common in both speech and writing. | [CORE] |
| உண்மையில் | uṇmaiyil | uṇmai (truth) + il (in/at locative) | in truth, actually, in reality | Used to emphasize the actual truth of a matter, often contrasting appearance with reality. Very common in everyday speech for clarification. | [CORE] |
| உண்மைத்தன்மை | uṇmaittaṉmai | uṇmai (truth) + taṉmai (quality/nature) | truthfulness, veracity, authenticity | Formal term for the quality or property of being true. Used in academic, legal, and formal discourse to discuss the nature of truth. | [CORE] |
| உண்மையை சொல் | uṇmaiyai col | uṇmai (truth) + ai (accusative) + col (say/speak) | speak the truth, tell the truth | Common collocation for the act of truth-telling. Used in moral instruction, interrogation, and everyday requests for honesty. | [CORE] |
| உண்மைக்கு மாறான | uṇmaikku māṟāṉa | uṇmai (truth) + kku (dative) + māṟu (contrary/opposite) + āṉa (adjectival) | contrary to truth, false, untrue | Formal expression used to describe statements or representations that contradict the truth. Common in legal and formal writing. | [CORE] |
| உண்மையை மறை | uṇmaiyai maṟai | uṇmai (truth) + ai (accusative) + maṟai (hide/conceal) | hide the truth, conceal the truth | Used to describe deliberate concealment of truth. Common in contexts of deception, investigation, and moral judgment. | [CORE] |
| உண்மை நிலை | uṇmai nilai | uṇmai (truth) + nilai (state/condition/position) | true state, actual situation, reality | Used to refer to the actual state of affairs or real situation. Common in formal discourse and investigative contexts. | [CORE] |
| உண்மை விளக்கம் | uṇmai viḷakkam | uṇmai (truth) + viḷakkam (explanation/clarification) | true explanation, factual clarification | Used when providing accurate explanations or clarifications of facts. Common in educational and informational contexts. | [CORE] |
| உண்மை உணர்வு | uṇmai uṇarvu | uṇmai (truth) + uṇarvu (feeling/awareness/consciousness) | awareness of truth, consciousness of reality | Used in philosophical and spiritual contexts to describe awareness or realization of truth. Also used for moral consciousness. | [CORE] |
| உண்மை வெளிப்படு | uṇmai veḷippaṭu | uṇmai (truth) + veḷi (outside) + paṭu (happen/become) | truth comes out, truth is revealed | Used when truth becomes known or is revealed after being hidden. Common in narrative and investigative contexts. | [CORE] |
| உண்மையை ஏற்று | uṇmaiyai ēṟṟu | uṇmai (truth) + ai (accusative) + ēṟṟu (accept/receive) | accept the truth, acknowledge the truth | Used for the act of accepting or acknowledging truth, especially difficult truths. Common in counseling and moral discourse. | [CORE] |
| உண்மை தேடு | uṇmai tēṭu | uṇmai (truth) + tēṭu (search/seek) | search for truth, seek truth | Used to describe the pursuit of truth in philosophical, investigative, or spiritual contexts. Common in academic and religious discourse. | [CORE] |
| உண்மை அறிவு | uṇmai aṟivu | uṇmai (truth) + aṟivu (knowledge/wisdom) | true knowledge, knowledge of truth | Philosophical and educational term for genuine knowledge or understanding of truth. Used in epistemological discussions. | [CORE] |
| உண்மை நிகழ்வு | uṇmai nikaḻvu | uṇmai (truth) + nikaḻvu (event/occurrence/happening) | true event, actual occurrence, real incident | Used to distinguish real events from fictional or imagined ones. Common in historical and journalistic contexts. | [CORE] |
| உண்மை கதை | uṇmai katai | uṇmai (truth) + katai (story/tale) | true story, real story | Used to indicate that a narrative is based on real events rather than fiction. Common in media and storytelling. | [CORE] |
| உண்மை சம்பவம் | uṇmai campavam | uṇmai (truth) + campavam (incident/event - from Sanskrit) | true incident, real event | Similar to uṇmai nikaḻvu but more formal. Used in news reporting and official documentation of real events. | [CORE] |
| உண்மை வாழ்க்கை | uṇmai vāḻkkai | uṇmai (truth) + vāḻkkai (life) | real life, actual life | Used to contrast real life with fiction, imagination, or idealized versions. Common in discussions of realism and authenticity. | [CORE] |
| உண்மை முகம் | uṇmai mukam | uṇmai (truth) + mukam (face) | true face, real face, true nature | Metaphorical expression for someone's true character or the real nature of something. Used when revealing hidden aspects. | [CORE] |
| உண்மை நிலவரம் | uṇmai nilavaram | uṇmai (truth) + nilai (state) + varam (condition) | actual state of affairs, true situation | Formal term used in official reports and analyses to describe the real situation or actual conditions. | [CORE] |
| உண்மை பேசு | uṇmai pēcu | uṇmai (truth) + pēcu (speak/talk) | speak truth, tell the truth | Common collocation similar to uṇmaiyai col, used in everyday speech for truth-telling. | [CORE] |
| பொய் சொல் | poy col | poy (lie) + col (say/speak) | tell lies, speak falsely | Most common collocation for lying. Used in everyday speech, moral instruction, and accusations of dishonesty. | [CORE] |
| பொய்யாக | poyyāka | poy (lie) + āka (as/in the manner of) | falsely, untruthfully, as a lie | Adverbial form indicating that something is done falsely or is characterized as false. Common in formal and informal speech. | [CORE] |
| பொய்யில் | poyyil | poy (lie) + il (in/at locative) | in falsehood, in lies | Used to describe being in a state of falsehood or deception. Less common than poyyāka but used in literary contexts. | [CORE] |
| பொய்த்தன்மை | poyttaṉmai | poy (lie) + taṉmai (quality/nature) | falseness, falsity, the quality of being false | Formal term for the property or quality of being false. Used in philosophical and analytical discourse. | [CORE] |
| பொய் பேசு | poy pēcu | poy (lie) + pēcu (speak/talk) | speak lies, tell lies | Common collocation similar to poy col, widely used in everyday speech for lying. | [CORE] |
| பொய் குற்றச்சாட்டு | poy kuṟṟaccāṭṭu | poy (false) + kuṟṟam (fault/crime) + cāṭṭu (accusation) | false accusation, false charge | Legal and formal term for accusations that are untrue. Common in legal proceedings and defamation contexts. | [CORE] |
| பொய் சாட்சி | poy cāṭci | poy (false) + cāṭci (witness/testimony) | false witness, false testimony, perjury | Legal term for giving false testimony. Used in court contexts and discussions of legal wrongdoing. | [CORE] |
| பொய் வழக்கு | poy vaḻakku | poy (false) + vaḻakku (case/lawsuit) | false case, fabricated lawsuit | Legal term for lawsuits based on false claims. Common in legal discourse and discussions of judicial abuse. | [CORE] |
| பொய் ஆவணம் | poy āvaṇam | poy (false) + āvaṇam (document) | false document, forged document | Used for fraudulent or forged documents. Common in legal, administrative, and investigative contexts. | [CORE] |
| பொய் வாக்குமூலம் | poy vākkumūlam | poy (false) + vākku (word/statement) + mūlam (source/basis) | false statement, false confession | Legal and formal term for false statements or confessions. Used in legal proceedings and investigations. | [CORE] |
| பொய் நம்பிக்கை | poy nampikkai | poy (false) + nampikkai (belief/trust) | false belief, misplaced trust | Used to describe beliefs that are unfounded or trust that is misplaced. Common in philosophical and psychological contexts. | [CORE] |
| பொய் செய்தி | poy ceyti | poy (false) + ceyti (news/information) | false news, fake news, misinformation | Increasingly common term for false or misleading news. Used in media criticism and discussions of misinformation. | [CORE] |
| பொய் வதந்தி | poy vatanti | poy (false) + vatanti (rumor) | false rumor, baseless rumor | Used to describe rumors that are untrue or unfounded. Common in everyday speech and media contexts. | [CORE] |
| பொய் வாக்குறுதி | poy vākkuṟuti | poy (false) + vākku (word) + uṟuti (promise/assurance) | false promise, empty promise | Used for promises that are not kept or were never intended to be kept. Common in political and interpersonal contexts. | [CORE] |
| பொய்யர் | poyyar | poy (lie) + ar (person plural/honorific) | liars, false people | Plural or honorific form referring to people who lie. Used in moral condemnation and character judgment. | [CORE] |
| பொய்யன் | poyyan | poy (lie) + aṉ (masculine person marker) | liar (masculine) | Refers to a male person who lies. Used in everyday speech for character judgment. | [CORE] |
| பொய்யாள் | poyyāḷ | poy (lie) + āḷ (person) | liar (gender-neutral or feminine) | Refers to a person who lies. Used in everyday speech for character judgment. | [CORE] |
| பொய் மாயம் | poy māyam | poy (false) + māyam (illusion/magic) | false illusion, deceptive magic, trickery | Used to describe deceptive appearances or tricks. Common in contexts of fraud and deception. | [CORE] |
| பொய் நாணயம் | poy nāṇayam | poy (false) + nāṇayam (coin/currency) | counterfeit money, fake currency | Used for counterfeit or fake money. Common in legal and commercial contexts. | [CORE] |
| பொய் முகம் | poy mukam | poy (false) + mukam (face) | false face, pretense, hypocrisy | Metaphorical expression for pretense or showing a false front. Used to describe hypocrisy or deceptive appearances. | [CORE] |
| பொய்மை | poymai | poy (lie) + mai (abstract noun suffix) | falsehood, falsity, untruth | Abstract noun form of poy, used in literary and formal contexts. Classical Tamil term for the concept of falsehood. | [CORE] |
| பொய் கணக்கு | poy kaṇakku | poy (false) + kaṇakku (account/calculation) | false account, fraudulent accounting | Used for fraudulent financial records or false calculations. Common in commercial and legal contexts. | [CORE] |
| பொய் உருவம் | poy uruvam | poy (false) + uruvam (form/shape/image) | false form, false image, disguise | Used to describe false appearances or disguises. Common in narrative and descriptive contexts. | [CORE] |
| பொய் நடிப்பு | poy naṭippu | poy (false) + naṭippu (acting/pretense) | false acting, pretense, feigning | Used to describe pretending or putting on a false show. Common in contexts of deception and hypocrisy. | [CORE] |
| மெய்ப்பொருள் | meypporuḷ | mey (truth/reality) + poruḷ (meaning/object/substance) | true meaning, real substance, ultimate reality | Philosophical and literary term for the true or essential meaning of something. Used in hermeneutics and philosophical discourse. | [CORE] |
| மெய்யான | meyyāṉa | mey (truth) + āṉa (adjectival suffix) | true, real, genuine | Adjectival form used to modify nouns, indicating truth or genuineness. Common in literary and formal registers. | [CORE] |
| மெய்யாக | meyyāka | mey (truth) + āka (as/in the manner of) | truly, really, genuinely | Adverbial form indicating that something is truly or genuinely the case. Used in literary and formal speech. | [CORE] |
| மெய்ஞ்ஞானம் | meyññāṉam | mey (truth) + ñāṉam (knowledge - from Sanskrit jñāna) | true knowledge, spiritual knowledge, enlightenment | Philosophical and religious term for ultimate or spiritual knowledge. Central concept in Tamil philosophical and devotional literature. | [CORE] |
| மெய்ம்மை | meymai | mey (truth) + mai (abstract noun suffix) | truth, reality, genuineness | Abstract noun form, classical Tamil term for truth and reality. Used in literary and philosophical contexts. | [CORE] |
| மெய் உணர்வு | mey uṇarvu | mey (truth) + uṇarvu (feeling/awareness/consciousness) | true awareness, realization of truth, enlightenment | Philosophical and spiritual term for awareness or realization of ultimate truth. Used in religious and philosophical discourse. | [CORE] |
| மெய்ப்பாடு | meyppāṭu | mey (truth/body) + pāṭu (suffering/experience) | bodily experience, physical sensation, genuine emotion | Can refer to physical sensations or genuine emotional experiences. Used in literary and descriptive contexts. | [CORE] |
| மெய் நிலை | mey nilai | mey (truth) + nilai (state/condition) | true state, real condition, ultimate reality | Philosophical term for the true or ultimate state of things. Used in metaphysical and spiritual discussions. | [CORE] |
| மெய்யன்பு | meyyanpu | mey (true) + aṉpu (love/affection) | true love, genuine affection | Used to describe authentic love as opposed to superficial or false affection. Common in literary and devotional contexts. | [CORE] |
| மெய்யடி | meyyaṭi | mey (truth) + aṭi (foot/base/foundation) | foundation of truth, basis in reality | Used to describe something grounded in truth or reality. Common in philosophical and evaluative contexts. | [CORE] |
| மெய்க்கீர்த்தி | meykkīrtti | mey (true) + kīrtti (fame/glory - from Sanskrit) | true fame, genuine glory | Literary term for authentic fame or glory based on real merit. Used in classical and devotional literature. | [CORE] |
| மெய் வரலாறு | mey varalāṟu | mey (true) + varalāṟu (history) | true history, actual history | Used to distinguish factual history from myth or legend. Common in historical and academic discourse. | [CORE] |
| மெய் தெய்வம் | mey teyvam | mey (true) + teyvam (god/deity) | true god, real deity | Religious term used to distinguish the true or supreme deity from false gods. Common in devotional literature. | [CORE] |
| மெய் பக்தி | mey pakti | mey (true) + pakti (devotion - from Sanskrit bhakti) | true devotion, genuine devotion | Religious term for authentic devotion as opposed to superficial religious practice. Central in bhakti literature. | [CORE] |
| மெய் நண்பன் | mey naṇpaṉ | mey (true) + naṇpaṉ (friend) | true friend, genuine friend | Used to describe authentic friendship. Common in moral instruction and literary contexts. | [CORE] |
| மெய் குரு | mey kuru | mey (true) + kuru (teacher/guru - from Sanskrit) | true teacher, genuine guru | Religious and educational term for an authentic spiritual teacher. Used in discussions of discipleship and spiritual guidance. | [CORE] |
| மெய் அறிவு | mey aṟivu | mey (true) + aṟivu (knowledge/wisdom) | true knowledge, genuine wisdom | Philosophical term for authentic knowledge or wisdom. Used in epistemological and spiritual contexts. | [CORE] |
| மெய்யுரை | meyyurai | mey (truth) + urai (speech/discourse/text) | true speech, truthful discourse, authentic text | Literary and philosophical term for truthful or authentic discourse. Used in textual and hermeneutical contexts. | [CORE] |
| மெய் சான்று | mey cāṉṟu | mey (true) + cāṉṟu (evidence/proof/testimony) | true evidence, genuine proof | Used in legal and investigative contexts for authentic evidence. Also used in philosophical arguments. | [CORE] |
| மெய் கதை | mey katai | mey (true) + katai (story/tale) | true story, real story | Used to indicate that a narrative is based on real events. Similar to uṇmai katai but more literary in register. | [CORE] |
| மெய்ம்மொழி | meymoḻi | mey (truth) + moḻi (word/language/speech) | true word, truthful speech | Literary and formal term for truthful speech or authentic language. Used in classical literature and formal discourse. | [CORE] |
| மெய் தன்மை | mey taṉmai | mey (truth) + taṉmai (quality/nature) | true nature, essential quality, reality | Philosophical term for the essential nature or true quality of something. Used in metaphysical discussions. | [CORE] |
| மெய் வழி | mey vaḻi | mey (true) + vaḻi (path/way) | true path, right way | Religious and moral term for the correct or righteous path. Common in spiritual and ethical instruction. | [CORE] |
| மெய் நூல் | mey nūl | mey (true) + nūl (book/text/thread) | true text, authentic scripture | Used to describe authentic or authoritative texts, especially religious scriptures. Common in religious discourse. | [CORE] |
| மெய் கண்டு | mey kaṇṭu | mey (truth) + kaṇṭu (having seen - past participle of kāṇ) | having seen the truth, realized | Used to describe someone who has realized or witnessed the truth. Common in spiritual and philosophical contexts. | [CORE] |
