# CLCA Protocol v3.2 — F5 Opposition Table
# Language: Tamil (ta)

| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| சாத்தியமான (cāttiyamāṉa) | சாத்தியமற்ற (cāttiyamaṟṟa) | cāttiyamāṉa vs. cāttiyamaṟṟa | possible/feasible vs. impossible/not feasible | Morphological opposition between the positive adjectival form சாத்தியமான "possible" (base + -ஆன) and its negative counterpart சாத்தியமற்ற "impossible" (base + -அற்ற "without"). | morphological (positive vs. negative adjectival derivation) | [CORE] |
| குற்றமான (kuṟṟamāṉa) | குற்றமற்ற (kuṟṟamaṟṟa) | kuṟṟamāṉa vs. kuṟṟamaṟṟa | faulty/criminal/blameworthy vs. faultless/blameless/innocent | Morphological opposition between positive adjectival குற்றமான "faulty, criminal" and negative adjectival குற்றமற்ற "faultless, blameless" formed with -அற்ற suffix. Common in legal and moral discourse. | morphological (positive vs. negative adjectival derivation) | [CORE] |
| உண்மையற்ற (uṇmaiyaṟṟa) | உண்மையான (uṇmaiyāṉa) | uṇmaiyaṟṟa vs. uṇmaiyāṉa | without truth/untrue vs. true/genuine | Morphological opposition between negative adjectival உண்மையற்ற "untrue, without truth" (base + -அற்ற) and positive adjectival உண்மையான "true, genuine" (base + -ஆன). | morphological (negative vs. positive adjectival derivation) | [CORE] |
| சந்தேகமான (cantēkamāṉa) | சந்தேகமற்ற (cantēkamaṟṟa) | cantēkamāṉa vs. cantēkamaṟṟa | doubtful/suspicious vs. without doubt/certain | Morphological opposition between positive adjectival சந்தேகமான "doubtful, suspicious" and negative adjectival சந்தேகமற்ற "without doubt, certain" formed with -அற்ற suffix. | morphological (positive vs. negative adjectival derivation) | [CORE] |
| நேர்மையான (nērmaiyāṉa) | நேர்மையற்ற (nērmaiyaṟṟa) | nērmaiyāṉa vs. nērmaiyaṟṟa | honest/upright vs. dishonest/without integrity | Morphological opposition between positive adjectival நேர்மையான "honest, upright" and negative adjectival நேர்மையற்ற "dishonest, without integrity" formed with -அற்ற suffix. | morphological (positive vs. negative adjectival derivation) | [CORE] |
| நியாயமான (niyāyamāṉa) | நியாயமற்ற (niyāyamaṟṟa) | niyāyamāṉa vs. niyāyamaṟṟa | just/fair vs. unjust/unfair | Morphological opposition between positive adjectival நியாயமான "just, fair" and negative adjectival நியாயமற்ற "unjust, unfair" formed with -அற்ற suffix. Common in moral and legal discourse. | morphological (positive vs. negative adjectival derivation) | [CORE] |
| பொருத்தமான (poruttamāṉa) | பொருத்தமற்ற (poruttamaṟṟa) | poruttamāṉa vs. poruttamaṟṟa | suitable/appropriate vs. unsuitable/inappropriate | Morphological opposition between positive adjectival பொருத்தமான "suitable, appropriate" and negative adjectival பொருத்தமற்ற "unsuitable, inappropriate" formed with -அற்ற suffix. | morphological (positive vs. negative adjectival derivation) | [CORE] |
| அது உண்மை (atu uṇmai) | அது உண்மை இல்லை (atu uṇmai illai) | atu uṇmai vs. atu uṇmai illai | that is true vs. that is not true | Constructional opposition between affirmative copular construction (zero copula) and negative copular construction using இல்லை negative existential/copula. This is the standard affirmation/negation pattern for equational sentences. | constructional (affirmative vs. negative copula) | [CORE] |
| அது சரி (atu cari) | அது சரி இல்லை (atu cari illai) | atu cari vs. atu cari illai | that is correct vs. that is not correct | Constructional opposition between affirmative and negative copular constructions with சரி "correct." Extremely common in everyday evaluative speech for agreement/disagreement. | constructional (affirmative vs. negative copula) | [CORE] |
| உண்மையா? (uṇmaiyā?) | பொய்யா? (poyyā?) | uṇmaiyā? vs. poyyā? | Is it true? vs. Is it false? | Constructional opposition between interrogative forms of the primary lexical pair உண்மை/பொய். Both use the -ஆ interrogative particle. Can also appear together in contrastive disjunction: உண்மையா பொய்யா "true or false?" | constructional (parallel interrogatives from opposed bases) | [CORE] |
| சரியா? (cariyā?) | தப்பா? (tappā?) | cariyā? vs. tappā? | Is it correct? vs. Is it wrong? | Constructional opposition between interrogative forms of the correctness pair சரி/தப்பு. Both use the -ஆ interrogative particle. Can appear together in contrastive disjunction: சரியா தப்பா "right or wrong?" | constructional (parallel interrogatives from opposed bases) | [CORE] |
| உண்மையா பொய்யா (uṇmaiyā poyyā) | (no contrasting construction) | uṇmaiyā poyyā | true or false? truth or lie? | Contrastive disjunction construction presenting binary alternatives. Both elements take -ஆ interrogative particle. This construction itself embodies the opposition between உண்மை and பொய் at the constructional level. | constructional (contrastive disjunction) | [CORE] |
| சரியா தப்பா (cariyā tappā) | (no contrasting construction) | cariyā tappā | right or wrong? correct or incorrect? | Contrastive disjunction construction presenting binary alternatives between correctness and error. Both elements take -ஆ interrogative particle. Extremely frequent in everyday evaluative speech and decision-making contexts. | constructional (contrastive disjunction) | [CORE] |
| உண்மையைச் சொல்லு (uṇmaiyaic collu) | பொய் சொல்லு (poy collu) | uṇmaiyaic collu vs. poy collu | tell the truth vs. tell lies | Constructional opposition between truth-telling and lying actions. Notable asymmetry: உண்மை takes accusative marker -ஐ while பொய் appears without case marking. Both are extremely common collocations. | constructional (parallel verb+object with asymmetric case marking) | [CORE] |
| உண்மையை மறை (uṇmaiyai maṟai) | உண்மையை வெளிப்படுத்து (uṇmaiyai veḷippaṭuttu) | uṇmaiyai maṟai vs. uṇmaiyai veḷippaṭuttu | hide the truth vs. reveal the truth | Constructional opposition between concealment and revelation of truth. Both constructions use உண்மை with accusative marking but contrast through opposing verbs: மறை "hide" vs. வெளிப்படுத்து "reveal." | constructional (same object, opposing verbs) | [CORE] |
| உண்மை வெளிப்படு (uṇmai veḷippaṭu) | உண்மையை மறை (uṇmaiyai maṟai) | uṇmai veḷippaṭu vs. uṇmaiyai maṟai | truth comes out/is revealed vs. hide the truth | Constructional opposition between intransitive resultative (truth emerging) and transitive action (hiding truth). Represents different perspectives on the same concealment/revelation opposition. | constructional (intransitive resultative vs. transitive action) | [CORE] |
| பொய் அம்பலமாகு (poy ampalamāku) | பொய் மறை (poy maṟai) [implied but not explicitly attested] | poy ampalamāku | lie is exposed (becomes public) | பொய் அம்பலமாகு "lie is exposed" represents the revelation side of the concealment/revelation opposition, but the corresponding "hide the lie" construction is not explicitly attested in the data, though grammatically possible. | (no clear opposition identified - revelation attested, concealment implied) | [UNCERTAIN] |
| உண்மை கதை (uṇmai katai) | (no direct lexical opposite attested) | uṇmai katai | true story | உண்மை கதை "true story" distinguishes real narratives from fictional ones, but there is no attested compound *பொய் கதை for "false story" in the data. Fiction is expressed through other terms (கற்பனை kaṟpaṉai "imagination," புனைவு puṉaivu "fiction") rather than பொய் compounds. | (no clear opposition identified) | [UNCERTAIN] |
| முழு உண்மை (muḻu uṇmai) | பகுதி உண்மை (pakuti uṇmai) | muḻu uṇmai vs. pakuti uṇmai | whole truth/complete truth vs. partial truth | Constructional opposition based on degree modification. முழு "whole, complete" contrasts with பகுதி "partial" to distinguish complete versus incomplete disclosure of truth. Limited productivity due to categorical nature of truth-domain terms. | constructional (degree modification contrast) | [MARGINAL] |
| உண்மையாக இருக்க வேண்டும் (uṇmaiyāka irukka vēṇṭum) | உண்மையாக இருக்கலாம் (uṇmaiyāka irukkalām) | uṇmaiyāka irukka vēṇṭum vs. uṇmaiyāka irukkalām | must be true vs. may be true | Constructional opposition between modal necessity (வேண்டும் "must, should") and modal possibility (-லாம் "may, might"). Represents epistemic contrast between strong commitment and tentative conjecture. | constructional (modal necessity vs. possibility) | [CORE] |
| சாத்தியம் (cāttiyam) | சாத்தியம் இல்லை (cāttiyam illai) | cāttiyam vs. cāttiyam illai | possible vs. not possible/impossible | Constructional opposition between affirmative and negative forms expressing possibility versus impossibility. சாத்தியம் இல்லை is extremely common in everyday speech for denying possibility. | constructional (affirmative vs. negative) | [CORE] |
| சந்தேகம் (cantēkam) | சந்தேகம் இல்லை (cantēkam illai) | cantēkam vs. cantēkam illai | doubt vs. no doubt/without doubt | Constructional opposition between presence and absence of doubt. சந்தேகம் இல்லை "no doubt" is a common expression of certainty through negation of doubt. | constructional (affirmative vs. negative) | [CORE] |
| நியாயம் (niyāyam) | நியாயம் இல்லை (niyāyam illai) | niyāyam vs. niyāyam illai | just/fair vs. not just/not fair | Constructional opposition between affirmative and negative forms expressing justice/fairness versus injustice/unfairness. நியாயம் இல்லை is extremely common in everyday complaints and moral judgments. | constructional (affirmative vs. negative) | [CORE] |
| பொருத்தம் (poruttam) | பொருத்தம் இல்லை (poruttam illai) | poruttam vs. poruttam illai | suitable/appropriate vs. not suitable/not appropriate | Constructional opposition between affirmative and negative forms expressing suitability versus unsuitability. Common in everyday evaluations of appropriateness and fit. | constructional (affirmative vs. negative) | [CORE] |
| தெளிவாக தெரிகிறது (teḷivāka terikiṟatu) | தெளிவாக தெரியவில்லை (teḷivāka teriyavillai) | teḷivāka terikiṟatu vs. teḷivāka teriyavillai | it appears clearly vs. it doesn't appear clearly | Constructional opposition between affirmative and negative evidential constructions. தெரி "appear, be visible" in affirmative versus negative forms expresses presence versus absence of clear evidence or appearance. | constructional (affirmative vs. negative evidential) | [CORE] |
| உண்மை என்று தெரிகிறது (uṇmai eṉṟu terikiṟatu) | (negative form implied but not explicitly attested as fixed expression) | uṇmai eṉṟu terikiṟatu | it appears to be true | Evidential construction expressing appearance of truth. While the negative form is grammatically possible (*உண்மை என்று தெரியவில்லை "it doesn't appear to be true"), it is not attested as a fixed expression in the data. | (no clear opposition identified - affirmative attested, negative implied) | [UNCERTAIN] |
| உண்மை (uṇmai) [general register] | மெய் (mey) [literary/classical register] | uṇmai vs. mey | truth (general) vs. truth (literary/classical) | Register-based opposition between general-purpose உண்மை and literary/classical மெய், both meaning "truth" but distributed across different registers. மெய் is particularly productive in philosophical and spiritual compounds, while உண்மை spans all registers. | lexical (register stratification) | [CORE] |
| உண்மை (uṇmai) [general register] | நிஜம் (nijam) [colloquial register] | uṇmai vs. nijam | truth (general) vs. truth (colloquial) | Register-based opposition between general உண்மை and colloquial நிஜம் (Sanskrit loan), both meaning "truth." நிஜம் is particularly common in everyday speech and interrogatives (நிஜமா? "really?"), while உண்மை is more neutral across registers. | lexical (register stratification) | [CORE] |
| பொய்மை (poymai) [classical/literary] | பொய் (poy) [general] | poymai vs. poy | falsehood (classical) vs. lie/falsehood (general) | Register-based opposition between classical abstract பொய்மை (with -மை suffix) and general-purpose பொய். பொய்மை is restricted to literary and formal registers, while பொய் is used across all registers. | morphological (abstract nominalization vs. base form) with register stratification | [CORE] |
| உண்மைத்தன்மை (uṇmaittaṉmai) [formal/analytical] | உண்மை (uṇmai) [general] | uṇmaittaṉmai vs. uṇmai | truthfulness/veracity (formal) vs. truth (general) | Register-based opposition between formal analytical உண்மைத்தன்மை (with -தன்மை "quality" suffix) and general உண்மை. உண்மைத்தன்மை is preferred in contemporary formal/analytical discourse for discussing the quality or property of truth. | morphological (quality nominalization vs. base form) with register stratification | [CORE] |
