| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| berdina | berdina | equal, same | same, equal, identical | Denotes sameness, equality, or identity. Used in mathematical, legal, and everyday contexts to indicate that things are identical or equivalent. | [CORE] |
| zuzentasuna | zuzentasuna | zuzen (correct) + -tasun (abstract noun suffix) + -a (article) | correctness, rightness, justice, rectitude | Abstract noun denoting correctness or rightness, extending to moral and legal justice. Used in ethical and legal discourse about proper conduct. | [CORE] |
| egokia | egokia | egoki (appropriate, suitable) + -a (article) | appropriate, suitable, fitting, proper | Indicates appropriateness or suitability for a purpose or context. Used in evaluating whether something fits the circumstances or meets standards. | [CORE] |
| zehatza | zehatza | precise, exact | precise, exact, accurate, specific | Denotes precision, exactness, or accuracy. Applied to measurements, descriptions, and statements to indicate they are detailed and accurate. | [CORE] |
| zintzoa | zintzoa | honest, sincere | honest, sincere, upright, fair | Describes honest or sincere persons and conduct. Central term in moral evaluation of character and behavior, emphasizing integrity. | [CORE] |
| itxurazko | itxurazko | itxura (appearance) + -zko (relational suffix) | apparent, seeming, ostensible | Indicates something is based on appearance rather than reality. Used to qualify statements or descriptions as being how things seem rather than how they are. | [CORE] |
| benetan | benetan | bene (very) + -tan (locative/manner suffix) | truly, really, indeed, actually | Adverbial expression emphasizing truth or reality. Used to affirm statements or contrast reality with appearance or expectation. | [CORE] |
| funtsean | funtsean | funtse (foundation, essence) + -an (locative suffix) | fundamentally, essentially, basically, at bottom | Adverbial expression indicating what something is at its core or in essence. Used to identify fundamental nature beyond superficial characteristics. | [CORE] |
| ageria | ageria | ager (visible, manifest) + -i (adjective suffix) + -a (article) | evident, obvious, manifest, clear | Describes what is clearly visible or evident. Used to indicate that something is manifest or apparent to observation or reason. | [CORE] |
| zalantzagarria | zalantzagarria | zalantza (doubt) + -garri (worthy of) + -a (article) | doubtful, dubious, questionable | Indicates something is worthy of doubt or questionable. Applied to claims, evidence, or conduct that raises suspicion or uncertainty. | [CORE] |
| egiazkotua | egiazkotua | egiazkotu (to verify) + -a (participle/article) | verified, confirmed, authenticated | Participial form indicating something has been verified or confirmed as true. Used in formal contexts to describe validated information or authenticated objects. | [CORE] |
| frogagarria | frogagarria | froga (proof) + -garri (worthy of/able to be) + -a (article) | provable, demonstrable, verifiable | Indicates something can be proven or demonstrated. Used in logical, scientific, and legal contexts to describe claims that can be substantiated. | [CORE] |
| hutsa | hutsa | empty, mere, pure | mere, pure, empty, sheer | Polysemous term that can indicate emptiness, purity, or mere appearance. In evaluative contexts, often used to dismiss something as "mere" or lacking substance. | [CORE] |
| benetako | benetako | benetan (truly) + -ko (relational suffix) | real, true, genuine, actual | Adjectival form emphasizing genuineness or reality. Used attributively to modify nouns, indicating they are authentic or real rather than apparent or false. | [CORE] |
| egia esan | egia esan | truth say | to tell the truth | Common collocation used when speaking honestly or making a confession. Appears in everyday conversation and formal testimony. | [CORE] |
| egiatan | egiatan | egia + -tan (locative/manner) | in truth, truly, really | Adverbial expression used to emphasize veracity or reality of a statement. Common in both spoken and written discourse. | [CORE] |
| egiazko | egiazko | egia + -zko (relational suffix, without article) | true, real, genuine | Attributive adjectival form used before nouns. Appears in all registers to indicate authenticity or reality. | [CORE] |
| egiazki | egiazki | egia + -zki (adverbial suffix) | truly, really, indeed | Adverbial form emphasizing truth or reality. Used in formal and literary contexts more than everyday speech. | [CORE] |
| egiazko maitasuna | egiazko maitasuna | true love | true love, real love | Fixed expression in romantic and literary discourse to distinguish genuine love from infatuation or pretense. | [CORE] |
| egiazko adiskidea | egiazko adiskidea | true friend | true friend, real friend | Common expression in moral and social discourse to distinguish genuine friendship from superficial relationships. | [CORE] |
| egia bilatu | egia bilatu | truth seek | to seek the truth | Collocation used in philosophical, investigative, and religious contexts to describe the pursuit of truth. | [CORE] |
| egia aurkitu | egia aurkitu | truth find/discover | to find/discover the truth | Used in investigative, judicial, and intellectual contexts when truth is uncovered or revealed. | [CORE] |
| egiaren bila | egiaren bila | truth-GEN in.search | in search of truth | Prepositional phrase used in philosophical and investigative discourse to describe truth-seeking activity. | [CORE] |
| egia eta gezurra | egia eta gezurra | truth and lie | truth and falsehood, right and wrong | Fixed binomial expression used to contrast truth with falsehood, often in moral or epistemological discourse. | [CORE] |
| egiaren alderdi | egiaren alderdi | truth-GEN side/aspect | aspect of truth, side of truth | Used in philosophical and analytical discourse to discuss different facets or perspectives on truth. | [CORE] |
| egiaren zati | egiaren zati | truth-GEN part | part of the truth, grain of truth | Expression used to acknowledge partial truth in a statement or claim. Common in evaluative discourse. | [CORE] |
| egiaren une | egiaren une | truth-GEN moment | moment of truth | Expression borrowed conceptually from Spanish "momento de la verdad," used in dramatic or decisive contexts. | [CORE] |
| egiaztatze | egiaztatze | egia + -zta- (verbalizer) + -tze (nominalization) | verification, authentication | Nominal form used in technical, legal, and administrative contexts for the process of verifying or authenticating. | [CORE] |
| egiaztagiri | egiaztagiri | egia + -zta- (verbalizer) + -giri (document suffix) | certificate, attestation, proof document | Technical term for official documents that certify or attest to facts. Used in legal and administrative contexts. | [CORE] |
| egiaztapen | egiaztapen | egia + -zta- (verbalizer) + -pen (action/result nominalization) | verification, confirmation, validation | Formal term for the act or result of verifying. Common in scientific, technical, and administrative discourse. | [CORE] |
| egiazko historia | egiazko historia | true history/story | true story, real history | Expression used to distinguish factual accounts from fiction. Common in narrative and historical discourse. | [CORE] |
| egiazko izaera | egiazko izaera | true nature/character | true nature, real character | Philosophical and psychological expression referring to the genuine or essential nature of something or someone. | [CORE] |
| egiaren aitorpen | egiaren aitorpen | truth-GEN confession/acknowledgment | confession of truth, acknowledgment of truth | Legal and religious expression for admitting or confessing the truth, especially after concealment. | [CORE] |
| egiazko egoera | egiazko egoera | true situation/state | true situation, real state of affairs | Used in analytical and descriptive contexts to refer to actual conditions as opposed to perceived or reported ones. | [CORE] |
| egiaren kontra | egiaren kontra | truth-GEN against | against the truth, contrary to truth | Prepositional phrase used in moral and legal discourse to describe actions or statements that violate truth. | [CORE] |
| egiazko balioa | egiazko balioa | true value | true value, real worth | Used in economic, aesthetic, and moral contexts to distinguish genuine value from apparent or market value. | [CORE] |
| egiaren alde | egiaren alde | truth-GEN side/favor | on the side of truth, in favor of truth | Expression used in argumentative and moral discourse to align oneself with truth or truthfulness. | [CORE] |
| egiazko arrazoia | egiazko arrazoia | true reason | true reason, real reason | Used to distinguish genuine motivations or causes from stated or apparent ones. Common in analytical discourse. | [CORE] |
| egiaren oinarria | egiaren oinarria | truth-GEN foundation/basis | basis of truth, foundation of truth | Philosophical and epistemological expression referring to what grounds or establishes truth. | [CORE] |
| zuzendu | zuzendu | zuzen + -du (verbalizer) | to correct, to straighten, to rectify | Common verb used for correcting errors, straightening physical objects, or rectifying situations. Used across all registers. | [CORE] |
| zuzenketa | zuzenketa | zuzen + -keta (action nominalization) | correction, rectification, amendment | Nominal form for the act of correcting. Used in educational, editorial, and administrative contexts. | [CORE] |
| zuzenean | zuzenean | zuzen + -ean (locative) | directly, straight, live (broadcast) | Adverbial expression meaning directly or without intermediary. Also used for live broadcasts in media contexts. | [CORE] |
| zuzen-zuzenean | zuzen-zuzenean | straight-straight-LOC (reduplication) | directly, straight away, immediately | Emphatic form indicating directness or immediacy. Common in spoken language for emphasis. | [CORE] |
| zuzenbide | zuzenbide | zuzen + bide (way/path) | law, jurisprudence, right | Technical term for law or legal system. Central term in legal discourse, emphasizing law as "the right way." | [CORE] |
| zuzenbidea | zuzenbidea | zuzen + bide + -a (article) | the law, justice, legal right | Definite form used in legal contexts to refer to law, justice, or legal rights. | [CORE] |
| zuzentzaile | zuzentzaile | zuzen + -tzaile (agent nominalization) | corrector, editor, proofreader | Term for person who corrects or edits. Used in publishing, education, and administrative contexts. | [CORE] |
| zuzenkari | zuzenkari | zuzen + -kari (instrument suffix) | correction fluid, corrector, eraser | Term for tools or substances used for correction. Common in office and school contexts. | [MARGINAL] |
| zuzeneko | zuzeneko | zuzen + -eko (relational) | direct, straight, live (attributive) | Adjectival form used attributively, especially for direct routes, live broadcasts, or unmediated connections. | [CORE] |
| zuzen-zuzen | zuzen-zuzen | straight-straight (reduplication) | very straight, completely straight, directly | Emphatic reduplication used for physical straightness or directness of action. Common in descriptive language. | [CORE] |
| zuzentasun falta | zuzentasun falta | correctness lack | lack of correctness, incorrectness, injustice | Expression used in moral and legal contexts to describe absence of rightness or justice. | [CORE] |
| zuzentasunez | zuzentasunez | zuzentasun + -ez (instrumental) | with correctness, rightly, justly | Adverbial expression indicating manner of acting correctly or justly. Used in formal and moral discourse. | [CORE] |
| zuzen ibili | zuzen ibili | straight walk/go | to walk straight, to behave properly | Collocation with both literal (walk straight) and figurative (behave properly) meanings. Common in moral discourse. | [CORE] |
| zuzen egin | zuzen egin | straight/correct do | to do right, to act correctly | Common collocation for acting correctly or doing the right thing. Used in moral and practical contexts. | [CORE] |
| zuzen jarri | zuzen jarri | straight put/place | to straighten, to set right, to correct | Collocation used for physically straightening objects or figuratively correcting situations. | [CORE] |
| zuzen joan | zuzen joan | straight go | to go straight, to proceed directly | Common expression for going directly to a destination without detours. Used in navigation and purposeful action. | [CORE] |
| zuzen-zuzena | zuzen-zuzena | straight-straight-ART (emphatic) | very straight, perfectly straight, completely correct | Emphatic form used to stress perfect straightness or complete correctness. | [CORE] |
| zuzendaritza | zuzendaritza | zuzen + -dari (agent) + -tza (abstract nominalization) | direction, management, administration | Term for organizational direction or management. Common in institutional and corporate contexts. | [CORE] |
| zuzendari | zuzendari | zuzen + -dari (agent suffix) | director, manager, conductor | Term for person who directs or manages. Used for film directors, orchestra conductors, organizational managers. | [CORE] |
| zuzendu behar | zuzendu behar | correct must | must correct, need to correct | Modal construction expressing necessity of correction. Common in educational and critical contexts. | [CORE] |
| gezurra esan | gezurra esan | lie say | to tell a lie, to lie | Standard collocation for the act of lying. Used across all registers from everyday speech to formal discourse. | [CORE] |
| gezurti | gezurti | gezur + -ti (adverbial suffix) | falsely, lyingly, deceitfully | Adverbial form indicating manner of speaking or acting falsely. Used in formal and literary contexts. | [CORE] |
| gezurtatu | gezurtatu | gezur + -ta- (verbalizer) + -tu (perfective) | to lie, to falsify, to deceive | Verbal form meaning to lie or falsify. Less common than "gezurra esan" but used in formal contexts. | [CORE] |
| gezurkeria | gezurkeria | gezur + -keria (pejorative/collective suffix) | lying, deceit, falsehood (collective/habitual) | Pejorative term for habitual lying or systematic deceit. Stronger moral condemnation than simple "gezurra." | [CORE] |
| gezurrezko agiri | gezurrezko agiri | false document | false document, forged document | Legal term for fraudulent or forged documents. Common in legal and administrative contexts. | [CORE] |
| gezurrezko lekukotza | gezurrezko lekukotza | false testimony | false testimony, perjury | Legal term for lying under oath. Technical term in judicial contexts. | [CORE] |
| gezurrezko identitatea | gezurrezko identitatea | false identity | false identity, fake identity | Expression used in legal and security contexts for assumed or fraudulent identities. | [CORE] |
| gezur-gezurra | gezur-gezurra | lie-lie (reduplication) | complete lie, total falsehood, blatant lie | Emphatic reduplication stressing the complete falsity of something. Common in emphatic speech. | [CORE] |
| gezur hutsa | gezur hutsa | lie pure/mere | pure lie, nothing but a lie | Expression emphasizing that something is entirely false with no truth content. Used for strong denial. | [CORE] |
| gezurra eman | gezurra eman | lie give | to give the lie to, to prove false | Expression meaning to demonstrate something is false or to contradict a claim. Used in argumentative contexts. | [CORE] |
| gezurra atera | gezurra atera | lie take.out/extract | to expose a lie, to reveal falsehood | Collocation for uncovering or exposing lies. Common in investigative and confrontational contexts. | [CORE] |
| gezurretan hartu | gezurretan hartu | in.lies take/catch | to catch in a lie, to catch lying | Expression for catching someone in the act of lying or discovering their falsehood. | [CORE] |
| gezurrezko albistea | gezurrezko albistea | false news | false news, fake news | Contemporary term for false or fabricated news. Increasingly common in media and political discourse. | [CORE] |
| gezur egina | gezur egina | lie made/done | fabricated lie, deliberate falsehood | Expression emphasizing the constructed or deliberate nature of a lie. Used to stress intentionality. | [CORE] |
| gezurrezko itxura | gezurrezko itxura | false appearance | false appearance, deceptive appearance | Expression for appearances that deceive or misrepresent reality. Used in descriptive and analytical contexts. | [CORE] |
| gezurrezko promesa | gezurrezko promesa | false promise | false promise, empty promise | Common expression for promises made without intention to fulfill. Used in moral and political criticism. | [CORE] |
| gezur handia | gezur handia | lie big | big lie, great lie | Expression for significant or consequential lies. Can refer to both scale and moral gravity. | [CORE] |
| gezur txikia | gezur txikia | lie small | small lie, white lie | Expression for minor or supposedly harmless lies. Used to minimize moral significance of falsehood. | [CORE] |
| gezurrezko aitorpena | gezurrezko aitorpena | false confession | false confession | Legal and psychological term for confessions that are untrue. Used in judicial and investigative contexts. | [CORE] |
| gezurra dirudi | gezurra dirudi | lie seems | it seems like a lie, it appears false | Expression of skepticism or disbelief. Common in evaluative discourse when something seems implausible. | [CORE] |
