# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Basque (eu)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| zuzena | zuzen-zuzen | zuzen-zuzen | very straight, completely straight, directly | Emphatic reduplication used for physical straightness or directness of action. Common in descriptive language. | [CORE] |
| zuzena | zuzen-zuzenean | zuzen-zuzenean | directly, straight away, immediately | Emphatic form indicating directness or immediacy. Common in spoken language for emphasis. | [CORE] |
| zuzena | zuzen-zuzena | zuzen-zuzena | very straight, perfectly straight, completely correct | Emphatic form used to stress perfect straightness or complete correctness. | [CORE] |
| zuzena | zuzendu behar | zuzendu behar | must correct, need to correct | Modal construction expressing necessity of correction. Common in educational and critical contexts. | [CORE] |
| okerra | oker egin | oker egin | to do wrong, to make a mistake | Common collocation for making errors or acting wrongly. Used in moral and practical contexts. | [CORE] |
| okerra | oker joan | oker joan | to go wrong, to go astray | Expression for things going wrong or taking a wrong turn. Used for both physical and metaphorical deviation. | [CORE] |
| okerra | oker ibili | oker ibili | to walk crooked, to behave wrongly | Collocation with both literal (walk crookedly) and figurative (behave wrongly) meanings. Parallel to "zuzen ibili." | [CORE] |
| zuzentasuna | zuzentasun falta | zuzentasun falta | lack of correctness, incorrectness, injustice | Expression used in moral and legal contexts to describe absence of rightness or justice. | [CORE] |
| zuzentasuna | zuzentasunez | zuzentasunez | with correctness, rightly, justly | Adverbial expression indicating manner of acting correctly or justly. Used in formal and moral discourse. | [CORE] |
| ziurra | ziur egon | ziur egon | to be sure, to be certain | Common collocation expressing certainty or confidence. Used across all registers. | [CORE] |
| ziurra | ziur asko | ziur asko | very sure, quite certain | Expression emphasizing high degree of certainty. Common in conversational and informal contexts. | [CORE] |
| ziurra | ziur nago | ziur nago | I am sure, I am certain | First-person expression of certainty. Standard construction for expressing personal confidence. | [CORE] |
| ziurra | ziur-ziur | ziur-ziur | absolutely sure, completely certain | Emphatic reduplication stressing complete certainty. Common in emphatic speech. | [CORE] |
| faltsua | faltsu jokatu | faltsu jokatu | to play false, to act deceitfully | Expression for acting in a deceitful or hypocritical manner. Used in moral and social criticism. | [CORE] |
| faltsua | faltsu agertu | faltsu agertu | to appear false, to show oneself as false | Expression for revealing oneself as false or hypocritical. Used in evaluative contexts. | [CORE] |
| iruzurra | iruzur egin | iruzur egin | to commit fraud, to deceive | Standard collocation for committing fraud or deception. Used in legal and moral contexts. | [CORE] |
| iruzurra | iruzurrez bete | iruzurrez bete | full of fraud, filled with deception | Expression describing something or someone characterized by pervasive fraud. Used in strong moral condemnation. | [CORE] |
| antzekoa | antza eman | antza eman | to give the appearance, to seem | Common expression for appearing or seeming a certain way. Used when describing appearances or impressions. | [CORE] |
| antzekoa | antzeko zerbait | antzeko zerbait | something similar, something like that | Common expression for referring to similar things. Used in comparative and descriptive contexts. | [CORE] |
| berdina | berdin dio | berdin dio | it's all the same (to someone), it doesn't matter | Common expression of indifference or equivalence. Used to indicate that options are equally acceptable or unimportant. | [CORE] |
| berdina | berdin-berdin | berdin-berdin | exactly the same, completely equal | Emphatic reduplication stressing complete sameness or equality. Common in emphatic speech. | [CORE] |
| berdina | berdin da | berdin da | it's the same, it doesn't matter | Common expression indicating equivalence or indifference. Used in everyday conversation. | [CORE] |
| egokia | egoki iruditu | egoki iruditu | to seem appropriate, to appear suitable | Expression for something appearing appropriate or suitable. Used in evaluative contexts. | [CORE] |
| egokia | egoki izan | egoki izan | to be appropriate, to be suitable | Standard construction for expressing appropriateness or suitability. Used across all registers. | [CORE] |
| zehatza | zehatz-mehatz | zehatz-mehatz | precisely, in detail, meticulously | Idiomatic expression emphasizing precision and attention to detail. Common in descriptive and instructional contexts. | [CORE] |
| zehatza | zehatz esan | zehatz esan | to say precisely, to specify | Collocation for stating something precisely or specifically. Used when exactness is required. | [CORE] |
| zintzoa | zintzo jokatu | zintzo jokatu | to act honestly, to play fair | Expression for acting with honesty and integrity. Used in moral and social contexts. | [CORE] |
| zintzoa | zintzo ibili | zintzo ibili | to behave honestly, to act with integrity | Collocation for conducting oneself honestly. Parallel to "zuzen ibili" but emphasizing moral honesty. | [CORE] |
| itxurazko | itxuraz behintzat | itxuraz behintzat | at least apparently, seemingly at least | Expression qualifying statements as based on appearance. Used to hedge claims about reality. | [CORE] |
| itxurazko | itxura eman | itxura eman | to give the appearance, to seem | Common expression for creating an appearance or impression. Used when describing how things seem. | [CORE] |
| benetan | benetan ere | benetan ere | really indeed, truly also | Emphatic expression strengthening affirmation. Common in conversational emphasis. | [CORE] |
| benetan | benetan esan | benetan esan | to say truly, to speak honestly | Expression for speaking truthfully or sincerely. Used when emphasizing honesty of statement. | [CORE] |
| funtsean | funtsean gauza bera da | funtsean gauza bera da | fundamentally it's the same thing, essentially it's the same | Expression identifying fundamental sameness despite surface differences. Common in analytical discourse. | [CORE] |
| ageria | agerian jarri | agerian jarri | to expose, to make visible, to reveal | Common expression for exposing or revealing something hidden. Used in investigative and revelatory contexts. | [CORE] |
| ageria | agerian utzi | agerian utzi | to leave exposed, to leave visible | Expression for leaving something exposed or visible. Used when something is left unhidden. | [CORE] |
| ageria | agerian egon | agerian egon | to be exposed, to be visible, to be in the open | Expression for being openly visible or exposed. Used to describe things that are not hidden. | [CORE] |
| ageria | agerian dago | agerian dago | it is evident, it is obvious | Standard expression for stating that something is evident or obvious. Common in argumentative discourse. | [CORE] |
| zalantzagarria | zalantzan jarri | zalantzan jarri | to call into question, to cast doubt on | Common expression for questioning or doubting something. Used in critical and skeptical discourse. | [CORE] |
| zalantzagarria | zalantzan egon | zalantzan egon | to be in doubt, to be uncertain | Expression for being in a state of doubt or uncertainty. Used to describe epistemic states. | [CORE] |
| frogagarria | froga eman | froga eman | to give proof, to provide evidence | Common expression for providing proof or evidence. Used in argumentative and demonstrative contexts. | [CORE] |
| frogagarria | frogatu behar | frogatu behar | must prove, need to prove | Modal construction expressing necessity of proving. Common in argumentative and legal contexts. | [CORE] |
| hutsa | huts egin | huts egin | to fail, to miss, to err | Common expression for failing or making an error. Used across all registers for failure or mistakes. | [CORE] |
| hutsa | hutsean egin | hutsean egin | to do in vain, to do for nothing | Expression indicating futile action. Used when efforts produce no result. | [CORE] |
| hutsa | huts eta garbi | huts eta garbi | pure and simple, plain and clear | Idiomatic expression emphasizing simplicity or clarity. Used to strip away complications. | [CORE] |
