# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Turkish (tr)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| gerçek | gerçek kimlik | gerçek kimlik | true identity, real identity | Common collocation in discussions of disguise, anonymity, or authentic self. Used in both literal (legal identity) and metaphorical (true self) senses. | CORE |
| gerçek | gerçek yüz | gerçek yüz | true face, real nature | Metaphorical expression for someone's true character or nature, especially when hidden behind a facade. Common in character revelations. | CORE |
| gerçek | gerçek değer | gerçek değer | true value, real worth, actual value | Used in economic, moral, and general evaluative contexts to distinguish actual value from apparent or market value. | CORE |
| gerçek | acı gerçek | acı gerçek | harsh reality, bitter truth | Fixed phrase for unpleasant truths or harsh realities. Common in discussions of difficult situations or uncomfortable facts. | CORE |
| gerçek | çıplak gerçek | çıplak gerçek | naked truth, bare reality, stark truth | Expression emphasizing unadorned, unvarnished truth. Used when presenting facts without euphemism or mitigation. | CORE |
| gerçek | gerçek ortaya çıkmak | gerçek ortaya çıkmak | the truth comes out, reality emerges | Idiomatic expression for truth being revealed or discovered. Common in discussions of investigations or revelations. | CORE |
| gerçek | gerçeği saklamak | gerçeği saklamak | to hide the truth, to conceal reality | Expression for deliberately concealing truth. Used in discussions of deception or cover-ups. | CORE |
| gerçek | gerçeği söylemek | gerçeği söylemek | to tell the truth, to speak the truth | Common verbal phrase for truthful speech. Similar to "doğru söylemek" but emphasizes reality rather than correctness. | CORE |
| gerçek | gerçek dışı | gerçek dışı | outside reality, unreal, unrealistic | Adjectival phrase (sometimes written as one word: gerçekdışı) describing things that are implausible or contrary to reality. | CORE |
| sahte | sahte olmak | sahte olmak | to be fake, to be counterfeit | Copular construction asserting inauthenticity. Common in discussions of forgery and fraud. | CORE |
| sahte | sahte çıkmak | sahte çıkmak | to turn out to be fake, to prove counterfeit | Verbal phrase indicating that something has been revealed as fake. Common in authentication contexts. | CORE |
| sahte | sahte para | sahte para | counterfeit money, fake currency | Fixed collocation for counterfeit currency. Legal and everyday term. | CORE |
| sahte | sahte belge | sahte belge | forged document, fake document | Legal term for fraudulent documents. Common in legal and administrative contexts. | CORE |
| hakikat | hakikat ortaya çıkmak | hakikat ortaya çıkmak | the truth comes to light, reality emerges | Formal expression for truth being revealed. More elevated than "gerçek ortaya çıkmak." | CORE |
| hakikat | hakikat payı | hakikat payı | grain of truth, element of truth | Expression for partial truth in a statement. Used when acknowledging some truth in otherwise questionable claims. | CORE |
| hakikat | hakikate ulaşmak | hakikate ulaşmak | to reach the truth, to attain reality | Formal or philosophical expression for discovering or achieving understanding of truth. Common in religious and philosophical discourse. | CORE |
| güvenilir | güvenilir olmak | güvenilir olmak | to be reliable, to be trustworthy | Copular construction asserting reliability. Common in evaluations of sources, people, and products. | CORE |
| güvenilir | güvenilir kaynak | güvenilir kaynak | reliable source, trustworthy source | Fixed collocation essential in academic, journalistic, and research contexts. | CORE |
| güvenilir | güvenilir bilgi | güvenilir bilgi | reliable information, trustworthy information | Common collocation in information evaluation contexts. | CORE |
| dürüst | dürüst olmak | dürüst olmak | to be honest, to be truthful | Copular construction asserting honesty. Common in character evaluations. | CORE |
| dürüst | dürüst davranmak | dürüst davranmak | to behave honestly, to act with integrity | Expression for honest conduct. Common in moral discourse. | CORE |
| dürüst | dürüst insan | dürüst insan | honest person, truthful person | Common collocation in character descriptions. | CORE |
| hak | hak vermek | hak vermek | to agree with, to side with, to acknowledge someone is right | Very common expression meaning to concede that someone is correct or justified. Essential in arguments and discussions: "sana hak veriyorum" (I agree with you/you're right). | CORE |
| hak | hak yemek | hak yemek | to violate someone's rights, to wrong someone (lit. "to eat right") | Idiomatic expression meaning to unjustly take what belongs to another or violate their rights. Strong moral condemnation in Turkish culture. | CORE |
| hak | hakkı olmak | hakkı olmak | to have the right, to be entitled | Fixed expression indicating entitlement or rightful claim. Common in legal and everyday contexts: "senin hakkın var" (you have the right/you're entitled). | CORE |
| hak | haksızlık etmek | haksızlık etmek | to wrong someone, to treat unjustly | Verbal phrase indicating commission of injustice. Common in accusations and moral judgments. | CORE |
| hak | hak iddia etmek | hak iddia etmek | to claim a right, to assert entitlement | Legal and formal expression for asserting one's rights or claims. Used in disputes and legal proceedings. | CORE |
| hak | hak aramak | hak aramak | to seek justice, to pursue one's rights | Expression for actively pursuing justice or asserting rights, often through legal channels. Common in discussions of legal recourse. | CORE |
| hak | hak ve adalet | hak ve adalet | right and justice, justice and fairness | Fixed phrase common in legal and political discourse, often used rhetorically to invoke principles of justice. | CORE |
| hak | hakkını almak | hakkını almak | to get one's due, to obtain justice | Expression meaning to receive what one deserves or is entitled to. Can be positive (getting deserved reward) or negative (getting deserved punishment). | CORE |
| hak | hakkını helal etmek | hakkını helal etmek | to forgive someone's debt/wrong, to waive one's right | Religious and cultural expression meaning to forgive someone who has wronged you or to waive a debt. Important in Islamic ethical framework. | CORE |
| hak | hakkını vermek | hakkını vermek | to give credit, to do justice to, to acknowledge merit | Expression meaning to properly acknowledge someone's merit or to do something justice. Common in evaluations: "hakkını vermek lazım" (one must give credit where it's due). | CORE |
| hak | hak etmek | hak etmek | to deserve, to merit, to earn | Common verbal phrase indicating deservingness or merit. Used in moral judgments: "bunu hak etti" (he/she deserved this). | CORE |
| hak | hak ettiği değer | hak ettiği değer | deserved value, due recognition | Expression referring to proper recognition or valuation. Common in discussions of merit and appreciation. | CORE |
| hak | Allah hakkı için | Allah hakkı için | for God's sake, in the name of God | Religious oath or emphatic appeal invoking divine truth/right. Used to emphasize sincerity or make urgent requests. | CORE |
| hak | hak sahibi | hak sahibi | rightful owner, rights holder, entitled person | Legal and formal term for someone who holds rights to something. Common in property law and intellectual property contexts. | CORE |
| hak | hak gözetmek | hak gözetmek | to respect rights, to be mindful of justice | Expression meaning to be careful to respect others' rights and act justly. Used in moral instruction. | MARGINAL |
| adil | adil olmak | adil olmak | to be just, to be fair | Copular construction asserting justice or fairness. Common in moral and legal evaluations. | CORE |
| adil | adil davranmak | adil davranmak | to act justly, to behave fairly | Expression for just conduct. Common in moral discourse and legal contexts. | CORE |
| yanıltıcı | yanıltıcı olmak | yanıltıcı olmak | to be misleading, to be deceptive | Copular construction asserting misleading quality. Common in critical analysis. | CORE |
| yanıltıcı | yanıltıcı bilgi | yanıltıcı bilgi | misleading information, deceptive information | Common collocation in discussions of misinformation and propaganda. | CORE |
| kesin | kesin olmak | kesin olmak | to be certain, to be definite | Copular construction asserting certainty or definiteness. Common in epistemic discourse. | CORE |
| kesin | kesin bilgi | kesin bilgi | definite information, certain knowledge | Common collocation for confirmed or certain information. | CORE |
| kesin | kesin cevap | kesin cevap | definite answer, certain response | Common collocation for unambiguous answers. | CORE |
| kesin | kesin karar | kesin karar | final decision, definite decision | Common collocation in decision-making contexts. | CORE |
| şüpheli | şüpheli olmak | şüpheli olmak | to be suspicious, to be doubtful | Copular construction asserting doubtfulness or suspiciousness. Common in both epistemic and moral contexts. | CORE |
| şüpheli | şüpheli görünmek | şüpheli görünmek | to look suspicious, to appear doubtful | Expression for appearing suspicious or questionable. Common in evaluations of trustworthiness. | CORE |
| şüpheli | şüpheli kişi | şüpheli kişi | suspicious person, suspect | Legal and everyday term for person under suspicion. | CORE |
| asıl | asıl mesele | asıl mesele | the real issue, the main point | Common expression for identifying the fundamental or most important issue. Used in arguments and analysis. | CORE |
| asıl | asıl sorun | asıl sorun | the real problem, the main problem | Common expression for identifying the fundamental problem. Used in problem analysis. | CORE |
| asıl | asıl olan | asıl olan | what is essential, what matters | Nominalized expression for identifying what is truly important or fundamental. | CORE |
| asıl | asıl kimlik | asıl kimlik | true identity, original identity | Expression for someone's real or original identity, especially when concealed. | CORE |
| özgün | özgün olmak | özgün olmak | to be original, to be authentic | Copular construction asserting originality. Common in academic and creative contexts. | CORE |
| özgün | özgün eser | özgün eser | original work | Common collocation in academic and artistic contexts for original creative or scholarly work. | CORE |
| taklit | taklit etmek | taklit etmek | to imitate, to copy, to mimic | Verbal phrase meaning to make an imitation. Common across contexts from performance to counterfeiting. | CORE |
| taklit | taklit olmak | taklit olmak | to be an imitation, to be a copy | Copular construction asserting imitative nature. Common in authenticity evaluations. | CORE |
| taklit | taklit ürün | taklit ürün | imitation product, counterfeit product | Common collocation for counterfeit or imitation goods. | CORE |
| isabetli | isabetli olmak | isabetli olmak | to be accurate, to be apt, to be on target | Copular construction asserting accuracy or appropriateness. Common in evaluations of judgments and statements. | CORE |
| isabetli | isabet etmek | isabet etmek | to hit (the mark), to be accurate, to strike | Verbal phrase meaning to hit a target or be accurate. Used for both physical hits and metaphorical accuracy. | CORE |
| isabetli | isabetli yorum | isabetli yorum | accurate interpretation, apt comment | Common collocation for well-judged interpretations or comments. | CORE |
| tutarlı | tutarlı olmak | tutarlı olmak | to be consistent, to be coherent | Copular construction asserting consistency. Common in logical and behavioral evaluations. | CORE |
| tutarlı | tutarlı davranmak | tutarlı davranmak | to behave consistently, to act coherently | Expression for consistent behavior. Common in character evaluations. | CORE |
| geçerli | geçerli olmak | geçerli olmak | to be valid, to be current, to be applicable | Copular construction asserting validity. Common in legal, logical, and temporal contexts. | CORE |
| geçerli | geçerli sayılmak | geçerli sayılmak | to be considered valid, to count as valid | Passive expression for something being accepted as valid. Common in legal and administrative contexts. | CORE |
| meşru | meşru olmak | meşru olmak | to be legitimate, to be lawful | Copular construction asserting legitimacy. Common in legal and political discourse. | CORE |
| meşru | meşru savunma | meşru savunma | legitimate defense, self-defense | Legal term for justified self-defense. Fixed legal collocation. | CORE |
| meşru | meşru hak | meşru hak | legitimate right, lawful right | Common collocation in legal and political discourse for rights recognized by law. | CORE |
| haksız | haksız çıkmak | haksız çıkmak | to turn out to be wrong, to be proven unjust | Verbal phrase indicating that someone's position has been shown to be wrong or unjust. Common in disputes. | CORE |
| haksız | haksız yere | haksız yere | unjustly, wrongly, without justification | Adverbial phrase indicating lack of justification. Common in complaints and accusations. | CORE |
| yalan | yalan söylemek | yalan söylemek | to tell a lie, to lie | Very common verbal phrase for lying. Essential across all contexts. | CORE |
| yalan | yalan olmak | yalan olmak | to be a lie, to be false | Copular construction asserting falsehood. Common in accusations and denials. | CORE |
| yalan | yalan çıkmak | yalan çıkmak | to turn out to be a lie, to be exposed as false | Verbal phrase indicating that something has been revealed as false. Common in discussions of deception. | CORE |
| yalan | yalan yanlış | yalan yanlış | false and incorrect, full of lies and errors | Alliterative compound emphasizing falsity and error. Common in dismissive evaluations. | CORE |
| yalan | yalan dolan | yalan dolan | lies and deceit, full of lies | Reduplicative expression emphasizing pervasive falsehood. Common in accusations. | CORE |
| inandırıcı | inandırıcı olmak | inandırıcı olmak | to be convincing, to be credible | Copular construction asserting convincingness. Common in evaluations of arguments and performances. | CORE |
| inandırıcı | inandırıcı gelmek | inandırıcı gelmek | to seem convincing, to appear credible | Expression for subjective impression of credibility. Common in evaluations. | CORE |
| sağlam | sağlam olmak | sağlam olmak | to be solid, to be sound, to be reliable | Copular construction asserting solidity or reliability. Common for physical objects, arguments, and evidence. | CORE |
| sağlam | sağlam kanıt | sağlam kanıt | solid evidence, sound proof | Common collocation in legal and argumentative contexts for reliable evidence. | CORE |
| sağlam | sağlam delil | sağlam delil | solid evidence, reliable proof | Similar to "sağlam kanıt," common in legal contexts. | CORE |
| sağlam | sağlam kaynak | sağlam kaynak | reliable source, solid source | Common collocation for trustworthy information sources. | CORE |
| kuşkulu | kuşkulu olmak | kuşkulu olmak | to be doubtful, to be questionable | Copular construction asserting doubtfulness. Common in epistemic evaluations. | CORE |
| kuşkulu | kuşkulu görünmek | kuşkulu görünmek | to look doubtful, to appear questionable | Expression for appearing doubtful or suspicious. Common in evaluations. | CORE |
| haklı | haklı olmak | haklı olmak | to be right, to be justified | Copular construction asserting rightness or justification. Very common in disputes and moral evaluations. | CORE |
| haklı | haklı çıkmak | haklı çıkmak | to turn out to be right, to be proven right | Verbal phrase indicating vindication. Common in discussions of disputes and predictions. | CORE |
| hatalı | hatalı olmak | hatalı olmak | to be erroneous, to be faulty | Copular construction asserting presence of errors. Common in quality evaluations. | CORE |
| hatalı | hata yapmak | hata yapmak | to make a mistake, to commit an error | Very common verbal phrase for making errors. Essential across all contexts. | CORE |
| hatalı | hata olmak | hata olmak | to be a mistake, to be an error | Copular construction asserting that something is an error. Common in corrections. | CORE |
| doğal | doğal olmak | doğal olmak | to be natural, to be genuine | Copular construction asserting naturalness. Common in evaluations of authenticity and lack of artificiality. | CORE |
| doğal | doğal görünmek | doğal görünmek | to look natural, to appear genuine | Expression for appearing natural or unforced. Common in evaluations of behavior and appearance. | CORE |
| yapay | yapay olmak | yapay olmak | to be artificial, to be synthetic | Copular construction asserting artificiality. Common in evaluations contrasting with natural. | CORE |
| yapay | yapay görünmek | yapay görünmek | to look artificial, to appear forced | Expression for appearing artificial or unnatural. Common in critical evaluations. | CORE |
