| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| inandırıcı | inandırıcı | *inan-* (to believe) + *-dır* (causative) + *-ıcı* (agentive) | convincing, credible, believable, persuasive | Evaluates statements, arguments, or performances as capable of inducing belief. Focuses on persuasive power rather than actual truth. | [CORE] |
| sağlam | sağlam | native Turkish, originally "healthy, sound" | solid, sound, reliable, robust, well-founded | Evaluates physical objects, arguments, or evidence as structurally sound and dependable. Metaphorically extended from physical solidity to epistemic reliability. | [CORE] |
| kuşkulu | kuşkulu | *kuşku* (doubt) + *-lu* (possessive suffix) | doubtful, questionable, dubious | Similar to *şüpheli* but slightly less formal. Indicates presence of doubt or uncertainty about truth or reliability. | [CORE] |
| haklı | haklı | *hak* (right) + *-lı* (possessive) | right, justified, in the right | Evaluates persons or positions as having justice or correctness on their side. Common in disputes and moral evaluations. | [CORE] |
| hatalı | hatalı | *hata* (error, from Arabic *ḫaṭaʾ*) + *-lı* | erroneous, faulty, mistaken, defective | Indicates presence of errors or faults, whether in statements, products, or actions. Less morally charged than *yanlış* in some contexts. | [CORE] |
| doğal | doğal | *doğa* (nature) + *-l* (adjectival) | natural, genuine, authentic | Evaluates things as occurring in nature or being free from artificiality. Used to distinguish authentic from artificial or forced. | [CORE] |
| yapay | yapay | *yap-* (to make) + *-ay* (adjectival) | artificial, synthetic, man-made | Denotes human construction or manufacture, contrasting with natural. Can be neutral or pejorative depending on context. | [CORE] |
| doğruluk | doğruluk | doğru (straight/true) + -luk (nominalizer) | truth, correctness, honesty, integrity | Abstract noun used in philosophical and moral discourse to denote the quality of being true or honest. Common in statements like "doğruluk önemlidir" (truth/honesty is important). | [CORE] |
| doğrulamak | doğrulamak | doğru + -la (verbalizer) + -mak (infinitive) | to verify, to confirm, to validate | Used in scientific, legal, and administrative contexts to indicate the act of confirming or verifying information. Essential in research methodology and fact-checking. | [CORE] |
| doğrulama | doğrulama | doğru + -la + -ma (verbal noun) | verification, confirmation, validation | Nominal form used in technical and administrative contexts, particularly in computing (authentication), legal procedures, and quality control. | [CORE] |
| doğrudan | doğrudan | doğru + -dan (ablative case marker, lexicalized) | directly, straightforwardly | Adverb indicating direct action or communication without intermediaries. Used in both spatial ("doğrudan gitmek" - to go directly) and communicative contexts. | [CORE] |
| doğrultmak | doğrultmak | doğru + -lt (causative) + -mak | to straighten, to direct, to aim | Used for physically straightening objects or metaphorically directing efforts or attention toward something. Common in both concrete and abstract contexts. | [CORE] |
| doğrultu | doğrultu | doğru + -ltu (direction nominalizer) | direction, line, course | Technical and everyday term for direction or trajectory. Used in navigation, geometry, and metaphorically for policy direction ("bu doğrultuda" - in this direction/vein). | [CORE] |
| doğru dürüst | doğru dürüst | doğru (true) + dürüst (honest) [reduplicative compound] | proper, decent, respectable, adequate | Colloquial expression meaning "proper" or "decent," often used to describe adequate quality or respectable behavior. Can be used negatively: "doğru dürüst bir iş yok" (there's no proper job). | [CORE] |
| doğrucu | doğrucu | doğru + -cu (agentive/adherent suffix) | truthful person, honest person | Less common agentive form describing someone characterized by truthfulness. More literary or formal than everyday speech. | [MARGINAL] |
| doğrulukçu | doğrulukçu | doğruluk + -çu (adherent suffix) | advocate of truth, principled person | Describes someone who strongly adheres to principles of truth and honesty, sometimes with connotation of rigidity. Used in character descriptions. | [MARGINAL] |
| doğrusunu söylemek | doğrusunu söylemek | doğru-su-nu (its truth-ACC) + söyle-mek (to say) | to tell the truth, to be honest | Fixed phrase used to introduce honest statements or confessions. Very common in conversational Turkish: "Doğrusunu söylemek gerekirse..." (To tell the truth...). | [CORE] |
| doğru mu? | doğru mu | doğru + mu (question particle) | is it true? right? correct? | Common question form used to seek confirmation or verification. Can be used as tag question or standalone inquiry. | [CORE] |
| doğru söylemek | doğru söylemek | doğru + söyle-mek (to say) | to tell the truth, to speak truthfully | Phrase emphasizing truthful speech. Distinguished from "doğrusunu söylemek" by being more general rather than introducing specific confession. | [CORE] |
| doğru yol | doğru yol | doğru + yol (path/way) | right path, correct way, straight path | Used literally for direct routes and metaphorically for moral or religious righteousness. Common in religious discourse and moral instruction. | [CORE] |
| doğru düzgün | doğru düzgün | doğru + düzgün (orderly, proper) [alliterative compound] | proper, decent, orderly, respectable | Similar to "doğru dürüst" but emphasizes orderliness and propriety. Common in everyday speech to describe adequate or respectable quality. | [CORE] |
| doğruca | doğruca | doğru + -ca (manner suffix) | directly, straight away | Adverbial form indicating direct manner of action. Slightly more emphatic than "doğrudan." | [CORE] |
| hakkında | hakkında | hak-kı-n-da (right-POSS-GEN-LOC, lexicalized) | about, concerning, regarding | Extremely common postposition used to indicate the topic or subject of discussion. Essential in all registers: "bu konu hakkında" (about this topic). | [CORE] |
| hakkaniyet | hakkaniyet | from Arabic *ḥaqqāniyya* (righteousness, fairness) | fairness, equity, justice | Formal term used in legal and ethical discourse to denote fairness and equitable treatment. More elevated than simple "adalet." | [CORE] |
| hakketmek | hakketmek | hak + -et (light verb) + -mek | to deserve, to merit, to earn | Common verb indicating deservingness or merit. Used in moral judgments and evaluations: "bunu hak etti" (he/she deserved this). | [CORE] |
| hakkı olmak | hakkı olmak | hak-kı (right-POSS) + ol-mak (to be) | to have the right, to be entitled | Fixed expression indicating entitlement or rightful claim. Common in legal and everyday contexts: "senin hakkın var" (you have the right/you're entitled). | [CORE] |
| hak vermek | hak vermek | hak + ver-mek (to give) | to agree with, to side with, to acknowledge someone is right | Common expression meaning to concede that someone is correct or justified. Used in arguments and discussions: "sana hak veriyorum" (I agree with you/you're right). | [CORE] |
| hak yemek | hak yemek | hak + ye-mek (to eat) | to violate someone's rights, to wrong someone | Idiomatic expression meaning to unjustly take what belongs to another or violate their rights. Strong moral condemnation in Turkish culture. | [CORE] |
| haksızlık | haksızlık | hak-sız-lık (right-without-nominalizer) | injustice, unfairness, wrong | Abstract noun denoting unjust action or state. Common in moral and legal discourse: "bu bir haksızlık" (this is an injustice). | [CORE] |
| haksızlık etmek | haksızlık etmek | haksızlık + et-mek (to do) | to wrong someone, to treat unjustly | Verbal phrase indicating commission of injustice. Common in accusations and moral judgments. | [CORE] |
| haklılık | haklılık | hak-lı-lık (right-with-nominalizer) | rightness, justification, being in the right | Abstract noun denoting the state of being right or justified. Used in arguments and legal contexts. | [CORE] |
| hak sahibi | hak sahibi | hak + sahib-i (owner-POSS, from Arabic) | rightful owner, rights holder, entitled person | Legal and formal term for someone who holds rights to something. Common in property law and intellectual property contexts. | [CORE] |
| hak iddia etmek | hak iddia etmek | hak + iddia (claim, from Arabic) + et-mek | to claim a right, to assert entitlement | Legal and formal expression for asserting one's rights or claims. Used in disputes and legal proceedings. | [CORE] |
| hak aramak | hak aramak | hak + ara-mak (to seek) | to seek justice, to pursue one's rights | Expression for actively pursuing justice or asserting rights, often through legal channels. Common in discussions of legal recourse. | [CORE] |
| hak ve adalet | hak ve adalet | hak + ve (and) + adalet (justice) | right and justice, justice and fairness | Fixed phrase common in legal and political discourse, often used rhetorically to invoke principles of justice. | [CORE] |
| hakkını almak | hakkını almak | hak-kı-nı (right-POSS-ACC) + al-mak (to take) | to get one's due, to obtain justice | Expression meaning to receive what one deserves or is entitled to. Can be positive (getting deserved reward) or negative (getting deserved punishment). | [CORE] |
| hakkını helal etmek | hakkını helal etmek | hak-kı-nı + helal (permissible, from Arabic) + et-mek | to forgive someone's debt/wrong, to waive one's right | Religious and cultural expression meaning to forgive someone who has wronged you or to waive a debt. Important in Islamic ethical framework. | [CORE] |
| hakkını vermek | hakkını vermek | hak-kı-nı + ver-mek (to give) | to give credit, to do justice to, to acknowledge merit | Expression meaning to properly acknowledge someone's merit or to do something justice. Common in evaluations: "hakkını vermek lazım" (one must give credit where it's due). | [CORE] |
| hakikatçi | hakikatçi | hakikat + -çi (adherent suffix) | seeker of truth, realist | Describes someone devoted to truth or reality. Can be used philosophically or to describe realistic, no-nonsense people. | [MARGINAL] |
| hakikaten | hakikaten | hakikat + -en (adverbial suffix) | really, truly, indeed, in reality | Common adverb emphasizing truth or reality of a statement. Used across all registers: "hakikaten öyle" (it's really so). | [CORE] |
| hakiki | hakiki | from Arabic *ḥaqīqī* (real, true, genuine) | real, genuine, true, authentic | Adjective emphasizing genuineness or authenticity. More formal than "gerçek," often used in literary or elevated discourse. | [CORE] |
| hak ettiği değer | hak ettiği değer | hak et-tiğ-i (deserve-REL-POSS) + değer (value) | deserved value, due recognition | Expression referring to proper recognition or valuation. Common in discussions of merit and appreciation. | [CORE] |
| Allah hakkı için | Allah hakkı için | Allah (God) + hak-kı (right-POSS) + için (for) | for God's sake, in the name of God | Religious oath or emphatic appeal invoking divine truth/right. Used to emphasize sincerity or make urgent requests. | [CORE] |
| hak gözetmek | hak gözetmek | hak + gözet-mek (to observe/watch) | to respect rights, to be mindful of justice | Expression meaning to be careful to respect others' rights and act justly. Used in moral instruction. | [MARGINAL] |
| gerçeklik | gerçeklik | gerçek + -lik (nominalizer) | reality, realness, actuality | Abstract noun denoting the quality or state of being real. Common in philosophical discourse and discussions distinguishing reality from appearance or fiction. | [CORE] |
| gerçekten | gerçekten | gerçek + -ten (ablative, lexicalized as adverb) | really, truly, actually, genuinely | Very common adverb used to emphasize truth or reality of statements. Essential in everyday speech: "gerçekten mi?" (really?). | [CORE] |
| gerçekleşmek | gerçekleşmek | gerçek + -leş (become) + -mek | to come true, to be realized, to materialize, to happen | Common verb indicating actualization of plans, dreams, or predictions. Used for events becoming real: "hayalleri gerçekleşti" (his/her dreams came true). | [CORE] |
| gerçekleştirmek | gerçekleştirmek | gerçek + -leş + -tir (causative) + -mek | to realize, to accomplish, to carry out, to implement | Transitive verb meaning to make something real or actual. Common in project management, goal achievement contexts. | [CORE] |
| gerçekleşme | gerçekleşme | gerçek + -leş + -me (verbal noun) | realization, actualization, occurrence | Nominal form used in formal and technical contexts to denote the process or fact of becoming real. | [CORE] |
| gerçekçi | gerçekçi | gerçek + -çi (adherent/practitioner suffix) | realistic, realist, pragmatic | Describes persons, approaches, or artistic styles characterized by realism. Used in personality descriptions, artistic movements, and practical planning. | [CORE] |
| gerçekçilik | gerçekçilik | gerçek + -çi + -lik | realism (philosophical or artistic) | Philosophical and artistic term denoting realist movements or approaches. Used in art history, philosophy, and literary criticism. | [CORE] |
| gerçekdışı | gerçekdışı | gerçek + dış-ı (outside-POSS) | unreal, unrealistic, surreal | Describes things that are outside reality or implausible. Used for unrealistic expectations, surreal experiences, or fictional elements. | [CORE] |
| gerçeküstü | gerçeküstü | gerçek + üst-ü (above-POSS) | surreal, surrealistic, supernatural | Term for surrealism in art and literature, or for supernatural/extraordinary phenomena. Technical term in art history. | [CORE] |
| gerçek anlamda | gerçek anlamda | gerçek + anlam-da (meaning-LOC) | in the true sense, in reality, genuinely | Fixed phrase emphasizing genuine or literal meaning as opposed to figurative or superficial. Common in clarifications and emphatic statements. | [CORE] |
| gerçek hayat | gerçek hayat | gerçek + hayat (life) | real life, actual life | Common collocation distinguishing actual lived experience from fiction, simulation, or idealized versions. Used in discussions of media, education, and expectations. | [CORE] |
| gerçek olmak | gerçek olmak | gerçek + ol-mak (to be) | to be real, to be true, to be actual | Verbal phrase asserting reality or truth of something. Common in verification and authentication contexts. | [CORE] |
| gerçeği yansıtmak | gerçeği yansıtmak | gerçek-i (reality-ACC) + yansıt-mak (to reflect) | to reflect reality, to represent truthfully | Expression used in discussions of media, art, and representation. Evaluates accuracy of depictions or accounts. | [CORE] |
| gerçek göstermek | gerçek göstermek | gerçek + göster-mek (to show) | to show the truth, to reveal reality | Expression meaning to reveal or demonstrate what is actually true. Used when exposing deception or clarifying misconceptions. | [CORE] |
| gerçeğe aykırı | gerçeğe aykırı | gerçek-e (reality-DAT) + aykırı (contrary) | contrary to reality, false, untrue | Formal expression used in legal and official contexts to describe statements or claims that contradict reality or facts. | [CORE] |
| gerçek dışı | gerçek dışı | gerçek + dış-ı (outside-POSS) [written separately] | outside reality, unreal, unrealistic | Alternative spelling of gerçekdışı, sometimes written as two words. Same meaning and usage. | [CORE] |
| gerçekten de | gerçekten de | gerçek-ten + de (also/indeed) | indeed, really and truly | Emphatic adverbial phrase strengthening assertion of truth. More emphatic than simple "gerçekten." | [CORE] |
| gerçek kimlik | gerçek kimlik | gerçek + kimlik (identity) | true identity, real identity | Common collocation in discussions of disguise, anonymity, or authentic self. Used in both literal (legal identity) and metaphorical (true self) senses. | [CORE] |
| gerçek yüz | gerçek yüz | gerçek + yüz (face) | true face, real nature | Metaphorical expression for someone's true character or nature, especially when hidden behind a facade. Common in character revelations. | [CORE] |
| gerçek değer | gerçek değer | gerçek + değer (value) | true value, real worth, actual value | Used in economic, moral, and general evaluative contexts to distinguish actual value from apparent or market value. | [CORE] |
| acı gerçek | acı gerçek | acı (bitter/painful) + gerçek | harsh reality, bitter truth | Fixed phrase for unpleasant truths or harsh realities. Common in discussions of difficult situations or uncomfortable facts. | [CORE] |
| çıplak gerçek | çıplak gerçek | çıplak (naked/bare) + gerçek | naked truth, bare reality, stark truth | Expression emphasizing unadorned, unvarnished truth. Used when presenting facts without euphemism or mitigation. | [CORE] |
| sanal gerçeklik | sanal gerçeklik | sanal (virtual) + gerçeklik | virtual reality | Technical term for VR technology. Standard translation in computing and technology contexts. | [CORE] |
| artırılmış gerçeklik | artırılmış gerçeklik | artır-ıl-mış (increase-PASS-PERF) + gerçeklik | augmented reality | Technical term for AR technology. Standard translation in computing and technology contexts. | [CORE] |
