| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| மெய்யல்ல | மெய் | meyyalla / mey | not true, not real / true, real | This is a negated form of மெய் using அல்ல. The context explicitly identifies it as a formal or literary denial of truth or reality. | morphological | [MARGINAL] |
| சரியில்லை | சரி | cariyillai / cari | not right, not correct, not okay / correct, right, okay | This is a very common negative extension of சரி formed with இல்லை. It opposes correctness/acceptability to its denial in everyday speech. | morphological | [CORE] |
| சரியல்ல | சரி | cariyalla / cari | not correct, improper / correct, right, okay | This is another negated form of சரி, using அல்ல rather than இல்லை. The context notes that it can sound more categorical or formal than சரியில்லை. | morphological | [CORE] |
| உண்மையற்ற | உண்மை / உண்மையான | uṇmaiyaṟṟa / uṇmai, uṇmaiyāṉa | untrue, baseless, lacking truth / truth; true, real | This is a derivational negative form built with அற்ற, explicitly glossed as lacking truth. It contrasts with the positive truth base and its adjectival extension. | morphological | [CORE] |
| இது உண்மை. | இது உண்மையில்லை. | itu uṇmai. / itu uṇmaiyillai. | this is true / this is not true | This is an explicit constructional opposition between positive and negative attribution. It is directly illustrated in P4a and P4b. | constructional | [CORE] |
| அது சரி. | அது சரியல்ல. | atu cari. / atu cariyalla. | that is correct / that is not correct | This is the corresponding positive versus negative attribution pattern for correctness. The contrast is explicitly documented in the construction section. | constructional | [CORE] |
| உண்மையைச் சொல் | பொய் சொல் | uṇmaiyaic col / poy col | tell the truth / tell a lie | These are directly opposed speech-act constructions built with the same verb சொல். They contrast truthful reporting with lying. | constructional | [CORE] |
| உண்மை பேசு | பொய் பேசு | uṇmai pēcu / poy pēcu | speak the truth / speak falsely, lie | These are parallel verbal constructions with பேசு, contrasting truthful versus false speech. The opposition is clearly supported in P2b and P4. | constructional | [CORE] |
| உண்மை வெளிவரு / உண்மை தெரியவரு | உண்மையை மறை | uṇmai veḷivaru / uṇmai teriyavaru / uṇmaiyai maṟai | the truth comes out / the truth becomes known / hide the truth | These constructions oppose revelation of truth to concealment of truth. The contrast is clearly supported by the listed multi-word expressions. | constructional | [CORE] |
| உண்மையை ஒப்பு கொள் / உண்மையை ஏற்று கொள் | உண்மையை மறை | uṇmaiyai oppu koḷ / uṇmaiyai ēṟṟu koḷ / uṇmaiyai maṟai | admit the truth / accept the truth / hide the truth | These constructions oppose acknowledgment or acceptance of truth to its concealment. The opposition is pragmatic and clearly grounded in the attested expressions. | constructional | [CORE] |
| உண்மைக்கு புறம்பாக / உண்மைக்கு மாறாக | உண்மையின் அடிப்படையில் / உண்மையை அடிப்படையாகக் கொண்டு | uṇmaikku puṟampāka / uṇmaikku māṟāka / uṇmaiyin aṭippaṭaiyil / uṇmaiyai aṭippaṭaiyāka koṇṭu | contrary to the truth / against the truth / on the basis of truth or facts / taking truth as the basis | These constructions oppose factual contradiction to factual grounding. The contrast is formal and discourse-level, but clearly supported in P2b. | constructional | [MARGINAL] |
| பொய்யாகி போ | நிஜம் / உண்மை | poyyāki pō / nijam / uṇmai | turn out to be false / reality, truth | The resultative construction “turn out false” stands in clear opposition to truth/reality terms in the same semantic field. The opposition is supported, though not presented as a fixed paired formula. | constructional | [MARGINAL] |
| அசல் நகல் | — | asal nakal | original and copy | This is an internal oppositional structure contrasting the original with the copy. It is explicitly listed as a common bureaucratic/documentary expression. | lexical | [CORE] |
| மெய் | மெய்நிகர் | mey / meynikar | real, true / virtual | The technical term மெய்நிகர் is built on the same root but denotes virtuality rather than ordinary reality. The context supports this as a contrastive extension, especially in expressions like virtual reality. | lexical | [MARGINAL] |
