| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| மெய் | மெய்சிலிர்க்கிறது | meycilirkkiratu | it gives goosebumps; the body thrills | Very common in speech and writing for strong emotional or aesthetic impact. This is an important peripheral extension of மெய் meaning body. | [CORE] |
| மெய் | மெய்நிகர் மூலம் நடத்தப்படும் வகுப்பு | meynikar mūlam naṭattappaṭum vakuppu | a class conducted virtually | A natural modern technical/educational construction built on மெய்நிகர். It is common in institutional and educational contexts. | [CORE] |
| பொய் | பொய் சொல் | poy col | tell a lie | One of the most basic and common Tamil expressions for lying. It is used in everyday speech, moral instruction, and accusation. | [CORE] |
| பொய் | பொய் பேசு | poy pēcu | speak falsely; lie | Very common in colloquial and general usage. It often refers to habitual or ongoing lying rather than a single false statement. | [CORE] |
| பொய் | பொய் குற்றச்சாட்டு | poy kuṟṟaccāṭṭu | false accusation | Common in legal, journalistic, and public-discourse contexts. It refers to an accusation judged baseless or untrue. | [CORE] |
| பொய் | பொய் வாக்குறுதி | poy vākkuruṭi | false promise | Used in political criticism and everyday interpersonal complaint. It refers to a promise that is deceptive or insincere. | [CORE] |
| பொய் | பொய்யாகி போ | poyyāki pō | turn out to be false | A common resultative expression used when a claim, expectation, or report proves untrue. It is frequent in speech and media language. | [CORE] |
| சரி | சரி என்று சொல் | cari eṉṟu col | say “okay”; say that it is correct | Very common in conversation for agreement, acknowledgment, or acceptance. Depending on context it may indicate correctness or mere assent. | [CORE] |
| சரி | சரி என்று ஒப்பு கொள் | cari eṉṟu oppu koḷ | admit that it is correct; agree that it is right | Used when someone concedes correctness or accepts another’s point. Common in argument and discussion. | [CORE] |
| சரி | சரி பார் | cari pār | check it; see whether it is correct | A very common colloquial imperative, closely related to lexicalized சரிபார் but still naturally occurring as a two-word construction in speech. It is used in practical and procedural contexts. | [CORE] |
| சரி | சரி செய்து கொள் | cari ceytu koḷ | fix it; set it right | Common in everyday speech when telling someone to correct or repair something. It is broader and more conversational than formal சரிசெய். | [CORE] |
| சரி | சரி வரவில்லை | cari varavillai | did not come out right; is not proper/adequate | A common spoken construction used when something is not working properly or is not satisfactory. It often concerns performance, fit, or adequacy rather than truth. | [CORE] |
| சரி | சரி ஆகு | cari āku | become okay; become correct; recover | Extremely common in speech for things becoming acceptable, functioning properly, or returning to normal. It extends beyond factual correctness into general adequacy and recovery. | [CORE] |
| சரி | சரி இல்லை | cari illai | not okay; not right | Very common in colloquial Tamil as a phrasal judgment of factual, practical, moral, or interpersonal wrongness. It is broader and more flexible than strict “incorrect.” | [CORE] |
| தவறு | தவறு செய் | tavaṟu cey | make a mistake; do wrong | A very common expression covering both factual error and moral wrongdoing. Context determines whether the sense is practical or ethical. | [CORE] |
| தவறு | தவறு பண்ணு | tavaṟu paṇṇu | make a mistake; do wrong | Colloquial spoken equivalent of தவறு செய், especially common in everyday conversation. It is highly productive in informal Tamil. | [CORE] |
| தவறு | தவறு கண்டுபிடி | tavaṟu kaṇṭupiṭi | find the mistake | Common in education, proofreading, technical work, and ordinary correction. It refers to identifying an error in speech, writing, or action. | [CORE] |
| தவறு | தவறு ஒப்பு கொள் | tavaṟu oppu koḷ | admit one’s mistake | A common interpersonal and moral expression used when someone acknowledges fault. It appears in family, educational, and public contexts. | [CORE] |
| தவறு | தவறுக்கு மன்னிப்பு கேள் | tavaṟukku maṉṉippu kēḷ | ask forgiveness for a mistake/wrong | Common in moral and interpersonal contexts after admitting fault. It is used for both minor mistakes and more serious wrongdoing. | [CORE] |
| நிஜம் | நிஜம் சொல்லு | nijam collu | tell the truth; say what is real | Very common in colloquial speech, often with emotional force. It is especially natural in spoken Tamil and popular media dialogue. | [CORE] |
| நிஜம் | நிஜமா? | nijamā? | really?; is it true? | Extremely common in conversation for surprise, doubt, or confirmation. It is one of the most natural spoken checks on factuality. | [CORE] |
| நிஜம் | நிஜமாகவே | nijamākavē | really indeed; truly | A common emphatic spoken/written expression used to stress actuality. It is especially frequent in informal and mixed-register Tamil. | [CORE] |
| நிஜம் | நிஜ வாழ்க்கையில் | nija vāḻkkaiyil | in real life | Very common in speech, media, and online discourse, especially in contrast with cinema, fiction, or imagination. It is a stable modern expression. | [CORE] |
| உறுதி | உறுதி செய் | uṟuti cey | confirm; assure; make certain | Used in formal and practical contexts for confirming information, arrangements, or commitments. Depending on context it can mean either “confirm” or “guarantee/assure.” | [CORE] |
| உறுதி | உறுதி அளி | uṟuti aḷi | give assurance; assure | Common in official, interpersonal, and political contexts. It refers to giving a firm assurance or guarantee. | [CORE] |
| உறுதி | உறுதி பெறு | uṟuti peṟu | receive confirmation; obtain assurance | Used when confirmation or assurance is obtained from a person, institution, or source. Common in administrative and practical settings. | [CORE] |
| உறுதி | உறுதி படுத்து | uṟuti paṭuttu | confirm; establish firmly | A very common formal and semi-formal expression for verifying or firmly establishing something. It is frequent in reporting, administration, and argumentation. | [CORE] |
| நம்பகமான | நம்பகமான ஆதாரம் | nampakamāṉa ātāram | reliable source | A standard evaluative construction in journalism, research, and public discussion. It is used when assessing whether information can be trusted. | [CORE] |
| நம்பகமான | நம்பகமான தகவல் | nampakamāṉa takaval | reliable information | Common in media, administration, and technical communication. It emphasizes trustworthiness rather than mere truth in isolation. | [CORE] |
| நம்பகமான | நம்பகமான சாட்சி | nampakamāṉa cāṭci | credible testimony; reliable witness evidence | Used in legal, journalistic, and evaluative contexts. It refers to testimony judged trustworthy. | [CORE] |
| நம்பகத்தன்மை | நம்பகத்தன்மை கொண்ட | nampakattaṉmai koṇṭa | possessing reliability; credible | A common formal attributive construction in academic, bureaucratic, and media language. It is used for sources, institutions, systems, and evidence. | [CORE] |
| நம்பகத்தன்மை | நம்பகத்தன்மையை இழக்கு | nampakattaṉmaiyai iḻakku | lose credibility | Common in public commentary, journalism, and institutional evaluation. It is used when a person or body is no longer trusted. | [CORE] |
| நம்பகத்தன்மை | நம்பகத்தன்மையை கேள்விக்குட்படுத்து | nampakattaṉmaiyai kēḷvikkkuṭpaṭuttu | call credibility into question | A formal evaluative expression used in criticism, journalism, and academic writing. It is especially common when discussing sources or testimony. | [CORE] |
| ஒத்த | ஒத்துப் போ | ottup pō | match; correspond; be in agreement | A very common expression for resemblance, fit, or agreement between accounts, facts, or appearances. It is used in both everyday and formal contexts. | [CORE] |
| ஒத்த | ஒத்துவரு | ottuvaru | suit; fit; agree; correspond | Common in speech and writing for compatibility or agreement. Depending on context it may refer to factual correspondence, personal suitability, or practical fit. | [CORE] |
| ஒத்த | ஒத்துப் பார்க்க | ottup pārkka | compare; check against | Used when comparing one thing with another to see whether they match. Common in textual, visual, and factual verification contexts. | [CORE] |
| ஒற்றுமை | ஒற்றுமை காணப்படுகிறது | oṟṟumai kāṇappaṭukiṟatu | similarity/agreement is seen | Common in formal comparison of texts, accounts, data, or patterns. It is especially natural in analytical and academic prose. | [CORE] |
| ஒற்றுமை | ஒற்றுமை இல்லை | oṟṟumai illai | there is no agreement/consistency | Used when accounts, statements, or forms do not match. It is common in both analytical and everyday evaluative contexts. | [CORE] |
| போலி | போலி ஆவணம் | pōli āvaṇam | fake document; forged document | A standard expression in legal, bureaucratic, and journalistic contexts. It refers to a document that is not genuine. | [CORE] |
| போலி | போலி சான்றிதழ் | pōli cāṉṟitaḻ | fake certificate | Common in education, employment, and legal reporting. It refers to forged or counterfeit certification. | [CORE] |
| போலி | போலி செய்தி | pōli ceyti | fake news | A common modern media expression. It is used for fabricated or misleading news content. | [CORE] |
| போலி | போலி கணக்கு | pōli kaṇakku | fake account | Common in social media and cyber-discourse. It refers to a false or impersonated account identity. | [CORE] |
| அசல் | அசல் நகல் | asal nakal | original and copy | A very common bureaucratic and documentary expression, especially when submitting records. It contrasts the genuine original with its copy. | [CORE] |
| அசல் | அசல் பிரதியை காண்பி | asal piratiyai kāṇpi | show the original copy/document | Common in administration, commerce, and document verification. It is used when authenticity must be checked against the original. | [CORE] |
| மூலம் | மூலத்தின் அடிப்படையில் | mūlattiṉ aṭippaṭaiyil | on the basis of the source/original | Used in textual, documentary, and analytical contexts when judgments are made from the original source. It is more formal than everyday speech. | [MARGINAL] |
| மூலம் | மூலத்துடன் ஒப்பிட்டு பார் | mūlattuṭaṉ oppiṭṭu pār | compare with the original/source | Common in editing, translation, documentation, and verification. It is used when checking whether a version matches its source. | [CORE] |
| நீதி | நீதி கேள் | nīti kēḷ | seek justice | A common public and legal expression used when demanding fair treatment or redress. It appears in activism, journalism, and formal discourse. | [CORE] |
| நீதி | நீதி வழங்கு | nīti vaḻaṅku | deliver justice | Common in legal, political, and public rhetoric. It refers to institutions or authorities giving fair judgment or redress. | [CORE] |
| நீதி | நீதிக்காக போராடு | nītikkāka pōrāṭu | fight for justice | A common activist and rhetorical expression. It is used in social, political, and moral contexts. | [CORE] |
| நியாயம் | நியாயம் கேள் | niyāyam kēḷ | ask for justice/fairness | Common in interpersonal, social, and public contexts when someone demands fair treatment. It is often less formal than நீதி கேள். | [CORE] |
| நியாயம் | நியாயம் பேசு | niyāyam pēcu | speak reasonably; speak fairly | A very common expression in everyday argument and social interaction. It can refer to fairness, reasonableness, or justified judgment. | [CORE] |
| நியாயம் | நியாயம் இல்லை | niyāyam illai | it is not fair; there is no justice/reasonableness | Extremely common in speech and writing for protesting unfairness or lack of justification. It bridges moral and practical evaluation. | [CORE] |
| தர்மம் | தர்மம் காப்பாற்று | tarmam kāppāṟṟu | uphold dharma; protect righteousness | Common in religious, moral, and epic-style discourse. It carries traditional ethical weight rather than neutral everyday correctness. | [CORE] |
| தர்மம் | தர்மத்தின் வழி நட | tarmattiṉ vaḻi naṭa | walk in the path of dharma | A religious-moral expression used in sermons, reflective prose, and traditional discourse. It is not a colloquial everyday phrase for ordinary correctness. | [MARGINAL] |
| தத்துவம் | தத்துவம் பேசு | tattuvam pēcu | talk philosophy; speak in principles | Common in both serious and lightly ironic usage. It can refer either to discussing philosophical principles or to speaking in an abstract, idealizing way. | [CORE] |
| தத்துவம் | தத்துவ ரீதியாக | tattuva rītiyāka | philosophically; in principle | A common formal expression in academic and reflective prose. It frames a claim at the level of principle or philosophical analysis. | [CORE] |
| சாரம் | சாரம் என்ன? | cāram eṉṉa? | what is the gist/essence? | A natural expression used when asking for the essential point of a matter. It is common in explanatory and evaluative contexts. | [CORE] |
| சாரம் | சாராம்சமாக சொன்னால் | cārāmcamāka coṉṉāl | in summary; to state the essence briefly | A very common discourse expression in formal speech and writing. It is related to the “essence/gist” semantic field, though the lexical form is expanded. | [CORE] |
| உருவகம் | உருவகமாகப் பயன்படுத்து | uruvakamākap payaṉpaṭuttu | use metaphorically | A natural literary-critical and explanatory construction. It is used when describing figurative rather than literal usage. | [MARGINAL] |
| உருவகம் | உருவகமாகச் சொல் | uruvakamākac col | say metaphorically | Used in literary explanation and interpretive discussion. It is not especially colloquial, but it is a natural analytic expression. | [MARGINAL] |
