| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| தவறான | tavaṟāṉa | **தவறு** “error, wrong” + adjectival **-ஆன** | wrong, incorrect, mistaken, erroneous | This adjective is used for incorrect information, mistaken assumptions, wrong decisions, or improper actions. It is common in education, media, administration, and ordinary conversation. | [CORE] |
| நிஜம் | nijam | loanword of Indo-Aryan origin meaning “real, actual” | real, true, actual | This word is common in spoken and written Tamil, especially in colloquial and mixed-register usage, for stressing that something is really the case. It often contrasts with imagination, rumor, exaggeration, or pretense. | [CORE] |
| நிஜமான | nijamāṉa | **நிஜம்** “real, actual” + adjectival **-ஆன** | real, genuine, actual | This adjective is used for real events, genuine articles, or actual conditions as opposed to fake, fictional, or merely apparent ones. It is especially common in everyday speech and popular media language. | [CORE] |
| உறுதி | uṟuti | firmness, certainty, assurance | certainty, assurance, confirmation, firmness | This word is used when something is established firmly or confirmed, including facts, decisions, and commitments. In evaluative contexts it often concerns reliability, certainty, or whether something has been verified. | [CORE] |
| உறுதியான | uṟudiyāṉa | **உறுதி** “certainty, firmness” + adjectival **-ஆன** | certain, firm, reliable, definite | This adjective can describe reliable evidence, definite information, firm conviction, or stable character. It is used both for epistemic certainty and for dependable or steady qualities in persons and things. | [CORE] |
| நம்பகமான | nampakamāṉa | from **நம்பு** “to trust, believe” + **-கம் / -க** nominal formation + adjectival **-ஆன** | reliable, trustworthy, credible | This is a standard modern adjective for evaluating whether a source, person, report, or system can be trusted. It is common in journalism, administration, technology, and everyday judgments about dependability. | [CORE] |
| நம்பகத்தன்மை | nampakattaṉmai | **நம்பக** “trustworthy, reliable” + **தன்மை** “quality” | reliability, trustworthiness, credibility | This noun is used in formal contexts to assess the reliability of testimony, institutions, data, devices, or persons. It is especially common in bureaucratic, academic, and media-related evaluation. | [CORE] |
| ஒத்த | otta | from verb **ஒத்து** “to match, agree, correspond” | similar, matching, corresponding, fitting | This adjective is used when one thing resembles or corresponds to another in form, content, or pattern. It can be used for likeness in appearance, agreement between accounts, or conformity to a model. | [CORE] |
| ஒற்றுமை | oṟṟumai | from **ஒற்று / ஒத்து** “to agree, match” + **-மை** abstract suffix | similarity, agreement, correspondence, consistency | This noun refers to likeness, agreement, or consistency between things. It is used in comparing statements, texts, representations, and observed facts, as well as in broader senses of unity. | [CORE] |
| போலி | pōli | fake, imitation, counterfeit | fake, counterfeit, bogus, sham | This word is used for objects, documents, identities, and sometimes claims that are not genuine. It is common in legal, commercial, and everyday contexts involving forgery, imitation, or deceptive representation. | [CORE] |
| அசல் | asal | original, genuine | original, authentic, genuine | This word is widely used for an original or authentic item as opposed to a copy or fake. It is especially common in commerce, media, and everyday talk about documents, products, artworks, and source versions. | [CORE] |
| மூலம் | mūlam | source, origin, root | source, original, basis, origin | In evaluative contexts this word can refer to the original source or underlying basis of a text, claim, or object. It is often relevant when judging authenticity, derivation, or whether something reflects its source accurately. | [CORE] |
| நீதி | nīti | justice, rightness, moral order | justice, fairness, rightness | This is a major term for moral and legal rightness. It is used when evaluating actions, judgments, laws, and social arrangements in terms of what is just or ethically proper. | [CORE] |
| நியாயம் | niyāyam | justice, reasonableness, fairness, logical propriety | fairness, justice, reason, justification | This word is very common in evaluating whether something is fair, reasonable, or justified. It can apply to arguments, decisions, prices, punishments, and interpersonal conduct, bridging logical and moral assessment. | [CORE] |
| தர்மம் | tarmam | dharma; moral duty, righteousness, proper order | righteousness, duty, moral law, dharma | This term is used in religious, ethical, and cultural discourse for what is morally right or proper according to duty or righteous order. It is less neutral than சரி or நியாயம் and often carries traditional or philosophical weight. | [CORE] |
| தத்துவம் | tattuvam | principle, essential nature, philosophical truth | principle, essence, philosophy, fundamental nature | This word is used in philosophy and religion for the essential principle or fundamental nature of something. In broader usage it can also refer to an underlying doctrine or core truth behind appearances. | [CORE] |
| சாரம் | cāram | essence, extract, core substance | essence, substance, gist | This word refers to the essential substance or core content of something. It is used when distinguishing what is fundamental from what is superficial, including in literary, philosophical, and argumentative contexts. | [CORE] |
| உருவகம் | uruvakam | figurative representation, metaphorical form | metaphor, figurative representation | This term belongs mainly to literary and rhetorical evaluation, where one may assess how a representation resembles or stands for something else. It is relevant when discussing likeness, representation, and the relation between appearance and intended meaning. | [MARGINAL] |
| உண்மை | uṇmai | root noun | truth; reality | Basic and very common word for truth or what is real. Used in ordinary speech, journalism, argument, and philosophy. | [CORE] |
| உண்மையான | uṇmaiyāṉa | உண்மை + -ஆன | true; real; genuine | Used for true statements, real situations, genuine persons or objects. Common across spoken and written Tamil. | [CORE] |
| உண்மைத்தன்மை | uṇmaittaṉmai | உண்மை + -த்- + தன்மை | truthfulness; veracity; authenticity | Common in formal evaluation of reports, testimony, representation, and authenticity. Often used in journalism, criticism, and legal-administrative writing. | [CORE] |
| உண்மையில் | uṇmaiyil | உண்மை + -இல் | in truth; actually; in fact | Very common discourse form in speech and writing. Used to correct appearances, introduce the real situation, or emphasize factuality. | [CORE] |
| உண்மையாக | uṇmaiyāka | உண்மை + -ஆக | truly; really; genuinely | Used adverbially to stress sincerity or factual reality. Common in both conversational and formal registers. | [CORE] |
| உண்மையிலே / உண்மையிலேயே | uṇmaiyilē / uṇmaiyilēyē | உண்மை + -இல் + emphatic extension | truly; really indeed; actually | Common emphatic spoken and written forms. Used to intensify assertion that something is genuinely the case. | [CORE] |
| உண்மையா? | uṇmaiyā? | உண்மை + interrogative colloquial usage | really?; is it true? | Very common in speech for surprise, verification, or doubt. It tests factuality or sincerity. | [CORE] |
| உண்மையில்லை | uṇmaiyillai | உண்மை + இல்லை | not true; untrue | Used to deny factual correctness or reality. Common in argument, reporting, and everyday contradiction. | [CORE] |
| உண்மையற்ற | uṇmaiyaṟṟa | உண்மை + அற்ற | untrue; baseless; lacking truth | Common in formal prose for allegations, claims, or depictions judged not grounded in fact. | [CORE] |
| உண்மைக்குப் புறம்பான | uṇmaikkup puṟampāṉa | உண்மை + -க்கு + புறம்பான | contrary to truth; contrary to fact | Used in formal criticism, legal language, and public discourse for statements or representations that conflict with facts. | [CORE] |
| உண்மைக்கு மாறான | uṇmaikku māṟāṉa | உண்மை + -க்கு + மாறான | opposed to truth; factually contrary | Similar to the previous item, often used in evaluative prose and public argument. | [CORE] |
| உண்மை நிலை | uṇmai nilai | உண்மை + நிலை | actual state; real condition | Used in administration, reporting, and analysis to refer to the real state of affairs as distinct from claims or appearances. | [CORE] |
| உண்மை நிலவரம் | uṇmai nilavaram | உண்மை + நிலவரம் | actual situation; true state of affairs | Common in journalism, official reporting, and public discussion when clarifying what the situation really is. | [CORE] |
| உண்மை சம்பவம் | uṇmai campavam | உண்மை + சம்பவம் | true incident; real event | Common in media, storytelling, and film promotion to indicate that an event actually occurred. | [CORE] |
| உண்மை கதை | uṇmai katai | உண்மை + கதை | true story | Used in publishing, cinema, journalism, and conversation for narratives based on actual events. | [CORE] |
| உண்மை தகவல் | uṇmai takaval | உண்மை + தகவல் | true information; factual information | Used in media, administration, and education to distinguish verified information from rumor or falsehood. | [CORE] |
| உண்மை அறிதல் | uṇmai aṟital | உண்மை + அறிதல் | knowing the truth; realization of reality | Used in philosophical, religious, and reflective contexts for coming to know what is really the case. | [MARGINAL] |
| உண்மை தேடல் | uṇmai tēṭal | உண்மை + தேடல் | search for truth | Common in intellectual, journalistic, and philosophical contexts. Also used rhetorically in essays and public discourse. | [CORE] |
| உண்மை வெளிப்பாடு | uṇmai veḷippāṭu | உண்மை + வெளிப்பாடு | revelation of truth; truthful expression | Used in literary criticism, testimony, and reflective prose for the bringing out of what is true or real. | [MARGINAL] |
| உண்மைச் சாட்சி | uṇmaic cāṭci | உண்மை + சாட்சி | true testimony; truthful witness | Used in legal and moral contexts for testimony that corresponds to fact. | [MARGINAL] |
| உண்மை பேசு / உண்மையை பேசு | uṇmai pēcu / uṇmaiyai pēcu | உண்மை + பேசு | speak the truth | Very common in everyday moral instruction and interpersonal confrontation. | [CORE] |
| உண்மையைச் சொல் | uṇmaiyaic col | உண்மை + சொல் | tell the truth | Common in speech, parenting, narrative dialogue, and legal-dramatic contexts. | [CORE] |
| உண்மை முகம் | uṇmai mukam | உண்மை + முகம் | true face; real nature | Used figuratively in journalism and public discourse for the real character of a person, institution, or situation becoming visible. | [MARGINAL] |
| உண்மை உருவம் | uṇmai uruvam | உண்மை + உருவம் | true form; real form | Used in literary, philosophical, and descriptive prose for actual form as opposed to appearance or distortion. | [MARGINAL] |
| உண்மை உணர்வு | uṇmai uṇarvu | உண்மை + உணர்வு | sense of reality; awareness of truth | Used in reflective, educational, and philosophical writing. | [MARGINAL] |
| மெய் | mey | root form | true; real; body | Classical and still active lexical item. Used in literary, philosophical, grammatical, and religious contexts, and also in compounds. | [CORE] |
| மெய்யான | meyyāṉa | மெய் + -ஆன | true; real; genuine | Elevated or formal adjective for what is truly so. Common in religious and philosophical prose. | [CORE] |
| மெய்ப்பொருள் | meypporuḷ | மெய் + பொருள் | true meaning; essential reality | Common in literary exegesis, philosophy, and religious interpretation for the real import or essential substance of something. | [CORE] |
| மெய்மை | meymai | மெய் + -மை | truth; truthfulness; reality | Literary and formal noun parallel to உண்மை. Found in classical-style prose, ethical writing, and philosophical discourse. | [CORE] |
| மெய்யாக | meyyāka | மெய் + -ஆக | truly; really | Literary or elevated adverbial form. Used in formal prose and devotional or philosophical expression. | [MARGINAL] |
| மெய்யென்று | meyyeṉṟu | மெய் + என்று | as true; to be true | Common in literary and argumentative prose when something is taken or declared as true. | [MARGINAL] |
| மெய்யல்ல | meyyalla | மெய் + அல்ல | not true; not real | Used in formal or literary denial of truth or reality. Less colloquial than உண்மையில்லை. | [MARGINAL] |
| மெய்ப்பாடு | meyppāṭu | மெய் + பாடு | bodily expression of emotion; manifest emotional state | Important in classical poetics and literary studies. Refers to outward bodily manifestation, especially in Tamil aesthetic theory. | [MARGINAL] |
| மெய்ப்பொருளியல் | meypporuḷiyal | மெய்ப்பொருள் + இயல் | metaphysics; study of ultimate reality | Used in philosophy and academic writing for metaphysical inquiry into real being or ultimate substance. | [CORE] |
| மெய்யியல் | meyyiyal | மெய் + இயல் | metaphysics; ontology; philosophy of reality | Standard philosophical term in Tamil for inquiry into reality or being. | [CORE] |
| மெய்யுணர்வு | meyyuṇarvu | மெய் + உணர்வு | true realization; realization of reality | Common in religious, spiritual, and philosophical discourse for direct apprehension of truth or ultimate reality. | [CORE] |
| மெய்ஞ்ஞானம் | meyññāṉam | மெய் + ஞானம் | true knowledge; spiritual knowledge | Very common in Saiva and other religious-philosophical traditions for higher or genuine knowledge. | [CORE] |
| மெய்ஞ்ஞானி | meyññāṉi | மெய்ஞ்ஞானம் + -ி | knower of true wisdom; realized sage | Used in religious and devotional discourse for one possessing true spiritual knowledge. | [MARGINAL] |
| மெய்சாட்சி | meycāṭci | மெய் + சாட்சி | true witness; inner witness; conscience | Used in moral, religious, and reflective discourse. In some contexts it refers to conscience or inward testimony. | [MARGINAL] |
| மெய்சிலிர்ப்பு | meycilirppu | மெய் + சிலிர்ப்பு | goosebumps; bodily thrill | Very common in everyday and literary usage for a physical shiver or thrill, often from emotion, fear, or aesthetic impact. | [MARGINAL] |
| மெய்மறத்தல் | meymaṟattal | மெய் + மறத்தல் | loss of bodily awareness; ecstasy; being beside oneself | Used in literary, devotional, and emotional contexts for overwhelming feeling or trance-like absorption. | [MARGINAL] |
| மெய்மறந்து | meymaṟantu | மெய் + மறந்து | beside oneself; in ecstasy; oblivious | Common in literary and spoken usage for intense emotional absorption. | [MARGINAL] |
| மெய்யுரை | meyyurai | மெய் + உரை | true statement; authoritative exposition | Used in literary, religious, and formal contexts for a truthful or genuine exposition. | [MARGINAL] |
| மெய்நிலை | meynilai | மெய் + நிலை | true state; real condition | Used in philosophy, literary criticism, and formal prose for actual or essential state. | [MARGINAL] |
| மெய்நிகர் | meynikar | மெய் + நிகர் | virtual | Standard modern technical term, especially in computing and media, as in virtual reality and virtual learning. | [CORE] |
| மெய்நிகர் உண்மை | meynikar uṇmai | மெய்நிகர் + உண்மை | virtual reality | Common in technology, education, gaming, and media discourse. | [CORE] |
| மெய்நிகர் வகுப்பு | meynikar vakuppu | மெய்நிகர் + வகுப்பு | virtual class | Common in educational and administrative contexts, especially in digital learning environments. | [CORE] |
| மெய்நிகர் சந்திப்பு | meynikar cantippu | மெய்நிகர் + சந்திப்பு | virtual meeting | Common in office, institutional, and technological usage. | [CORE] |
| மெய்யெழுத்து | meyyeḻuttu | மெய் + எழுத்து | consonant | Standard grammatical term in Tamil orthography, contrasting with உயிரெழுத்து. Here மெய் does not directly mean truth but is part of the traditional letter classification. | [CORE] |
| உயிர்மெய் | uyirmey | உயிர் + மெய் | compound letter of vowel + consonant | Standard grammatical and pedagogical term in Tamil script instruction. | [CORE] |
| மெய்க்கீர்த்தி | meykkīrtti | மெய் + கீர்த்தி | royal eulogy; formal inscriptional praise text | Historical and literary term for inscriptional panegyric, especially in Chola epigraphy. | [MARGINAL] |
| மெய்ப்படம் | meyppaṭam | மெய் + படம் | realistic image; lifelike depiction | Used in artistic and descriptive contexts for a depiction that appears true to life. Attestation is more limited than some other items. | [UNCERTAIN] |
| மெய்யுரு | meyyuru | மெய் + உரு | true form; real form | Found in literary and religious contexts for essential or actual form. | [MARGINAL] |
| மெய்வழி | meyvazhi | மெய் + வழி | true path; right path | Used in religious and moral discourse for the genuine or proper spiritual path. | [MARGINAL] |
| மெய்வருத்தம் | meyvaruttam | மெய் + வருத்தம் | bodily suffering; physical hardship | Literary and formal usage for distress affecting the body. | [MARGINAL] |
| சரி | cari | root form | correct; right; okay | Extremely common in spoken and written Tamil for correctness, agreement, adequacy, or conversational acknowledgment. | [CORE] |
| சரியான | cariyāṉa | சரி + -ஆன | correct; proper; accurate | Used for correct answers, proper procedure, accurate information, and appropriate conduct. | [CORE] |
| சரித்தன்மை | carittaṉmai | சரி + தன்மை | correctness; propriety | Formal noun used in evaluative prose, though less common than other ways of expressing correctness. | [MARGINAL] |
| சரியாக | cariyāka | சரி + -ஆக | correctly; properly; exactly | Very common adverb in speech, education, administration, and instruction. | [CORE] |
| சரியில்லை | cariyillai | சரி + இல்லை | not right; not correct; not okay | Very common in everyday speech for factual, practical, moral, or interpersonal disapproval. | [CORE] |
| சரியல்ல | cariyalla | சரி + அல்ல | not correct; improper | Common in somewhat more explicit or formal negation than சரியில்லை. | [CORE] |
| சரியா? | cariyā? | சரி + interrogative usage | right?; okay?; correct? | Extremely common in conversation for checking agreement, correctness, or acceptability. | [CORE] |
| சரிதான் | caritāṉ | சரி + தான் | that is right; exactly so | Common emphatic confirmation in speech and writing. | [CORE] |
| சரிபார் | caripār | சரி + பார் | check; verify; inspect | Very common in administration, education, editing, and technology for checking whether something is correct. | [CORE] |
| சரிபார்ப்பு | caripārppu | சரிபார் + -ப்பு | verification; checking | Standard term in bureaucratic, technical, educational, and procedural contexts. | [CORE] |
| சரிபார்க்க | caripārkka | சரிபார் + verbal infinitive | to verify; to check | Common citation form in instructions and procedural language. Included here because it functions as a lexicalized verbal expression rather than a mere inflection of P1 items. | [CORE] |
| சரிசெய் | caricey | சரி + செய் | correct; fix; set right | Very common in practical, technical, editorial, and interpersonal contexts for correcting an error or remedying a problem. | [CORE] |
| சரிசெய்தல் | cariceytal | சரிசெய் + தல் | correction; rectification | Common in formal and procedural language, including administration, law, editing, and computing. | [CORE] |
| சரிசெய்யப்பட்ட | cariceyyappaṭṭa | சரிசெய் + passive participial formation | corrected; rectified | Common in editing, records, and technical documentation. | [MARGINAL] |
| சரிகட்டு | carikaṭṭu | சரி + கட்டு | settle; put in order; regularize | Used in practical and administrative contexts for setting something right, settling accounts, or regularizing a matter. | [MARGINAL] |
| சரிகட்டல் | carikaṭṭal | சரிகட்டு + தல் | settlement; adjustment; regularization | Used in accounts, disputes, and procedural matters. | [MARGINAL] |
| சரிவர | carivara | lexicalized adverbial expression from சரி + வர | properly; adequately; as required | Very common in speech and writing for something being done properly or sufficiently. | [CORE] |
| சரிவரச் செய் | carivarac cey | சரிவர + செய் | do properly; do correctly | Common in instruction, criticism, and workplace or educational settings. | [CORE] |
| சரிநிகர் | carinikar | சரி + நிகர் | equal; peer; match | Literary and formal expression for equal standing or matching counterpart. The sense is more of equivalence than correctness. | [MARGINAL] |
| சரிநிகரான | carinikarāṉa | சரிநிகர் + -ஆன | equal; comparable | Used in formal prose for parity or equivalence. | [MARGINAL] |
| சரிசமம் | caricamam | சரி + சமம் | equal; evenly matched | Used in formal and literary contexts for equality or balance. | [MARGINAL] |
| சரிசமமான | caricamamāṉa | சரிசமம் + -ஆன | equal; balanced; comparable | Used in descriptive and evaluative prose. | [MARGINAL] |
