| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| truthful | N/A | truth + -ful "full of truth" | truthful, honest, veracious, sincere | Evaluates persons or statements as habitually telling the truth or conforming to truth. Emphasizes character or intention rather than mere factual accuracy. Common in moral and everyday contexts. | [CORE] |
| honest | N/A | From Latin honestus "honorable, respectable" | honest, truthful, sincere, upright | Primarily evaluates persons or conduct as morally upright and not deceptive. Also applied to statements as truthful. Strong moral connotation beyond mere factual accuracy. | [CORE] |
| sincere | N/A | From Latin sincerus "clean, pure, genuine" | sincere, genuine, honest, heartfelt | Evaluates expressions, persons, or conduct as genuinely felt or meant, without pretense. Emphasizes alignment between inner state and outward expression. Common in personal and moral contexts. | [CORE] |
| legitimate | N/A | From Latin legitimatus "made lawful" | legitimate, lawful, valid, genuine | Evaluates claims, authority, or objects as conforming to law or accepted standards. Used in legal, political, and social contexts. Implies both genuineness and proper authorization. | [CORE] |
| spurious | N/A | From Latin spurius "illegitimate, false" | spurious, false, fake, counterfeit | Evaluates claims, objects, or reasoning as superficially plausible but actually false or invalid. More formal register than "fake." Common in academic and critical discourse. | [CORE] |
| bogus | N/A | Etymology uncertain, possibly from "tantrabogus" (counterfeit coin machine) | bogus, fake, false, fraudulent | Informal term evaluating objects, claims, or persons as fake or fraudulent. More colloquial than "spurious" or "counterfeit." Common in everyday speech. | [CORE] |
| counterfeit | N/A | From Old French contrefait "imitated, feigned" | counterfeit, fake, forged, fraudulent | Evaluates objects (especially currency or documents) as fraudulent imitations. Implies deliberate deception. Technical term in legal contexts, common in commercial contexts. | [CORE] |
| apt | N/A | From Latin aptus "fitted, suitable" | apt, fitting, appropriate, suitable | Evaluates descriptions, comparisons, or responses as particularly fitting or appropriate. Emphasizes suitability to context. Used in aesthetic and intellectual evaluation. | [CORE] |
| veracious | N/A | From Latin verax "truthful" (from verus "true") | veracious, truthful, accurate, honest | Formal term evaluating persons or statements as truthful or accurate. More elevated register than "truthful." Primarily used in formal or literary contexts. | [MARGINAL] |
| fallacious | N/A | From Latin fallacia "deception, trick" | fallacious, deceptive, misleading, erroneous | Evaluates reasoning or arguments as logically flawed or deceptive. Technical term in logic and rhetoric. Used in academic and critical discourse. | [CORE] |
| erroneous | N/A | From Latin erroneus "wandering, mistaken" | erroneous, mistaken, incorrect, wrong | Formal term evaluating statements or beliefs as containing error. More formal register than "wrong" or "incorrect." Common in academic and technical writing. | [CORE] |
| mistaken | N/A | Past participle of "mistake" (mis- + take) | mistaken, wrong, erroneous, incorrect | Evaluates beliefs, persons, or judgments as in error. Implies unintentional error rather than deception. Common in everyday and formal contexts. | [CORE] |
| mendacious | N/A | From Latin mendax "lying, false" | mendacious, lying, untruthful, dishonest | Formal term evaluating persons or statements as deliberately untruthful. Strong negative connotation. Primarily used in formal or literary contexts. | [MARGINAL] |
| bona fide | N/A | Latin "in good faith" | bona fide, genuine, authentic, legitimate | Fixed Latin expression evaluating persons, objects, or claims as genuine or made in good faith. Used in legal, commercial, and everyday contexts. Often functions as adjective in English. | [CORE] |
| ersatz | N/A | German "replacement, substitute" | ersatz, substitute, artificial, fake | Borrowed term evaluating objects or experiences as artificial substitutes for genuine articles. Carries negative connotation of inferiority. Used in cultural and commercial criticism. | [CORE] |
| apocryphal | N/A | From Greek apokryphos "hidden, obscure" | apocryphal, dubious, questionable, fictitious | Evaluates stories or claims as of doubtful authenticity or probably false. Originally referred to religious texts of uncertain authorship. Used in historical and critical contexts. | [CORE] |
| untrue | N/A | un- (negation) + true | not true, false | Used to evaluate statements as not corresponding to reality. Common in everyday and formal discourse as a direct negation of truth claims. | [CORE] |
| truth | N/A | true + -th (abstract noun suffix) | truth, the truth, veracity | Nominal form referring to the quality of being true or to true statements/facts themselves. Fundamental term in philosophical, legal, religious, and everyday discourse. | [CORE] |
| untruth | N/A | un- (negation) + truth | falsehood, lie, untruth | Nominal form for false statements or the quality of being false. Somewhat formal or literary; "lie" or "falsehood" more common in everyday speech. | [CORE] |
| truly | N/A | true + -ly (adverbial suffix) | truly, really, genuinely | Adverbial form used to emphasize truth or genuineness of statements or qualities. Common in everyday speech and writing across all registers. | [CORE] |
| true-blue | N/A | true + blue (color) | loyal, faithful, steadfast | Evaluates persons as completely loyal or faithful to a cause, party, or principle. Used in political and personal contexts. Historical reference to color fastness. | [CORE] |
| true to form | N/A | true + to + form | as expected, characteristically, predictably | Evaluates behavior or events as consistent with established patterns or character. Common in narrative and descriptive contexts. | [CORE] |
| true to life | N/A | true + to + life | realistic, lifelike, authentic | Evaluates artistic representations, descriptions, or portrayals as accurately reflecting reality. Used in aesthetic and literary criticism. | [CORE] |
| true to one's word | N/A | true + to + one's + word | keeping promises, reliable, trustworthy | Evaluates persons as fulfilling their promises or commitments. Used in moral and practical evaluation of character. | [CORE] |
| come true | N/A | come + true | be realized, be fulfilled, happen | Describes wishes, predictions, or dreams being realized in reality. Common in narrative and everyday speech about hopes and expectations. | [CORE] |
| hold true | N/A | hold + true | remain valid, continue to apply, be accurate | Evaluates statements, principles, or patterns as remaining accurate across contexts or time. Used in analytical and explanatory discourse. | [CORE] |
| ring true | N/A | ring (sound) + true | seem genuine, sound believable, feel authentic | Evaluates statements or accounts as seeming genuine or believable based on intuitive assessment. Common in evaluative discourse about credibility. | [CORE] |
| true believer | N/A | true + believer | devoted adherent, zealot, faithful follower | Describes persons as completely committed to a doctrine, cause, or ideology. Used in religious, political, and social contexts, often with ironic undertones. | [CORE] |
| true love | N/A | true + love | genuine love, real love, soulmate | Refers to authentic romantic love or to the person who is one's destined partner. Common in romantic and literary discourse. | [CORE] |
| true north | N/A | true + north | geographic north, actual north (vs. magnetic north) | Technical term in navigation distinguishing geographic north from magnetic north. Also used metaphorically for guiding principles or ultimate goals. | [CORE] |
| true self | N/A | true + self | authentic self, real identity, inner nature | Refers to one's authentic identity or nature as opposed to social masks or false presentations. Common in psychological and philosophical discourse. | [CORE] |
| true colors | N/A | true + colors (plural) | real nature, actual character, hidden qualities | Refers to someone's actual character or intentions, especially when revealed after concealment. Common in the phrase "show one's true colors." | [CORE] |
| true grit | N/A | true + grit (courage/determination) | genuine courage, real determination, authentic toughness | Evaluates persons as possessing genuine courage or determination. Popularized by literature and film; used in character evaluation. | [CORE] |
| tried and true | N/A | tried (tested) + and + true | proven reliable, time-tested, dependable | Evaluates methods, approaches, or objects as proven reliable through experience. Common in practical and commercial contexts. | [CORE] |
| truism | N/A | true + -ism (abstract noun) | obvious truth, platitude, self-evident statement | Refers to statements so obviously true as to be uninteresting or trite. Used in critical and analytical discourse, often dismissively. | [CORE] |
| truth-teller | N/A | truth + teller (one who tells) | honest person, one who speaks truth | Describes persons who habitually speak truthfully, especially in contexts where others might dissemble. Used in moral and political evaluation. | [CORE] |
| truth-telling | N/A | truth + telling (gerund) | speaking truthfully, honesty, veracity | Refers to the practice or act of speaking truth. Used in moral, political, and philosophical discourse about communication ethics. | [CORE] |
| truth value | N/A | truth + value | truth value (true or false status) | Technical term in logic and semantics for the property of being true or false. Used exclusively in philosophical and logical discourse. | [MARGINAL] |
| truth claim | N/A | truth + claim | assertion of truth, claim to truth | Refers to statements that assert or claim to be true. Used in philosophical, religious, and analytical discourse about epistemology. | [CORE] |
| truth seeker | N/A | truth + seeker | one who seeks truth, inquirer | Describes persons dedicated to discovering or pursuing truth. Used in philosophical, spiritual, and intellectual contexts. | [CORE] |
| home truth | N/A | home (direct/personal) + truth | uncomfortable truth, harsh reality, frank statement | Refers to truths that are uncomfortable or unwelcome, especially about oneself. British usage; common in personal and critical contexts. | [CORE] |
| gospel truth | N/A | gospel (religious text) + truth | absolute truth, unquestionable fact | Refers to statements accepted as absolutely true. Religious origin; used in everyday speech to emphasize complete certainty or reliability. | [CORE] |
| moment of truth | N/A | moment + of + truth | critical moment, decisive point, time of testing | Refers to the point when something is tested or revealed. From bullfighting; used in narrative and dramatic contexts. | [CORE] |
| truth be told | N/A | truth + be (subjunctive) + told | to be honest, frankly speaking, actually | Discourse marker introducing a frank or honest admission, often contradicting previous statements or appearances. Common in conversational and informal writing. | [CORE] |
| in truth | N/A | in + truth | actually, in fact, truly | Formal or literary expression emphasizing the truth of a statement. Used to introduce corrections or clarifications. | [CORE] |
| of a truth | N/A | of + a + truth | truly, certainly, indeed | Archaic or biblical expression affirming truth. Rarely used in modern English except in religious or deliberately archaic contexts. | [MARGINAL] |
| falsehood | N/A | false + -hood (state/condition suffix) | lie, untruth, false statement | Nominal form for false statements or the quality of being false. More formal than "lie"; common in moral, legal, and philosophical discourse. | [CORE] |
| falsely | N/A | false + -ly (adverbial suffix) | incorrectly, untruthfully, wrongly | Adverbial form indicating manner of being false. Common in legal contexts ("falsely accused") and formal descriptions of error or deception. | [CORE] |
| falsify | N/A | false + -ify (verb-forming suffix) | make false, forge, distort | Verb meaning to alter something to make it false or to prove something false. Used in legal, scientific, and philosophical contexts. | [CORE] |
| falsification | N/A | falsify + -ation (noun suffix) | act of falsifying, forgery, distortion | Nominal form for the act or result of falsifying. Technical term in philosophy of science (Popper); also used in legal contexts for document fraud. | [CORE] |
| falsifiable | N/A | falsify + -able (capable of being) | capable of being proven false, testable | Technical term in philosophy of science for hypotheses that can be tested and potentially disproven. Used primarily in scientific and philosophical discourse. | [MARGINAL] |
| falsifiability | N/A | falsifiable + -ity (quality suffix) | quality of being falsifiable, testability | Technical term in philosophy of science for the property of being testable/disprovable. Used in epistemological and scientific methodology discussions. | [MARGINAL] |
| false alarm | N/A | false + alarm | mistaken warning, unfounded alert | Refers to warnings or alerts that prove to be mistaken or unnecessary. Common in everyday speech and emergency/security contexts. | [CORE] |
| false start | N/A | false + start | premature start, invalid beginning | Technical term in racing for starting before the signal; also used metaphorically for failed or premature beginnings of projects or endeavors. | [CORE] |
| false positive | N/A | false + positive (result) | incorrect positive result, erroneous detection | Technical term in testing and diagnostics for results incorrectly indicating presence of a condition. Used in medical, scientific, and technical contexts. | [CORE] |
| false negative | N/A | false + negative (result) | incorrect negative result, missed detection | Technical term in testing and diagnostics for results incorrectly indicating absence of a condition. Used in medical, scientific, and technical contexts. | [CORE] |
| false friend | N/A | false + friend | disloyal friend, betrayer; (linguistics) false cognate | Describes persons who appear friendly but are disloyal. Also technical term in linguistics for words in different languages that appear similar but have different meanings. | [CORE] |
| false pretenses | N/A | false + pretenses (plural) | deceptive claims, fraudulent representations | Legal and everyday term for deceptive claims made to obtain something. Common in the phrase "under false pretenses." | [CORE] |
| false witness | N/A | false + witness | perjury, false testimony, lying under oath | Legal and religious term for giving false testimony. Biblical origin (Ten Commandments); used in legal and moral contexts. | [CORE] |
| false imprisonment | N/A | false + imprisonment | unlawful detention, wrongful confinement | Legal term for unlawfully restraining someone's freedom of movement. Technical term in criminal and tort law. | [CORE] |
| false arrest | N/A | false + arrest | unlawful arrest, wrongful detention | Legal term for arrest without proper legal authority. Used in legal contexts, especially civil rights cases. | [CORE] |
| false bottom | N/A | false + bottom | concealed compartment, hidden base | Refers to containers with hidden compartments below an apparent bottom. Used in descriptions of smuggling, magic tricks, or furniture design. | [CORE] |
| false teeth | N/A | false + teeth (plural) | dentures, artificial teeth | Common term for removable artificial teeth. Everyday and medical usage; somewhat dated, "dentures" now more common. | [CORE] |
| false dawn | N/A | false + dawn | zodiacal light; premature hope, illusory improvement | Astronomical term for pre-dawn light; metaphorically used for apparent improvements that don't last. Used in literary and analytical contexts. | [CORE] |
| false economy | N/A | false + economy | penny-wise pound-foolish, short-sighted saving | Refers to apparent savings that result in greater costs later. Common in financial and practical advice contexts. | [CORE] |
| false modesty | N/A | false + modesty | feigned humility, insincere self-deprecation | Describes insincere displays of humility, often concealing pride. Used in social and moral evaluation of behavior. | [CORE] |
| false move | N/A | false + move | wrong action, mistake, misstep | Refers to an action that causes problems or danger. Common in the phrase "one false move" in threatening or tense situations. | [CORE] |
| false step | N/A | false + step | misstep, error, wrong action | Refers to a mistake or error in judgment or action. Used metaphorically for social, professional, or moral errors. | [CORE] |
| false note | N/A | false + note | wrong tone, jarring element, discordant element | Musical term for incorrect pitch; metaphorically used for elements that seem wrong or inappropriate in a situation. Used in aesthetic and social evaluation. | [CORE] |
| false consciousness | N/A | false + consciousness | mistaken awareness, ideological delusion | Marxist term for misperception of one's social or economic interests. Technical term in political philosophy and sociology. | [MARGINAL] |
| false flag | N/A | false + flag | deceptive operation, covert action disguised as enemy action | Military and political term for operations designed to appear as if carried out by another party. Used in discussions of espionage, terrorism, and conspiracy theories. | [CORE] |
| bear false witness | N/A | bear (give) + false + witness | lie under oath, give false testimony, perjure | Biblical and legal expression for giving false testimony. Used in religious, legal, and moral contexts. | [CORE] |
| ring false | N/A | ring (sound) + false | seem insincere, sound untrue, feel wrong | Evaluates statements or accounts as seeming insincere or unbelievable. Opposite of "ring true"; common in evaluative discourse. | [CORE] |
| rightly | N/A | right + -ly (adverbial suffix) | correctly, justly, properly | Adverbial form indicating correct or proper manner. Common across all registers in both epistemic and moral contexts. | [CORE] |
| rightness | N/A | right + -ness (quality suffix) | correctness, propriety, justness | Nominal form for the quality of being right. Used in moral and epistemic evaluation; somewhat formal. | [CORE] |
| rightful | N/A | right + -ful (full of) | legitimate, proper, just | Evaluates claims, ownership, or positions as legitimate or proper. Common in legal and political contexts ("rightful owner," "rightful heir"). | [CORE] |
| rightfully | N/A | rightful + -ly (adverbial suffix) | legitimately, justly, properly | Adverbial form emphasizing legitimacy or justice of claims or actions. Used in legal, moral, and everyday contexts. | [CORE] |
| righteous | N/A | right + -eous (adjective suffix, archaic form of -ous) | morally right, virtuous, just | Evaluates persons or actions as morally upright or justified. Strong religious connotations; also used ironically for self-righteousness. | [CORE] |
| righteousness | N/A | righteous + -ness (quality suffix) | moral virtue, justice, uprightness | Nominal form for moral virtue or justness. Common in religious and moral discourse; also used ironically. | [CORE] |
| self-righteous | N/A | self + righteous | smugly moralistic, sanctimonious, holier-than-thou | Describes persons as excessively confident in their own moral superiority. Strongly negative connotation; used in moral and social criticism. | [CORE] |
| self-righteousness | N/A | self-righteous + -ness (quality suffix) | sanctimoniousness, moral smugness | Nominal form for excessive confidence in one's moral superiority. Used critically in moral and social evaluation. | [CORE] |
| right-minded | N/A | right + minded (having a mind/disposition) | sensible, proper-thinking, morally sound | Describes persons as having proper or sensible views. Somewhat dated; used in moral and social evaluation. | [CORE] |
| right-thinking | N/A | right + thinking (present participle) | sensible, proper, orthodox | Describes persons as having correct or proper views. Often used to establish in-group membership or orthodoxy. | [CORE] |
| right answer | N/A | right + answer | correct answer, proper response | Refers to the correct solution to a problem or question. Common in educational and problem-solving contexts. | [CORE] |
| right way | N/A | right + way | correct method, proper manner | Refers to the correct or proper method of doing something. Common in instructional and normative contexts. | [CORE] |
| right track | N/A | right + track | correct path, proper direction | Metaphorical expression for being on course toward a goal or correct understanding. Common in the phrase "on the right track." | [CORE] |
| right side | N/A | right + side | correct side, proper side; favorable position | Refers to the correct or proper side of something. Also used metaphorically in "on the right side of" (history, law, etc.). | [CORE] |
| right thing | N/A | right + thing | correct action, moral choice | Refers to the morally or practically correct action. Common in the phrase "do the right thing." | [CORE] |
| right move | N/A | right + move | correct action, wise decision | Refers to a correct or advantageous action or decision. Used in strategic, practical, and moral contexts. | [CORE] |
| right call | N/A | right + call (decision/judgment) | correct decision, good judgment | Refers to a correct decision or judgment. Common in sports officiating and general decision-making contexts. | [CORE] |
| right idea | N/A | right + idea | correct understanding, proper concept | Refers to correct understanding or approach. Common in the phrase "have the right idea." | [CORE] |
| get it right | N/A | get + it + right | do correctly, achieve accuracy | Phrasal expression for achieving correctness or accuracy. Common in instructional and evaluative contexts. | [CORE] |
| set right | N/A | set + right | correct, rectify, fix | Phrasal verb meaning to correct errors or injustices. Used in practical and moral contexts. | [CORE] |
| put right | N/A | put + right | correct, fix, rectify | Phrasal verb meaning to correct or repair. British usage more common than American; used in practical contexts. | [CORE] |
| make right | N/A | make + right | correct, rectify, compensate for | Phrasal expression for correcting wrongs or making amends. Used in moral and practical contexts. | [CORE] |
| all right / alright | N/A | all + right | acceptable, satisfactory, okay | Expression indicating acceptability or agreement. Extremely common in everyday speech; "alright" spelling controversial but widespread. | [CORE] |
| right as rain | N/A | right + as + rain | perfectly fine, completely well | Idiomatic expression indicating perfect health or condition. British origin; used in informal contexts. | [CORE] |
| in the right | N/A | in + the + right | correct, justified, having justice on one's side | Expression indicating moral or factual correctness in a dispute. Used in moral and legal evaluation. | [CORE] |
| wrongly | N/A | wrong + -ly (adverbial suffix) | incorrectly, unjustly, improperly | Adverbial form indicating incorrect or improper manner. Common in both epistemic and moral contexts. | [CORE] |
| wrongness | N/A | wrong + -ness (quality suffix) | incorrectness, impropriety, injustice | Nominal form for the quality of being wrong. Used in moral and epistemic evaluation; somewhat formal. | [CORE] |
| wrongful | N/A | wrong + -ful (full of) | unjust, improper, illegal | Evaluates actions as unjust or illegal. Common in legal contexts ("wrongful death," "wrongful termination"). | [CORE] |
| wrongfully | N/A | wrongful + -ly (adverbial suffix) | unjustly, illegally, improperly | Adverbial form emphasizing injustice or illegality of actions. Used in legal and moral contexts. | [CORE] |
| wrongdoing | N/A | wrong + doing (gerund) | misconduct, offense, immoral action | Nominal form for immoral or illegal actions. Common in legal, moral, and administrative contexts. | [CORE] |
| wrongdoer | N/A | wrong + doer (agent noun) | offender, malefactor, perpetrator | Describes persons who commit wrongs or offenses. Used in legal and moral contexts; somewhat formal. | [CORE] |
| go wrong | N/A | go + wrong | fail, malfunction, err | Phrasal verb indicating failure or error. Common in everyday speech about plans, machines, or actions. | [CORE] |
| get wrong | N/A | get + wrong | misunderstand, err about, mistake | Phrasal verb indicating error or misunderstanding. Common in everyday speech and writing. | [CORE] |
| in the wrong | N/A | in + the + wrong | incorrect, at fault, unjustified | Expression indicating moral or factual incorrectness in a dispute. Used in moral and legal evaluation. | [CORE] |
